Month,Supplier,Account Code,Transaction Ref,£
Jun,ASHFIELD DISTRICT COUNCIL,General Rates,AAAplkAAFAADdPnAAW,734.84
Jun,ASHFIELD DISTRICT COUNCIL,General Rates,AAAplkAAFAADdPHAAe,1037.42
Jun,ASHFIELD DISTRICT COUNCIL,General Rates,AAAplkAAFAADdPnAAY,706.02
Jun,ASHFIELD DISTRICT COUNCIL,General Rates,AAAplkAAFAADdPHAAg,893.33
Jun,ASHFIELD DISTRICT COUNCIL,General Rates,AAAplkAAFAADdPXAAh,62244
Jun,ASHFIELD DISTRICT COUNCIL,General Rates,AAAplkAAFAADdPHAAY,71850
Jun,Association for Public Service Excellence,Subscriptions,AAAplkAAFAADdQHAAW,1743
Jun,AtkinsRealis PPS Limited-Shared Serv Facility,Condition Survey Works,AAAplkAAFAADdQeAAE,935.47
Jun,AtkinsRealis PPS Limited-Shared Serv Facility,Condition Survey Works,AAAplkAAFAADdQeAAF,905.29
Jun,AtkinsRealis PPS Limited-Shared Serv Facility,Condition Survey Works,AAAplkAAFAADdQEAAA,573.35
Jun,AtkinsRealis PPS Limited-Shared Serv Facility,Condition Survey Works,AAAplkAAFAADdQEAAC,603.53
Jun,AtkinsRealis PPS Limited-Shared Serv Facility,Condition Survey Works,AAAplkAAFAADdQEAAG,905.29
Jun,AtkinsRealis PPS Limited-Shared Serv Facility,Condition Survey Works,AAAplkAAFAADdQEAAH,603.53
Jun,AtkinsRealis PPS Limited-Shared Serv Facility,Condition Survey Works,AAAplkAAFAADdQEAAB,603.53
Jun,AtkinsRealis PPS Limited-Shared Serv Facility,Condition Survey Works,AAAplkAAFAADdQEAAD,905.29
Jun,Attenborough Doors Ltd,Reactive Building Works,AAAplkAAFAADdV1AAR,3000
Jun,Attenborough Doors Ltd,Reactive Building Works,AAAplkAAFAADdV1AAL,3280
Jun,Attenborough Doors Ltd,Reactive Building Works,AAAplkAAFAADdV1AAU,900
Jun,Attenborough Doors Ltd,Reactive Building Works,AAAplkAAFAADdQlAAL,1492
Jun,Auto Electric Conversions & Repairs,Vehicle Maintenance,AAAplkAAFAADdPHAAF,2500
Jun,Auto Electric Conversions & Repairs,Vehicle Maintenance,AAAplkAAFAADdO3AAP,540
Jun,BASE 51,Professional Fees,AAAplkAAMAACdRcAAc,5832.42
Jun,BASSETLAW DISTRICT COUNCIL,Rent,AAAplkAAMAACdMnAAU,3250
Jun,BASSETLAW DISTRICT COUNCIL,Rent,AAAplkAAMAACdMnAAV,1525
Jun,Bauer Radio Ltd,Publicity,AAAplkAAMAACdMeAAQ,6250
Jun,Bauer Radio Ltd,Publicity,AAAplkAAFAADdTsAAA,3000
Jun,Bauer Radio Ltd,Publicity,AAAplkAAMAACdIsAAQ,2500
Jun,Bauer Radio Ltd,Publicity,AAAplkAAMAACdIsAAO,806
Jun,BEECHMAST LTD,Grounds Maintenance,AAAplkAAMAACdPdAAB,500
Jun,BEELINE ADVERTISING PRODUCTS LTD,Corporate Hospitality,AAAplkAAFAADdS2AAA,625
Jun,BIDFOOD LTD,Detained Persons - Meals,AAAplkAAMAACdHCAAR,853.75
Jun,BIDFOOD LTD,Detained Persons - Meals,AAAplkAAMAACdHCAAG,505.87
Jun,BIDFOOD LTD,Detained Persons - Meals,AAAplkAAMAACdOdAAO,741.94
Jun,BIDFOOD LTD,Detained Persons - Meals,AAAplkAAFAADdT3AAD,739.08
Jun,BIDFOOD LTD,Detained Persons - Meals,AAAplkAAFAADdTpAAG,506.3
Jun,BIDFOOD LTD,Detained Persons - Meals,AAAplkAAFAADdV1AAJ,774.51
Jun,BIDFOOD LTD,Detained Persons - Meals,AAAplkAAFAADdUVAAT,505.38
Jun,BLUE LIGHT PUBLISHING LTD T/A POLICE PASS,Internal Training Courses,AAAplkAAFAADdP4AAH,1066.64
Jun,BOXXE LTD,Software Licences,AAAplkAAFAADdT/AAX,1153.4
Jun,BOXXE LTD,Software Licences,AAAplkAAFAADdTvAAP,576.7
Jun,BOXXE LTD,Software Licences,AAAplkAAFAADdONAAQ,2710.9
Jun,Breaking Barriers Building Bridges,Professional Fees,AAAplkAAMAACdRNAAW,9021.67
Jun,Breaking Barriers Building Bridges,Professional Fees,AAAplkAAMAACdRNAAY,3750
Jun,BRITISH TELECOMMUNICATIONS PLC - PAYMENTS,Network Services,AAAplkAAFAADdVHAAC,14981.36
Jun,BRITISH TELECOMMUNICATIONS PLC - PAYMENTS,Network Services,AAAplkAAFAADdVVAAO,14984.27
Jun,BRITNELL TREE SERVICES LTD,Grounds Maintenance,AAAplkAAMAACdJyAAA,2800
Jun,BROXTOWE BOROUGH COUNCIL,General Rates,AAAplkAAFAADdPXAAA,4816.14
Jun,BROXTOWE BOROUGH COUNCIL,General Rates,AAAplkAAFAADdPXAAC,5129.48
Jun,BROXTOWE BOROUGH COUNCIL,General Rates,AAAplkAAFAADdPXAAj,39312
Jun,BTS HOLDINGS PLC,Network Services,AAAplkAAFAADdRyAAe,6945.34
Jun,Bucher Municipal Ltd,Vehicle Maintenance,AAAplkAAFAADdSmAAN,989.45
Jun,BUDDI LTD,Criminal Deterrent Devices,AAAplkAAFAADdOlAAU,3440
Jun,Burrows Recovery Ltd,Vehicle Recovery Costs,AAAplkAAMAACdJiAAU,1050
Jun,Burrows Recovery Ltd,Vehicle Recovery Costs,AAAplkAAFAADdQlAAR,1005
Jun,BYTES SOFTWARE SERVICES LTD,Professional Fees,AAAplkAAMAACrGkAAP,92356.5
Jun,C WALTON LTD T/A MANHEIM VEHICLE SERVICES,Hire of Rooms/Premises,AAAplkAAFAADdTaAAZ,500
Jun,CAPITA BUSINESS SERVICES LTD - TRAVEL,Hotel Accommodation,AAAplkAAFAADdV/AAQ,7387.48
Jun,CAPITA BUSINESS SERVICES LTD - TRAVEL,Hotel Accommodation,AAAplkAAFAADdV/AAR,1622.3
Jun,CARY UK LTD,Vehicle Maintenance,AAAplkAAMAACdRcAAe,655.65
Jun,CARY UK LTD,Vehicle Maintenance,AAAplkAAMAACdRcAAU,666.9
Jun,CARY UK LTD,Vehicle Maintenance,AAAplkAAMAACdRcAAS,675.45
Jun,CARY UK LTD,Vehicle Maintenance,AAAplkAAMAACdLYAAK,724.95
Jun,CARY UK LTD,Vehicle Maintenance,AAAplkAAFAADdQHAAH,1258
Jun,CARY UK LTD,Vehicle Maintenance,AAAplkAAMAACrG0AAM,666.9
Jun,CENTURY FIRE AND SECURITY LTD,Costs From Annual Servicing,AAAplkAAFAADdQFAAg,1738.65
Jun,CENTURY FIRE AND SECURITY LTD,Costs From Annual Servicing,AAAplkAAFAADdQFAAI,847
Jun,CENTURY FIRE AND SECURITY LTD,Reactive Building Works,AAAplkAAFAADdPFAAC,598
Jun,CERTAS ENERGY UK LTD - PACE FUELCARE,Diesel - Vehicle Fuel,AAAplkAAFAADdV1AAX,16992.37
Jun,CERTAS ENERGY UK LTD - PACE FUELCARE,Petrol - Vehicle Fuel,AAAplkAAMAACdLoAAa,17934.91
Jun,CHARLES FELLOWS SUPPLIES LTD,Detained Persons - Clothing,AAAplkAAMAACdHrAAA,508
Jun,CHARLES FELLOWS SUPPLIES LTD,Detained Persons - Clothing,AAAplkAAMAACdHCAAJ,568
Jun,CHARLES FELLOWS SUPPLIES LTD,Detained Persons - Clothing,AAAplkAAMAACdMLAAd,880
Jun,CHARLES FELLOWS SUPPLIES LTD,Detained Persons - Clothing,AAAplkAAFAADdPFAAZ,901.2
Jun,CHARLES FELLOWS SUPPLIES LTD,Detained Persons - Clothing,AAAplkAAMAACdIkAAH,990
Jun,CHARLES FELLOWS SUPPLIES LTD,Detained Persons - Clothing,AAAplkAAMAACdI0AAa,1035.1
Jun,CHARLES FELLOWS SUPPLIES LTD,Detained Persons - Clothing,AAAplkAAFAADdO1AAR,531.5
Jun,Chilton Project Management Ltd,Agency/Temp Staff,AAAplkAAFAADdTlAAM,630
Jun,Chilton Project Management Ltd,Consultants Fees,AAAplkAAFAADdPHAAN,3660
Jun,CJS (UK MANAGEMENT) LTD - EVENTS SOLUTIONS,Conference & Seminar Fees,AAAplkAAMAACdIcAAe,740
Jun,CLARITY INFORMATION SOLUTIONS LTD,Bank Charges,AAAplkAAFAADdT1AAK,1075.82
Jun,CLARITY INFORMATION SOLUTIONS LTD,Bank Charges,AAAplkAAFAADdT1AAL,2947.79
Jun,CLARITY INFORMATION SOLUTIONS LTD,Software - Purchase,AAAplkAAMAACdHSAAJ,3150
Jun,CLARITY INFORMATION SOLUTIONS LTD,Software - Purchase,AAAplkAAMAACdHSAAG,3150
Jun,CLARITY INFORMATION SOLUTIONS LTD,Software - Purchase,AAAplkAAMAACdHCAAa,3150
Jun,CLARITY INFORMATION SOLUTIONS LTD,Software - Purchase,AAAplkAAFAADdUWAAA,3150
Jun,CLEARTONE TELECOMS LTD,External Training Courses,AAAplkAAMAACdMUAAS,1850
Jun,COLENA LTD,Drone Maintenance Costs,AAAplkAAFAADdQlAAZ,1082.5
Jun,College of Policing - Coventry,Internal Training Courses,AAAplkAAFAADdO3AAH,1789.08
Jun,Communities Inc CIC,External Training Courses,AAAplkAAFAADdUcAAD,2700
Jun,COMPUTACENTER (UK) LTD,Hardware - Purchase,AAAplkAAFAADdUPAAA,1871.64
Jun,COMPUTACENTER (UK) LTD,Hardware - Purchase,AAAplkAAFAADdUPAAD,3946.2
Jun,COMPUTACENTER (UK) LTD,Hardware - Purchase,AAAplkAAFAADdUPAAE,5281.2
Jun,Crayon Ltd,Software Licences,AAAplkAAFAADdTpAAD,2174
Jun,Cromwell Tools Ltd,Operational Consum Equip/Mtn,AAAplkAAMAACdIkAAO,556.43
Jun,CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD,Network Services,AAAplkAAMAACdMIAAG,14017
Jun,CVL SYSTEMS LTD,Annual Servicing,AAAplkAAMAACrOkAAL,2498.75
Jun,CVL SYSTEMS LTD,Costs From Annual Servicing,AAAplkAAFAADdU1AAD,1270
Jun,CVL SYSTEMS LTD,Costs From Annual Servicing,AAAplkAAFAADdU1AAX,505
Jun,CVL SYSTEMS LTD,Costs From Annual Servicing,AAAplkAAFAADdUlAAJ,668
Jun,CVL SYSTEMS LTD,Costs From Annual Servicing,AAAplkAAFAADdUlAAM,840
Jun,CVL SYSTEMS LTD,Reactive Building Works,AAAplkAAFAADdU1AAG,4847
Jun,CVL SYSTEMS LTD,Reactive Building Works,AAAplkAAMAACrFmAAQ,3540
Jun,CYCLESCHEME LTD,Sal Deductns - Cycle to Work,AAAplkAAMAACdJYAAK,2622.5
Jun,DATA PRO IT LTD,Break-Fix Expenses/Consumables,AAAplkAAFAADdUMAAC,832.5
Jun,Derby Unitex Limited,Uniform,AAAplkAAMAACdRtAAZ,2750
Jun,DESIGNS SIGNAGE SOLUTIONS LTD,Vehicle Maintenance,AAAplkAAMAACdJIAAE,1086
Jun,DFP SERVICES LTD,Planned Building Works,AAAplkAAMAACdR9AAd,810
Jun,DFP SERVICES LTD,Reactive Building Works,AAAplkAAFAADdQmAAT,1081.22
Jun,DMS Protective Equipment Ltd,Uniform,AAAplkAAFAADdP3AAB,1330.2
Jun,DMS Protective Equipment Ltd,Uniform,AAAplkAAFAADdP3AAA,999.2
Jun,DMS Protective Equipment Ltd,Uniform,AAAplkAAFAADdP3AAQ,849.8
Jun,DMS Protective Equipment Ltd,Uniform,AAAplkAAFAADdP3AAR,849.8
Jun,DMS Protective Equipment Ltd,Uniform,AAAplkAAFAADdP3AAS,730.4
Jun,DMS Protective Equipment Ltd,Uniform,AAAplkAAFAADdP3AAT,547.8
Jun,DMS Protective Equipment Ltd,Uniform,AAAplkAAFAADdP3AAU,1995.3
Jun,DMS Protective Equipment Ltd,Uniform,AAAplkAAFAADdP3AAV,999.2
Jun,Dodd Group (Midlands) Ltd,Commissioned Services,AAAplkAAMAACdHSAAM,12115.47
Jun,Dodd Group (Midlands) Ltd,Commissioned Services,AAAplkAAMAACdHSAAT,7181.86
Jun,Dodd Group (Midlands) Ltd,Commissioned Services,AAAplkAAMAACdHiAAZ,1801.92
Jun,Dodd Group (Midlands) Ltd,Commissioned Services,AAAplkAAMAACdHSAAW,763.81
Jun,Dr Mahesh Yadav,Doctors Statements,AAAplkAAFAADdU1AAM,2214
Jun,DRS DIRECT LTD,Agency/Temp Staff,AAAplkAAMAACdGzAAP,1150
Jun,DRS DIRECT LTD,Agency/Temp Staff,AAAplkAAMAACdRdAAY,759
Jun,DRS DIRECT LTD,Agency/Temp Staff,AAAplkAAFAADdOFAAW,1150
Jun,DRS DIRECT LTD,Agency/Temp Staff,AAAplkAAMAACrFmAAN,1150
Jun,EASTWOOD TOWN COUNCIL,Electricity,AAAplkAAFAADdPFAAT,1533
Jun,EASTWOOD TOWN COUNCIL,Electricity,AAAplkAAFAADdSGAAg,1403.59
Jun,EASTWOOD TOWN COUNCIL,Rent,AAAplkAAFAADdSGAAe,1857.24
Jun,Ecolite Limited,Building Works - Main Contract,AAAplkAAMAACdIjAAT,13354.13
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdQnAAE,5343.9
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdSGAAC,6795.07
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdQnAAd,2447.09
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdQnAAN,1914.23
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdVPAAR,1934.06
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdR0AAe,25197.04
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdSGAAF,5115.05
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdSGAAY,6250.67
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdQnAAa,9109.62
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdQXAAf,1556.21
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdQnAAH,4363.03
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdQnAAK,3462.69
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdR0AAa,62903.94
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdSGAAP,1654.89
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdSGAAS,1664.87
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdSGAAV,702.35
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdQ3AAi,2111.55
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdQnAAg,18159.28
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdQXAAc,14749.6
Jun,EDF ENERGY CUSTOMERS LTD,Electricity,AAAplkAAFAADdSGAAb,1134.93
Jun,ELIS UK LTD,Laundry,AAAplkAAFAADdV1AAG,1129.92
Jun,ELIS UK LTD,Laundry,AAAplkAAFAADdV1AAf,987.97
Jun,EON Next Energy Ltd - PO Box 10909,Electricity,AAAplkAAFAADdSAAAM,5957.59
Jun,EPPERSTONE RIFLE RANGE,Rent,AAAplkAAMAACdOdAAM,7500
Jun,Eveque Leisure Equipment Ltd,Operational Consum Equip/Mtn,AAAplkAAFAADdTnAAJ,3775
Jun,Eveque Leisure Equipment Ltd,Operational Consum Equip/Mtn,AAAplkAAFAADdTnAAK,3428.08
Jun,Eveque Leisure Equipment Ltd,Operational Consum Equip/Mtn,AAAplkAAFAADdTnAAL,728.02
Jun,Eveque Leisure Equipment Ltd,Operational Consum Equip/Mtn,AAAplkAAFAADdTnAAM,624.72
Jun,Eveque Leisure Equipment Ltd,Operational Consum Equip/Mtn,AAAplkAAFAADdTnAAQ,556.6
Jun,Eveque Leisure Equipment Ltd,Operational Consum Equip/Mtn,AAAplkAAFAADdTnAAR,854.4
Jun,Eveque Leisure Equipment Ltd,Operational Consum Equip/Mtn,AAAplkAAFAADdTnAAU,1282.38
Jun,Eveque Leisure Equipment Ltd,Operational Consum Equip/Mtn,AAAplkAAFAADdTnAAV,1509
Jun,FLOGAS BRITAIN LTD,Heating Fuel Oil,AAAplkAAFAADdPnAAa,546.9
Jun,FORD MOTOR COMPANY LTD - NOTTINGHAM,Vehicle Maintenance,AAAplkAAFAADdTpAAe,1016.86
Jun,FORD MOTOR COMPANY LTD - NOTTINGHAM,Vehicle Maintenance,AAAplkAAFAADdT5AAQ,780.37
Jun,FORD MOTOR COMPANY LTD - NOTTINGHAM,Vehicle Maintenance,AAAplkAAFAADdR8AAW,502.14
Jun,FRANCOTYP-POSTALIA LTD - POSTBASE,Mobile Phone,AAAplkAAFAADdULAAD,1000
Jun,Fuchs Lubricants UK (PLC),Vehicle Maintenance,AAAplkAAMAACdLoAAC,1410
Jun,FWP PLUMBERS NOTTINGHAM LTD,Reactive Building Works,AAAplkAAFAADdV1AAA,653.25
Jun,FWP PLUMBERS NOTTINGHAM LTD,Reactive Building Works,AAAplkAAFAADdOTAAa,548.89
Jun,FWP PLUMBERS NOTTINGHAM LTD,Condition Survey Works,AAAplkAAMAACdRMAAV,616.86
Jun,Gallagher Basset International Ltd,Insurance Claims Provision,AAAplkAAFAADdTFAAS,1159.21
Jun,GALLAGHER BASSETT - FEES,Property Related Insurance,AAAplkAAMAACdJHAAS,72601.38
Jun,GALLAGHER BASSETT - FEES,Property Related Insurance,AAAplkAAMAACdJHAAT,8712.17
Jun,GALLAGHER BASSETT - INT TAMWOR,Insurance Claims Provision,AAAplkAAFAADdPqAAR,1956
Jun,GEDLING BOROUGH COUNCIL,Partnership Grants,AAAplkAAFAADdT5AAU,16218
Jun,GEDLING BOROUGH COUNCIL,Partnership Grants,AAAplkAAFAADdT5AAT,16218
Jun,GEDLING BOROUGH COUNCIL,General Rates,AAAplkAAFAADdPXAAE,283920
Jun,GEDLING BOROUGH COUNCIL,General Rates,AAAplkAAFAADdPHAAa,1397.2
Jun,Gelder Ltd,Condition Survey Works,AAAplkAAFAADdQEAAD,3646.09
Jun,Gelder Ltd,Condition Survey Works,AAAplkAAFAADdR0AAV,9000
Jun,Gelder Ltd,Condition Survey Works,AAAplkAAFAADdR0AAW,9000
Jun,Gelder Ltd,Condition Survey Works,AAAplkAAFAADdR0AAS,9896.32
Jun,Gelder Ltd,Condition Survey Works,AAAplkAAFAADdR0AAR,2583.32
Jun,Gelder Ltd,Condition Survey Works,AAAplkAAFAADdR0AAT,5876.4
Jun,Gelder Ltd,Condition Survey Works,AAAplkAAFAADdR0AAU,1535.45
Jun,Gelder Ltd,Condition Survey Works,AAAplkAAFAADdR0AAX,4534.16
Jun,GEMCO SERVICE LTD,Vehicle Workshop Equipment,AAAplkAAFAADdODAAD,787
Jun,GEMCO SERVICE LTD,Vehicle Workshop Equipment,AAAplkAAFAADdPwAAL,628.5
Jun,GOODYEAR TYRES UK,Vehicle Tyres,AAAplkAAMAACdI4AAf,26764.2
Jun,HANSON ANIMAL DOCTOR LTD,Dogs - Feed/Kennel/Vets,AAAplkAAMAACdIVAAD,3046.19
Jun,HANSON ANIMAL DOCTOR LTD,Dogs - Feed/Kennel/Vets,AAAplkAAMAACdIVAAG,1857.4
Jun,HEALTHWORK GROUP LTD,Employee Medical Costs,AAAplkAAFAADdONAAg,2985
Jun,HOME OFFICE - BANKING,Firearms & Equipment,AAAplkAAFAADdTpAAA,10770
Jun,HPC COMPRESSED AIR SYSTEMS,Annual Servicing,AAAplkAAMAACdMnAAQ,1746
Jun,HSP Consulting Engineers Ltd,Fees Planned,AAAplkAAMAACdOdAAA,500
Jun,Humble Associates Limited,Expert Statements,AAAplkAAMAACdMjAAX,850
Jun,ICCA ENTERPRISES CIC,Hire of Rooms/Premises,AAAplkAAMAACdRdAAF,2400
Jun,Ideal Cleaning Services,Reactive Building Works,AAAplkAAMAACdPdAAI,741.11
Jun,Ideal Cleaning Services,Reactive Building Works,AAAplkAAFAADdQcAAP,741.11
Jun,Ideal Cleaning Services,Reactive Building Works,AAAplkAAMAACdPdAAQ,786.05
Jun,Ideal Cleaning Services,Reactive Building Works,AAAplkAAFAADdQcAAM,786.05
Jun,Ideal Cleaning Services,Reactive Building Works,AAAplkAAMAACdPdAAM,2431.26
Jun,Ideal Cleaning Services,Reactive Building Works,AAAplkAAFAADdQcAAO,2431.26
Jun,INCHCAPE RETAIL LTD,Vehicle Maintenance,AAAplkAAFAADdPVAAU,845.24
Jun,JACKSONS RECOVERY LTD - NOTTINGHAM,Vehicle Recovery Costs,AAAplkAAMAACdMeAAG,1260
Jun,JACKSONS RECOVERY LTD - NOTTINGHAM,Vehicle Recovery Costs,AAAplkAAMAACdMeAAJ,6968
Jun,KEELA INTERNATIONAL LTD,Uniform,AAAplkAAMAACdI4AAY,1493.12
Jun,KEELA INTERNATIONAL LTD,Uniform,AAAplkAAMAACdI4AAZ,699.9
Jun,LANGLEY MILL CONTRACT FLOORING LTD,Reactive Building Works,AAAplkAAFAADdPVAAO,1050
Jun,LEADERS UNLOCKED LTD - BEDFORD ROW,Commissioned Services,AAAplkAAFAADdR8AAT,9540
Jun,Lockgate Animal Forensics Ltd,Partnership Contributions,AAAplkAAMAACdQPAAA,900
Jun,M & E ACCIDENT REPAIR CENTRE LTD,Accident Repair,AAAplkAAMAACdOtAAS,7026.48
Jun,M & E ACCIDENT REPAIR CENTRE LTD,Accident Repair,AAAplkAAMAACdM6AAF,4098.2
Jun,M & E ACCIDENT REPAIR CENTRE LTD,Accident Repair,AAAplkAAMAACdOtAAA,1628.48
Jun,M & E ACCIDENT REPAIR CENTRE LTD,Accident Repair,AAAplkAAMAACdOtAAG,7378.57
Jun,M & E ACCIDENT REPAIR CENTRE LTD,Accident Repair,AAAplkAAMAACdOdAAQ,7609
Jun,M & E ACCIDENT REPAIR CENTRE LTD,Accident Repair,AAAplkAAMAACdI4AAI,16951.27
Jun,M & E ACCIDENT REPAIR CENTRE LTD,Accident Repair,AAAplkAAMAACdI0AAf,844.18
Jun,M & E ACCIDENT REPAIR CENTRE LTD,Vehicle Maintenance,AAAplkAAMAACdI0AAX,773
Jun,MACHINE MART LTD,Operational Consum Equip/Mtn,AAAplkAAMAACdIVAAJ,2099
Jun,MACOI LTD,Furniture,AAAplkAAFAADdUfAAG,7245
Jun,Magnet Forensics Inc,Software Licences,AAAplkAAMAACdM3AAe,35360
Jun,Magnet Forensics Inc,Software Licences,AAAplkAAMAACdM3AAf,3310
Jun,Magnet Forensics Inc,Software Licences,AAAplkAAMAACdM3AAg,4420
Jun,Mansfield District council - Chesterfield Rd,Partnership Grants,AAAplkAAFAADdUfAAC,875
Jun,Mansfield District council - Chesterfield Rd,General Rates,AAAplkAAFAADdPHAAW,206115
Jun,Marlowe Fire & Security Limited,Annual Servicing,AAAplkAAMAACdIbAAH,1047
Jun,MARSHALL MOTOR GROUP LTD,Vehicle Maintenance,AAAplkAAFAADdO3AAg,1304.85
Jun,MAYOR'S OFFICE FOR POLICING & CRIME - MAIN,Subscriptions,AAAplkAAMAACdRdAAD,338722.39
Jun,MAZARS LLP,Internal Audit Fee,AAAplkAAMAACdMIAAT,7500
Jun,MC PRODUCTS UK LTD,Uniform,AAAplkAAMAACdR8AAA,885
Jun,MC PRODUCTS UK LTD,Uniform,AAAplkAAMAACdR8AAC,501
Jun,MC PRODUCTS UK LTD,Uniform,AAAplkAAFAADdT3AAW,3905
Jun,Mertrux Ltd,Vehicle Maintenance,AAAplkAAFAADdUHAAJ,512.7
Jun,MICHAEL LUPTON ASSOCIATES LTD,Uniform,AAAplkAAMAACdM6AAI,593.3
Jun,MICHAEL LUPTON ASSOCIATES LTD,Uniform,AAAplkAAFAADdUHAAX,1275
Jun,Mitie Care and Custody Limited,Healthcare in Custody,AAAplkAAMAACdLbAAO,87918.92
Jun,MIVEN LTD,Rent,AAAplkAAMAACdKOAAI,108428.42
Jun,MIVEN LTD,Water Services,AAAplkAAMAACdKOAAH,882.22
Jun,MORRIS VERMAPORT LTD,Reactive Building Works,AAAplkAAMAACdI0AAH,1461
Jun,MTG Energy Solutions Ltd,Costs From Annual Servicing,AAAplkAAMAACdKOAAA,551.82
Jun,MTG Energy Solutions Ltd,Costs From Annual Servicing,AAAplkAAMAACdKOAAE,673.57
Jun,NATIONAL CRIME AGENCY,Extradition Charges,AAAplkAAMAACdP9AAY,4423.53
