PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT,DESCRIPTION,£ SPEND (EXCLUDING VAT)
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,350
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,350
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,350
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,1850
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,456
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,845
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,280
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,407
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,1005
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,280
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,705
02/01/2024,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,1536
02/01/2024,Crown Promotions & Removal Ltd,INCOME TEAM,HOUSING MANAGEMENT DIVISION - HRA,REMOVAL SERVICES,3640
02/01/2024,Crownsavers HOC Only,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,50000
02/01/2024,DNA Legal,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,257.75
02/01/2024,Eden Care (JA) Ltd,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",6499.98
02/01/2024,Eileen Say Catering Equipment,KITCHEN EQUIMENT FOR UFSM,EDUCATION CATERING,CATERING EQUIPMENT,860
02/01/2024,Eileen Say Catering Equipment,KITCHEN EQUIMENT FOR UFSM,EDUCATION CATERING,CATERING EQUIPMENT,860
02/01/2024,Field Court Chambers,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,720
02/01/2024,Higher Elevation Ltd,AWD EQUIP & ADAPT (PRE JUNE 02),"PACKAGES,PLACEMENTS AND CARERS",BUILDING ALTERATIONS AND MATERIALS,975
02/01/2024,Hilton Abbey Limited,CORPORATE ESTATE MAINTENANCE PROGRAMME 2021-2023 ,CAPITAL,ASSETS UNDER CONSTRUCTION COST,75254.25
02/01/2024,James Building Contractors Ltd,AWD EQUIP & ADAPT (PRE JUNE 02),"PACKAGES,PLACEMENTS AND CARERS",BUILDING ALTERATIONS AND MATERIALS,1521.52
02/01/2024,Local Government Information Unit,CHIEF EXECUTIVE'S OFFICE,CHIEF EXECUTIVE'S OFFICE,MEMBERSHIP FEES,16368
02/01/2024,Redacted,LEWISHAM LEARNING PARTNERSHIP ,LEWISHAM LEARNING NEEDS,PROFESSIONAL SERVICES ,2000
02/01/2024,Metis Consultants Ltd,LOCAL FLOOD GRANT,CLIMATE RESILIENCE TEAM,PRIVATE CONTRACTORS PAYMENT - OTHER,1930.57
02/01/2024,Morson Social Work Solutions Ltd,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,1950
02/01/2024,Opus Energy Ltd,COMMUNAL LIGHTING,HOUSING MANAGEMENT DIVISION - HRA,ELECTRICITY,1445.18
02/01/2024,Opus Energy Ltd,COMMUNAL LIGHTING,HOUSING MANAGEMENT DIVISION - HRA,ELECTRICITY,3487.5
02/01/2024,Pellings,CORPORATE ESTATE MAINTENANCE PROGRAMME 2021-2023 ,CAPITAL,ASSETS UNDER CONSTRUCTION COST,4937.78
02/01/2024,Rape & Sexual Abuse Support Centre,SAFEGUARDING BOARD SUPPORT TEAM,SAFEGUARDING,TRAINING DELIVERY,275
02/01/2024,Riverside Truck Rental Ltd,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,537.5
02/01/2024,Robertson Bell Ltd,FINANCIAL MAMAGEMENT & SUPPORT HRA,FINANCE AND TECHNOLOGY - HRA,AGENCY STAFF,3125
02/01/2024,Redacted,2 YEAR OLD ENTITLEMENT,EARLY YEARS QUALITY & SUFFICIENCY,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,3872.4
02/01/2024,Redacted,3 & 4 YEAR OLD ENTITLEMENT,EARLY YEARS QUALITY & SUFFICIENCY,GRANTS AND CONTRIBUTIONS,2515.8
02/01/2024,Sound Choice Hire Ltd,LT: THEATRE MANAGEMENT,BROADWAY THEATRE GROUP,PROFESSIONAL SERVICES ,275
02/01/2024,St Dunstans College,CATFORD TOWN CENTRE - PHASE 1,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2722.5
02/01/2024,Teachers Pensions,BALANCE SHEET - CORPORATE,BALANCE SHEET,OTHER CREDITORS - PUBLIC CORPORATIONS AND TRADING FUNDS,893134.41
02/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),546
03/01/2024,3663 (BFS Group Ltd ),ALL: PREMISES AND SITE MANAGEMENT,ADULT LEARNING LEWISHAM (ALL),CATERING AND VENDING SUPPLIES,361.69
03/01/2024,3663 (BFS Group Ltd ),ALL: PREMISES AND SITE MANAGEMENT,ADULT LEARNING LEWISHAM (ALL),CATERING AND VENDING SUPPLIES,541.29
03/01/2024,5 Pump Court,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,COUNSEL FEES,900
03/01/2024,Access UK Limited,YOUTH JUSTICE SERVICE,INTEGRATED ADOLESCENT SAFEGUARDING SERVICE,STAFF TRAINING AND DEVELOPMENT,950
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,375.04
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,375.04
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,375.04
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,492.24
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,4493.04
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,4331.05
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,4305.52
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,4305.52
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,4305.52
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,4324.69
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,937.6
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,3981.54
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,3688.89
03/01/2024,Advantage Healthcare Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,4048.92
03/01/2024,Almond Care Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1922.3
03/01/2024,Almond Care Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1922.3
03/01/2024,Almond Care Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1922.3
03/01/2024,Auty Consultancy LTD,CHILDREN'S SERVICES MANAGEMENT,CSC SENIOR MANAGEMENT TEAM,PRIVATE CONTRACTORS PAYMENT - OTHER,9125
03/01/2024,Auty Consultancy LTD,WORKFORCE DEVELOPMENT,"PSW, WORKFORCE DEVELOPMENT & BUSINESS SUPPORT",STAFF TRAINING AND DEVELOPMENT,8875
03/01/2024,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,7200
03/01/2024,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,4824.61
03/01/2024,BUPA Care Homes,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,2142.86
03/01/2024,BUPA Care Homes,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,2142.86
03/01/2024,Barchester Healthcare Homes Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4714.29
03/01/2024,Barchester Healthcare Homes Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4871.43
03/01/2024,Barchester Healthcare Homes Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,3214.29
03/01/2024,Baring Lodge Residential Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2878.57
03/01/2024,Baring Lodge Residential Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2657.14
03/01/2024,Baring Lodge Residential Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2546.43
03/01/2024,Beechcroft Care Home,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,141957.96
03/01/2024,Bevan Brittan LLP,LITIGATION,LAW,PROFESSIONAL SERVICES ,6541.5
03/01/2024,Beverley Martin Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,4104
03/01/2024,Beverley Martin Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,HOME CARE - PRIVATE CONTRACTORS PAYMENT,630
03/01/2024,Beverley Martin Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,HOME CARE - PRIVATE CONTRACTORS PAYMENT,630
03/01/2024,Beverley Martin Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,HOME CARE - PRIVATE CONTRACTORS PAYMENT,288
03/01/2024,Beverley Martin Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,HOME CARE - PRIVATE CONTRACTORS PAYMENT,504
03/01/2024,Beverley Martin Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,HOME CARE - PRIVATE CONTRACTORS PAYMENT,252
03/01/2024,Beverley Martin Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,HOME CARE - PRIVATE CONTRACTORS PAYMENT,667.82
03/01/2024,Birketts LLP,"PROPERTY, PLANNING & ENVIRONMENT",LAW,LEGAL FEES,350
03/01/2024,Birketts LLP,"PROPERTY, PLANNING & ENVIRONMENT",LAW,LEGAL FEES,850
03/01/2024,Birketts LLP,"PROPERTY, PLANNING & ENVIRONMENT",LAW,LEGAL FEES,850
03/01/2024,Birketts LLP,"PROPERTY, PLANNING & ENVIRONMENT",LAW,LEGAL FEES,850
03/01/2024,Birketts LLP,"PROPERTY, PLANNING & ENVIRONMENT",LAW,LEGAL FEES,856
03/01/2024,Birketts LLP,"PROPERTY, PLANNING & ENVIRONMENT",LAW,LEGAL FEES,868
03/01/2024,Birketts LLP,A205 ROAD REALIGNMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2750
03/01/2024,Birketts LLP,BUY BACK LEWISHAM'S EX-COUNCIL HOMES,CAPITAL,ASSETS UNDER CONSTRUCTION COST,849
03/01/2024,British Gas Business,COMMUNAL HEATING,HOUSING MANAGEMENT DIVISION - HRA,ELECTRICITY,1758.82
03/01/2024,British Gas Business,COMMUNAL HEATING,HOUSING MANAGEMENT DIVISION - HRA,ELECTRICITY,1787.54
03/01/2024,British Gas Business,COMMUNAL LIGHTING,HOUSING MANAGEMENT DIVISION - HRA,ELECTRICITY,853.78
03/01/2024,Brownhill Lodge,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,36697
03/01/2024,Brymore Care Homes Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,37438.7
03/01/2024,Building Associates Ltd,ELDERTON ROAD GARAGES (PACK 5) SE26 4EY,CAPITAL,ASSETS UNDER CONSTRUCTION COST,94822.72
03/01/2024,Bunzl BCHS Cleaning and Hygiene Supples,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,CLEANING SERVICES,1627.8
03/01/2024,By Education (Lewisham) Ltd,GROUPED SCHOOLS PFI UNITARY CHARGES,SGM ESTATE COMPLIANCE,PFI AND PPP SCHEMES,739070.87
03/01/2024,CANTERBURY CARE AND SUPPORT LTD,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,29298.18
03/01/2024,Canford Healthcare PLC,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,6000
03/01/2024,Capita Business Services Ltd,SOFTWARE LICENCES AND SUPPORT,IT & DIGITAL SERVICES,ICT MANTENANCE & SUPPORT COSTS,23550.96
03/01/2024,Care for May Ltd (Trading as Caremark Lewisham),ENABLEMENT CARE TEAM,INTERNAL PROVIDER SERVICES,HOME CARE - PRIVATE CONTRACTORS PAYMENT,272.1
03/01/2024,Care for May Ltd (Trading as Caremark Lewisham),PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,2438.52
03/01/2024,Care for May Ltd (Trading as Caremark Lewisham),PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,754.6
03/01/2024,Care for May Ltd (Trading as Caremark Lewisham),MENTAL HEALTH SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,336
03/01/2024,Changing Generations JP Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,14057.14
03/01/2024,Clearway Services Environment UK,PHASE 3 PRE - CONTRACT - RENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2766
03/01/2024,Construction Marine Ltd,BRIDGES,HIGHWAYS AND STREETSCENE,HIGHWAY SERVICES,9198.69
03/01/2024,Fabs Domiciliary Homecare Ltd,ENABLEMENT CARE TEAM,INTERNAL PROVIDER SERVICES,HOME CARE - PRIVATE CONTRACTORS PAYMENT,598.5
03/01/2024,Family Lives,S31 LEWISHAM SIB,HEAD OF SERVICE FOR JOINT COMMISSIONING ,PRIVATE CONTRACTORS PAYMENT - OTHER,15400.5
03/01/2024,Farm Kennels,FUNERALS AND PROTECTION OF PROPERTY,REVENUES AND BENEFITS,PROFESSIONAL SERVICES ,774.9
03/01/2024,Field Court Chambers,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,COUNSEL FEES,755
03/01/2024,Foreshaw Building Services Ltd,FM HARD SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,CYCLICAL/PLANNED MAINTENANCE - BUILDING,19196.41
03/01/2024,Frankham Consultancy Group Ltd,MISC INDUSTRIAL & COMMERCIAL PROPS,SGM CAPITAL PROGRAMME,SURVEYS,1350
03/01/2024,Freight Transport Association,FLEET SERVICES,FLEET SERVICES,VEHICLE LICENSING,5303.3
03/01/2024,Future Men,SFL - PARENTING SUPPORT,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,22500
03/01/2024,Greenhill Care Homes Ltd T/A Ilsham Valley Nursing Home,MENTAL HEALTH SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,2937.76
03/01/2024,HC-One Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,238822.28
03/01/2024,Higher Elevation Ltd,AWD EQUIP & ADAPT (PRE JUNE 02),"PACKAGES,PLACEMENTS AND CARERS",BUILDING ALTERATIONS AND MATERIALS,950
03/01/2024,Homeguard Lock Service Ltd,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,RESPONSIVE REPAIRS - BUILDING,275
03/01/2024,Impact Multi Academy Trust,CWCN: SEN ACADEMIES AND FREE SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,4050
03/01/2024,Itelligence Business Solutions(Uk) Ltd,SOFTWARE LICENCES AND SUPPORT,IT & DIGITAL SERVICES,ICT MANTENANCE & SUPPORT COSTS,1760
03/01/2024,JGP Resourcing Ltd,HR STAFF: SCHOOLS TEAM,SCHOOLS HR BUSINESS,STAFF RECRUITMENT COSTS,1200
03/01/2024,JIRD LIMITED T/A FAMILY CARERS UK,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,ADDITIONAL SUPPORT - PLACEMENT STABILITY,18789.38
03/01/2024,JPK Trade Supplies Ltd,STREET CLEANSING,STREET MANAGEMENT,PRIVATE CONTRACTORS PAYMENT - OTHER,21867
03/01/2024,Redacted,LEVELLING UP FUND,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,CONSULTANCY FEES,312
03/01/2024,Jamma Umoja (Residential Services) Ltd,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,ADDITIONAL SUPPORT - PLACEMENT STABILITY,2250
03/01/2024,Jamma Umoja (Residential Services) Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,5040
03/01/2024,Jennifer's Lodge,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2865.28
03/01/2024,Jennifer's Lodge,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2681.4
03/01/2024,Jennifer's Lodge,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,10422.86
03/01/2024,Jennifer's Lodge,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2865.28
03/01/2024,Jennifer's Lodge,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2681.4
03/01/2024,LDL Contractors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,12660
03/01/2024,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,296.16
03/01/2024,Lewisham & Greenwich NHS Trust,CAMHS PROGRAMME,HEAD OF SERVICE FOR JOINT COMMISSIONING ,PRIVATE CONTRACTORS PAYMENT - OTHER,20183.75
03/01/2024,London Pensions Fund Authority.,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYROLL VOLUNTARY DEDUCTIONS,1283.81
03/01/2024,London Pensions Fund Authority.,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYROLL VOLUNTARY DEDUCTIONS,621.53
03/01/2024,London Pensions Fund Authority.,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYROLL VOLUNTARY DEDUCTIONS,704.99
03/01/2024,London Pensions Fund Authority.,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYROLL VOLUNTARY DEDUCTIONS,297.64
03/01/2024,Redacted,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,4071.43
03/01/2024,Matrix SCM Ltd,BALANCE SHEET - CORPORATE,BALANCE SHEET,HOLDING ACCOUNT,795387.56
03/01/2024,Morden Mount Primary School,CWCN: SEN MAINSTREAM SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,4673
03/01/2024,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,278.81
03/01/2024,Next Day Coffee,CATFORD COMPLEX,FACILITIES MANAGEMENT & CIVIC EVENTS,CATERING AND VENDING SUPPLIES,666.9
03/01/2024,Redacted,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,2513
03/01/2024,Redacted,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,4300
03/01/2024,Redacted,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,1421
03/01/2024,Redacted,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,324
03/01/2024,Redacted,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,2356
