PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT,DESCRIPTION,£ SPEND (EXCLUDING VAT),
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Axia Investments Ltd (Redacted),PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,2056.29,
21/12/2023,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,1702.02,
21/12/2023,BUPA Care Homes,SUPPORT AND MEMORY COGNITION NEIGHBOURHOOD 1 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,269680.56,
21/12/2023,BUPA Care Homes,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,8482.73,
21/12/2023,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4030.04,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1291.98,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1390,
21/12/2023,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,796.08,
21/12/2023,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,278.81,
21/12/2023,Barking Road Limited,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,3256.24,
21/12/2023,Barnardo's,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,PRIVATE CONTRACTORS PAYMENT - OTHER,1300.6,
21/12/2023,Barnardo's,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,PRIVATE CONTRACTORS PAYMENT - OTHER,545.78,
21/12/2023,Barry Stewart & Sons Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1717.91,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Beckmont Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1344.59,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,850,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Bindmans LLP,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,13820,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,900,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,935,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,920,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,British Telecommunications PLC,LH LIFTS ,HOUSING QUALITY AND INVESTMENT - HRA,FACILITIES MANAGEMENT,7115.63,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Browne Jacobson,"CONTRACTS, EDUCATION & EMPLOYMENT",LAW,LEGAL FEES,645.4,
21/12/2023,Browne Jacobson,"CONTRACTS, EDUCATION & EMPLOYMENT",LAW,LEGAL FEES,806.4,
21/12/2023,Browne Jacobson,"CONTRACTS, EDUCATION & EMPLOYMENT",LAW,LEGAL FEES,844.8,
21/12/2023,Browne Jacobson,LITIGATION,LAW,LEGAL FEES,459.4,
21/12/2023,Brownhill Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,5571.42,
21/12/2023,Brownhill Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,5757.14,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,742,
21/12/2023,Busy As Bees Nursery and Pre-School,3 & 4 YEAR OLD ENTITLEMENT,EARLY YEARS QUALITY & SUFFICIENCY,GRANTS AND CONTRIBUTIONS,800,
21/12/2023,C H Management Consultants Ltd,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Redacted,WORKFORCE DEVELOPMENT,"PSW, WORKFORCE DEVELOPMENT & BUSINESS SUPPORT",PRIVATE CONTRACTORS PAYMENT - OTHER,2250,
21/12/2023,Redacted,WORKFORCE DEVELOPMENT,"PSW, WORKFORCE DEVELOPMENT & BUSINESS SUPPORT",PRIVATE CONTRACTORS PAYMENT - OTHER,2250,
21/12/2023,CIA Fire and Security Ltd,SD: LEWISHAM PARKS DEVELOPMENT PROJECT - LTA,LEISURE,PROFESSIONAL SERVICES ,480,
21/12/2023,Calford Seaden (Health and Safety) Limited,ELDERTON ROAD GARAGES (PACK 5) SE26 4EY,CAPITAL,ASSETS UNDER CONSTRUCTION COST,450,
21/12/2023,Calford Seaden (Health and Safety) Limited,WALSHAM HOUSE GARAGES (PACK 5) SE14 5LR,CAPITAL,ASSETS UNDER CONSTRUCTION COST,450,
21/12/2023,Calford Seaden LLP,WALSHAM HOUSE GARAGES (PACK 5) SE14 5LR,CAPITAL,ASSETS UNDER CONSTRUCTION COST,3064.78,
21/12/2023,Calver Ltd,BUSINESS & COMMITTEE,COMMITTEE BUSINESS,PROFESSIONAL SERVICES ,909,
21/12/2023,Canning Town Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,10444.44,
21/12/2023,Capgemini UK Plc,SOFTWARE LICENCES AND SUPPORT,IT & DIGITAL SERVICES,ICT MANTENANCE & SUPPORT COSTS,75000,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Caretech Community Services Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,7218.04,
21/12/2023,Caridon Property Services,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,16074.47,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,1607.73,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,LEASE RENTALS ON PROPERTY,HOUSING MANAGEMENT DIVISION - HRA,RENTS PAYABLE,876.5,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Charities Aid Foundation,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYROLL VOLUNTARY DEDUCTIONS,286.44,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,284.31,
21/12/2023,Chatterton Estate Agents,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,4550.15,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1380,
21/12/2023,City Borough Housing Limited,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,178695.61,
21/12/2023,Civica UK Ltd,SUPPORT & DEVELOPMENT TEAM,CORPORATE CUSTOMER RELATIONS,ICT SOFTWARE,27000,
21/12/2023,Clair Francis Residential Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1771.34,
21/12/2023,Clair Francis Residential Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1714.2,
21/12/2023,Clair Francis Residential Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1771.34,
21/12/2023,Clair Francis Residential Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1714.2,
21/12/2023,Clair Francis Residential Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1771.34,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,418.22,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
21/12/2023,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,755,
21/12/2023,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,798.34,
21/12/2023,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,350,
21/12/2023,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,350,
21/12/2023,Clarke Willmott LLP,HOUSING MAMAGEMENT SERVICES,HOUSING MANAGEMENT DIVISION - HRA,LEGAL FEES,361,
21/12/2023,Clearway Services Environment UK,PHASE 3 PRE - CONTRACT - RENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,704,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Colin Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,4640,
21/12/2023,Colin Ltd,MENTAL HEALTH SUPPORT NEIGHBOURHOOD 1 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,4996.32,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Com-Tech,SEN: EDUC & BEHAVIOURAL DIFFICULTIES OUTREACH (NW SCHOOL),WORKING WITH VULNERABLE CHILDREN,PROFESSIONAL SERVICES ,1120,
21/12/2023,Cool Stone Estates,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,352.53,
21/12/2023,Coopers Residential,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1245.09,
21/12/2023,Cornerstone Barristers,LITIGATION,LAW,LEGAL FEES,3900,
21/12/2023,Corpix Photography Ltd,CIVIC EVENTS,CORP. PROV: GENERAL,EVENTS,295,
21/12/2023,Coyle Personnel Plc,WINTER PRESSURES,ADULT SOCIAL CARE MODERNISATION AND TRANSFORMATION,PRIVATE CONTRACTORS PAYMENT - OTHER,1750,
21/12/2023,Coyle Personnel Plc,WINTER PRESSURES,ADULT SOCIAL CARE MODERNISATION AND TRANSFORMATION,PRIVATE CONTRACTORS PAYMENT - OTHER,700,
21/12/2023,Crownworth Property Services Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,11290.03,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,D & G Lettings Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,19936.65,
21/12/2023,Dabora Conway Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,15344.4,
21/12/2023,Daejan Properties Ltd,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,740,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,557.62,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,700,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1400,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,341.18,
21/12/2023,Diagrama Foundation,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,3925.93,
21/12/2023,Diagrama Foundation,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,4513.5,
21/12/2023,Diagrama Foundation,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,5259.21,
21/12/2023,Diagrama Foundation,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL CARE INCOME,3469.89,
21/12/2023,Dinardo Supports Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2860,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,940,
21/12/2023,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,924.48,
21/12/2023,District Homes,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,49006.29,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,940,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Dourof Carpet Warehouse Ltd,HOME IMPROVEMENT GRANTS & STAYING PUT SCHEME,PRIVATE SECTOR HOUSING,GRANTS AND CONTRIBUTIONS,3259.17,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,930,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,8395.2,
21/12/2023,E-Crystal Limited,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,6749.25,
21/12/2023,East Maintenance Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1628.12,
21/12/2023,Easy Let Housing Ltd,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,3119.57,
21/12/2023,Eaton Green Estate Agents,NO RECOURSE TO PUBLIC FUNDS (NRTPF) - SERVICE DELIVERY,"REFERRAL AND ASSESSMENT, MASH, SAFE SPACE & EDT",RENTS PAYABLE,1346.28,
21/12/2023,Eden Care (JA) Ltd,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,RENTS PAYABLE,22343.33,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,EduSolutions England Ltd,LEWISHAM LEARNING PARTNERSHIP ,LEWISHAM LEARNING NEEDS,PROFESSIONAL SERVICES ,3500,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,960,
21/12/2023,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,506.26,
21/12/2023,Eileen Say Catering Equipment,EMU:CATERING-EQUIPMENT/MAINTENANCE,EDUCATION CATERING,DOMESTIC GOODS,1315,
21/12/2023,Eileen Say Catering Equipment,EMU:CATERING-EQUIPMENT/MAINTENANCE,EDUCATION CATERING,RESPONSIVE REPAIRS - BUILDING,360,
21/12/2023,Eileen Say Catering Equipment,EMU:CATERING-EQUIPMENT/MAINTENANCE,EDUCATION CATERING,RESPONSIVE REPAIRS - BUILDING,445,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,742,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1150,
21/12/2023,Redacted,SEN: EDUC & BEHAVIOURAL DIFFICULTIES OUTREACH (NW SCHOOL),WORKING WITH VULNERABLE CHILDREN,PROFESSIONAL SERVICES ,975,
21/12/2023,Redacted,SEN: EDUC & BEHAVIOURAL DIFFICULTIES OUTREACH (NW SCHOOL),WORKING WITH VULNERABLE CHILDREN,PROFESSIONAL SERVICES ,700,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Elliot Leigh Property Management,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,49409.12,
21/12/2023,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,278.81,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Empire Investments,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,23343.04,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,English Oak Tree Services Ltd,TREES-MAINTENANCE-CORE,GREEN SCENE,GROUNDS MAINTENANCE,4768,
21/12/2023,English Oak Tree Services Ltd,TREES-MAINTENANCE-CORE,GREEN SCENE,GROUNDS MAINTENANCE,14940.25,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,320.84,
21/12/2023,Eternal Care UK Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,888.28,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,730,
21/12/2023,Redacted,HOLIDAY ACTIVITY AND FOOD PROGRAMME,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,1600,
21/12/2023,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
21/12/2023,FM Conway Ltd,TRANSPORT PROJECTS - CPZ PROGRAMME,CAPITAL,ASSETS UNDER CONSTRUCTION COST,267834.34,
21/12/2023,FM Conway Ltd,TRANSPORT PROJECTS - FOOTWAY WORKS BVR 2004/07,CAPITAL,ASSETS UNDER CONSTRUCTION COST,23602.33,
21/12/2023,FM Conway Ltd,PARKS - BECKENHAM PLACE PARK,GREEN SCENE,HIGHWAY SERVICES,629.74,
