PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT,DESCRIPTION,£ SPEND (EXCLUDING VAT)
01/08/2023,Cablesheer Asbestos Ltd,LH HOSTELS H & S ,HRA HOUSING MANAGEMENT DIVISION,HEALTH AND SAFETY WORKS,1028
01/08/2023,Cablesheer Asbestos Ltd,LH HOSTELS H & S ,HRA HOUSING MANAGEMENT DIVISION,HEALTH AND SAFETY WORKS,332
01/08/2023,Cablesheer Asbestos Ltd,LH HOSTELS H & S ,HRA HOUSING MANAGEMENT DIVISION,HEALTH AND SAFETY WORKS,916.8
01/08/2023,Cablesheer Asbestos Ltd,LH HOSTELS H & S ,HRA HOUSING MANAGEMENT DIVISION,HEALTH AND SAFETY WORKS,352.8
01/08/2023,Calibration Engineering Services Ltd,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,1880
01/08/2023,Redacted,CLA-CARE (Excludes placement costs),CORPORATE PARENTING,ENHANCED SUPPORT PLACEMENT PACKAGE,1407
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,612
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,2 YEAR OLD ENTITLEMENT,EARLY YEARS QUALITY & SUFFICIENCY,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,4474.8
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Chance Supporting Young People,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,11044.44
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),541
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),708.2
01/08/2023,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),410.6
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),549.08
01/08/2023,Clarke Willmott Solicitors,LH DISREPAIRS COSTS,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,1000
01/08/2023,Clarke Willmott Solicitors,LH DISREPAIRS COSTS,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,9000
01/08/2023,Clarke Willmott Solicitors,LH DISREPAIRS COSTS,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,5250
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),418.68
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,541
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),824.2
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),541
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,306
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,541
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1082
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,306
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,612
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1299.87
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),541
01/08/2023,Enigma CCTV LTD,SAFER COMMUNITIES - CCTV SERVICE - GF,SAFER COMMUNITIES,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",16421.17
01/08/2023,Entech Ltd,LH LIFTS ,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,3995
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),541
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,612
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),306
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),821.2
01/08/2023,FG Marshall Ltd,LEWISHAM CREMATORIUM,BEREAVEMENT SERVICES,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",472.81
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1775.8
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,306
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),541
01/08/2023,Field Court Chambers,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,800
01/08/2023,Financial Data Management PLC,ELECTORAL REGISTRATION OFFICER,ELECTORAL SERVICES,ELECTION SERVICES,521.08
01/08/2023,First Port Bespoke Property Services Limited,MISC INDUSTRIAL & COMMERCIAL PROPS,SGM CAPITAL PROGRAMME,SERVICE CHARGES,929.46
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),821.2
01/08/2023,Frances Taylor Foundation,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL CARE INCOME,4052.01
01/08/2023,Frances Taylor Foundation,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL CARE INCOME,3921.3
01/08/2023,Frances Taylor Foundation,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL CARE INCOME,4052.01
01/08/2023,Future Supported Service Ltd,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,2063.71
01/08/2023,GCH (Kent Ltd),PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,3260
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),368.2
01/08/2023,Gerald Eve LLP,PLANNING DEVELOPMENT CONTROL,PLANNING,CONSULTANCY FEES,6650
01/08/2023,Glazer Delmar Solicitors,LH DISREPAIRS COSTS,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,2000
01/08/2023,Glazer Delmar Solicitors,LH DISREPAIRS COSTS,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,11700
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),410.6
01/08/2023,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),821.2
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,286.52
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1082
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),306
01/08/2023,Redacted t/a Redacted,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,6535.72
01/08/2023,Redacted t/a Redacted,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,3321.43
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,306
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,James Building Contractors Ltd,AWD EQUIP & ADAPT (PRE JUNE 02),"PACKAGES,PLACEMENTS AND CARERS",BUILDING ALTERATIONS AND MATERIALS,1317.68
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),368.2
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),410.6
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,306
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),368.2
01/08/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,462
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),410.6
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),9271.72
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Lathams Recycling Centre Ltd,ESTATES ENVIRONMENT RECHARGE TO HRA,HRA HOUSING MANAGEMENT DIVISION,WASTE DISPOSAL,5762.4
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,306
01/08/2023,Lewisham & Greenwich NHS Trust,LEWISHAM COMMUNITY THERAPY SERVICE,JOINT HEALTH & SOCIAL CARE SERVICES MANAGER THERAPIES,PAYMENT TO HEALTH AUTHORITIES,4101.5
01/08/2023,Lewisham Homes Ltd,LEWISHAM HOMES MANAGEMENT FEE,HRA HOUSING MANAGEMENT DIVISION,PRIVATE CONTRACTORS PAYMENT - OTHER,26695448
01/08/2023,Lewisham Homes Ltd,FEEDER CONTROL - GENERAL,BALANCE SHEET,HOLDING ACCOUNT,17100000
01/08/2023,Lewisham Plus Credit Union,HOLIDAY ACTIVITY AND FOOD PROGRAMME,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,1300
01/08/2023,Lift & engineering Services Ltd,LH LIFTS ,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,24001.41
01/08/2023,Lift & engineering Services Ltd,LH LIFTS ,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,2050
01/08/2023,Lift & engineering Services Ltd,LH LIFTS ,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,2850
01/08/2023,Redacted,FAMILY SUPPORT & SAFEGUARDING SERVICE MANAGEMENT,FAMILY SOCIAL WORK SERVICE,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1005.08
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),368.2
01/08/2023,London Borough of Brent,SHARED SERVICE,IT & DIGITAL SERVICES,ICT MANTENANCE & SUPPORT COSTS,606576
01/08/2023,London Residential Health Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4340.04
01/08/2023,London Residential Health Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4200.04
01/08/2023,London Residential Health Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4340.04
01/08/2023,London Residential Health Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4200.04
01/08/2023,London Residential Health Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4340.04
01/08/2023,Lorven Housing Ltd,MENTAL HEALTH SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2700
01/08/2023,Lorven Housing Ltd,MENTAL HEALTH SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2700
01/08/2023,Lorven Housing Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2562.52
01/08/2023,Lorven Housing Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2562.52
01/08/2023,Lorven Housing Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,3542.86
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),997
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),368.2
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),541
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),2053.89
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),535
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1453
01/08/2023,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,541
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),368.2
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),368.2
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),2788.13
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1663.14
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,296
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),410.6
01/08/2023,Redacted,CWCN DIRECT PAYMENTS (SHORT BREAKS),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,1342.7
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),967.1
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1082
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,306
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),410.6
01/08/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,306
01/08/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),368.2
