PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT,DESCRIPTION,£ SPEND (EXCLUDING VAT)
02/05/2023,Almond Care Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1922.3
02/05/2023,Almond Care Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1922.3
02/05/2023,Almond Care Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1922.3
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,471.42
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,4650
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2657.01
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2767.99
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2767.99
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,9949.8
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,864.27
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2132.1
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2571.3
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2678.7
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2678.7
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,5100
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2325
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2325
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2100
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2558.52
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2203.17
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2325
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,7750
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2657.01
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2767.99
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,10536.66
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,4227.93
02/05/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,10606.95
02/05/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,288.4
02/05/2023,Apex Housing Solutions Ltd,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,28067.4
02/05/2023,Apex Housing Solutions Ltd,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,20315
02/05/2023,Aston Pearl Limited,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,45403.53
02/05/2023,Aurora Nexus,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1046.4
02/05/2023,Aurora Nexus,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1046.4
02/05/2023,Aurora Nexus,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1046.4
02/05/2023,Aurora Nexus,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1046.4
02/05/2023,Aurora Nexus,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1046.4
02/05/2023,Aurora Nexus,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1046.4
02/05/2023,Aurora Nexus,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1046.4
02/05/2023,Aurora Nexus,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,1046.4
02/05/2023,Birketts LLP,"PROPERTY, PLANNING & ENVIRONMENT",LAW,LEGAL FEES,2082
02/05/2023,Blossom Years Nursery and Preschool,CWCN: SEN MAINSTREAM SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,2025
02/05/2023,Bright Heart Education Ltd,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,9370.57
02/05/2023,BSW Heating Limited,CAPITALISED REPAIRS,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2799
02/05/2023,BSW Heating Limited,LH GAS & BOILER WORKS,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,357.43
02/05/2023,BSW Heating Limited,LH GAS & BOILER WORKS,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,616
02/05/2023,Bubbly Nursery,CWCN: SEN MAINSTREAM SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,2025
02/05/2023,Bunzl BCHS Cleaning and Hygiene Supples,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,CLEANING SERVICES,2851.22
02/05/2023,Bunzl BCHS Cleaning and Hygiene Supples,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,CLEANING SERVICES,2832.16
02/05/2023,Bunzl BCHS Cleaning and Hygiene Supples,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,CLEANING SERVICES,1892
02/05/2023,Bunzl BCHS Cleaning and Hygiene Supples,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,CLEANING SERVICES,1289.8
02/05/2023,Bunzl BCHS Cleaning and Hygiene Supples,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,CLEANING SERVICES,427.97
02/05/2023,Bunzl BCHS Cleaning and Hygiene Supples,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,CLEANING SERVICES,1608.7
02/05/2023,Bunzl BCHS Cleaning and Hygiene Supples,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,CLEANING SERVICES,1216.23
02/05/2023,Care for May Ltd (Trading as Caremark Lewisham),PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,427.7
02/05/2023,Careoline Carers Services Ltd,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,837.5
02/05/2023,Careoline Carers Services Ltd,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,837.5
02/05/2023,Careoline Carers Services Ltd,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,438
02/05/2023,Channels and Choices,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,4596.38
02/05/2023,Cornerstone Barristers,HOUSING OPTIONS G FUND,HOUSING NEEDS,LEGAL FEES,1500
02/05/2023,Craegmoor Healthcare,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,10533.56
02/05/2023,Crown Promotions & Removal Ltd,HOSTELS: GENERAL,HRA - HOUSING NEEDS,REMOVAL SERVICES,5763.86
02/05/2023,Crown Promotions & Removal Ltd,HOSTELS: GENERAL,HRA - HOUSING NEEDS,ARCHIVING AND STORAGE,22289.17
02/05/2023,Cycle Confident Ltd,LCN CHILD/PARENT/CARER CYCLE TRAINING,HIGHWAYS AND STREETSCENE,STREET & TRAFFIC MGT - OTHER,4779
02/05/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,480
02/05/2023,E-Crystal Limited,PRIVATELY MANAGED ACCOMODATION,PRIVATE SECTOR HOUSING,RENTS PAYABLE,1491.44
02/05/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,"EDUCATION, EMPLOYMENT & TRAINING",637.47
02/05/2023,Gideon Supported Housing Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,10895.14
02/05/2023,Hollybank Trust,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,11602.8
02/05/2023,HSS Hire Service Group Ltd,BECKENHAM PLACE PARK - EASTERN PARK,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,1979.54
02/05/2023,IDOX Software Ltd,BUILDING CONTROL,SGM CAPITAL PROGRAMME,ICT MANTENANCE & SUPPORT COSTS,14313
02/05/2023,Integrated Service Programme,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,14946.04
02/05/2023,James Building Contractors Ltd,AWD EQUIP & ADAPT (PRE JUNE 02),"PACKAGES,PLACEMENTS AND CARERS",BUILDING ALTERATIONS AND MATERIALS,1700.32
02/05/2023,JDS Recruitment Limited,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,500
02/05/2023,JDS Recruitment Limited,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,1150
02/05/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,840
02/05/2023,Linden Lodge School,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,11271
02/05/2023,Linden Lodge School,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,11936
02/05/2023,Little Acorns,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,3378.9
02/05/2023,Little Elms Daycare Nurseries Limited,CWCN: SEN MAINSTREAM SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,4050
02/05/2023,London Borough of Wandsworth,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,8319.19
02/05/2023,London South East Academies Trust,CWCN: SEN ACADEMIES AND FREE SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,16046.66
02/05/2023,Redacted,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,333
02/05/2023,Manor House Day Care Ltd,CWCN: SEN MAINSTREAM SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,1972.81
02/05/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,420
02/05/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,YOUNG PERSON SAVINGS,352.86
02/05/2023,Nelbro Group T/A Nelbro Care,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,9896.36
02/05/2023,Nelbro Group T/A Nelbro Care,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,9866.1
02/05/2023,Nelbro Group T/A Nelbro Care,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,8490
02/05/2023,Nelbro Group T/A Nelbro Care,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,7233.6
02/05/2023,Nelbro Group T/A Nelbro Care,MENTAL HEALTH SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,12053.7
02/05/2023,Nelbro Group T/A Nelbro Care,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,5563.8
02/05/2023,Redacted,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,450
02/05/2023,North Kent College (NKC),CWCN: SEN COLLEGES,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,978.27
02/05/2023,North Kent College (NKC),CWCN: SEN COLLEGES,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,978.26
02/05/2023,O2 (UK) Ltd,LH M & E WORKS,HRA HOUSING MANAGEMENT DIVISION,RESPONSIVE REPAIRS - BUILDING,1417.75
02/05/2023,One Health Lewisham,VACCINE HESITANCY FUND,VACCINE HESITANCY FUND,HEALTHCARE SERVICES - GENERAL,39600
02/05/2023,Oyster Partnership,ENVIRONMENTAL HEALTH-FOOD AND SAFETY (NEW),ENVIRONMENTAL HEALTH & TRADING STANDARDS,ENVIRONMENTAL SERVICES - OTHER,1782
02/05/2023,Oyster Partnership,ENVIRONMENTAL HEALTH-FOOD AND SAFETY (NEW),ENVIRONMENTAL HEALTH & TRADING STANDARDS,ENVIRONMENTAL SERVICES - OTHER,972
02/05/2023,Parallel Learning Trust,CWCN: SEN ACADEMIES AND FREE SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,4183.64
02/05/2023,Parallel Learning Trust,CWCN: SEN ACADEMIES AND FREE SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,7464.99
02/05/2023,Parkwood Hall Co-Operative Academy,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,9566.67
02/05/2023,Parkwood Hall Co-Operative Academy,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,16600
02/05/2023,Parkwood Hall Co-Operative Academy,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,9566.67
02/05/2023,Parkwood Hall Co-Operative Academy,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,9566.67
02/05/2023,Parkwood Hall Co-Operative Academy,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,9566.67
02/05/2023,Parkwood Hall Co-Operative Academy,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,28500
02/05/2023,Parkwood Hall Co-Operative Academy,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,9566.67
02/05/2023,Parkwood Hall Co-Operative Academy,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,9566.67
02/05/2023,Parkwood Hall Co-Operative Academy,CWCN: SEN SPECIAL SCHOOLS AND PRUS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,16600
02/05/2023,PeopleScout Limited,RECHARGEABLE WORKS: TRANSPORT,HIGHWAYS AND STREETSCENE,PRIVATE CONTRACTORS PAYMENT - OTHER,289.42
02/05/2023,PeopleScout Limited,RECHARGEABLE WORKS: TRANSPORT,HIGHWAYS AND STREETSCENE,PRIVATE CONTRACTORS PAYMENT - OTHER,289.42
02/05/2023,PeopleScout Limited,RECHARGEABLE WORKS: TRANSPORT,HIGHWAYS AND STREETSCENE,PRIVATE CONTRACTORS PAYMENT - OTHER,252.36
02/05/2023,PeopleScout Limited,RECHARGEABLE WORKS: TRANSPORT,HIGHWAYS AND STREETSCENE,PRIVATE CONTRACTORS PAYMENT - OTHER,252.36
02/05/2023,PeopleScout Limited,RECHARGEABLE WORKS: TRANSPORT,HIGHWAYS AND STREETSCENE,PRIVATE CONTRACTORS PAYMENT - OTHER,252.36
02/05/2023,PhoenixPlace,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,14950
02/05/2023,PhoenixPlace,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,14950
02/05/2023,PhoenixPlace,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,15330
02/05/2023,Pitney Bowes Ltd,FM SOFT SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,OFFICE STATIONERY,-2572.69
02/05/2023,Pitney Bowes Ltd,FM SOFT SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,OFFICE STATIONERY,15980.64
02/05/2023,Plus,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,85407.24
02/05/2023,Potclays Ltd,"ALL: ARTS, POTTERY AND PERFORMANCE",ADULT LEARNING LEWISHAM (ALL),"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",1254.18
02/05/2023,Potterycrafts Ltd,"ALL: ARTS, POTTERY AND PERFORMANCE",ADULT LEARNING LEWISHAM (ALL),"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",561.19
02/05/2023,Project Centre,S106 REVENUE EXPENDITURE,HIGHWAYS AND STREETSCENE,STREET & TRAFFIC MGT - OTHER,15014
02/05/2023,Prospero Group Limited,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,468
02/05/2023,Remedy Recruitment Group,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,727.5
