Organisation Name,Organisation Code,Organisational Structure Tier 1(T),Cost Centre(T),Cost Centre,Supplier ID(T),Supplier ID,Pay Date,Trans Number,Net Amount,Account(T),Account,Proclass Level 1,Proclass Level 1 - code,Proclass Level 2,Proclass Level 2 - code,Proclass Level 3,Proclass Level 3 - code
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester Adult Community Social Care Team,R202102,JSH Care Services Limited t/a Blueberry Care,12535124,45194,129000467573,3306.24,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Domiciliary Care,P2188,Domiciliary Care,P3280
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Pr Rds,R300308,Colas Limited (Interface Only),12533912,45194,129000464181,3187.17,Traffic Sig Maint,R5724,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Culture & Leisure,C300008,Haltec (Chester) Ltd,12516243,45194,12300198674,3130,"Conversion, Renovation & Improvement",C1101,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Rainbow Behavioural Therapies,12534931,45194,12300198076,3074.59,Services - Professional Fees,R4400,Social Community Care Supplies & Services - Children,P1025,Early Intervention Health Services,P2201,Advice & Counselling,P3319
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Colas Limited (Interface Only),12533912,45194,129000464573,2906.77,General Maintenance,R5715,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000463952,2775.83,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Northgate Market Chester,R309256,IKO Northgate Limited,12533409,45194,12300198945,2565,Contract Cleaning,R2700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464176,2545.04,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Colas Limited (Interface Only),12533912,45194,129000464456,2541.28,Road Markings + Signs,R5718,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Pr Rds,R300308,Colas Limited (Interface Only),12533912,45194,129000464522,2424.02,Traffic Sig Maint,R5724,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Alcedo Orange Ltd t/a Alcedo Care Chester,12530507,45194,12300198070,2368.92,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Recharge - SL/TS,R300331,Colas Limited (Interface Only),12533912,45194,129000464673,2283.46,Projects - Rechargeables Works inc 8%,R5703,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Pr Rds,R300308,Colas Limited (Interface Only),12533912,45194,129000464148,2238.09,Traffic Sig Maint,R5724,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Recharge - SL/TS,R300331,Colas Limited (Interface Only),12533912,45194,129000463888,2142.17,Projects - Rechargeables Works inc 8%,R5703,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Pr Rds,R300308,Colas Limited (Interface Only),12533912,45194,129000464523,2050.09,Traffic Sig Maint,R5724,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,Beresford Adams Commercial Limited,12501212,45194,12300198942,2000,Acquisition of Buildings,C1001,Consultancy,P1006,Property,P2051,Property,P3073
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Bright and Wonderful Care Limited,12534383,45194,12300198073,1960,Services - Professional Fees,R4400,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464407,1478.2,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Northgate Market Chester,R309256,Springboard Research Ltd,12500950,45194,12300198715,1380,Subscriptions,R4701,Facilities & Management Services,P1010,Market Research,P2087,Market Research,P3133
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Pr Rds,R300308,Colas Limited (Interface Only),12533912,45194,129000464417,1335.51,Traffic Sig Maint,R5724,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Pr Rds,R300308,Colas Limited (Interface Only),12533912,45194,129000464269,1256.37,Traffic Sig Maint,R5724,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Childrens,C200003,Eton Environmental Group Ltd,12532751,45194,12300198760,1250,External Professional Fees,C6002,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Surveys,P3396
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464659,1245.84,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,AEB - Adult Education,R307119,Thomas Truck Training Ltd,12506071,45194,12300198855,1222,TPP - Private Contractors,R5700,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464024,1220.98,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Love Nursing Ltd,12534094,45194,12300198074,1200,Services - Professional Fees,R4400,Healthcare,P1014,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Transport Manager,R305500,Genius Group Limited,12534495,45194,12300198949,1160.25,Staff Advertising Costs,R1700,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Rapid Reablement,R202212,Harvey Supplies Limited,12530896,45194,12300198779,1110.6,Clothing / Uniforms,R4201,Clothing,P1005,Protective,P2045,Protective,P3058
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464620,1025.23,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464086,999.12,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464426,977.47,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Mersey Forest General,R308800,Friends Of Anderton & Marbury Parks,12513201,45194,12300198935,975,Service Charges,R2205,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Colas Limited (Interface Only),12533912,45194,129000463976,912.33,Hedge + Tree,R5716,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Colas Limited (Interface Only),12533912,45194,129000464298,842.32,General Maintenance,R5715,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM St/Light Non/Pr Rds,R300307,Colas Limited (Interface Only),12533912,45194,129000464788,809.1,Road Lighting + Signs,R5722,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464403,795.3,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464605,782.78,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464955,779.08,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Public Library Operations,R301036,Creepy Crawley Roadshow,12535058,45194,12300198784,750,Public/Civic Functions,R4603,Education,P1008,Library Services,P2062,Library Services,P3084
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Colas Limited (Interface Only),12533912,45194,129000464200,718.38,General Maintenance,R5715,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Colas Limited (Interface Only),12533912,45194,129000464418,685.03,Hedge + Tree,R5716,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464562,681.19,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464725,681.19,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Recharge - SL/TS,R300331,Colas Limited (Interface Only),12533912,45194,129000465004,670.2,Projects - Rechargeables Works inc 8%,R5703,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464380,653.94,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Chester City Charter Trustees,R402083,PKF Littlejohn LLP,12516728,45194,12300198911,630,Services - Fees and Charges,R4401,Financial Services,P1011,Audit,P2100,Audit,P3150
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464171,619.89,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464563,613.08,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464666,606.57,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464046,571.22,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Colas Limited (Interface Only),12533912,45194,129000464070,563.2,General Maintenance,R5715,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464490,563.2,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Colas Limited (Interface Only),12533912,45194,129000464164,560,Gulley Emptying,R5711,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464536,558.16,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464217,540.53,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464674,533.32,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464664,530.76,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Recharge - SL/TS,R300331,Colas Limited (Interface Only),12533912,45194,129000464789,528.61,Projects - Rechargeables Works inc 8%,R5703,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Alcedo Orange Ltd t/a Alcedo Care Chester,12530507,45194,12300197529,526.4,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464812,511.61,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464206,508.63,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464480,507.45,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464141,505.48,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464142,505.48,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464660,505.48,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464663,505.48,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464665,505.48,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Colas Limited (Interface Only),12533912,45194,129000464669,505.48,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM HQ Non Pr Rds,R300306,Colas Limited (Interface Only),12533912,45194,12300197278,-45866.48,TMC Bus Discount,R5744,Street & Traffic Management,P1028,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Northgate Market Chester,R309256,IKO Northgate Limited,12533409,45195,12300198943,37581.85,Contract Cleaning,R2700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,New Horizons Stockport Ltd,12513759,45195,129000467660,30211.67,TPP - Private Contractors,R5700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Bluestones Medical Complex Care Limited,12530684,45195,129000467752,27922.89,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Options,R306005,Lloyds Of Chester,12500428,45195,12300199181,21060,Accommodation Costs,R4900,Social Community Care Supplies & Services - Adult,P1024,Homeless Support,P2190,Homeless Support,P3283
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Bluestones Medical Complex Care Limited,12530684,45195,129000467750,20518.12,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Cambian Childcare Limited,12504297,45195,129000467644,20150,TPP - Private Contractors,R5700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Options,R306005,Lloyds Of Chester,12500428,45195,12300199182,18792,Accommodation Costs,R4900,Social Community Care Supplies & Services - Adult,P1024,Homeless Support,P2190,Homeless Support,P3283
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Indep Non-Maint Spec Sch,R161069,Carrington Riding Centre,12534707,45195,12300199087,18333.34,Services - Fees and Charges,R4401,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Bluestones Medical Complex Care Limited,12530684,45195,129000467751,17791.98,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Cambian Childcare Limited,12504297,45195,129000467643,17614.29,TPP - Private Contractors,R5700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Admin,R162100,Aintree Coachline,12503747,45195,12300199118,17331.6,Public Transport,R3300,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Horizon Care & Education Group Limited,12506207,45195,129000467653,16480.219999999998,TPP - Private Contractors,R5700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Good Foundations Ltd,12502715,45195,129000467614,15652.61,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Community Based Services,P2199,Childcare Services,P3302
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Good Foundations Ltd,12502715,45195,129000467613,15417.85,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Community Based Services,P2199,Childcare Services,P3302
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Horizon Care & Education Group Limited,12506207,45195,129000467654,15278.66,TPP - Private Contractors,R5700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Aiming High Short Breaks,R201107,Endorphins Group,12531438,45195,12300199054,15273.85,Services - Fees and Charges,R4401,Social Community Care Supplies & Services - Children,P1025,Respite,P2194,Short break,P3290
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Good Foundations Ltd,12502715,45195,129000467611,14797.27,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Community Based Services,P2199,Childcare Services,P3302
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Good Foundations Ltd,12502715,45195,129000467617,14797.27,TPP - Private Contractors,R5700,Social Community Care Supplies & Services - Children,P1025,Community Based Services,P2199,Childcare Services,P3302
