Cost Centre,Supplier,Date,Account,Amount
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,11/10/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,18/10/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,23360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,08/11/2023,Vehicles - Road,22360.63
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,22/11/2023,Vehicles - Road,18196.38
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,13/12/2023,Vehicles - Road,15008.00
Annual Vehicle Replacement,MOTUS GROUP (UK) LTD,20/12/2023,Vehicles - Road,15008.00
Annual Vehicle Replacement,VANS NORTHWEST LTD,20/12/2023,Vehicles - Road,25247.17
ANPR,EE LTD (AIRTIME),11/10/2023,Mobile Phone Call Charges & Contract Cost,6442.54
ANPR,EE LTD (AIRTIME),01/11/2023,Mobile Phone Call Charges & Contract Cost,1898.54
ANPR,EE LTD (AIRTIME),29/11/2023,Mobile Phone Call Charges & Contract Cost,4170.54
ANPR,EE LTD (AIRTIME),20/12/2023,Mobile Phone Call Charges & Contract Cost,4170.54
ANPR,AGIITO LTD,01/11/2023,Public Transport & Parking,107.30
ANPR Infrastructure Development,QRO SOLUTIONS LTD,11/10/2023,Non IT Equipment,3945.00
ANPR Infrastructure Development,QRO SOLUTIONS LTD,11/10/2023,Non IT Equipment,3945.00
ANPR Infrastructure Development,QRO SOLUTIONS LTD,11/10/2023,Non IT Equipment,3945.00
ANPR Infrastructure Development,QRO SOLUTIONS LTD,11/10/2023,Non IT Equipment,3945.00
ANPR Infrastructure Development,QRO SOLUTIONS LTD,11/10/2023,Non IT Equipment,3945.00
Area Investigations Team East,SPECIALIST COMPUTER CENTRES PLC,20/12/2023,Hardware - purchase,617.45
Area Investigations Team West,AGIITO LTD,22/11/2023,Hotel Accommodation,288.97
Area Investigations Team West,AGIITO LTD,01/11/2023,Public Transport & Parking,90.90
Area Investigations Team West,AGIITO LTD,29/11/2023,Public Transport & Parking,90.90
BSF System Replacement,ADECCO UK LTD,29/11/2023,Capitalised Salaries,625.20
BSF System Replacement,ADECCO UK LTD,29/11/2023,Capitalised Salaries,586.13
BSF System Replacement,ADECCO UK LTD,20/12/2023,Capitalised Salaries,586.13
BSF System Replacement,ADECCO UK LTD,20/12/2023,Capitalised Salaries,586.12
BSF System Replacement,ADECCO UK LTD,20/12/2023,Capitalised Salaries,351.68
BSF System Replacement,G7 BUSINESS SOLUTIONS LTD,29/11/2023,Data - Consultancy - Implementation,1964.55
BSF System Replacement,G7 BUSINESS SOLUTIONS LTD,20/12/2023,Data - Consultancy - Implementation,2100.00
BSF System Replacement,SPECIALIST COMPUTER CENTRES PLC,20/12/2023,Intangibles Cost Account,1649.26
BSF System Replacement,UNIT4 BUSINESS SOFTWARE LTD,13/12/2023,Intangibles Cost Account,28350.00
BSF System Replacement,UNIT4 BUSINESS SOFTWARE LTD,13/12/2023,Intangibles Cost Account,34650.00
BSF System Replacement,UNIT4 BUSINESS SOFTWARE LTD,13/12/2023,Intangibles Cost Account,882.00
BSF System Replacement,UNIT4 BUSINESS SOFTWARE LTD,13/12/2023,Intangibles Cost Account,3060.00
BSF System Replacement,UNIT4 BUSINESS SOFTWARE LTD,13/12/2023,Intangibles Cost Account,34580.00
BSF System Replacement,UNIT4 BUSINESS SOFTWARE LTD,13/12/2023,Intangibles Cost Account,81900.00
BSF System Replacement,UNIT4 BUSINESS SOFTWARE LTD,13/12/2023,Intangibles Cost Account,42000.00
BSF System Replacement,UNIT4 BUSINESS SOFTWARE LTD,20/12/2023,Intangibles Cost Account,76849.00
Central Contingency,ZURICH INSURANCE PLC,29/11/2023,Insurance Fidelity Guarantee,16108.04
CENTRALISED,HEATING CONTROLS IRIS DESIGN SOLUTIONS LTD,25/10/2023,Fees - Other,1103.00
Cheshire Road Safety Group -,GL FRANCO-POSTALIA LTD (EZ LEASE),20/12/2023,Hire of Equipment,1044.34
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,11/10/2023,Postage Costs,1710.07
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,11/10/2023,Postage Costs,1893.61
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,18/10/2023,Postage Costs,1610.99
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,25/10/2023,Postage Costs,1902.10
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,01/11/2023,Postage Costs,1965.25
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,08/11/2023,Postage Costs,2304.55
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,08/11/2023,Postage Costs,1948.36
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,22/11/2023,Postage Costs,1888.06
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,29/11/2023,Postage Costs,1959.38
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,06/12/2023,Postage Costs,1681.04
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,13/12/2023,Postage Costs,1802.22
Cheshire Road Safety Group -,GL ROYAL MAIL GROUP LTD,20/12/2023,Postage Costs,1691.32
Cheshire Road Safety Group -,GL EXPERIAN LTD,25/10/2023,Professional Fees,615.90
Cheshire Road Safety Group -,GL EXPERIAN LTD,29/11/2023,Professional Fees,615.90
Cheshire Road Safety Group -,GL CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD,25/10/2023,Software Licences,3319.26
Cheshire Road Safety Group -,GL CUBIC TRANSPORTATION SYSTEMS (ITMS) LTD,22/11/2023,Software Licences,3199.58
Chester Command,BLUE SKY EVENT SERVICES LTD,06/12/2023,Professional Fees/Subscriptions (Employee Related),650.00
Chester Command,AGIITO LTD,29/11/2023,Public Transport & Parking,322.00
Chester,LPU Neighbourhood INQUEST CANINE DETECTION & SECURITY LTD,15/11/2023,Professional Fees,1160.00
Chester,LPU Neighbourhood INQUEST CANINE DETECTION & SECURITY LTD,15/11/2023,Professional Fees,580.00
Chester,LPU Neighbourhood INQUEST CANINE DETECTION & SECURITY LTD,15/11/2023,Professional Fees,1160.00
CID Proactive & Crime Hub East,AGIITO LTD,20/12/2023,Hotel Accommodation,438.06
CID Reactive East,AGIITO LTD,18/10/2023,Hotel Accommodation,213.82
CID Reactive East,AGIITO LTD,29/11/2023,Public Transport & Parking,10.00
CID Reactive North,STREAMLINED FORENSIC REPORTING LTD,20/12/2023,Witness Expenses,2790.00
CID Reactive West,AGIITO LTD,20/12/2023,Hotel Accommodation,250.21
CID Reactive West,AGIITO LTD,01/11/2023,Public Transport & Parking,322.00
CID Reactive West - cs,SIGMA SECURITY DEVICES LTD,20/12/2023,Carriage,20.00
CID Reactive West - cs,SIGMA SECURITY DEVICES LTD,20/12/2023,Training Materials,840.00
Citizens in Policing,THE NORTH OF ENGLAND ZOOLOGICAL SOCIETY,13/12/2023,Conference & Seminar Fees,1433.33
Cleaning Services,ADECCO UK LTD,29/11/2023,Agency / Temp Staff,353.25
Cleaning Services,ADECCO UK LTD,29/11/2023,Agency / Temp Staff,282.60
Cleaning Services,ADECCO UK LTD,13/12/2023,Agency / Temp Staff,282.60
Cleaning Services,ADECCO UK LTD,20/12/2023,Agency / Temp Staff,282.60
Cleaning Services,ADECCO UK LTD,20/12/2023,Agency / Temp Staff,573.05
Cleaning Services,ADECCO UK LTD,20/12/2023,Agency / Temp Staff,321.85
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,11/10/2023,Cleaning Equipment,1149.45
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,11/10/2023,Cleaning Equipment,741.95
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,18/10/2023,Cleaning Equipment,1094.20
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,18/10/2023,Cleaning Equipment,543.15
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,18/10/2023,Cleaning Equipment,999.15
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,18/10/2023,Cleaning Equipment,808.00
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,25/10/2023,Cleaning Equipment,807.00
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,01/11/2023,Cleaning Equipment,1050.35
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,22/11/2023,Cleaning Equipment,573.15
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,22/11/2023,Cleaning Equipment,595.10
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,22/11/2023,Cleaning Equipment,574.65
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,06/12/2023,Cleaning Equipment,1013.50
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,06/12/2023,Cleaning Equipment,858.65
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,20/12/2023,Cleaning Equipment,834.80
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,20/12/2023,Cleaning Equipment,830.60
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,20/12/2023,Cleaning Equipment,542.85
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,20/12/2023,Cleaning Equipment,532.15
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,20/12/2023,Cleaning Equipment,584.60
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,20/12/2023,Cleaning Equipment,603.00
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,20/12/2023,Cleaning Equipment,719.50
Cleaning Services,EASTERN SHIRES PURCHASING ORGANISATION,20/12/2023,Cleaning Equipment,637.30
Cleaning Services,BULLOUGHS CLEANING SERVICES LTD,06/12/2023,Contract Cleaning,2051.00
Cleaning Services,BULLOUGHS CLEANING SERVICES LTD,06/12/2023,Contract Cleaning,2608.00
Cleaning Services,BULLOUGHS CLEANING SERVICES LTD,06/12/2023,Contract Cleaning,2461.00
Command,OCS FOOD CO LTD,25/10/2023,Contract Catering,2486.88
Command,OCS FOOD CO LTD,20/12/2023,Contract Catering,581.70
Command,CHESHIRE POLICE JBB - MEMBER SERVICES,11/10/2023,Donations / Contributions,500.00
Command,ENGLAND POLICE RUFC,15/11/2023,Donations / Contributions,750.00
Command,MAYOR'S OFFICE FOR POLICING & CRIME,15/11/2023,Donations / Contributions,100531.78
Command,POLICE AND CRIME COMMISSIONER FOR HAMPSHIRE,11/10/2023,Donations / Contributions,3648.35
Command,THE POLICE ARBORETUM MEMORIAL TRUST,13/12/2023,Donations / Contributions,3625.00
Command,THE POLICE TREATMENT CENTRES,13/12/2023,Donations / Contributions,16000.00
Command,AGIITO LTD,18/10/2023,Hotel Accommodation,804.14
Command,AGIITO LTD,22/11/2023,Hotel Accommodation,377.46
Command,AGIITO LTD,20/12/2023,Hotel Accommodation,1117.24
Command,AGIITO LTD,11/10/2023,Public Transport & Parking,353.80
Command,AGIITO LTD,01/11/2023,Public Transport & Parking,380.60
Command,AGIITO LTD,29/11/2023,Public Transport & Parking,1567.36
Commissioning Appropriate Adult,THE APPROPRIATE ADULT SERVICE LTD,25/10/2023,Specific Grants awarded,5270.00
Commissioning Appropriate Adult,THE APPROPRIATE ADULT SERVICE LTD,15/11/2023,Specific Grants awarded,4820.00
Commissioning Community Safety Fund,CHESHIRE EAST COUNCIL (CHESTER),15/11/2023,Grants to Public Bodies,7000.00
Commissioning Community Safety Fund,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),18/10/2023,Grants to Public Bodies,9528.00
Commissioning Community Safety Fund,HALTON BOROUGH COUNCIL,25/10/2023,Grants to Public Bodies,10972.00
Commissioning Community Safety Fund,WARRINGTON BOROUGH COUNCIL (TOWN HALL),15/11/2023,Grants to Public Bodies,49529.00
Commissioning Community Safety Fund,FONEMEDIA LTD,08/11/2023,Promotional material,4500.00
Commissioning Community Safety Fund,FONEMEDIA LTD,08/11/2023,Promotional material,4500.00
Commissioning Community Safety Fund,FACEBK MLRXTU3Q92,27/09/2023,Publicity,798.67
Commissioning Community Safety Fund,FACEBK SLJWZV3Q92,31/10/2023,Publicity,939.84
Commissioning Community Safety Fund,ST JOHN AMBULANCE,15/11/2023,Specialist Equipment,960.00
Commissioning Community Safety Fund,TURTLE ENGINEERING LTD,01/11/2023,Specialist Equipment,850.00
Commissioning Community Safety Fund,BASE I.T,20/12/2023,Specific Grants awarded,1550.00
Commissioning Community Safety Fund,CHESHIRE WEST & CHESTER LEISURE CIC,20/12/2023,Specific Grants awarded,548.83
Commissioning Community Safety Fund,CHESHIRE WITHOUT ABUSE,01/11/2023,Specific Grants awarded,86642.51
Commissioning Community Safety Fund,CHESHIRE WITHOUT ABUSE,01/11/2023,Specific Grants awarded,124049.54
Commissioning Community Safety Fund,FIRST TRENITALIA WEST COAST RAIL LTD,04/10/2023,Specific Grants awarded,6000.00
Commissioning Community Safety Fund,GLOBAL MEDIA GROUP SERVICES LTD,29/11/2023,Specific Grants awarded,500.00
Commissioning Community Safety Fund,GLOBAL MEDIA GROUP SERVICES LTD,29/11/2023,Specific Grants awarded,2250.00
Commissioning Community Safety Fund,HOPE IN NORTH EAST CHESHIRE,13/12/2023,Specific Grants awarded,1465.00
Commissioning Community Safety Fund,LEADERS UNLOCKED LTD,22/11/2023,Specific Grants awarded,8750.00
Commissioning Community Safety Fund,LIMECULTURE CIC,20/12/2023,Specific Grants awarded,156666.67
Commissioning Community Safety Fund,LIMECULTURE CIC,20/12/2023,Specific Grants awarded,55167.00
Commissioning Community Safety Fund,PA PROMOTIONS LTD,15/11/2023,Specific Grants awarded,561.35
Commissioning Community Safety Fund,POSITIVE MEDIA PROMOTIONS LTD,11/10/2023,Specific Grants awarded,6247.00
Commissioning Community Safety Fund,PREVEX LTD,20/12/2023,Specific Grants awarded,41475.00
Commissioning Community Safety Fund,PRODCOMPANY SERVICES LTD,06/12/2023,Specific Grants awarded,4862.50
Commissioning Community Safety Fund,SAVERA UK LTD,01/11/2023,Specific Grants awarded,19000.00
Commissioning Community Safety Fund,SOLON SECURITY LTD,18/10/2023,Specific Grants awarded,7778.00
Commissioning Community Safety Fund,STREET PASTORS (CONGLETON),18/10/2023,Specific Grants awarded,1000.00
Commissioning Community Safety Fund,STREET PASTORS (WARRINGTON),04/10/2023,Specific Grants awarded,1550.00
Commissioning Community Safety Fund,STREETGAMES UK,25/10/2023,Specific Grants awarded,13500.00
Commissioning Community Safety Fund,STREETGAMES UK,25/10/2023,Specific Grants awarded,13500.00
Commissioning Community Safety Fund,SURVIVE,25/10/2023,Specific Grants awarded,2500.00
Commissioning Community Safety Fund,SYNECTICS SECURITY LTD,04/10/2023,Specific Grants awarded,2583.00
Commissioning Community Safety Fund,VINEYARD 53,15/11/2023,Specific Grants awarded,5000.00
Commissioning Safer Communities Fund,CHESHIRE DANCE,13/12/2023,Specific Grants awarded,4980.00
Commissioning Safer Communities Fund,CUDDINGTON PARISH COUNCIL,20/12/2023,Specific Grants awarded,3500.00
Commissioning Safer Communities Fund,DAVEHAM & BOSTOCK PARISH COUNCIL,13/12/2023,Specific Grants awarded,2500.00
Commissioning Safer Communities Fund,HALTON HOUSING,25/10/2023,Specific Grants awarded,4979.00
Commissioning Safer Communities Fund,KELSALL WELLBEING HUB,25/10/2023,Specific Grants awarded,5000.00
Commissioning Safer Communities Fund,LOCKINGSTUMPS COMMUNITY PRIMARY SCHOOL,13/12/2023,Specific Grants awarded,528.00
Commissioning Safer Communities Fund,SURVIVE,25/10/2023,Specific Grants awarded,2500.00
Commissioning Safer Communities Fund,VIBE CIO,08/11/2023,Specific Grants awarded,5000.00
Commissioning Safer Communities Fund,WINSFORD TOWN COUNCIL,20/12/2023,Specific Grants awarded,4000.00
Commissioning Victims &,RJ HALTON BOROUGH COUNCIL,01/11/2023,Grants to Public Bodies,20000.00
Commissioning Victims &,RJ RAPE AND SEXUAL ABUSE SUPPORT CENTRE,01/11/2023,Specific Grants awarded,105000.00
Commissioning Victims &,RJ RAPE AND SEXUAL ABUSE SUPPORT CENTRE,22/11/2023,Specific Grants awarded,26250.00
Commissioning Victims &,RJ REMEDI,01/11/2023,Specific Grants awarded,32000.00
Commissioning Victims &,RJ REMEDI,15/11/2023,Specific Grants awarded,8000.00
Commissioning Victims &,RJ WEST MERCIA RAPE AND SEXUAL ABUSE SUPPORT CENTRE,04/10/2023,Specific Grants awarded,13981.68
CONGLETON,PS BUILDING IMPROVEMENTS RPS CONSULTING SERVICES LTD,20/12/2023,Building Works - Other,1755.00
Continuous Professional Development,(CPD) CLARITY 4D LTD,11/10/2023,External Training Courses,599.00
Continuous Professional Development,(CPD) CLARITY 4D LTD,18/10/2023,External Training Courses,3000.00
Coroners,SPECIALIST COMPUTER CENTRES PLC,20/12/2023,Hardware - purchase,1240.75
Coroners,AGIITO LTD,20/12/2023,Hotel Accommodation,384.99
Corporate Communications,HAMADI MEDIA LTD,08/11/2023,Advertising,1650.00
Corporate Communications,CHESTER CATHEDRAL,20/12/2023,Conference & Seminar Fees,1148.33
Corporate Communications,HIPSWING ENTERTAINMENTS LTD,08/11/2023,Conference & Seminar Fees,3554.66
Corporate Communications,NUNSMERE HALL LTD,15/11/2023,Conference & Seminar Fees,3895.87
Corporate Communications,POLCOMM TRAINING & DEVELOPMENT LTD,13/12/2023,External Training Courses,1400.00
Corporate Communications,SPECIAL EFX LTD,25/10/2023,Gifts & Mementoes,520.50
Corporate Communications,PPL PRS LTD,04/10/2023,Licence Fees,8882.98
Corporate Communications,AGIITO LTD,01/11/2023,Public Transport & Parking,174.60
Corporate Communications,FACEBK 545AEUFP92,21/12/2023,Publicity,700.00
Corporate Communications,FACEBK U4WFCXKP92,18/12/2023,Publicity,661.69
Corporate Communications,PRECISE MEDIA MONITORING LTD T/A ONCLUSIVE,13/12/2023,Software Licences,7050.00
Corporate Costs,DEXIA CREDIT LOCAL,30/10/2023,Interest Paid,121491.78
Corporate Costs,COLLEGE OF ARMS MARSHALCY CROWN MONIES,13/12/2023,Other Operational Expenses,4375.00
Corporate Costs,HOME OFFICE,18/10/2023,Seized Money Interest,13.94
Corporate Costs,HOME OFFICE,18/10/2023,Seized Money Interest,11.05
Corporate Costs,HOME OFFICE,18/10/2023,Seized Money Interest,4.02
Corporate Costs,HOME OFFICE,18/10/2023,Seized Money Interest,0.53
Corporate Costs,HOME OFFICE,01/11/2023,Seized Money Interest,115.69
Corporate Costs,HOME OFFICE,01/11/2023,Seized Money Interest,7.06
Corporate Costs,HOME OFFICE,01/11/2023,Seized Money Interest,0.47
Corporate Costs,HOME OFFICE,01/11/2023,Seized Money Interest,32.70
Corporate Costs,HOME OFFICE,01/11/2023,Seized Money Interest,4.45
Corporate Costs,HOME OFFICE,01/11/2023,Seized Money Interest,0.07
Corporate Costs,HOME OFFICE,01/11/2023,Seized Money Interest,0.21
Corporate Costs,HOME OFFICE,01/11/2023,Seized Money Interest,0.07
Corporate Costs,HOME OFFICE,01/11/2023,Seized Money Interest,1.15
Corporate Costs,HOME OFFICE,01/11/2023,Seized Money Interest,2.29
Corporate Costs,HOME OFFICE,15/11/2023,Seized Money Interest,2.18
Corporate Costs,HOME OFFICE,15/11/2023,Seized Money Interest,36.02
Corporate Costs,HOME OFFICE,06/12/2023,Seized Money Interest,25.89
Corporate Costs,HOME OFFICE,13/12/2023,Seized Money Interest,3.88
Corporate Costs,HOME OFFICE,13/12/2023,Seized Money Interest,4.09
Corporate Costs,HOME OFFICE,13/12/2023,Seized Money Interest,1.88
Corporate Costs,HOME OFFICE,13/12/2023,Seized Money Interest,6.15
Corporate Costs,HOME OFFICE,13/12/2023,Seized Money Interest,19.15
Counter Terrorism Branch,POLICE AND CRIME COMMISSIONER FOR MERSEYSIDE,22/11/2023,Casual Users Mileage,61.20
Counter Terrorism Branch,POLICE AND CRIME COMMISSIONER FOR MERSEYSIDE,22/11/2023,Other Operational Expenses,61.22
Counter Terrorism Branch,POLICE AND CRIME COMMISSIONER FOR MERSEYSIDE,08/11/2023,Secondment pay,17045.64
Counter Terrorism Branch,POLICE AND CRIME COMMISSIONER FOR MERSEYSIDE,22/11/2023,Secondment pay,21564.12
Creamfields Event -,GL ENTERPRISE RENT-A-CAR (UK) LTD,11/10/2023,Hire of Transport,659.92
Creamfields Event -,GL ENTERPRISE RENT-A-CAR (UK) LTD,11/10/2023,Hire of Transport,568.00
Crewe,LPU Neighbourhood GRG PUBLIC RESOURCES LTD,04/10/2023,Vehicle Recovery Costs,526.00
Crewe Police Station (Estates Strategy),KEELAGHER OKEY ASSOCIATES LTD (KEELAGHER OKEY KLEIN),29/11/2023,Fees - Other,520.00
Crewe Police Station (Estates Strategy),TLT LLP,07/11/2023,Land Purchase,1685500.00
Crewe Police Station (Estates Strategy),TLT LLP,06/12/2023,Land Purchase fees and expenses,9424.89
Crime,BLUE SKY EVENT SERVICES LTD,13/12/2023,Promotional material,650.00
Criminal Justice,JTF WIRELESS LTD,29/11/2023,Hardware - maintenance,3018.89
Criminal Justice,AGIITO LTD,22/11/2023,Hotel Accommodation,119.00
Criminal Justice,DIMENSION STORAGE & INTERIORS LTD,18/10/2023,Reactive Maintenance,656.00
Criminal Justice,AMZNMKTPLACE,21/12/2023,Specialist Equipment,932.97
Criminal Justice,AMZNMKTPLACE,22/12/2023,Specialist Equipment,932.97
Criminal Justice,WEST YORKSHIRE COMBINED AUTHORITY,20/12/2023,Witness Expenses,30376.00
Custody,AMZNMKTPLACE,25/10/2023,Catering Equipment,1619.40
Custody,AMZNMKTPLACE,14/12/2023,Catering Equipment,1006.80
Custody,CHARLES FELLOWS SUPPLIES LTD,04/10/2023,Detained Persons - Clothing,1722.55
Custody,CHARLES FELLOWS SUPPLIES LTD,11/10/2023,Detained Persons - Clothing,1065.60
Custody,CHARLES FELLOWS SUPPLIES LTD,11/10/2023,Detained Persons - Clothing,520.00
Custody,CHARLES FELLOWS SUPPLIES LTD,11/10/2023,Detained Persons - Clothing,2704.45
Custody,CHARLES FELLOWS SUPPLIES LTD,18/10/2023,Detained Persons - Clothing,1488.30
Custody,CHARLES FELLOWS SUPPLIES LTD,25/10/2023,Detained Persons - Clothing,566.05
Custody,CHARLES FELLOWS SUPPLIES LTD,01/11/2023,Detained Persons - Clothing,739.90
Custody,CHARLES FELLOWS SUPPLIES LTD,01/11/2023,Detained Persons - Clothing,533.57
Custody,CHARLES FELLOWS SUPPLIES LTD,08/11/2023,Detained Persons - Clothing,1572.50
Custody,CHARLES FELLOWS SUPPLIES LTD,08/11/2023,Detained Persons - Clothing,603.50
Custody,CHARLES FELLOWS SUPPLIES LTD,15/11/2023,Detained Persons - Clothing,923.60
Custody,CHARLES FELLOWS SUPPLIES LTD,15/11/2023,Detained Persons - Clothing,525.08
Custody,CHARLES FELLOWS SUPPLIES LTD,22/11/2023,Detained Persons - Clothing,763.40
Custody,CHARLES FELLOWS SUPPLIES LTD,29/11/2023,Detained Persons - Clothing,643.55
Custody,CHARLES FELLOWS SUPPLIES LTD,29/11/2023,Detained Persons - Clothing,995.20
