Updated,TT,Transaction Number,Amount,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T),Individual Supplier(T)
02/12/2024,II,4198361,1889.34,HC105689,Madley Parish Council,202509,Resources Capital,Capital Expenditure,No
02/12/2024,II,4198373,9714.53,HC105850,Marsh Ltd,202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198374,22232.28,HC105850,Marsh Ltd,202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198375,392639.52,HC105850,Marsh Ltd,202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198376,4064.33,HC105850,Marsh Ltd,202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198377,8703.35,HC105850,Marsh Ltd,202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198378,6600.23,HC105850,Marsh Ltd,202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198379,752760.37,HC105850,Marsh Ltd,202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198380,13737.36,HC105850,Marsh Ltd,202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198381,51312.8,HC105850,Marsh Ltd,202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198382,31360,HC105850,Marsh Ltd,202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198383,3510,HC103316,Gallagher Bassett (Fee Invoices),202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198385,1634.46,HC132474,O2 Ltd,202509,Corporate Support Services,Supplies & Services,No
02/12/2024,II,4198387,6390,HC122189,Access Independent Ltd,202509,Adult Social Care and Housing,Support Services,No
02/12/2024,II,4198388,614.36,HC110459,The Key Support Services Ltd,202509,Schools,Supplies & Services,No
02/12/2024,II,4198389,575,HC100728,Astons Coaches,202509,Schools,Transport-Related Expenditure,No
02/12/2024,II,4198391,480,HC104356,Ironbridge Gorge Museum Trust Ltd,202509,Schools,Supplies & Services,No
02/12/2024,II,4198396,718.8,HC109745,SF Software Ltd t/a Pebble,202509,Schools,Supplies & Services,No
02/12/2024,II,4198398,153069.61,HC133485,Cityheart Limited,202509,Strategic Finance,Supplies & Services,No
02/12/2024,II,4198400,1886,HC104879,K S Harris Transport,202509,Adult Social Care and Housing,Transport-Related Expenditure,No
02/12/2024,II,4198403,76905,HC127537,Putson Baptist Church,202509,Strategic Finance,Transfer Payments,No
02/12/2024,II,4198404,68413,HC127541,Ethos,202509,Strategic Finance,Transfer Payments,No
02/12/2024,II,4198408,515.14,HC133287,Core Refridgeration Ltd,202509,Schools,Premises-Related Expenditure,No
02/12/2024,II,4198409,700,HC127629,drb Schools and Academies Services Ltd,202509,Schools,Employees,No
02/12/2024,II,4198412,12000,HC133008,Integrated Growth Solutions,202509,Economy and Growth,Supplies & Services,No
02/12/2024,II,4198413,1777.36,HC118406,Reflexion Care Group Limited,202509,Safeguarding and Family Support,Third Party Payments,No
02/12/2024,II,4198416,1435,HC131840,John Finch Computers Ltd,202509,Schools,Supplies & Services,No
02/12/2024,II,4198423,1703.68,HC118406,Reflexion Care Group Limited,202509,Safeguarding and Family Support,Third Party Payments,No
02/12/2024,II,4198424,699983.7,HC103831,Hereford & Worc Fire & Rescue Service,202509,Collection Fund,Collection Fund Accounts,No
02/12/2024,II,4198425,37212,HC103831,Hereford & Worc Fire & Rescue Service,202509,Collection Fund,Collection Fund Accounts,No
02/12/2024,II,4198428,1977.5,HC130715,Dolce Limited,202509,Schools,Supplies & Services,No
02/12/2024,II,4198434,5998.3,HC101573,British Gas (Direct Debit Account),202509,Schools,Premises-Related Expenditure,No
13/12/2024,II,4198435,2200,HC106376,Bottomline Tech Bacway Serv Ltd (Direct Debit),202509,Strategic Finance,Supplies & Services,No
11/12/2024,II,4198437,508.28,HC114240,Allstar Business Solutions (Direct Debit only),202509,Economy and Growth,Transport-Related Expenditure,No
05/12/2024,II,4198443,4036.8,HC129718,Andrew Cunningham Arboricultural Consultant Limited,202509,"Highways, Environment and Waste",Supplies & Services,No
04/12/2024,II,4198446,457.87,HC122988,Banner Group Ltd,202509,Strategic Assets,Supplies & Services,No
05/12/2024,II,4198447,140000,HC115217,NHS Herefords & Worc ICB,202509,Public Health,Third Party Payments,No
04/12/2024,II,4198451,1424,HC201514,M1 Testing Ltd,202509,Strategic Assets,Third Party Payments,No
04/12/2024,II,4198467,2420,HC106128,D & T Engineering Ltd,202509,Strategic Assets,Third Party Payments,No
12/12/2024,II,4198472,6495.46,HC109737,Severn Waste Services Ltd,202509,Economy and Growth,Third Party Payments,No
03/12/2024,II,4198486,11075.75,HC106975,Hoople Group Ltd,202509,Strategic Assets,Supplies & Services,No
03/12/2024,II,4198498,5358.68,HC101573,British Gas (Direct Debit Account),202509,Schools,Premises-Related Expenditure,No
03/12/2024,II,4198501,2090,HC110958,TPG Disable Aids Ltd,202509,Community Wellbeing Transformation Board,Capital Expenditure,No
20/12/2024,II,4198502,5000,HC201457,Redacted,202509,Adult Social Care and Housing,Supplies & Services,Yes
03/12/2024,II,4198509,12000,HC133008,Integrated Growth Solutions,202509,Economy and Growth,Supplies & Services,No
03/12/2024,II,4198510,1080,HC132624,The Endorphins Group,202509,Safeguarding and Family Support,Third Party Payments,No
05/12/2024,II,4198518,3715,HC110117,Stagecoach Services Limited,202509,"Highways, Environment and Waste",Third Party Payments,No
04/12/2024,II,4198523,1954.67,HC131840,John Finch Computers Ltd,202509,Schools,Supplies & Services,No
11/12/2024,II,4198527,1540,HC101648,CF Roberts (Electrical Contractors) Plc,202509,Strategic Assets,Third Party Payments,No
04/12/2024,II,4198528,1025,HC101648,CF Roberts (Electrical Contractors) Plc,202509,Strategic Assets,Third Party Payments,No
11/12/2024,II,4198529,460,HC101648,CF Roberts (Electrical Contractors) Plc,202509,Strategic Assets,Third Party Payments,No
04/12/2024,II,4198536,7940,HC110990,G M Joyce Surfacing Ltd,202509,Schools Devolved Capital,Capital Expenditure,No
04/12/2024,II,4198537,1210,HC110990,G M Joyce Surfacing Ltd,202509,Schools,Premises-Related Expenditure,No
04/12/2024,II,4198549,37156.04,HC109622,Sargeants Brothers Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
04/12/2024,II,4198550,817.12,HC109622,Sargeants Brothers Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
04/12/2024,II,4198553,794.8,HC108022,Newsquest Media Group Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
04/12/2024,II,4198554,3182.06,HC100385,Alliance In Partnership,202509,Schools,Supplies & Services,No
04/12/2024,II,4198563,2196.4,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198564,2662.14,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198565,1861.62,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198566,3138.04,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198567,3556.42,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198568,2562.72,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198569,2510.28,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198570,2290.08,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198571,3211,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198572,3085,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198573,2071,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198574,2510.28,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198579,2419,HC129875,Redacted,202509,Adult Social Care and Housing,Supplies & Services,No
04/12/2024,II,4198588,1008,HC130420,Pure-Studios,202509,Public Health,Transfer Payments,No
04/12/2024,II,4198592,17992.21,HC127541,Ethos,202509,All Ages Commissioning,Transfer Payments,No
05/12/2024,II,4198594,1326.36,HC111501,NFER,202509,Schools,Supplies & Services,No
04/12/2024,II,4198599,452.9,HC109388,Royal Mail,202509,"Highways, Environment and Waste",Supplies & Services,No
04/12/2024,II,4198600,11185,HC130669,PHS Home Solutions Ltd,202509,Corporate Property Programme Board,Capital Expenditure,No
04/12/2024,II,4198601,2908.32,HC124907,Splitlath Building Conservation Ltd,202509,Corporate Property Programme Board,Capital Expenditure,No
04/12/2024,II,4198603,1200,HC103827,Herdman Coaches Ltd,202509,Schools,Transport-Related Expenditure,No
05/12/2024,II,4198604,540,HC103827,Herdman Coaches Ltd,202509,Schools,Transport-Related Expenditure,No
04/12/2024,II,4198606,925.31,HC131783,Six Property Consulting Ltd,202509,Children & Young People Capital,Capital Expenditure,No
06/12/2024,II,4198611,3780,HC134143,Enable Others Ltd (N-Able),202509,Dedicated Schools Grant,Supplies & Services,No
04/12/2024,II,4198612,7962.5,HC132809,First Thought Care Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
04/12/2024,II,4198614,19045.33,HC107064,Cambian Childcare Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
04/12/2024,II,4198615,1890,HC132809,First Thought Care Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
04/12/2024,II,4198616,1680,HC132809,First Thought Care Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
04/12/2024,II,4198622,522.44,HC131869,Community Brands UK Ltd,202509,Schools,Supplies & Services,No
04/12/2024,II,4198625,535.21,HC134185,Fire Seals Direct,202509,Corporate Property Programme Board,Capital Expenditure,No
04/12/2024,II,4198632,599.94,HC111060,RM Educational Resources Ltd T/A TTS,202509,Schools,Supplies & Services,No
04/12/2024,II,4198634,673.2,HC131840,John Finch Computers Ltd,202509,Schools,Supplies & Services,No
04/12/2024,II,4198639,900,HC107876,Jactall Ltd T/A Nick Maddy Coaches,202509,"Highways, Environment and Waste",Third Party Payments,No
04/12/2024,II,4198640,420.52,HC132342,The Farmhouse Kitchen,202509,Schools,Supplies & Services,No
04/12/2024,II,4198641,1200,HC105563,Lugg Valley Travel Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
04/12/2024,II,4198642,5155,HC131500,Egton Medical Information Systems Ltd,202509,Public Health,Supplies & Services,No
04/12/2024,II,4198644,530,HC126031,Forest Coaches Ltd,202509,Schools,Transport-Related Expenditure,No
04/12/2024,II,4198646,6622,HC104761,Herefordshire Marches Federation-Lord Scudamore,202509,Schools,Supplies & Services,No
04/12/2024,II,4198651,622.05,HC111685,Yeomans Travel Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
04/12/2024,II,4198652,629,HC101123,Boss,202509,Schools,Supplies & Services,No
04/12/2024,II,4198654,838.44,HC104882,K T Gooch,202509,Schools,Supplies & Services,No
04/12/2024,II,4198660,1365.81,HC131783,Six Property Consulting Ltd,202509,Children & Young People Capital,Capital Expenditure,No
04/12/2024,II,4198662,2523.44,HC131783,Six Property Consulting Ltd,202509,Children & Young People Capital,Capital Expenditure,No
04/12/2024,II,4198663,2458.13,HC124602,Hereford Yoga CIC,202509,Economy and Growth,Transfer Payments,No
04/12/2024,II,4198668,700,HC107851,Hereford Diocesan Board of Finance,202509,Schools,Supplies & Services,No
04/12/2024,II,4198669,593,HC101648,CF Roberts (Electrical Contractors) Plc,202509,Schools,Premises-Related Expenditure,No
04/12/2024,II,4198670,8480,HC133932,St Michael’s Hall Ewyas Harold,202509,Economic Development Delivery Board,Capital Expenditure,No
04/12/2024,II,4198674,4214.66,HC131783,Six Property Consulting Ltd,202509,Children & Young People Capital,Capital Expenditure,No
04/12/2024,II,4198675,500,HC202695,Stride Active (Herefordshire) CIC,202509,Schools,Supplies & Services,No
04/12/2024,II,4198676,573.6,HC101213,Bristow & Sutor,202509,Corporate,Supplies & Services,No
04/12/2024,II,4198678,3725,HC134240,Redacted,202509,Safeguarding and Family Support,Supplies & Services,Yes
04/12/2024,II,4198680,500,HC103218,Francotyp-Postalia Ltd,202509,Strategic Assets,Supplies & Services,No
05/12/2024,II,4198681,1000,HC103218,Francotyp-Postalia Ltd,202509,Strategic Assets,Supplies & Services,No
04/12/2024,II,4198682,1000,HC103218,Francotyp-Postalia Ltd,202509,Strategic Assets,Supplies & Services,No
04/12/2024,II,4198684,735,HC131883,Reynolds Transport Limited,202509,Education and Commissioning,Transport-Related Expenditure,No
04/12/2024,II,4198685,1000,HC103218,Francotyp-Postalia Ltd,202509,Strategic Assets,Supplies & Services,No
04/12/2024,II,4198686,500,HC103218,Francotyp-Postalia Ltd,202509,Strategic Assets,Supplies & Services,No
04/12/2024,II,4198687,1000,HC103218,Francotyp-Postalia Ltd,202509,Strategic Assets,Supplies & Services,No
04/12/2024,II,4198688,1000,HC103218,Francotyp-Postalia Ltd,202509,Strategic Assets,Supplies & Services,No
04/12/2024,II,4198689,1000,HC103218,Francotyp-Postalia Ltd,202509,Strategic Assets,Supplies & Services,No
04/12/2024,II,4198690,1000,HC103218,Francotyp-Postalia Ltd,202509,Strategic Assets,Supplies & Services,No
04/12/2024,II,4198694,1187,HC132625,Sport Works Ltd,202509,Safeguarding and Family Support,Third Party Payments,No
04/12/2024,II,4198695,1787.77,HC110117,Stagecoach Services Limited,202509,"Highways, Environment and Waste",Third Party Payments,No
04/12/2024,II,4198696,9947.35,HC110117,Stagecoach Services Limited,202509,"Highways, Environment and Waste",Third Party Payments,No
12/12/2024,II,4198697,4000,HC129875,Park Avenue Recruitment Ltd,202509,Economy and Growth,Employees,No
04/12/2024,II,4198699,693.13,HC131783,Six Property Consulting Ltd,202509,Children & Young People Capital,Capital Expenditure,No
04/12/2024,II,4198700,19467.5,HC132578,Evolve Home Energy Solutions,202509,Corporate Property Programme Board,Capital Expenditure,No
04/12/2024,II,4198704,599,HC131840,John Finch Computers Ltd,202509,Schools,Supplies & Services,No
10/12/2024,II,4198707,437.4,HC125959,Ignis Group Limited,202509,Strategic Assets,Third Party Payments,No
06/12/2024,II,4198708,581.58,HC103526,Gough Marketing Limited,202509,Economy and Growth,Supplies & Services,No
05/12/2024,II,4198710,5605,HC132151,Starfish Search Limited,202509,Public Health,Supplies & Services,No
04/12/2024,II,4198711,2675.16,HC131883,Reynolds Transport Limited,202509,Education and Commissioning,Transport-Related Expenditure,No
04/12/2024,II,4198718,560,HC132809,First Thought Care Ltd,202509,Safeguarding and Family Support,Third Party Payments,No
04/12/2024,II,4198719,420,HC132809,First Thought Care Ltd,202509,Safeguarding and Family Support,Third Party Payments,No
04/12/2024,II,4198723,2676.15,HC132536,Miquill Catering Limited,202509,Schools,Supplies & Services,No
04/12/2024,II,4198727,500,HC202931,Learning by Questions,202509,Schools,Supplies & Services,No
05/12/2024,II,4198728,7246,HC104195,Idox Software Ltd,202509,Public Health,Supplies & Services,No
05/12/2024,II,4198731,14351.63,HC128742,Topcon Positioning (GB) Ltd,202509,"Highways, Environment and Waste",Supplies & Services,No
04/12/2024,II,4198732,46304,HC133370,Pennys Group Ltd,202509,Corporate Property Programme Board,Capital Expenditure,No
04/12/2024,II,4198733,18610.58,HC133813,FCC Recycling (UK) Limited,202509,Economic Development Delivery Board,Capital Expenditure,No
04/12/2024,II,4198734,92672,HC133370,Pennys Group Ltd,202509,Corporate Property Programme Board,Capital Expenditure,No
04/12/2024,II,4198735,2718.52,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198736,35523.38,HC133813,FCC Recycling (UK) Limited,202509,Economic Development Delivery Board,Capital Expenditure,No
04/12/2024,II,4198737,3864.51,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198738,4183.8,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198739,1673.52,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198740,1830.46,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198741,2087.72,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198742,1171.54,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198743,942024,HC133813,FCC Recycling (UK) Limited,202509,Economic Development Delivery Board,Capital Expenditure,No
04/12/2024,II,4198744,4183.8,HC101060,Blue Line Taxis,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
04/12/2024,II,4198745,844.32,HC111941,Yorkshire Purchasing,202509,Schools,Supplies & Services,No
04/12/2024,II,4198746,9050,HC133813,FCC Recycling (UK) Limited,202509,Economic Development Delivery Board,Capital Expenditure,No
04/12/2024,II,4198747,12225,HC128584,J C Davies & Hall Ltd,202509,Economic Development Delivery Board,Capital Expenditure,No
04/12/2024,II,4198758,1352.94,HC110473,Phoenix Software Ltd,202509,Organisational Development Team Capital,Capital Expenditure,No
09/12/2024,II,4198759,473.43,HC110473,Phoenix Software Ltd,202509,Corporate Support Services,Supplies & Services,No
09/12/2024,II,4198763,505.51,HC103526,Gough Marketing Limited,202509,Economy and Growth,Supplies & Services,No
05/12/2024,II,4198764,3173.4,HC100385,Alliance In Partnership,202509,Schools,Supplies & Services,No
04/12/2024,II,4198766,2946.66,HC106975,Hoople Group Ltd,202509,Schools,Employees,No
04/12/2024,II,4198781,775.83,HC101863,Clearwell Mine Management Ltd,202509,Schools,Supplies & Services,No
04/12/2024,II,4198789,1149.12,HC132809,First Thought Care Ltd,202509,Safeguarding and Family Support,Third Party Payments,No
04/12/2024,II,4198797,2815,HC131840,John Finch Computers Ltd,202509,Schools,Supplies & Services,No
04/12/2024,II,4198801,8658.33,HC133430,Mather and Company Limited,202509,Community Wellbeing Transformation Board,Capital Expenditure,No
05/12/2024,II,4198806,1800,HC102595,DRM (Bromyard) Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
05/12/2024,II,4198809,1050,HC132809,First Thought Care Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
05/12/2024,II,4198810,420,HC132809,First Thought Care Ltd,202509,Safeguarding and Family Support,Third Party Payments,No
05/12/2024,II,4198812,420,HC132809,First Thought Care Ltd,202509,Safeguarding and Family Support,Third Party Payments,No
05/12/2024,II,4198813,560,HC132809,First Thought Care Ltd,202509,Safeguarding and Family Support,Third Party Payments,No
05/12/2024,II,4198814,420,HC132809,First Thought Care Ltd,202509,Safeguarding and Family Support,Third Party Payments,No
05/12/2024,II,4198815,560,HC132809,First Thought Care Ltd,202509,Safeguarding and Family Support,Third Party Payments,No
05/12/2024,II,4198816,660.33,HC111380,Welsh Water,202509,Schools,Premises-Related Expenditure,No
09/12/2024,II,4198817,68719.42,HC127328,Mace Limited,202509,Community Wellbeing Transformation Board,Capital Expenditure,No
09/12/2024,II,4198818,822.34,HC129881,MSS Consulting Ltd,202509,Community Wellbeing Transformation Board,Capital Expenditure,No
05/12/2024,II,4198821,4594.46,HC129492,Progress Housing Group Association Ltd T/A Progress Lifeline,202509,Adult Social Care and Housing,Supplies & Services,No
05/12/2024,II,4198828,538.3,HC120085,Our Lady's Stay and Play,202509,Schools,Supplies & Services,No
05/12/2024,II,4198829,1280,HC107851,Hereford Diocesan Board of Finance,202509,Schools,Supplies & Services,No
06/12/2024,II,4198850,7490.5,HC132578,Evolve Home Energy Solutions,202509,Corporate Property Programme Board,Capital Expenditure,No
05/12/2024,II,4198852,428.59,HC109406,RSSAC Ltd,202509,Schools,Premises-Related Expenditure,No
05/12/2024,II,4198853,1465,HC101128,BPF (AV) Ltd,202509,Schools,Supplies & Services,No
09/12/2024,II,4198863,3190,HC109215,Ricoh UK Ltd,202509,Strategic Assets,Supplies & Services,No
09/12/2024,II,4198864,12746.12,HC109215,Ricoh UK Ltd,202509,Strategic Assets,Supplies & Services,No
05/12/2024,II,4198866,5325,HC133393,Bespoke Mentoring Herefordshire Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
05/12/2024,II,4198868,9911.5,HC127615,Acorn Care & Education Ltd (Sales),202509,Dedicated Schools Grant,Supplies & Services,No
05/12/2024,II,4198869,19045.33,HC107064,Cambian Childcare Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
05/12/2024,II,4198871,11312.8,HC134210,The Rowan School Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
05/12/2024,II,4198872,242500,HC115217,NHS Herefords & Worc ICB,202509,All Ages Commissioning,Third Party Payments,No
05/12/2024,II,4198873,1000,HC125201,SSS Learning Ltd,202509,Schools,Employees,No
05/12/2024,II,4198874,871.87,HC123355,Stonewater Limited,202509,All Ages Commissioning,Premises-Related Expenditure,No
05/12/2024,II,4198875,897.56,HC123355,Stonewater Limited,202509,All Ages Commissioning,Premises-Related Expenditure,No
05/12/2024,II,4198880,1502.03,HC127171,Askews & Holts Library Services Ltd,202509,Communities CW,Supplies & Services,No
