Updated,TT,Transaction Number, Amount ,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T)
10/01/2023,II,4107314,1189.08,HC101060,Blue Line Taxis,202310,Highways & Transport,Transport-Related Expenditure
10/01/2023,II,4107315,1020,HC101060,Blue Line Taxis,202310,Highways & Transport,Transport-Related Expenditure
10/01/2023,II,4107317,1981.92,HC101060,Blue Line Taxis,202310,Highways & Transport,Transport-Related Expenditure
10/01/2023,II,4107318,1920,HC101060,Blue Line Taxis,202310,Highways & Transport,Transport-Related Expenditure
10/01/2023,II,4107260,488.88,HC101060,Blue Line Taxis,202310,Highways & Transport,Transport-Related Expenditure
10/01/2023,II,4107316,1585.44,HC101060,Blue Line Taxis,202310,Highways & Transport,Transport-Related Expenditure
11/01/2023,II,4107268,739.92,HC101060,Blue Line Taxis,202310,Highways & Transport,Transport-Related Expenditure
13/01/2023,II,4107792,2135,HC101060,Blue Line Taxis,202310,Highways & Transport,Transport-Related Expenditure
27/01/2023,II,4109461,39369.72,HC101060,Blue Line Taxis,202310,Highways & Transport,Transport-Related Expenditure
27/01/2023,II,4109462,41666.67,HC101060,Blue Line Taxis,202310,Highways & Transport,Transport-Related Expenditure
10/01/2023,II,4107320,550.8,HC101060,Blue Line Taxis,202310,Learning Disabilities,Transport-Related Expenditure
10/01/2023,II,4107321,1724.16,HC101060,Blue Line Taxis,202310,Learning Disabilities,Transport-Related Expenditure
10/01/2023,II,4107323,1018.4,HC101060,Blue Line Taxis,202310,Physical Disabilities,Transport-Related Expenditure
19/01/2023,II,4108608,1750,HC101066,Forest School Learning Initiative Ltd,202310,Schools,Employees
31/01/2023,GI,3161709,577.22,HC101118,Bosbury C E Primary Imprest,202310,Schools,Supplies & Services
06/01/2023,II,4106634,686.74,HC101123,Boss,202310,Schools,Supplies & Services
23/01/2023,II,4108937,776,HC101123,Boss,202310,Schools,Supplies & Services
23/01/2023,II,4108932,1002.37,HC101123,Boss,202310,Schools,Supplies & Services
10/01/2023,GI,3152511,2046.05,HC101143,Brampton Abbotts CE School Imprest,202310,Schools,Supplies & Services
13/01/2023,II,4107847,4145.91,HC101168,Brian Hoskins Building Services,202310,Schools,Premises-Related Expenditure
09/01/2023,II,4106596,490,HC101178,Bridges Electrical (Hereford) Ltd,202310,Property Services,Third Party Payments
09/01/2023,II,4106814,10000,HC101178,Bridges Electrical (Hereford) Ltd,202310,Property Services,Third Party Payments
16/01/2023,II,4106598,490,HC101178,Bridges Electrical (Hereford) Ltd,202310,Property Services,Third Party Payments
04/01/2023,GI,3151382,5535.56,HC101182,Bridstow C.E. Primary School Imprest A/C,202310,Schools,Premises-Related Expenditure
04/01/2023,GI,3151382,1183.07,HC101182,Bridstow C.E. Primary School Imprest A/C,202310,Schools,Supplies & Services
23/01/2023,GI,3157157,2062.3,HC101182,Bridstow C.E. Primary School Imprest A/C,202310,Schools,Supplies & Services
04/01/2023,GI,3151382,494,HC101182,Bridstow C.E. Primary School Imprest A/C,202310,Schools,Support Services
23/01/2023,GI,3157157,572.29,HC101182,Bridstow C.E. Primary School Imprest A/C,202310,Schools,Transport-Related Expenditure
24/01/2023,GI,3157985,1045,HC101251,Broadlands Bright Sparks Playgroup,202310,Dedicated Schools Grant,Transfer Payments
24/01/2023,GI,3157963,1894,HC101255,Brockhampton  Pre School,202310,Dedicated Schools Grant,Transfer Payments
05/01/2023,II,4106459,676,HC101284,Browne Jacobson LLP,202310,"Finance, Legal & Governance",Supplies & Services
05/01/2023,II,4106514,676,HC101284,Browne Jacobson LLP,202310,"Finance, Legal & Governance",Supplies & Services
20/01/2023,II,4108529,4588.4,HC101284,Browne Jacobson LLP,202310,"Finance, Legal & Governance",Supplies & Services
24/01/2023,GI,3157986,4547,HC101306,Bubbles Nursery,202310,Dedicated Schools Grant,Transfer Payments
24/01/2023,GI,3157965,4221,HC101353,Busy Bees Pre School (Clifford),202310,Dedicated Schools Grant,Transfer Payments
04/01/2023,II,4104671,41189.16,HC101363,Bytes Software Services Ltd,202310,Corporate Support Services,Supplies & Services
04/01/2023,GI,3151424,697.39,HC101379,Ross Country Cars,202310,Highways & Transport,Supplies & Services
04/01/2023,GI,3151422,474.3,HC101381,Hay & District Dial a Ride,202310,Highways & Transport,Supplies & Services
12/01/2023,II,4106824,526.07,HC101382,G4S Cash Service (Direct Debit),202310,"Finance, Legal & Governance",Third Party Payments
06/01/2023,II,4106625,1599,HC101440,Callow Fuels (Hingley & Callow Oils Ltd,202310,Schools,Premises-Related Expenditure
06/01/2023,II,4106628,2398.5,HC101440,Callow Fuels (Hingley & Callow Oils Ltd,202310,Schools,Premises-Related Expenditure
17/01/2023,II,4108265,812.56,HC101440,Callow Fuels (Hingley & Callow Oils Ltd,202310,Schools,Premises-Related Expenditure
10/01/2023,II,4107359,423.29,HC101444,Calor Gas Ltd,202310,Schools,Premises-Related Expenditure
18/01/2023,II,4108334,516.15,HC101444,Calor Gas Ltd,202310,Schools,Premises-Related Expenditure
18/01/2023,II,4108375,480.04,HC101444,Calor Gas Ltd,202310,Schools,Premises-Related Expenditure
20/01/2023,II,4108887,1085.93,HC101444,Calor Gas Ltd,202310,Schools,Premises-Related Expenditure
20/01/2023,II,4108894,657.63,HC101444,Calor Gas Ltd,202310,Schools,Premises-Related Expenditure
27/01/2023,II,4109465,760.2,HC101444,Calor Gas Ltd,202310,Schools,Premises-Related Expenditure
12/01/2023,II,4107214,1491.86,HC101473,Capita/ Pay 360 Ltd (Direct Debit),202310,"Finance, Legal & Governance",Supplies & Services
24/01/2023,II,4108430,10538.55,HC101473,Capita/ Pay 360 Ltd (Direct Debit),202310,"Finance, Legal & Governance",Supplies & Services
09/01/2023,II,4106878,24062.03,HC101482,Caplor Energy Ltd,202310,Schools Devolved Capital,Capital Expenditure
03/01/2023,II,4106357,3469.88,HC101573,British Gas (Direct Debit Account),202310,Schools,Premises-Related Expenditure
23/01/2023,II,4109084,3667.65,HC101573,British Gas (Direct Debit Account),202310,Schools,Premises-Related Expenditure
23/01/2023,II,4109086,4135.78,HC101573,British Gas (Direct Debit Account),202310,Schools,Premises-Related Expenditure
23/01/2023,II,4109088,3767.89,HC101573,British Gas (Direct Debit Account),202310,Schools,Premises-Related Expenditure
23/01/2023,II,4109092,4104.62,HC101573,British Gas (Direct Debit Account),202310,Schools,Premises-Related Expenditure
13/01/2023,II,4107763,1130.75,HC101648,CF Roberts (Electrical Contractors) Plc,202310,Corporate Property Programme Board,Capital Expenditure
19/01/2023,II,4108314,463,HC101648,CF Roberts (Electrical Contractors) Plc,202310,Property Services,Third Party Payments
23/01/2023,II,4109073,1081.5,HC101648,CF Roberts (Electrical Contractors) Plc,202310,Property Services,Third Party Payments
24/01/2023,II,4109076,4550,HC101648,CF Roberts (Electrical Contractors) Plc,202310,Property Services,Third Party Payments
20/01/2023,II,4108893,1302.19,HC101648,CF Roberts (Electrical Contractors) Plc,202310,Schools,Premises-Related Expenditure
18/01/2023,II,4108300,1562.83,HC101806,PEAC (UK) Ltd,202310,Schools,Supplies & Services
20/01/2023,II,4108799,1766.48,HC101806,PEAC (UK) Ltd,202310,Schools,Supplies & Services
25/01/2023,II,4109310,654,HC101806,PEAC (UK) Ltd,202310,Schools,Supplies & Services
05/01/2023,II,4106489,1600,HC101815,Civica UK Limited,202310,"Finance, Legal & Governance",Supplies & Services
09/01/2023,II,4106916,1167.45,HC101856,Cleanmy Ltd,202310,Schools,Premises-Related Expenditure
10/01/2023,II,4107127,1243.37,HC101861,Clearview Cleaning Services,202310,Schools,Premises-Related Expenditure
10/01/2023,II,4107202,801.46,HC101861,Clearview Cleaning Services,202310,Schools,Premises-Related Expenditure
11/01/2023,II,4107439,1365.36,HC101861,Clearview Cleaning Services,202310,Schools,Premises-Related Expenditure
16/01/2023,II,4107929,2304.68,HC101861,Clearview Cleaning Services,202310,Schools,Premises-Related Expenditure
16/01/2023,II,4108045,1920.27,HC101861,Clearview Cleaning Services,202310,Schools,Premises-Related Expenditure
17/01/2023,II,4108186,1736.43,HC101861,Clearview Cleaning Services,202310,Schools,Premises-Related Expenditure
19/01/2023,II,4108439,1333.33,HC101861,Clearview Cleaning Services,202310,Schools,Premises-Related Expenditure
23/01/2023,II,4108945,418.36,HC101861,Clearview Cleaning Services,202310,Schools,Premises-Related Expenditure
23/01/2023,II,4108923,1386.35,HC101861,Clearview Cleaning Services,202310,Schools,Premises-Related Expenditure
05/01/2023,II,4106569,1403.64,HC101969,CVA Ledbury & District,202310,Highways & Transport,Transport-Related Expenditure
05/01/2023,II,4106573,1672.56,HC101969,CVA Ledbury & District,202310,Highways & Transport,Transport-Related Expenditure
18/01/2023,II,4108380,585,HC102014,Coordination Group Publications Ltd,202310,Schools,Supplies & Services
20/01/2023,II,4108714,440.37,HC102018,Core Hygiene,202310,Schools,Supplies & Services
17/01/2023,II,4108173,454.11,HC102044,Countrywide Grounds Maintenance Ltd,202310,Schools,Premises-Related Expenditure
12/01/2023,GI,3154821,864.66,HC102068,Cradley Primary School Imprest,202310,Schools,Supplies & Services
03/01/2023,GI,3150710,1510,HC102076,Herefordshire Marches Federation Sutton Primary Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156472,514,HC102076,Herefordshire Marches Federation Sutton Primary Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156473,452.25,HC102076,Herefordshire Marches Federation Sutton Primary Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156474,452.25,HC102076,Herefordshire Marches Federation Sutton Primary Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156475,514,HC102076,Herefordshire Marches Federation Sutton Primary Academy,202310,Dedicated Schools Grant,Support Services
18/01/2023,II,4108386,695,HC102087,Create Development Ltd,202310,Schools,Supplies & Services
23/01/2023,II,4109113,695,HC102087,Create Development Ltd,202310,Schools,Supplies & Services
17/01/2023,II,4108190,620,HC102090,Creative Education,202310,Schools,Employees
20/01/2023,GI,3156424,514,HC102152,Ashperton Primary Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157161,713,HC102152,Ashperton Primary Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157162,924,HC102152,Ashperton Primary Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157163,880,HC102152,Ashperton Primary Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157164,1185,HC102152,Ashperton Primary Academy,202310,Dedicated Schools Grant,Support Services
03/01/2023,II,4106370,539.75,HC102156,D & D Network Services Ltd,202310,Schools,Supplies & Services
06/01/2023,II,4106653,719.87,HC102156,D & D Network Services Ltd,202310,Schools,Supplies & Services
06/01/2023,II,4106644,500.84,HC102156,D & D Network Services Ltd,202310,Schools,Supplies & Services
09/01/2023,II,4106725,962.73,HC102156,D & D Network Services Ltd,202310,Schools,Supplies & Services
10/01/2023,II,4107384,700.8,HC102156,D & D Network Services Ltd,202310,Schools,Supplies & Services
17/01/2023,II,4108175,968.82,HC102156,D & D Network Services Ltd,202310,Schools,Supplies & Services
20/01/2023,II,4108824,558.36,HC102156,D & D Network Services Ltd,202310,Schools,Supplies & Services
09/01/2023,II,4106725,465.22,HC102156,D & D Network Services Ltd,202310,Schools,Support Services
03/01/2023,GI,3150707,2800,HC102183,Herefordshire Marches Federation-Kings Caple,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156453,452.25,HC102183,Herefordshire Marches Federation-Kings Caple,202310,Dedicated Schools Grant,Support Services
23/01/2023,II,4109003,1263.8,HC102354,Ledbury Rugby Football Club Ltd,202310,Talk Community Programme,Transfer Payments
31/01/2023,GI,3161710,853.34,HC102369,Madley Primary School Imprest A/C,202310,Schools,Supplies & Services
09/01/2023,II,4106907,2133.12,HC102444,Aurora Managed Services Ltd,202310,Schools,Supplies & Services
18/01/2023,II,4108436,1212.33,HC102444,Aurora Managed Services Ltd,202310,Schools,Supplies & Services
23/01/2023,II,4109091,1015.48,HC102444,Aurora Managed Services Ltd,202310,Schools,Supplies & Services
06/01/2023,II,4106817,21379.7,HC102464,Environment Agency,202310,"Finance, Legal & Governance",Third Party Payments
04/01/2023,GI,3151421,1706.41,HC102478,Dore Community Transport,202310,Highways & Transport,Supplies & Services
24/01/2023,GI,3157996,1146,HC102505,Down On The Farm,202310,Dedicated Schools Grant,Transfer Payments
05/01/2023,GI,3151756,1645,HC102524,Brockhampton Primary School (Academy),202310,Commissioned Services,Support Services
03/01/2023,GI,3150713,450,HC102524,Brockhampton Primary School (Academy),202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156425,452.25,HC102524,Brockhampton Primary School (Academy),202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156846,514,HC102524,Brockhampton Primary School (Academy),202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156890,514,HC102524,Brockhampton Primary School (Academy),202310,Dedicated Schools Grant,Support Services
05/01/2023,II,4106485,2591,HC102543,Dr M Hayes &  Dr E Wessels,202310,"Finance, Legal & Governance",Supplies & Services
30/01/2023,II,4109725,1462.25,HC102580,Redacted,202310,Schools,Employees
16/01/2023,II,4107858,480,HC102584,Drain Clear,202310,Schools,Premises-Related Expenditure
20/01/2023,II,4108732,9337.72,HC102595,DRM (Bromyard) Ltd,202310,Highways & Transport,Third Party Payments
20/01/2023,II,4108762,1350,HC102595,DRM (Bromyard) Ltd,202310,Highways & Transport,Third Party Payments
02/01/2023,II,4105790,1946.52,HC102595,DRM (Bromyard) Ltd,202310,Highways & Transport,Transport-Related Expenditure
30/01/2023,II,4109646,1000,HC102747,Redacted,202310,"Finance, Legal & Governance",Supplies & Services
30/01/2023,II,4109647,3751,HC102747,Redacted,202310,"Finance, Legal & Governance",Third Party Payments
12/01/2023,II,4107666,585,HC102749,Edutech Solutions Ltd,202310,Schools,Supplies & Services
19/01/2023,II,4108558,520,HC102749,Edutech Solutions Ltd,202310,Schools,Supplies & Services
12/01/2023,II,4107669,2450,HC102749,Edutech Solutions Ltd,202310,Schools,Support Services
05/01/2023,II,4104348,4542.63,HC102749,Edutech Solutions Ltd,202310,Schools Devolved Capital,Capital Expenditure
11/01/2023,II,4107471,3900,HC102761,Edwards Tree Services Ltd,202310,Schools,Premises-Related Expenditure
25/01/2023,II,4109291,4687.18,HC102778,Zurich Municipal,202310,Schools,Premises-Related Expenditure
25/01/2023,II,4109207,14505.86,HC102778,Zurich Municipal,202310,Schools,Premises-Related Expenditure
25/01/2023,II,4108919,2343.6,HC102778,Zurich Municipal,202310,Schools,Premises-Related Expenditure
27/01/2023,II,4109372,2545.21,HC102778,Zurich Municipal,202310,Schools,Premises-Related Expenditure
30/01/2023,II,4109530,3150.07,HC102778,Zurich Municipal,202310,Schools,Premises-Related Expenditure
30/01/2023,II,4109508,5241.58,HC102778,Zurich Municipal,202310,Schools,Premises-Related Expenditure
30/01/2023,II,4109531,2393.99,HC102778,Zurich Municipal,202310,Schools,Premises-Related Expenditure
20/01/2023,II,4108777,9500.41,HC102778,Zurich Municipal,202310,Schools,Supplies & Services
25/01/2023,II,4109309,3150.03,HC102778,Zurich Municipal,202310,Schools,Supplies & Services
29/01/2023,II,4109630,5292.01,HC102778,Zurich Municipal,202310,Schools,Supplies & Services
30/01/2023,II,4109701,5392.76,HC102778,Zurich Municipal,202310,Schools,Supplies & Services
30/01/2023,II,4109518,1763.99,HC102778,Zurich Municipal,202310,Schools,Supplies & Services
23/01/2023,II,4108963,6652.81,HC102778,Zurich Municipal,202310,Schools,Support Services
23/01/2023,II,4109067,4579.39,HC102778,Zurich Municipal,202310,Schools,Support Services
02/01/2023,II,4106302,500,HC102908,Environmental Management Solutions Ltd,202310,Schools,Premises-Related Expenditure
23/01/2023,II,4109033,499,HC102949,Eteach UK Ltd,202310,Schools,Employees
06/01/2023,II,4106749,660,HC102982,Redacted,202310,Schools,Supplies & Services
23/01/2023,II,4108933,790,HC102982,Redacted,202310,Schools,Supplies & Services
19/01/2023,II,4108580,450.4,HC103009,Experian Ltd,202310,Regulatory & Technical Services,Supplies & Services
10/01/2023,II,4107288,472.63,HC103019,Huws Gray,202310,Schools,Premises-Related Expenditure
18/01/2023,II,4108144,541.54,HC103027,Facultatieve Technologies Limited,202310,Property Services,Premises-Related Expenditure
31/01/2023,II,4109763,989.43,HC103069,Platform Housing Limited,202310,Commissioned Services,Supplies & Services
10/01/2023,II,4107185,3448.08,HC103144,Fcc Environment Services (uk) Ltd,202310,Highways & Transport,Third Party Payments
10/01/2023,II,4107292,1912.21,HC103144,Fcc Environment Services (uk) Ltd,202310,Highways & Transport,Third Party Payments
23/01/2023,II,4109093,412005.74,HC103144,Fcc Environment Services (uk) Ltd,202310,Highways & Transport,Third Party Payments
25/01/2023,II,4109302,12338.8,HC103170,Forest Of Dean District Council,202310,Highways & Transport,Support Services
10/01/2023,II,4106782,2000,HC103207,Foxley Group Parish Council,202310,Highways & Transport,Third Party Payments
24/01/2023,GI,3157993,5616.5,HC103251,Spring Gate Nursery School,202310,Dedicated Schools Grant,Transfer Payments
03/01/2023,II,4106355,7100.1,HC103268,G B Electrical And Building Services Ltd,202310,Community Wellbeing Delivery Board,Capital Expenditure
24/01/2023,II,4109257,598,HC103268,G B Electrical And Building Services Ltd,202310,Education and Commissioning,Supplies & Services
24/01/2023,II,4109258,2574,HC103268,G B Electrical And Building Services Ltd,202310,Education and Commissioning,Supplies & Services
12/01/2023,II,4107294,448.89,HC103280,G E Bright Electrical Ltd,202310,Schools,Premises-Related Expenditure
24/01/2023,GI,3157966,543,HC103335,CLOSED -Garway Pre-School,202310,Dedicated Schools Grant,Transfer Payments
24/01/2023,GI,3157967,1422,HC103345,Gateway (Education & Childcare) Trust Ltd,202310,Dedicated Schools Grant,Transfer Payments
17/01/2023,GI,3155415,1096.66,HC103461,Gloucestershire County Council,202310,Commissioned Services,Support Services
23/01/2023,GI,3157160,600,HC103461,Gloucestershire County Council,202310,Dedicated Schools Grant,Support Services
09/01/2023,II,4106961,1135.39,HC103461,Gloucestershire County Council,202310,People & Performance,Supplies & Services
10/01/2023,II,4107169,1200.29,HC103461,Gloucestershire County Council,202310,People & Performance,Supplies & Services
06/01/2023,II,4106481,956.96,HC103526,Gough Bailey Wright,202310,Planning & Development Control,Supplies & Services
06/01/2023,II,4106482,921.92,HC103526,Gough Bailey Wright,202310,Planning & Development Control,Supplies & Services
19/01/2023,II,4108277,1061.06,HC103526,Gough Bailey Wright,202310,Planning & Development Control,Supplies & Services
26/01/2023,II,4109212,714.71,HC103526,Gough Bailey Wright,202310,Planning & Development Control,Supplies & Services
20/01/2023,II,4106623,1094.27,HC103552,GL Education Group Ltd,202310,Commissioned Services,Supplies & Services
05/01/2023,II,4104735,700,HC103585,WF Education Group Ltd,202310,Schools,Supplies & Services
23/01/2023,II,4109071,677.63,HC103613,Gwent Wildlife Trust,202310,Highways & Transport,Transfer Payments
12/01/2023,GI,3154820,781.08,HC103627,H C Westfield School Imprest,202310,Schools,Supplies & Services
27/01/2023,GI,3161087,41491.25,HC103660,Halo Leisure Services Ltd,202310,Holding Codes,Holding Codes
03/01/2023,II,4106376,940.38,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
05/01/2023,II,4106593,483.9,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
06/01/2023,II,4106845,483.9,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
09/01/2023,II,4106991,1271.16,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
09/01/2023,II,4107052,483.9,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
10/01/2023,II,4107141,483.9,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
10/01/2023,II,4107201,842.16,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
11/01/2023,II,4107516,483.9,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
13/01/2023,II,4107713,483.9,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
13/01/2023,II,4107832,671.7,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
16/01/2023,II,4108091,967.8,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
20/01/2023,II,4108687,483.9,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
20/01/2023,II,4108709,895.5,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
20/01/2023,II,4108857,483.9,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
20/01/2023,II,4108884,967.8,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
23/01/2023,II,4108935,1478.14,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
24/01/2023,II,4109148,806.04,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
25/01/2023,II,4109283,483.9,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
30/01/2023,II,4109582,738.87,HC103660,Halo Leisure Services Ltd,202310,Schools,Premises-Related Expenditure
27/01/2023,II,4109403,432.6,HC103681,Hanna Instruments Ltd,202310,Sustainable Living Programme Board,Capital Expenditure
20/01/2023,II,4108833,567,HC103698,Harpercollins Publishers,202310,Schools,Supplies & Services
20/01/2023,GI,3157028,960.96,HC103706,Hartpury College,202310,Dedicated Schools Grant,Support Services
27/01/2023,II,4109364,8933.98,HC103808,Granicus Firmstep Ltd,202310,People & Performance,Supplies & Services
09/01/2023,II,4106922,4268,HC103827,Herdman Coaches Ltd,202310,Highways & Transport,Transport-Related Expenditure
09/01/2023,II,4106923,6314,HC103827,Herdman Coaches Ltd,202310,Highways & Transport,Transport-Related Expenditure
09/01/2023,II,4106924,3234,HC103827,Herdman Coaches Ltd,202310,Highways & Transport,Transport-Related Expenditure
09/01/2023,II,4106925,3608,HC103827,Herdman Coaches Ltd,202310,Highways & Transport,Transport-Related Expenditure
09/01/2023,II,4106926,2328,HC103827,Herdman Coaches Ltd,202310,Highways & Transport,Transport-Related Expenditure
09/01/2023,II,4106927,1764,HC103827,Herdman Coaches Ltd,202310,Highways & Transport,Transport-Related Expenditure
09/01/2023,II,4106928,3444,HC103827,Herdman Coaches Ltd,202310,Highways & Transport,Transport-Related Expenditure
09/01/2023,II,4106930,1968,HC103827,Herdman Coaches Ltd,202310,Highways & Transport,Transport-Related Expenditure
10/01/2023,II,4107339,900,HC103827,Herdman Coaches Ltd,202310,Schools,Transport-Related Expenditure
05/01/2023,II,4106579,634058.21,HC103831,Hereford & Worc Fire & Rescue Service,202310,Collection Fund,Collection Fund Accounts
23/01/2023,II,4109083,19667,HC103831,Hereford & Worc Fire & Rescue Service,202310,Collection Fund,Collection Fund Accounts
12/01/2023,II,4107700,35000,HC103850,Hereford City Council,202310,Holding Codes,Holding Codes
16/01/2023,GI,3155251,1318.4,HC103854,Hereford College Of Arts,202310,"Finance, Legal & Governance",Supplies & Services
16/01/2023,II,4108047,111817.38,HC103869,Wye Valley NHS Trust,202310,Capital Planning Delivery Board,Capital Expenditure
05/01/2023,II,4105174,19268.5,HC103869,Wye Valley NHS Trust,202310,Central Childrens Directorate Costs,Third Party Payments
03/01/2023,II,4105172,5309,HC103869,Wye Valley NHS Trust,202310,Public Health,Supplies & Services
27/01/2023,II,4109430,213152.98,HC103869,Wye Valley NHS Trust,202310,Public Health,Supplies & Services
27/01/2023,II,4106449,22575.08,HC103869,Wye Valley NHS Trust,202310,Public Health,Supplies & Services
03/01/2023,II,4105650,207843.98,HC103869,Wye Valley NHS Trust,202310,Public Health,Third Party Payments
13/01/2023,II,4107167,1652.65,HC103878,Hereford Military Club,202310,Highways & Transport,Support Services
03/01/2023,II,4106352,2196.99,HC103879,Hereford Mobility Centre,202310,Community Wellbeing Delivery Board,Capital Expenditure
20/01/2023,II,4108911,2115,HC103879,Hereford Mobility Centre,202310,Community Wellbeing Delivery Board,Capital Expenditure
03/01/2023,II,4106348,1655.33,HC103888,Hereford Pedicabs Ltd,202310,Cultural Services,Supplies & Services
16/01/2023,GI,3155287,1350,HC103935,Herefordshire & Ludlow College,202310,Commissioned Services,Supplies & Services
24/01/2023,GI,3157968,925.5,HC103936,Herefordshire College Of Technology Nursery,202310,Dedicated Schools Grant,Transfer Payments
16/01/2023,II,4108119,7291,HC103952,Herefordshire Group Training Assoc Ltd,202310,"Finance, Legal & Governance",Premises-Related Expenditure
16/01/2023,II,4107962,3195,HC103952,Herefordshire Group Training Assoc Ltd,202310,"Finance, Legal & Governance",Supplies & Services
10/01/2023,II,4107367,12258,HC103959,Connexus Homes Ltd,202310,Commissioned Services,Supplies & Services
31/01/2023,II,4109761,767.06,HC103959,Connexus Homes Ltd,202310,Commissioned Services,Supplies & Services
31/01/2023,II,4109762,706.5,HC103959,Connexus Homes Ltd,202310,Commissioned Services,Supplies & Services
06/01/2023,II,4106685,3666.67,HC103959,Connexus Homes Ltd,202310,Director and Management,Third Party Payments
12/01/2023,II,4107215,17441.17,HC103967,Herefordshire Mind,202310,Mental Health,Third Party Payments
24/01/2023,II,4109165,9583,HC103981,Herefordshire Vision Links,202310,Commissioned Services,Supplies & Services
26/01/2023,II,4109367,9583,HC103981,Herefordshire Vision Links,202310,Commissioned Services,Supplies & Services
27/01/2023,II,4109472,631.17,HC103981,Herefordshire Vision Links,202310,Commissioned Services,Supplies & Services
27/01/2023,II,4109473,846.95,HC103981,Herefordshire Vision Links,202310,Commissioned Services,Supplies & Services
30/01/2023,II,4109532,1285.63,HC103981,Herefordshire Vision Links,202310,Commissioned Services,Supplies & Services
20/01/2023,II,4108864,23532.92,HC103982,HVOSS,202310,Commissioned Services,Transfer Payments
26/01/2023,II,4109384,109860.49,HC103982,HVOSS,202310,Economic Growth,Transfer Payments
04/01/2023,GI,3151423,2281.29,HC103982,HVOSS,202310,Highways & Transport,Supplies & Services
18/01/2023,II,4108257,31333.32,HC103982,HVOSS,202310,Talk Community Programme,Third Party Payments
18/01/2023,II,4108258,7833.33,HC103982,HVOSS,202310,Talk Community Programme,Third Party Payments
30/01/2023,II,4109605,2347.44,HC104015,High Town Radio Taxi Group,202310,Education and Commissioning,Transport-Related Expenditure
30/01/2023,II,4109606,900,HC104015,High Town Radio Taxi Group,202310,Education and Commissioning,Transport-Related Expenditure
06/01/2023,II,4106630,705.94,HC104018,Highground Maintenance Limited,202310,Schools,Premises-Related Expenditure
20/01/2023,II,4108711,511.38,HC104018,Highground Maintenance Limited,202310,Schools,Premises-Related Expenditure
20/01/2023,II,4108564,436.3,HC104018,Highground Maintenance Limited,202310,Schools,Premises-Related Expenditure
24/01/2023,GI,3157969,904.5,HC104019,Highmore Hedgehogs Preschool,202310,Dedicated Schools Grant,Transfer Payments
04/01/2023,II,4106433,540,HC104041,Hinton Community Association Ltd,202310,Safeguarding and Family Support,Premises-Related Expenditure
04/01/2023,II,4106434,540,HC104041,Hinton Community Association Ltd,202310,Safeguarding and Family Support,Premises-Related Expenditure
04/01/2023,II,4106413,422.5,HC104055,HM Courts & Tribunals Service,202310,Corporate,Supplies & Services
24/01/2023,GI,3157970,2056,HC104082,Holmer Pre School,202310,Dedicated Schools Grant,Transfer Payments
09/01/2023,II,4106957,16500,HC104088,Home Start Herefordshire,202310,Central Childrens Directorate Costs,Third Party Payments
13/01/2023,II,4107586,2310.95,HC104097,Hope For Children & Their Families Ltd,202310,Property Services,Premises-Related Expenditure
24/01/2023,GI,3157972,4388.5,HC104145,Hunderton Neighbourhood Nursery,202310,Dedicated Schools Grant,Transfer Payments
31/01/2023,II,4109869,20983.91,HC104195,Idox Software Ltd,202310,"Finance, Legal & Governance",Supplies & Services
