Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,01/08/2023,601499460,668.82,0.00,668.82,Redacted Data,Service Reform (Corp Bus & Transform),Money in Possession
Salford City Council,01/08/2023,6003748561,502.40,0.00,502.40,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748873,533.28,0.00,533.28,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,01/08/2023,6003748482,592.80,0.00,592.80,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748495,608.00,0.00,608.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748455,621.00,0.00,621.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748558,650.40,0.00,650.40,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748728,653.48,0.00,653.48,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,01/08/2023,6003748525,801.50,0.00,801.50,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748882,816.84,0.00,816.84,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,01/08/2023,6003748514,817.74,0.00,817.74,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748731,879.68,0.00,879.68,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,01/08/2023,6003748511,896.40,0.00,896.40,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748476,910.00,0.00,910.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748517,976.80,0.00,976.80,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748446,1136.20,0.00,1136.20,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748923,1143.72,0.00,1143.72,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,01/08/2023,6003748472,1176.00,0.00,1176.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748911,1323.92,0.00,1323.92,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,01/08/2023,6003748504,1450.40,0.00,1450.40,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748480,1648.64,0.00,1648.64,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748783,1684.44,0.00,1684.44,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,01/08/2023,6003748508,1736.00,0.00,1736.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748451,1919.00,0.00,1919.00,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748533,2633.84,0.00,2633.84,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748816,2694.52,0.00,2694.52,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,01/08/2023,6003748835,3662.44,0.00,3662.44,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,01/08/2023,6003748833,6317.68,0.00,6317.68,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,01/08/2023,6003748542,25515.18,0.00,25515.18,Redacted Data,People (Childrens) Service Group,Payment to social care clients
Salford City Council,01/08/2023,6003748523,504.60,0.00,504.60,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748563,510.00,0.00,510.00,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748507,588.20,0.00,588.20,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748575,840.00,0.00,840.00,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748544,843.20,0.00,843.20,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748534,870.20,0.00,870.20,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748570,870.20,0.00,870.20,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748515,911.10,0.00,911.10,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748484,1007.60,0.00,1007.60,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748481,1215.00,0.00,1215.00,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748497,1298.35,0.00,1298.35,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748477,1333.64,0.00,1333.64,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748474,1780.20,0.00,1780.20,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,6003748489,2525.80,0.00,2525.80,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,01/08/2023,1600715135,136356.50,0.00,136356.50,Salford Royal Nhs Foundation Trust,People (Childrens) Service Group,Payments to Agencies
Salford City Council,01/08/2023,1600715699,8029.34,0.00,8029.34,Salvation Army Housing Association,People (Adults) - CHSC,Payments to Agencies
Salford City Council,01/08/2023,1600715700,8029.34,0.00,8029.34,Salvation Army Housing Association,People (Adults) - CHSC,Payments to Agencies
Salford City Council,01/08/2023,1600715701,8029.34,0.00,8029.34,Salvation Army Housing Association,People (Adults) - CHSC,Payments to Agencies
Salford City Council,01/08/2023,6003748846,33919.76,0.00,33919.76,Skolak Homes Ltd,People (Adults) - CHSC,Nursing Home
Salford City Council,01/08/2023,1600715694,5586.56,0.00,5586.56,St Teresa's Treehouse Ltd,People (Adults) - CHSC,Grants
Salford City Council,01/08/2023,601499520,4278.00,0.00,4278.00,Start In  Salford,People (Adults) - CHSC,Payments to Agencies
Salford City Council,01/08/2023,6003749761,3250.00,0.00,3250.00,Sumup *Lmac Roofing Ltd,People (Adults) - CHSC,General Repairs
Salford City Council,01/08/2023,6003749816,640.00,0.00,640.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,01/08/2023,6003749801,850.00,0.00,850.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,01/08/2023,6003748573,22624.11,0.00,22624.11,T/A Sage Care Ltd,People (Adults) - CHSC,Supported Tenancies
Salford City Council,01/08/2023,6003748708,74324.75,0.00,74324.75,The Broughtons Residential Home,People (Adults) - CHSC,Residential Care Home external funding
Salford City Council,01/08/2023,601499443,120000.00,20000.00,100000.00,The Lowry Centre Trust,Place Directorate,Marketing & Publicity
Salford City Council,01/08/2023,6003748720,228439.21,0.00,228439.21,The Willows Nursing Home,People (Adults) - CHSC,Nursing Home
Salford City Council,01/08/2023,601499507,712.80,118.80,594.00,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,01/08/2023,601499506,1320.00,220.00,1100.00,Time Recruitment Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,01/08/2023,601499442,83529.60,13921.60,69608.00,Virgin Media Business,Service Reform (Corp Bus & Transform),Lease line rentals
Salford City Council,01/08/2023,601499438,5459.36,909.89,4549.47,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax Machines
Salford City Council,01/08/2023,601499437,5734.28,955.71,4778.57,Virgin Media Business,Service Reform (Corp Bus & Transform),Telephones & Fax Machines
Salford City Council,01/08/2023,6003748622,128812.61,0.00,128812.61,Wcg Fountains Ltd,People (Adults) - CHSC,Nursing Home
Salford City Council,01/08/2023,1600715696,1260.00,0.00,1260.00,Whatsay? English Language Centre,People (Childrens) Service Group,Sub Contractors
Salford City Council,01/08/2023,1600715698,583.20,97.20,486.00,Working Office Wonders Ltd,People (Childrens) Service Group,Other Professional Fees
Salford City Council,01/08/2023,6003749833,1290.39,215.07,1075.32,Www.Paper.Co.Uk,Service Reform (Corp Bus & Transform),Stationery
Salford City Council,02/08/2023,1600715761,540.00,0.00,540.00,Alcedo Orange Limited,People (Childrens) Service Group,Payments to Agencies
Salford City Council,02/08/2023,1600715765,672.00,0.00,672.00,Alcedo Orange Limited,People (Childrens) Service Group,Payments to Agencies
Salford City Council,02/08/2023,1600715802,574.20,95.70,478.50,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,02/08/2023,601499684,822940.40,39641.15,783299.25,Aspire Intelligent Care & Support,People (Adults) - CHSC,Aspire management fee
Salford City Council,02/08/2023,6003749941,700.00,0.00,700.00,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,02/08/2023,6003749945,770.00,0.00,770.00,Barton Huxley Management,People (Adults) - CHSC,Staff Travel
Salford City Council,02/08/2023,601499539,596.36,0.00,596.36,Bidfresh T/A R Noone & Son,Place Directorate,Food and refreshments
Salford City Council,02/08/2023,601499540,616.99,0.00,616.99,Bidfresh T/A R Noone & Son,Place Directorate,Food and refreshments
Salford City Council,02/08/2023,6003749979,914.07,0.00,914.07,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,02/08/2023,6003749902,783.16,0.00,783.16,Chicken Joes Ltd,Place Directorate,Food and refreshments
Salford City Council,02/08/2023,601499682,1037.52,172.92,864.60,Core Teachers,People (Childrens) Service Group,Agency Fees
Salford City Council,02/08/2023,601499627,766.00,0.00,766.00,Department For Work & Pensions,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,02/08/2023,1600715606,601.20,100.20,501.00,Event-X Ltd,Place Directorate,Staff Travel
Salford City Council,02/08/2023,601499544,1310.40,218.40,1092.00,Forbes Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,02/08/2023,601499545,2204.20,350.70,1853.50,Forbes Solicitors,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,02/08/2023,1600715753,31609.91,5268.32,26341.59,Helping Hands Minor Repairs Service,Capital Expenditure,Other Works
Salford City Council,02/08/2023,6003749896,1109.19,0.00,1109.19,Hn Nuttall Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,02/08/2023,1600715771,1300.00,0.00,1300.00,Horticon Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,02/08/2023,1600715669,1608.00,268.00,1340.00,Housing Systems Ltd,People (Adults) - CHSC,Training expenses
Salford City Council,02/08/2023,1600715733,1530.00,255.00,1275.00,Images&Co Ltd,Service Reform (Corp Bus & Transform),Hire of Facilities
Salford City Council,02/08/2023,1600715716,1532.40,255.40,1277.00,Insight Direct (Uk) Ltd,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,02/08/2023,1600715768,1295.17,215.86,1079.31,J Fletcher Engineers Ltd,Place Directorate,UV Heating Repairs
Salford City Council,02/08/2023,601499674,586.80,97.80,489.00,Premier Education,People (Childrens) Service Group,Agency Fees
Salford City Council,02/08/2023,1600715752,790.80,131.80,659.00,R H Smith Engineering Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,02/08/2023,1600715751,990.00,165.00,825.00,R H Smith Engineering Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,02/08/2023,601499675,998.70,166.45,832.25,Randstad Solutions Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,02/08/2023,1600715744,3000.00,0.00,3000.00,Redacted Data,People (Childrens) Service Group,Equipment Purchase
Salford City Council,02/08/2023,1600715725,925.56,154.26,771.30,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees
Salford City Council,02/08/2023,601499681,521.96,86.99,434.97,Rtriibe,People (Childrens) Service Group,Agency Fees
Salford City Council,02/08/2023,601499550,31089.65,5181.61,25908.04,Schofield & Sons Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,02/08/2023,1600715777,2520.00,420.00,2100.00,Shinevision Ltd,Place Directorate,Programme Maintenance & Works
Salford City Council,02/08/2023,1600715717,3631.04,0.00,3631.04,St Teresa's Treehouse Ltd,People (Adults) - CHSC,Grants
Salford City Council,02/08/2023,1600715757,4635.60,772.60,3863.00,Stannah Stairlifts Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,02/08/2023,1600715766,7752.00,1292.00,6460.00,Stannah Stairlifts Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,02/08/2023,6003749904,650.00,0.00,650.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,02/08/2023,6003749970,950.00,0.00,950.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,02/08/2023,6003749913,1024.00,0.00,1024.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,02/08/2023,6003749963,1024.00,0.00,1024.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,02/08/2023,1600715134,5994.00,999.00,4995.00,Systemslink 2000 Ltd,Place Directorate,Energy Conservation
Salford City Council,02/08/2023,601499673,634.66,105.78,528.88,T/A Axcis Education Recruitment,People (Childrens) Service Group,Agency Fees
Salford City Council,02/08/2023,1600715746,921.12,153.52,767.60,T/A Tudor Environmental,Place Directorate,Equipment Purchase
Salford City Council,02/08/2023,601499679,555.73,92.62,463.11,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,02/08/2023,601499676,740.98,123.50,617.48,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,02/08/2023,601499677,740.98,123.50,617.48,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,02/08/2023,601499678,740.98,123.50,617.48,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,02/08/2023,1600715731,2397.50,0.00,2397.50,Teamsport Coaching,People (Adults) - CHSC,Grants
Salford City Council,02/08/2023,1600715730,9590.00,0.00,9590.00,Teamsport Coaching,People (Adults) - CHSC,Grants
Salford City Council,02/08/2023,601499546,14202.59,0.00,14202.59,The Albion Academy,Place Directorate,Electricity
Salford City Council,02/08/2023,601499551,6750.00,0.00,6750.00,The Citywall Project Community,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,02/08/2023,1600715743,5352.09,0.00,5352.09,The Endorphins Group,People (Childrens) Service Group,Payments to Agencies
Salford City Council,02/08/2023,1600715755,786.00,131.00,655.00,Thinkproject Uk Limited,Capital Expenditure,Other Works
Salford City Council,03/08/2023,1600715840,8857.55,1476.26,7381.29,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,03/08/2023,601499695,105919.66,17653.28,88266.38,Amas Ltd Jones Lang Lasalle,Place Directorate,Rechargeable Repairs & Maintenance
Salford City Council,03/08/2023,601499726,1500.00,0.00,1500.00,Ashley Property Services,People (Adults) - CHSC,Rents
Salford City Council,03/08/2023,1600715843,3750.00,0.00,3750.00,Autistic Society Gtr Manchester Are,People (Childrens) Service Group,Payments to Agencies
Salford City Council,03/08/2023,601499712,622.70,0.00,622.70,Beltodam Ltd T/A Early Learning,People (Childrens) Service Group,Payments to Agencies
Salford City Council,03/08/2023,1600714126,2736.00,456.00,2280.00,Bloom Procurement Services Ltd,Place Directorate,Contract Hire
Salford City Council,03/08/2023,601499736,529.97,18.58,511.39,Brake Bros Ltd,People (Childrens) Service Group,Food and refreshments
Salford City Council,03/08/2023,601499696,540.79,8.47,532.32,Brake Bros Ltd,People (Childrens) Service Group,Food and refreshments
Salford City Council,03/08/2023,1600715846,711.00,118.50,592.50,Bunzl Uk Ltd,Place Directorate,Materials
Salford City Council,03/08/2023,1600715822,504.00,84.00,420.00,Ci Electrics Ltd,People (Childrens) Service Group,non -UV Building Repairs & Maintenance
Salford City Council,03/08/2023,1600715817,3000.00,500.00,2500.00,Cia Fire & Security Limited,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,03/08/2023,601499711,2484.00,0.00,2484.00,Clk Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,03/08/2023,6003750874,2112.65,0.00,2112.65,Creamline Dairies Red Ban,Place Directorate,Food and refreshments
Salford City Council,03/08/2023,601499721,766.00,0.00,766.00,Department For Work & Pensions,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,03/08/2023,6003750838,2002.00,0.00,2002.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/08/2023,6003750862,3503.50,0.00,3503.50,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/08/2023,1600715824,1714.32,285.72,1428.60,Entre-Prises Uk Ltd,People (Childrens) Service Group,Equipment Repair
Salford City Council,03/08/2023,601499708,6792.40,847.40,5945.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/08/2023,601499709,8983.20,1273.20,7710.00,G & A Taylor Hotels Ltd,People (Adults) - CHSC,Rents
Salford City Council,03/08/2023,1600715818,1026.00,0.00,1026.00,Galloways Printers Ltd,Capital Expenditure,External Fees - Other
Salford City Council,03/08/2023,601499706,2340.00,390.00,1950.00,George Parish & Sons Ltd,Place Directorate,Refuse Disposal
Salford City Council,03/08/2023,601499692,4871.33,0.00,4871.33,Granville Francis & Alfred Street,Capital Expenditure,Other Works
Salford City Council,03/08/2023,601499702,20250.00,0.00,20250.00,Inspiring Communities Together,Place Directorate,Grants
Salford City Council,03/08/2023,6003751215,590.32,12.87,577.45,K'S Chemist,Public Health,Payments to Agencies
Salford City Council,03/08/2023,1600715860,688.09,105.52,582.57,Lightoaks Garage Ltd,Place Directorate,VMS Materials (Non Stock)
Salford City Council,03/08/2023,6003751218,760.62,16.46,744.16,Lloyds Pharmacy Ltd-Pendleton Gatew,Public Health,Payments to Agencies
Salford City Council,03/08/2023,601499694,2420.00,0.00,2420.00,Mancunian Way,Place Directorate,Payments to Voluntary Organisations
Salford City Council,03/08/2023,601499710,828.00,0.00,828.00,Mojo-Out Of School Club,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,03/08/2023,1600714754,507731.40,84621.90,423109.50,P Casey & Co Ltd,Capital Expenditure,External Fees - Other
Salford City Council,03/08/2023,1600715806,1000.00,0.00,1000.00,Patricroft Community Group Cic,People (Childrens) Service Group,Equipment Purchase
Salford City Council,03/08/2023,601499722,507.60,84.60,423.00,Psi (Resources) Limited,Place Directorate,delegated kitchen formula
Salford City Council,03/08/2023,1600715580,1956.00,326.00,1630.00,Ramboll Uk Ltd,Place Directorate,Other Professional Fees
Salford City Council,03/08/2023,6003749985,934.80,0.00,934.80,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,03/08/2023,601499703,3926.04,0.00,3926.04,Redacted Data,People (Adults) - CHSC,Rental Bonds
Salford City Council,03/08/2023,6003750515,610.30,0.00,610.30,Redacted Data,People (Childrens) Service Group,Residence order/Custodianship
Salford City Council,03/08/2023,6003749976,1321.50,0.00,1321.50,Redacted Data,People (Adults) - CHSC,Residents Personal Allowances - Private Sector
Salford City Council,03/08/2023,1600715809,1000.00,0.00,1000.00,Redacted Data,People (Childrens) Service Group,Sub Contractors
Salford City Council,03/08/2023,6003751214,661.37,12.92,648.45,S&D Healthpharm Ltd T/A Clarnedon P,Public Health,Payments to Agencies
Salford City Council,03/08/2023,601499701,1525.01,0.00,1525.01,Salford Community Leisure Ltd,Place Directorate,Payments to Voluntary Organisations
Salford City Council,03/08/2023,601499717,7702.00,0.00,7702.00,Slater Gordon Solutions Legal,Service Reform (Corp Bus & Transform),Provision for Liability Insurance
Salford City Council,03/08/2023,6003750832,650.00,0.00,650.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,03/08/2023,6003750851,950.00,0.00,950.00,Suresolutionsgroupltd,People (Adults) - CHSC,General Repairs
Salford City Council,03/08/2023,601499714,740.98,123.50,617.48,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,03/08/2023,601499713,926.22,154.37,771.85,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,03/08/2023,601499715,926.22,154.37,771.85,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,03/08/2023,601499716,926.22,154.37,771.85,Teaching Personnel Ltd,People (Childrens) Service Group,Agency Fees
Salford City Council,04/08/2023,1600715900,547.20,91.20,456.00,A  Venning Ltd,Capital Expenditure,Works & Building
Salford City Council,04/08/2023,1600715390,16789.20,2798.20,13991.00,Access Sport Bmx Cic,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,04/08/2023,6003751411,5242.80,0.00,5242.80,Age Concern Salford T/A Age Uk Salf,People (Adults) - CHSC,Day Care
Salford City Council,04/08/2023,1600715901,2724.00,454.00,2270.00,Apem Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,04/08/2023,1600715891,2064.00,344.00,1720.00,Arboricultural Services Treework Ltd,Place Directorate,Contractors
Salford City Council,04/08/2023,1600715571,2736.00,456.00,2280.00,Bloom Procurement Services Ltd,Place Directorate,Contract Hire
Salford City Council,04/08/2023,1600715896,6320.53,968.96,5351.57,Bradshaw International,Capital Expenditure,Works & Building
Salford City Council,04/08/2023,1600715281,17373.60,2895.60,14478.00,Broxap Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,04/08/2023,1600715389,40521.43,0.00,40521.43,Cambian Childcare Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,04/08/2023,6003751420,13946.95,0.00,13946.95,Care Direct Salford Ltd,People (Adults) - CHSC,Day Care
Salford City Council,04/08/2023,1600715260,-25303.87,-4217.31,-21086.56,Causeway Technologies Ltd,Place Directorate,Computer Software (no annual fee)
Salford City Council,04/08/2023,1600715252,43158.47,7193.08,35965.39,Causeway Technologies Ltd,Place Directorate,Computer Software (no annual fee)
Salford City Council,04/08/2023,1600715259,43158.47,7193.08,35965.39,Causeway Technologies Ltd,Place Directorate,Computer Software (no annual fee)
Salford City Council,04/08/2023,601499822,3011.00,0.00,3011.00,Chatsworth High School & Community,Place Directorate,Payments to Voluntary Organisations
Salford City Council,04/08/2023,1600715903,3000.00,500.00,2500.00,Cia Fire & Security Limited,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,04/08/2023,1600715913,630.00,105.00,525.00,City Sitemix Concrete Ltd,Place Directorate,Materials
Salford City Council,04/08/2023,1600715862,5223.32,870.55,4352.77,Glantus Uk Ltd,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,04/08/2023,1600715872,4561.20,760.20,3801.00,Granart Memorials,Place Directorate,General Resaleable Items
Salford City Council,04/08/2023,601499820,66547.25,0.00,66547.25,Homes England,Capital Expenditure,External Fees - Other
Salford City Council,04/08/2023,601499816,80918.10,13486.35,67431.75,Jones Lang Lasalle Ltd,Place Directorate,Other Professional Fees
Salford City Council,04/08/2023,1600715347,10800.00,1800.00,9000.00,Kdb Services Ltd,Capital Expenditure,Improvement Grants
