Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,01/05/2024,601522098,1250,0,1250,Care Chiefs,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,601522202,1320,220,1100,Cipfa Business Ltd,Resources & Transformation,Licencing
Salford City Council,01/05/2024,1600733451,5920,0,5920,Digital Advantage,People (Childrens),Pupil Assistance
Salford City Council,01/05/2024,1600733477,4864,0,4864,Disclosure & Barring Service,Resources & Transformation,Other Professional Fees
Salford City Council,01/05/2024,1600733476,520.8,86.8,434,Dna Legal,People (Childrens),Payments to Agencies
Salford City Council,01/05/2024,601522025,1368,228,1140,Dwf  Law Llp - Manchester,Capital Expenditure,External Fees - Other
Salford City Council,01/05/2024,1600733437,823.44,137.24,686.2,Fieldway Supplies Ltd,Place,UV Lighting and Fire Detection
Salford City Council,01/05/2024,601522089,600,0,600,Fledglings (Irlam) Limited,People (Childrens),Payments to Agencies
Salford City Council,01/05/2024,601522107,600,0,600,Fledglings (Irlam) Limited,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,601522012,1268.58,211.43,1057.15,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,01/05/2024,601522013,1005.87,167.65,838.22,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,01/05/2024,601522015,871.32,145.23,726.09,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,01/05/2024,601522016,621.29,103.55,517.74,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,01/05/2024,601522017,750.76,125.13,625.63,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,01/05/2024,1600733533,733,0,733,Henshaws Support Services,Resources & Transformation,Equipment Purchase
Salford City Council,01/05/2024,601522115,2089.15,0,2089.15,Ihif Limited,People (Adults),Rents
Salford City Council,01/05/2024,1600732963,686.27,114.38,571.89,Ijm Electrical Contractors Ltd,Place,UV Day to Day Repairs
Salford City Council,01/05/2024,1600733461,3990,665,3325,Inform Cpi Limited,Resources & Transformation,Computer Software (no annual fee)
Salford City Council,01/05/2024,1600733499,560.95,93.49,467.46,J. Handford & Sons Ltd,Place,Horticultural & Grounds Maintenance (not DSO)
Salford City Council,01/05/2024,601522079,910,0,910,Kidz R Us Nursery Ltd - Pendlebury,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,1600733464,2405.9,400.98,2004.92,Kingsfield It,Resources & Transformation,Computer Equipment purchase
Salford City Council,01/05/2024,1600733469,534,89,445,Larac Ltd,Place,Marketing & Publicity
Salford City Council,01/05/2024,601522080,910,0,910,Little Explorers,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,601522092,600,0,600,Manchester Jnr Girls School,People (Childrens),Payments to Agencies
Salford City Council,01/05/2024,601522109,600,0,600,Manchester Jnr Girls School,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,1600733514,600,100,500,Manchester Pride Ltd,People (Childrens),Leisure Activity
Salford City Council,01/05/2024,601522084,1250,0,1250,Mesne Lea Prestolee Mat,People (Childrens),Payments to Agencies
Salford City Council,01/05/2024,601522100,2500,0,2500,Mesne Lea Prestolee Mat,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,601522085,1000,0,1000,Mice To Meet You Playgroup Ltd,People (Childrens),Payments to Agencies
Salford City Council,01/05/2024,6003900625,750,0,750,Paypal *Phbholdi,People (Childrens),Other Professional Fees
Salford City Council,01/05/2024,1600733502,506.52,84.42,422.1,Phoenix Software Ltd,Resources & Transformation,IT  Licence Fees
Salford City Council,01/05/2024,601522026,1102.5,183.75,918.75,Property Services Mcr Ltd,People (Adults),Contractors
Salford City Council,01/05/2024,601522086,2500,0,2500,Rainbows Nursery,People (Childrens),Payments to Agencies
Salford City Council,01/05/2024,601522093,600,0,600,Rainbows Nursery,People (Childrens),Payments to Agencies
Salford City Council,01/05/2024,601522101,1000,0,1000,Rainbows Nursery,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,601522102,1250,0,1250,Rainbows Nursery,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,6003900715,3498,0,3498,Ralph Livesey Ltd,Place,Food and refreshments
Salford City Council,01/05/2024,1600733493,624,104,520,Rm Education Ltd,People (Childrens),Computer Equipment purchase
Salford City Council,01/05/2024,1600733494,9300,1550,7750,Rm Education Ltd,People (Childrens),Computer Equipment purchase
Salford City Council,01/05/2024,1600733495,2670,445,2225,Rm Education Ltd,People (Childrens),Computer Equipment purchase
Salford City Council,01/05/2024,1600733496,4020,670,3350,Rm Education Ltd,People (Childrens),Computer Equipment purchase
Salford City Council,01/05/2024,1600733503,1554,259,1295,Rm Education Ltd,People (Childrens),Computer Equipment purchase
Salford City Council,01/05/2024,1600733486,20000,0,20000,Salford Pride The Pink Picnic,Public Health,Grants
Salford City Council,01/05/2024,6003900591,836,0,836,Sq *Pownall Mcr Ltd,People (Adults),Furniture
Salford City Council,01/05/2024,6003900594,1550,0,1550,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,01/05/2024,6003900595,3000,0,3000,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,01/05/2024,6003900674,977,0,977,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,01/05/2024,6003900675,3000,0,3000,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,01/05/2024,6003900677,2143.8,0,2143.8,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,01/05/2024,1600733471,5241.6,873.6,4368,Starfish Search Ltd,Resources & Transformation,Other Professional Fees
Salford City Council,01/05/2024,1600732201,650.4,108.4,542,Style North,Place,UV Minor Decoration and Flooring
Salford City Council,01/05/2024,601522083,1000,0,1000,T/A Holyrood Day Nursery - Salford,People (Childrens),Payments to Agencies
Salford City Council,01/05/2024,1600733485,25179.32,0,25179.32,Talmud Torah Yetev Lev,People (Childrens),Release of Provision
Salford City Council,01/05/2024,601522096,600,0,600,The Link Education Trust - Wharton,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,601522112,900,0,900,The Link Education Trust - Wharton,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,1600733436,510,85,425,The Training Company,People (Childrens),Training of Others
Salford City Council,01/05/2024,601520753,501.6,83.6,418,Time Recruitment Solutions Ltd,People (Childrens),Agency Fees
Salford City Council,01/05/2024,601522094,600,0,600,Tinytots Vision Nursery Ltd,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,601522111,600,0,600,Tinytots Vision Nursery Ltd,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,1600733442,3996,666,3330,Tk Access Solutions Ltd,Capital Expenditure,Miscellaneous Grants
Salford City Council,01/05/2024,1600731514,20991.3,0,20991.3,Together Trust,People (Childrens),Payments to Agencies
Salford City Council,01/05/2024,601522193,2022,0,2022,Unlimited Potential,People (Adults),Payments to Agencies
Salford City Council,01/05/2024,1600733448,1646.45,274.41,1372.04,Whistl Uk Ltd,Resources & Transformation,Postage
Salford City Council,01/05/2024,6003900603,654.13,0,654.13,Wm Morrisons Store Pick,People (Childrens),Food and refreshments
Salford City Council,01/05/2024,601522087,1250,0,1250,Wow Kids Ltd T/A Bright Futures,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,601522088,1000,0,1000,Wow Kids Ltd T/A Bright Futures,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,601522103,1250,0,1250,Wow Kids Ltd T/A Bright Futures,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,601522104,2000,0,2000,Wow Kids Ltd T/A Bright Futures,People (Childrens),Payments to Private Providers
Salford City Council,01/05/2024,6003900609,594,0,594,Www.Adass.Org.Uk,People (Adults),Subscriptions
Salford City Council,01/05/2024,6003900652,594,0,594,Www.Adass.Org.Uk,People (Childrens),Subscriptions
Salford City Council,01/05/2024,6003900602,650,0,650,Zettle_*Kevin Booth Pa,People (Adults),Other Professional Fees
Salford City Council,02/05/2024,601522244,1600,0,1600,Adk 24Hr Building Maintenance Ltd,People (Adults),Contractors
Salford City Council,02/05/2024,1600733575,1048.68,174.78,873.9,Advanced Security Systems,Place,Building Security Equipment
Salford City Council,02/05/2024,1600733576,1086.63,181.1,905.53,Advanced Security Systems,Place,Building Security Equipment
Salford City Council,02/05/2024,1600733577,2474.38,412.39,2061.99,Advanced Security Systems,Place,Building Security Equipment
Salford City Council,02/05/2024,1600733605,8491.68,1415.28,7076.4,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,02/05/2024,1600733607,7526.5,1254.42,6272.08,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,02/05/2024,1600733609,11314.02,1885.67,9428.35,Aecom Ltd - Europe,Capital Expenditure,External Fees - Other
Salford City Council,02/05/2024,1600733554,1050.93,175.16,875.77,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,02/05/2024,1600733555,962.94,160.49,802.45,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,02/05/2024,1600733556,1049.72,174.95,874.77,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,02/05/2024,1600733557,1067.08,177.85,889.23,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,02/05/2024,1600733558,1063.21,177.2,886.01,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,02/05/2024,1600733559,1337.05,222.84,1114.21,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,02/05/2024,1600733599,2125.52,354.25,1771.27,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,02/05/2024,1600733602,2203.1,367.18,1835.92,Aggregates Industries Uk Ltd,Place,Materials
Salford City Council,02/05/2024,6003901058,757.3,0,757.3,Amazon* 204-7826691-58,People (Adults),Food and refreshments
Salford City Council,02/05/2024,601522271,600,0,600,Big Steps Playgroup,People (Childrens),Payments to Private Providers
Salford City Council,02/05/2024,601522073,1634.6,0,1634.6,Borron Shaw Management Ltd,People (Adults),Rents
Salford City Council,02/05/2024,1600733606,1247.95,59.43,1188.52,Calor Gas Ltd,Place,Gas
Salford City Council,02/05/2024,1600733204,31666.67,0,31666.67,Carrington Riding Centre,People (Childrens),Non-Maintained Special Schools
Salford City Council,02/05/2024,1600733205,18333.33,0,18333.33,Carrington Riding Centre,People (Childrens),Non-Maintained Special Schools
Salford City Council,02/05/2024,1600733206,18333.33,0,18333.33,Carrington Riding Centre,People (Childrens),Non-Maintained Special Schools
Salford City Council,02/05/2024,1600733597,809.28,134.88,674.4,City Electrical Factors Ltd (C.E.F.,Place,Materials
Salford City Council,02/05/2024,1600733538,8333.33,0,8333.33,Ed Start Specialist Education Ltd,People (Childrens),Non-Maintained Special Schools
Salford City Council,02/05/2024,1600733537,1387.44,231.24,1156.2,Forensic Testing Services Ltd,People (Childrens),Payments to Agencies
Salford City Council,02/05/2024,601522278,621.29,103.55,517.74,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,02/05/2024,601522279,889.46,148.25,741.21,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,02/05/2024,601522280,570.3,95.05,475.25,Furniture Resource Centre Ltd,People (Adults),Furniture
Salford City Council,02/05/2024,601522248,1920,320,1600,Global Policing Ltd,People (Childrens),IT  Licence Fees
Salford City Council,02/05/2024,601522218,1326,221,1105,Grahams Consultants,People (Childrens),Payments to Agencies
Salford City Council,02/05/2024,1600733610,1095.6,182.6,913,Hall & Kay Fire Engineering,Place,UV Day to Day Repairs
Salford City Council,02/05/2024,601520057,1546.69,67.76,1478.93,Harlech Fodservice Ltd,People (Childrens),Food and refreshments
Salford City Council,02/05/2024,601522252,855.46,39.2,816.26,Harlech Fodservice Ltd,People (Childrens),Food and refreshments
Salford City Council,02/05/2024,601522261,3520,0,3520,Howarth Housing Group,People (Adults),Rents
Salford City Council,02/05/2024,1600733500,4920,820,4100,Ilm Software Ltd,Place,Subscriptions
Salford City Council,02/05/2024,1600733535,672,112,560,Jep Youth Engagement Ltd,People (Childrens),Payments to Agencies
Salford City Council,02/05/2024,1600733572,672,112,560,Jep Youth Engagement Ltd,People (Childrens),Payments to Agencies
Salford City Council,02/05/2024,1600733566,1274.65,212.44,1062.21,K J Lines Ltd,Place,Contractors
Salford City Council,02/05/2024,1600733567,4269.99,711.66,3558.33,K J Lines Ltd,Place,Contractors
Salford City Council,02/05/2024,1600733568,1240.76,206.79,1033.97,K J Lines Ltd,Place,Contractors
Salford City Council,02/05/2024,1600733569,1091.3,181.88,909.42,K J Lines Ltd,Place,Contractors
Salford City Council,02/05/2024,1600733570,590.12,98.35,491.77,K J Lines Ltd,Place,Contractors
Salford City Council,02/05/2024,601522270,600,0,600,Little Explorers Eccles,People (Childrens),Payments to Private Providers
Salford City Council,02/05/2024,1600733560,1170.6,195.1,975.5,Mallatite Ltd,Place,Delivery Charges
Salford City Council,02/05/2024,601522223,4689.68,0,4689.68,Marston Group Ltd,Resources & Transformation,VAT Adjustment
Salford City Council,02/05/2024,1600733552,1044.72,174.12,870.6,Marwood Electrical Company Ltd,Place,Delivery Charges
Salford City Council,02/05/2024,1600732797,2363.64,0,2363.64,Navigators College,People (Childrens),Pupil Assistance
Salford City Council,02/05/2024,1600732803,2363.64,0,2363.64,Navigators College,People (Childrens),Pupil Assistance
Salford City Council,02/05/2024,1600732805,2363.64,0,2363.64,Navigators College,People (Childrens),Pupil Assistance
Salford City Council,02/05/2024,1600733544,2449.17,0,2449.17,"Nhse, Choices College",People (Childrens),Pupil Assistance
Salford City Council,02/05/2024,601522209,2667.19,444.53,2222.66,O2 (Uk)  Limited,Resources & Transformation,Telephones and Faxes
Salford City Council,02/05/2024,601522210,2659.43,441.99,2217.44,O2 (Uk)  Limited,Resources & Transformation,Telephones and Faxes
Salford City Council,02/05/2024,601522211,2736.82,456.14,2280.68,O2 (Uk)  Limited,Resources & Transformation,Telephones and Faxes
Salford City Council,02/05/2024,601522212,2604.01,434,2170.01,O2 (Uk)  Limited,Resources & Transformation,Telephones and Faxes
Salford City Council,02/05/2024,1600728259,3750,625,3125,Penna Plc,Resources & Transformation,Other Professional Fees
Salford City Council,02/05/2024,1600733551,12994.8,2165.8,10829,Penna Plc,Resources & Transformation,Other Professional Fees
Salford City Council,02/05/2024,1600733594,877.68,146.28,731.4,Pf Cusack (Tools Supplies) Ltd,Place,Equipment Purchase
Salford City Council,02/05/2024,6003901062,1368.9,0,1368.9,Posturite Ltd,People (Adults),Equipment Purchase
Salford City Council,02/05/2024,601522246,3940,656.67,3283.33,Rtech Group Ltd,People (Adults),Furniture
Salford City Council,02/05/2024,1600733553,779.04,129.84,649.2,Saint-Gobain Building Distribution,Place,Materials
Salford City Council,02/05/2024,601522253,12975.06,0,12975.06,Salix Homes Ltd,People (Adults),Rents
Salford City Council,02/05/2024,601522255,39618.8,0,39618.8,Salix Homes Ltd,People (Adults),Rents
Salford City Council,02/05/2024,1600733598,530.04,0,530.04,Shared Lives Plus,People (Adults),Subscriptions
Salford City Council,02/05/2024,6003901086,584.49,0,584.49,So Energy Trading Ltd,People (Adults),Gas
Salford City Council,02/05/2024,6003901066,2270,0,2270,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,02/05/2024,6003901076,1609.2,0,1609.2,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,02/05/2024,601522243,3600,0,3600,Sure Removals Ltd,People (Adults),Storage
Salford City Council,02/05/2024,601522231,1555.38,259.23,1296.15,Teaching Personnel Ltd,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601522232,788.34,131.39,656.95,Teaching Personnel Ltd,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601522233,1792.5,298.75,1493.75,Teaching Personnel Ltd,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601522234,868.5,144.75,723.75,Teaching Personnel Ltd,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601522235,1011.6,168.6,843,Teaching Personnel Ltd,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601522236,868.5,144.75,723.75,Teaching Personnel Ltd,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601522237,718.52,119.75,598.77,Teaching Personnel Ltd,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601522238,868.5,144.75,723.75,Teaching Personnel Ltd,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601522215,621.79,0,621.79,Tiffin Sandwiches Limited,Place,Food and refreshments
Salford City Council,02/05/2024,601522220,796,132.68,663.32,Tinies North West,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601522251,868.32,144.72,723.6,Tinies North West,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601520771,1516.8,252.8,1264,Tradewind Recruitment Ltd,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601522229,1896,316,1580,Tradewind Recruitment Ltd,People (Childrens),Agency Fees
Salford City Council,02/05/2024,601522230,1896,316,1580,Tradewind Recruitment Ltd,People (Childrens),Agency Fees
Salford City Council,02/05/2024,1600733583,4536,756,3780,Viatec (Uk) Ltd,Place,Materials
Salford City Council,02/05/2024,1600733585,802.5,133.75,668.75,Wilde Consultant Engineers Ltd,Capital Expenditure,External Fees - Other
Salford City Council,02/05/2024,1600733613,543.65,90.61,453.04,Zen Internet Ltd,Place,Computer Equipment purchase
Salford City Council,02/05/2024,1600733592,2145.6,357.6,1788,Zg Lighting (Uk) Ltd,Place,Materials
Salford City Council,03/05/2024,1600733642,1296,216,1080,A  Venning Ltd,Capital Expenditure,Works & Building
Salford City Council,03/05/2024,6003901602,2814.52,0,2814.52,Adobe,Resources & Transformation,Computer Software (no annual fee)
Salford City Council,03/05/2024,6003901627,711.97,0,711.97,Allpay *Great Places Hous,People (Adults),Equipment Purchase
Salford City Council,03/05/2024,6003901626,998,166.34,831.66,Amznbusiness*Hg1A56Cv4,Resources & Transformation,Equipment Purchase
Salford City Council,03/05/2024,1600733000,30723.91,5120.65,25603.26,Bloom Procurement Services Ltd,Resources & Transformation,Legal Fees
Salford City Council,03/05/2024,1600733260,19136.71,3189.45,15947.26,Bloom Procurement Services Ltd,Resources & Transformation,Legal Fees
Salford City Council,03/05/2024,6003901630,597.96,0,597.96,Booker Limited Ecom,People (Childrens),Food and refreshments
Salford City Council,03/05/2024,1600733075,27000,4500,22500,Campbell Reith Hill,Capital Expenditure,External Fees - Other
Salford City Council,03/05/2024,6003901561,2359.5,0,2359.5,Divrse Ltd,People (Adults),Rents
Salford City Council,03/05/2024,6003901629,4004,0,4004,Divrse Ltd,People (Adults),Rents
Salford City Council,03/05/2024,601520538,2016.82,336.14,1680.68,Elis Uk Ltd,Place,Laundry
Salford City Council,03/05/2024,1600732944,34081.2,5680.2,28401,Esri (Uk) Limited,Place,IT  Licence Fees
Salford City Council,03/05/2024,1600732951,26170.45,4365.43,21805.02,Exclusec Group Ltd,Place,Contractors
Salford City Council,03/05/2024,1600732952,10232.51,1705.42,8527.09,Exclusec Group Ltd,Place,Contractors
Salford City Council,03/05/2024,601522284,2141.86,0,2141.86,Forviva,People (Adults),Grants
Salford City Council,03/05/2024,1600733153,15379.61,0,15379.61,Great Places Housing Association,People (Childrens),Payments to Agencies
Salford City Council,03/05/2024,1600733127,14700,2450,12250,Inform Cpi Limited,Resources & Transformation,Computer Software (no annual fee)
Salford City Council,03/05/2024,1600733622,5096.03,849.34,4246.69,Johnson Health Tech Uk Ltd,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,03/05/2024,1600733624,3426.67,571.11,2855.56,Johnson Health Tech Uk Ltd,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,03/05/2024,1600733627,916.46,152.74,763.72,Johnson Health Tech Uk Ltd,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,03/05/2024,1600733628,8900.14,1483.36,7416.78,Johnson Health Tech Uk Ltd,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,03/05/2024,1600733632,3481.5,580.25,2901.25,Johnson Health Tech Uk Ltd,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,03/05/2024,1600733633,6450,1075,5375,Johnson Health Tech Uk Ltd,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,03/05/2024,1600733634,8983.93,1497.32,7486.61,Johnson Health Tech Uk Ltd,Capital Expenditure,Purchase of Furniture & Equipment
Salford City Council,03/05/2024,6003901232,21510.75,0,21510.75,M & N Bland,People (Adults),Day Care
Salford City Council,03/05/2024,6003901396,21263.5,0,21263.5,M & N Bland,People (Adults),Day Care
Salford City Council,03/05/2024,1600732875,35730.24,5955.04,29775.2,Manchester Ship Canal Company,Capital Expenditure,External Fees - Other
Salford City Council,03/05/2024,601518308,516,86,430,Mike Davies Transport Ltd,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,601518312,903.6,150.6,753,Mike Davies Transport Ltd,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,601518921,951.6,158.6,793,Mike Davies Transport Ltd,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,601519803,918.12,153.02,765.1,Mike Davies Transport Ltd,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,601520581,19586.6,0,19586.6,Mike Davies Transport Ltd,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,601520582,3686.52,0,3686.52,Mike Davies Transport Ltd,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,601520760,795.9,132.65,663.25,Mike Davies Transport Ltd,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,601520583,2085.9,0,2085.9,Mike Davies Transport Ltd,People (Childrens),VAT Adjustment
Salford City Council,03/05/2024,601522312,1897.04,260.84,1636.2,Mills & Reeve Llp,Capital Expenditure,Purchase of Land & Buildings
Salford City Council,03/05/2024,601522318,897,149.5,747.5,Mills & Reeve Llp,Capital Expenditure,Purchase of Land & Buildings
Salford City Council,03/05/2024,601522323,528.48,88.08,440.4,Mills & Reeve Llp,Capital Expenditure,Purchase of Land & Buildings
Salford City Council,03/05/2024,601522325,823.92,137.32,686.6,Mills & Reeve Llp,Capital Expenditure,Purchase of Land & Buildings
Salford City Council,03/05/2024,1600733190,16700,0,16700,Mount St Joseph School,People (Childrens),Payments to Other Local Authorities
Salford City Council,03/05/2024,1600733078,11967.1,0,11967.1,Platfform For Change,People (Childrens),Payments to Agencies
Salford City Council,03/05/2024,601522308,1495,0,1495,Redacted Data,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,601522285,916,0,916,Redacted Data,People (Adults),Grants
Salford City Council,03/05/2024,6003901149,15002.96,0,15002.96,Redacted Data,People (Adults),Home Helps
Salford City Council,03/05/2024,6003901169,14332.43,0,14332.43,Redacted Data,People (Adults),Home Helps
Salford City Council,03/05/2024,6003901192,14603.64,0,14603.64,Redacted Data,People (Adults),Home Helps
Salford City Council,03/05/2024,6003901204,17356.01,0,17356.01,Redacted Data,People (Adults),Home Helps
Salford City Council,03/05/2024,6003901261,40346.03,0,40346.03,Redacted Data,People (Adults),Home Helps
Salford City Council,03/05/2024,6003901295,24254.23,0,24254.23,Redacted Data,People (Adults),Home Helps
Salford City Council,03/05/2024,6003901307,30554.5,0,30554.5,Redacted Data,People (Adults),Home Helps
Salford City Council,03/05/2024,6003901339,43552.86,0,43552.86,Redacted Data,People (Adults),Home Helps
Salford City Council,03/05/2024,1600732950,11616,1936,9680,Reed Talent Solutions,People (Childrens),Agency Fees
Salford City Council,03/05/2024,601522304,1099.12,0,1099.12,Ritwick Gupta,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,1600733510,990420.31,165070.05,825350.26,S & W Tlp (Project Co One) Ltd,People (Childrens),Unitary Charge
Salford City Council,03/05/2024,1600733096,66392,0,66392,Salford Community & Voluntary Servi,Place,Payments to Agencies
Salford City Council,03/05/2024,1600733126,18750,0,18750,Salford Royal Nhs Foundation Trust,People (Childrens),Payments to Agencies
Salford City Council,03/05/2024,1600733432,777.6,129.6,648,Schofield & Sons Ltd,People (Childrens),UV Day to Day Repairs
Salford City Council,03/05/2024,1600732930,41450.66,0,41450.66,Seddon Construction Ltd,Capital Expenditure,Other Works
Salford City Council,03/05/2024,601522310,727.4,0,727.4,Seirrah Ot,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,6003901566,1000,0,1000,Sq *Pownall Mcr Ltd,People (Adults),Furniture
Salford City Council,03/05/2024,6003901579,700,0,700,Sq *Property Services Mcr,People (Adults),General Repairs
Salford City Council,03/05/2024,601522327,1161.3,193.55,967.75,Time Recruitment Solutions Ltd,People (Childrens),Agency Fees
Salford City Council,03/05/2024,601522328,-560.1,-93.35,-466.75,Time Recruitment Solutions Ltd,People (Childrens),Agency Fees
Salford City Council,03/05/2024,601522329,801.6,133.6,668,Time Recruitment Solutions Ltd,People (Childrens),Agency Fees
Salford City Council,03/05/2024,601522299,809.64,0,809.64,Vision For Education Ltd,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,601522303,647.71,0,647.71,Vision For Education Ltd,People (Childrens),Pupil Assistance
Salford City Council,03/05/2024,601522282,17006,0,17006,Vspg Housing 2 Ltd,People (Adults),Rents
Salford City Council,03/05/2024,1600733215,23686.32,3947.72,19738.6,Xma Ltd,Capital Expenditure,Purchase of Computer Equipment
Salford City Council,03/05/2024,1600733216,432216.49,72036.08,360180.41,Xma Ltd,Capital Expenditure,Purchase of Computer Equipment
