Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description,
Salford City Council,17/07/2024,601529134,96194.81,0.00,96194.81,Plp Construction Limited,Capital Expenditure,Other Works,
Salford City Council,17/07/2024,601529234,9037.31,0.00,9037.31,Pomegranate Nursery Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529510,11239.80,0.00,11239.80,Pomegranate Nursery Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529358,1433.25,0.00,1433.25,Pomegranate Nursery Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529386,7098.00,0.00,7098.00,Prestolee Multi Academy Trust,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529360,716.62,0.00,716.62,Rachael Bernadette Russell T/A Kidz,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529235,4592.25,0.00,4592.25,Rainbows Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529513,12484.23,0.00,12484.23,Rainbows Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529361,3638.25,0.00,3638.25,Rainbows Nursery,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529182,3444.19,0.00,3444.19,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529265,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529266,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529403,961.35,0.00,961.35,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529151,765.38,0.00,765.38,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529268,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529279,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529425,558.02,0.00,558.02,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529281,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529282,1433.25,0.00,1433.25,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529428,546.97,0.00,546.97,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529283,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529431,973.05,0.00,973.05,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529285,2149.87,0.00,2149.87,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529432,706.39,0.00,706.39,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529288,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529172,1530.75,0.00,1530.75,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529178,1148.06,0.00,1148.06,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529298,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529309,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529310,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529457,738.56,0.00,738.56,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529458,941.85,0.00,941.85,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529210,3120.37,0.00,3120.37,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529497,984.75,0.00,984.75,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529346,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529225,588.75,0.00,588.75,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529479,1230.94,0.00,1230.94,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529433,541.61,0.00,541.61,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529506,738.56,0.00,738.56,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529354,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529511,2919.15,0.00,2919.15,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529239,765.37,0.00,765.37,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529363,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529517,784.88,0.00,784.88,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529519,1179.37,0.00,1179.37,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529364,964.69,0.00,964.69,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529521,836.55,0.00,836.55,Redacted Data,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529366,716.62,0.00,716.62,Redacted Data,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529238,3826.87,0.00,3826.87,Roobyloos Nursery Worsley Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529516,9355.12,0.00,9355.12,Roobyloos Nursery Worsley Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529362,2866.50,0.00,2866.50,Roobyloos Nursery Worsley Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529523,1852.09,0.00,1852.09,Schools Out North West Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529241,5033.81,0.00,5033.81,Schools Out North West Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529230,2561.06,0.00,2561.06,Shelleys Shortie's,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529503,3100.50,0.00,3100.50,Shelleys Shortie's,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529195,1206.94,0.00,1206.94,Social Adventures - Kids Adventures,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529466,8393.77,0.00,8393.77,Social Adventures - Kids Adventures,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529467,14742.82,0.00,14742.82,Social Adventures - Kids Adventures,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529320,771.75,0.00,771.75,Social Adventures - Kids Adventures,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,1600739014,1549.80,258.30,1291.50,Ssi Schaefer Plastics Uk Ltd,Place,Equipment Purchase,
Salford City Council,17/07/2024,1600739010,4428.00,738.00,3690.00,Ssi Schaefer Plastics Uk Ltd,Place,Equipment Purchase,
Salford City Council,17/07/2024,1600739033,5022.00,837.00,4185.00,Ssi Schaefer Plastics Uk Ltd,Capital Expenditure,Purchase of Furniture & Equipment,
Salford City Council,17/07/2024,601529398,6825.00,0.00,6825.00,St Augustine'S C Of E Primary School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529242,1148.06,0.00,1148.06,St Lukes Pre-School Playgroup,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529524,5787.26,0.00,5787.26,St Lukes Pre-School Playgroup,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529368,1047.37,0.00,1047.37,St Lukes Pre-School Playgroup,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529399,9282.00,0.00,9282.00,St Pauls Ce Primary School (Cross Lane),People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529244,1666.16,0.00,1666.16,St Pauls Peel Playgroup Fund,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529526,2146.25,0.00,2146.25,St Pauls Peel Playgroup Fund,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529370,644.96,0.00,644.96,St Pauls Peel Playgroup Fund,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529527,9835.80,0.00,9835.80,Stepping Stones Day Nurseries Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529371,4327.31,0.00,4327.31,Stepping Stones Day Nurseries Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529247,765.37,0.00,765.37,Sylvan House Day Nursery Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529528,10896.60,0.00,10896.60,Sylvan House Day Nursery Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529373,8957.81,0.00,8957.81,Sylvan House Day Nursery Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529183,8266.05,0.00,8266.05,T/A Holly House Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529448,24217.69,0.00,24217.69,T/A Holly House Day Nursery,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529301,5971.87,0.00,5971.87,T/A Holly House Day Nursery,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529184,3061.50,0.00,3061.50,T/A Holyrood Day Nursery - Media Ci,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529449,13010.06,0.00,13010.06,T/A Holyrood Day Nursery - Media Ci,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529302,4658.06,0.00,4658.06,T/A Holyrood Day Nursery - Media Ci,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529185,1913.44,0.00,1913.44,T/A Holyrood Day Nursery - Salford,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529186,3679.69,0.00,3679.69,T/A Holyrood Day Nursery - Salford,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529450,13540.31,0.00,13540.31,T/A Holyrood Day Nursery - Salford,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529451,15052.44,0.00,15052.44,T/A Holyrood Day Nursery - Salford,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529304,6449.62,0.00,6449.62,T/A Holyrood Day Nursery - Salford,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529303,7166.25,0.00,7166.25,T/A Holyrood Day Nursery - Salford,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529187,7333.09,0.00,7333.09,T/A Holyrood Day Nursery (Swinton),People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529452,15710.55,0.00,15710.55,T/A Holyrood Day Nursery (Swinton),People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529305,7469.44,0.00,7469.44,T/A Holyrood Day Nursery (Swinton),People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529395,8463.00,0.00,8463.00,T/A Marlborough Road Academy,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,1600739025,3109.85,0.00,3109.85,T/A New Park Academy-The Sovereign,People (Childrens),Pupil Assistance,
Salford City Council,17/07/2024,601529525,2003.48,0.00,2003.48,T/A St Marys Treehouse,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529243,2849.55,0.00,2849.55,T/A St Marys Treehouse,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529369,937.12,0.00,937.12,T/A St Marys Treehouse,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529529,20387.47,0.00,20387.47,Talmud Torah Chinuch N'Orim School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529249,2761.24,0.00,2761.24,Talmud Torah Yetev Lev,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529530,45987.82,0.00,45987.82,Talmud Torah Yetev Lev,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,1600738223,-4725.00,0.00,-4725.00,Talmud Torah Yetev Lev,People (Childrens),Mandat Student,
Salford City Council,17/07/2024,601529532,6267.26,0.00,6267.26,Tashbar Academy Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529531,27027.00,0.00,27027.00,Tashbar Academy Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,1600739034,571.44,95.24,476.20,Teaching Personnel Ltd,People (Childrens),Mandat Student,
Salford City Council,17/07/2024,1600739088,571.44,95.24,476.20,Teaching Personnel Ltd,People (Childrens),Mandat Student,
Salford City Council,17/07/2024,601529125,2964.00,0.00,2964.00,The Citywall Project Community Inte,People (Childrens),Classroom Supplies Capitation,
Salford City Council,17/07/2024,601529124,3795.00,0.00,3795.00,The Citywall Project Community Inte,People (Childrens),Classroom Supplies Capitation,
Salford City Council,17/07/2024,601529217,1530.75,0.00,1530.75,The Dollhouse,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529392,21244.27,0.00,21244.27,The Link Education Trust - Grosveno,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529393,22136.01,0.00,22136.01,The Link Education Trust - Irlam Pr,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529400,8917.35,0.00,8917.35,The Link Education Trust - Wharton,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529394,13620.81,0.00,13620.81,The Link Education Trust -James Bri,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529534,10376.44,0.00,10376.44,The New Girls School,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529251,698.40,0.00,698.40,The Stables Day Nursery Monton,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529535,8128.87,0.00,8128.87,Tinytots Vision Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529254,9321.87,0.00,9321.87,Tinytots Vision Ltd,People (Childrens),Payments to Private Providers,
Salford City Council,17/07/2024,601529378,2508.19,0.00,2508.19,Tinytots Vision Ltd,People (Childrens),Release of Provision,
Salford City Council,17/07/2024,601529536,4369.49,0.00,4369.49,Tinytots Vision Nursery Ltd,People (Childrens),Payments to Private Providers,
