Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Adult Social Care,My Options,Premises-Related Expenditure,Dilapidations,JCE & SONS LTD,30/07/2024,150.54
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP,16/07/2024,179.67
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP,16/07/2024,189.84
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP,16/07/2024,186.45
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP,25/07/2024,108.62
Adult Social Care,My Options,Supplies & Services,Computer Software (Maint),Access UK Ltd,16/07/2024,150.00
Adult Social Care,My Options,Premises-Related Expenditure,Hire Of Rooms,Dawley Baptist Church,02/07/2024,230.00
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,02/07/2024,155.99
Adult Social Care,My Options,Premises-Related Expenditure,R&M -Buildings DLO Charge,A E C & Co (Old Hill) Ltd,12/07/2024,105.00
Adult Social Care,My Options,Supplies & Services,Computer Software (Maint),Access UK Ltd,16/07/2024,494.40
Adult Social Care,My Options,Supplies & Services,Adult Flexi / Day Care,Redacted Personal Information,31/07/2024,"1,427.28"
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information,19/07/2024,"1,061.39"
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information,31/07/2024,356.82
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information,31/07/2024,594.70
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BROSCH DIRECT LTD,02/07/2024,142.27
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BROSCH DIRECT LTD,02/07/2024,244.33
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,02/07/2024,252.77
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,12/07/2024,168.62
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information,19/07/2024,760.00
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information,19/07/2024,664.00
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information,19/07/2024,321.42
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information,19/07/2024,"1,241.46"
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,25/07/2024,153.40
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,16/07/2024,240.08
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Canary Care Global Limited,01/07/2024,207.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,OTICON LIMITED,04/07/2024,294.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Possum Ltd,01/07/2024,195.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,IC,02/07/2024,101.50
Adult Social Care,Prevention & Independence - Older Adults & Disability,Premises-Related Expenditure,Hire Of Rooms,HADLEY & LEEGOMERY PARISH COUNCIL,11/07/2024,182.50
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Easylink,11/07/2024,229.68
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,SARABEC LIMITED,11/07/2024,574.20
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,SARABEC LIMITED,11/07/2024,129.44
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,OTICON LIMITED,11/07/2024,150.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,OTICON LIMITED,11/07/2024,105.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Canary Care Global Limited,12/07/2024,319.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Access UK Ltd,18/07/2024,470.75
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Alert-it Care Alarms,29/07/2024,562.38
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Possum Ltd,30/07/2024,895.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Easylink,26/07/2024,371.21
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Other Grants (Expenses),Medequip,26/07/2024,"9,735.35"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,Closomat Limited,08/07/2024,205.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,Closomat Limited,08/07/2024,205.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,Closomat Limited,08/07/2024,515.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,08/07/2024,260.26
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,Closomat Limited,10/07/2024,307.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,ARJO UK LTD,10/07/2024,135.72
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,18/07/2024,"1,359.50"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,18/07/2024,"7,505.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,18/07/2024,866.25
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,18/07/2024,"5,440.50"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Employees,Staff Training,SHROPSHIRE COUNCIL ,01/07/2024,222.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,11/07/2024,149.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Legal Expenses,St Ives Chambers,22/07/2024,"1,170.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,26/07/2024,149.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Premises-Related Expenditure,Contract Cleaning,Shropshire Expert Cleaners,04/07/2024,"1,950.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Premises-Related Expenditure,Contract Cleaning,Shropshire Expert Cleaners,04/07/2024,125.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Fees,POHWER,11/07/2024,339.13
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Telford and Wrekin Community Enterprise LTD,11/07/2024,144.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,22/07/2024,199.50
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Agency Supply Costs,Xyla Health & Social Services,05/07/2024,"13,532.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Agency Supply Costs,Xyla Health & Social Services,05/07/2024,"-19,091.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Adoption Allowances,Adoption Matters Northwest,30/07/2024,"29,885.50"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Adoption Allowances,Adoption Matters Northwest,30/07/2024,"29,885.50"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Section 17 Childrens Act,Life Shed Ltd,12/07/2024,"3,840.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,08/07/2024,"1,942.50"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Grants To Voluntary Organis,YMCA,08/07/2024,"19,876.40"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,09/07/2024,225.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Services,Signis Limited,09/07/2024,"9,900.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Grants (Expenses),Midlands Partnership NHS Foundation Trust,30/07/2024,"31,187.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Grants (Expenses),Midlands Partnership NHS Foundation Trust,30/07/2024,"29,500.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Joint Financing,West Mercia Police & Crime Commissioner,30/07/2024,"64,255.50"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,18/07/2024,129.17
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Childminders,Aqueduct Little Learners,01/07/2024,510.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,01/07/2024,122.50
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,01/07/2024,175.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,01/07/2024,122.50
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Interpreters Fees,Premium Linguistic Services,01/07/2024,119.65
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,09/07/2024,122.50
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,09/07/2024,105.83
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Legal Expenses,Medical Expert Witness Alliance LLP,05/07/2024,"1,628.64"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Legal Expenses,Medical Expert Witness Alliance LLP,05/07/2024,614.40
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Legal Expenses,Medical Expert Witness Alliance LLP,05/07/2024,318.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Legal Expenses,Medical Expert Witness Alliance LLP,05/07/2024,108.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Legal Expenses,Medical Expert Witness Alliance LLP,05/07/2024,730.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Transport-Related Expenditure,Season Tickets,ARRIVA MIDLANDS LTD ,25/07/2024,209.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,25/07/2024,122.50
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,25/07/2024,141.67
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Legal Expenses,ASH (UK) Process Servers Ltd,30/07/2024,180.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,30/07/2024,105.83
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Services,LEXTOX,30/07/2024,-191.39
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Equipment - Purchase,Barnardo큦 Midlands & South West Region,08/07/2024,"35,565.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Services,ANGLIA DNA SERVICES,25/07/2024,127.20
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Services,ANGLIA DNA SERVICES,16/07/2024,131.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Services,LEXTOX,29/07/2024,-443.58
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Comp Hardware (Purch / Hire),Pertemps Recruitment Partnership Limited,01/07/2024,314.70
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/07/2024,653.95
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/07/2024,620.59
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/07/2024,314.70
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/07/2024,832.28
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/07/2024,786.75
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/07/2024,835.63
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/07/2024,786.75
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/07/2024,804.16
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/07/2024,776.26
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/07/2024,804.16
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/07/2024,776.26
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Training Expenses,MEETING POINT TRUST LTD,09/07/2024,112.50
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Training Expenses,MEETING POINT TRUST LTD,05/07/2024,158.33
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,08/07/2024,114.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Course Fees,THE UNIVERSITY OF BIRMINGHAM,25/07/2024,981.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,25/07/2024,643.46
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,25/07/2024,776.26
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,25/07/2024,776.26
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,25/07/2024,804.16
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,25/07/2024,776.26
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,25/07/2024,147.87
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Course Fees,THE UNIVERSITY OF BIRMINGHAM,30/07/2024,"1,035.00"
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Employees,Course Fees,THE UNIVERSITY OF BIRMINGHAM,30/07/2024,981.00
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Transport-Related Expenditure,Mileage,DEPARTMENT FOR WORK & PENSIONS,02/07/2024,101.41
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Premises-Related Expenditure,Electricity,Guinness Sustainable Schools,18/07/2024,504.76
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Transport-Related Expenditure,Mileage,DEPARTMENT FOR WORK & PENSIONS,02/07/2024,101.41
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Transport-Related Expenditure,Mileage,DEPARTMENT FOR WORK & PENSIONS,02/07/2024,101.41
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Supplies & Services,CL - Equipment Costs,PODS,22/07/2024,"4,990.12"
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Supplies & Services,Events,PODS,22/07/2024,"1,020.00"
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,22/07/2024,129.17
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Supplies & Services,Other Services,Families in Telford,18/07/2024,"4,500.00"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Form F Assessments,PC Assessments Ltd,04/07/2024,"2,230.40"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Form F Assessments,PC Assessments Ltd,04/07/2024,"2,099.90"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Translation Services,Premium Linguistic Services,01/07/2024,105.55
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Form F Assessments,PC Assessments Ltd,02/07/2024,"1,273.43"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Hire Of Rooms,Dawley Baptist Church,04/07/2024,536.26
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Trade Refuse,Restore Datashred,25/07/2024,111.87
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Trade Refuse,Restore Datashred,25/07/2024,105.54
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Hire Of Rooms,Dawley Baptist Church,18/07/2024,742.50
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,25/07/2024,129.19
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Trade Refuse,Restore Datashred,25/07/2024,100.33
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,IRONBRIDGE MEDICAL PRACTICE,18/07/2024,110.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,TELDOC Partnership,12/07/2024,125.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,SHIFNAL & PRIORSLEE MEDICAL PRACTICE,12/07/2024,125.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,IRONBRIDGE MEDICAL PRACTICE,18/07/2024,110.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,Pontesbury and Worthen Medical Practice,17/07/2024,140.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Subscriptions,FOSTERING NETWORK,19/07/2024,"1,874.19"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,TELDOC Partnership,12/07/2024,125.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,HADLEY UNDER 5큆 ,18/07/2024,"1,135.75"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Employees,Training Exp큦 (Facilitators),ES-PBS Services,18/07/2024,"1,250.00"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Employees,Training Exp큦 (Facilitators),ES-PBS Services,18/07/2024,"1,250.00"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Employees,Training Exp큦 (Facilitators),ES-PBS Services,18/07/2024,500.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,G & S SMIRTHWAITE LTD,18/07/2024,379.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Strettons Upholstery,18/07/2024,"1,880.00"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Spacesaverbeds Ltd,18/07/2024,125.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Spacesaverbeds Ltd,18/07/2024,"1,870.00"
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,18/07/2024,234.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,18/07/2024,115.50
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Equipment - Repair,ARJO UK LTD,18/07/2024,351.71
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,18/07/2024,278.75
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,18/07/2024,231.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Equipment - Repair,ARJO UK LTD,25/07/2024,352.00
