Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JB,26/01/2023,20/01/2023,Purchase,134.99,Amznmktplace
JB,26/01/2023,18/01/2023,Purchase,138.85,B&m 320 - An Telford
JR,26/01/2023,20/01/2023,Purchase,139.78,Toiletryexpress.Co.Uk
JB,26/01/2023,06/01/2023,Purchase,139.95,Argos Ltd
JR,26/01/2023,09/01/2023,Purchase,140,Farmfoods 604
AA,26/01/2023,07/01/2023,Purchase,140.96,Booker Limited Telford
AA,26/01/2023,12/01/2023,Purchase,141.12,Safe.Co.Uk
AA,26/01/2023,19/01/2023,Purchase,143.96,Www.Screwfix.Com
AA,26/01/2023,06/01/2023,Purchase,144.02,Expedia 72464935779816
JB,26/01/2023,24/01/2023,Purchase,145.97,Mentimeter
JB,26/01/2023,12/01/2023,Purchase,147.41,Trainline.Com
JB,26/01/2023,06/01/2023,Purchase,150,Coleman Estates
JB,26/01/2023,20/01/2023,Purchase,150,Hoo Farm Animal Kingdom
JB,26/01/2023,25/01/2023,Credit Voucher,150,Hoo Farm Animal Kingdom
JB,26/01/2023,23/01/2023,Purchase,150,Haus Birmingham
AA,26/01/2023,03/01/2023,Purchase,150.45,Premier Inn
AA,26/01/2023,09/01/2023,Purchase,150.93,Travelodge Gb0000
AA,26/01/2023,09/01/2023,Purchase,153.86,Premier Inn
AA,26/01/2023,19/01/2023,Purchase,155,Aces.Org.Uk
JB,26/01/2023,06/01/2023,Purchase,156.95,Argos Ltd
AA,26/01/2023,12/01/2023,Purchase,158.1,Premier Inn
AA,26/01/2023,31/12/2022,Purchase,158.86,Facebk Qybvam3ne2
JB,26/01/2023,19/01/2023,Purchase,159.99,Argos Ltd
JB,26/01/2023,21/01/2023,Purchase,160,Eden Gardens
AA,26/01/2023,06/01/2023,Purchase,160.65,Premier Inn
AA,26/01/2023,06/01/2023,Purchase,160.65,Premier Inn
AA,26/01/2023,03/01/2023,Purchase,162,Expedia 72462720942658
JB,26/01/2023,13/01/2023,Purchase,165,Hotel At Booking.Com
AA,26/01/2023,12/01/2023,Purchase,165.2,Travelodge Gb0000
JB,26/01/2023,10/01/2023,Purchase,165.6,Cartwright Waste Dispo
JB,26/01/2023,10/01/2023,Purchase,165.6,Cartwright Waste Dispo
JR,26/01/2023,09/01/2023,Purchase,166.47,Amznmktplace
AA,26/01/2023,22/01/2023,Purchase,167.5,Dvla Vehicle Tax
JB,26/01/2023,23/01/2023,Purchase,169,Giffgaff
AA,26/01/2023,09/01/2023,Purchase,169.15,Premier Inn
AA,26/01/2023,20/01/2023,Purchase,169.15,Premier Inn
JR,26/01/2023,02/01/2023,Purchase,170.23,Booker Limited Telford
AA,26/01/2023,19/01/2023,Purchase,170.43,Trainline.Com
DS,26/01/2023,28/12/2022,Purchase,171.7,Amznmktplace
JR,26/01/2023,24/01/2023,Purchase,171.99,Amznmktplace
AA,26/01/2023,16/01/2023,Purchase,175.5,Hotel At Booking.Com
AA,26/01/2023,04/01/2023,Purchase,179.4,Nbx*www.Theihe.Org
AA,26/01/2023,13/01/2023,Purchase,181.05,Premier Inn
JB,26/01/2023,19/01/2023,Purchase,185.99,Amznmktplace
JR,26/01/2023,20/01/2023,Purchase,187,Travelodge Gb0518
JB,26/01/2023,10/01/2023,Purchase,189.6,Cartwright Waste Dispo
JR,26/01/2023,20/01/2023,Purchase,189.6,Cartwright Waste Dispo
JB,26/01/2023,18/01/2023,Purchase,190,Argos Ltd
JB,26/01/2023,20/01/2023,Purchase,190.99,Amznmktplace
DS,26/01/2023,10/01/2023,Purchase,192.44,Trainline
JR,26/01/2023,05/01/2023,Purchase,196.8,Thomson Reuters UK Ltd
JR,26/01/2023,30/12/2022,Purchase,198.95,Argos Ltd
JB,26/01/2023,11/01/2023,Purchase,199,Currys Online
JB,26/01/2023,25/01/2023,Purchase,205.31,Amznmktplace
DS,26/01/2023,24/01/2023,Purchase,207.93,Sp Kickintheballs
DS,26/01/2023,04/01/2023,Purchase,211.65,Hair And Beauty
JB,26/01/2023,16/01/2023,Purchase,216,Green Skip Hire
JR,26/01/2023,04/01/2023,Purchase,216,Green Skip Hire
JB,26/01/2023,23/01/2023,Purchase,219,Currys Online
JR,26/01/2023,28/12/2022,Purchase,221,Whitehouse Hotel
AA,26/01/2023,23/01/2023,Purchase,222.31,Travelodge Gb0000
AA,26/01/2023,10/01/2023,Purchase,223.16,Adobe Creative Cloud
JB,26/01/2023,16/01/2023,Purchase,223.94,Argos Ltd
JB,26/01/2023,05/01/2023,Credit Voucher,225,Argos Ltd
JB,26/01/2023,24/01/2023,Purchase,228,Cartwright Waste Dispo
DS,26/01/2023,10/01/2023,Purchase,228,Www.Aat-Org.Uk
AA,26/01/2023,20/01/2023,Purchase,228.65,Premier Inn
JB,26/01/2023,07/12/2022,Credit Voucher,229,Currys Online
JR,26/01/2023,04/01/2023,Purchase,229,Currys Online
JR,26/01/2023,05/01/2023,Purchase,230,Argos Ltd
JB,26/01/2023,10/01/2023,Purchase,232,Combined Court
JR,26/01/2023,06/01/2023,Purchase,232.8,Hotel At Booking.Com
JR,26/01/2023,14/01/2023,Credit Voucher,235.93,Welcome Break Days Inn Te
JB,26/01/2023,24/01/2023,Purchase,246,Cartwright Waste Dispo
JB,26/01/2023,23/01/2023,Purchase,246,Cartwright Waste Dispo
JR,26/01/2023,10/01/2023,Purchase,260,Buckatree Hall Hotel
AA,26/01/2023,24/01/2023,Purchase,263,Www.Ciob.Org.Uk
JR,26/01/2023,20/01/2023,Purchase,267,The White House Hotel
AA,26/01/2023,23/01/2023,Purchase,270,Buckatree Hall Hotel
JR,26/01/2023,30/12/2022,Purchase,272.95,Argos Ltd
AA,26/01/2023,20/01/2023,Purchase,279,Premier Inn
JR,26/01/2023,09/01/2023,Purchase,280.14,Lavazza Pro
DS,26/01/2023,19/01/2023,Purchase,282.7,Bitly.Com
JR,26/01/2023,11/01/2023,Purchase,285,Whitehouse Hotel
AA,26/01/2023,10/01/2023,Purchase,286.2,Westminster Insight
JR,26/01/2023,02/01/2023,Purchase,290.27,Booker Limited Telford
JB,26/01/2023,05/01/2023,Purchase,290.99,Amznmktplace
AA,26/01/2023,03/01/2023,Purchase,292.5,Dvla Vehicle Tax
DS,26/01/2023,03/01/2023,Purchase,292.5,Dvla Vehicle Tax
DS,26/01/2023,03/01/2023,Purchase,292.5,Dvla Vehicle Tax
AA,26/01/2023,13/01/2023,Purchase,295,Www.Ssha.Co.Uk
AA,26/01/2023,25/01/2023,Purchase,298.21,Trainline
JB,26/01/2023,05/01/2023,Purchase,299.95,Amznmktplace
JR,26/01/2023,24/01/2023,Purchase,300,Facebk 646nvl7xp2
JB,26/01/2023,04/01/2023,Purchase,310,Argos Ltd
JB,26/01/2023,17/01/2023,Purchase,312.31,Argos Ltd
JR,26/01/2023,03/01/2023,Purchase,325,Whitehouse Hotel
AA,26/01/2023,13/01/2023,Purchase,326.4,Premier Inn
DS,26/01/2023,05/01/2023,Purchase,329,Www.Cimaglobal.Com
DS,26/01/2023,03/01/2023,Purchase,331,Rtpi
AA,26/01/2023,03/01/2023,Purchase,339.5,Premier Inn
JR,26/01/2023,30/12/2022,Purchase,348.42,Booker Limited Telford
JR,26/01/2023,20/01/2023,Purchase,356.49,B&q Marketplace
AA,26/01/2023,17/01/2023,Purchase,382.5,Www.Theplasmacentre.Co
JB,26/01/2023,04/01/2023,Purchase,382.95,Argos Ltd
JR,26/01/2023,28/12/2022,Purchase,388.09,Booker Limited Telford
JR,26/01/2023,17/01/2023,Purchase,406.8,Eposnow
AA,26/01/2023,20/01/2023,Credit Voucher,408,Premier Inn
AA,26/01/2023,19/01/2023,Purchase,408,Premier Inn
AA,26/01/2023,11/01/2023,Purchase,408.43,Net World Sports
JB,26/01/2023,23/01/2023,Purchase,413.02,Travelodge Gb0000
JR,26/01/2023,02/01/2023,Purchase,415.48,Bt Business Bill
JB,26/01/2023,09/01/2023,Purchase,429,Amznbusiness*1h7jk9pe4
AA,26/01/2023,20/01/2023,Purchase,440.3,Premier Inn
JR,26/01/2023,23/01/2023,Purchase,445,The White House Hotel
AA,26/01/2023,19/01/2023,Purchase,456,Www.Labc.Uk.Com
JR,26/01/2023,20/01/2023,Purchase,462.95,Millets
JR,26/01/2023,12/01/2023,Purchase,479.98,Powerpoint Stores Limited
AA,26/01/2023,04/01/2023,Purchase,484,Irrv
AA,26/01/2023,16/01/2023,Purchase,538.9,Premier Inn
AA,26/01/2023,23/01/2023,Purchase,539,Rics Subs UK Cybs
AA,26/01/2023,23/01/2023,Purchase,539,Rics Subs UK Cybs
AA,26/01/2023,24/01/2023,Purchase,539,Rics Subs UK Cybs
AA,26/01/2023,24/01/2023,Purchase,539,Rics Subs UK Cybs
AA,26/01/2023,24/01/2023,Purchase,539,Rics Subs UK Cybs
AA,26/01/2023,24/01/2023,Purchase,539,Rics Subs UK Cybs
AA,26/01/2023,24/01/2023,Purchase,539,Rics Subs UK Cybs
AA,26/01/2023,20/01/2023,Purchase,540,Buckatree Hall Hotel
AA,26/01/2023,25/01/2023,Purchase,540,Buckatree Hall Hotel
AA,26/01/2023,24/01/2023,Purchase,581.31,Travelodge Gb0000
AA,26/01/2023,17/01/2023,Purchase,585,Buckatree Hall Hotel
JR,26/01/2023,09/01/2023,Purchase,622.01,Lavazza Pro
AA,26/01/2023,13/01/2023,Purchase,659.98,Www.Nisbets.Com
AA,26/01/2023,24/01/2023,Purchase,679.5,Hotel At Booking.Com
JB,26/01/2023,06/01/2023,Purchase,700,Planet Doors
JB,26/01/2023,06/01/2023,Purchase,700,Planet Doors
JB,26/01/2023,23/01/2023,Purchase,700,Planet Doors
JB,26/01/2023,23/01/2023,Purchase,700,Planet Doors
JR,26/01/2023,20/01/2023,Purchase,723.75,Hotel At Booking.Com
AA,26/01/2023,17/01/2023,Purchase,772.42,Www.Langstane.Co.Uk
JB,26/01/2023,06/01/2023,Purchase,877.86,Travelodge Gb0518
DS,26/01/2023,12/01/2023,Purchase,892.16,Aghoco 1607 Ltd
JR,26/01/2023,12/01/2023,Purchase,1002,Powerpoint Stores Limited
JR,26/01/2023,20/01/2023,Purchase,1555.6,Hotel At Booking.Com
JR,26/01/2023,04/01/2023,Purchase,2097.05,Travis Perkins
JR,26/01/2023,10/01/2023,Purchase,2957.63,Trade Uk
JR,26/01/2023,04/01/2023,Purchase,5194.69,Lyreco UK Ltd
