Department,Spending area,Expense type,Posting date,Reference,Amount,Supplier Name with Redactions
Hampshire & Isle of Wight Constabulary,CAIT,Other Training Courses and Qualification,45504,2200221141,750,UNIVERSITY OF PORTSMOUTH
Hampshire & Isle of Wight Constabulary,CAR FEST,Equipment,45496,3110124440,2967.56,One Time Vendor
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45482,2200219758,4820,Arktis Endurance Textiles Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45499,2200220846,716.64,Aspen International Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45503,2200221079,1210,B & A Textiles Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45476,2200219388,3108,BENNETT SAFETYWEAR LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45474,2200219243,3480,Bks (Made To Measure) Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45491,2200220256,3601,Bks (Made To Measure) Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45496,2200220585,3480,Bks (Made To Measure) Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45496,2200220586,3480,Bks (Made To Measure) Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45481,2200219645,1035.83,Cambium Advisory Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45499,2200220879,3215.18,Cambium Advisory Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45477,2200219450,629.94,DHL Supply Chain Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45477,2200219458,10156.8,DHL Supply Chain Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45478,2200219516,12659.56,DHL Supply Chain Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45484,2200219914,4619.56,DHL Supply Chain Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45484,2200219917,1037.7,DHL Supply Chain Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45485,2200220010,9190.06,DHL Supply Chain Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45492,2200220409,19420,DMS Protective Equipment Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45491,2200220352,1157,Endura Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45502,2200221029,4188.45,Endura Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45482,2200219748,2047.86,Intramark Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45482,2200219754,1272.9,Intramark Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45495,2200220502,2152.3,Intramark Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45477,2200219501,1790.8,KEELA INTERNATIONAL
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45489,2200220123,1126.5,KEELA INTERNATIONAL
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45492,2200220361,688.5,KEELA INTERNATIONAL
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45492,2200220402,1573,MC PRODUCTS
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45482,2200219750,3542.1,Mehler Vario System Gmbh
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45476,2200219432,2565,MLA LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45478,2200219514,3745.65,MLA LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45498,2200220831,624.75,MLA LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45482,2200219775,4535,NITON EQUIPMENT LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45477,2200219451,1240.65,POINT SOUTH LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45489,2200220154,6310,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45478,2200219517,1605,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45503,2200221076,535,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45485,2200220009,1220,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45491,2200220295,2465,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45476,2200219433,707.41,Sbi Tac Pro Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45476,2200219437,742.84,Sbi Tac Pro Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45482,2200219747,1751.55,Tch Uk Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45483,2200219788,1751.55,Tch Uk Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45491,2200220355,3605.5,Tch Uk Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45478,2200219515,6775.6,Try & Lilly Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45492,2200220374,6590.7,Try & Lilly Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45475,2200219292,638.9,Workin Togs Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Equipment,45504,2200221195,1342.5,Beechwood Equipment
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Materials,45498,2200220751,705,Jet Press Ltd
Hampshire & Isle of Wight Constabulary,CHIEF CONSTABLE HEAD OFFICE,Grant Aid and Donations,45490,3110124247,500,One Time Vendor
Hampshire & Isle of Wight Constabulary,Cntbtns-DeathInService-MA. May 23,Grant Aid and Donations,45496,3110124443,699,One Time Vendor
Hampshire & Isle of Wight Constabulary,Corporate and Guest wifi M42,Payments to Other Local Authorities,45474,2200219223,6367.88,HIWFRS
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Other Employee Expenses,45476,3110124075,623.28,HM Revenue & Customs APSS300 & APSS
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Other Services,45492,2200220412,2880,HAMPSHIRE PENSION FUND
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Payments to Private Contractors,45497,2200220632,28708.75,Ernst & Young LLP
Hampshire & Isle of Wight Constabulary,Cosham Fire Station,Rent,45476,2200219405,8125,HIWFRS
Hampshire & Isle of Wight Constabulary,Cosham FS Projects,Equipment,45503,2200022005,1495,WARRENS OFFICE LTD
Hampshire & Isle of Wight Constabulary,Cosham FS Projects,Furniture,45483,2200021792,40881.88,Bates Office
Hampshire & Isle of Wight Constabulary,Cosham FS Projects,Furniture,45489,2200021860,23498,Redacted - Operational
Hampshire & Isle of Wight Constabulary,COSHAM POLICE STATION (PN),Uniform Business Rates,45474,3500004378,4914,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Non System - Electricity,45491,3110124329,657.47,NPOWER
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Uniform Business Rates,45474,3500004397,761,WINCHESTER CITY COUNCIL
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Forensic and pathology testing,45488,2200220054,617.36,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,General Maintenance,45504,2200221179,2794,Ellis Electrical Limited
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45489,2200220167,2831.97,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45502,2200221006,1819.21,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45502,2200221007,5755.84,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Medical and Counselling Fees,45474,2200219220,139406.37,Partnering Health Limited
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45502,2200221005,3601.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45488,2200220080,1794.75,LIPSPEAKER UK
Hampshire & Isle of Wight Constabulary,CUSTODY IOW PIC,Forensic and pathology testing,45474,2200219241,509.6,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Forensic and pathology testing,45496,2200220553,2625,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Forensic and pathology testing,45498,2200220786,2044.72,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45496,2200220563,1395,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45502,2200220952,707.86,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Staff Use of Public Transport,45478,2200219571,821.35,RADIO TAXIS (SOUTHAMPTON)
Hampshire & Isle of Wight Constabulary,DA GSA Perpetrator Fund,Grant Aid and Donations,45485,2200021816,11077.25,SOUTHERN DOMESTIC ABUSE SERVICE
Hampshire & Isle of Wight Constabulary,DCC COLLABORATION HEAD OFFICE,Payments to Other PC,45497,2200220649,64402.24,Thames Valley Police
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Other expenses,45485,2200021814,2148.09,SPECIALIST COMPUTER CENTRES
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45475,2200021735,54811.9,DM Habens The Builder Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45485,2200021811,33635.01,Hp Contracts Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45485,2200021812,38454.62,Hp Contracts Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45490,2200021883,15636,MacConvilles Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45484,2200021809,1775.16,SPECIALIST COMPUTER CENTRES
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45485,2200021815,14146,SPECIALIST COMPUTER CENTRES
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45489,2200021840,12200.87,SPECIALIST COMPUTER CENTRES
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45489,2200021846,11311.5,Halls Electrical Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45489,2200021849,11311.5,Halls Electrical Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45489,2200021856,11311.5,Halls Electrical Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45490,2200021877,13776.14,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45490,2200021878,14446.49,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45490,2200021880,14446.49,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45490,2200021881,13776.14,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45490,2200021882,14446.49,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45489,2200021831,1787.16,MDA Installations Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45489,2200021841,1787.16,MDA Installations Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45489,2200021842,1787.16,MDA Installations Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45489,2200021850,1350,MDA Installations Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45496,2200021931,3388.19,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45496,2200021932,3488.19,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45496,2200021933,3488.19,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45497,2200021944,3488.19,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45497,2200021945,3488.19,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45497,2200021946,3388.19,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45497,2200021947,3488.19,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45499,2200021957,5991.31,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45503,2200021986,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45490,2200021876,43110.6,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45490,2200021879,43110.6,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Hampshire & Isle of Wight Constabulary,DFG,Forensic and pathology testing,45475,3110124060,1670,One Time Vendor
Hampshire & Isle of Wight Constabulary,DFG,Forensic and pathology testing,45497,2200220634,1800,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DFG,Forensic and pathology testing,45497,2200220636,1800,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Diamond Building,Non System - Electricity,45489,2200220178,2754.12,DBS FINANCE
Hampshire & Isle of Wight Constabulary,Diamond Building,Non System - Electricity,45489,2200220179,3349.69,DBS FINANCE
Hampshire & Isle of Wight Constabulary,Diamond Building,Non System - Electricity,45489,2200220180,2760.4,DBS FINANCE
Hampshire & Isle of Wight Constabulary,Diamond Building,Non System - Electricity,45492,2200220418,20628.21,DBS FINANCE
Hampshire & Isle of Wight Constabulary,Diamond Building,Non System - Electricity,45502,2200220947,2431.69,DBS FINANCE
Hampshire & Isle of Wight Constabulary,Diamond Building,Non System - Water - Metered,45488,3110124244,1171.76,Ancala Water Services (Defence) Lt
Hampshire & Isle of Wight Constabulary,DII Programme RESERVE,Other Training Courses and Qualification,45490,3110124260,500,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45483,3110124154,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45483,3110124155,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45483,3110124156,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45483,3110124157,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45483,3110124158,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45483,3110124159,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45483,3110124160,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45498,3110124514,751,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Specsavers,Medical and Counselling Fees,45484,2200219922,2565,Specsavers
Hampshire & Isle of Wight Constabulary,DIRECT EAP- Health Assured (Employee Sup,Medical and Counselling Fees,45504,2200221157,4695.6,Health Assured Limited
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45476,2200219429,3700,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45476,2200219430,2830,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45476,2200219431,7266,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT Vaccinations,Medical and Counselling Fees,45503,2200221119,1038,Solent NHS Trust    R1C receivables
Hampshire & Isle of Wight Constabulary,District CID Head Office,Equipment,45488,2200220056,516.3,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,District CID Head Office,Materials,45491,2200220321,702.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Agency Staff,45483,2200219789,27568.76,Red Snapper Recruitment Limited
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Agency Staff,45483,2200219790,15248.3,Red Snapper Recruitment Limited
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Agency Staff,45483,2200219791,11842.86,Red Snapper Recruitment Limited
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Agency Staff,45483,2200219803,13900.4,Red Snapper Recruitment Limited
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Agency Staff,45483,2200219807,-13900.4,Red Snapper Recruitment Limited
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Agency Staff,45483,2200219833,14133.09,Red Snapper Recruitment Limited
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Agency Staff,45498,2200220765,6553.17,Red Snapper Recruitment Limited
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Forensic and pathology testing,45491,3110124263,2800,One Time Vendor
Hampshire & Isle of Wight Constabulary,District Police East HO,Equipment,45490,2200220216,1856,JNE Security Ltd.
Hampshire & Isle of Wight Constabulary,District Police East HO,Equipment,45502,2200220979,1628,JNE Security Ltd.
Hampshire & Isle of Wight Constabulary,District Police East HO,Materials,45489,2200220117,3414,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police Isle of Wight HO,Materials,45489,2200220119,2168.75,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police North HO,Materials,45489,2200220118,2560.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45498,2200220798,996.25,JNE Security Ltd.
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45498,2200220822,615,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police West HO,Materials,45489,2200220115,3414,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45475,2200219274,1187,Nestle Purina UK
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45484,3110124184,1293.58,One Time Vendor
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45492,2200220383,832,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45499,2200220863,1900,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45484,2200219876,1692.73,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45475,2200219313,507.36,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45475,2200219314,634.2,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45478,2200219512,634.2,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45482,2200219714,634.18,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,IT Software,45481,2200219668,3790,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,IT Software,45490,2200220196,3000,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,Other Expenses,45498,2200220826,6632.14,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Drone Project,Equipment,45483,2200219842,3164,iRed Limited
Hampshire & Isle of Wight Constabulary,Drone Project,Equipment,45496,2200220521,550,iRed Limited
Hampshire & Isle of Wight Constabulary,Drone Project,Other Services,45496,3110124439,779,One Time Vendor
Hampshire & Isle of Wight Constabulary,Drone Project,Technical and Professional Consultant F,45499,2200220894,1500,Cyclops Air Ltd
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Electricity,45491,3110124384,14919.92,NPOWER
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Gas,45491,3110124278,3851.41,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Premises Insurance - General,45476,3110124091,29402.24,Savills (UK) Ltd
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Uniform Business Rates,45474,3500004382,47502,Portsmouth City Council
