Department,Spending area,Expense type,Posting date,Reference,Amount,Supplier Name with Redactions
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45457,2200218274,3234.8,Mehler Vario System Gmbh
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45457,2200218286,12178.8,Mehler Vario System Gmbh
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45457,2200218292,1201.94,WM Sugden & Sons Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45460,2200218407,521.2,Try & Lilly Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45460,2200218408,515.5,Workin Togs Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45462,2200218561,6891,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45464,2200218702,606.66,Tran Am Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45467,2200218756,997,Bks (Made To Measure) Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45467,2200218757,3300,TOYE KENNING & SPENCER (BEDWORTH) L
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45471,2200219105,1850,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45471,2200219104,1563.6,Try & Lilly Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Equipment,45448,2200217636,635.25,Cambium Advisory Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Equipment,45450,2200217804,884.99,Chiltern Global Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Equipment,45457,2200218320,1654.2,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Materials,45447,2200217422,656.4,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CHIEF CONSTABLE PROJECTS,Technical and Professional Consultant F,45447,2200217472,5250,Jones Risk Consultancy
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Equipment,45447,2200217418,5539,HALFORDS LTD
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Equipment,45447,2200217419,27568,HALFORDS LTD
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Equipment,45447,2200217420,7184,HALFORDS LTD
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Other Services,45470,2200219060,2268.6,HAMPSHIRE PENSION FUND
Hampshire & Isle of Wight Constabulary,Corporate insights,Technical and Professional Consultant F,45455,2200218146,11700,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Corporate Insights Analysis Team,Other Services,45455,2200218158,24160,ROL Solutions Ltd
Hampshire & Isle of Wight Constabulary,Cosham FS Projects,General Maintenance,45453,2200021509,250000,HIWFRS
Hampshire & Isle of Wight Constabulary,COSHAM NPO,Rent,45471,2200219118,14077.12,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,COSHAM POLICE STATION (PN),Uniform Business Rates,45444,3500004309,4914,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Non System - Electricity,45461,3110123839,680.77,NPOWER
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Uniform Business Rates,45444,3500004325,761,WINCHESTER CITY COUNCIL
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45448,2200217707,710,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45450,2200217829,906,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45453,2200217985,2005,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45454,2200218072,568,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45454,2200218073,852,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45460,2200218375,697.5,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Forensic and pathology testing,45463,2200218648,2355.44,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Catering Provisions,45456,2200218193,13785.59,BAXTERSTOREY LIMITED
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Catering Provisions,45456,2200218194,13535.21,BAXTERSTOREY LIMITED
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45448,2200217675,1031.64,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45454,2200218069,835.41,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45461,2200218539,7682.75,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45461,2200218540,974.49,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45468,2200218879,757.02,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,General Maintenance,45461,2200218489,6300,Digital Image Booth Limited
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Medical and Counselling Fees,45446,2200217400,139406.37,Partnering Health Limited
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45454,2200218016,3061,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45454,2200218017,3220.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45454,2200218018,3171.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45454,2200218019,3457,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45470,2200219050,2389.5,Veezu Ltd T/A Aqua Cars
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45446,2200217372,1950,LIPSPEAKER UK
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45456,2200218196,49325.85,D.A. LANGUAGES
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45456,2200218195,1797,LIPSPEAKER UK
Hampshire & Isle of Wight Constabulary,CUSTODY IOW PIC,Materials,45446,2200217355,728.13,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45448,2200217706,859.95,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45448,2200217647,3551.88,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45463,2200218620,1788,Fast Engineering Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45447,2200217445,852,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45453,2200217941,1066,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45467,2200218749,883.68,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Staff Use of Public Transport,45449,2200217743,1190.1,RADIO TAXIS (SOUTHAMPTON)
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Other expenses,45464,2200021623,1620,MJF Interiors Limited
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45448,2200021476,32525.32,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45448,2200021477,30446.85,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45448,2200021478,30446.85,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45448,2200021479,30446.85,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45450,2200021485,21690.36,Toyota GB PLC
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45456,2200021553,5011.27,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45456,2200021554,4636.54,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45462,2200021596,35644.92,Ford Motor Company Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45462,2200021594,186663,MC TRUCK & BUS LTD
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45462,2200021595,186663,MC TRUCK & BUS LTD
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45468,2200021646,14446.49,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45468,2200021647,14446.49,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45468,2200021648,14446.49,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45468,2200021649,14446.49,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45468,2200021650,13776.14,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45469,2200021678,9454.79,Cartwright Vehicle Conversions Ltd
Hampshire & Isle of Wight Constabulary,Digital Policing,Payments to Other PC,45450,2200217835,29994.41,PCC for Thames Valley
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45453,3110123481,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45461,3110123635,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Specsavers,Medical and Counselling Fees,45464,2200218717,2430,Specsavers
Hampshire & Isle of Wight Constabulary,DIRECT EAP- Health Assured (Employee Sup,Medical and Counselling Fees,45450,2200217869,4695.6,Health Assured Limited
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45447,2200217431,1830,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45447,2200217432,3200,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45449,2200217725,10466,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Technical and Professional Consultant F,45448,2200217638,750,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District CID West Head Office,Technical and Professional Consultant F,45463,3110123942,1268.55,One Time Vendor
Hampshire & Isle of Wight Constabulary,District Police East HO,Forensic and pathology testing,45453,2200217962,725,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45448,2200217563,605,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45464,2200218709,1190,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45447,2200217475,1024,APPLEMORE KENNELS & CATTERY
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45447,2200217476,576,APPLEMORE KENNELS & CATTERY
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45447,2200217477,960,APPLEMORE KENNELS & CATTERY
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45447,2200217464,554.51,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45447,2200217463,674.3,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45447,2200217426,1600,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45448,2200217631,2395,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45448,2200217685,1243.97,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45449,2200217779,866.67,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45449,2200217797,950,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45453,2200217959,2003,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45460,2200218349,576,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45461,2200218542,1382.35,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45464,2200218673,576,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45468,2200218803,1833.33,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Equipment,45463,2200218626,21880,Caseva Limited
Hampshire & Isle of Wight Constabulary,DOMESTIC HOMICIDE REVIEWS,Payments to Other Local Authorities,45447,2200217457,2000,Hart District Council
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45468,2200218932,634.18,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45468,2200218934,507.34,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45471,2200219070,634.2,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,Agency Staff,45471,2200219071,642.77,REED SPECIALIST RECRUITMENT LTD
Hampshire & Isle of Wight Constabulary,Driver Awareness,IT Software,45453,2200217992,3790,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,Other Expenses,45448,2200217709,6439.76,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,Other Expenses,45468,2200218848,686.1,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,Other Expenses,45468,2200218903,7097.81,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,DRIVER TRAINING,"Books, DVDs and CDs",45454,2200218025,550,TSO INFORMATION & PUBLISHING SOLUTI
Hampshire & Isle of Wight Constabulary,DRIVER TRAINING,"Books, DVDs and CDs",45460,2200218366,-550,TSO INFORMATION & PUBLISHING SOLUTI
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Electricity,45461,3110123896,15236.54,NPOWER
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Gas,45461,3110123795,4392.47,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Rent,45446,3110123301,349574.94,Savills (UK) Ltd
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Uniform Business Rates,45444,3500004313,47502,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Non System - Electricity,45461,3110123862,598.52,NPOWER
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Rent,45468,2200218912,7937.25,EASTLEIGH BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Uniform Business Rates,45449,3500004346,2206,EASTLEIGH BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,ECU INV TEAM,Registration and Inspection Fees,45462,2200218604,17671.41,Experian Ltd
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45455,2200218160,10034.5,Hampshire County Council
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45455,2200218161,5312,Hampshire County Council
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45456,3110123560,10662.5,12CP Barristers
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Technical and Professional Consultant F,45455,2200218148,3150,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45448,2200217613,557.53,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Evidence Management,"Confidential, Hazardous & Medical Waste",45455,2200218159,630.94,Wilsons Auctions Limited
Hampshire & Isle of Wight Constabulary,FAIRNESS & EQUALITY,Grant Aid and Donations,45449,2200217717,2500,ART ASIA TRUST LTD
Hampshire & Isle of Wight Constabulary,FAIRNESS & EQUALITY,Training related expenditure,45446,2200217344,1184,College of Policing
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Electricity,45461,3110123889,2607.11,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Gas,45461,3110123800,1834.17,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Uniform Business Rates,45444,3500004298,48867,FAREHAM BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Rent,45455,3110123552,10350,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Rent,45455,3110123554,10695,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Service Charges - Premises,45455,3110123553,8211.8,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Service Charges - Premises,45455,3110123555,11825.21,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Service Charges - Premises,45455,3110123556,-10665.12,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Service Charges - Premises,45455,3110123557,-7406.15,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Uniform Business Rates,45449,3500004350,1647,GOSPORT BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Uniform Business Rates,45449,3500004351,3167,GOSPORT BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123881,1319.46,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123902,-1137.05,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123904,1495.04,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123910,-996.54,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123912,1237.56,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123918,-1279.05,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123921,1564.33,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123926,-1489.06,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123928,1808.01,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123930,-1307.65,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123933,1635.3,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123934,-763.39,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45461,3110123937,831.83,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Gas,45461,3110123812,651.36,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Rent,45446,3110123302,35962.5,Jones Lang LaSalle Ltd - (JLL-RENT)
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Service Charges - Premises,45446,3110123303,2994.24,Jones Lang LaSalle Ltd - (JLL-RENT)
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Uniform Business Rates,45444,3500004300,26344,FAREHAM BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FARNBOROUGH NPO,Rent,45449,2200217776,12698.12,RUSHMOOR BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FARNBOROUGH NPO,Rent,45449,2200217777,12698.12,RUSHMOOR BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FIREARMS - ARV,Equipment,45454,2200218081,2400,Speciality Oxygen Ltd
