Department,Spending area,Expense type,Posting date,Reference,Amount,Supplier Name with Redactions
Hampshire & Isle of Wight Constabulary,CAIT,Medical and Counselling Fees,45513,3110124723,6600,One Time Vendor
Hampshire & Isle of Wight Constabulary,CAIT,Technical and Professional Consultant F,45506,3110124597,505.36,One Time Vendor
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45512,2200221695,988,Arktis Endurance Textiles Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45518,2200222088,2976,Arktis Endurance Textiles Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45531,2200222685,795.3,Engelbert Strauss LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45531,2200222691,555.4,Engelbert Strauss LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45532,2200222699,549.6,Engelbert Strauss LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45532,2200222831,767.9,Engelbert Strauss LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45532,2200222832,905.6,Engelbert Strauss LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45512,2200221666,4391.1,MLA LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45518,2200222005,1656.45,MLA LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45527,2200222562,997,Price Western Leather Co Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45505,2200221215,900,Redacted - Operational
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45512,2200221668,2088,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45518,2200222089,1323.2,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45532,2200222744,36987.5,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45525,2200222491,553.78,Sbi Tac Pro Limited
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45509,2200221364,-3605.5,Tch Uk Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45527,2200222563,531,TOYE KENNING & SPENCER (BEDWORTH) L
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45512,2200221703,655.2,Try & Lilly Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45505,2200221218,845.91,WM Sugden & Sons Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Clothing and Uniforms,45505,2200221219,1604.66,WM Sugden & Sons Ltd
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Health and Safety Equipment,45512,2200221692,1940.4,HELMET INTEGRATED SYSTEMS LTD
Hampshire & Isle of Wight Constabulary,CENTRAL STORES PRODUCTION COST,Health and Safety Equipment,45512,2200221693,12612.6,HELMET INTEGRATED SYSTEMS LTD
Hampshire & Isle of Wight Constabulary,CHIEF CONSTABLE HEAD OFFICE,Grant Aid and Donations,45532,3110125086,2440,One Time Vendor
Hampshire & Isle of Wight Constabulary,CHIEF CONSTABLE PROJECTS,Grant Aid and Donations,45517,3110124760,20000,Hampshire Constabulary Welfare Fund
Hampshire & Isle of Wight Constabulary,CHIEF CONSTABLE PROJECTS,Technical and Professional Consultant F,45518,2200222076,6825,Jones Risk Consultancy
Hampshire & Isle of Wight Constabulary,CORPORATE FINANCE,Payments to Private Contractors,45520,3110124890,14100,One Time Vendor
Hampshire & Isle of Wight Constabulary,Corporate insights,Subscriptions,45510,2200221508,3400,CoPaCC Ltd
Hampshire & Isle of Wight Constabulary,Corporate insights,Technical and Professional Consultant F,45517,2200221929,10500,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Corporate Insights Analysis Team,Payments to Other PC,45518,2200222087,1704.08,Pcc For Leicestershire
Hampshire & Isle of Wight Constabulary,Cosham Fire Station,Rent,45531,2200222605,8125,HIWFRS
Hampshire & Isle of Wight Constabulary,Cosham FS Projects,Equipment,45516,2200022108,4895,RACKLINE LTD
Hampshire & Isle of Wight Constabulary,Cosham FS Projects,Fixtures and Fittings,45523,2200022218,3130,BIGSTUFF LIMITED
Hampshire & Isle of Wight Constabulary,COSHAM POLICE STATION (PN),Non System - Water - Metered,45520,3110124936,-973.94,Scottish Water Business Stream Ltd
Hampshire & Isle of Wight Constabulary,COSHAM POLICE STATION (PN),Uniform Business Rates,45505,3500004452,4914,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Non System - Electricity,45525,3110125000,573.25,NPOWER
Hampshire & Isle of Wight Constabulary,CRABWOOD MAST,Uniform Business Rates,45505,3500004468,761,WINCHESTER CITY COUNCIL
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45505,2200221204,1095.2,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Equipment,45534,2200222943,836.2,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY EASTERN PIC,Forensic and pathology testing,45509,2200221384,2275.26,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Catering Provisions,45506,2200221305,17013.71,BAXTERSTOREY LIMITED
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Catering Provisions,45516,2200221790,14409.76,BAXTERSTOREY LIMITED
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45510,2200221421,3514.45,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45510,2200221423,1236.77,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45511,2200221589,1973.09,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45516,2200221815,692.33,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Cleaning services,45524,2200222321,924.32,N-VIRO
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Laundry and Dry Cleaning,45531,2200222652,4172.62,Berendsen Uk Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Laundry and Dry Cleaning,45531,2200222653,4649.93,Berendsen Uk Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Laundry and Dry Cleaning,45531,2200222654,4727.74,Berendsen Uk Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Medical and Counselling Fees,45505,2200221234,139406.37,Partnering Health Limited
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Non-Staff Subsistence and Expenses,45509,2200221399,2842.1,Veezu Ltd T/A Aqua Cars
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45512,2200221671,37670.48,D.A. LANGUAGES
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45513,2200221758,-607.43,D.A. LANGUAGES
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45516,2200221791,36240.16,D.A. LANGUAGES
Hampshire & Isle of Wight Constabulary,CUSTODY HEAD OFFICE,Technical and Professional Consultant F,45517,2200221890,2415,LIPSPEAKER UK
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45510,2200221456,568,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45510,2200221478,2132.7,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45531,2200222658,994,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45531,2200222659,568,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY NORTHERN PIC,Equipment,45518,2200221993,920,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45520,2200222160,1413,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45533,2200222875,605.05,Charles Fellows Suppliers Limited
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45511,2200221577,1298,Reliance High Tech Ltd
Hampshire & Isle of Wight Constabulary,CUSTODY WESTERN PIC,Equipment,45525,2200222437,904,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,DCC INITIATIVE/PROJECTS,Catering Provisions,45513,3110124722,585,One Time Vendor
Hampshire & Isle of Wight Constabulary,DCC INITIATIVE/PROJECTS,Grant Aid and Donations,45511,3110124715,2000,One Time Vendor
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45532,2200022269,75979.76,Hp Contracts Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45516,2200022112,37136,MacConvilles Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45516,2200022113,4000,MacConvilles Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45510,2200022053,5690,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Depreciation Operational Buildings,Payments to main contractor,45512,2200022096,4325,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45520,2200022183,13776.14,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45520,2200022184,14446.49,Hyundai Motor Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45519,2200022146,3388.19,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45519,2200022148,5915.22,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45519,2200022149,5930.48,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45519,2200022150,3488.19,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45519,2200022151,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45519,2200022152,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45519,2200022153,2773.44,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45519,2200022154,3488.19,tscomms Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45520,2200022188,39114.22,Volvo Car Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45520,2200022189,39114.22,Volvo Car Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45520,2200022190,39114.22,Volvo Car Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45520,2200022191,39734.22,Volvo Car Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45520,2200022192,39734.22,Volvo Car Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45520,2200022193,39114.22,Volvo Car Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45524,2200022226,39114.22,Volvo Car Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45524,2200022227,39114.22,Volvo Car Uk Ltd
Hampshire & Isle of Wight Constabulary,Depreciation Vehicles,Purchase of Vehicles,45524,2200022228,39114.22,Volvo Car Uk Ltd
Hampshire & Isle of Wight Constabulary,DFG,Equipment,45510,2200221506,1800,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Digital Policing,Payments to Other PC,45511,2200221626,28441.74,PCC for Thames Valley
Hampshire & Isle of Wight Constabulary,Digital Policing,Payments to Other PC,45513,2200221720,28735.25,PCC for Thames Valley
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45517,3110124776,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45527,3110125070,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45527,3110125071,751,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Nuffield Health,Medical and Counselling Fees,45527,3110125072,542,One Time Vendor
Hampshire & Isle of Wight Constabulary,DIRECT - Specsavers,Medical and Counselling Fees,45518,2200222043,2698.62,Specsavers
Hampshire & Isle of Wight Constabulary,DIRECT Drug Tests,Medical and Counselling Fees,45505,2200221232,586.32,ABBOTT TOXICOLOGY LTD
Hampshire & Isle of Wight Constabulary,DIRECT EAP- Health Assured (Employee Sup,Medical and Counselling Fees,45510,2200221509,4695.6,Health Assured Limited
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45505,2200221217,10066,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45506,2200221299,3450,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT- Psychological Screening Core,Medical and Counselling Fees,45506,2200221300,2580,NTA Psychological Screening Ltd
Hampshire & Isle of Wight Constabulary,DIRECT Vaccinations,Medical and Counselling Fees,45534,2200222979,1419,Solent NHS Trust    R1C receivables
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Technical and Professional Consultant F,45525,3110124946,2871.51,One Time Vendor
Hampshire & Isle of Wight Constabulary,District CID North Head Office,Technical and Professional Consultant F,45525,3110124947,2722.75,One Time Vendor
Hampshire & Isle of Wight Constabulary,District CID West Head Office,Equipment,45519,2200222112,700,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District CID West Head Office,Medical and Counselling Fees,45506,3110124581,1000,One Time Vendor
Hampshire & Isle of Wight Constabulary,District Police East HO,Equipment,45519,2200222110,916.6,Ledco
Hampshire & Isle of Wight Constabulary,District Police East HO,Equipment,45516,2200221794,2150,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police East HO,Materials,45506,2200221291,2113.75,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police East HO,Materials,45509,2200221380,3064.7,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,District Police Isle of Wight HO,Materials,45506,2200221290,2536.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police North HO,Materials,45506,2200221292,845.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45506,2200221335,900,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45525,2200222503,705,Redacted - Operational
Hampshire & Isle of Wight Constabulary,District Police West HO,Equipment,45525,2200222504,815.92,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,District Police West HO,Materials,45506,2200221293,845.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45510,2200221483,1743.95,Nestle Purina UK
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45533,2200222900,1743.95,Nestle Purina UK
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45533,3110125106,3559.53,One Time Vendor
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45510,2200221464,768,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45520,2200222183,704,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45520,2200222186,576,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45534,2200222955,576,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45534,2200222958,720,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45532,2200222785,962.43,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45531,2200222647,2425,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45525,2200222496,4799.99,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45510,2200221409,796.83,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45512,2200221646,1732.8,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45532,2200222722,742.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Equipment,45510,2200221484,1196,Canine Country Retreat Ltd
Hampshire & Isle of Wight Constabulary,DOMESTIC HOMICIDE REVIEWS,Payments to Other Local Authorities,45527,2200222560,2000,Havant Borough Council
Hampshire & Isle of Wight Constabulary,DOMESTIC HOMICIDE REVIEWS,Payments to Other Local Authorities,45527,2200222559,2000,Southampton City Council
Hampshire & Isle of Wight Constabulary,Driver Awareness,Hire of Accommodation and Facilities,45518,3110124797,2553.84,One Time Vendor
Hampshire & Isle of Wight Constabulary,Driver Awareness,IT Software,45509,2200221378,3790,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,Driver Awareness,Other Expenses,45534,2200222953,6303.98,Clarity Information Solutions Ltd
Hampshire & Isle of Wight Constabulary,DRIVER TRAINING,"Books, DVDs and CDs",45505,2200221227,550,TSO INFORMATION & PUBLISHING SOLUTI
Hampshire & Isle of Wight Constabulary,Drones BVLS Project,Equipment,45527,2200222568,7640,iRed Limited
Hampshire & Isle of Wight Constabulary,East Area Head Office,Contributions from Other Local Authorit,45516,3110124758,12500,Hampshire County Council
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Electricity,45525,3110125009,16466.34,NPOWER
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Gas,45519,3110124812,3888.8,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Water - Metered,45520,3110124920,941.41,Scottish Water Business Stream Ltd
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Uniform Business Rates,45505,3500004456,47502,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Non System - Electricity,45525,3110124968,594.1,NPOWER
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Uniform Business Rates,45510,3500004489,2206,EASTLEIGH BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,ECU INV TEAM,Registration and Inspection Fees,45518,2200222086,17671.41,Experian Ltd
Hampshire & Isle of Wight Constabulary,ECU INV TEAM,Registration and Inspection Fees,45532,2200222837,17671.41,Experian Ltd
Hampshire & Isle of Wight Constabulary,Education Partnerships & CCP,ICT Services,45509,2200221397,15000,Illuminet Solutions
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45505,3110124575,500,One Time Vendor
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45527,3110125068,1250,One Time Vendor
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Technical and Professional Consultant F,45519,3110124798,10000,One Time Vendor
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Technical and Professional Consultant F,45516,2200221828,875,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Estate Building Security,General Maintenance,45531,2200222618,12630.31,TREMORFA LTD
Hampshire & Isle of Wight Constabulary,Estate Building Security,General Maintenance,45532,2200222772,12630.31,TREMORFA LTD
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45506,2200221263,1440,Redacted - Operational
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Service Charges - Premises,45512,2200221656,3040,Commercial and Industrial Services
Hampshire & Isle of Wight Constabulary,Evidence Management,Equipment,45533,2200222851,1140,Stearn Electric Co Ltd
Hampshire & Isle of Wight Constabulary,FAIRNESS & EQUALITY,Other Training Courses and Qualification,45520,3110124891,2150,One Time Vendor
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Electricity,45525,3110125011,2382.06,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Gas,45519,3110124816,2913.78,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Water - Metered,45520,3110124931,1944.09,Scottish Water Business Stream Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45532,3110125084,3807.53,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45532,3110125085,1760.31,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Rent,45532,3110125082,8912.5,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Rent,45532,3110125083,8625,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Service Charges - Premises,45532,3110125080,6843.17,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Service Charges - Premises,45532,3110125081,9854.34,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Uniform Business Rates,45510,3500004493,1647,GOSPORT BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Uniform Business Rates,45510,3500004494,3167,GOSPORT BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45525,3110124979,1288.91,NPOWER
Hampshire & Isle of Wight Constabulary,FARNBOROUGH NPO,Rent,45533,2200222890,13499.42,RUSHMOOR BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,Feasibility costs,Other Services,45506,2200221331,10626.6,MacConvilles Ltd
Hampshire & Isle of Wight Constabulary,Feasibility costs,Other Services,45534,2200222982,980.33,MacConvilles Ltd
Hampshire & Isle of Wight Constabulary,Feasibility costs,Other Services,45534,2200223006,14787,MacConvilles Ltd
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Materials,45533,2200222880,2627.73,Ds Smith Southeast
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Weaponary Supplies,45524,2200222500,14147.76,Home Office
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Weaponary Supplies,45519,2200222107,44265,Redacted - Operational
Hampshire & Isle of Wight Constabulary,FIREARMS LICENSING,Postage and Delivery,45518,2200222085,2131.86,Hampshire County Council
Hampshire & Isle of Wight Constabulary,FIU,Grant Aid and Donations,45509,3110124671,34000,THE BLUE LAMP TRUST
Hampshire & Isle of Wight Constabulary,FLEET MANAGEMENT GENERAL,Rent,45533,2200222897,11250,The West Quay Limited Partnership
Hampshire & Isle of Wight Constabulary,Force Missing Exploited Team,Equipment,45520,2200222179,641.57,Redacted - Operational
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45517,2200221881,600,12CP Barristers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45517,2200221882,600,12CP Barristers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45510,2200221502,536.5,Capsticks Solicitors LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45505,2200221237,1255.8,DAC Beachcroft
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45517,2200221940,1200.6,DAC Beachcroft
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45524,2200222374,786.6,DAC Beachcroft
