Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,633.6
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,633.6
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,633.6
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,601.92
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,570.24
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,559.68
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,559.68
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,517.44
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,517.44
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,506.88
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,506.88
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,480.48
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,480.48
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,422.4
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,411.84
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,393.74
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,380.16
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,369.6
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,327.36
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,316.8
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,316.8
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,316.8
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,316.8
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,316.8
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,285.12
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,232.32
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,218.74
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,211.2
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,158.4
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,137.28
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,126.72
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,60
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,42.24
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-21.12
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-30.62
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-190.08
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-221.76
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-295.68
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-306.24
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,580.8
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,443.52
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,443.52
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,438.24
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,432.96
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,432.96
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,380.16
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,327.36
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,316.8
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,221.76
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,221.76
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,200.64
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,184.8
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,126.72
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,126.72
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,105.6
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,73.92
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,26.4
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-10.56
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-15.84
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-47.52
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-63.36
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-95.04
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-221.76
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-232.32
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-295.68
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,-322.08
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,316.8
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,274.56
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,158.4
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,63.36
Social Care Services,Smartway Health and Social Care Ltd,Services to People,Care Payments,09/01/2024,528
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,306.24
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,960.96
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,628.32
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,538.56
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,443.52
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,253.44
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,211.2
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-36.96
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-42.24
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,887.04
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,887.04
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,770.88
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,506.88
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,443.52
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,443.52
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,369.6
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,168.96
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,126.72
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-42.24
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-63.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-126.72
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-190.08
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-417.12
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-739.2
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,813.12
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,813.12
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,675.84
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,644.16
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,633.6
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,623.04
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,601.92
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,443.52
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,406.56
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,401.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,401.28
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,369.6
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,337.92
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,316.8
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,168.96
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,84.48
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-42.24
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-79.2
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-126.72
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-369.6
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,454.08
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,443.52
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,359.04
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,264
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,264
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-31.68
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-211.2
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-443.52
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,-591.36
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,306.24
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,749.76
Social Care Services,AMB Care Ltd T/A My Homecare,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,485.76
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,137.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,601.92
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,601.92
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,528
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,232.32
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,84.48
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-10.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,887.04
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,887.04
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,739.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,686.4
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,633.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,633.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,612.48
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,570.24
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,517.44
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,469.92
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,443.52
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,443.52
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,369.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,359.04
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,343.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,343.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,332.64
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,316.8
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,274.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,274.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,232.32
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,211.2
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,126.72
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,105.6
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,84.48
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,84.48
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,63.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,52.8
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,31.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-10.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-36.96
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-36.96
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-52.8
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-73.92
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-116.16
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-258.72
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-258.72
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-332.64
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-332.64
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-628.32
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,665.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,411.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,306.24
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,179.52
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,137.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,84.48
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-10.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-10.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-73.92
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-110.88
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,696.96
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,675.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,591.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,443.52
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,422.4
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,327.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,295.68
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,274.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,253.44
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,221.76
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,147.84
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,137.28
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,84.48
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,84.48
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,63.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,63.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,63.36
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,42.24
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,21.12
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,10.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,10.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,10.56
Social Care Services,New Hope Specialist Care Ltd,Services to People,Care Payments,09/01/2024,-42.24
