Merchant Category,Supplier,Service,Summary of Purpose of Expenditure,invoice_date,net_amount
Furniture and Furnishings,FURNITURE RESOURCE CENTRE,Corporate and Support Services,Furniture and Equipment,10/11/2023,219.15
Furniture and Furnishings,FURNITURE RESOURCE CENTRE,Corporate and Support Services,Furniture and Equipment,10/11/2023,55.91
Furniture and Furnishings,FURNITURE RESOURCE CENTRE,Corporate and Support Services,Furniture and Equipment,10/11/2023,191.65
Financial Services,PayPoint Network Ltd,Services to People,Covid 19 Payments,10/11/2023,1000
Transport and Travel,STAGECOACH SERVICES LTD,Services to Place,Furniture and Equipment,11/11/2023,2850
Professional / Consultancy Services,The Carbon Literacy Trust,Services to Place,Staff Training,11/11/2023,1000
Cleaning Supplies,Arrow County Supplies,Services to Place,Cleaning,11/11/2023,373.05
Cleaning Supplies,Arrow County Supplies,Services to Place,Cleaning,11/11/2023,509.4
Cleaning Supplies,Arrow County Supplies,Services to Place,Cleaning,11/11/2023,191.4
Cleaning Supplies,Arrow County Supplies,Services to Place,Cleaning,11/11/2023,24.8
Cleaning Supplies,Arrow County Supplies,Services to Place,Cleaning,11/11/2023,86.1
Cleaning Supplies,Arrow County Supplies,Services to Place,Cleaning,11/11/2023,223.5
Cleaning Supplies,Arrow County Supplies,Services to Place,Cleaning,11/11/2023,24.8
Cleaning Supplies,Arrow County Supplies,Services to Place,Cleaning,11/11/2023,80.8
Cleaning Supplies,Arrow County Supplies,Services to Place,Cleaning,11/11/2023,4
Recruitment / Staffing,Computer Futures,Corporate and Support Services,Supplies and services,11/11/2023,3500
Professional / Consultancy Services,KPMG LLP ADVISORY,Corporate and Support Services,Professional Fees,11/11/2023,29678
Facilities Management,COMMSEC Ltd,Services to Place,Repairs and Maintenance,12/11/2023,2210.5
Clothing/Workwear/Safety Equipt,KELTIC CLOTHING LTD,Services to Place,Furniture and Equipment,12/11/2023,859.5
Clothing/Workwear/Safety Equipt,KELTIC CLOTHING LTD,Services to Place,Furniture and Equipment,12/11/2023,227.4
Clothing/Workwear/Safety Equipt,KELTIC CLOTHING LTD,Services to Place,Furniture and Equipment,12/11/2023,650
Clothing/Workwear/Safety Equipt,KELTIC CLOTHING LTD,Services to Place,Furniture and Equipment,12/11/2023,99.9
Clothing/Workwear/Safety Equipt,KELTIC CLOTHING LTD,Services to Place,Furniture and Equipment,12/11/2023,149.85
Clothing/Workwear/Safety Equipt,KELTIC CLOTHING LTD,Services to Place,Furniture and Equipment,12/11/2023,49.95
Clothing/Workwear/Safety Equipt,KELTIC CLOTHING LTD,Services to Place,Furniture and Equipment,12/11/2023,59.9
Financial Services,Equiniti,#N/A,Other Payments,16/01/2024,3940.66
Financial Services,Equiniti,#N/A,Other Payments,16/01/2024,4929.43
,One Time Supplier,#N/A,Other Payments,17/01/2024,184187.09
Childcare Provision,Tiny Turtles Daycare Ltd,Services to Place,Expenses and Allowances,13/11/2023,511.5
Arts / Cultural Services,ARTBUILDING (LEICESTER) LTD,Corporate and Support Services,Professional Fees,13/11/2023,10140
Education Services,One Education Ltd,Services to People,Other Payments,14/11/2023,7800
Design Services,FUTURE DESIGN CONSULTANTS,Services to People,Publicity and Promotion,14/11/2023,3720
Design Services,FUTURE DESIGN CONSULTANTS,Services to People,Publicity and Promotion,14/11/2023,880
Design Services,FUTURE DESIGN CONSULTANTS,Services to People,Publicity and Promotion,14/11/2023,1600
Financial Services,Stockport Credit Union Ltd,#N/A,Other Payments,18/01/2024,605
Architectural Services,AEW Architects & Designers Ltd,Services to Place,Professional Fees,15/11/2023,14971.5
Construction / Building Services,Network Space Developments Ltd,Services to Place,Professional Fees,15/11/2023,9125
Photography and Film Services,Toolebox Films Limited,Corporate and Support Services,Publicity and Promotion,16/11/2023,1595
Photography and Film Services,Toolebox Films Limited,Corporate and Support Services,Publicity and Promotion,16/11/2023,912.5
Social Care Services,Cuffe and Lacey,Services to People,Fees and Charges,16/11/2023,-862.47
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,29.17
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,37.5
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,48.34
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,86.25
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,36.67
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,58.5
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,1225.35
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,35
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,9.17
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,57.51
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,37.5
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,1225.35
Landscape / Gardening,Boston Seeds Limited,Services to Place,Grounds Maintenance,16/11/2023,80.01
Recruitment / Staffing,Computer Futures,Corporate and Support Services,Supplies and services,16/11/2023,3500
Trainer / Facilitator,Think Equal,Services to People,Library Equipment,16/11/2023,7920
Recruitment / Staffing,Osborne Richardson,Services to Place,Professional Fees,16/11/2023,914.93
Recruitment / Staffing,Osborne Richardson,Services to Place,Professional Fees,16/11/2023,1253.88
Engineering Services,AtkinsRéalis UK Limited,Services to Place,Professional Fees,16/11/2023,1500
Leisure Services,Stockport Active CIC,Services to People,Fees and Charges,17/11/2023,13873.5
Social Care Services,Caring for Care,Corporate and Support Services,Staff Training,17/11/2023,695
Arts / Cultural Services,ARTBUILDING (LEICESTER) LTD,Corporate and Support Services,Professional Fees,17/11/2023,8450
Arts / Cultural Services,ARTBUILDING (LEICESTER) LTD,Corporate and Support Services,Professional Fees,17/11/2023,-10140
Manufacturer,IPL Plastics Ltd,Services to Place,Waste Management Equipment,17/11/2023,14304
Engineering Services,MPH INSPECTION SERVICES LTD,Services to Place,Fixtures and Fittings,18/11/2023,20349
Engineering Services,MPH INSPECTION SERVICES LTD,Services to Place,Fixtures and Fittings,18/11/2023,1134
Digital / Media Services,Public-i,Corporate and Support Services,Furniture and Equipment,18/11/2023,18853
Central Government Department,INLAND REVENUE ONLY,#N/A,Other Payments,19/01/2024,13787.6
Mobility Equipment / Supplies,AKW MEDI-CARE LTD,Services to People,Capital Expenditure - Works,19/11/2023,471.9
Mobility Equipment / Supplies,AKW MEDI-CARE LTD,Services to People,Capital Expenditure - Works,19/11/2023,1124
Training Provision,BIKERIGHT LTD,Services to Place,Fees and Charges,19/11/2023,9308
Architectural Services,Planit-IE Ltd,Services to Place,Professional Fees,19/11/2023,6912.5
Construction / Building Services,Totally Local Company Ltd,Services to Place,Fees and Charges,19/11/2023,14218
Local Authority,TAMESIDE MBC,#N/A,Other Payments,18/01/2024,649.93
Business Services / Support,Capita Business Services Ltd,Services to Place,Covid 19 Payments,20/11/2023,10850
Financial Services,Stockport Credit Union Ltd,#N/A,Other Payments,18/01/2024,12824
Recruitment / Staffing,Computer Futures,Corporate and Support Services,Supplies and services,21/11/2023,3500
NHS Organisation,STOCKPORT NHS TRUST,Corporate and Support Services,Third party payments - Public Sector,22/11/2023,14380
School (Other Local Authority),One School Global,Services to People,Third party payments - Public Sector,22/11/2023,2162.33
Central Government Department,DWP Debt Management,#N/A,Other Payments,18/01/2024,1325.36
Transport and Travel,Northern Trains Limited,Corporate and Support Services (Tech),Travelling Expenses,23/11/2023,1452.4
Retailer,Park Retail Ltd,Services to People,Furniture and Equipment,23/11/2023,909
Recruitment / Staffing,Computer Futures,Corporate and Support Services,Supplies and services,24/11/2023,3500
Education Services,SpeechWise Speech and Language Ther,Services to People,Professional Fees,24/11/2023,172.9
Education Services,SpeechWise Speech and Language Ther,Services to People,Professional Fees,24/11/2023,705
Education Services,SpeechWise Speech and Language Ther,Services to People,Professional Fees,24/11/2023,1762.5
Education Services,SpeechWise Speech and Language Ther,Services to People,Professional Fees,24/11/2023,1320
Education Services,SpeechWise Speech and Language Ther,Services to People,Professional Fees,24/11/2023,4047.63
Education Services,SpeechWise Speech and Language Ther,Services to People,Professional Fees,24/11/2023,3472.21
Social Care Services,THE TOGETHER TRUST CENTRE,Services to People,Professional Fees,24/11/2023,5733
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Professional Fees,24/11/2023,8072.96
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Supplies and services,24/11/2023,3886.2
Design Services,FUTURE DESIGN CONSULTANTS,Corporate and Support Services,Publicity and Promotion,24/11/2023,7048
Design Services,FUTURE DESIGN CONSULTANTS,Corporate and Support Services,Publicity and Promotion,24/11/2023,2440
NHS Organisation,STOCKPORT NHS TRUST,Corporate and Support Services,Third party payments - Public Sector,24/11/2023,12190
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Capital Expenditure - Fees,24/11/2023,8257.72
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Information and Communications Technology,26/11/2023,4699.89
Legal Services,Kings Chambers,Corporate and Support Services,Professional Fees,27/11/2023,9537.5
Further and Higher Education,Macclesfield Tutorial College,Services to People,Third party payments - Private/Voluntary Sector,27/11/2023,1973
Digital / Media Services,Reach Publishing Services Ltd (MEN),Services to Place,Fees and Charges,27/11/2023,574.86
Professional / Trade Body,The Growth Company,Services to People,Third party payments - Private/Voluntary Sector,27/11/2023,4125.67
Environmental Services,ANS global,Services to Place,Grounds Maintenance,27/11/2023,2462.94
NHS Organisation,PENNINE CARE NHS TRUST,Services to People,Fees and Charges,27/11/2023,5711.94
Social Care Services,Agricultural and Rural Centre CIC,Services to People,Third party payments - Private/Voluntary Sector,27/11/2023,960
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Professional Fees,28/11/2023,4474.92
Further and Higher Education,Trafford and Stockport College Grou,Services to People,Third party payments - Private/Voluntary Sector,28/11/2023,13433.62
Social Care Services,Agricultural and Rural Centre CIC,Services to People,Third party payments - Private/Voluntary Sector,28/11/2023,1800
Software Supplier,IDOX Software Ltd,Corporate and Support Services,Information and Communications Technology,29/11/2023,1050
Software Supplier,IDOX Software Ltd,Services to Place,Information and Communications Technology,29/11/2023,2200
Insurance Services,HEALTHSURE GROUP LTD,#N/A,Other Payments,18/01/2024,1628.9
Professional / Trade Body,ATCM (EVENTS),Services to Place,Fees and Charges,29/11/2023,1195
Housing Services,STOCKPORT HOMES LTD,Services to Place,Utilities,29/11/2023,1252.94
Legal Services,Niamh Ross,Corporate and Support Services,Professional Fees,29/11/2023,1041.67
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5512.32
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,30/11/2023,5844.96
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Care Payments,30/11/2023,631.44
Recruitment / Staffing,Computer Futures,Corporate and Support Services,Supplies and services,30/11/2023,3500
ICT Supplies,Elementary Technology Ltd,Services to People,Furniture and Equipment,30/11/2023,2574
Education Services,Strive Academy Limited,Services to People,Third party payments - Private/Voluntary Sector,30/11/2023,8160
Psychology / Assessment Services,Suzanne Strange,Services to People,Fees and Charges,30/11/2023,1115
Leisure Services,Stockport Active CIC,Services to Place,Third party payments - Private/Voluntary Sector,01/12/2023,-219356
Social Care Services,Tiptoes Child Therapy Services Ltd,Services to People,Fees and Charges,01/12/2023,560
Cafe / Bar / Food Outlet,Mosaic Bramall Ltd,Corporate and Support Services,Catering Supplies,01/12/2023,-2348.03
Professional / Trade Body,STOCKPORT LABOUR GROUP,#N/A,Other Payments,18/01/2024,2408.93
Education Services,The Birches School,Services to People,Third party payments - Public Sector,01/12/2023,4421
Vehicle Management,VIP SYSTEM LIMITED,Services to Place,Furniture and Equipment,01/12/2023,1612.5
Vehicle Management,VIP SYSTEM LIMITED,Services to Place,Furniture and Equipment,01/12/2023,1492.8
Education Services,Strive Academy Limited,Services to People,Third party payments - Private/Voluntary Sector,02/12/2023,6120
Trainer / Facilitator,Awareness Matters Ltd,Services to People,Professional Fees,04/12/2023,1500
Mobility Equipment / Supplies,Osprey Healthcare,Services to People,Furniture and Equipment,04/12/2023,1739.8
Mobility Equipment / Supplies,Osprey Healthcare,Services to People,Office Expenses,04/12/2023,60
Other Public Sector Organisation,STOCKPORT LIBERAL DEMOCRAT,#N/A,Other Payments,18/01/2024,4109.11
Professional / Trade Body,UNISON (APT & C SECTION),#N/A,Other Payments,18/01/2024,14134.4
Housing Services,STOCKPORT HOMES LTD,#N/A,Other Payments,22/01/2024,41624.02
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Fees and Charges,04/12/2023,1917
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Fees and Charges,04/12/2023,1491.5
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Fees and Charges,04/12/2023,1177.5
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,04/12/2023,7290
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,04/12/2023,1275
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,04/12/2023,168
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,04/12/2023,3500
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,04/12/2023,810
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,04/12/2023,2465
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,04/12/2023,560
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,04/12/2023,702
Psychology / Assessment Services,The Child Psychology Service CIC,Services to People,Fees and Charges,04/12/2023,2485
Trainer / Facilitator,The Institute of Narrative Therapy,Services to People,Staff Training,04/12/2023,660
Housing Services,Three Sixty SHG Ltd,#N/A,Other Payments,22/01/2024,110795.1
Welfare Services,Manchester Occupational Therapy Ser,Services to People,Third party payments - Private/Voluntary Sector,05/12/2023,1888.91
ICT Consultancy / Support,CAE Technology Services Ltd,Corporate and Support Services,Information and Communications Technology,06/12/2023,2925
Psychology / Assessment Services,Daydawn Therapeutic Services,Services to People,Fees and Charges,06/12/2023,672
Psychology / Assessment Services,Daydawn Therapeutic Services,Services to People,Fees and Charges,06/12/2023,568
Psychology / Assessment Services,Daydawn Therapeutic Services,Services to People,Fees and Charges,06/12/2023,680
Psychology / Assessment Services,Daydawn Therapeutic Services,Services to People,Fees and Charges,06/12/2023,608
Psychology / Assessment Services,Daydawn Therapeutic Services,Services to People,Fees and Charges,06/12/2023,728
Psychology / Assessment Services,Daydawn Therapeutic Services,Services to People,Fees and Charges,06/12/2023,688
Psychology / Assessment Services,Daydawn Therapeutic Services,Services to People,Fees and Charges,06/12/2023,760
Psychology / Assessment Services,Daydawn Therapeutic Services,Services to People,Fees and Charges,06/12/2023,552
Psychology / Assessment Services,Daydawn Therapeutic Services,Services to People,Fees and Charges,06/12/2023,560
Psychology / Assessment Services,Daydawn Therapeutic Services,Services to People,Fees and Charges,06/12/2023,520
Recruitment / Staffing,Grassroots Recruitment Ltd,Services to Place,Publicity and Promotion,06/12/2023,6762.62
Social Care Services,Motorvation Dyspraxia Clinic,Services to People,Fees and Charges,06/12/2023,540
Social Care Services,SOCIAL CARE INST FOR EXCELLENCE,Services to People,Staff Training,06/12/2023,8473.5
Waste Recycling / Disposal,WASTE SOLUTIONS SK,Corporate and Support Services,Waste Management,07/12/2023,511.26
Waste Recycling / Disposal,WASTE SOLUTIONS SK,Services to Place,Waste Management,07/12/2023,4283.19
Property Development,CBRE,Services to Place,Professional Fees,07/12/2023,2250
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,08/12/2023,4008.96
Social Care Services,Keys PCE Ltd,Services to People,Fees and Charges,08/12/2023,4250.88
Central Government Department,HM Prison and Probation Service,Services to People,Care Payments,08/12/2023,10168
Central Government Department,HM Prison and Probation Service,Services to People,Care Payments,08/12/2023,5576
Central Government Department,HM Prison and Probation Service,Services to People,Care Payments,08/12/2023,9840
Central Government Department,HM Prison and Probation Service,Services to People,Care Payments,08/12/2023,9840
Central Government Department,HM Prison and Probation Service,Services to People,Care Payments,08/12/2023,16680
School (Other Local Authority),Styal Primary School,Services to People,Third party payments - Public Sector,08/12/2023,3568.33
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Information and Communications Technology,08/12/2023,33463
Recruitment / Staffing,Computer Futures,Corporate and Support Services,Supplies and services,08/12/2023,3500
Equipment Supplies,Containers Direct,Services to People,Furniture and Equipment,08/12/2023,5400
Social Care Services,Heidi Pannell Therapeutic Services,Services to People,Fees and Charges,08/12/2023,630
Transport and Travel,STAGECOACH SERVICES LTD,Corporate and Support Services,Furniture and Equipment,08/12/2023,670
Social Care Services,Heidi Pannell Therapeutic Services,Services to People,Fees and Charges,08/12/2023,700
Transport and Travel,STAGECOACH SERVICES LTD,Services to People,Vehicle Repairs and Maintenance,08/12/2023,570
Facilities / Room Hire,Cornerstone Room Bookings,Services to People,Staff Training,08/12/2023,556.4
Facilities / Room Hire,Cornerstone Room Bookings,Services to People,Staff Training,08/12/2023,352.99
Facilities / Room Hire,Cornerstone Room Bookings,Services to People,Staff Training,08/12/2023,352.99
Cafe / Bar / Food Outlet,Mosaic Bramall Ltd,Corporate and Support Services,Expenses and Allowances,08/12/2023,2372.54
Cafe / Bar / Food Outlet,Mosaic Bramall Ltd,Corporate and Support Services,Expenses and Allowances,08/12/2023,3577.93
Psychology / Assessment Services,Hestia Counselling & Psychotherapy,Services to People,Professional Fees,08/12/2023,1350
Communications and Technology,everyLIFE Technologies Limited,Services to People,Information and Communications Technology,08/12/2023,640
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,2380
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,230
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,1428
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,420
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,3607.5
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,1680
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,595
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,340
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,450
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,720
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,900
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,5500
Financial Services,Close Invoice Finance Ltd,Services to Place,Furniture and Equipment,08/12/2023,880
Training Provision,Signis Limited,Services to People,Fees and Charges,08/12/2023,9030
Social Care Services,Heidi Pannell Therapeutic Services,Services to People,Fees and Charges,08/12/2023,560
Advisory Services,Plas Ifan Therapy Services,Services to People,Fees and Charges,08/12/2023,1125
Social Care Services,MEADOWS CARE LTD,Services to People,Fees and Charges,09/12/2023,4650
Construction / Building Services,Totally Local Company Ltd,Services to Place,Grounds Maintenance,10/12/2023,1089.33
Construction / Building Services,Totally Local Company Ltd,Services to Place,Cleaning,10/12/2023,83819.6
Construction / Building Services,Totally Local Company Ltd,Services to Place,Grounds Maintenance,10/12/2023,4645.98
Welfare Services,Pure Insight 1628 Ltd,Services to People,Professional Fees,11/12/2023,11975
Welfare Services,Pure Insight 1628 Ltd,Services to People,Professional Fees,11/12/2023,7463.75
Childcare Provision,Kids Planet Day Nurseries Adswood,Services to People,Care Payments,11/12/2023,538.63
Software Supplier,CIVICA UK LTD,Corporate and Support Services,Information and Communications Technology,11/12/2023,6169.1
Local Authority,Bolton Council,Services to People,Staff Training,11/12/2023,9312.74
Psychology / Assessment Services,Gill Nevitt t/a Calm Space Therapy,Services to People,Fees and Charges,11/12/2023,560
Psychology / Assessment Services,Gill Nevitt t/a Calm Space Therapy,Services to People,Fees and Charges,11/12/2023,540
Social Care Services,MEADOWS CARE LTD,Services to People,Fees and Charges,11/12/2023,4650
Social Care Services,MEADOWS CARE LTD,Services to People,Fees and Charges,11/12/2023,4650
Social Care Services,MEADOWS CARE LTD,Services to People,Fees and Charges,11/12/2023,4650
Social Care Services,MEADOWS CARE LTD,Services to People,Fees and Charges,11/12/2023,4650
Digital / Media Services,Reach Publishing Services Ltd (MEN),Services to People,Office Expenses,11/12/2023,-1639.31
Digital / Media Services,Reach Publishing Services Ltd (MEN),Services to Place,Fees and Charges,11/12/2023,-574.86
Professional / Consultancy Services,AECOM,Services to Place,Professional Fees,12/12/2023,8916
Child / Family Support,ADOPTION MATTERS NORTHWEST,Services to People,Fees and Charges,12/12/2023,568
Healthcare Supplies,Abbott Rapid Diagnostics Limited,Services to People,Care Payments,12/12/2023,960
Healthcare Supplies,Abbott Rapid Diagnostics Limited,Services to People,Care Payments,12/12/2023,480
Books / Magazines / Media,Bibliotheca Ltd,Corporate and Support Services,Repairs and Maintenance,12/12/2023,1100
Translation / Interpreter,Oleg Mamedov,Services to People,Professional Fees,12/12/2023,3182
Transport and Travel,Westfield Minibuses,Services to People,Travelling Expenses,12/12/2023,2200
Stationery Supplies,Lyreco UK Ltd,Corporate and Support Services,Furniture and Equipment,12/12/2023,74
Stationery Supplies,Lyreco UK Ltd,Corporate and Support Services,Furniture and Equipment,12/12/2023,182.4
Stationery Supplies,Lyreco UK Ltd,Corporate and Support Services,Furniture and Equipment,12/12/2023,86.5
Stationery Supplies,Lyreco UK Ltd,Corporate and Support Services,Furniture and Equipment,12/12/2023,43.88
Stationery Supplies,Lyreco UK Ltd,Corporate and Support Services,Furniture and Equipment,12/12/2023,380
Stationery Supplies,Lyreco UK Ltd,Corporate and Support Services,Furniture and Equipment,12/12/2023,38.96
Stationery Supplies,Lyreco UK Ltd,Corporate and Support Services,Furniture and Equipment,12/12/2023,7.47
Stationery Supplies,Lyreco UK Ltd,Corporate and Support Services,Furniture and Equipment,12/12/2023,50.44
Stationery Supplies,Lyreco UK Ltd,Corporate and Support Services,Furniture and Equipment,12/12/2023,6.3
Stationery Supplies,Lyreco UK Ltd,Corporate and Support Services,Furniture and Equipment,12/12/2023,3.88
Social Care Services,SensoryWise OT,Services to People,Fees and Charges,12/12/2023,1100
Property Development,CBRE,Services to Place,Professional Fees,13/12/2023,6250
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Professional Fees,13/12/2023,16321.34
Property Development,CBRE,Services to Place,Professional Fees,13/12/2023,3400
Trainer / Facilitator,Child in Mind Ltd,Services to People,Fees and Charges,13/12/2023,1950
Transport and Travel,City Car Club t/a Enterprise Car Cl,Corporate and Support Services,Leasing /Transport Hire,13/12/2023,1258.75
Construction / Building Services,GROUNDWORK & LEISURE SERVICES LTD,Services to Place,Grounds Maintenance,13/12/2023,710
Local Authority,TAMESIDE MBC,Services to People,Fees and Charges,13/12/2023,2731.55
Business Services / Support,NSL Ltd,Services to Place,Leasing /Transport Hire,13/12/2023,8554.54
Postal / Mail / Courier Services,Whistl UK Limited,Corporate and Support Services,Office Expenses,13/12/2023,1555.21
Legal Services,Mills & Reeve LLP (office account),Corporate and Support Services,Professional Fees,13/12/2023,2864
Translation / Interpreter,TheBigWord Interpreting Svcs Ltd,Services to People,Professional Fees,13/12/2023,3861.97
Translation / Interpreter,TheBigWord Interpreting Svcs Ltd,Services to People,Professional Fees,13/12/2023,6470.81
Social Care Services,Skybound Therapies,Services to People,Care Payments,14/12/2023,599.8
Cafe / Bar / Food Outlet,Mosaic Bramall Ltd,Corporate and Support Services,Expenses and Allowances,14/12/2023,5529.53
Cafe / Bar / Food Outlet,Mosaic Bramall Ltd,Corporate and Support Services,Expenses and Allowances,14/12/2023,3348.33
Books / Magazines / Media,Bibliotheca Ltd,Corporate and Support Services,Information and Communications Technology,14/12/2023,6000
Social Care Services,NVR Parenting,Services to People,Fees and Charges,14/12/2023,510
Social Care Services,NVR Parenting,Services to People,Fees and Charges,14/12/2023,170
Music and Musical Instruments,Park Pianos Ltd,Services to Place,Professional Fees,14/12/2023,610
Health Services,Physio.co.uk,Corporate and Support Services,Fees and Charges,14/12/2023,3293.25
Facilities Management,ROBERTSON FACILITIES MANAGEMENT LTD,Services to Place,Professional Fees,14/12/2023,62642.68
Recruitment / Staffing,VENN GROUP,Corporate and Support Services,Salaries,14/12/2023,2490.08
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Fees and Charges,14/12/2023,8903.08
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Third party payments - Public Sector,14/12/2023,7108.33
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Third party payments - Public Sector,14/12/2023,5241.67
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Third party payments - Public Sector,14/12/2023,4175
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Third party payments - Public Sector,14/12/2023,808.33
NHS Organisation,STOCKPORT NHS TRUST,Services to People,Third party payments - Public Sector,14/12/2023,17166.67
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Supplies and services,14/12/2023,1700.24
Education Services,Aaron Bradbury,Services to People,Publicity and Promotion,14/12/2023,1600
Education Services,Aaron Bradbury,Services to People,Publicity and Promotion,14/12/2023,1600
Health Services,Apollo Home Healtcare,Services to People,Professional Fees,14/12/2023,687.68
Legal Services,Central Chambers,Corporate and Support Services,Professional Fees,14/12/2023,900
Professional / Consultancy Services,Constellia Public Limited,Services to Place,Repairs and Maintenance,14/12/2023,4102.56
Professional / Trade Body,PPL PRS Ltd,Corporate and Support Services,Fees and Charges,14/12/2023,587.2
Manufacturer,SIGNS EXPRESS STOCKPORT,Services to People,Furniture and Equipment,14/12/2023,768.85
Recruitment / Staffing,Reed Specialist Recruitment Ltd,Services to People,Professional Fees,14/12/2023,1375
Social Care Services,Lagan's Foundation,Services to People,Care Payments,14/12/2023,517.97
Security / Safety,SOLO PROTECT LTD,Corporate and Support Services,Furniture and Equipment,14/12/2023,640
Construction / Building Services,MILLERCARE LTD,Services to People,Other Payments,15/12/2023,14564
Leisure Services,Stockport Active CIC,Services to Place,Third party payments - Private/Voluntary Sector,15/12/2023,375999
Social Care Services,THE TOGETHER TRUST CENTRE,Services to People,Professional Fees,15/12/2023,7500
Social Care Services,Absolute Care and Support (UK) Ltd,Services to People,Care Payments,15/12/2023,35550.81
Disability Support,PURE INNOVATIONS LTD,Services to People,Professional Fees,15/12/2023,35500
Theatre / Concerts,Squad House Ltd,Services to People,Office Expenses,15/12/2023,950
Theatre / Concerts,Squad House Ltd,Services to People,Office Expenses,15/12/2023,530
Construction / Building Services,Totally Local Company Ltd,Services to Place,Fees and Charges,15/12/2023,15375
Engineering Services,WILDE CONSULTANTS LTD,Services to Place,Professional Fees,15/12/2023,13236.96
Local Authority,Greater Manchester Combined Authori,Services to People,Publicity and Promotion,15/12/2023,-500
Design Services,3D DISPLAYS LTD,Services to Place,Furniture and Equipment,15/12/2023,200.95
Design Services,3D DISPLAYS LTD,Services to Place,Furniture and Equipment,15/12/2023,102.18
Design Services,3D DISPLAYS LTD,Services to Place,Furniture and Equipment,15/12/2023,332.85
Design Services,3D DISPLAYS LTD,Services to Place,Furniture and Equipment,15/12/2023,64.2
Design Services,3D DISPLAYS LTD,Services to Place,Furniture and Equipment,15/12/2023,106.8
Design Services,3D DISPLAYS LTD,Services to Place,Furniture and Equipment,15/12/2023,76.08
Engineering Services,AtkinsRéalis UK Limited,Services to Place,Professional Fees,15/12/2023,4395
