BODY,LOCAL AUTHORITY DEPARTMENT,DESCRIPTION 1,DESCRIPTION 2,DATE,AMOUNT,BENEFICIARY
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£209.40-,THE ELMS
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,BELL HOUSE HOMES LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£174.46-,BELL HOUSE HOMES LTD
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,WINDYRIDGE NURSING HOME
BCP Council,Adult Social Care,Christchurch Learning Disability - M&C (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,WINDYRIDGE NURSING HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,WINDYRIDGE NURSING HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£480.84-,WINDYRIDGE NURSING HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£572.02-,ST CECILIA CARE DORSET LTD
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£303.32-,ST CECILIA CARE DORSET LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£321.90-,AVON REACH NURSING & RESIDENTIAL HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,"£1,164.02-",AVON REACH NURSING & RESIDENTIAL HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,ACORN LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£249.40-,ACORN LODGE
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,ACORN LODGE
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,ACORN LODGE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£201.30-,ACORN LODGE
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£227.40-,ACORN LODGE
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,ACORN LODGE
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£655.06-,AVON LEE LODGE LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£222.26-,AVON LEE LODGE LTD
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£119.62-,AVON LEE LODGE LTD
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£383.06-,OAKDENE NURSING HOME
BCP Council,Adult Social Care,Poole Bay - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£629.58-,OAKDENE NURSING HOME
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£306.44-,OAKDENE NURSING HOME
BCP Council,Adult Social Care,Bournemouth North - PD (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,YORK HOUSE
BCP Council,Adult Social Care,Poole Bay - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£686.92-,COLTEN CARE LTD T/A THE ALDBURY
BCP Council,Adult Social Care,Poole CMHT - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£503.58-,COLTEN CARE LTD T/A THE ALDBURY
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£643.20-,COLTEN CARE LTD T/A THE ALDBURY
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,COLTEN CARE LTD T/A THE ALDBURY
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£321.90-,COLTEN CARE LTD T/A THE ALDBURY
BCP Council,Adult Social Care,Poole Bay - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£512.82-,COLTEN CARE LTD T/A THE ALDBURY
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£443.36-,THE LAURELS & PINE LODGE CARE HOME
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£337.10-,THE LAURELS & PINE LODGE CARE HOME
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£320.16-,THE LAURELS & PINE LODGE CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,THE LAURELS & PINE LODGE CARE HOME
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£315.90-,THE LAURELS & PINE LODGE CARE HOME
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,THE LAURELS & PINE LODGE CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,THE LAURELS & PINE LODGE CARE HOME
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£795.62-,THE LAURELS & PINE LODGE CARE HOME
BCP Council,Adult Social Care,Poole CMHT - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£482.44-,THE LAURELS & PINE LODGE CARE HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£199.40-,APPLE HOUSE LTD
BCP Council,Adult Social Care,Poole - Learning Disability (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,APPLE HOUSE LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£210.00-,RIVER VIEW CARE HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,RIVER VIEW CARE HOME
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£163.40-,RIVER VIEW CARE HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,RIVER VIEW CARE HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£161.90-,RIVER VIEW CARE HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,VENTANA HOMES LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£198.30-,VENTANA HOMES LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£203.40-,VENTANA HOMES LTD
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£183.90-,VENTANA HOMES LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£234.66-,VENTANA HOMES LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,REDCROFT
BCP Council,Adult Social Care,Poole - Learning Disability (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,REDCROFT
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£275.40-,REDCROFT
BCP Council,Adult Social Care,Poole - Learning Disability (65+),SU Contributions - Residential & Nursing,06/04/2023,£331.90-,REDCROFT
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,REDCROFT
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,REDCROFT
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,REDCROFT
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,REDCROFT
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£354.72-,HEATHCOTE CARE HOME
BCP Council,Adult Social Care,Poole Town - M&C (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,HEATHCOTE CARE HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,LANGLEY HOUSE
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,LANGLEY HOUSE
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,BLUE ROOF BUNGALOW LTD
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,BLUE ROOF BUNGALOW LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,BEAUFORT VIEW LTD
BCP Council,Adult Social Care,Bournemouth  Central - PD (18-64),SU Contributions - Residential & Nursing,06/04/2023,£235.90-,BEAUFORT VIEW LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,BEAUFORT VIEW LTD
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£488.02-,SEACLIFF CARE HOME
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,SEACLIFF CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£325.18-,SEACLIFF CARE HOME
BCP Council,Adult Social Care,Bournemouth  OP CMHT - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£325.30-,SEACLIFF CARE HOME
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£378.02-,SEACLIFF CARE HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£217.90-,COMMUNITY HOMES OF INTENSIVE CARE AND EDUCATION LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£217.90-,COMMUNITY HOMES OF INTENSIVE CARE AND EDUCATION LTD
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£470.00-,SALUTEM SHARED SERVICES LIMITED (T/A MODUS CARE / TREWITHEN
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£331.90-,AVONDENE
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£320.00-,AVONDENE
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£687.36-,AVONDENE
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£626.42-,AVONDENE
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£323.04-,AVONDENE
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£329.30-,AVONDENE
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£670.26-,AVONDENE
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£553.28-,AVONDENE
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,SMALLWOOD
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£455.52-,ELIZABETH HOUSE (POOLE)
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£533.64-,ELIZABETH HOUSE (POOLE)
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£318.06-,ELIZABETH HOUSE (POOLE)
BCP Council,Adult Social Care,Bournemouth  OP CMHT - MH (65+),SU Contributions - Residential & Nursing,06/04/2023,£297.90-,ELIZABETH HOUSE (POOLE)
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£890.00-,ELIZABETH HOUSE (POOLE)
BCP Council,Adult Social Care,Bournemouth  Central - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£341.20-,ELIZABETH HOUSE (POOLE)
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,THE MOORINGS
BCP Council,Adult Social Care,Bournemouth  East - PD (18-64),SU Contributions - Residential & Nursing,06/04/2023,£379.20-,SHELLEY PARK LTD
BCP Council,Adult Social Care,Bournemouth  East - PD (18-64),SU Contributions - Residential & Nursing,06/04/2023,£175.10-,SHELLEY PARK LTD
BCP Council,Adult Social Care,Christchurch LTC - MH - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,SHELLEY PARK LTD
BCP Council,Adult Social Care,Bournemouth  East - LD (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,SHELLEY PARK LTD
BCP Council,Adult Social Care,Bournemouth CMHT West - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£157.70-,SHELLEY PARK LTD
BCP Council,Adult Social Care,Bournemouth North - PD (18-64),SU Contributions - Residential & Nursing,06/04/2023,£266.78-,SHELLEY PARK LTD
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£467.38-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£343.88-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£326.30-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Poole CMHT - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£347.86-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£522.52-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£59.75-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Poole Bay - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£729.12-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Bournemouth  Central - PD (18-64),SU Contributions - Residential & Nursing,06/04/2023,£256.72-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£637.82-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£590.34-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£453.20-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£201.34-,CHALGROVE CARE HOME
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£342.84-,NASEBY CARE HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£250.74-,NASEBY CARE HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability (65+),SU Contributions - Residential & Nursing,06/04/2023,£304.24-,NASEBY CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£183.90-,NASEBY CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£393.28-,NASEBY CARE HOME
BCP Council,Adult Social Care,Bournemouth  East - MH (65+),SU Contributions - Residential & Nursing,06/04/2023,£442.42-,NASEBY CARE HOME
BCP Council,Adult Social Care,Bournemouth  East - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£557.78-,NASEBY CARE HOME
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£114.23-,NASEBY CARE HOME
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£527.01-,NASEBY CARE HOME
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,PRIORY GROUP LIMITED T/A ANCHOR HOUSE
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£183.90-,PRIORY GROUP LIMITED T/A ANCHOR HOUSE
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,PRIORY GROUP LIMITED T/A BEACH HOUSE
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,PRIORY GROUP LIMITED T/A BEACH HOUSE
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,PRIORY GROUP LIMITED T/A BEACH HOUSE
BCP Council,Adult Social Care,Bournemouth  East - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£307.82-,SOUTHEY CARE LTD T/A MARCHFIELD HOUSE CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£348.90-,SOUTHEY CARE LTD T/A MARCHFIELD HOUSE CARE HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,SUMMERWOOD HOUSE
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,SUMMERWOOD HOUSE
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,PENNY FARTHING HOUSE
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,MINSTEAD TRAINING TRUST
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,AUTISM WESSEX - GREENWAYS
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,AUTISM WESSEX - GREENWAYS
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£318.22-,GAINSBOROUGH CARE HOME
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,GAINSBOROUGH CARE HOME
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£358.82-,GAINSBOROUGH CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,GAINSBOROUGH CARE HOME
BCP Council,Adult Social Care,Bournemouth  OP CMHT - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,CRECY CARE HOME
BCP Council,Adult Social Care,Christchurch  - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£324.14-,CARLTON HOUSE REST HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£346.68-,CARLTON HOUSE REST HOME
BCP Council,Adult Social Care,Christchurch  - PD (18-64),SU Contributions - Residential & Nursing,06/04/2023,£257.22-,CARLTON HOUSE REST HOME
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,VOYAGE 1 LIMITED
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£219.40-,VOYAGE 1 LIMITED
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£315.90-,ACORN LUXURY CARE LTD
BCP Council,Adult Social Care,Bournemouth  North - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£331.90-,ACORN LUXURY CARE LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£211.30-,STRATFIELD CARE LLP
BCP Council,Adult Social Care,Bournemouth - Learning Disability (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,STRATFIELD CARE LLP
BCP Council,Adult Social Care,Bournemouth  Central - MH (65+),SU Contributions - Residential & Nursing,06/04/2023,£656.22-,STRATFIELD CARE LLP
BCP Council,Adult Social Care,Bournemouth - Learning Disability (65+),SU Contributions - Residential & Nursing,06/04/2023,£295.90-,STRATFIELD CARE LLP
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),SU Contributions - Residential & Nursing,06/04/2023,£237.40-,STRATFIELD CARE LLP
BCP Council,Adult Social Care,Poole - Learning Disability (65+),SU Contributions - Residential & Nursing,06/04/2023,£243.90-,STRATFIELD CARE LLP
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£691.26-,HIGHCLIFFE NURSING HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,HIGHCLIFFE NURSING HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£511.96-,HIGHCLIFFE NURSING HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£407.36-,HIGHCLIFFE NURSING HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£856.43-,HIGHCLIFFE NURSING HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£311.58-,HIGHCLIFFE NURSING HOME
BCP Council,Adult Social Care,Bournemouth  East - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£225.32-,HIGHCLIFFE NURSING HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£353.74-,HIGHCLIFFE NURSING HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,UPTON MANOR
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£339.22-,UPTON MANOR
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£304.80-,UPTON MANOR
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£303.90-,UPTON MANOR
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£492.18-,VAUXIAN HOTELS LTD T/A ADAMS COURT
BCP Council,Adult Social Care,Christchurch CMHT - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,VAUXIAN HOTELS LTD T/A ADAMS COURT
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£360.84-,VAUXIAN HOTELS LTD T/A ADAMS COURT
BCP Council,Adult Social Care,Bournemouth  OP CMHT - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,"£18,850.00",VAUXIAN HOTELS LTD T/A ADAMS COURT
BCP Council,Adult Social Care,Poole Town - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£448.43-,VAUXIAN HOTELS LTD T/A ADAMS COURT
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£321.82-,VAUXIAN HOTELS LTD T/A ADAMS COURT
BCP Council,Adult Social Care,Bournemouth  East - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£590.32-,VAUXIAN HOTELS LTD T/A ADAMS COURT
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£709.06-,VAUXIAN HOTELS LTD T/A ADAMS COURT
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,VAUXIAN HOTELS LTD T/A ADAMS COURT
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£369.60-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£498.90-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Poole Town - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£463.92-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Bournemouth  OP CMHT - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£313.90-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Christchurch  - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£322.26-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£412.10-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Bournemouth  Central - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£452.70-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Bournemouth  North - M&C (65+),SU Contributions - Residential & Nursing,06/04/2023,£583.92-,REGENCY MANOR CARE HOME
BCP Council,Adult Social Care,Poole Bay - PD (65+),SU Contributions - Residential & Nursing,06/04/2023,£368.52-,REGENCY MANOR CARE HOME
