BODY,LOCAL AUTHORITY DEPARTMENT,DESCRIPTION 1,DESCRIPTION 2,DATE,AMOUNT,BENEFICIARY
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£77.74,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£0.02-,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£124.10,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£124.20,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£73.22,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£0.08-,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£124.10,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£124.20,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£124.20,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14-,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£155.48,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£155.48,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£155.48,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£155.48,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£155.48,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£0.12,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£124.10,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£124.10,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£124.10,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£41.90,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£41.90,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£41.90,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£41.90,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£41.90,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£41.90,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£41.90,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£41.90,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£620.70-,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£248.28,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£248.28,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£248.28,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£124.14,DIVERSE ABILITIES PLUS LTD
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£53.00,MINSTEAD TRAINING TRUST
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£53.00,MINSTEAD TRAINING TRUST
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£53.00,MINSTEAD TRAINING TRUST
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£53.00,MINSTEAD TRAINING TRUST
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£53.00,MINSTEAD TRAINING TRUST
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£53.00,MINSTEAD TRAINING TRUST
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£53.00,MINSTEAD TRAINING TRUST
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£53.00,MINSTEAD TRAINING TRUST
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£53.00,MINSTEAD TRAINING TRUST
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£53.00,MINSTEAD TRAINING TRUST
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£50.00,THE CRUMBS PROJECT
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.00,THE CRUMBS PROJECT
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.00,THE CRUMBS PROJECT
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£50.00,THE CRUMBS PROJECT
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£10.00,BOURNEMOUTH GATEWAY CLUB LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£10.00,BOURNEMOUTH GATEWAY CLUB LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£10.00,BOURNEMOUTH GATEWAY CLUB LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£10.00,BOURNEMOUTH GATEWAY CLUB LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£10.00,BOURNEMOUTH GATEWAY CLUB LTD
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£10.00,BOURNEMOUTH GATEWAY CLUB LTD
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£60.00,THE LANTERN COMMUNITY
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£60.00,THE LANTERN COMMUNITY
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£60.00,THE LANTERN COMMUNITY
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£60.00,THE LANTERN COMMUNITY
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£60.00,THE LANTERN COMMUNITY
BCP Council,Adult Social Care,Christchurch - Learning Disability - (18-64),Day Services,13/04/2023,£60.00,THE LANTERN COMMUNITY
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00-,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£45.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00-,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£476.00-,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth - Learning Disability - (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth  Central - LD (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth  Central - LD (18-64),Day Services,13/04/2023,£119.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Bournemouth  Central - LD (18-64),Day Services,13/04/2023,£84.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£84.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£84.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£84.00,OUT AND ABOUT DORSET
BCP Council,Adult Social Care,Poole - Learning Disability - (18-64),Day Services,13/04/2023,£84.00,OUT AND ABOUT DORSET
