Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (£),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,10.68,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,12.99,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,40.2,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,73.38,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,75.16,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,78.87,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,81.62,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,96.36,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,110.12,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,110.72,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,124.1,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,131.8,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,183.54,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,195.75,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,229.6,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,241.6,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781732,360648,BIDVEST FOODSERVICE (BIDFOOD),Hexagon Catering,1734.55,Purchases - Stock Provisions,Third Party Supplier,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781996,360650,CAPITA BUSINESS SERVICES LTD,Revenues & Benefits Systems,1170,TPP  Contract,Third Party Supplier,STANDARD,2266,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4781980,360655,BOWAK LTD,Building Cleaning,1045.62,Materials from Store,Third Party Supplier,STANDARD,4351,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4781641,360656,TREVAL CLEANING SERVICES,South Street Operations,1900,Office Cleaning,SUPPLIER,STANDARD,1220,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4786941,360657,BRISTOW & SUTOR,Council Tax & Business Rates,493.46,Professional Fees,Third Party Supplier,STANDARD,2250,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4786949,360658,THAMES WATER UTILITIES LTD,Temporary Accommodation HRA,3545.7,Water and Sewerage,SUB-CONTRACTOR,STANDARD,5930,HAAA-Housing Revenue Account
RBC Legal Entity,03/04/2023,4786845,360661,READING HOTEL,Housing GF General Charges,630,Rents,Third Party Supplier,STANDARD,5810,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783551,360662,MR JOHN VATER,JLT Disbursements,70000,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4782093,360665,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,350,TPP to Others,SUPPLIER,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4782093,360665,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,350,TPP to Others,SUPPLIER,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4782093,360665,NEIL CURTIS FUNERAL CONTRACTOR,Streetscene,350,TPP to Others,SUPPLIER,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4779640,360666,ARRIVA THE SHIRES LTD,Strategic Transport & Concessionary Fares,6629.97,Payments to Operators,SUPPLIER,STANDARD,4726,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Localities Team,-2487.11,Agency Staff,Third Party Supplier,CREDIT,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Localities Team,1.44,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Reviews Team,2.25,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Localities Team,2.7,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Reviews Team,2.7,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Community Re-ablement Team,3.15,Agency Staff,Third Party Supplier,STANDARD,5205,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,"Safeguarding, Quality & Performance Management Team",4.95,Agency Staff,Third Party Supplier,STANDARD,5730,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),5.7,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Localities Team,10.8,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),11.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),11.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Discharge to Assess Hospital Service,11.74,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),13.58,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),15.75,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Localities Team,22.95,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),23.4,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Discharge to Assess Hospital Service,27,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Mental Health Team,33.75,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),36.7,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),41.85,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Discharge to Assess Hospital Service,45.32,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,52.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,52.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,52.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Mental Health Team,66.3,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,70,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,70,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,70,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,70,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,LD Day Services,70.96,Agency Staff,Third Party Supplier,STANDARD,5055,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Mental Health Team,81.77,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Mental Health Team,81.77,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Mental Health Team,81.77,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Mental Health Team,81.77,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Mental Health Team,81.77,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Mental Health Team,81.77,Agency Staff,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,87.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),157.5,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Street Cleansing,177.8,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Localities Team,209.85,Agency Staff,Third Party Supplier,STANDARD,5722,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),219.13,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),332.1,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Street Cleansing,370.63,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Street Cleansing,476.41,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Transformation,485.2,Agency Staff,Third Party Supplier,STANDARD,5289,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,532.68,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Exchequer Services,554.19,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Coroner,589.87,Agency Staff,Third Party Supplier,STANDARD,4605,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Street Cleansing,595.51,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Street Cleansing,595.51,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Housing Maintenance And Repairs Staffing,614.17,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Street Cleansing,617.71,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Licensing Administration,656.64,Agency Staff,Third Party Supplier,STANDARD,2269,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Licensing Administration,656.64,Agency Staff,Third Party Supplier,STANDARD,2269,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Licensing Administration,656.64,Agency Staff,Third Party Supplier,STANDARD,2269,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Customer Services - Reception,658.07,Agency Staff,Third Party Supplier,STANDARD,2595,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,658.07,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Refuse Collection,658.5,Agency Staff,Third Party Supplier,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Parking & Enforcement,698.27,Agency Staff,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Parking & Enforcement,708.18,Agency Staff,Third Party Supplier,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,ASC Operational Management Team,712.3,Agency Staff,Third Party Supplier,STANDARD,5309,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Housing Maintenance And Repairs Staffing,720.8,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Housing Maintenance And Repairs Staffing,720.8,Agency Staff,Third Party Supplier,STANDARD,4009,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Street Cleansing,767.13,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Street Cleansing,767.13,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Exchequer Services,767.72,Agency Staff,Third Party Supplier,STANDARD,2210,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Discharge to Assess Hospital Service,779.18,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Reviews Team,838,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Street Cleansing,938.76,Agency Staff,Third Party Supplier,STANDARD,4566,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Discharge to Assess Hospital Service,942.75,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Test and Trace,950.63,Agency Staff,Third Party Supplier,STANDARD,2068,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),982.58,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Reviews Team,1005.6,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Joint Legal Team,1027.49,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Joint Legal Team,1027.49,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),1067.45,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Reviews Team,1101.6,Agency Staff,Third Party Supplier,STANDARD,5727,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Special Parking Area,1173.16,Agency Staff,Third Party Supplier,STANDARD,4724,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Legal Services,1207.8,Agency Staff,Third Party Supplier,STANDARD,2400,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Advice and Wellbeing Service,1225.6,Agency Staff,Third Party Supplier,STANDARD,5724,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Joint Legal Team,1236.57,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Joint Legal Team,1273.1,Agency Staff,Third Party Supplier,STANDARD,2405,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),1310,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Discharge to Assess Hospital Service,1328.3,Agency Staff,Third Party Supplier,STANDARD,5725,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,BFFC Agency Staff (Rechargeable),1346.25,Agency Staff,Third Party Supplier,STANDARD,2008,LAAA-Directorate of Resources
RBC Legal Entity,03/04/2023,4783093,360667,REED,Adults Quality and Safeguarding Team,1402.3,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,03/04/2023,4783093,360667,REED,Adults Quality and Safeguarding Team,1402.3,Agency Staff,Third Party Supplier,STANDARD,5158,JAAA-Directorate of Social Care and Health Services
