Posting date,Supplier number,Supplier name,Expense type,Department,Amount
19/05/2023,1249761,St Georges (Hanover Sq) School,B*Telecommunications,Community Education," 7,021.00 "
19/05/2023,1249762,St James & St Johns,B*Telecommunications,Community Education," 7,292.00 "
19/05/2023,1247168,St Lukes Ce Primary School,B*Telecommunications,Community Education," 7,246.00 "
19/05/2023,1247169,St Mary MagdaleneS School,B*Telecommunications,Community Education," 7,212.00 "
19/05/2023,1247170,St Mary Of The Angel,B*Telecommunications,Community Education," 7,321.00 "
19/05/2023,1247173,St Marys Bryanston Sq Ce Primary,B*Telecommunications,Community Education," 7,200.00 "
19/05/2023,1247174,St Matthews Ce Primary School,B*Telecommunications,Community Education," 7,175.00 "
19/05/2023,1247176,St Peters C Of E Primary (Imprest),B*Telecommunications,Community Education," 7,358.00 "
19/05/2023,1247177,St Peters Eaton Sq Ce School,B*Telecommunications,Community Education," 7,633.00 "
19/05/2023,1247178,St SaviourS C.E. Sch. (Imprest,B*Telecommunications,Community Education," 7,262.00 "
19/05/2023,1247180,St Stephens School (Imprest),B*Telecommunications,Community Education," 7,075.00 "
19/05/2023,1247182,St Vincent De Paul Rc,B*Telecommunications,Community Education," 7,667.00 "
19/05/2023,1247183,St Vincents Rc Primary School,B*Telecommunications,Community Education," 7,383.00 "
26/05/2023,1249761,St Georges (Hanover Sq) School,B*Telecommunications,Community Education," 80,413.50 "
14/06/2023,1247166,St Josephs Rc School,B*Telecommunications,Community Education," 11,016.64 "
26/05/2023,1247168,St Lukes Ce Primary School,B*Telecommunications,Community Education," 49,966.41 "
14/06/2023,1247123,Essendine Primary Sc (Imprest A/C,B*Telecommunications,Community Education," 107,614.00 "
14/06/2023,1247158,Queen Elizabeth II Jubilee School,B*Telecommunications,Community Education," 9,470.00 "
21/06/2023,1249768,The Cardinal Hume Academic Trust,B*Telecommunications,Community Education," 91,894.29 "
21/06/2023,1247123,Essendine Primary Sc (Imprest A/C,B*Telecommunications,Community Education," 73,000.00 "
14/04/2023,1249687,All Souls Ce Primary School,B*Telecommunications,Community Education," 438,605.00 "
14/04/2023,1249694,Barrow Hill Junior School,B*Telecommunications,Community Education," 539,332.66 "
14/04/2023,1249707,Burdett Coutts Ce School (Imprest,B*Telecommunications,Community Education," 330,317.21 "
14/04/2023,1247120,Edward Wilson Primary (Imprest Act,B*Telecommunications,Community Education," 723,231.25 "
14/04/2023,1247123,Essendine Primary Sc (Imprest A/C,B*Telecommunications,Community Education," 734,665.50 "
14/04/2023,1249715,George Eliot Primary School,B*Telecommunications,Community Education," 586,421.18 "
14/04/2023,1249723,Hallfield Primary School,B*Telecommunications,Community Education," 726,916.58 "
14/04/2023,1249724,Hampden Gurney Ce School (Imprest,B*Telecommunications,Community Education," 442,371.51 "
14/04/2023,1247149,Our Lady of Dolours RC Primary,B*Telecommunications,Community Education," 388,600.80 "
14/04/2023,1247159,Queens Park Primary School,B*Telecommunications,Community Education," 677,046.29 "
14/04/2023,1247165,Robinsfield Infants School,B*Telecommunications,Community Education," 383,741.38 "
14/04/2023,1249751,Soho Parish School (Imprest A/C),B*Telecommunications,Community Education," 345,757.76 "
14/04/2023,1249753,St Augustines Primary (Imprest),B*Telecommunications,Community Education," 520,294.71 "
14/04/2023,1249754,St Barnabas Ce Primary School,B*Telecommunications,Community Education," 384,532.60 "
14/04/2023,1249757,St Clement Danes Prim.Schl.,B*Telecommunications,Community Education," 486,989.84 "
14/04/2023,1249758,St Edwards Rc Primary (Imprest),B*Telecommunications,Community Education," 480,935.20 "
14/04/2023,1249759,St Gabriels Ce,B*Telecommunications,Community Education," 421,662.73 "
14/04/2023,1249761,St Georges (Hanover Sq) School,B*Telecommunications,Community Education," 214,296.32 "
14/04/2023,1249762,St James & St Johns,B*Telecommunications,Community Education," 441,972.03 "
14/04/2023,1247168,St Lukes Ce Primary School,B*Telecommunications,Community Education," 430,049.98 "
14/04/2023,1247169,St Mary MagdaleneS School,B*Telecommunications,Community Education," 359,461.07 "
14/04/2023,1247170,St Mary Of The Angel,B*Telecommunications,Community Education," 487,202.61 "
14/04/2023,1247173,St Marys Bryanston Sq Ce Primary,B*Telecommunications,Community Education," 300,164.12 "
14/04/2023,1247174,St Matthews Ce Primary School,B*Telecommunications,Community Education," 403,960.16 "
14/04/2023,1247176,St Peters C Of E Primary (Imprest),B*Telecommunications,Community Education," 478,888.21 "
14/04/2023,1247177,St Peters Eaton Sq Ce School,B*Telecommunications,Community Education," 601,543.30 "
14/04/2023,1247178,St SaviourS C.E. Sch. (Imprest,B*Telecommunications,Community Education," 439,278.68 "
14/04/2023,1247180,St Stephens School (Imprest),B*Telecommunications,Community Education," 242,518.98 "
14/04/2023,1247182,St Vincent De Paul Rc,B*Telecommunications,Community Education," 571,050.24 "
14/04/2023,1247183,St Vincents Rc Primary School,B*Telecommunications,Community Education," 462,005.80 "
14/04/2023,1247111,Christ Church Bentinck Primary,B*Telecommunications,Community Education," 495,233.41 "
14/04/2023,1249752,St Augustines CE High School,B*Telecommunications,Community Education," 2,929,833.66 "
05/04/2023,1249707,Burdett Coutts Ce School (Imprest,B*Telecommunications,Community Education," 1,200.00 "
02/06/2023,1249753,St Augustines Primary (Imprest),B*Telecommunications,Community Education," 1,200.00 "
05/04/2023,1247182,St Vincent De Paul Rc,B*Telecommunications,Community Education," 1,200.00 "
02/05/2023,1249687,All Souls Ce Primary School,B*Telecommunications,Community Education," 25,000.00 "
02/05/2023,1247116,College Park School,B*Telecommunications,Community Education," 470,833.33 "
02/05/2023,1247118,Dorothy Gardner Nursery School,B*Telecommunications,Community Education," 52,500.00 "
02/05/2023,1247121,Edward Wilson Primary School,B*Telecommunications,Community Education," 20,000.00 "
02/05/2023,1249723,Hallfield Primary School,B*Telecommunications,Community Education," 35,000.00 "
02/05/2023,1249739,Marylebone School Ltd,B*Telecommunications,Community Education," 26,250.00 "
02/05/2023,1248522,Portman Early Childhood Centre,B*Telecommunications,Community Education," 61,250.00 "
02/05/2023,1247158,Queen Elizabeth II Jubilee School,B*Telecommunications,Community Education," 312,500.00 "
02/05/2023,1249752,St Augustines CE High School,B*Telecommunications,Community Education," 25,000.00 "
11/05/2023,1287772,Hurdles2Hoops,Hired and Contracted Services,Community Services," 1,000.00 "
18/04/2023,1265466,Max Associates,B*Voluntary-Spot-V Dep-Enhanced - do not u,Community Services," 5,600.00 "
13/04/2023,1300693,0-10 Community,Hired and Contracted Services,Community Services," 1,000.00 "
16/06/2023,1258064,Kosovar Albanian Youth Against,Hired and Contracted Services,Community Services," 1,000.00 "
18/04/2023,1245627,Sports & Leisure Management Ltd,Hire of Accommodation and Facilities,Community Services," 1,000.00 "
18/04/2023,1245627,Sports & Leisure Management Ltd,Hire of Accommodation and Facilities,Community Services," 1,000.00 "
26/05/2023,1245627,Sports & Leisure Management Ltd,Payments to main contractor,Community Services," 4,766.70 "
26/05/2023,1245627,Sports & Leisure Management Ltd,Payments to main contractor,Community Services," 44,143.80 "
27/04/2023,1245595,Skyguard Ltd,"Newspapers, Periodicals and Publications",Community Services," 1,202.40 "
06/04/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 25,000.00 "
06/04/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 2,200.00 "
06/04/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 68,100.00 "
06/04/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 11,250.00 "
06/04/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 19,500.00 "
06/04/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 21,000.00 "
06/04/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 11,250.00 "
12/04/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 20,250.00 "
12/04/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 68,319.00 "
05/05/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 13,000.00 "
31/05/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 16,006.85 "
21/06/2023,1294659,EST Solutions Ltd,Payments to main contractor,Community Services," 8,003.43 "
13/06/2023,1280815,Intelligent Instruments Ltd,Payments to main contractor,Community Services," 1,995.00 "
06/04/2023,1304572,Marston Holdings Ltd,Payments to main contractor,Community Services," 101,815.16 "
14/04/2023,1304572,Marston Holdings Ltd,Payments to main contractor,Community Services," 67,632.89 "
10/05/2023,1248214,Nsl Limited,Payments to main contractor,Community Services," 2,145.00 "
31/05/2023,1249752,St Augustines CE High School,Hired and Contracted Services,Community Services," 22,643.00 "
03/05/2023,1244404,Faithful and Gould Limited,Other Consultants,Community Services," 3,932.00 "
03/05/2023,1244404,Faithful and Gould Limited,Other Consultants,Community Services," 1,584.00 "
25/05/2023,1244404,Faithful and Gould Limited,B*Surveyors,Community Services," 2,924.00 "
17/04/2023,1299336,Galliford Try Facilities,Payments to main contractor,Community Services," 73,530.21 "
01/06/2023,1248505,Pinsent Masons LLP,Legal Fees & expenses,Community Services," 10,000.00 "
12/06/2023,1248505,Pinsent Masons LLP,Legal Fees & expenses,Community Services," 17,974.00 "
17/05/2023,1281680,Vital Energi Utilities Ltd,Other Consultants,Community Services," 2,559.39 "
26/06/2023,1247224,Gristwood & Toms,Grounds Maintenance Contracts,Community Services," 4,037.53 "
20/04/2023,1246309,C.I.C Sportwestminster,B*Voluntary-Spot-V Dep-Enhanced - do not u,Community Services," 6,027.00 "
24/05/2023,1246309,C.I.C Sportwestminster,B*Voluntary-Spot-V Dep-Enhanced - do not u,Community Services," 1,950.00 "
24/05/2023,1246309,C.I.C Sportwestminster,B*Voluntary-Spot-V Dep-Enhanced - do not u,Community Services," 3,013.50 "
28/04/2023,1248531,Posturite (Uk) Ltd,Furniture,Community Services, 517.49 
13/06/2023,1245627,Sports & Leisure Management Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Community Services, 540.00 
13/06/2023,1245627,Sports & Leisure Management Ltd,B*Voluntary-Spot-V Dep-Enhanced - do not u,Community Services, 730.75 
11/05/2023,1305353,4 Global Consulting Limited,Hired and Contracted Services,Community Services, 800.00 
16/05/2023,1305353,4 Global Consulting Limited,IT Software,Community Services," 38,440.00 "
25/04/2023,1247317,Imin Ltd,IT Software,Community Services," 8,100.00 "
12/05/2023,1307426,Playwaze Ltd,IT Software,Community Services," 3,950.00 "
04/05/2023,1292204,Substance 2005 Ltd,IT Software,Community Services," 8,050.00 "
04/05/2023,1301027,Appetite4Work Limited,Agency Staff,Community Services, 668.01 
01/04/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services, 675.69 
13/04/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services," 1,098.94 "
20/04/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services," 1,278.25 "
02/05/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services," 1,533.65 "
02/05/2023,1244003,BFS Group Ltd T/A Bidfood,"Educational Supplies, Stationery & Mater",Community Services, 620.76 
04/05/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services," 1,030.66 "
11/05/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services," 1,203.59 "
19/05/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services," 1,727.47 "
25/05/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services," 1,203.57 "
05/06/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services, 577.26 
08/06/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services," 1,311.72 "
15/06/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services," 1,258.99 "
23/06/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services," 1,058.16 "
29/06/2023,1244003,BFS Group Ltd T/A Bidfood,Catering Equipment,Community Services," 1,970.00 "
25/05/2023,1269218,Benchmark Environmental Ltd,General Refuse Collection and Disposal,Community Services, 702.92 
19/06/2023,1269218,Benchmark Environmental Ltd,General Refuse Collection and Disposal,Community Services, 574.72 
05/04/2023,1246919,Emblem Print Products Ltd,"Educational Supplies, Stationery & Mater",Community Services, 855.36 
22/06/2023,1246919,Emblem Print Products Ltd,"Educational Supplies, Stationery & Mater",Community Services, 991.76 
17/04/2023,1286915,Fresh Union Ltd,Catering Equipment,Community Services, 553.15 
02/05/2023,1286915,Fresh Union Ltd,Catering Equipment,Community Services, 550.96 
16/05/2023,1286915,Fresh Union Ltd,Catering Equipment,Community Services, 503.02 
13/06/2023,1286915,Fresh Union Ltd,Catering Equipment,Community Services, 657.27 
19/06/2023,1286915,Fresh Union Ltd,Catering Equipment,Community Services, 612.78 
27/06/2023,1286915,Fresh Union Ltd,Catering Equipment,Community Services, 650.28 
04/05/2023,1263605,Great Hookley Farm,Catering Equipment,Community Services, 512.62 
26/05/2023,1301390,High Speed Training Limited,Training related expenditure,Community Services, 808.20 
03/05/2023,1244631,Jade Recruitment,Agency Staff,Community Services, 995.80 
03/05/2023,1244631,Jade Recruitment,Agency Staff,Community Services, 833.00 
10/05/2023,1244631,Jade Recruitment,Agency Staff,Community Services, 670.19 
17/05/2023,1244631,Jade Recruitment,Agency Staff,Community Services, 552.60 
25/05/2023,1244631,Jade Recruitment,Agency Staff,Community Services, 540.69 
05/06/2023,1244631,Jade Recruitment,Agency Staff,Community Services, 669.38 
13/06/2023,1244631,Jade Recruitment,Agency Staff,Community Services, 589.20 
27/06/2023,1244631,Jade Recruitment,Agency Staff,Community Services," 1,114.99 "
23/06/2023,1300680,Morleys (Bicester) Ltd,Domestic Supplies,Community Services," 1,112.45 "
06/04/2023,1247960,Mountain Activities Ltd,Training related expenditure,Community Services, 538.50 
12/06/2023,1244942,Nisbets Plc T/A Mitre Linen,Domestic Supplies,Community Services," 2,462.80 "
11/04/2023,1245292,Rawlings of Cranleigh ltd,Catering Equipment,Community Services," 3,700.62 "
02/05/2023,1245292,Rawlings of Cranleigh ltd,Catering Equipment,Community Services," 1,593.00 "
05/06/2023,1245292,Rawlings of Cranleigh ltd,Catering Equipment,Community Services," 2,417.74 "
05/04/2023,1250733,Talented People Solutions,Agency Staff,Community Services, 909.34 
10/05/2023,1250733,Talented People Solutions,Agency Staff,Community Services, 957.12 
05/06/2023,1250733,Talented People Solutions,Agency Staff,Community Services," 1,777.77 "
06/06/2023,1250733,Talented People Solutions,Agency Staff,Community Services," 1,567.56 "
06/06/2023,1250733,Talented People Solutions,Agency Staff,Community Services," 1,836.18 "
06/06/2023,1250733,Talented People Solutions,Agency Staff,Community Services," 2,452.92 "
06/06/2023,1250733,Talented People Solutions,Agency Staff,Community Services," 1,544.54 "
07/06/2023,1250733,Talented People Solutions,Agency Staff,Community Services, 575.46 
13/06/2023,1250733,Talented People Solutions,Agency Staff,Community Services," 1,409.82 "
02/05/2023,1300400,Trichem South Ltd,Domestic Supplies,Community Services," 1,031.09 "
13/06/2023,1300400,Trichem South Ltd,Domestic Supplies,Community Services, 903.77 
13/06/2023,1269095,Up and Under Outdoor Gear Ltd,Equipment,Community Services, 504.87 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services," 1,500.00 "
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services," 1,500.00 "
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services," 1,500.00 "
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services," 1,500.00 "
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
07/06/2023,D000000016,GENERAL,B*Safety Sampling & Testing,Community Services, 800.00 
14/06/2023,1296363,Latin Travel,Hired and Contracted Services,Community Services, 850.00 
01/06/2023,1247648,London Basketball Association,Hired and Contracted Services,Community Services," 2,000.00 "
17/04/2023,1247849,London Youth Games Ltd,Hired and Contracted Services,Community Services," 7,000.00 "
30/05/2023,1245018,Pantiles Trophies,Hired and Contracted Services,Community Services, 623.33 
07/06/2023,1245627,Sports & Leisure Management Ltd,Hire of Accommodation and Facilities,Community Services, 606.32 
07/06/2023,1245627,Sports & Leisure Management Ltd,Hire of Accommodation and Facilities,Community Services," 1,085.74 "
07/06/2023,1245627,Sports & Leisure Management Ltd,Hire of Accommodation and Facilities,Community Services, 579.04 
21/06/2023,1245627,Sports & Leisure Management Ltd,Hire of Accommodation and Facilities,Community Services, 616.27 
12/04/2023,1304951,Step Change Studios CIC,Hired and Contracted Services,Community Services," 1,700.00 "
29/06/2023,1249298,Westway Community Transport Ltd,HTM / Other Vehicle - Hire Charges,Community Services, 642.15 
28/04/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 1,664.32 "
17/05/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 1,664.32 "
07/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 1,664.32 "
14/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 2,912.64 "
14/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 2,427.21 "
20/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 2,894.36 "
20/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 2,411.97 "
20/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 2,411.97 "
20/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 2,894.36 "
20/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 2,209.76 "
20/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 2,651.70 "
29/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 1,573.00 "
29/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance," 1,310.84 "
29/06/2023,1243893,Alphabet (GB) Ltd,HTM / Other Vehicle - Hire Charges,Corporate Finance, 563.76 
26/04/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 3,014.34 "
26/04/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 2,532.11 "
26/04/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 4,437.00 "
26/04/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 5,347.50 "
04/05/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 4,580.00 "
04/05/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 3,233.66 "
04/05/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 1,435.94 "
04/05/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 5,858.34 "
06/06/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 4,423.00 "
06/06/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 2,573.53 "
06/06/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 1,127.83 "
06/06/2023,1246649,DA Languages Ltd,B* Testing Purch und Weights & Measures Leg,Corporate Finance," 4,385.66 "
19/04/2023,1279758,BARNES ROFFE LLP,Audit Fee - Non Current,Corporate Finance, 540.00 
12/05/2023,1279758,BARNES ROFFE LLP,Audit Fee - Non Current,Corporate Finance," 1,600.00 "
14/06/2023,1248590,Redactive Events,Non-Staff Subsistence and Expenses,Corporate Finance, 545.00 
31/05/2023,1279531,Ashurst LLP,,Corporate Finance," 8,453.00 "
04/04/2023,D000000016,GENERAL,,Corporate Finance," 1,049.20 "
04/05/2023,D000000016,GENERAL,,Corporate Finance, 564.00 
05/05/2023,D000000016,GENERAL,,Corporate Finance," 6,000.00 "
24/05/2023,D000000016,GENERAL,,Corporate Finance," 9,600.00 "
15/06/2023,D000000016,GENERAL,,Corporate Finance," 1,782.74 "
16/06/2023,D000000016,GENERAL,,Corporate Finance," 1,782.74 "
20/06/2023,D000000016,GENERAL,,Corporate Finance," 2,902.00 "
27/06/2023,D000000016,GENERAL,,Corporate Finance, 550.00 
11/05/2023,1245031,Peabody Trust,,Corporate Finance, 647.32 
11/05/2023,1245031,Peabody Trust,,Corporate Finance," 7,542.50 "
24/05/2023,1245531,Sanderson Weatherall LLP,Service Charges - Premises,Corporate Finance," 2,500.00 "
05/05/2023,1249762,St James & St Johns,,Corporate Finance," 2,397.23 "
11/04/2023,1270019,Amberjack Global Limited,Recruitment Expenses (excl. advertising),Corporate Finance," 4,900.00 "
16/06/2023,1270019,Amberjack Global Limited,Recruitment Expenses (excl. advertising),Corporate Finance," 4,500.00 "
08/06/2023,1308806,Card Processing Advisory Service Lt,Bank Charges,Corporate Finance, 844.47 
10/05/2023,1269613,Chestertons Global Ltd,Hired and Contracted Services,Corporate Finance," 1,150.00 "
22/06/2023,1246569,Cipfa (Head Office),Training related expenditure,Corporate Finance, 590.00 
25/04/2023,1245685,City of Westminster Pension Fund,,Corporate Finance," 9,828.00 "
15/05/2023,D000000016,GENERAL,Hired and Contracted Services,Corporate Finance, 864.00 
29/05/2023,D000000016,GENERAL,Hired and Contracted Services,Corporate Finance," 1,296.00 "
12/05/2023,1303473,Ivy Rock Partners,Hired and Contracted Services,Corporate Finance," 7,010.00 "
12/04/2023,1244739,LG Futures,Hired and Contracted Services,Corporate Finance," 10,440.00 "
01/06/2023,1243427,Queens Park Community Council,Audit Fee - Non Current,Corporate Finance," 172,106.00 "
24/04/2023,1248638,RSM Risk Assurance Services LLP,Hired and Contracted Services,Corporate Finance," 3,000.00 "
27/04/2023,1248638,RSM Risk Assurance Services LLP,Hired and Contracted Services,Corporate Finance," 1,000.00 "
02/05/2023,1248638,RSM Risk Assurance Services LLP,Hired and Contracted Services,Corporate Finance," 4,250.00 "
24/05/2023,1248638,RSM Risk Assurance Services LLP,Hired and Contracted Services,Corporate Finance," 16,500.00 "
14/04/2023,1248590,Redactive Events,Non-Staff Subsistence and Expenses,Corporate Finance, 595.00 
02/06/2023,1300439,SORB Limited,Audit Fee - Non Current,Corporate Finance," 11,475.00 "
15/05/2023,1245531,Sanderson Weatherall LLP,Service Charges - Premises,Corporate Finance," 8,750.00 "
25/05/2023,1245531,Sanderson Weatherall LLP,Hired and Contracted Services,Corporate Finance," 71,640.00 "
23/06/2023,1245057,Environment Agency,Levies,Corporate Finance," 80,378.51 "
23/06/2023,1245057,Environment Agency,Levies,Corporate Finance," 80,378.51 "
13/06/2023,1244178,City of Westminster Charitable,Bank Charges,Corporate Finance, 796.73 
15/05/2023,1251814,TEACHERS PENSION AGENCY,Hired and Contracted Services,Corporate Finance," 22,203.51 "
25/04/2023,1245847,Teachers Pension Agency,Hired and Contracted Services,Corporate Finance," 22,203.51 "
09/05/2023,1267954,ZOOCHA LTD,Purchase of IT Equipment,Corporate Finance," 1,065.00 "
20/04/2023,1247624,Lee Valley Regional Park Authority,Levies,Corporate Finance," 28,783.23 "
22/05/2023,1247624,Lee Valley Regional Park Authority,Levies,Corporate Finance," 28,783.23 "
20/06/2023,1247624,Lee Valley Regional Park Authority,Levies,Corporate Finance," 28,783.23 "
30/05/2023,1245685,City of Westminster Pension Fund,,Corporate Finance," 8,336.00 "
18/05/2023,1246569,Cipfa (Head Office),Exam Registration and Fees,Corporate Finance," 1,650.00 "
31/05/2023,1246569,Cipfa (Head Office),Exam Registration and Fees,Corporate Finance, 650.00 
31/05/2023,1246569,Cipfa (Head Office),Training related expenditure,Corporate Finance, 900.00 
04/05/2023,1244500,GVA T/A Avison Young,Hired and Contracted Services,Corporate Finance," 5,800.00 "
29/06/2023,1244709,Kpmg,Training related expenditure,Corporate Finance," 2,861.00 "
29/06/2023,1244709,Kpmg,Training related expenditure,Corporate Finance," 8,155.00 "
29/06/2023,1244709,Kpmg,Training related expenditure,Corporate Finance," 2,861.00 "
29/06/2023,1244709,Kpmg,Training related expenditure,Corporate Finance," 2,861.00 "
01/04/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 419,101.17 "
05/04/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 342,071.96 "
05/04/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 129,617.82 "
05/04/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 226,938.01 "
05/04/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 290,951.00 "
05/04/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 292,754.62 "
05/04/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 301,319.83 "
06/04/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 367,296.27 "
13/04/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 230,684.93 "
20/04/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 228,033.32 "
27/04/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 439,624.58 "
04/05/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 382,278.70 "
12/05/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 309,604.64 "
22/05/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 306,989.38 "
31/05/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 338,059.42 "
02/06/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 334,517.66 "
08/06/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 355,614.05 "
15/06/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 318,389.17 "
22/06/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 361,709.63 "
30/06/2023,1244835,Matrix SCM Ltd,Agency Staff,Corporate Services Trading," 325,426.49 "
27/04/2023,1253509,Paddington Development Trust,Hire of Accommodation and Facilities,Corporate Services Trading," 3,195.00 "
11/04/2023,1245325,Ricoh Uk Ltd,Printing,Corporate Services Trading," 8,692.60 "
11/04/2023,1245325,Ricoh Uk Ltd,Printing,Corporate Services Trading," 11,413.22 "
11/05/2023,1251422,Step Ahead Social Enterprise Cic,Printing,Corporate Services Trading," 52,016.65 "
