LBBD Payments Greater than £250 for Publishing,,,,,,,,,,
Payment Date,Supplier,Category,Cost Centre,Cost Centre Description,Cost Centre Parent,Cost Centre Parent,Cost Centre Parent,Nominal Description,Gross,Vat
03-Apr-23,Evergreen Garden Supplies Ltd,Commercial,F27560,HIGHWAYS & HRA GROUND MTCE,PUBLIC REALM 10GC,PARKS AND ENVIRONMENT 10GCB,GROUNDS MAINTENANCE 10GCBC,621540 GROUNDS MAINTENANCE,1404.00,234.00
03-Apr-23,Future Supported Service Ltd,Commercial,F15640,LEAVING CARE SERVICE,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651480 LEAVING CARE - PRIVATE,1992.85,0.00
03-Apr-23,Future Supported Service Ltd,Commercial,F15640,LEAVING CARE SERVICE,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651480 LEAVING CARE - PRIVATE,389.71,0.00
03-Apr-23,Goodcare Dusk Ltd t/a Waller Pharmacy,NHS/Medical Bodies,F13900,HEALTHY LIFESTYLES,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,HEALTHY LIFE & PHYSICAL ACTS 10FCA,641140 PURCHASE - EQUIP FURN &,748.83,19.68
03-Apr-23,Goresbrook School,Other Local Authorities,D61900,SECONDARY SCHOOL - ARP PROV,DSG - OTHER 40,DSG - HIGH NEEDS 40G,ARP FUNDING 40GB,661360 SCHOOLS - TRANSFER PAYM,4000.00,0.00
03-Apr-23,Greatfields School,Other Entities and Individuals,D61900,SECONDARY SCHOOL - ARP PROV,DSG - OTHER 40,DSG - HIGH NEEDS 40G,ARP FUNDING 40GB,661360 SCHOOLS - TRANSFER PAYM,14000.00,0.00
03-Apr-23,Green Cross Ltd t/a Kry-ba Pharmacy,NHS/Medical Bodies,F13900,HEALTHY LIFESTYLES,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,HEALTHY LIFE & PHYSICAL ACTS 10FCA,641140 PURCHASE - EQUIP FURN &,691.26,20.77
03-Apr-23,Heywood Ltd,Commercial,P90100,PENSION FUND I&E,TOTAL COUNCIL AND OTHER TOTAL,PENSION FUND 5,PENSION FUND I&E 50,642060 ICT SOFTWARE,37595.40,6265.90
03-Apr-23,Independent Living Agency_f,Commercial,F50520,LANDLORD SERVICES AREA C,MY PLACE 10G,HOMES AND ASSETS 10GB,LANDLORD SERVICES 10GBC,621520 CLEANING SERVICES,1140.00,190.00
03-Apr-23,Jo Richardson Community School_f,Other Local Authorities,D61900,SECONDARY SCHOOL - ARP PROV,DSG - OTHER 40,DSG - HIGH NEEDS 40G,ARP FUNDING 40GB,661360 SCHOOLS - TRANSFER PAYM,38000.00,0.00
03-Apr-23,Kelwel Care Ltd,Commercial,F17820,EXPLOITATION TEAM,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,EXPOLITATION & MISSING 10AEI,651780 PRIVATE CONTRACTORS PAY,4878.15,0.00
03-Apr-23,Kinder Kitchen,Commercial,F13900,HEALTHY LIFESTYLES,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,HEALTHY LIFE & PHYSICAL ACTS 10FCA,641180 CATERING AND VENDING SU,700.00,0.00
03-Apr-23,Redacted,Other Entities and Individuals,F15880,INTERNAL FOSTERING PLACEMENT,PEOPLE & RESILIENCE 10A,CHILDREN'S CARE & SUPPORT 10AE,PLACEMENTS CLIENT COSTS 10AEF,651380 FOSTERNG AGCY PLCMNTS P,1350.00,0.00
03-Apr-23,Redacted,Other Entities and Individuals,D60000,SEN - NON-MAINTAINED FEES,DSG - OTHER 40,DSG - HIGH NEEDS 40G,DSG - PLACEMNTS & HN TOP UP OB 40GE,641640 PROFESSIONAL SERVCES -,420.00,0.00
03-Apr-23,Marlborough Surfacing Ltd_f,Commercial,F27720,HIWAYS REACTIVE MTCE PRINCIPAL,HOMES AND ASSETS 10GB,PROPERTY MANAGEMENT 10GBE,HIGHWAYS 10GBEC,641140 PURCHASE - EQUIP FURN &,2205.70,367.62
03-Apr-23,Marlborough Surfacing Ltd_f,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,6190.09,1031.68
03-Apr-23,Partnership Learning Trust - The Sydney,Other Local Authorities,D61900,SECONDARY SCHOOL - ARP PROV,DSG - OTHER 40,DSG - HIGH NEEDS 40G,ARP FUNDING 40GB,661360 SCHOOLS - TRANSFER PAYM,20000.00,0.00
03-Apr-23,Playfix Ltd,Commercial,F26360,ARBORICULTURE,PUBLIC REALM 10GC,PARKS AND ENVIRONMENT 10GCB,ARBORICULTURE & GROUNDS MTCE 10GCBA,651780 PRIVATE CONTRACTORS PAY,47110.80,7851.80
03-Apr-23,Previse Events,Other Entities and Individuals,F14460,COMMUNITY EVENTS,STRATEGY 10D,COMMUNICATIONS 10DD,MARKETING & COMMUNICATION 10DDA,641520 EVENTS,1483.50,103.50
03-Apr-23,Project Centre Ltd,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,2520.00,420.00
03-Apr-23,Project Centre Ltd,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,2940.00,490.00
03-Apr-23,Project Skills Solutions Ltd,Commercial,F27600,STREET CARE HIWAYS REACTIVE MT,HOMES AND ASSETS 10GB,PROPERTY MANAGEMENT 10GBE,HIGHWAYS 10GBEC,621100 HEALTH AND SAFETY WORKS,1725.60,287.60
03-Apr-23,Project Skills Solutions Ltd,Commercial,F27600,STREET CARE HIWAYS REACTIVE MT,HOMES AND ASSETS 10GB,PROPERTY MANAGEMENT 10GBE,HIGHWAYS 10GBEC,621100 HEALTH AND SAFETY WORKS,472.80,78.80
03-Apr-23,Redacted,Direct Payment,F15680,CWD SOCIAL CARE SERVICE PROV,PEOPLE & RESILIENCE 10A,DISABILITIES CARE & SUPPORT 10AA,CHILDRENS CARE PACKAGES 10AAD,661060 DIRECT PAYMENTS,3000.00,0.00
03-Apr-23,Richard John Clarke,Legal Services,F50300,SALES LEASING AND CONVEYANCING,MY PLACE 10G,HOMES AND ASSETS 10GB,LEASEHOLD AND RESIDE 10GBD,641440 CONSULTANCY FEES,276.00,46.00
03-Apr-23,Ripple Primary School_f,Other Local Authorities,D61860,PRIMARY SCHOOL - ARP PROVISION,DSG - OTHER 40,DSG - HIGH NEEDS 40G,ARP FUNDING 40GB,661360 SCHOOLS - TRANSFER PAYM,22990.00,0.00
03-Apr-23,The James Cambell Primary School,Other Local Authorities,D61860,PRIMARY SCHOOL - ARP PROVISION,DSG - OTHER 40,DSG - HIGH NEEDS 40G,ARP FUNDING 40GB,661360 SCHOOLS - TRANSFER PAYM,21000.00,0.00
03-Apr-23,Warren Comprehensive School_f,Other Local Authorities,D61900,SECONDARY SCHOOL - ARP PROV,DSG - OTHER 40,DSG - HIGH NEEDS 40G,ARP FUNDING 40GB,661360 SCHOOLS - TRANSFER PAYM,24000.00,0.00
03-Apr-23,William Bellamy Primary School,Other Local Authorities,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,1387.00,0.00
03-Apr-23,Zebedee's Lunch Box Ltd,Commercial,F17120,ABBEY NURSERY,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,UNIVERSAL SERVICES 10FCF,641180 CATERING AND VENDING SU,535.50,89.25
04-Apr-23,1st Steps Day Nursery,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,17687.17,0.00
04-Apr-23,1st Steps Day Nursery,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,2971.44,0.00
04-Apr-23,A2 Dominium Housing Group Ltd,Commercial,F12970,ADULTS LD CMMSNG,PEOPLE & RESILIENCE 10A,COMMISSIONING - CARE & SUPPORT 10AC,DISABLITIES & HEALTH COMMISSNG 10ACB,651780 PRIVATE CONTRACTORS PAY,78678.91,13113.15
04-Apr-23,Abc Pre-School_f,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,11506.52,0.00
04-Apr-23,Abc Pre-School_f,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,4579.90,0.00
04-Apr-23,Redacted,Other Entities and Individuals,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,853.09,0.00
04-Apr-23,Adorable Childcare Nursery,Other Entities and Individuals,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,1987.20,0.00
04-Apr-23,Adorable Childcare Nursery,Other Entities and Individuals,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,4307.74,0.00
04-Apr-23,Agilisys,Commercial,F26150,IT THIRD PARTY CONTRACTS,FINANCE 10BB,IT 10BBE,IT - BUSINESS ADMIN 10BBEA,642140 ICT MAINTENANCE AND SUP,8020.80,1336.80
04-Apr-23,Alamiyah Pre-school,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,2997.11,0.00
04-Apr-23,Ashbourne Day Nurseries Ltd,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,6279.00,0.00
04-Apr-23,Ashbourne Day Nurseries Ltd,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,11720.14,0.00
04-Apr-23,Aurora Childrens Therapy,Other Entities and Individuals,D60000,SEN - NON-MAINTAINED FEES,DSG - OTHER 40,DSG - HIGH NEEDS 40G,DSG - PLACEMNTS & HN TOP UP OB 40GE,641640 PROFESSIONAL SERVCES -,1340.85,0.00
04-Apr-23,Redacted,Other Entities and Individuals,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,438.07,0.00
04-Apr-23,Baily Garner LLP,Commercial,F01200,CAPITAL GRF BS,COUNCIL COUNCIL,GENERAL FUND 1,GENERAL FUND CAPITAL 12,115340 CAPITAL OUTLAY,3730.44,621.74
04-Apr-23,Barking Dagenham Havering Community Vent,Commercial,F21880,PORTERS AVENUE,LAW AND GOVERNANCE 10C,WORKFORCE CHANGE / HR 10CA,HUMAN RESOURCES 10CAA,621400 RENTS PAYABLE,16315.09,2719.18
04-Apr-23,Barney Bears Nursery,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,1317.04,0.00
04-Apr-23,Barney Bears Nursery,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,14691.48,0.00
04-Apr-23,Barry McAlinden,Legal Services,F15240,FAMILY SUPP & SAFEGUARDING SER,CHILDREN'S CARE & SUPPORT 10AE,CARE MANAGEMENT 10AEE,CARE MANAGEMENT TEAMS 10AEEA,641620 LEGAL FEES,1200.00,200.00
04-Apr-23,Barry Stewart & Sons Ltd_f,Commercial,F16170,NRPF ACCOMMODATION,COMMUNITY SOLUTIONS 10F,COMMUNITY PARTICIPATION & PREV 10FC,TRIAGE SERVICES 10FCD,651800 PAYMENT TO PRIVATE SECT,1279.20,213.20
04-Apr-23,BD Corporate Cleaning Ltd,Commercial,F50620,CONTRACTS & PROCUREMENT MNGMNT,MY PLACE 10G,HOMES AND ASSETS 10GB,CONTRACTS MANAGEMENT 10GBB,621520 CLEANING SERVICES,2303346.00,383891.00
04-Apr-23,BD Management Services Limited,Commercial,F50620,CONTRACTS & PROCUREMENT MNGMNT,MY PLACE 10G,HOMES AND ASSETS 10GB,CONTRACTS MANAGEMENT 10GBB,651780 PRIVATE CONTRACTORS PAY,8690030.40,1448338.40
04-Apr-23,Becontree Primary School,Other Local Authorities,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,12865.50,0.00
04-Apr-23,Ben Birtchnell,Legal Services,F15240,FAMILY SUPP & SAFEGUARDING SER,CHILDREN'S CARE & SUPPORT 10AE,CARE MANAGEMENT 10AEE,CARE MANAGEMENT TEAMS 10AEEA,641620 LEGAL FEES,3024.00,504.00
04-Apr-23,Bluebird Care (Hillingdon),Commercial,F10380,PHYSICAL SUPPORT,PEOPLE & RESILIENCE 10A,ADULT'S CARE & SUPPORT 10AB,ADULTS CARE PACKAGES 10ABB,651420 HOME CARE - PRIVATE CON,2021.10,0.00
04-Apr-23,Bournemouth University,Commercial,F19920,SOCIAL CARE WORKFORCE DEV TEAM,LAW AND GOVERNANCE 10C,WORKFORCE CHANGE / HR 10CA,HUMAN RESOURCES 10CAA,611480 STAFF DEVELOPMENT AND T,833.00,0.00
04-Apr-23,Buttercup Pre School,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,1660.40,0.00
04-Apr-23,Buttercup Pre School,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,7713.96,0.00
04-Apr-23,By Education Barking Ltd_f,Commercial,F19000,PFI EDUCATION,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",SCHOOL ESTATE AND ORGANISATION 10AFE,641640 PROFESSIONAL SERVCES -,715684.10,119280.68
04-Apr-23,Calvary Greatfields Day Nursery,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,9527.71,0.00
04-Apr-23,Calvary Greatfields Day Nursery,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,2425.80,0.00
04-Apr-23,Castell Howell Ltd,Commercial,F19320,TREWERN OUTDOOR EDUCATION CNTR,PEOPLE & RESILIENCE 10A,"EDUCATION, YOUTH & CHILDCARE 10AF",INTEGRATED YOUTH SERVICES 10AFH,641180 CATERING AND VENDING SU,286.82,11.16
04-Apr-23,Cemetery Memorials,Commercial,F26600,CEMETERIES CENTRAL ITEMS,PUBLIC REALM 10GC,PARKS AND ENVIRONMENT 10GCB,CEMETERIES & CREMATORIA 10GCBB,641020 BEREAVEMENT SERVICES EQ,519.00,86.50
04-Apr-23,Chadwell Heath Nursery,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,864.00,0.00
04-Apr-23,Chadwell Heath Nursery,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,4731.84,0.00
04-Apr-23,Chadwell Heath Nursery,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,29032.37,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,8891.77,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,20222.64,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,17765.40,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,25994.47,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,25924.54,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,20985.86,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,17457.52,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,8272.00,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,6415.20,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,7498.84,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,5175.36,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,2039.20,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,6238.28,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,1606.48,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,6927.60,0.00
04-Apr-23,Chestnut Nursery School Ltd,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,18588.90,0.00
04-Apr-23,Childville Afterschool Services St Johns,Commercial,D60200,EXTENDED OFFER FOR 2 YRS OLDS,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,2959.20,0.00
04-Apr-23,Childville Afterschool Services St Johns,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,4688.41,0.00
04-Apr-23,Childville Pre-School_f,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,3139.76,0.00
04-Apr-23,Childville Pre-School_f,Commercial,D60160,NURSERY EDUCATION,DSG - OTHER 40,DSG - EARLY YEARS_2 40D,DSG - EARLY YEARS & CHILDCARE 40DA,641640 PROFESSIONAL SERVCES -,11266.20,0.00
