Supplier Name,Unique Reference,Invoice Amount,Invoice Date,Payment Date,Division,Service
Crown Records Management Ltd,Dec 23/56,546.96,30-NOV-2023,18-DEC-2023,B4000C-Resources Directorate,B4062E-Legal Services
Crown Records Management Ltd,Dec 23/57,546.96,30-SEP-2023,18-DEC-2023,B4000C-Resources Directorate,B4062E-Legal Services
Munchkinz Childminding,Dec 23/58,547.2,01-DEC-2023,29-DEC-2023,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
Thomas Ridley and Son Ltd,Dec 23/59,549.65,11-DEC-2023,11-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Van-Haaren & Son,Dec 23/60,550,26-SEP-2023,21-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Thomas Ridley and Son Ltd,Dec 23/61,550.93,14-DEC-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Nalsan Business Limited,Dec 23/62,552,01-NOV-2023,05-DEC-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
William White Meats Ltd,Dec 23/63,552.46,04-DEC-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/64,553.95,13-DEC-2023,13-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/65,554.24,19-DEC-2023,19-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Reddo Care and Support C.I.C.,Dec 23/66,554.88,30-OCT-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Van-Haaren & Son,Dec 23/67,554.99,19-SEP-2023,21-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Van-Haaren & Son,Dec 23/68,555,16-SEP-2023,21-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Van-Haaren & Son,Dec 23/69,555,14-NOV-2023,11-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Van-Haaren & Son,Dec 23/70,555,07-SEP-2014,21-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Van-Haaren & Son,Dec 23/71,555,17-NOV-2023,12-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Love South Chingford,Dec 23/72,556.32,04-DEC-2023,04-DEC-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Bywaters (Leyton) Ltd,Dec 23/73,556.51,30-SEP-2023,01-DEC-2023,B5000C-Place Directorate,B5078E-Investment Property
Thomas Ridley and Son Ltd,Dec 23/74,556.77,04-DEC-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/75,556.8,01-DEC-2023,01-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
"
REDACTED PERSONAL DATA",Dec 23/76,558,30-NOV-2023,28-DEC-2023,B5000C-Place Directorate,B5077E-Rent Accounting
William White Meats Ltd,Dec 23/77,559.97,11-DEC-2023,19-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
"
REDACTED PERSONAL DATA",Dec 23/78,560,10-DEC-2023,19-DEC-2023,B4000C-Resources Directorate,B4068E-Complaints Team Service
Grove Motoring Centre,Dec 23/79,563.86,14-NOV-2023,15-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Phoenix Software Ltd,Dec 23/80,565.56,22-NOV-2023,18-DEC-2023,B2100C-Stronger Communities Directorate,B2031E-Technology Services
Thomas Ridley and Son Ltd,Dec 23/81,567.07,04-DEC-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/82,567.17,01-DEC-2023,01-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
J B Riney & Co Ltd,Dec 23/83,567.74,22-NOV-2023,18-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Hags-SMP Limited,Dec 23/84,570,21-DEC-2023,29-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Calvary Pre-School Ltd,Dec 23/85,570,01-NOV-2023,19-DEC-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Leyton Midland Cars,Dec 23/86,573.72,02-OCT-2023,04-DEC-2023,B2100C-Stronger Communities Directorate,B5122E-Skills
Perfect Colours Ltd,Dec 23/87,576,27-NOV-2023,21-DEC-2023,B5000C-Place Directorate,B5093E-Corporate Capital Programmes
Thomas Ridley and Son Ltd,Dec 23/88,576.1,05-DEC-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Bevan Brittan LLP,Dec 23/89,576.6,30-NOV-2023,06-DEC-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Tiffin Sandwiches ltd,Dec 23/90,576.8,26-NOV-2023,27-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Nudge Education Limited,Dec 23/91,577.69,20-NOV-2023,21-DEC-2023,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Alpha Biolaboratories Limited,Dec 23/92,588,25-OCT-2022,28-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Newsquest Media Group Ltd,Dec 23/93,588.38,24-NOV-2023,19-DEC-2023,B5000C-Place Directorate,B5032E-Head of Development and Building Control
Newsquest Media Group,Dec 23/94,588.38,15-SEP-2023,21-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Newsquest Media Group,Dec 23/95,588.38,29-SEP-2023,21-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Newsquest Media Group Ltd,Dec 23/96,588.38,30-NOV-2023,22-DEC-2023,B5000C-Place Directorate,B5032E-Head of Development and Building Control
Thomas Ridley and Son Ltd,Dec 23/97,588.91,14-DEC-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
William White Meats Ltd,Dec 23/98,589.49,27-NOV-2023,06-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Reddo Care and Support C.I.C.,Dec 23/99,589.56,09-OCT-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Reddo Care and Support C.I.C.,Dec 23/100,589.56,18-OCT-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
I.J Beim & Associates Limited,Dec 23/101,590.52,26-SEP-2023,28-DEC-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
Thomas Ridley and Son Ltd,Dec 23/102,591.45,13-DEC-2023,13-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/103,593.34,04-DEC-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Talking Life Limited,Dec 23/104,594,29-NOV-2023,21-DEC-2023,B6200C-Childrens Services Directorate,B6025E-Protection and Partnership
Thomas Ridley and Son Ltd,Dec 23/105,595.31,15-DEC-2023,15-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
"
REDACTED PERSONAL DATA",Dec 23/106,595.9,28-NOV-2023,21-DEC-2023,B4000C-Resources Directorate,B4065E-Coroners Service
"
REDACTED PERSONAL DATA",Dec 23/107,595.9,28-NOV-2023,21-DEC-2023,B4000C-Resources Directorate,B4065E-Coroners Service
William White Meats Ltd,Dec 23/108,595.97,08-DEC-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/109,596.39,13-DEC-2023,13-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
J.A.Steel and Son Ltd,Dec 23/110,596.4,25-AUG-2023,15-DEC-2023,B5000C-Place Directorate,B5503E-Housing Access
J.A.Steel and Son Ltd,Dec 23/111,596.4,25-AUG-2023,15-DEC-2023,B5000C-Place Directorate,B5503E-Housing Access
Thomas Ridley and Son Ltd,Dec 23/112,596.8,04-DEC-2023,04-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
J.A.Steel and Son Ltd,Dec 23/113,597.6,04-SEP-2023,21-DEC-2023,B5000C-Place Directorate,B5503E-Housing Access
Thomas Ridley and Son Ltd,Dec 23/114,598.27,15-DEC-2023,15-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/115,599.53,05-DEC-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Phoenix Software Ltd,Dec 23/116,599.76,21-NOV-2023,15-DEC-2023,B4000C-Resources Directorate,B4062E-Legal Services
TY ParentingAssessment Service Ltd,Dec 23/117,600,07-SEP-2023,08-DEC-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
5 Paper Buildings,Dec 23/118,600,03-NOV-2023,18-DEC-2023,B4000C-Resources Directorate,B4062E-Legal Services
Herts Handling Training Limited,Dec 23/119,600,22-NOV-2023,18-DEC-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Environmental & Site Safety Solutions,Dec 23/120,600,04-DEC-2023,12-DEC-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Environmental & Site Safety Solutions,Dec 23/121,600,04-DEC-2023,12-DEC-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Amalgam Modelmaking Ltd,Dec 23/122,600,13-SEP-2023,08-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5144E-Waste Management
Environmental & Site Safety Solutions,Dec 23/123,600,04-DEC-2023,12-DEC-2023,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Herts Handling Training Limited,Dec 23/124,600,10-NOV-2023,05-DEC-2023,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Dennis Lock & Key Ltd,Dec 23/125,600,11-DEC-2023,19-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5149E-Allotments
"
REDACTED PERSONAL DATA",Dec 23/126,600,02-OCT-2023,29-DEC-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
"
REDACTED PERSONAL DATA",Dec 23/127,600,13-DEC-2023,19-DEC-2023,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
5 Paper Buildings,Dec 23/128,600,09-NOV-2023,18-DEC-2023,B4000C-Resources Directorate,B4062E-Legal Services
J.A.Steel and Son Ltd,Dec 23/129,602.74,24-OCT-2023,19-DEC-2023,B5000C-Place Directorate,B5504E-Housing Management HRA
William White Meats Ltd,Dec 23/130,603.88,28-NOV-2023,29-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Sharpe Pritchard LLP,Dec 23/131,604.8,30-NOV-2023,19-DEC-2023,B4000C-Resources Directorate,B4062E-Legal Services
Reddo Care and Support C.I.C.,Dec 23/132,609.59,22-AUG-2023,20-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Bywaters (Leyton) Ltd,Dec 23/133,610.33,31-AUG-2023,01-DEC-2023,B5000C-Place Directorate,B5078E-Investment Property
Bates Wells & Braithwaite London LLP,Dec 23/134,610.8,30-OCT-2023,18-DEC-2023,B6200C-Childrens Services Directorate,B6103E-Music Service Trading
Imperial College Projects Ltd,Dec 23/135,612,10-NOV-2023,05-DEC-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Thomas Ridley and Son Ltd,Dec 23/136,613.19,13-DEC-2023,13-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
William White Meats Ltd,Dec 23/137,615.2,08-DEC-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Fenix Recruitment Solutions Ltd,Dec 23/138,620.44,31-OCT-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Thomas Ridley and Son Ltd,Dec 23/139,620.54,04-DEC-2023,04-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/140,621.06,12-DEC-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Aquajoy Limited,Dec 23/141,624,29-NOV-2023,21-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Thomas Ridley and Son Ltd,Dec 23/142,624.39,18-DEC-2023,18-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Van-Haaren & Son,Dec 23/143,625,06-OCT-2023,21-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Van-Haaren & Son,Dec 23/144,625,02-OCT-2023,21-DEC-2023,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Sharpe Pritchard LLP,Dec 23/145,630,30-NOV-2023,19-DEC-2023,B4000C-Resources Directorate,B4062E-Legal Services
Fenix Recruitment Solutions Ltd,Dec 23/146,631.46,20-SEP-2023,01-DEC-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
"
REDACTED PERSONAL DATA",Dec 23/147,632,06-NOV-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Complete Intacare Hygiene Ltd,Dec 23/148,633.6,13-DEC-2023,14-DEC-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Living Wage Foundation,Dec 23/149,633.6,19-MAY-2023,07-DEC-2023,B1000C-Chief Executive Directorate,B2042E-Human Resources Service
Thomas Ridley and Son Ltd,Dec 23/150,634.11,06-DEC-2023,06-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/151,636.04,19-DEC-2023,19-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
"
REDACTED PERSONAL DATA",Dec 23/152,636.67,23-OCT-2023,21-DEC-2023,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Thomas Ridley and Son Ltd,Dec 23/153,639,15-DEC-2023,15-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Yahire Ltd,Dec 23/154,639.35,30-OCT-2023,22-DEC-2023,B5000C-Place Directorate,B5503E-Housing Access
PEL UK Rentals Ltd,Dec 23/155,640.8,04-OCT-2023,01-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5144E-Waste Management
William White Meats Ltd,Dec 23/156,641.35,01-DEC-2023,06-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/157,641.5,11-DEC-2023,11-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Chingford Medical Practice,Dec 23/158,642,15-NOV-2023,05-DEC-2023,B2100C-Stronger Communities Directorate,B6082E-Partnership and Sexual Health
Lextox,Dec 23/159,643.2,18-APR-2023,29-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Tiffin Sandwiches ltd,Dec 23/160,644.28,19-NOV-2023,27-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tiffin Sandwiches ltd,Dec 23/161,644.28,12-NOV-2023,27-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/162,653.4,12-DEC-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Newsquest Media Group,Dec 23/163,653.76,15-SEP-2023,21-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Flying Hire Limited,Dec 23/164,654,30-NOV-2023,08-DEC-2023,B4000C-Resources Directorate,B4067E-Mortuary Service
JLA Ltd,Dec 23/165,654,30-SEP-2023,28-DEC-2023,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Leyton Midland Cars,Dec 23/166,654,30-NOV-2023,08-DEC-2023,B6200C-Childrens Services Directorate,B6024E-Safeguarding and Family Support 2
Care Central Ltd,Dec 23/167,655.2,08-OCT-2023,20-DEC-2023,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
I.J Beim & Associates Limited,Dec 23/168,656.88,11-SEP-2023,28-DEC-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
Thomas Ridley and Son Ltd,Dec 23/169,657.57,01-DEC-2023,01-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Dec 23/170,659.04,12-DEC-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tiffin Sandwiches ltd,Dec 23/171,660.18,05-NOV-2023,27-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Reddo Care and Support C.I.C.,Dec 23/172,660.24,06-NOV-2023,14-DEC-2023,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Thomas Ridley and Son Ltd,Dec 23/173,660.99,05-DEC-2023,05-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Imperial College Projects Ltd,Dec 23/174,663,10-NOV-2023,05-DEC-2023,B4000C-Resources Directorate,B4065E-Coroners Service
Thomas Ridley and Son Ltd,Dec 23/175,663.82,12-DEC-2023,12-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Cubiquity Limited,Dec 23/176,664.62,28-NOV-2023,21-DEC-2023,B5000C-Place Directorate,B5102E-Regeneration
4 Brick Court,Dec 23/177,666,08-NOV-2023,06-DEC-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
I.J Beim & Associates Limited,Dec 23/178,669.12,05-OCT-2023,19-DEC-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
Oakdale Therapies Ltd.,Dec 23/179,672,31-OCT-2023,07-DEC-2023,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
I.J Beim & Associates Limited,Dec 23/180,672,19-OCT-2023,19-DEC-2023,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
Francis Taylor Building,Dec 23/181,675,15-DEC-2023,28-DEC-2023,B7000C-Neighbourhoods and Environment Directorate,B5151E-Director Regulatory and Contingency Planning Service
Thomas Ridley and Son Ltd,Dec 23/182,677.11,19-DEC-2023,19-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Neunie Associates Limited,Dec 23/183,678,13-NOV-2023,12-DEC-2023,B5000C-Place Directorate,B5504E-Housing Management HRA
Thomas Ridley and Son Ltd,Dec 23/184,678.83,06-DEC-2023,06-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
William White Meats Ltd,Dec 23/185,680.62,12-DEC-2023,19-DEC-2023,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Leyton Midland Cars,Dec 23/186,683.52,30-NOV-2023,08-DEC-2023,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
