Supplier Name,Unique Reference,Invoice Amount,Invoice Date,Payment Date,Division,Service
Reddo Care and Support C.I.C.,Mar 24/27,514.5,05-FEB-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Pearson Education Ltd,Mar 24/28,514.8,05-AUG-2023,20-MAR-2024,B2100C-Stronger Communities Directorate,B5122E-Skills
William White Meats Ltd,Mar 24/29,514.9,15-JAN-2024,21-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Tiffin Sandwiches ltd,Mar 24/30,516.52,03-MAR-2024,25-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Mar 24/31,519.87,12-MAR-2024,12-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
REDACTED PERSONAL DATA,Mar 24/32,520,29-FEB-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
REDACTED PERSONAL DATA,Mar 24/33,520,03-FEB-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
J B Riney & Co Ltd,Mar 24/34,520.57,07-FEB-2024,05-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
FPS (Forensic Pathology Services),Mar 24/35,521.88,09-FEB-2024,07-MAR-2024,B4000C-Resources Directorate,B4065E-Coroners Service
Thomas Ridley and Son Ltd,Mar 24/36,521.98,19-MAR-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Alpha Biolaboratories Limited,Mar 24/37,522,16-FEB-2024,18-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Thomas Ridley and Son Ltd,Mar 24/38,522.58,04-MAR-2024,04-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Imperial College Projects Ltd,Mar 24/39,523,05-MAR-2024,28-MAR-2024,B4000C-Resources Directorate,B4065E-Coroners Service
J B Riney & Co Ltd,Mar 24/40,524.2,20-FEB-2024,15-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Newsquest Media Group Ltd,Mar 24/41,524.88,29-FEB-2024,25-MAR-2024,B5000C-Place Directorate,B5032E-Head of Development and Building Control
REDACTED PERSONAL DATA,Mar 24/42,525,29-FEB-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
William White Meats Ltd,Mar 24/43,525.85,15-MAR-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Parenting Profiles Associates Ltd,Mar 24/44,526.32,13-FEB-2024,15-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
REDACTED PERSONAL DATA,Mar 24/45,526.8,25-JAN-2024,27-MAR-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Supreme Company and Sons Ltd,Mar 24/46,527,13-MAR-2024,15-MAR-2024,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Imperial College Projects Ltd,Mar 24/47,527,06-MAR-2024,28-MAR-2024,B4000C-Resources Directorate,B4065E-Coroners Service
Jayamohan Limited,Mar 24/48,528,27-FEB-2024,25-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Fenix Recruitment Solutions Ltd,Mar 24/49,528.16,06-FEB-2024,05-MAR-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Community Health Partnerships Ltd,Mar 24/50,528.62,25-MAR-2019,26-MAR-2024,B6200C-Childrens Services Directorate,B6111E-Assistant Director SEND Services
Thomas Ridley and Son Ltd,Mar 24/51,528.84,12-MAR-2024,12-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
REDACTED PERSONAL DATA,Mar 24/52,529.68,27-FEB-2024,22-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
4 Brick Court,Mar 24/53,530,28-FEB-2024,07-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Community Health Partnerships Ltd,Mar 24/54,530.72,25-JUN-2020,26-MAR-2024,B6200C-Childrens Services Directorate,B6111E-Assistant Director SEND Services
Cyclehoop Ltd,Mar 24/55,531,12-FEB-2024,12-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Cyclehoop Ltd,Mar 24/56,531,12-SEP-2023,25-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Cyclehoop Ltd,Mar 24/57,531,24-OCT-2023,25-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Cyclehoop Ltd,Mar 24/58,531,12-FEB-2024,12-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Cyclehoop Ltd,Mar 24/59,531,22-NOV-2023,25-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Cyclehoop Ltd,Mar 24/60,531,12-FEB-2024,12-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Marieco Care Ltd,Mar 24/61,533.2,18-MAR-2024,21-MAR-2024,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Askews and Holt Library Services Ltd,Mar 24/62,535.42,12-FEB-2024,07-MAR-2024,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
Bywaters (Leyton) Ltd,Mar 24/63,536.63,31-OCT-2023,01-MAR-2024,B5000C-Place Directorate,B5078E-Investment Property
Aston Group,Mar 24/64,537.12,16-JAN-2024,12-MAR-2024,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Thomas Ridley and Son Ltd,Mar 24/65,537.38,25-MAR-2024,25-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
J.A.Steel and Son Ltd,Mar 24/66,537.6,07-FEB-2024,14-MAR-2024,B5000C-Place Directorate,B5503E-Housing Access
Remark Ltd,Mar 24/67,537.6,31-JAN-2024,05-MAR-2024,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
William White Meats Ltd,Mar 24/68,538.06,22-JAN-2024,21-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Institute of Cemetery & Crematorium,Mar 24/69,540,12-FEB-2024,25-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
P J Bingham & Co Ltd,Mar 24/70,540,19-MAR-2024,25-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
Remedy Recruitment Group Ltd,Mar 24/71,540,08-DEC-2023,26-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
4 Brick Court,Mar 24/72,540,05-JAN-2024,06-MAR-2024,B6200C-Childrens Services Directorate,B6021E-Director of Childrens Social Care Service
42 Bedford Row,Mar 24/73,540,14-FEB-2024,20-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
Remedy Recruitment Group Ltd,Mar 24/74,540,04-FEB-2024,26-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
DV-ACT Ltd,Mar 24/75,540,21-FEB-2024,26-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Remedy Recruitment Group Ltd,Mar 24/76,540,12-JAN-2024,26-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Thomas Ridley and Son Ltd,Mar 24/77,540.94,19-MAR-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Mar 24/78,541.9,04-MAR-2024,04-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
J.A.Steel and Son Ltd,Mar 24/79,543.59,14-FEB-2024,15-MAR-2024,B5000C-Place Directorate,B5503E-Housing Access
Thomas Ridley and Son Ltd,Mar 24/80,544.69,11-MAR-2024,11-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Mar 24/81,544.93,14-MAR-2024,14-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Mar 24/82,545.57,13-SEP-2023,28-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Fair to Trade Ltd,Mar 24/83,545.76,07-DEC-2023,12-MAR-2024,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
DABORA CONWAY LTD,Mar 24/84,546.9,27-JAN-2024,13-MAR-2024,B5000C-Place Directorate,B5502E-Partnerships
Crown Records Management Ltd,Mar 24/85,546.96,29-FEB-2024,25-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
Crown Records Management Ltd,Mar 24/86,546.96,31-DEC-2023,25-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
J B Riney & Co Ltd,Mar 24/87,547.5,05-MAR-2024,27-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
J B Riney & Co Ltd,Mar 24/88,548,05-MAR-2024,27-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Thomas Ridley and Son Ltd,Mar 24/89,548.37,07-MAR-2024,07-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Bywaters (Leyton) Ltd,Mar 24/90,548.57,31-DEC-2023,01-MAR-2024,B5000C-Place Directorate,B5078E-Investment Property
Association of Accounting Technicians,Mar 24/91,549,23-FEB-2024,22-MAR-2024,B2100C-Stronger Communities Directorate,B5122E-Skills
J.A.Steel and Son Ltd,Mar 24/92,549.58,14-FEB-2024,15-MAR-2024,B5000C-Place Directorate,B5503E-Housing Access
St John’s and St Clements C of E Primary School,Mar 24/93,550,20-MAR-2024,25-MAR-2024,B6200C-Childrens Services Directorate,B6042E-Education Effectiveness
St John’s and St Clements C of E Primary School,Mar 24/94,550,17-NOV-2023,25-MAR-2024,B6200C-Childrens Services Directorate,B6042E-Education Effectiveness
St John’s and St Clements C of E Primary School,Mar 24/95,550,25-SEP-2023,25-MAR-2024,B6200C-Childrens Services Directorate,B6042E-Education Effectiveness
J B Riney & Co Ltd,Mar 24/96,550.59,20-FEB-2024,15-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
The Divine Water Company Ltd,Mar 24/97,552.82,29-FEB-2024,25-MAR-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Thomas Ridley and Son Ltd,Mar 24/98,553.63,15-MAR-2024,15-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
J B Riney & Co Ltd,Mar 24/99,554.74,15-FEB-2024,12-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Van-Haaren & Son,Mar 24/100,555,25-OCT-2023,01-MAR-2024,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Outspoken Logistics T/A Zedify,Mar 24/101,555,30-NOV-2023,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
J.A.Steel and Son Ltd,Mar 24/102,555.56,14-FEB-2024,15-MAR-2024,B5000C-Place Directorate,B5503E-Housing Access
Thomas Ridley and Son Ltd,Mar 24/103,555.68,04-MAR-2024,04-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Kirkman and Jourdain Limited,Mar 24/104,555.9,21-MAR-2024,27-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
CTM Hire Ltd,Mar 24/105,556.8,26-FEB-2024,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/106,556.8,26-FEB-2024,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/107,556.8,26-FEB-2024,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/108,556.8,26-FEB-2024,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Thomas Ridley and Son Ltd,Mar 24/109,557.4,22-MAR-2024,22-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
William White Meats Ltd,Mar 24/110,558.09,19-FEB-2024,21-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Mar 24/111,558.94,12-MAR-2024,12-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Mar 24/112,559.89,07-MAR-2024,07-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Mar 24/113,559.91,01-MAR-2024,04-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Brightway Contact Service,Mar 24/114,560,25-SEP-2023,22-MAR-2024,B6200C-Childrens Services Directorate,B6024E-Safeguarding and Family Support 2
Bywaters (Leyton) Ltd,Mar 24/115,560.35,30-NOV-2023,01-MAR-2024,B5000C-Place Directorate,B5078E-Investment Property
Cavendish Pharmacy,Mar 24/116,560.48,31-DEC-2023,20-MAR-2024,B2100C-Stronger Communities Directorate,B6082E-Partnership and Sexual Health
Imperial College Projects Ltd,Mar 24/117,561,05-MAR-2024,28-MAR-2024,B4000C-Resources Directorate,B4065E-Coroners Service
Imperial College Projects Ltd,Mar 24/118,561,13-FEB-2024,26-MAR-2024,B4000C-Resources Directorate,B4065E-Coroners Service
Imperial College Projects Ltd,Mar 24/119,561,05-MAR-2024,28-MAR-2024,B4000C-Resources Directorate,B4065E-Coroners Service
London Borough of Enfield,Mar 24/120,561.29,16-FEB-2024,21-MAR-2024,B1000C-Chief Executive Directorate,B2023E-Communications
Access Independent Ltd,Mar 24/121,561.6,23-FEB-2024,19-MAR-2024,B2100C-Stronger Communities Directorate,B2045E-Resident Experience and Business Support
Libraries Connected,Mar 24/122,561.71,25-MAR-2024,26-MAR-2024,B2100C-Stronger Communities Directorate,B2056E-Libraries Registrars Ceremonies
FPS (Forensic Pathology Services),Mar 24/123,561.84,24-NOV-2023,14-MAR-2024,B4000C-Resources Directorate,B4065E-Coroners Service
Thomas Ridley and Son Ltd,Mar 24/124,563.67,19-MAR-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
A.J's Beds and Furniture Ltd,Mar 24/125,564,26-FEB-2024,25-MAR-2024,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Imperial College Projects Ltd,Mar 24/126,565,13-FEB-2024,26-MAR-2024,B4000C-Resources Directorate,B4065E-Coroners Service
Neunie Associates Limited,Mar 24/127,566.4,18-SEP-2023,21-MAR-2024,B5000C-Place Directorate,B5504E-Housing Management HRA
William White Meats Ltd,Mar 24/128,566.6,04-MAR-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Mar 24/129,567.87,19-MAR-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Munchkinz Childminding,Mar 24/130,570,01-MAR-2024,05-MAR-2024,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
Outspoken Logistics T/A Zedify,Mar 24/131,570,27-JUL-2023,21-MAR-2024,B2100C-Stronger Communities Directorate,B5122E-Skills
42 Bedford Row,Mar 24/132,570,19-MAR-2024,21-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
42 Bedford Row,Mar 24/133,570,18-MAR-2024,20-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
4 Brick Court,Mar 24/134,570,06-DEC-2023,18-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Unique Care Uk,Mar 24/135,573.45,03-MAR-2024,06-MAR-2024,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Reddo Care and Support C.I.C.,Mar 24/136,574.56,19-FEB-2024,28-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Tiffin Sandwiches ltd,Mar 24/137,574.8,03-MAR-2024,25-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
REDACTED PERSONAL DATA,Mar 24/138,575.5,28-FEB-2024,25-MAR-2024,B6200C-Childrens Services Directorate,B6113E-Provisions Team Short Breaks and Home School Transport
Zebra Training Services Limited,Mar 24/139,576,08-FEB-2024,05-MAR-2024,B4000C-Resources Directorate,B4041E-Director of Revenues and Benefits
CTM Hire Ltd,Mar 24/140,576,29-NOV-2023,26-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/141,576,29-NOV-2023,26-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/142,576,27-SEP-2023,26-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Ad Astra Tuition Limited,Mar 24/143,576,18-MAR-2024,21-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
CTM Hire Ltd,Mar 24/144,576,27-SEP-2023,26-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Ad Astra Tuition Limited,Mar 24/145,576,18-MAR-2024,21-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
CTM Hire Ltd,Mar 24/146,576,27-SEP-2023,26-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Ad Astra Tuition Limited,Mar 24/147,576,18-MAR-2024,21-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Waltham Forest Services Limited_504623,Mar 24/148,576,22-FEB-2024,25-MAR-2024,B5000C-Place Directorate,B5503E-Housing Access
CTM Hire Ltd,Mar 24/149,576,29-NOV-2023,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/150,576,29-NOV-2023,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
Ad Astra Tuition Limited,Mar 24/151,576,18-MAR-2024,21-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Community Health Partnerships Ltd,Mar 24/152,577.18,22-JAN-2019,26-MAR-2024,B6200C-Childrens Services Directorate,B6111E-Assistant Director SEND Services
Cornerstone Barristers,Mar 24/153,577.5,21-DEC-2023,07-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
SDD Limited,Mar 24/154,579.48,25-FEB-2024,20-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
GLS Educational Supplies Ltd,Mar 24/155,580.4,04-MAR-2024,27-MAR-2024,B6200C-Childrens Services Directorate,B6044E-Education Programme Service
Cyclehoop Ltd,Mar 24/156,580.8,21-MAR-2023,25-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Cyclehoop Ltd,Mar 24/157,580.8,20-SEP-2023,25-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Solace Group,Mar 24/158,582,11-JAN-2024,19-MAR-2024,B4000C-Resources Directorate,B4064E-Electoral Services
Alpha Biolaboratories Limited,Mar 24/159,582,21-FEB-2024,26-MAR-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
J B Riney & Co Ltd,Mar 24/160,583.37,20-FEB-2024,15-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Waltham Forest Services Limited_23266,Mar 24/161,583.46,30-SEP-2022,22-MAR-2024,B2100C-Stronger Communities Directorate,B2093E-Supporting Families and Communities
Thomas Ridley and Son Ltd,Mar 24/162,584.78,19-MAR-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Acorn Care & Education Ltd,Mar 24/163,585,25-JUL-2023,18-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Adecco UK Ltd,Mar 24/164,585.6,14-FEB-2024,13-MAR-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Thomas Ridley and Son Ltd,Mar 24/165,585.91,06-MAR-2024,28-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Imperial College Projects Ltd,Mar 24/166,586,04-MAR-2024,26-MAR-2024,B4000C-Resources Directorate,B4065E-Coroners Service
Imperial College Projects Ltd,Mar 24/167,586,13-FEB-2024,26-MAR-2024,B4000C-Resources Directorate,B4065E-Coroners Service
Community Health Partnerships Ltd,Mar 24/168,586.28,06-FEB-2020,26-MAR-2024,B6200C-Childrens Services Directorate,B6111E-Assistant Director SEND Services
Thomas Ridley and Son Ltd,Mar 24/169,586.39,05-MAR-2024,06-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Mar 24/170,586.95,06-MAR-2024,06-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Thomas Ridley and Son Ltd,Mar 24/171,588.1,06-MAR-2024,06-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Community Health Partnerships Ltd,Mar 24/172,592.58,31-MAR-2018,26-MAR-2024,B6200C-Childrens Services Directorate,B6111E-Assistant Director SEND Services
Tiffin Sandwiches ltd,Mar 24/173,593.08,15-OCT-2023,28-MAR-2024,B6200C-Childrens Services Directorate,B6106E-Waltham Forest Catering Service
Talking Life Limited,Mar 24/174,594,12-FEB-2024,07-MAR-2024,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Courtney-Thorne Ltd,Mar 24/175,594,19-FEB-2024,14-MAR-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Talking Life Limited,Mar 24/176,594,26-FEB-2024,21-MAR-2024,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Talking Life Limited,Mar 24/177,594,29-FEB-2024,25-MAR-2024,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Talking Life Limited,Mar 24/178,594,12-FEB-2024,07-MAR-2024,B6100C-Adult Social Care Directorate,B6075E-Adult Care and Quality Standards Management
Newsquest Media Group Ltd,Mar 24/179,594.86,29-FEB-2024,21-MAR-2024,B5000C-Place Directorate,B5101E-Director of Regeneration and Delivery
Educating UK Ltd,Mar 24/180,595,07-FEB-2024,05-MAR-2024,B2100C-Stronger Communities Directorate,B5122E-Skills
CTM Hire Ltd,Mar 24/181,595.2,28-DEC-2023,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/182,595.2,31-JAN-2024,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/183,595.2,31-JAN-2024,28-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/184,595.2,28-DEC-2023,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/185,595.2,31-JAN-2024,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/186,595.2,29-AUG-2023,18-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/187,595.2,28-DEC-2023,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
CTM Hire Ltd,Mar 24/188,595.2,28-DEC-2023,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5147E-Transport
