Supplier Name,Unique Reference,Invoice Amount,Invoice Date,Payment Date,Division,Service
STEF AND PHILIPS LTD,Mar 24/1047,1748.4,01-DEC-2023,13-MAR-2024,B6100C-Adult Social Care Directorate,B6073E-Specialist Social Work Mental Health Service
STEF AND PHILIPS LTD,Mar 24/1048,1748.4,01-DEC-2023,12-MAR-2024,B6100C-Adult Social Care Directorate,B6073E-Specialist Social Work Mental Health Service
STEF AND PHILIPS LTD,Mar 24/1049,1748.4,01-SEP-2023,12-MAR-2024,B6100C-Adult Social Care Directorate,B6073E-Specialist Social Work Mental Health Service
Law Morgan Limited,Mar 24/1050,1766.09,15-FEB-2024,12-MAR-2024,B4000C-Resources Directorate,B4022E-Corporate Accountancy Service
Waltham Forest Services Limited_23266,Mar 24/1051,1766.4,07-MAR-2024,15-MAR-2024,B4000C-Resources Directorate,B4075E-Commercial Client and Innovation
Dennis Lock & Key Ltd,Mar 24/1052,1770,08-MAR-2024,27-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Waltham Forest Services Limited_23266,Mar 24/1053,1774.8,05-MAR-2024,07-MAR-2024,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Complete Intacare Hygiene Ltd,Mar 24/1054,1781.33,11-MAR-2024,11-MAR-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Waltham Forest Services Limited_23266,Mar 24/1055,1782.6,31-JAN-2024,20-MAR-2024,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
REDACTED PERSONAL DATA,Mar 24/1056,1788.96,29-NOV-2023,08-MAR-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
REDACTED PERSONAL DATA,Mar 24/1057,1788.96,29-NOV-2023,08-MAR-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
UK Power Networks Ltd 910302,Mar 24/1058,1791.6,12-MAR-2024,20-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
UK Power Networks Ltd 910302,Mar 24/1059,1791.6,12-MAR-2024,20-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
UK Power Networks Ltd 910302,Mar 24/1060,1791.6,12-MAR-2024,20-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Lonsdale Lodge,Mar 24/1061,1800,21-SEP-2023,18-MAR-2024,B6100C-Adult Social Care Directorate,B6073E-Specialist Social Work Mental Health Service
TLT Solicitors,Mar 24/1062,1800,31-OCT-2023,27-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Fun & Active Playgrounds Ltd,Mar 24/1063,1800,10-DEC-2023,08-MAR-2024,B2100C-Stronger Communities Directorate,B6084E-Health Improvement
XCo2 Energy Ltd,Mar 24/1064,1800,27-FEB-2024,22-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Lonsdale Lodge,Mar 24/1065,1800,21-SEP-2023,25-MAR-2024,B6100C-Adult Social Care Directorate,B6073E-Specialist Social Work Mental Health Service
Beever and Struthers Chartered,Mar 24/1066,1800,28-FEB-2024,25-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Transoft Solutions,Mar 24/1067,1800,16-FEB-2024,12-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
The Project Centre Ltd,Mar 24/1068,1800,27-FEB-2024,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5146E-Traffic Management
Beever and Struthers Chartered,Mar 24/1069,1800,28-FEB-2024,25-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Brave Gym Ltd,Mar 24/1070,1800,27-FEB-2024,26-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Beever and Struthers Chartered,Mar 24/1071,1800,28-FEB-2024,25-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Waltham Forest Services Limited_23266,Mar 24/1072,1810.8,05-MAR-2024,07-MAR-2024,B4000C-Resources Directorate,B4045E-CT Social Fund Service
Expert Build & Maintenance Services Ltd,Mar 24/1073,1812,08-FEB-2024,05-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Hags-SMP Limited,Mar 24/1074,1825.2,20-MAR-2024,26-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
FUNERAL SERVICES LIMITED,Mar 24/1075,1828,23-FEB-2024,19-MAR-2024,B4000C-Resources Directorate,B4041E-Director of Revenues and Benefits
Firntec,Mar 24/1076,1841.7,30-JAN-2024,01-MAR-2024,B5000C-Place Directorate,B5504E-Housing Management HRA
Firntec,Mar 24/1077,1841.7,10-JAN-2024,25-MAR-2024,B5000C-Place Directorate,B5504E-Housing Management HRA
First Rung Limited,Mar 24/1078,1846.87,26-FEB-2024,21-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Outspoken Logistics T/A Zedify,Mar 24/1079,1854,31-OCT-2023,19-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Create Consulting Engineers Ltd,Mar 24/1080,1854,31-JAN-2024,07-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Lonsdale Lodge,Mar 24/1081,1860,21-SEP-2023,18-MAR-2024,B6100C-Adult Social Care Directorate,B6073E-Specialist Social Work Mental Health Service
4 Brick Court,Mar 24/1082,1860,15-NOV-2023,18-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Newline (Essex) Ltd,Mar 24/1083,1860.66,12-DEC-2023,22-MAR-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
London Borough of Newham 1913,Mar 24/1084,1866,13-MAR-2024,15-MAR-2024,B6100C-Adult Social Care Directorate,B6073E-Specialist Social Work Mental Health Service
Fenix Recruitment Solutions Ltd,Mar 24/1085,1867.39,23-JAN-2024,11-MAR-2024,B6200C-Childrens Services Directorate,B6024E-Safeguarding and Family Support 2
Nudge Education Limited,Mar 24/1086,1877.08,26-FEB-2024,27-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Evolve Norse,Mar 24/1087,1881.56,21-MAR-2024,27-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Expert Build & Maintenance Services Ltd,Mar 24/1088,1884,20-FEB-2024,15-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Creative Therapy,Mar 24/1089,1886.4,01-MAR-2024,25-MAR-2024,B6200C-Childrens Services Directorate,B6029E-Youth and Family Resilience Service
Evolve Norse,Mar 24/1090,1890,30-NOV-2023,07-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Nudge Education Limited,Mar 24/1091,1893.55,27-FEB-2024,27-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Adelante Software Ltd,Mar 24/1092,1896.09,04-DEC-2023,07-MAR-2024,B4000C-Resources Directorate,B4041E-Director of Revenues and Benefits
Bindmans LLP,Mar 24/1093,1898,14-FEB-2024,15-MAR-2024,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
ACCESS UK LTD 20967,Mar 24/1094,1909.62,31-OCT-2023,21-MAR-2024,B6200C-Childrens Services Directorate,B6043E-Education Support Service
JCB Finance Ltd,Mar 24/1095,1918.8,26-FEB-2024,21-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Leyton Midland Cars,Mar 24/1096,1920,29-FEB-2024,12-MAR-2024,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
Adecco UK Ltd,Mar 24/1097,1920,19-FEB-2024,07-MAR-2024,B5000C-Place Directorate,B5162E-Homelessness Service
INTEGRAL FOCUS LTD,Mar 24/1098,1920,25-OCT-2023,22-MAR-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
Nudge Education Limited,Mar 24/1099,1925.64,17-JAN-2024,01-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Nudge Education Limited,Mar 24/1100,1925.64,27-FEB-2024,27-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Nudge Education Limited,Mar 24/1101,1925.64,26-FEB-2024,27-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Innovate Healthcare Management,Mar 24/1102,1927.2,09-FEB-2024,05-MAR-2024,B1000C-Chief Executive Directorate,B2042E-Human Resources Service
Normanhurst School,Mar 24/1103,1933.33,22-MAR-2024,25-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Lamb Chambers,Mar 24/1104,1940,19-DEC-2023,12-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
Waltham Forest Services Limited_23266,Mar 24/1105,1949.4,30-MAY-2022,27-MAR-2024,B1000C-Chief Executive Directorate,B2026E-Mayors and Members Services
J B Riney & Co Ltd,Mar 24/1106,1949.69,09-FEB-2024,08-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Acorn Care & Education Ltd,Mar 24/1107,1950,07-JUN-2023,28-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Following Whispers Family Service Ltd,Mar 24/1108,1960,28-FEB-2024,25-MAR-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
J B Riney & Co Ltd,Mar 24/1109,1970.45,05-MAR-2024,27-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
4 Paper Buildings,Mar 24/1110,1980,06-DEC-2023,18-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Cornerstone Barristers,Mar 24/1111,1980,08-NOV-2023,07-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
CWT Advertising Ltd,Mar 24/1112,1980,01-MAR-2024,25-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Acorn Care & Education Ltd,Mar 24/1113,1980,06-MAR-2023,28-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Flying Hire Limited,Mar 24/1114,1980,27-FEB-2024,14-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
REDACTED PERSONAL DATA,Mar 24/1115,1980,10-JAN-2024,14-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
J B Riney & Co Ltd,Mar 24/1116,1988.49,20-FEB-2024,15-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Adelante Software Ltd,Mar 24/1117,1994.01,03-NOV-2023,07-MAR-2024,B4000C-Resources Directorate,B4041E-Director of Revenues and Benefits
Hemming Group Ltd,Mar 24/1118,1995,14-APR-2023,21-MAR-2024,B1000C-Chief Executive Directorate,B2025E-Leadership Office Service
Panoramic Associates Limited,Mar 24/1119,1995,06-MAR-2024,28-MAR-2024,B4000C-Resources Directorate,B4031E-Internal Audit and Anti Fraud Service
J B Riney & Co Ltd,Mar 24/1120,1996.03,07-FEB-2024,05-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
HL Hawes & Son Ltd,Mar 24/1121,2000,06-MAR-2024,28-MAR-2024,B4000C-Resources Directorate,B4065E-Coroners Service
Halfords Ltd,Mar 24/1122,2000,01-SEP-2023,20-MAR-2024,B3000C-Corporate Expenditure Directorate,B3011E-Corporate Expenditure Service
The Gleaners Cafe Cooperative CIC,Mar 24/1123,2000,04-MAR-2024,27-MAR-2024,B1000C-Chief Executive Directorate,B2062E-Strategy and Design
The Gleaners Cafe Cooperative CIC,Mar 24/1124,2000,19-FEB-2024,15-MAR-2024,B1000C-Chief Executive Directorate,B2062E-Strategy and Design
DAC Beachcroft LLP,Mar 24/1125,2000,27-FEB-2023,21-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
Brightway Contact Service,Mar 24/1126,2005,01-NOV-2023,27-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Halfords Ltd,Mar 24/1127,2010,21-DEC-2023,20-MAR-2024,B3000C-Corporate Expenditure Directorate,B3011E-Corporate Expenditure Service
Cyclehoop Ltd,Mar 24/1128,2014.2,16-AUG-2023,25-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Leyton Midland Cars,Mar 24/1129,2020.68,29-FEB-2024,12-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Nudge Education Limited,Mar 24/1130,2025,31-JAN-2024,01-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
J B Riney & Co Ltd,Mar 24/1131,2028.98,08-FEB-2024,05-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
J B Riney & Co Ltd,Mar 24/1132,2028.98,08-FEB-2024,05-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Clear Channel UK Ltd,Mar 24/1133,2040,13-MAR-2024,25-MAR-2024,B5000C-Place Directorate,B5102E-Regeneration
Nudge Education Limited,Mar 24/1134,2049.12,26-FEB-2024,27-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Adecco UK Ltd,Mar 24/1135,2052,14-MAR-2024,15-MAR-2024,B5000C-Place Directorate,B5161E-Housing and Neighbourhood Service
J B Riney & Co Ltd,Mar 24/1136,2053.38,05-MAR-2024,27-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Emap Publishing Ltd,Mar 24/1137,2055.98,22-DEC-2023,26-MAR-2024,B4000C-Resources Directorate,B4011E-Strategic Director of Resources Service
Complete Intacare Hygiene Ltd,Mar 24/1138,2056.19,04-MAR-2024,11-MAR-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Triple 3 Healthcare Group Limited,Mar 24/1139,2060.63,10-SEP-2023,05-MAR-2024,B6200C-Childrens Services Directorate,B6023E-Safeguarding and Family Support 1
FUNERAL SERVICES LIMITED,Mar 24/1140,2062,22-FEB-2024,19-MAR-2024,B4000C-Resources Directorate,B4041E-Director of Revenues and Benefits
Weightmans LLP Office Account,Mar 24/1141,2085.6,21-DEC-2023,14-MAR-2024,B4000C-Resources Directorate,B4061E-Director of Governance Service
J B Riney & Co Ltd,Mar 24/1142,2088.12,08-FEB-2024,05-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
PSA Training & Consulting Ltd,Mar 24/1143,2090.76,17-DEC-2023,08-MAR-2024,B1000C-Chief Executive Directorate,B2025E-Leadership Office Service
Hags-SMP Limited,Mar 24/1144,2097.6,16-FEB-2024,04-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
CMA Planning Ltd,Mar 24/1145,2098,01-MAR-2024,25-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Serjco Ltd Inn Chambers,Mar 24/1146,2100,20-DEC-2023,20-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
Waltham Forest Services Limited_23266,Mar 24/1147,2106,31-DEC-2023,19-MAR-2024,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
National Teaching & Advisory,Mar 24/1148,2106,31-JAN-2024,08-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Aston Group,Mar 24/1149,2116.8,17-OCT-2023,08-MAR-2024,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Bevan Brittan LLP,Mar 24/1150,2118,28-FEB-2023,28-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Nudge Education Limited,Mar 24/1151,2118.2,26-FEB-2024,27-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Nudge Education Limited,Mar 24/1152,2118.2,17-JAN-2024,01-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Nudge Education Limited,Mar 24/1153,2118.2,17-JAN-2024,01-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Manna Housing Group Limited,Mar 24/1154,2126,11-DEC-2023,19-MAR-2024,B6100C-Adult Social Care Directorate,B6074E-Specialist Social Work Learning Disabilities
REDACTED PERSONAL DATA,Mar 24/1155,2132,04-MAR-2024,26-MAR-2024,B2100C-Stronger Communities Directorate,B6084E-Health Improvement
New Court Chambers,Mar 24/1156,2136,24-OCT-2023,18-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Newman Francis Ltd,Mar 24/1157,2137.5,28-SEP-2023,04-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Sporting Pillars,Mar 24/1158,2145,20-MAR-2024,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5143E-Leisure
Sharpe Pritchard LLP,Mar 24/1159,2149.2,29-FEB-2024,28-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
Acorn Care & Education Ltd,Mar 24/1160,2160,06-MAR-2023,28-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
WOODLAND PROPERTY MANAGEMENT LTD,Mar 24/1161,2170,01-DEC-2023,08-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Chemsol Limited,Mar 24/1162,2180.04,29-FEB-2024,25-MAR-2024,B4000C-Resources Directorate,B4067E-Mortuary Service
Race Equality Foundation,Mar 24/1163,2190,01-MAR-2024,27-MAR-2024,B2100C-Stronger Communities Directorate,B2092E-Children and Families Early Help 
J B Riney & Co Ltd,Mar 24/1164,2190.37,05-MAR-2024,27-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Zoetrope Learning Ltd,Mar 24/1165,2200,18-JAN-2024,26-MAR-2024,B6200C-Childrens Services Directorate,B6042E-Education Effectiveness
Creative Therapy,Mar 24/1166,2208,09-FEB-2024,05-MAR-2024,B6200C-Childrens Services Directorate,B6029E-Youth and Family Resilience Service
Waltham Forest Services Limited_23266,Mar 24/1167,2208,27-FEB-2024,06-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Brightway Contact Service,Mar 24/1168,2220,01-OCT-2023,22-MAR-2024,B6200C-Childrens Services Directorate,B6024E-Safeguarding and Family Support 2
Leyton Midland Cars,Mar 24/1169,2220,31-JAN-2024,05-MAR-2024,B6200C-Childrens Services Directorate,B6028E-Placement and Resource Services
Complete Intacare Hygiene Ltd,Mar 24/1170,2225.32,27-MAR-2024,28-MAR-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Leyton Midland Cars,Mar 24/1171,2231.52,30-NOV-2023,05-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
J B Riney & Co Ltd,Mar 24/1172,2247.02,15-FEB-2024,12-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Waltham Forest Services Limited_23266,Mar 24/1173,2247.36,29-JUN-2023,22-MAR-2024,B5000C-Place Directorate,B5076E-Facilities Management and Compliance
Chartered Institute of Housing,Mar 24/1174,2250,29-FEB-2024,25-MAR-2024,B5000C-Place Directorate,B5501E-Sheltered Housing
Rokesly Junior School,Mar 24/1175,2251.87,19-FEB-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Network Rail Infrastructure Limited,Mar 24/1176,2254.54,18-MAR-2024,19-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
The Project Centre Ltd,Mar 24/1177,2256,13-FEB-2024,12-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Outspoken Logistics T/A Zedify,Mar 24/1178,2280,30-SEP-2023,14-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5144E-Waste Management
Panoramic Associates Limited,Mar 24/1179,2280,07-FEB-2024,04-MAR-2024,B4000C-Resources Directorate,B4031E-Internal Audit and Anti Fraud Service
University of Surrey,Mar 24/1180,2280,11-JAN-2024,19-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Woodward Energy Consulting,Mar 24/1181,2295,10-FEB-2024,05-MAR-2024,B5000C-Place Directorate,B5104E-Sustainable Development Service
The Compost Bag Company Ltd,Mar 24/1182,2304,11-JAN-2024,18-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5144E-Waste Management
Waltham Forest Services Limited_23266,Mar 24/1183,2328,28-FEB-2024,14-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
SYSCO GB LIMITED,Mar 24/1184,2329.76,21-FEB-2024,19-MAR-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
National Teaching & Advisory,Mar 24/1185,2340,31-JAN-2024,08-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Outspoken Logistics T/A Zedify,Mar 24/1186,2343,30-SEP-2023,12-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
Halfords Ltd,Mar 24/1187,2350,23-OCT-2023,20-MAR-2024,B3000C-Corporate Expenditure Directorate,B3011E-Corporate Expenditure Service
Wise Youth trust,Mar 24/1188,2363.5,06-MAR-2024,28-MAR-2024,B6200C-Childrens Services Directorate,B6044E-Education Programme Service
Field Court Chambers,Mar 24/1189,2364,13-DEC-2023,06-MAR-2024,B6100C-Adult Social Care Directorate,B6074E-Specialist Social Work Learning Disabilities
The Scout Association,Mar 24/1190,2370.74,31-JAN-2020,13-MAR-2024,B6200C-Childrens Services Directorate,B6045E-Education Early Years and Childcare
NSL Services Group,Mar 24/1191,2375.57,09-FEB-2024,05-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
PAU CREATIVE LIMITED,Mar 24/1192,2376,09-FEB-2024,05-MAR-2024,B2100C-Stronger Communities Directorate,B6081E-Public Health Service
ANJI'S PHARMACY,Mar 24/1193,2380.02,31-DEC-2023,19-MAR-2024,B2100C-Stronger Communities Directorate,B6082E-Partnership and Sexual Health
REDACTED PERSONAL DATA,Mar 24/1194,2388,31-OCT-2023,18-MAR-2024,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Adecco UK Ltd,Mar 24/1195,2394,08-MAR-2024,13-MAR-2024,B5000C-Place Directorate,B5161E-Housing and Neighbourhood Service
Adecco UK Ltd,Mar 24/1196,2394,08-MAR-2024,13-MAR-2024,B5000C-Place Directorate,B5161E-Housing and Neighbourhood Service
Adecco UK Ltd,Mar 24/1197,2394,08-MAR-2024,13-MAR-2024,B5000C-Place Directorate,B5161E-Housing and Neighbourhood Service
Adecco UK Ltd,Mar 24/1198,2394,08-MAR-2024,13-MAR-2024,B5000C-Place Directorate,B5161E-Housing and Neighbourhood Service
Adecco UK Ltd,Mar 24/1199,2394,08-MAR-2024,13-MAR-2024,B5000C-Place Directorate,B5161E-Housing and Neighbourhood Service
Adecco UK Ltd,Mar 24/1200,2394,09-FEB-2024,15-MAR-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Mar 24/1201,2394,19-FEB-2024,13-MAR-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Mar 24/1202,2394,11-MAR-2024,12-MAR-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Adecco UK Ltd,Mar 24/1203,2394,08-MAR-2024,13-MAR-2024,B5000C-Place Directorate,B5161E-Housing and Neighbourhood Service
Adecco UK Ltd,Mar 24/1204,2394,25-MAR-2024,26-MAR-2024,B5000C-Place Directorate,B5162E-Homelessness Service
Jude Greenaway Ltd,Mar 24/1205,2397.6,06-FEB-2024,01-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Jude Greenaway Ltd,Mar 24/1206,2398.8,17-FEB-2024,12-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Edinburgh Primary School,Mar 24/1207,2399.38,31-JAN-2024,19-MAR-2024,B2100C-Stronger Communities Directorate,B5122E-Skills
5 Pump Court CDS,Mar 24/1208,2400,04-MAR-2024,07-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
Imperial College Projects Ltd,Mar 24/1209,2400,10-JAN-2024,12-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5152E-Regulatory and Contingency Planning Service
Communities Inc.,Mar 24/1210,2400,04-MAR-2024,26-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B6063E-Community Safety Team
SELBORNE CHAMBERS,Mar 24/1211,2400,12-MAR-2024,14-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
Create Consulting Engineers Ltd,Mar 24/1212,2400,31-JAN-2024,07-MAR-2024,B0000C-Council Balance Sheet,B0000E-Council Balance Sheet Service
Forest House Films Ltd,Mar 24/1213,2400,18-MAR-2024,22-MAR-2024,B1000C-Chief Executive Directorate,B2023E-Communications
Cubiquity Limited,Mar 24/1214,2400,22-FEB-2024,19-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5145E-Highways Service
The 36 Group Ltd,Mar 24/1215,2400,06-MAR-2024,25-MAR-2024,B4000C-Resources Directorate,B4062E-Legal Services
Deka Chambers Ltd,Mar 24/1216,2421,09-NOV-2023,28-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Panoramic Associates Limited,Mar 24/1217,2422.5,21-FEB-2024,18-MAR-2024,B4000C-Resources Directorate,B4031E-Internal Audit and Anti Fraud Service
WOODLAND PROPERTY MANAGEMENT LTD,Mar 24/1218,2424,01-DEC-2023,08-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Fair to Trade Ltd,Mar 24/1219,2427.6,03-OCT-2023,12-MAR-2024,B2100C-Stronger Communities Directorate,B5111E-Culture and Heritage Service
Courtney-Thorne Ltd,Mar 24/1220,2429.28,28-FEB-2024,25-MAR-2024,B6100C-Adult Social Care Directorate,B6071E-Provider Services
Waltham Forest Services Limited_23266,Mar 24/1221,2432.4,29-FEB-2024,22-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B2071E-Director of Climate and Behaviour Change Service
Avocet Services Ltd,Mar 24/1222,2436,05-JAN-2024,11-MAR-2024,B4000C-Resources Directorate,B4068E-Complaints Team Service
REDACTED PERSONAL DATA,Mar 24/1223,2439,14-FEB-2024,18-MAR-2024,B6200C-Childrens Services Directorate,B6026E-Looked After Childrens Service
OMG Training & Development,Mar 24/1224,2441,29-FEB-2024,25-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Nudge Education Limited,Mar 24/1225,2454.77,22-JAN-2024,01-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
New Court Chambers,Mar 24/1226,2460,22-JAN-2024,27-MAR-2024,B6200C-Childrens Services Directorate,B6022E-Safeguarding and Family Support Group
Waltham Forest Services Limited_23266,Mar 24/1227,2469.63,20-OCT-2022,13-MAR-2024,B4000C-Resources Directorate,B4075E-Commercial Client and Innovation
Waltham Forest Services Limited_23266,Mar 24/1228,2472,27-FEB-2024,21-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Hags-SMP Limited,Mar 24/1229,2482.8,15-MAR-2024,25-MAR-2024,B7000C-Neighbourhoods and Environment Directorate,B5148E-Parks and Open Spaces Service
Nudge Education Limited,Mar 24/1230,2486.23,27-FEB-2024,27-MAR-2024,B6200C-Childrens Services Directorate,B6503E-Central Expenditure High Needs
Sporting Pillars,Mar 24/1231,2492,21-MAR-2024,27-MAR-2024,B6200C-Childrens Services Directorate,B6044E-Education Programme Service
