PAYMENT DATE,DEPARTMENT,SUPPLIER NAME,PAY GROUP,ACCOUNT DESCRIPTION,NET AMOUNT
01-May-24,Adults & Communities (P),AFFINITY TRUST&&SUPL4188,SUPPORTED LIVING,5506-Supported Living,"£5,946.72"
01-May-24,Adults & Communities (P),AFFINITY TRUST&&SUPL4188,SUPPORTED LIVING,5506-Supported Living,"£4,803.12"
01-May-24,Adults & Communities (P),AFFINITY TRUST&&SUPL4188,SUPPORTED LIVING,5506-Supported Living,"£1,575.28"
01-May-24,Adults & Communities (P),AFFINITY TRUST&&SUPL4188,SUPPORTED LIVING,5506-Supported Living,"£1,575.28"
01-May-24,Adults & Communities (P),AGE UK LEICESTERSHIRE AND RUTLAND&&CLCD3314,CLC,5504-Day/CLC Services,"£4,613.64"
01-May-24,Adults & Communities (P),ALLIANCE SC LTD&&ISHC6700,HOME CARE,5505-Homecare,£843.15
01-May-24,Adults & Communities (P),ALVES ICARE LTD&&SUPL7268,SUPPORTED LIVING,5506-Supported Living,"£7,241.08"
01-May-24,Adults & Communities (P),ALVES ICARE LTD&&SUPL7268,SUPPORTED LIVING,5506-Supported Living,"£7,241.08"
01-May-24,Adults & Communities (P),AMICARE DOMICILIRY CARE SERVICES LTD&&ISHC2524,HOME CARE,5505-Homecare,"£7,279.72"
01-May-24,Adults & Communities (P),APOLLO CARE & SUPPORT LTD&&SUPL6508,SUPPORTED LIVING,5506-Supported Living,"£12,091.83"
01-May-24,Adults & Communities (P),APOLLO CARE & SUPPORT LTD&&SUPL6508,SUPPORTED LIVING,5506-Supported Living,"£12,328.83"
01-May-24,Adults & Communities (P),AROMA CARE PEOPLE LTD&&ISHC7001,HOME CARE,5505-Homecare,"£7,504.61"
01-May-24,Adults & Communities (P),ASD SUPPORT LTD&&SUPL6853,SUPPORTED LIVING,5506-Supported Living,"£40,611.97"
01-May-24,Adults & Communities (P),ASD SUPPORT LTD&&SUPL6853,SUPPORTED LIVING,5506-Supported Living,"£40,611.97"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,£801.78
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,£572.70
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£1,193.12"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£2,047.86"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£5,345.20"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£1,069.04"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£1,212.22"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£1,388.03"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£2,286.34"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£9,235.10"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£1,489.02"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£3,275.76"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£3,660.16"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£7,044.21"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£131,258.75"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£133,184.72"
01-May-24,Adults & Communities (P),ASPIRATIONS CARE LTD&&SUPL4189,SUPPORTED LIVING,5506-Supported Living,"£5,537.20"
01-May-24,Adults & Communities (P),ASSISTED LIVING CARE GROUP LTD&&SUPL6184,SUPPORTED LIVING,5506-Supported Living,"£7,509.60"
01-May-24,Adults & Communities (P),ASSISTED LIVING CARE GROUP LTD&&SUPL6184,SUPPORTED LIVING,5506-Supported Living,"£7,509.60"
01-May-24,Adults & Communities (P),B24 HEALTHCARE SOLUTIONS LTD&&ISHC7002,HOME CARE,5505-Homecare,"£5,259.76"
01-May-24,Adults & Communities (P),BDC HEALTHCARE & EDUCATION LTD&&CLCD7191,CLC,5504-Day/CLC Services,"£11,052.80"
01-May-24,Adults & Communities (P),BDC HEALTHCARE & EDUCATION LTD&&CLCD7191,CLC,5504-Day/CLC Services,£727.60
01-May-24,Adults & Communities (P),BDC HEALTHCARE & EDUCATION LTD&&CLCD7191,CLC,5504-Day/CLC Services,£690.80
01-May-24,Adults & Communities (P),BLUEWOOD RECRUITMENT LTD&&ISHC3933,HOME CARE,5505-Homecare,"£1,580.41"
01-May-24,Adults & Communities (P),BRIGHT INTERGRATED CARE LTD&&ISHC3324,HOME CARE,5505-Homecare,£691.43
01-May-24,Adults & Communities (P),BRIGHT INTERGRATED CARE LTD&&ISHC3324,HOME CARE,5505-Homecare,"£21,120.22"
01-May-24,Adults & Communities (P),CARE 4 U (LEICESTERSHIRE) LTD&&ISHC2529,HOME CARE,5505-Homecare,"£31,145.10"
01-May-24,Adults & Communities (P),CARE 4 U (LEICESTERSHIRE) LTD&&ISHC2529,HOME CARE,5505-Homecare,£729.84
01-May-24,Adults & Communities (P),CARE AT HOME (MIDLANDS) LTD&&ISHC2753,HOME CARE,5505-Homecare,"£27,250.35"
01-May-24,Adults & Communities (P),CARE STAFFING LTD&&ISHC6650,HOME CARE,5505-Homecare,"£2,499.54"
01-May-24,Adults & Communities (P),CARE STAFFING LTD&&ISHC6650,HOME CARE,5505-Homecare,"£2,499.54"
01-May-24,Adults & Communities (P),CARE WITH PRIDE LTD&&ISHC7027,HOME CARE,5505-Homecare,"£7,767.62"
01-May-24,Adults & Communities (P),CARE WITH PRIDE LTD&&ISHC7027,HOME CARE,5505-Homecare,"£1,013.01"
01-May-24,Adults & Communities (P),CARELINK HEALTHCARE PROFESSIONALS LTD&&ISHC3871,HOME CARE,5505-Homecare,"£22,709.85"
01-May-24,Adults & Communities (P),CAREMARK HINCKLEY BOSWORTH & BLABY&&ISHC3015,HOME CARE,5505-Homecare,"£14,143.92"
01-May-24,Adults & Communities (P),CARERS DIRECT HOMECARE&&ISHC2687,HOME CARE,5505-Homecare,£573.53
01-May-24,Adults & Communities (P),CARERS DIRECT HOMECARE&&ISHC2687,HOME CARE,5505-Homecare,£570.04
01-May-24,Adults & Communities (P),CARING HANDS (NOTTINGHAM) LTD&&ISHC7072,HOME CARE,5505-Homecare,"£4,244.22"
01-May-24,Adults & Communities (P),CARING HANDS LEICESTER LTD&&ISHC3209,HOME CARE,5505-Homecare,£974.28
01-May-24,Adults & Communities (P),CARING HANDS LEICESTER LTD&&ISHC3209,HOME CARE,5505-Homecare,"£30,372.23"
01-May-24,Adults & Communities (P),CHARTWELL CARE SERVICES LTD&&SUPL8254,SUPPORTED LIVING,5506-Supported Living,"£13,702.08"
01-May-24,Adults & Communities (P),CHARTWELL CARE SERVICES LTD&&SUPL8254,SUPPORTED LIVING,5506-Supported Living,"£13,702.08"
01-May-24,Adults & Communities (P),CHOICES FOR LIFE (UK)LTD&&CLCD3323,CLC,5504-Day/CLC Services,"£18,494.98"
01-May-24,Adults & Communities (P),CHOICES FOR LIFE (UK)LTD&&CLCD3323,CLC,5504-Day/CLC Services,£930.66
01-May-24,Adults & Communities (P),CITY & COUNTY CARE SERVICES LTD&&ISHCHC486,HOME CARE,5505-Homecare,"£10,591.28"
01-May-24,Adults & Communities (P),CITY & COUNTY CARE SERVICES LTD&&ISHCHC486,HOME CARE,5505-Homecare,£830.15
01-May-24,Adults & Communities (P),COMMUNITY CARELINE NORTHWEST LEICESTERSHIRE LTD&&ISHCHC1514,HOME CARE,5505-Homecare,"£7,084.64"
01-May-24,Adults & Communities (P),CONTINUITY HEALTHCARE SERVICES LTD&&ISHC6572,HOME CARE,5505-Homecare,"£5,588.59"
01-May-24,Adults & Communities (P),CREATIVE CARE (LEICESTER) LTD&&SUPL6195,SUPPORTED LIVING,5506-Supported Living,"£54,844.56"
01-May-24,Adults & Communities (P),CREATIVE CARE (LEICESTER) LTD&&SUPL6195,SUPPORTED LIVING,5506-Supported Living,"£54,844.56"
01-May-24,Adults & Communities (P),CREATIVE CARE LTD&&SUPL6285,SUPPORTED LIVING,5506-Supported Living,"£1,010.80"
01-May-24,Adults & Communities (P),CREATIVE CARE LTD&&SUPL6285,SUPPORTED LIVING,5506-Supported Living,£505.40
01-May-24,Adults & Communities (P),CREATIVE CARE LTD&&SUPL6285,SUPPORTED LIVING,5506-Supported Living,£663.97
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,"£2,024.06"
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,£612.65
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,"£123,621.67"
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,"£1,686.72"
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,"£1,978.95"
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,"£2,092.86"
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,"£118,599.86"
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,"£2,418.94"
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,"£2,891.52"
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,"£2,292.01"
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,"£4,806.71"
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,"£4,806.71"
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,£790.13
01-May-24,Adults & Communities (P),CREATIVE SUPPORT&&SUPL4190,SUPPORTED LIVING,5506-Supported Living,£647.06
01-May-24,Adults & Communities (P),D&H COMMUNITY SUPPORT LTD&&CLCD3309,CLC,5504-Day/CLC Services,"£29,292.20"
01-May-24,Adults & Communities (P),D&H COMMUNITY SUPPORT LTD&&CLCD3309,CLC,5504-Day/CLC Services,"£1,538.87"
01-May-24,Adults & Communities (P),DIRECT CARE WORKS LTD&&CLCD3327,CLC,5504-Day/CLC Services,"£3,566.93"
01-May-24,Adults & Communities (P),EDEN FUTURES SUPPORTED LIVING LTD&&SUPL7429,SUPPORTED LIVING,5506-Supported Living,"£1,660.61"
01-May-24,Adults & Communities (P),EDEN FUTURES SUPPORTED LIVING LTD&&SUPL7429,SUPPORTED LIVING,5506-Supported Living,"£1,257.62"
01-May-24,Adults & Communities (P),ELIEZER SUPPORTED LIVING SERVICES&&ISHC7032,HOME CARE,5505-Homecare,"£11,778.85"
01-May-24,Adults & Communities (P),EMSA HOMEHELP LTD T/A BLUEBIRD CARE LEICS&&ISHC3983,HOME CARE,5505-Homecare,"£4,451.79"
01-May-24,Adults & Communities (P),ENABLE INCLUSIVE SUPPORT &&SUPL6453,SUPPORTED LIVING,5506-Supported Living,"£6,365.52"
01-May-24,Adults & Communities (P),ENABLE INCLUSIVE SUPPORT &&SUPL6453,SUPPORTED LIVING,5506-Supported Living,"£6,365.52"
01-May-24,Adults & Communities (P),ENLIVEN SOCIAL CARE LTD&&ISHC7033,HOME CARE,5505-Homecare,"£4,404.29"
01-May-24,Adults & Communities (P),ENRYCH&&CLCD3315,CLC,5504-Day/CLC Services,"£9,753.87"
01-May-24,Adults & Communities (P),ENRYCH&&CLCD3315,CLC,5504-Day/CLC Services,£525.71
01-May-24,Adults & Communities (P),EVERYDAY LIVING CARE LTD&&ISHC6574,HOME CARE,5505-Homecare,"£20,199.05"
01-May-24,Adults & Communities (P),EVERYDAY LIVING LIMITED&&CLCD6862,CLC,5504-Day/CLC Services,£690.80
01-May-24,Adults & Communities (P),FAVOUR HEALTH LTD &&SUPL6430,SUPPORTED LIVING,5506-Supported Living,"£9,452.08"
01-May-24,Adults & Communities (P),FAVOUR HEALTH LTD &&SUPL6430,SUPPORTED LIVING,5506-Supported Living,"£9,452.08"
01-May-24,Adults & Communities (P),FIRST CHOICE CARE AGENCY LTD&&ISHC3934,HOME CARE,5505-Homecare,"£3,875.28"
01-May-24,Adults & Communities (P),FIRSTCARE SOLUTIONS LTD&&ISHC7035,HOME CARE,5505-Homecare,"£1,653.13"
01-May-24,Adults & Communities (P),FREEDOM ACTIVE LTD&&CLCD3320,CLC,5504-Day/CLC Services,"£2,704.82"
01-May-24,Adults & Communities (P),FREEDOM SUPPORT SOLUTIONS LTD&&CLCD4598,CLC,5504-Day/CLC Services,"£2,170.56"
01-May-24,Adults & Communities (P),FREEDOM SUPPORT SOLUTIONS LTD&&SUPL4598,SUPPORTED LIVING,5506-Supported Living,"£1,292.27"
01-May-24,Adults & Communities (P),FREEDOM SUPPORT SOLUTIONS LTD&&SUPL4598,SUPPORTED LIVING,5506-Supported Living,"£1,715.52"
01-May-24,Adults & Communities (P),FTM DANCE&&CLCD3324,CLC,5504-Day/CLC Services,"£2,734.56"
01-May-24,Adults & Communities (P),GEMINI EXCLUSIVE CARE&&SUPL7295,SUPPORTED LIVING,5506-Supported Living,"£5,160.74"
01-May-24,Adults & Communities (P),GEMINI EXCLUSIVE CARE&&SUPL7295,SUPPORTED LIVING,5506-Supported Living,"£5,160.74"
01-May-24,Adults & Communities (P),GLEBE HOUSE (CHARNWOOD) LTD&&CLCD3308,CLC,5504-Day/CLC Services,"£10,964.97"
01-May-24,Adults & Communities (P),GLEBE HOUSE (CHARNWOOD) LTD&&CLCD3308,CLC,5504-Day/CLC Services,£553.52
01-May-24,Adults & Communities (P),GLEE CARE LTD&&ISCH5871,HOME CARE,5505-Homecare,"£4,906.53"
01-May-24,Adults & Communities (P),GLOBAL CARING GROUP LTD&&ISHC7003,HOME CARE,5505-Homecare,£516.15
01-May-24,Adults & Communities (P),GLOBAL CARING GROUP LTD&&ISHC7003,HOME CARE,5505-Homecare,"£10,623.80"
01-May-24,Adults & Communities (P),GODFREY BARNES SL LTD&&SUPL7266,SUPPORTED LIVING,5506-Supported Living,"£8,853.60"
01-May-24,Adults & Communities (P),GODFREY BARNES SL LTD&&SUPL7266,SUPPORTED LIVING,5506-Supported Living,"£8,853.60"
01-May-24,Adults & Communities (P),GOTO HEALTHCARE LTD&&SUPL7560,CLC,5506-Supported Living,"£1,956.00"
01-May-24,Adults & Communities (P),GOTO HEALTHCARE LTD&&SUPL7560,CLC,5506-Supported Living,"£1,956.00"
01-May-24,Adults & Communities (P),HEATHCOTES GROUP T/A IVOLVE CARE & SUPPORT&&SUPL7297,SUPPORTED LIVING,5506-Supported Living,"£11,606.24"
01-May-24,Adults & Communities (P),HEATHCOTES GROUP T/A IVOLVE CARE & SUPPORT&&SUPL7297,SUPPORTED LIVING,5506-Supported Living,"£11,606.24"
01-May-24,Adults & Communities (P),HELP AT HOME LTD&&ISHC3234,HOME CARE,5505-Homecare,"£37,325.17"
01-May-24,Adults & Communities (P),HERITAGE CARE&&SUPL1682,SUPPORTED LIVING,5506-Supported Living,"£28,337.10"
01-May-24,Adults & Communities (P),HERITAGE CARE&&SUPL1682,SUPPORTED LIVING,5506-Supported Living,"£28,337.10"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&CLCD6370,CLC,5504-Day/CLC Services,£863.28
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£11,342.63"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£1,260.75"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£6,659.38"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,£774.48
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£6,659.38"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,£774.48
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£1,480.32"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£6,821.56"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,£774.48
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£6,659.38"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£74,689.25"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£9,155.41"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£3,790.50"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£1,149.42"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£2,510.33"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£5,321.34"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£1,603.56"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£2,833.32"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£3,077.20"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£5,043.00"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£3,782.25"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£1,603.56"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,£774.48
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£5,043.00"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£1,603.56"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,£774.48
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£1,603.56"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£5,043.00"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£1,748.89"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£5,043.00"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£1,603.56"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,£774.48
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£4,041.75"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£2,305.68"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,"£74,689.25"
01-May-24,Adults & Communities (P),HEROIC CARE LTD&&SUPL4341,SUPPORTED LIVING,5506-Supported Living,£774.48
01-May-24,Adults & Communities (P),HF TRUST LTD&&CLCD6389,CLC,5504-Day/CLC Services,"£1,473.60"
01-May-24,Adults & Communities (P),HF TRUST LTD&&CLCD6389,CLC,5504-Day/CLC Services,"£1,473.60"
01-May-24,Adults & Communities (P),HF TRUST LTD&&SUPL2212,SUPPORTED LIVING,5506-Supported Living,"£44,062.45"
01-May-24,Adults & Communities (P),HF TRUST LTD&&SUPL2212,SUPPORTED LIVING,5506-Supported Living,"£2,369.59"
01-May-24,Adults & Communities (P),HF TRUST LTD&&SUPL2212,SUPPORTED LIVING,5506-Supported Living,£969.40
01-May-24,Adults & Communities (P),HF TRUST LTD&&SUPL2212,SUPPORTED LIVING,5506-Supported Living,"£49,944.69"
01-May-24,Adults & Communities (P),HF TRUST LTD&&SUPL2212,SUPPORTED LIVING,5506-Supported Living,"£3,538.73"
01-May-24,Adults & Communities (P),IBC QUALITY SOLUTIONS&&CLCD6783,CLC,5504-Day/CLC Services,"£10,770.48"
01-May-24,Adults & Communities (P),IBC QUALITY SOLUTIONS&&CLCD6783,CLC,5504-Day/CLC Services,£550.59
01-May-24,Adults & Communities (P),JEWEL HOME CARE LTD&&ISHC7014,HOME CARE,5505-Homecare,"£16,450.50"
01-May-24,Adults & Communities (P),REDACTED PERSONAL DATA,CLC,5504-Day/CLC Services,"£1,636.54"
01-May-24,Adults & Communities (P),K PRASAD & GIVECARE LTD T/A BOSWORTH HOMECARE SERVICES&&ISHCHC446,HOME CARE,5505-Homecare,"£25,302.98"
01-May-24,Adults & Communities (P),KEY 2 CARE LTD T/A DERBYSHIRE CARE SERVICES&&ISHC6569,HOME CARE,5505-Homecare,"£9,043.29"
01-May-24,Adults & Communities (P),KNIGHTON MANOR LTD&&SUPL4856,SUPPORTED LIVING,5506-Supported Living,"£12,627.25"
01-May-24,Adults & Communities (P),KNIGHTON MANOR LTD&&SUPL4856,SUPPORTED LIVING,5506-Supported Living,"£14,134.89"
01-May-24,Adults & Communities (P),KNIGHTON MANOR LTD&&SUPL9126,SUPPORTED LIVING,5506-Supported Living,"£2,992.42"
01-May-24,Adults & Communities (P),KNIGHTON MANOR LTD&&SUPL9126,SUPPORTED LIVING,5506-Supported Living,"£2,992.42"
01-May-24,Adults & Communities (P),KRIS CARERS LTD&&ISHC3937,HOME CARE,5505-Homecare,"£15,094.48"
01-May-24,Adults & Communities (P),LAKESYDE CARE LIMITED&&SUPL7628,SUPPORTED LIVING,5506-Supported Living,"£8,433.60"
