DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY,,,
Housing & Regeneration Directorate,05/09/2023, 630.18 ,Allison Risebro & Company Ltd,Invoice,Food & Consumables,,,
Housing & Regeneration Directorate,05/09/2023," 1,300.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,05/09/2023," 2,200.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,05/09/2023, 975.00 ,REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,05/09/2023," 2,300.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,05/09/2023," 1,215.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,05/09/2023," 1,161.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,05/09/2023," 1,100.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,05/09/2023," 1,324.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Housing & Regeneration Directorate,05/09/2023," 1,225.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Environment & Community Services Directorate,06/09/2023," 17,217.63 ",Askews & Holts Library Service,Invoice,Library Books ,,,
Environment & Community Services Directorate,06/09/2023," 1,030.80 ",Colsen Industries Ltd,Invoice,Materials,,,
Housing & Regeneration Directorate,06/09/2023, 624.00 ,Richmond Furniture Scheme,Invoice,Social Fund Payments,,,
Environment & Community Services Directorate,06/09/2023," 206,337.64 ",Saba Park Services Uk Ltd,Invoice,Parking Contract,,,
Adult Social Services Directorate,06/09/2023," 112,415.00 ",Kingston Hospital NHS FT,Invoice,ISH Services,,,
Housing & Regeneration Directorate,06/09/2023," 1,956.00 ",P W SECURE-IT LTD,Invoice,Reactive maintenance - bldgs,,,
Environment & Community Services Directorate,06/09/2023, 828.24 ,RYGOR COMMERCIALS LTD,Invoice,"Vehicle Repairs, Maintenance",,,
Adult Social Services Directorate,06/09/2023, 592.12 ,Central & North West London NH,Invoice,ISH Services,,,
Adult Social Services Directorate,06/09/2023," 6,040.91 ",Medacs Homecare,Invoice,Re-ablement,,,
Chief Executives Directorate,06/09/2023," 18,219.70 ",Westco Trading Ltd,Invoice,Communications Contract,,,
Environment & Community Services Directorate,14/09/2023," 1,662.50 ",REDACTED PERSONAL DATA,Invoice,Consultants Fees,,,
Adult Social Services Directorate,06/09/2023," 4,441.24 ",Absolute Care Services (Richmo,Invoice,Re-ablement,,,
Environment & Community Services Directorate,06/09/2023," 4,161.60 ",Metis Consultants Ltd,Invoice,Equipment,,,
Capital Expenditure,06/09/2023," 21,876.00 ",Paul Brewer T/A GNT Builders,Invoice,CAPEXP Housing Grants Analysis,,,
Capital Expenditure,06/09/2023," 16,065.00 ",Effectable Construction Servic,Invoice,CAPEXP Housing Grants Analysis,,,
Children's Services Directorate,06/09/2023," 309,093.38 ",Hampton Junior School,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 65,265.83 ",Hampton Wick Infants School,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 75,653.66 ",St John The Baptist School,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 225,033.01 ",St Marys & St Peters Primary S,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 229,051.46 ",St James'  RC Primary School,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 190,456.42 ",Stanley Primary School,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 238,753.81 ",Collis School,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 453,677.95 ",Christ's School,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 229,443.27 ",The Vineyard Primary School,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 141,996.09 ",The Queens School,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 159,495.62 ",St Edmund's R.C.School,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 155,659.63 ",Barnes Primary School,Invoice,School Budget Share,,,
Children's Services Directorate,06/09/2023," 58,841.90 ",Kew Riverside Primary School,Invoice,School Budget Share,,,
Adult Social Services Directorate,06/09/2023," 8,355.14 ",HOLISTIC COMMUNITY CARE LTD,Invoice,Re-ablement,,,
Housing & Regeneration Directorate,06/09/2023," 3,065.36 ",ACR LONDON LTD,Invoice,Planned Maintenance - Bldgs,,,
Housing & Regeneration Directorate,06/09/2023," 1,332.00 ",T BROWN GROUP LTD,Invoice,Feasibility Studies,,,
Capital Expenditure,06/09/2023," 2,129.59 ",HOME COUNTY FIRE CATERHAM LTD,Invoice,CAPEXP Other Building Reltd Wk,,,
Capital Expenditure,06/09/2023," 2,172.00 ",EIGHT VERSA LTD,Invoice,CAPEXP Construction Work,,,
Adult Social Services Directorate,06/09/2023," 1,598.40 ",DAWSONRENTALS BUS & COACH LTD,Invoice,Transport Hire & Leasing Costs,,,
Housing & Regeneration Directorate,06/09/2023," 8,727.60 ",DEBA UK LTD,Invoice,Planned Maintenance - Bldgs,,,
Resources Directorate,06/09/2023," 917,482.00 ",TRANSPORT TRADING LTD,Invoice,Concessionary Fares,,,
Adult Social Services Directorate,06/09/2023," 5,000.00 ",RUILS,Invoice,Other PH Contracts,,,
Adult Social Services Directorate,06/09/2023," 6,935.47 ",Chelsea & Westminster Hospital,Invoice,ISH Services,,,
Environment & Community Services Directorate,06/09/2023, 684.00 ,Euroclay Contracts Ltd,Invoice,General Grounds Maintenance,,,
Capital Expenditure,06/09/2023," 16,170.53 ",Operational Services,Invoice,CAPEXP Construction Work,,,
Environment & Community Services Directorate,06/09/2023," 4,199.78 ",A1 Loo Hire,Invoice,General Grounds Maintenance,,,
Environment & Community Services Directorate,06/09/2023," 9,487.50 ",We Made That LLP,Invoice,Traffic and Pedestrian Meas,,,
Environment & Community Services Directorate,14/09/2023, 726.09 ,REDACTED PERSONAL DATA,Invoice,Consultants Fees,,,
Environment & Community Services Directorate,06/09/2023, 814.80 ,FOD Mobility UK Ltd,Invoice,Transport Hire & Leasing Costs,,,
Chief Executives Directorate,06/09/2023," 1,562.00 ",Multicultural Richmond,Invoice,GG Other Small Rev Gov Grants,,,
Environment & Community Services Directorate,29/09/2023, 600.00 ,REDACTED PERSONAL DATA,Invoice,Consultants Fees,,,
Environment & Community Services Directorate,06/09/2023, 982.08 ,Sue Hill Recruitment & Service,Invoice,Agency Staff,,,
Children's Services Directorate,07/09/2023," 19,423.50 ",The Mall School,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 6,502.65 ",Twickenham Preparatory School,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 20,268.00 ",Unicorn School,Invoice,Nursery Budget Share,,,
Adult Social Services Directorate,07/09/2023, 771.48 ,Geneva Road Ltd T/A EnhanceAbl,Invoice,External Resi Respite Care,,,
Children's Services Directorate,07/09/2023," 14,187.60 ",St. Elizabeths Nursery,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 4,965.66 ",Brook House Nursery Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 10,049.55 ",The Kings Road Nursery,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 8,362.20 ",Whitton Playdays Playgroup,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 18,485.60 ",Busy Lizzie's Montessori,Invoice,Nursery Budget Share,,,
Adult Social Services Directorate,07/09/2023," 11,455.53 ",Liaise South Limited,Invoice,External Residential Care,,,
Children's Services Directorate,07/09/2023," 10,187.31 ",Scamps,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 6,317.85 ",Merry Gold Montessori School,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 15,640.80 ",Squirrels Day Nursery,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 31,207.75 ",Tic Toc Nursery School,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 24,237.15 ",Whitton Day Nursery Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 21,830.33 ",Kew College,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 5,024.78 ",New Stepping Stones Playgroup ,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 13,793.50 ",Eaton Square Private Schools L,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 2,906.40 ",Chestnuts Childcare & Training,Invoice,EY - 2 year old funding,,,
Children's Services Directorate,07/09/2023," 3,546.90 ",THE CHILD CARE NETWORK LTD,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 1,207.64 ",The Childrens Garden,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 3,367.07 ",Playwam,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 10,640.70 ",Hampton Hill Nursery School,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 10,134.00 ",Debucare Ltd T/a St Michael's ,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 12,500.25 ",Julia's Montessori Nursery,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 21,281.40 ",Old Vicarage School Trust Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 4,729.20 ",The Montessori Pavilion,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 28,375.20 ",St Marys & St Peters Pre Schoo,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 9,348.36 ",MILKSHAKE MONTESSORI SCHOOL,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 3,452.60 ",SUDBROOK SCHOOL,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 18,393.21 ",Hampton School (incorp Denmead,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 6,046.95 ",Working Mums Daycare & Prescho,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 12,076.35 ",Kew Green Preparatory School,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 18,005.40 ",Lambsmead Nurseries(Meadowview,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 5,776.38 ",The Pavilion Montessori School,Invoice,Nursery Budget Share,,,
Environment & Community Services Directorate,21/09/2023," 2,200.00 ",Black Blossoms School of Art a,Invoice,Consultants Fees,,,
Children's Services Directorate,07/09/2023," 26,293.75 ",Building Blocks Childcare Limi,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 3,546.90 ",K.I.S.H.,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 10,837.75 ",Kids Inc Nurseries,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 30,739.80 ",Newland House School c/o The B,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 31,922.10 ",Jack and Jill School,Invoice,Nursery Budget Share,,,
Capital Expenditure,07/09/2023," 2,174.40 ",WSP UK LIMITED,Invoice,CAPEXP Professional Fees,,,
Children's Services Directorate,07/09/2023," 15,420.72 ",S & S Education Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 10,323.90 ",Sunshine Nursery,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 18,325.65 ",Bright Beginnings(Twickenham) ,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 12,414.15 ",Ceres Nursery Ltd T/A Working ,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 16,827.53 ",Sheen Montessori Nursery,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 45,284.40 ",Greenacres (Oldfield),Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 3,091.20 ",Annie's Nest Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 26,133.45 ",Little Stars Day Nursery (UK) ,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 25,505.55 ",Kerswell Kids Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 5,911.50 ",Barnes Day Care Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 6,992.46 ",Sunflower Montessori Nursery S,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 14,187.60 ",Buttercups Day Nursery,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 14,040.53 ",Little Wrens Nursery School,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 5,067.00 ",Kew Montessori,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 2,364.60 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Capital Expenditure,07/09/2023," 7,941.20 ",Metis Consultants Ltd,Invoice,CAPEXP Purchase of Asset,,,
Children's Services Directorate,07/09/2023," 13,596.45 ",Greenacres Day Nursery School ,Invoice,Nursery Budget Share,,,
Environment & Community Services Directorate,07/09/2023," 10,191.77 ",Dawsongroup Vans Ltd,Invoice,Transport Hire & Leasing Costs,,,
Children's Services Directorate,07/09/2023," 14,778.75 ",Bright Beginnings Day Nurserie,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 14,273.70 ",Happy Kid's Face Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 19,705.00 ",The Ivytree Nursery Hampton Lt,Invoice,Nursery Budget Share,,,
Resources Directorate,07/09/2023," 5,804.69 ",Print Image Network Ltd,Invoice,Printing ,,,
Environment & Community Services Directorate,07/09/2023," 2,952.00 ",Sports Courts Uk Ltd,Invoice,Furniture,,,
Children's Services Directorate,07/09/2023," 7,600.50 ",Casa Montessori Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 1,773.45 ",B Rubio Ltd T/A Happy Beans,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 1,576.40 ",Wena Waite T/A Jolly Jumpers L,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 22,294.80 ",Broomfield House School Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023, 726.60 ,Playful Pips Ltd,Invoice,EY - 2 year old funding,,,
Children's Services Directorate,07/09/2023," 7,093.80 ",London Organic Day Nurseries L,Invoice,Nursery Budget Share,,,
Environment & Community Services Directorate,07/09/2023," 2,584.01 ",The FA Bartlett Tree Expert Co,Invoice,Arboricultural Contract,,,
Capital Expenditure,07/09/2023," 8,894.00 ",Hampton Junior School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 36,796.65 ",Hampton Wick Infants School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 15,884.40 ",The Russell School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 6,498.00 ",Trafalgar Infant School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 9,074.00 ",Heathfield Junior School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 18,655.15 ",Darell Primary School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 14,660.00 ",Carlisle and Hampton Hill Fede,Invoice,CAPEXP Capital grants,,,
Children's Services Directorate,07/09/2023," 19,507.95 ",Holy Trinity Primary School,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 12,500.25 ",St Richards & St Andrews C of ,Invoice,Nursery Budget Share,,,
Capital Expenditure,07/09/2023," 10,525.00 ",Sheen Mount Primary School,Invoice,CAPEXP Capital grants,,,
Children's Services Directorate,07/09/2023," 23,054.85 ",St James'  RC Primary School,Invoice,Nursery Budget Share,,,
Capital Expenditure,07/09/2023," 34,353.00 ",Orleans Primary school,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 46,559.00 ",Chase Bridge Primary School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 32,661.05 ",Hampton Infant School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 7,319.00 ",Trafalgar Junior School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 10,323.00 ",East Sheen Primary School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 22,473.15 ",Buckingham Primary School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 35,101.30 ",Stanley Primary School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 41,947.70 ",Heathfield Infant School,Invoice,CAPEXP Capital grants,,,
Children's Services Directorate,07/09/2023," 10,049.55 ",Sacred Heart R. C. School,Invoice,Nursery Budget Share,,,
Capital Expenditure,07/09/2023," 40,027.18 ",Collis School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 15,910.58 ",Meadlands Primary School,Invoice,CAPEXP Capital grants,,,
Children's Services Directorate,07/09/2023," 22,463.70 ",Archdeacon Cambridge School,Invoice,Nursery Budget Share,,,
Capital Expenditure,07/09/2023," 10,750.00 ",The Vineyard Primary School,Invoice,CAPEXP Capital grants,,,
Children's Services Directorate,07/09/2023," 27,784.05 ",St Edmund's R.C.School,Invoice,Nursery Budget Share,,,
Capital Expenditure,07/09/2023," 53,567.25 ",Barnes Primary School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 52,689.10 ",Windham Nursery School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 5,541.00 ",Kew Riverside Primary School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 7,461.00 ",Lowther Primary School,Invoice,CAPEXP Capital grants,,,
Capital Expenditure,07/09/2023," 8,635.00 ",Marshgate Primary School,Invoice,CAPEXP Capital grants,,,
Adult Social Services Directorate,07/09/2023," 5,481.60 ",PORTMASTER LTD T/A CAPITAL CAR,Invoice,Transport Hire & Leasing Costs,,,
Children's Services Directorate,07/09/2023," 39,194.52 ",BRIGHT HORIZONS FAMILY SOLUTIO,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 17,414.25 ",LITTLE PEOPLE DAY NURSERIES LT,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 26,939.55 ",KING'S HOUSE SCHOOL,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 2,955.75 ",Atefeh Taghvai t/a Waterlilly,Invoice,Nursery Budget Share,,,
Chief Executives Directorate,07/09/2023," 4,666.50 ",ETNA COMMUNITY CENTRE,Invoice,Grants to Other Groups,,,
Children's Services Directorate,07/09/2023," 6,502.65 ",Little Forest Folk Too Ltd,Invoice,Nursery Budget Share,,,
Adult Social Services Directorate,07/09/2023," 3,535.20 ",AJ Mobility & Training Service,Invoice,Transport Hire & Leasing Costs,,,
Children's Services Directorate,07/09/2023, 512.33 ,REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Adult Social Services Directorate,07/09/2023," 1,180.00 ",TATA MINI CAB,Invoice,Transport Hire & Leasing Costs,,,
Chief Executives Directorate,07/09/2023, 625.00 ,Eperi ED .ltd,Invoice,General Contract Work,,,
Chief Executives Directorate,07/09/2023," 23,040.00 ",ARMC Ltd,Invoice,Agency Staff,,,
Children's Services Directorate,07/09/2023," 26,281.50 ",Busy Bees Nurseries Ltd-TTN,Invoice,Nursery Budget Share,,,
Housing & Regeneration Directorate,07/09/2023, 673.79 ,Allison Risebro & Company Ltd,Invoice,Food & Consumables,,,
Children's Services Directorate,07/09/2023," 1,182.30 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 1,773.45 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Housing & Regeneration Directorate,07/09/2023," 2,425.00 ",REDACTED PERSONAL DATA,Invoice,PSL Payments To Landlords,,,
Children's Services Directorate,07/09/2023," 1,182.30 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 2,009.91 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023, 591.15 ,REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 8,867.25 ",TOP OF THE CLASS NURSERY,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 12,414.15 ",Katey Barrington T/A Katey's H,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 1,182.30 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 18,547.20 ",Rainbow Nursery Schools Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 10,640.70 ",Mandarin Ducklings Bilingual M,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 14,778.75 ",Monkey Puzzle Day Nursery Twic,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 4,101.09 ",Rosslyn Nursery and Pre-School,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 12,414.15 ",My Sunshine Day Nursery,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 17,278.80 ",Chestnuts TW1,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 3,715.80 ",Tugboats Preschool Ltd - Made ,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 12,571.79 ",LEYF - Bushy Tails Nursery & P,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 10,218.45 ",Barnes Montessori Nursery,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 40,789.35 ",German School Association Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 1,182.30 ",Carole Stew-Lewis T/A Little M,Invoice,Nursery Budget Share,,,
Children's Services Directorate,07/09/2023," 5,086.20 ",Lavender Lane Pre-School CIC,Invoice,EY - 2 year old funding,,,
Environment & Community Services Directorate,08/09/2023," 1,654.80 ",J C M Locksmiths Ltd,Invoice,General Grounds Maintenance,,,
Adult Social Services Directorate,08/09/2023," 1,966.55 ",Kingston Hospital NHS FT,Invoice,ISH Services,,,
Adult Social Services Directorate,08/09/2023, 979.20 ,Blue Arrow Transport Ltd (BATs,Invoice,Transport Hire & Leasing Costs,,,
Housing & Regeneration Directorate,08/09/2023," 2,340.53 ",Videcom Security Limited,Invoice,Security & Fire Protection,,,
Environment & Community Services Directorate,04/09/2023, 900.00 ,CLIMATE INTERGRATED SOLUTIONS ,Invoice,Consultants Fees,,,
Environment & Community Services Directorate,08/09/2023," 3,959.32 ",Medisort Ltd,Invoice,Materials,,,
Housing & Regeneration Directorate,08/09/2023," 4,064.79 ",Dawsongroup Vans Ltd,Invoice,Transport Hire & Leasing Costs,,,
Resources Directorate,08/09/2023," 1,645.19 ",CFH Docmail Ltd,Invoice,Printing ,,,
Environment & Community Services Directorate,08/09/2023," 16,660.02 ",Continental Landscapes Ltd,Invoice,Horticultural Services Cont,,,
Chief Executives Directorate,08/09/2023," 14,154.45 ",LONDON BOROUGH OF CROYDON,Invoice,Miscellaneous Expenses,,,
Adult Social Services Directorate,08/09/2023," 1,257.36 ",FIERCE NEUTRAL LTD,Invoice,External Lodgings,,,
Adult Social Services Directorate,08/09/2023," 637,519.96 ",CARE UK COMMUNITY PARTNERSHIP,Invoice,External Residential Care,,,
Environment & Community Services Directorate,08/09/2023," 2,386.04 ",Tarmac Trading Ltd,Invoice,Materials,,,
Adult Social Services Directorate,08/09/2023," 5,416.67 ",BARNARDO'S,Invoice,Other PH Contracts,,,
Chief Executives Directorate,08/09/2023, 825.00 ,FIRST AID COVER LTD,Invoice,General Contract Work,,,
Capital Expenditure,08/09/2023," 16,149.12 ",Cyclehoop Ltd,Invoice,CAPEXP Equipment Purchase,,,
Adult Social Services Directorate,08/09/2023, 800.00 ,FAVOURED HEALTH CIC,Invoice,Cleaning,,,
Environment & Community Services Directorate,08/09/2023, 710.92 ,Gaffey Technical Services Ltd,Invoice,Equipment,,,
Housing & Regeneration Directorate,08/09/2023," 1,646.02 ",ICAB (Hotel) Bookings,Invoice,B&B Payments,,,
Environment & Community Services Directorate,08/09/2023," 5,180.00 ",REDACTED PERSONAL DATA,Invoice,Arboricultural Contract,,,
Environment & Community Services Directorate,08/09/2023, 729.86 ,THE UNIVERSAL TYRE CO (DEPTFOR,Invoice,"Vehicle Repairs, Maintenance",,,
Chief Executives Directorate,08/09/2023," 2,160.00 ",TPAS Limited,Invoice,Project Work,,,
Adult Social Services Directorate,08/09/2023, 791.04 ,P&P Patel T/A Driver Hire King,Invoice,Agency Staff,,,
Adult Social Services Directorate,08/09/2023," 257,700.00 ",NHS Southwest London ICB,Invoice,Other Minor Contract Payments,,,
Environment & Community Services Directorate,08/09/2023, 570.24 ,Sue Hill Recruitment & Service,Invoice,Agency Staff,,,
Environment & Community Services Directorate,08/09/2023, 541.04 ,Commercial Limited,Invoice,Stationery,,,
Adult Social Services Directorate,08/09/2023," 1,939.44 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,08/09/2023," 2,429.17 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Adult Social Services Directorate,08/09/2023," 7,408.68 ",REDACTED PERSONAL DATA,Invoice,DP prepaid cards,,,
Children's Services Directorate,08/09/2023," 1,182.30 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Children's Services Directorate,08/09/2023," 46,971.75 ",N Family Twickenham Ltd,Invoice,Nursery Budget Share,,,
Children's Services Directorate,08/09/2023," 10,049.55 ",My Sunshine Day Nursery Barnes,Invoice,Nursery Budget Share,,,
Children's Services Directorate,08/09/2023, 726.60 ,REDACTED PERSONAL DATA,Invoice,EY - 2 year old funding,,,
Children's Services Directorate,08/09/2023," 4,273.50 ",The Crown Nursery,Invoice,Nursery Budget Share,,,
Children's Services Directorate,08/09/2023," 5,320.35 ",Katey's Nursery ,Invoice,Nursery Budget Share,,,
Children's Services Directorate,08/09/2023," 9,138.15 ",Tiny Thinkers Hampton,Invoice,Nursery Budget Share,,,
Children's Services Directorate,08/09/2023," 10,049.55 ",Fennies Teddington,Invoice,Nursery Budget Share,,,
Children's Services Directorate,08/09/2023," 1,182.30 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Children's Services Directorate,08/09/2023," 9,289.50 ",Kew Green Nursery Gardener Nur,Invoice,Nursery Budget Share,,,
Children's Services Directorate,08/09/2023," 1,182.30 ",REDACTED PERSONAL DATA,Invoice,Nursery Budget Share,,,
Children's Services Directorate,08/09/2023," 4,729.20 ",Lavender Lane Pre-School CIC,Invoice,Nursery Budget Share,,,
Housing & Regeneration Directorate,11/09/2023," 3,885.60 ",Marston Properties Limited,Invoice,Rents,,,
Housing & Regeneration Directorate,11/09/2023," 6,075.00 ",Heavenly Dish Ltd,Invoice,Food & Consumables,,,
Environment & Community Services Directorate,11/09/2023, 808.71 ,Newsquest Media Group Ltd,Invoice,Section 14 RTA Costs,,,
Resources Directorate,11/09/2023," 7,376.96 ",Print Image Facilities LLP,Invoice,Postage,,,
Adult Social Services Directorate,11/09/2023," 5,200.00 ",CARE UK COMMUNITY PARTNERSHIP,Invoice,External Residential Care,,,
Adult Social Services Directorate,11/09/2023," 10,675.08 ",Nacro,Invoice,Supported Living,,,
