date,supplier,directorate,purpose,amount
2023-06-19,Carney Green LLP,"Inclusivity, Economy, Skills & Culture",Consultancy and Professional Services,16350
2023-06-23,Eminox Ltd,Transport Ops & Passenger Experience,"Travel, Subsistence & Transport Costs",1255
2023-06-22,Freeths LLP,Corporate,Consultancy and Professional Services,28007.8
2023-06-28,Q Routes Limited,Transport Ops & Passenger Experience,ICT Related Costs,9460
2023-06-14,Exemplas Limited,"Inclusivity, Economy, Skills & Culture",Consultancy and Professional Services,75000
2023-06-15,Exemplas Limited,"Inclusivity, Economy, Skills & Culture",Consultancy and Professional Services,25000
2023-06-26,M Roberts,Corporate,Consultancy and Professional Services,3333
2023-06-29,AECOM Ltd,Projects,Projects,21167.42
2023-06-26,Arculus Ltd,Projects,Projects,6800
2023-06-15,Redcentric Solutions Ltd,Finance & Commercial Services,ICT Related Costs,4268.23
2023-06-20,Steve's Travel Limited,Transport Ops & Passenger Experience,Tendered Services,1644.06
2023-06-27,Network Rail Infrastructure Ltd,Projects,Projects,3440.59
2023-06-14,ECG Facilities Services,Transport Ops & Passenger Experience,Premises Costs,508.66
2023-06-20,Cas Cars (The Private Hire & Taxi Company,Transport Ops & Passenger Experience,Tendered Services,81194.62
2023-06-26,JPB Facilities Management,Transport Ops & Passenger Experience,Premises Costs,7988.889999999999
2023-06-18,Kirklees Council,Transport Ops & Passenger Experience,Premises Costs,4157.05
2023-06-18,Kirklees Council,Transport Ops & Passenger Experience,Premises Costs,4157.05
2023-06-18,Kirklees Council,Transport Ops & Passenger Experience,Premises Costs,4157.05
2023-06-18,Kirklees Council,Transport Ops & Passenger Experience,Premises Costs,4157.05
2023-06-18,Npower Business,Transport Ops & Passenger Experience,Premises Costs,21327.41
2023-06-26,Npower Business,Transport Ops & Passenger Experience,Premises Costs,14666.4
2023-06-18,Npower Business,Transport Ops & Passenger Experience,Premises Costs,4730.91
2023-06-19,Jacobs UK Ltd,Projects,Projects,263461.23000000004
2023-06-18,Npower Business,Transport Ops & Passenger Experience,Premises Costs,2978.17
2023-06-18,Npower Business,Transport Ops & Passenger Experience,Premises Costs,8144.12
2023-06-18,Npower Business,Transport Ops & Passenger Experience,Premises Costs,2875.43
2023-06-18,Npower Business,Transport Ops & Passenger Experience,Premises Costs,925.07
2023-06-18,Npower Business,Transport Ops & Passenger Experience,Premises Costs,506.25
2023-06-19,Jacobs UK Ltd,Projects,Projects,207751.98
2023-06-18,Npower Business,Transport Ops & Passenger Experience,Premises Costs,2503.86
2023-06-19,McBains Limited,Projects,Projects,437422
2023-06-18,Npower Business,Transport Ops & Passenger Experience,Premises Costs,598.74
2023-06-18,Npower Business,Transport Ops & Passenger Experience,Premises Costs,658.18
2023-06-23,Incubating Arts CIC T/A HATCH,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,4000
2023-06-19,Brickwall Films Ltd,"Policing, Environment & Place",Supplies and Services,550
2023-06-30,Verifone UK Ltd t/a Verifone,Transport Ops & Passenger Experience,ICT Related Costs,1175.77
2023-06-26,Radio Links Communications Ltd,Projects,Projects,550
2023-06-16,K Sangam,"Inclusivity, Economy, Skills & Culture",Supplies and Services,944
2023-06-21,Engaging Education,"Inclusivity, Economy, Skills & Culture",Supplies and Services,1500
2023-06-23,Engaging Education,"Inclusivity, Economy, Skills & Culture",Supplies and Services,1000
2023-06-23,Engaging Education,"Inclusivity, Economy, Skills & Culture",Supplies and Services,1975
2023-06-23,Engaging Education,"Inclusivity, Economy, Skills & Culture",Supplies and Services,1800
2023-06-20,Pinsent Masons LLP,Corporate,Employee Costs,5200
2023-06-22,Calderdale MBC,Projects,Projects,13184
2023-06-26,CX Leeds Limited (Adair Paxton Ltd),"Strategy, Comms & Intelligence",Supplies and Services,500
2023-06-19,Willmott Dixon Construction Ltd,Projects,Projects,35000
2023-06-20,Reed Specialist Recruitment Limited,Corporate,Employee Costs,648.49
2023-06-22,Reed Specialist Recruitment Limited,Corporate,Employee Costs,1460
2023-06-20,Reed Specialist Recruitment Limited,Corporate,Employee Costs,1044.31
2023-06-20,Reed Specialist Recruitment Limited,Corporate,Employee Costs,2903.81
2023-06-28,Vix Technology Ltd,Transport Ops & Passenger Experience,ICT Related Costs,600
2023-06-20,Arco Ltd,Transport Ops & Passenger Experience,Premises Costs,2125.06
2023-06-23,Eminox Ltd,Transport Ops & Passenger Experience,"Travel, Subsistence & Transport Costs",1255
2023-06-23,Eminox Ltd,Transport Ops & Passenger Experience,"Travel, Subsistence & Transport Costs",1255
2023-06-28,Precise Media Monitoring Ltd t/a Onclusive,"Strategy, Comms & Intelligence",Supplies and Services,638.44
2023-06-30,Softcat Plc,Projects,Projects,7200
2023-06-23,Cycle North,Projects,Projects,1100
2023-06-23,Upshot Systems CIC,Projects,Projects,8775
2023-06-21,Exemplas Limited,"Inclusivity, Economy, Skills & Culture",Consultancy and Professional Services,25000
2023-06-20,"RTC North Ltd.,","Inclusivity, Economy, Skills & Culture",Consultancy and Professional Services,78359.91
2023-06-22,Ashdown Phillips & Partners Limited,"Inclusivity, Economy, Skills & Culture",Consultancy and Professional Services,860
2023-06-26,Restorative Solutions CIC,"Policing, Environment & Place",Grants and Agency costs,14116.66
2023-06-27,Jacobs UK Ltd,Projects,Projects,5100
2023-06-26,Jacobs UK Ltd,Projects,Projects,8360
2023-06-26,Hunslet Light Commercials Ltd,Transport Ops & Passenger Experience,"Travel, Subsistence & Transport Costs",655.2
2023-06-26,Hunslet Light Commercials Ltd,Transport Ops & Passenger Experience,"Travel, Subsistence & Transport Costs",655.2
2023-06-26,Chartered Institute of Marketing,"Strategy, Comms & Intelligence",Grants and Agency costs,716
2023-06-27,Cedar Estate Care Limited,Transport Ops & Passenger Experience,Premises Costs,4019.68
2023-06-30,Bauer Radio Ltd,"Inclusivity, Economy, Skills & Culture",Supplies and Services,1986
2023-06-22,Pitney Bowes Limited,Transport Ops & Passenger Experience,Supplies and Services,525
2023-06-22,Pitney Bowes Limited,Transport Ops & Passenger Experience,Supplies and Services,1224.62
2023-06-23,Fintech North Limited,"Inclusivity, Economy, Skills & Culture",Consultancy and Professional Services,4000
2023-06-23,Fintech North Limited,"Inclusivity, Economy, Skills & Culture",Consultancy and Professional Services,1204.68
2023-06-27,CCL Computers Limited,Finance & Commercial Services,ICT Related Costs,675
2023-06-26,Mott Macdonald,Projects,Projects,4000
2023-06-26,Mott Macdonald,Projects,Projects,7500
2023-06-26,Mott Macdonald,Projects,Projects,4000
2023-06-29,Engaging Education,"Inclusivity, Economy, Skills & Culture",Supplies and Services,2337.5
2023-06-26,Pindar Creative,Finance & Commercial Services,ICT Related Costs,4995
2023-06-27,Cammax Ltd,Transport Ops & Passenger Experience,Supplies and Services,500
2023-06-29,Yorkshire Asian Business Community,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,4999
2023-06-27,Digital Remit,"Inclusivity, Economy, Skills & Culture",Grants and Agency costs,84000
2023-06-28,Rex Procter and Partners,Projects,Projects,5092
2023-06-28,Victim Support,"Policing, Environment & Place",Grants and Agency costs,110479.59
2023-06-28,Victim Support,"Policing, Environment & Place",Grants and Agency costs,37942.33
2023-06-28,Reed Specialist Recruitment Limited,Corporate,Employee Costs,1513.13
2023-06-29,Reed Specialist Recruitment Limited,Corporate,Employee Costs,1966.03
2023-06-28,Reed Specialist Recruitment Limited,Corporate,Employee Costs,1460
2023-06-28,Reed Specialist Recruitment Limited,Corporate,Employee Costs,1317.2
2023-06-28,Reed Specialist Recruitment Limited,Corporate,Employee Costs,3207.81
2023-06-29,Business Stream,Transport Ops & Passenger Experience,Premises Costs,1109.06
2023-06-29,DJS Research Ltd,Projects,Projects,14273
2023-06-28,Action Cars & Taxis Ltd,Transport Ops & Passenger Experience,Tendered Services,20247.5
2023-06-29,Business Stream,Transport Ops & Passenger Experience,Premises Costs,1479.99
2023-06-27,T&P Ltd,Transport Ops & Passenger Experience,Supplies and Services,6295
2023-06-27,Ashdown Phillips & Partners Limited,"Inclusivity, Economy, Skills & Culture",Indirect Employee Costs,860
2023-06-27,"RTC North Ltd.,","Inclusivity, Economy, Skills & Culture",Consultancy and Professional Services,20650.04
2023-06-28,Pitney Bowes Limited,Transport Ops & Passenger Experience,Supplies and Services,2041.05
2023-06-29,SSE Southern Electric,Transport Ops & Passenger Experience,Premises Costs,5184.86
2023-04-13,A Lyles & Son,Transport Ops & Passenger Experience,Concessions,7041
2023-04-13,Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Concessions,1075213
2023-04-13,Cross Country Trains Ltd,Transport Ops & Passenger Experience,Concessions,121
2023-04-13,Dales & Bowland CIC,Transport Ops & Passenger Experience,Concessions,1011
2023-04-13,DK Minibuses Ltd,Transport Ops & Passenger Experience,Concessions,66
2023-04-13,E Stott & Sons Ltd,Transport Ops & Passenger Experience,Concessions,21123
2023-04-13,First West Yorkshire Ltd,Transport Ops & Passenger Experience,Concessions,1567204
2023-04-13,Globe Holidays Limited,Transport Ops & Passenger Experience,Concessions,19949
2023-04-13,Grand Central Railway,Transport Ops & Passenger Experience,Concessions,51
2023-04-13,Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Concessions,37932
2023-04-13,Jacksons of Silsden Ltd,Transport Ops & Passenger Experience,Concessions,1342
2023-04-13,Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Concessions,297195
2023-04-13,London North Eastern Railway (LNER),Transport Ops & Passenger Experience,Concessions,219
2023-04-13,North Yorkshire County Council,Transport Ops & Passenger Experience,Concessions,279
2023-04-13,Northern Trains Ltd,Transport Ops & Passenger Experience,Concessions,24210
2023-04-13,R & S Waterson,Transport Ops & Passenger Experience,Concessions,7518
2023-04-13,Ross Travel,Transport Ops & Passenger Experience,Concessions,19963
2023-04-13,Rossendale Transport Ltd,Transport Ops & Passenger Experience,Concessions,470
2023-04-13,South Pennine Community Transport CIC,Transport Ops & Passenger Experience,Concessions,29852
2023-04-13,Squarepeg,Transport Ops & Passenger Experience,Concessions,14180
2023-04-13,Stagecoach Services Ltd,Transport Ops & Passenger Experience,Concessions,14215
2023-04-13,Station Coaches Ltd,Transport Ops & Passenger Experience,Concessions,12814
2023-04-13,Stevensons Travel Ltd,Transport Ops & Passenger Experience,Concessions,774
2023-04-13,Streamline Transport Limited,Transport Ops & Passenger Experience,Concessions,2104
2023-04-13,Stringers Pontefract Motorways,Transport Ops & Passenger Experience,Concessions,4766
2023-04-13,Team Pennine Limited,Transport Ops & Passenger Experience,Concessions,132735
2023-04-13,TLC Travel,Transport Ops & Passenger Experience,Concessions,13974
2023-04-13,TransPennine Trains Limited,Transport Ops & Passenger Experience,Concessions,8112
2023-04-13,Yorkshire Travel Group Ltd,Transport Ops & Passenger Experience,Concessions,746
2023-04-19,Cross Country Trains Ltd,Transport Ops & Passenger Experience,Concessions,309
2023-04-19,Grand Central Railway,Transport Ops & Passenger Experience,Concessions,62
2023-04-19,London North Eastern Railway (LNER),Transport Ops & Passenger Experience,Concessions,735
2023-04-19,Northern Trains Ltd,Transport Ops & Passenger Experience,Concessions,43972
2023-04-19,TransPennine Trains Limited,Transport Ops & Passenger Experience,Concessions,5290
2023-04-25,Arriva Yorkshire Ltd,Projects,Projects,32833
2023-04-25,First West Yorkshire Ltd,Projects,Projects,56995
2023-04-25,Harrogate Coach Travel Ltd,Projects,Projects,203
2023-04-25,Keighley & District Travel Ltd,Projects,Projects,5215
2023-04-25,Team Pennine Limited,Projects,Projects,1351
2023-04-25,Yorkshire Travel Group Ltd,Projects,Projects,3
2023-04-27,A & A Coach Travel,Transport Ops & Passenger Experience,Tendered Services,9280
2023-04-27,Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,327715
2023-04-27,W Cropper (Coach Hire) Ltd,Transport Ops & Passenger Experience,Tendered Services,3750
2023-04-27,Falcon Travel Wakefield Ltd,Transport Ops & Passenger Experience,Tendered Services,5250
2023-04-27,First West Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,42016
2023-04-27,First West Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,21292
2023-04-27,First West Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,25370
2023-04-27,Globe Holidays Limited,Transport Ops & Passenger Experience,Tendered Services,67795
2023-04-27,Harrogate & District Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,27569
2023-04-27,Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,60241
2023-04-27,Jacksons of Silsden Ltd,Transport Ops & Passenger Experience,Tendered Services,6534
2023-04-27,Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,127821
2023-04-27,David Keech,Transport Ops & Passenger Experience,Tendered Services,831
2023-04-27,Ross Travel,Transport Ops & Passenger Experience,Tendered Services,26380
2023-04-27,South Pennine Community Transport CIC,Transport Ops & Passenger Experience,Tendered Services,42680
2023-04-27,Squarepeg,Transport Ops & Passenger Experience,Tendered Services,46535
2023-04-27,Station Coaches Ltd,Transport Ops & Passenger Experience,Tendered Services,22038
2023-04-27,Stevensons Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,2639
2023-04-27,E Stott & Sons Ltd,Transport Ops & Passenger Experience,Tendered Services,54892
2023-04-27,Team Pennine Limited,Transport Ops & Passenger Experience,Tendered Services,172769
2023-04-27,Tetley Motor Services,Transport Ops & Passenger Experience,Tendered Services,29443
2023-04-27,TLC Travel,Transport Ops & Passenger Experience,Tendered Services,281425
2023-04-27,TLC Travel,Transport Ops & Passenger Experience,Tendered Services,226470
2023-04-27,Yorkshire Travel Group Ltd,Transport Ops & Passenger Experience,Tendered Services,12920
2023-04-27,Stagecoach Services Ltd,Transport Ops & Passenger Experience,Tendered Services,7033
2023-04-27,A & A Coach Travel,Transport Ops & Passenger Experience,Tendered Services,39668
2023-04-27,A Lyles & Son,Transport Ops & Passenger Experience,Tendered Services,22699
2023-04-27,Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,8126
2023-04-27,B&H Travel,Transport Ops & Passenger Experience,Tendered Services,7132
2023-04-27,Blue Sky Coaches,Transport Ops & Passenger Experience,Tendered Services,12782
2023-04-27,City Transport Group Ltd,Transport Ops & Passenger Experience,Tendered Services,5310
2023-04-27,Coach Travel Services,Transport Ops & Passenger Experience,Tendered Services,3395
2023-04-27,W Cropper (Coach Hire) Ltd,Transport Ops & Passenger Experience,Tendered Services,1261
2023-04-27,First West Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,135301
2023-04-27,First West Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,124166
2023-04-27,First West Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,55163
2023-04-27,First West Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,66178
2023-04-27,Globe Holidays Limited,Transport Ops & Passenger Experience,Tendered Services,41321
2023-04-27,Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,51205
2023-04-27,Hunter Coaches Ltd,Transport Ops & Passenger Experience,Tendered Services,76187
2023-04-27,J & B Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,59997
2023-04-27,Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,138584
