date,supplier,directorate,purpose,amount
2023-12-05,(TAXI) Nearby cab Ltd,Transport Ops & Passenger Experience,Tendered Services,8497
2023-12-04,(TAXI) Parkside Travel,Transport Ops & Passenger Experience,Tendered Services,4180
2023-12-04,(TAXI) Steve's Travel Limited,Transport Ops & Passenger Experience,Tendered Services,2052
2023-11-30,(TAXI) TJ's Travel,Transport Ops & Passenger Experience,Tendered Services,4180
2023-11-30,(TAXI) TJ's Travel,Transport Ops & Passenger Experience,Tendered Services,4275
2023-12-14,(AEB) Aim2Learn,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,258336.63
2023-12-14,(AEB) Back2Work Complete Training Ltd,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,153452.77
2023-12-14,(AEB) B-Skill Ltd,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,26576.24
2023-12-14,(AEB) CECOS,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,102113.4
2023-12-14,(AEB) CECOS,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,4361.77
2023-12-14,(AEB) DIP Batley,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,38031.13
2023-12-14,(AEB) DIP Batley,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,1050.32
2023-12-14,(AEB) Learning Curve Group,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,60977.6
2023-12-14,(AEB) Pathway First Ltd,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,577.91
2023-12-14,(AEB) Realise Learning and Employment Limited,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,118380.46
2023-12-14,(AEB) Realise Learning and Employment Limited,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,1200
2023-12-14,(AEB) Realise Learning and Employment Limited,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,33763.86
2023-12-14,(AEB) Realise Learning and Employment Limited,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,2550
2023-12-14,(AEB) Talented Training,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,51555.09
2023-12-14,(AEB) The Portland Training,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,139190.79
2023-12-14,(AEB) The Skills Network,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,85393.32
2023-12-14,(AEB) Think Employment Ltd,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,14804.28
2023-12-14,(AEB) Total Training Provision,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,77778.96
2023-12-14,(AEB) Woodspeen Training Ltd,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,124023.22
2023-12-14,(AEB) Askham Bryan College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,29828.34
2023-12-14,(AEB) Barnsley College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,9061
2023-12-14,(AEB) Barnsley College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,1200
2023-12-14,(AEB) Bradford College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,482036.98
2023-12-14,(AEB) Bradford College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,15948.89
2023-12-14,(AEB) Calderdale College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,260347.97
2023-12-14,(AEB) Calderdale College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,6560.07
2023-12-14,(AEB) Calderdale Metropolitan Borough Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,63444.24
2023-12-14,(AEB) Craven College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,32249.37
2023-12-14,(AEB) Craven College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,8820.43
2023-12-14,(AEB) Kirklees College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,41907.18
2023-12-14,(AEB) Kirklees College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,448133.04
2023-12-14,(AEB) Kirklees Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,16789.83
2023-12-14,(AEB) Leeds City College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,993712.46
2023-12-14,(AEB) Leeds City College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,45944.1
2023-12-14,(AEB) Leeds City College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,750
2023-12-14,(AEB) Leeds College of Building,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,66066.5
2023-12-14,(AEB) Leeds College of Building,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,2997.48
2023-12-14,(AEB) Leeds City Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,129850.03
2023-12-14,(AEB) Northern College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,44709.65
2023-12-14,(AEB) Northern College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,2905.75
2023-12-14,(AEB) Shipley College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,104351.59
2023-12-14,(AEB) Shipley College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,13475.44
2023-12-14,(AEB) Wakefield College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,37810.15
2023-12-14,(AEB) Wakefield College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,101214.55
2023-12-14,(AEB) Wakefield Metropolitan District Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,118418.86
2023-12-14,(AEB) Wakefield Metropolitan District Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,9764.32
2023-12-14,(AEB) Workers Educational Association,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,62008.25
2023-12-14,(AEB) York College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,4891.85
2023-12-14,(AEB) City of York Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,615.2
2023-12-14,(AEB) City of York Council,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,600
2023-12-14,(AEB) Netcom Training Limited,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,1878.18
2023-12-14,(AEB) Netcom Training Limited,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,565.8
2023-11-14,Vix Technology Ltd (prev ACIS),Chief Operating Officer,General,12789.14
2023-08-31,Gremedia Screenprint Ltd,Transport Ops & Passenger Experience,Property,1120.05
2023-11-01,Virgin Media Business (2128 A/C) inc Mobiles,Chief Operating Officer,Communication,3921.91
2023-10-01,Virgin Media Business (2128 A/C) inc Mobiles,Chief Operating Officer,Communication,3258.94
2023-11-30,(TAXI) iTravels Ltd,Transport Ops & Passenger Experience,Tendered Services,3040
2023-12-11,(TAXI)Tingeys Hemsworth Ltd,Transport Ops & Passenger Experience,Tendered Services,2671
2023-11-08,JPB Facilities Management,Transport Ops & Passenger Experience,Property,1250
2023-11-23,Softcat Plc,Chief Operating Officer,Communication,27538.02
2023-10-30,Bus Shelters Ltd,Transport Ops & Passenger Experience,General,6033.38
2023-11-06,Bus Shelters Ltd,Transport Ops & Passenger Experience,Property,9317.81
2023-11-01,Analan Supplies LTD,"Policing, Environment & Place",General,459.92
2023-11-23,Digital ID Ltd,Chief Operating Officer,Communication,1233.5
2023-10-31,Euclid Ltd,Transport Ops & Passenger Experience,General,520.72
2023-11-27,Lambert Smith Hampton,Transport Ops & Passenger Experience,Consultants,880.8
2023-11-02,Lloyds Corporate Card (Paid By DD),Chief Executive,Travel and Subs,3175.52
2023-06-20,Pinsent Masons LLP,Chief Operating Officer,Consultants,4264
2023-08-31,Pinsent Masons LLP,Chief Operating Officer,Consultants,533
2023-10-18,Pinsent Masons LLP,Chief Operating Officer,Consultants,922.5
2023-10-18,Pinsent Masons LLP,Chief Operating Officer,Consultants,1291.5
2023-10-31,T&P Ltd,Transport Ops & Passenger Experience,Marketing,729
2023-11-09,Castlefield Recruitment Limited,Finance & Commercial Services,Consultants,2000
2023-08-18,JPB Facilities Management,Transport Ops & Passenger Experience,Property,8872.5
2023-08-18,JPB Facilities Management,Transport Ops & Passenger Experience,Property,10750
2023-08-31,JPB Facilities Management,Transport Ops & Passenger Experience,Property,2100
2023-12-01,JPB Facilities Management,Transport Ops & Passenger Experience,Property,2860
2023-12-05,JPB Facilities Management,Transport Ops & Passenger Experience,Property,1825
2023-12-05,JPB Facilities Management,Transport Ops & Passenger Experience,Property,1230
2023-12-05,JPB Facilities Management,Transport Ops & Passenger Experience,Property,1630
2023-12-05,JPB Facilities Management,Transport Ops & Passenger Experience,Property,1650
2023-09-29,Weightmans LLP (Leeds),Chief Operating Officer,Consultants,1250
2023-11-10,Jacobs UK Ltd,Transport Policy & Delivery,Consultants,6604.77
2023-12-01,(TAXI) S Jumma - Access Cars,Transport Ops & Passenger Experience,Tendered Services,2637.8
2023-11-03,(TAXI) Action Cars & Taxis Ltd,Transport Ops & Passenger Experience,Tendered Services,11846.74
2023-11-30,(TAXI) Stevensons Travel,Transport Ops & Passenger Experience,Tendered Services,18315.46
2023-11-30,(TAXI) Travel AB,Transport Ops & Passenger Experience,Tendered Services,3325
2023-12-18,(SUBS) Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,997803
2023-12-18,(SUBS) Dales & Bowland CIC,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1011
2023-12-18,(SUBS) TransPennine Trains Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,13250
2023-12-18,(SUBS) Globe Holidays Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,21541
2023-12-18,(SUBS) Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,40718
2023-12-18,(SUBS) Jacksons of Silsden Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1560
2023-12-18,(SUBS) Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,405011
2023-12-18,(SUBS) London North Eastern Railway (LNER),Transport Ops & Passenger Experience,Prepaid Ticket Costs,950
2023-12-18,(SUBS) A Lyles & Son,Transport Ops & Passenger Experience,Prepaid Ticket Costs,6459
2023-12-18,(SUBS) Northern Trains Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,67913
2023-12-18,(SUBS) Ross Travel,Transport Ops & Passenger Experience,Prepaid Ticket Costs,18178
2023-12-18,(SUBS) Rossendale Transport Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,585
2023-12-18,(SUBS) South Pennine Community Transport CIC,Transport Ops & Passenger Experience,Prepaid Ticket Costs,41689
2023-12-18,(SUBS) Squarepeg,Transport Ops & Passenger Experience,Prepaid Ticket Costs,16598
2023-12-18,(SUBS) Station Coaches Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,12272
2023-12-18,(SUBS) Stevensons Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,763
2023-12-18,(SUBS) E Stott & Sons Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,22027
2023-12-18,(SUBS) Stringers Pontefract Motorways,Transport Ops & Passenger Experience,Prepaid Ticket Costs,4964
2023-12-18,(SUBS) Team Pennine Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,165388
2023-12-18,(SUBS) TLC Travel,Transport Ops & Passenger Experience,Prepaid Ticket Costs,15150
2023-12-18,(SUBS) R & S Waterson,Transport Ops & Passenger Experience,Prepaid Ticket Costs,6084
2023-12-18,(SUBS) First West Yorkshire Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1992046
2023-12-18,(SUBS) Stagecoach Services Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,15570
2023-12-18,(SUBS) Yorkshire Travel Group Ltd (Yorkshire Buses),Transport Ops & Passenger Experience,Prepaid Ticket Costs,3452
2023-10-31,Freeths LLP,Chief Operating Officer,Legal,43697.68
2023-12-04,Lloyds Corporate Card (Paid By DD),"Policing, Environment & Place",Travel and Subs,612.36
2023-11-09,Pinsent Masons LLP,Chief Operating Officer,Consultants,4550
2023-11-10,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1852.8
2023-11-17,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1528.56
2023-11-17,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,2728.09
2023-11-17,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1401.6
2023-11-17,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,983.02
2023-11-24,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1693.6
2023-11-24,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1976.32
2023-11-24,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1924.86
2023-10-31,T&P Ltd,Transport Ops & Passenger Experience,Marketing,649
2023-10-31,T&P Ltd,Transport Ops & Passenger Experience,Marketing,707
2023-11-02,Governance Training and Consultancy Ltd,Chief Operating Officer,Insurance,995
2023-06-30,Weightmans (Scotland) LLP,Chief Operating Officer,Consultants,1323
2023-07-21,Weightmans (Scotland) LLP,Chief Operating Officer,Consultants,556.2
2023-11-01,LSI Ltd,"Strategy, Comms & Inteligence",Marketing,430
2023-11-08,(UTG) Network for Skills Ltd,Urban Transport Group,Consultants,6027.8
2023-10-10,The Halifax Academy,"Policing, Environment & Place",General,1314
2023-07-31,JPB Facilities Management,Transport Ops & Passenger Experience,Property,2275
2023-12-05,JPB Facilities Management,Transport Ops & Passenger Experience,Property,12960
2023-11-27,Promo Parrot Limited,"Policing, Environment & Place",Marketing,1310
2023-11-27,Really Good Branding t/a Far'n'Beyond,"Policing, Environment & Place",Marketing,906
2023-11-22,The Yorkshire Food Group T/A Yorkshire Catering Company,"Policing, Environment & Place",General,1635
2023-11-30,(TAXI) B M Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,11077
2023-12-01,(TAXI) C A Travel,Transport Ops & Passenger Experience,Tendered Services,1987.5
2023-11-30,(TAXI) Falcon Travel Wakefield Ltd,Transport Ops & Passenger Experience,Tendered Services,17612.5
2023-12-01,(TAXI) Fenay Bridge Taxis,Transport Ops & Passenger Experience,Tendered Services,11324
2023-11-30,(TAXI) Kirkby Cars,Transport Ops & Passenger Experience,Tendered Services,1248
2023-11-30,(TAXI) Kirkgate Minibuses,Transport Ops & Passenger Experience,Tendered Services,3382
2023-12-01,(TAXI) Liams Private Hire,Transport Ops & Passenger Experience,Tendered Services,5525
2023-12-01,(TAXI) PND Travel,Transport Ops & Passenger Experience,Tendered Services,4224.65
2023-11-30,(TAXI) PP Travel,Transport Ops & Passenger Experience,Tendered Services,12829.6
2023-12-01,(TAXI) A Pryde/Dolan Green,Transport Ops & Passenger Experience,Tendered Services,15121.5
2023-12-03,(TAXI) M Beedle T/A Sunnyside Travel,Transport Ops & Passenger Experience,Tendered Services,2120
2023-11-09,Imrano Productions,"Policing, Environment & Place",Marketing,687.5
2023-11-30,(TAXI) Redwood Travel,Transport Ops & Passenger Experience,Tendered Services,5396
2023-12-01,(TAXI) Eurocabs,Transport Ops & Passenger Experience,Tendered Services,2470
2023-08-31,JPB Facilities Management,Transport Ops & Passenger Experience,Property,19682.86
2023-09-30,JPB Facilities Management,Transport Ops & Passenger Experience,Property,19222.52
2023-10-31,JPB Facilities Management,Transport Ops & Passenger Experience,Property,10348.11
2023-09-30,(TAXI) Nearby cab Ltd,Transport Ops & Passenger Experience,Tendered Services,8480.5
2023-12-06,(RATES) Leeds CC - Rates,Transport Ops & Passenger Experience,Property,46698
2023-10-30,LSI Ltd,"Strategy, Comms & Inteligence",Marketing,645
2023-11-05,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,2660.74
2023-11-10,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,1752
2023-11-08,JPB Facilities Management,Transport Ops & Passenger Experience,Property,1215
2023-10-31,Bus Shelters Ltd,Transport Ops & Passenger Experience,Property,65866.45
2023-12-05,(RATES) Bradford MDC - Rates,Transport Ops & Passenger Experience,Property,19646
2023-10-31,Gremedia Screenprint Ltd,Transport Ops & Passenger Experience,Property,1152.62
2023-11-22,UK Evaluation Society,"Strategy, Comms & Inteligence",Contrbs Ext Bodies,539
2023-11-02,Lloyds Corporate Card (Paid By DD),"Inclusivity, Economy, Skills & Culture",Travel and Subs,799.43
2023-12-04,Lloyds Corporate Card (Paid By DD),Chief Executive,Travel and Subs,469.25
2023-12-01,(RATES) Calderdale MDC - Rates,Transport Ops & Passenger Experience,Property,16360
2023-12-01,(RATES) Kirklees MC - Rates,Transport Ops & Passenger Experience,Property,20545
2023-12-01,(RATES) Wakefield MDC - Rates,Transport Ops & Passenger Experience,Property,16096
2023-11-02,Lloyds Corporate Card (Paid By DD),Urban Transport Group,Travel and Subs,1535.7
2023-10-30,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,8432.89
2023-10-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,3810.73
2023-11-13,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,12505.14
2023-11-27,(RATES) Bradford MDC - Rates,Transport Ops & Passenger Experience,Property,4987.5
2023-11-01,R2P UK Systems Ltd (Nimbus),Chief Operating Officer,Communication,20242.93
2023-11-03,Institute of Government and Public Policy (IGPP Limited),Chief Operating Officer,Indirect Emplye Csts,1194
2023-11-03,Institute of Government and Public Policy (IGPP Limited),Chief Operating Officer,Indirect Emplye Csts,597
2023-10-31,(TAXI) Falcon Travel Wakefield Ltd,Transport Ops & Passenger Experience,Tendered Services,19184
2023-10-31,Bottomline Technologies Ltd,Transport Ops & Passenger Experience,General,669
2023-10-31,Bottomline Technologies Ltd,Chief Operating Officer,Communication,5080.4
2023-11-23,Leeds Digital Magazines (Leeds List),"Strategy, Comms & Inteligence",Marketing,2500
2023-11-28,(PANI) Karimulla Akbar Khan,"Policing, Environment & Place",Legal,3276.55
2023-11-28,(PANI) Karimulla Akbar Khan,"Policing, Environment & Place",Legal,2523.58
2023-11-09,(UTG) IVAN HENDERSON Consultant,Urban Transport Group,Consultants,1000
2023-11-28,Shamaila Qureshi,"Policing, Environment & Place",Legal,1137.78
2023-11-27,(SUBS) DM Motor Services Ltd,Transport Ops & Passenger Experience,Tendered Services,7178
2023-11-27,(SUBS) Lether's Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,14634
2023-10-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,7211.84
2023-10-31,Carlisle Security Services Ltd,Transport Ops & Passenger Experience,Property,12867.9
2023-11-27,(SUBS) A & A Coach Travel,Transport Ops & Passenger Experience,Tendered Services,23014
2023-11-27,(SUBS) Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,12538
2023-11-27,(SUBS) B&H Travel,Transport Ops & Passenger Experience,Tendered Services,7741
2023-11-27,(SUBS) Blue Sky Coaches,Transport Ops & Passenger Experience,Tendered Services,10809
2023-11-27,(SUBS) Coach Travel Services,Transport Ops & Passenger Experience,Tendered Services,5284
2023-11-27,(SUBS) W Cropper (Coach Hire) Ltd,Transport Ops & Passenger Experience,Tendered Services,6283
2023-11-27,(SUBS) DK (Keech) Minibuses Ltd,Transport Ops & Passenger Experience,Tendered Services,1900
2023-11-27,(SUBS) Globe Holidays Limited,Transport Ops & Passenger Experience,Tendered Services,37339
2023-11-27,(SUBS) Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,67940
2023-11-27,(SUBS) Hunter Coaches Ltd,Transport Ops & Passenger Experience,Tendered Services,72234
2023-11-27,(SUBS) J & B Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,68524
2023-11-27,(SUBS) Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Tendered Services,138217
2023-11-27,(SUBS) Kilvingtons of Leeds Ltd,Transport Ops & Passenger Experience,Tendered Services,25225
2023-11-27,(SUBS) A Lyles & Son,Transport Ops & Passenger Experience,Tendered Services,26009
2023-11-27,(SUBS) Frank Poppleton & Co,Transport Ops & Passenger Experience,Tendered Services,7531
2023-11-27,(SUBS) Ross Travel,Transport Ops & Passenger Experience,Tendered Services,10681
2023-11-27,(SUBS) Safeway Coaches,Transport Ops & Passenger Experience,Tendered Services,8157
2023-11-27,(SUBS) Squarepeg,Transport Ops & Passenger Experience,Tendered Services,35940
2023-11-27,(SUBS) Star Coaches of Batley,Transport Ops & Passenger Experience,Tendered Services,4208
2023-11-27,(SUBS) Station Coaches Ltd,Transport Ops & Passenger Experience,Tendered Services,9071
2023-11-27,(SUBS) E Stott & Sons Ltd,Transport Ops & Passenger Experience,Tendered Services,34358
2023-11-27,(SUBS) Team Pennine Limited,Transport Ops & Passenger Experience,Tendered Services,27535
2023-11-27,(SUBS) Tetley Motor Services,Transport Ops & Passenger Experience,Tendered Services,94327
2023-11-27,(SUBS) TJ's Travel,Transport Ops & Passenger Experience,Tendered Services,93726
2023-11-27,(SUBS) TLC Travel,Transport Ops & Passenger Experience,Tendered Services,6621
2023-11-27,(SUBS) Travel Xpress,Transport Ops & Passenger Experience,Tendered Services,15761
2023-11-27,(SUBS) TS Travels Group Ltd,Transport Ops & Passenger Experience,Tendered Services,12941
2023-11-27,(SUBS) First West Yorkshire Ltd,Transport Ops & Passenger Experience,Tendered Services,186405
2023-11-27,(SUBS) Yorkshire Travel Group Ltd (Yorkshire Buses),Transport Ops & Passenger Experience,Tendered Services,10400
2023-10-27,Experian Ltd,Chief Operating Officer,Communication,37500
2023-10-31,Suez recycling and recovery UK,Transport Ops & Passenger Experience,Property,460.84
2023-11-21,Civica UK Limited,Chief Operating Officer,Communication,12708
2023-11-28,(SUBS) Arriva Yorkshire Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,567029.07
2023-11-28,(SUBS) TransPennine Trains Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,87414
2023-11-28,(SUBS) Globe Holidays Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,4333
2023-11-28,(SUBS) Grand Central Railway,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1144
2023-11-28,(SUBS) Harrogate Coach Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,8560
2023-11-28,(SUBS) Jacksons of Silsden Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,689
2023-11-28,(SUBS) Keighley & District Travel Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,160415.31
2023-11-28,(SUBS) London North Eastern Railway (LNER),Transport Ops & Passenger Experience,Prepaid Ticket Costs,6496
2023-11-28,(SUBS) A Lyles & Son,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1607
2023-11-28,(SUBS) Northern Trains Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,241528
2023-11-28,(SUBS) Ross Travel,Transport Ops & Passenger Experience,Prepaid Ticket Costs,3670.95
2023-11-28,(SUBS) South Pennine Community Transport CIC,Transport Ops & Passenger Experience,Prepaid Ticket Costs,3430
2023-11-28,(SUBS) Squarepeg,Transport Ops & Passenger Experience,Prepaid Ticket Costs,4250
2023-11-28,(SUBS) Station Coaches Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,4792.39
2023-11-28,(SUBS) E Stott & Sons Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,12958.09
2023-11-28,(SUBS) Stringers Pontefract Motorways,Transport Ops & Passenger Experience,Prepaid Ticket Costs,2995
2023-11-28,(SUBS) Team Pennine Limited,Transport Ops & Passenger Experience,Prepaid Ticket Costs,64009
2023-11-28,(SUBS) TLC Travel,Transport Ops & Passenger Experience,Prepaid Ticket Costs,6389.66
2023-11-28,(SUBS) R & S Waterson,Transport Ops & Passenger Experience,Prepaid Ticket Costs,722
2023-11-28,(SUBS) Cross Country Trains Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,3438
2023-11-28,(SUBS) First West Yorkshire Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1358420.1
2023-11-28,(SUBS) Stagecoach Services Ltd,Transport Ops & Passenger Experience,Prepaid Ticket Costs,1859
2023-11-28,(SUBS) Yorkshire Travel Group Ltd (Yorkshire Buses),Transport Ops & Passenger Experience,Prepaid Ticket Costs,4638
2023-10-31,Dotmailer Limited,Chief Operating Officer,Communication,885
2023-11-01,(TAXI) Fenay Bridge Taxis,Transport Ops & Passenger Experience,Tendered Services,1840
2023-11-22,(PANI) The Hawkins Consultancy Ltd,"Policing, Environment & Place",Legal,2171.62
2023-10-23,Civica UK Limited,Chief Operating Officer,Communication,906.75
2023-09-29,GT Printing (Leeds),Transport Ops & Passenger Experience,Marketing,434
2023-10-01,(TAXI)24 x 7 Limited,Transport Ops & Passenger Experience,Tendered Services,34743.82
2023-08-31,Reed Specialist Recruitment Limited,Finance & Commercial Services,Indirect Emplye Csts,1115.87
2023-11-21,Reed Specialist Recruitment Limited,Finance & Commercial Services,Indirect Emplye Csts,1115.87
2023-10-01,Reed Specialist Recruitment Limited,Chief Operating Officer,Consultants,2869.76
2023-11-21,Harry Walton Harry,Finance & Commercial Services,Creditor,2150
2023-11-21,Emma Coe,Finance & Commercial Services,Creditor,800
2023-11-21,Gareth Preston,Finance & Commercial Services,Creditor,1750
2023-09-29,Bus Shelters Ltd,Chief Operating Officer,General,2760
2023-09-29,Bus Shelters Ltd,Chief Operating Officer,General,690
2023-11-02,Lloyds Corporate Card (Paid By DD),"Policing, Environment & Place",Travel and Subs,712.55
2023-11-17,(AEB) Aim2Learn,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,238648.65
2023-11-17,(AEB) Back2Work Complete Training Ltd,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,114849.87
2023-11-17,(AEB) B-Skill Ltd,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,15489.73
2023-11-17,(AEB) CECOS,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,138298.6
2023-11-17,(AEB) CECOS,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,587.87
2023-11-17,(AEB) DIP Batley,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,60952.87
2023-11-17,(AEB) DIP Batley,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,711.69
2023-11-17,(AEB) Learning Curve Group,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,38769.91
2023-11-17,(AEB) Pathway First Ltd,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,16256.65
2023-11-17,(AEB) Realise Learning and Employment Limited,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,129434.13
2023-11-17,(AEB) Realise Learning and Employment Limited,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,3300
2023-11-17,(AEB) Talented Training,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,70485.85
2023-11-17,(AEB) The Portland Training,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,128620.25
2023-11-17,(AEB) The Skills Network,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,45872.61
2023-11-17,(AEB) Think Employment Ltd,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,4820.4
2023-11-17,(AEB) Total Training Provision,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,91438.86
2023-11-17,(AEB) Woodspeen Training Ltd,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,129044.98
2023-11-17,(AEB) Askham Bryan College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,37140.75
2023-11-17,(AEB) Barnsley College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,15431.26
2023-11-17,(AEB) Bradford College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,600208.3
2023-11-17,(AEB) Calderdale College,"Inclusivity, Economy, Skills & Culture",Grants&Agency costs,324172.26
