Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Supported Living,6151215,11/04/2024,2100267797, 870.29 ,Revenue,ADVANCE HOUSING & SUPPORT LTD,117987
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Supported Living,6151215,11/04/2024,2100267798, 870.29 ,Revenue,ADVANCE HOUSING & SUPPORT LTD,117987
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Supported Living,6151215,11/04/2024,2100267799, 870.29 ,Revenue,ADVANCE HOUSING & SUPPORT LTD,117987
PLACE AND COMMUNITIES,600,CLIENT & DEVELOPMENT SERVICES,6150,Albion - Projects,Subscriptions,6144305,11/04/2024,5100402362," 2,397.00 ",Revenue,CIFA,118244
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267812, 282.86 ,Revenue,BYRNE HOUSE LTD,118894
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267811, 990.00 ,Revenue,BYRNE HOUSE LTD,118894
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267808, 990.00 ,Revenue,BYRNE HOUSE LTD,118894
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267809, 990.00 ,Revenue,BYRNE HOUSE LTD,118894
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267810, 990.00 ,Revenue,BYRNE HOUSE LTD,118894
CHILDREN'S SERVICES,401,AD SEND,4230,AD SEND,Venue Hire,6120405,11/04/2024,5100396498, 256.50 ,Revenue,THE RUFUS CENTRE,119343
RESOURCES,150,PEOPLE,7300,Children's WFD,Catering Supplies,6140200,11/04/2024,5100396759, 60.00 ,Revenue,THE RUFUS CENTRE,119343
RESOURCES,150,PEOPLE,7300,Children's WFD,Venue Hire,6120405,11/04/2024,5100396759, 210.00 ,Revenue,THE RUFUS CENTRE,119343
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,Contracting Team,Venue Hire,6120405,11/04/2024,5100398867, 375.00 ,Revenue,THE RUFUS CENTRE,119343
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Farm Estate,HRA Electrical Maintenance,6125075,11/04/2024,5100399404," 1,063.34 ",Revenue,UK POWER NETWORKS (OPERATIONS),119605
CHILDREN'S SERVICES,401,AD SEND,4230,Commissioning Serv's,Direct School Support,6151335,11/04/2024,5100396415," 171,722.17 ",Revenue,CAMBRIDGESHIRE COMMUNITY SERVI,120362
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Children's Centres,Voluntary Associations,6151700,11/04/2024,5100396411," 125,868.00 ",Revenue,CAMBRIDGESHIRE COMMUNITY SERVI,120362
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267832, 627.20 ,Revenue,CREATIVE SUPPORT,123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267833, 627.20 ,Revenue,CREATIVE SUPPORT,123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267804," 1,128.96 ",Revenue,CREATIVE SUPPORT,123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267805," 1,128.96 ",Revenue,CREATIVE SUPPORT,123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267807," 1,128.96 ",Revenue,CREATIVE SUPPORT,123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267830, 627.20 ,Revenue,CREATIVE SUPPORT,123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267831, 627.20 ,Revenue,CREATIVE SUPPORT,123519
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267806," 1,128.96 ",Revenue,CREATIVE SUPPORT,123519
PLACE AND COMMUNITIES,600,PLACE & C DIRECTOR,6200,Capital - Comm Servs,Data Networks,6142107,11/04/2024,5100396575," 4,408.95 ",Capital,SOFTCAT,124454
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,Court & Perm Team,Taxi,6160910,11/04/2024,5100399297, 800.00 ,Revenue,UNITED TRAVEL INVESTMENTS LTD,125945
PLACE AND COMMUNITIES,600,COMMUNITY SAFETY,6820,CCTV,Ad hoc / Minor General Expenses,6146000,11/04/2024,5100401531, 250.00 ,Revenue,MARTIN SLOWE PROPERTY SERVICES,126423
PUBLIC HEALTH,800,ASST DIRECTOR OF PUBLIC HEALTH,8010,Stop Smoking MKC,Medical Fees/Costs,6161005,11/04/2024,5100402713," 2,970.96 ",Revenue,ASDA STORES LTD,128429
HRA,850,HOUSING SERVICES (HRA),5100,Neighbourhood Ops,Contract Hire,6131005,11/04/2024,5100402762, 801.03 ,Revenue,ENTERPRISE RENT-A-CAR UK LTD,130075
PLACE AND COMMUNITIES,600,PLACE & C DIRECTOR,6200,Capital - Comm Servs,Professional Services - Consultancy,6141020,11/04/2024,5100399141," 19,940.22 ",Capital,BROOME SIGNS,130834
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Property Maint/Fac,Agency Staff,6110000,11/04/2024,5100400360, 763.14 ,Revenue,CYS SECURITY LTD,131628
CHILDREN'S SERVICES,401,AD SOCIAL CARE & EARLY HELP,4100,FS Dunstable,Private Contractors,6151500,11/04/2024,5100399126, 701.00 ,Revenue,DNA WORLDWIDE GROUP,131983
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Westlands OPH,Gas Costs,6120220,11/04/2024,5100402318," 5,873.49 ",Revenue,TOTAL ENERGIES,132010
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Westlands OPH,Gas Costs,6120220,11/04/2024,5100402315," 4,548.79 ",Revenue,TOTAL ENERGIES,132010
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Westlands OPH,Gas Costs,6120220,11/04/2024,5100402316," 4,477.51 ",Revenue,TOTAL ENERGIES,132010
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Westlands OPH,Gas Costs,6120220,11/04/2024,5100402317," 6,385.56 ",Revenue,TOTAL ENERGIES,132010
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Westlands OPH,Gas Costs,6120220,11/04/2024,5100402319," 6,716.88 ",Revenue,TOTAL ENERGIES,132010
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,PFI Scheme,Professional Services - Other,6141040,11/04/2024,5100397015, 251.79 ,Revenue,LOCAL PARTNERSHIPS LLP,133890
PLACE AND COMMUNITIES,600,PLACE & C DIRECTOR,6200,Capital - Comm Servs,Professional Services - Consultancy,6141020,11/04/2024,5100396653," 6,058.46 ",Capital,LOCAL PARTNERSHIPS LLP,133890
PLACE AND COMMUNITIES,600,DEVELOPMENT INFRASTRUCTURE,6500,Planning Revenue,Professional Services - Consultancy,6141020,11/04/2024,5100397383," 1,103.00 ",Revenue,OPINION RESEARCH SERVICES LTD,133983
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,11/04/2024,5100402530," 11,267.94 ",Capital,CRESTEL HOME ACCESS LTD,134036
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,11/04/2024,5100402529," 5,514.06 ",Capital,CRESTEL HOME ACCESS LTD,134036
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,11/04/2024,5100402528," 7,431.05 ",Capital,CRESTEL HOME ACCESS LTD,134036
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,11/04/2024,5100402303," 1,259.40 ",Capital,CRESTEL HOME ACCESS LTD,134036
SOCIAL CARE HEALTH & HOUSING,500,SAFEGUARDING/PSW/OT,5201,Mental Cap & IMCA,Professional Services - Other,6141040,11/04/2024,5100392302, 266.91 ,Revenue,VOICEABILITY,135331
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,11/04/2024,5100400882, 320.00 ,Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,11/04/2024,5100400883," 3,082.88 ",Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,11/04/2024,5100400881," 2,283.40 ",Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,11/04/2024,5100400880," 32,441.20 ",Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,11/04/2024,5100400879," 4,129.60 ",Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,11/04/2024,5100400884," 3,363.20 ",Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN post 16,Transport & Meals (Social Services Care),6151265,11/04/2024,5100400908," 2,467.35 ",Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,11/04/2024,5100400878," 3,600.00 ",Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,11/04/2024,5100400877, 660.60 ,Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,11/04/2024,5100400876," 14,072.20 ",Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN Transport,Transport & Meals (Social Services Care),6151265,11/04/2024,5100400875," 6,171.39 ",Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Taxi,6160910,11/04/2024,5100399750, 367.50 ,Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,11/04/2024,5100402416, 550.35 ,Revenue,NEW CENTURY DOORS LTD,136117
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,11/04/2024,5100402578, 686.21 ,Revenue,NEW CENTURY DOORS LTD,136117
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,11/04/2024,5100402579," 1,003.32 ",Revenue,NEW CENTURY DOORS LTD,136117
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,11/04/2024,5100402580," 1,167.21 ",Revenue,NEW CENTURY DOORS LTD,136117
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,11/04/2024,5100402582," 1,162.67 ",Revenue,NEW CENTURY DOORS LTD,136117
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,11/04/2024,5100402584, 789.49 ,Revenue,NEW CENTURY DOORS LTD,136117
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,11/04/2024,5100402585," 1,377.15 ",Revenue,NEW CENTURY DOORS LTD,136117
HRA,850,HOUSING SERVICES (HRA),5100,Repairs day to day,Day to Day Repairs - All Areas,6125080,11/04/2024,5100402586," 1,162.67 ",Revenue,NEW CENTURY DOORS LTD,136117
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,11/04/2024,5100402583, 513.46 ,Capital,NEW CENTURY DOORS LTD,136117
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,11/04/2024,5100402581, 686.21 ,Capital,NEW CENTURY DOORS LTD,136117
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267834, 949.86 ,Revenue,BLUE SAPPHIRE CARE LTD,136175
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267835, 949.86 ,Revenue,BLUE SAPPHIRE CARE LTD,136175
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267851, 737.44 ,Revenue,BLUE SAPPHIRE CARE LTD,136175
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100268098," 1,062.75 ",Revenue,BLUE SAPPHIRE CARE LTD,136175
CHILDREN'S SERVICES,401,EDUCATIONAL TRANSPORT,4350,SEN post 16,Transport & Meals (Social Services Care),6151265,11/04/2024,5100402470," 18,837.16 ",Revenue,PLATINUM CARS,137208
CHILDREN'S SERVICES,401,AD SEND,4230,Out of  County Plac,Voluntary & Independent Schools,6151710,11/04/2024,5100402720," 64,261.64 ",Revenue,TRELOAR TRUST,137873
CHILDREN'S SERVICES,401,AD SEND,4230,SENAdd Pupil Support,Alternative School Provisions,6151330,11/04/2024,5100402531," 3,765.00 ",Revenue,BIGGLESWADE ACADEMY TRUST,137876
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,11/04/2024,2100267759," 1,083.60 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,11/04/2024,2100267758," 1,083.60 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,11/04/2024,2100267767," 2,022.72 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,11/04/2024,2100267768," 2,022.72 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,11/04/2024,2100267769," 2,022.72 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Supported Living,6151215,11/04/2024,2100267783, 364.56 ,Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Supported Living,6151215,11/04/2024,2100267784, 364.56 ,Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Supported Living,6151215,11/04/2024,2100267785, 364.56 ,Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Supported Living,6151215,11/04/2024,2100267786, 364.56 ,Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267822," 1,723.44 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267823," 1,723.44 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267824," 1,723.44 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267825," 1,723.44 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267826, 680.19 ,Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267827, 680.19 ,Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267828, 680.19 ,Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,11/04/2024,2100267829, 680.19 ,Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,11/04/2024,2100267760," 1,083.60 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,11/04/2024,2100267761," 1,083.60 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,11/04/2024,2100267766," 2,022.72 ",Revenue,SOCIAL CARE SOLUTIONS LTD,139247
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267917, 596.85 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267916, 615.93 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267918, 561.74 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267919, 548.38 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267920, 556.23 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,11/04/2024,2100267914, 472.26 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,11/04/2024,2100267915, 475.99 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,11/04/2024,2100267913, 694.40 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267923, 376.25 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,11/04/2024,2100267930, 268.53 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267925, 372.83 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267924, 377.14 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,11/04/2024,2100267932, 266.43 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,11/04/2024,2100267931, 265.97 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267922, 370.46 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267910," 1,202.37 ",Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267911," 1,206.76 ",Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,11/04/2024,2100267912, 698.37 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267908," 1,213.71 ",Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267909," 1,206.60 ",Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267962, 703.54 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267949," 1,102.27 ",Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267948," 1,121.23 ",Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267947, 811.33 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267946, 536.13 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267945, 537.88 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267944, 537.88 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267943, 530.88 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Home Care,6151225,11/04/2024,2100267942, 525.26 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267941," 1,121.16 ",Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267940," 1,115.11 ",Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267939," 1,121.71 ",Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267938," 1,115.81 ",Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,11/04/2024,2100267937, 279.25 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,11/04/2024,2100267936, 298.60 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,11/04/2024,2100267935, 292.07 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,11/04/2024,2100267934, 258.27 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,11/04/2024,2100267933, 268.07 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267967, 378.12 ,Revenue,RYSVIL CARE SERVICES LTD,139779
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Home Care,6151225,11/04/2024,2100267966, 557.93 ,Revenue,RYSVIL CARE SERVICES LTD,139779
