Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476053,330.00,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476052,330.00,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476051,412.50,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476050,330.00,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476049,968.06,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476069,330.00,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476068,330.00,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476065,330.00,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476015,1809.73,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476016,1362.96,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476018,1530.93,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476042,412.50,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476043,330.00,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476044,330.00,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476045,6243.69,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/03/2025,5100476061,2194.90,Capital,M&J GROUP (CONSTRUCTION & ROOF,117635
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,OT Team,Equipment and Adaptions,6140005,03/03/2025,5100476107,2144.00,Revenue,PHIL'S HANDYSERVICE,117811
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,5100476143,1318.76,Revenue,CHOICE SUPPORT,126075
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,LD Block Contract,Supported Living,6151215,03/03/2025,5100476139,656.28,Revenue,CHOICE SUPPORT,126075
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,LD Block Contract,Supported Living,6151215,03/03/2025,5100476135,2341.39,Revenue,CHOICE SUPPORT,126075
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,LD Block Contract,Supported Living,6151215,03/03/2025,5100476134,41082.63,Revenue,CHOICE SUPPORT,126075
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,LD Block Contract,Supported Living,6151215,03/03/2025,5100476133,675.08,Revenue,CHOICE SUPPORT,126075
SOCIAL CARE HEALTH & HOUSING,500,RESOURCES - SCHH,5400,LD Block Contract,Supported Living,6151215,03/03/2025,5100476131,57083.45,Revenue,CHOICE SUPPORT,126075
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,03/03/2025,2100500525,443.55,Revenue,PSYCARE LIMITED,132063
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,03/03/2025,2100500526,1552.42,Revenue,PSYCARE LIMITED,132063
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,03/03/2025,2100500527,1552.42,Revenue,PSYCARE LIMITED,132063
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,03/03/2025,2100500528,1552.42,Revenue,PSYCARE LIMITED,132063
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Residential Care Home Placements,6151210,03/03/2025,2100500529,1108.87,Revenue,PSYCARE LIMITED,132063
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Private Contractors,6151500,03/03/2025,5100476110,15095.70,Capital,CRESTEL HOME ACCESS LTD,134036
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Area Team North,Vehicle Repairs and Maintenance Costs,6130200,03/03/2025,5100471855,217.50,Revenue,DGM SERVICES LTD,134875
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Transport Contracts,6151520,03/03/2025,2100500363,210.00,Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Transport Contracts,6151520,03/03/2025,2100500364,210.00,Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Transport Contracts,6151520,03/03/2025,2100500365,210.00,Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,Transport Contracts,6151520,03/03/2025,2100500366,210.00,Revenue,PREMIER MINIBUS & CAR HIRE LTD,135406
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Sth,ASC Carers Vouchers,6151290,03/03/2025,2100500695,300.00,Revenue,1ST HOMECARE SOLUTIONS LTD,136145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,03/03/2025,2100500511,628.90,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,03/03/2025,2100500512,628.90,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500517,1442.00,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500518,1442.00,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500519,1442.00,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500520,1442.00,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500701,789.02,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Home Care,6151225,03/03/2025,2100500502,800.45,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Home Care,6151225,03/03/2025,2100500503,800.45,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Home Care,6151225,03/03/2025,2100500504,800.45,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,65+ packages Nth,Home Care,6151225,03/03/2025,2100500505,800.45,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500506,914.80,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500507,914.80,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500508,914.80,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,03/03/2025,2100500509,628.90,Revenue,FIRSTPOINT HOMECARE LTD,139816
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Mental Health Team,Home Care,6151225,03/03/2025,2100500510,628.90,Revenue,FIRSTPOINT HOMECARE LTD,139816
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,CPP,Professional Services - Other,6141040,03/03/2025,5100475978,685.00,Revenue,DOUG DAWSON CREATIVE LTD,140244
PLACE AND COMMUNITIES,600,LEISURE,6810,Grove Theatre,Professional Services - Other,6141040,03/03/2025,5100471824,5513.75,Revenue,RODD PROPERTIES,142881
CHILDREN'S SERVICES,401,DIRECTOR OF CHILDREN & FAMILIES,4000,Capital - Children,External Legal Costs,6141045,03/03/2025,5100458916,463.90,Capital,PATHFINDER LEGAL SERVICES LTD,142970
PLACE AND COMMUNITIES,600,PLACE & C DIRECTOR,6200,Capital - Comm Servs,Professional Services - Consultancy,6141020,03/03/2025,5100458914,1704.50,Capital,PATHFINDER LEGAL SERVICES LTD,142970
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Professional Services - Consultancy,6141020,03/03/2025,5100419498,409.65,Capital,PATHFINDER LEGAL SERVICES LTD,142970
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500412,307.84,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500413,307.84,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500414,307.84,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500489,396.54,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500488,396.54,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500456,349.85,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500455,349.85,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500454,349.85,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500453,349.85,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500444,261.24,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500443,261.24,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500442,261.24,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500441,261.24,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500436,288.60,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500435,288.60,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500434,288.60,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500433,288.60,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500424,384.80,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500423,384.80,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Home Care,6151225,03/03/2025,2100500422,384.80,Revenue,COMMUNITY ACCESS SUPPORT SERVI,143662
