Service Label,Service Code,Service division,Service division code,Organisational unit,Expenditure Category,Expenditure code,Date,Transaction number,Net Amount,Capital or Revenue,Supplier name,Supplier ID
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367181,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367182,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367183,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367184,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367185,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367206,505.50,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367223,-298.25,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367224,-298.25,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367225,-298.25,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367226,-298.25,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367235,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367236,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367237,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367238,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367239,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367240,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367241,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367242,594.47,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367269,-392.07,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367270,-392.07,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367271,-392.07,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367272,-392.07,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367866,-834.40,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367867,864.64,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367919,-834.40,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367920,"1,690.64",Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367921,-834.40,Revenue,MENCAP,101804
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,GF Inclusion,Supported Housing Contracts,6151515,03/09/2024,5100433643,"4,847.96",Revenue,AMICUS TRUST LTD,102124
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Rents,6120400,03/09/2024,5100430761,"7,294.56",Revenue,GRAND UNION HOUSING GROUP,102202
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Planned Servicing,6121070,03/09/2024,5100429101,437.00,Revenue,SWIFTCLEAN (UK) LTD,104230
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Ivel Valley Quadrant,Planned Servicing,6121070,03/09/2024,5100429098,437.00,Revenue,SWIFTCLEAN (UK) LTD,104230
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Allison House OPH,Planned Servicing,6121070,03/09/2024,5100429100,437.00,Revenue,SWIFTCLEAN (UK) LTD,104230
CHILDREN'S SERVICES,401,DIRECTOR OF CHILDREN'S SERVICES,4000,UK Resettlement Prog,Professional Services - Consultancy,6141020,03/09/2024,5100433205,"17,143.17",Revenue,KINGS ARMS PROJECT (BEDFORD),106630
CHILDREN'S SERVICES,401,DIRECTOR OF CHILDREN'S SERVICES,4000,UK Resettlement Prog,Professional Services - Consultancy,6141020,03/09/2024,5100433204,"20,295.85",Revenue,KINGS ARMS PROJECT (BEDFORD),106630
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,GF Inclusion,Grants/Conts Payable  to Third Parties.,6144330,03/09/2024,5100429366,"93,409.47",Revenue,KINGS ARMS PROJECT (BEDFORD),106630
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Farm Estate,Repairs Alterations and Maintenance of Buildings,6121000,03/09/2024,5100429088,269.70,Revenue,DUNSTABLE LOCK & SAFE CO,107525
PLACE AND COMMUNITIES,600,TRANSPORT,6410,Fleet Education,Vehicle Repairs and Maintenance Costs,6130200,03/09/2024,5100433544,858.70,Revenue,BEDFORD AUTO PANELS,107683
PLACE AND COMMUNITIES,600,SUSTAINABILITY,7640,Albion - Projects,Vehicles Plant Equipment and Machinery,6180230,03/09/2024,5100430570,"31,125.00",Revenue,WHITMORE PLANT,108992
PLACE AND COMMUNITIES,600,SUSTAINABILITY,7640,Albion - Projects,Vehicles Plant Equipment and Machinery,6180230,03/09/2024,5100431441,"50,000.00",Revenue,WHITMORE PLANT,108992
HRA,850,HOUSING SERVICES (HRA),5100,HRA Inclusion,Gas Costs,6120220,03/09/2024,5100433482,259.69,Revenue,BRITISH GAS BUSINESS,109457
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Water Services,6120800,03/09/2024,5100433478,424.05,Revenue,ANGLIAN WATER BUSINESS (WAVE),109459
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Chiltern Vale Quadra,Water Services,6120800,03/09/2024,5100433488,424.05,Revenue,ANGLIAN WATER BUSINESS (WAVE),109459
CORPORATE COSTS,160,CORPORATE COSTS,7800,Pension Payments,Pension Payments,5119000,03/09/2024,5100433644,"143,096.84",Revenue,BEDFORD BOROUGH COUNCIL,109540
PLACE AND COMMUNITIES,600,BUSINESS INVESTMENT & PLACE DELIVERY,6300,Maths Skills Adults,Staff Related Costs (Non Payroll),6116400,03/09/2024,5100432458,"1,826.00",Revenue,BEDFORD BOROUGH COUNCIL,109540
PLACE AND COMMUNITIES,600,BUSINESS INVESTMENT & PLACE DELIVERY,6300,Maths Skills Adults,Staff Related Costs (Non Payroll),6116400,03/09/2024,5100432459,"1,826.00",Revenue,BEDFORD BOROUGH COUNCIL,109540
HRA,850,HOUSING SERVICES (HRA),5100,Homeless Hostel,Electricity Costs,6120210,03/09/2024,5100431908,"2,009.85",Revenue,NPOWER LTD,109845
HRA,850,HOUSING SERVICES (HRA),5100,Homeless Hostel,Electricity Costs,6120210,03/09/2024,5100432214,"1,429.79",Revenue,NPOWER LTD,109845
HRA,850,HOUSING SERVICES (HRA),5100,HRA Inclusion,Electricity Costs,6120210,03/09/2024,5100432962,"1,393.89",Revenue,NPOWER LTD,109845
HRA,850,HOUSING SERVICES (HRA),5100,HRA Inclusion,Gas Costs,6120220,03/09/2024,5100432967,"1,613.06",Revenue,NPOWER LTD,109845
HRA,850,HOUSING SERVICES (HRA),5100,Homeless Hostel,Electricity Costs,6120210,03/09/2024,5100433397,"2,093.73",Revenue,NPOWER LTD,109845
HRA,850,HOUSING SERVICES (HRA),5100,HRA Inclusion,Electricity Costs,6120210,03/09/2024,5100433486,"1,251.29",Revenue,NPOWER LTD,109845
HRA,850,HOUSING SERVICES (HRA),5100,HRA Inclusion,Electricity Costs,6120210,03/09/2024,5100433485,"1,398.67",Revenue,NPOWER LTD,109845
HRA,850,HOUSING SERVICES (HRA),5100,HRA Inclusion,Electricity Costs,6120210,03/09/2024,5100433484,"1,068.17",Revenue,NPOWER LTD,109845
HRA,850,HOUSING SERVICES (HRA),5100,HRA Inclusion,Electricity Costs,6120210,03/09/2024,5100433483,706.80,Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Street Lighting,Street Light Electricity,6120215,03/09/2024,5100432646,"1,170.30",Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Street Lighting,Street Light Electricity,6120215,03/09/2024,5100432659,753.49,Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Street Lighting,Street Light Electricity,6120215,03/09/2024,5100432658,446.72,Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Street Lighting,Street Light Electricity,6120215,03/09/2024,5100432660,"73,918.93",Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Street Lighting,Street Light Electricity,6120215,03/09/2024,5100432665,"1,060.25",Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,HIGHWAYS,6400,Street Lighting,Street Light Electricity,6120215,03/09/2024,5100432704,824.61,Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,PARKING,6825,Car Park Mgt &Maint,Electricity Costs,6120210,03/09/2024,5100431650,"2,494.93",Revenue,NPOWER LTD,109845
PLACE AND COMMUNITIES,600,SUSTAINABILITY,7640,Albion - Projects,Electricity Costs,6120210,03/09/2024,5100432295,450.91,Revenue,NPOWER LTD,109845
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Ferndale OPH,Electricity Costs,6120210,03/09/2024,5100433119,"2,198.55",Revenue,NPOWER LTD,109845
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Westlands OPH,Electricity Costs,6120210,03/09/2024,5100433132,"1,884.41",Revenue,NPOWER LTD,109845
SOCIAL CARE HEALTH & HOUSING,500,HOUSING SOLUTIONS (GF),5150,Chiltern View,Electricity Costs,6120210,03/09/2024,5100433535,299.73,Revenue,NPOWER LTD,109845
CORPORATE COSTS,160,CORPORATE COSTS,7800,Pension Payments,Pension Payments,5119000,03/09/2024,5100433645,"102,000.00",Revenue,BEDFORDSHIRE PENSION FUND,110145
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366835,822.61,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366836,822.61,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366837,822.61,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366838,822.61,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366839,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366840,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366841,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366842,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,03/09/2024,2100367104,"-1,085.12",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367156,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,03/09/2024,2100366828,"2,172.54",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,03/09/2024,2100366829,"2,172.54",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,03/09/2024,2100366830,"2,172.54",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,03/09/2024,2100366831,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,03/09/2024,2100366832,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,03/09/2024,2100366833,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,03/09/2024,2100366834,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367157,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367158,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367159,298.64,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367160,"1,026.53",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367161,"1,026.53",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367162,"1,026.53",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100367163,"1,026.53",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366819,280.41,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366820,280.41,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366821,280.41,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366822,280.41,Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366823,"2,234.79",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366824,"2,234.79",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366825,"2,234.79",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Learning Disab Pack,Supported Living,6151215,03/09/2024,2100366826,"2,234.79",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,COMMUNITY ASSESS,5203,Physical Dis,Supported Living,6151215,03/09/2024,2100366827,"2,172.54",Revenue,LEONARD CHESHIRE,110644
SOCIAL CARE HEALTH & HOUSING,500,CARE AND SUPPORT,5202,Ferndale OPH,Repairs Alterations and Maintenance of Buildings,6121000,03/09/2024,5100429421,"1,066.24",Revenue,FAIRFIELD CARE PRODUCTS LTD,110849
SOCIAL CARE HEALTH & HOUSING,500,DIRECTOR OF SOCIAL CARE HEALTH HOUSING,5000,Capital - Soc. Care,Furniture Equipment and Materials,6140000,03/09/2024,5100429102,"4,676.09",Capital,FAIRFIELD CARE PRODUCTS LTD,110849
OFFICE OF THE CHIEF EXECUTIVE,100,COMMUNICATIONS,2100,Corporate Comms,Professional Services - Other,6141040,03/09/2024,5100433079,175.00,Revenue,BLUEGREEN DESIGN CONSULTANTS,111572
PLACE AND COMMUNITIES,600,DEVELOPMENT INFRASTRUCTURE,6500,Head of Strategic Gr,Professional Services - Other,6141040,03/09/2024,5100433079,105.00,Revenue,BLUEGREEN DESIGN CONSULTANTS,111572
HRA,850,HOUSING SERVICES (HRA),5100,Neighbourhood Ops,Private Contractors,6151500,03/09/2024,5100431912,"4,568.00",Revenue,ACE FENCING (SOUTHERN) LTD,111746
CHILDREN'S SERVICES,401,EDUCATION SEND AND INCLUSION,4230,Ind Placements – day,Voluntary & Independent Schools,6151710,03/09/2024,5100433578,583.50,Revenue,SENSE,113096
PLACE AND COMMUNITIES,600,FACILITIES MANAGEMENT,7630,Schools Buy Back,Repairs Alterations and Maintenance of Buildings,6121000,03/09/2024,5100432871,"2,676.78",Revenue,DURABLE LTD,113827
