Service Area Categorisation,PUBLISHED VENDOR NAME,Payment Date,Card Transaction,Net Amount,Purpose of Spend,Procurement Classification: ProClass Label
Children & Education Services,STREETSBROOK CHILDCARE,20-08-2024,No,7774.73,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,STREETSBROOK ACADEMY,20-08-2024,No,16603.65,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,527.1,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,263.55,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,TENDER YEARS DAY NURSERY,20-08-2024,No,12027.29,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,MULBERRY BUSH NURSERY,20-08-2024,No,7951.68,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,TIDBURY GREEN PRIVATE NURSERY,20-08-2024,No,5007.45,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,572.78,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,4582.2,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1145.55,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1718.33,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1717.67,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,LITTLE ANGELS PRE-SCHOOL,20-08-2024,No,4009.43,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,5154.98,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,MONKEY PUZZLE DAY NURSERY,20-08-2024,No,4582.2,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1145.55,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,981.9,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,RAISE TO SHINE CHILDCARE,20-08-2024,No,12601.05,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1718.33,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,2061.99,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,572.78,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,TINEY LIMITED,20-08-2024,No,2449.3,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,4582.2,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,2291.1,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,TENDER YEARS DAY NURSERY,20-08-2024,No,18688.83,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,MULBERRY BUSH NURSERY,20-08-2024,No,7478.81,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,TIDBURY GREEN PRIVATE NURSERY,20-08-2024,No,2372.93,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,2291.1,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1145.55,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,ACTIVE ANGELS,20-08-2024,No,14892.15,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1718.33,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1145.55,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1718.33,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1145.55,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,572.78,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,2863.88,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1718.33,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,572.78,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,572.78,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1373.98,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,763.7,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,572.78,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,8591.63,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,2061.99,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,HONEYPOT HOUSE DAY NURSERY,20-08-2024,No,5584.56,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,HONEY POT HOUSE DAY NURSERY (KNOWLE),20-08-2024,No,1718.33,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1718.33,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,2291.1,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1145.55,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,2863.88,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,1145.55,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,20-08-2024,No,572.78,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,Day Care at Saint Martin's,14-08-2024,No,337.5,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,BLOSSOMS PRE-SCHOOL LIMITED,14-08-2024,No,451.8,GRANTS & SUBSCRIPTIONS,Not Classified
Children & Education Services,EG (TRAINING) LTD,14-08-2024,No,530,PROFESSIONAL FEES,CSC - Other
Children & Education Services,EG (TRAINING) LTD,13-08-2024,No,561,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,EG (TRAINING) LTD,14-08-2024,No,287,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Children & Education Services,REDACTED PERSONAL DATA,21-08-2024,No,1610.33,CLIENTS TRANSPORT COSTS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,21-08-2024,No,638.4,CLIENTS TRANSPORT COSTS,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,21-08-2024,No,798,CLIENTS TRANSPORT COSTS,Not Classified
Precepts Paid to Parish Councils,BALSALL PARISH COUNCIL,29-08-2024,No,48747.5,LEVIES PARISH PRECEPTS,Parish Precept Funding
Precepts Paid to Parish Councils,BARSTON PARISH COUNCIL,29-08-2024,No,7375,LEVIES PARISH PRECEPTS,Parish Precept Funding
Precepts Paid to Parish Councils,BERKSWELL PARISH COUNCIL,30-08-2024,No,24925,LEVIES PARISH PRECEPTS,Parish Precept Funding
Precepts Paid to Parish Councils,BICKENHILL AND MARSTON GREEN PARISH COUNCIL,29-08-2024,No,99602.47,LEVIES PARISH PRECEPTS,Parish Precept Funding
Central Services to the Public,BIRMINGHAM CITY COUNCIL,26-08-2024,No,66739,GENERAL CREDITORS,Airport Related Quarterly Rent
Precepts Paid to Parish Councils,CASTLE BROMWICH PARISH COUNCIL,29-08-2024,No,194079,LEVIES PARISH PRECEPTS,Parish Precept Funding
Precepts Paid to Parish Councils,CHADWICK END PARISH COUNCIL,29-08-2024,No,7973.5,LEVIES PARISH PRECEPTS,Parish Precept Funding
Precepts Paid to Parish Councils,CHELMSLEY WOOD TOWN COUNCIL,29-08-2024,No,142794,LEVIES PARISH PRECEPTS,Parish Precept Funding
Precepts Paid to Parish Councils,CHESWICK GREEN PARISH COUNCIL,29-08-2024,No,28500,LEVIES PARISH PRECEPTS,Parish Precept Funding
Central Services to the Public,COVENTRY CITY COUNCIL,26-08-2024,No,20682,GENERAL CREDITORS,Airport Related Quarterly Rent
Adult Social Care,CROFT MEDICAL CENTRE,15-08-2024,No,1325,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Adult Social Care,CROFT MEDICAL CENTRE,15-08-2024,No,2393.4,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Precepts Paid to Parish Councils,DICKENS HEATH PARISH COUNCIL,30-08-2024,No,47145,LEVIES PARISH PRECEPTS,Parish Precept Funding
Central Services to the Public,DUDLEY MBC,26-08-2024,No,19926,GENERAL CREDITORS,Airport Related Quarterly Rent
Children & Education Services,Fordbridge Community Primary School,12-08-2024,No,900,GRANTS & SUBSCRIPTIONS,Grants - Other
Precepts Paid to Parish Councils,FORDBRIDGE TOWN COUNCIL,29-08-2024,No,44676,LEVIES PARISH PRECEPTS,Parish Precept Funding
Precepts Paid to Parish Councils,HAMPTON IN ARDEN PARISH COUNCIL,29-08-2024,No,24636.55,LEVIES PARISH PRECEPTS,Parish Precept Funding
Corporate & Democratic Core,HOCKLEY HEATH PARISH COUNCIL,08-08-2024,No,406.25,ROOM HIRE PREMISES HIRE,Room Hire
Precepts Paid to Parish Councils,HOCKLEY HEATH PARISH COUNCIL,29-08-2024,No,31592.14,LEVIES PARISH PRECEPTS,Parish Precept Funding
Children & Education Services,REDACTED PERSONAL DATA,12-08-2024,No,280.8,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Precepts Paid to Parish Councils,KINGSHURST PARISH COUNCIL,29-08-2024,No,30217,LEVIES PARISH PRECEPTS,Parish Precept Funding
Children & Education Services,REDACTED PERSONAL DATA,29-08-2024,No,880.64,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Precepts Paid to Parish Councils,MERIDEN PARISH COUNCIL,29-08-2024,No,31669.5,LEVIES PARISH PRECEPTS,Parish Precept Funding
Children & Education Services,REDACTED PERSONAL DATA,15-08-2024,No,1500,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Central Services to the Public,SANDWELL MET BC,26-08-2024,No,20092,GENERAL CREDITORS,Airport Related Quarterly Rent
Precepts Paid to Parish Councils,SMITHS WOOD PARISH COUNCIL,29-08-2024,No,65000,LEVIES PARISH PRECEPTS,Parish Precept Funding
Adult Social Care,THE CASTLE PRACTICE,26-08-2024,No,1379.91,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Adult Social Care,THE CASTLE PRACTICE,26-08-2024,No,1075,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Precepts Paid to Parish Councils,THE PARISH COUNCIL OF TIDBURY GREEN,29-08-2024,No,17500,LEVIES PARISH PRECEPTS,Parish Precept Funding
Children & Education Services,TUDOR GRANGE PRIMARY ACADEMY YEW TREE,12-08-2024,No,400,GRANTS & SUBSCRIPTIONS,Grants - Other
Central Services to the Public,WALSALL MBC,26-08-2024,No,17414,GENERAL CREDITORS,Airport Related Quarterly Rent
Central Services to the Public,WEST MIDLANDS POLICE AUTHORITY,26-08-2024,No,1430569,COUNCIL TAX POLICE AUTHORITY,WM Police Authority Precept
Central Services to the Public,WEST MIDLANDS POLICE AUTHORITY,26-08-2024,No,9719,GENERAL CREDITORS,Payment Of Council Tax Surplus To WM PCC & Fire Authority
Central Services to the Public,WEST MIDLANDS FIRE SERVICE,26-08-2024,No,499090,COUNCIL TAX FIRE AUTHORITY,WM Fire Authority Precept
Central Services to the Public,WEST MIDLANDS FIRE SERVICE,26-08-2024,No,3543,GENERAL CREDITORS,Payment Of Council Tax Surplus To WM PCC & Fire Authority
Central Services to the Public,WEST MIDLANDS COMBINED AUTHORITY,26-08-2024,No,732976.92,LEVIES PARISH PRECEPTS,Levy Payment
Central Services to the Public,WOLVERHAMPTON CITY COUNCIL,26-08-2024,No,16772,GENERAL CREDITORS,Airport Related Quarterly Rent
Children & Education Services,Windy Arbor Primary Academy,12-08-2024,No,510,GRANTS & SUBSCRIPTIONS,Grants - Other
Environmental and Regulatory Services,INSTITUTE OF LICENSING (EVENTS),20-08-2024,No,-248.4,TRAINING,Training
Environmental and Regulatory Services,INSTITUTE OF LICENSING (EVENTS),20-08-2024,No,248.4,TRAINING,Training
Environmental and Regulatory Services,INSTITUTE OF LICENSING (EVENTS),20-08-2024,No,-248.4,TRAINING,Training
Environmental and Regulatory Services,INSTITUTE OF LICENSING (EVENTS),20-08-2024,No,248.4,TRAINING,Training
Environmental and Regulatory Services,INSTITUTE OF LICENSING (EVENTS),20-08-2024,No,207,TRAINING,Training
Environmental and Regulatory Services,INSTITUTE OF LICENSING (EVENTS),20-08-2024,No,207,TRAINING,Training
Environmental and Regulatory Services,INSTITUTE OF LICENSING (EVENTS),01-08-2024,No,450,TRAINING,Training
Children & Education Services,REDACTED PERSONAL DATA,21-08-2024,No,624.36,CLIENTS TRANSPORT COSTS,Not Classified
Children & Education Services,ALDERBROOK SCHOOL.,21-08-2024,No,48588,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,DAMSON WOOD INFANT SCHOOL,21-08-2024,No,2887,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,Kineton Green Primary Academy,21-08-2024,No,3070,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,LADY KATHERINE LEVESON C OF E PRIMARY SCHOOL,21-08-2024,No,1081,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,LANGLEY SCHOOL,21-08-2024,No,20072,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,ST GEORGE & ST TERESA CATHOLIC PRIMARY SCHOOL,21-08-2024,No,840,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,ST MARGARETS C OF E PRIMARY SCHOOL,21-08-2024,No,3367,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,STREETSBROOK ACADEMY,21-08-2024,No,9009,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,TUDOR GRANGE PRIMARY ACADEMY ST JAMES,21-08-2024,No,7080,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,TUDOR GRANGE ACADEMY SOLIHULL,21-08-2024,No,46123,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,ULVERLEY SCHOOL,21-08-2024,No,1719,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,PROSPER TOGETHER MULTI ACADEMY TRUST,21-08-2024,No,6819,OTHER CONTRACTED SERVICES,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,21-08-2024,No,368.67,CLIENTS TRANSPORT COSTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,08-08-2024,No,1901.52,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,266.88,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,1071.04,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,SOLIHULL CARE LTD,08-08-2024,No,3442,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,391.04,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,TRACS LTD,08-08-2024,No,3192.89,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,TRACS LTD,08-08-2024,No,8940.08,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,TRACS LTD,08-08-2024,No,8940.08,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,TRACS LTD,08-08-2024,No,8940.08,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,TRACS LTD,08-08-2024,No,-3377.44,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,TRACS LTD,08-08-2024,No,-8597.12,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,TRACS LTD,08-08-2024,No,-8597.12,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,1868.16,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,4689,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,333.6,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,4689,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,662.64,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,1332,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,FAMILY CARE TRUST,01-08-2024,No,266.8,CLIENTS TRANSPORT COSTS,Not Classified
Adult Social Care,NEWLANDS BISHOP FARM,12-08-2024,No,1012,ASC  DAY CARE,Not Classified
Adult Social Care,FAMILY CARE TRUST,27-08-2024,No,266.8,CLIENTS TRANSPORT COSTS,Not Classified
Adult Social Care,UPWARD CARE LTD,27-08-2024,No,6476.8,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,UPWARD CARE LTD,27-08-2024,No,708.4,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,331.32,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,615.6,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,923,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,MERESIDE,08-08-2024,No,5837.72,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,01-08-2024,No,450,ASC  CARERS DIRECT PAYMENT,Not Classified
Adult Social Care,NEWLANDS BISHOP FARM,12-08-2024,No,803.28,ASC  DAY CARE,Not Classified
Adult Social Care,ASPECTS CARE LTD,29-08-2024,No,3018.24,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,ASPECTS CARE LTD,29-08-2024,No,1110.88,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,ASPECTS CARE LTD,29-08-2024,No,1089.92,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,CARETECH COMMUNITY SERVICES,08-08-2024,No,9838.36,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,3647,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,SOLO Life Opportunities,15-08-2024,No,338.03,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,SOLO Life Opportunities,15-08-2024,No,644.91,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,SOLO Life Opportunities,15-08-2024,No,522.41,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,SOLO Life Opportunities,15-08-2024,No,972.34,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,SOLO Life Opportunities,15-08-2024,No,996.69,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,SOLO Life Opportunities,15-08-2024,No,1502.7,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,SOLO Life Opportunities,12-08-2024,No,860.44,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,SOLO Life Opportunities,12-08-2024,No,5294.16,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,SOLO Life Opportunities,12-08-2024,No,860.44,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,SOLO Life Opportunities,12-08-2024,No,5294.16,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,CARETECH COMMUNITY SERVICES,08-08-2024,No,9838.36,ASC  RESIDENTIAL CARE PERMANENT,Not Classified
Adult Social Care,FAMILY CARE TRUST,27-08-2024,No,2024,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,FAMILY CARE TRUST,27-08-2024,No,1214.4,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,MEADOW HOME CARE SERVICES,15-08-2024,No,1331.98,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,08-08-2024,No,2268.48,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,WT UK OPCO 3LTD (BIRCHMERE),08-08-2024,No,6231.68,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,PROGRESSIVE SUPPORT SERVICES,05-08-2024,No,1466.4,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NEWLANDS BISHOP FARM,12-08-2024,No,973.76,ASC  DAY CARE,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,1084.16,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,FAMILY CARE TRUST,22-08-2024,No,4675.44,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,FAMILY CARE TRUST,22-08-2024,No,465.52,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,FAMILY CARE TRUST,01-08-2024,No,337.6,CLIENTS TRANSPORT COSTS,Not Classified
Adult Social Care,NEWLANDS BISHOP FARM,12-08-2024,No,1362.64,ASC  DAY CARE,Not Classified
Adult Social Care,FAMILY CARE TRUST,27-08-2024,No,337.6,CLIENTS TRANSPORT COSTS,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,12-08-2024,No,274.95,ASC  HOME CARE SUPPORT SERVICES,Not Classified
Adult Social Care,FAMILY CARE TRUST,27-08-2024,No,1457.28,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,Walmley Care Home Limited,08-08-2024,No,3660,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,316.26,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,316.26,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,RUNWOOD HOMES LTD - ORCHARD BLYTHE,08-08-2024,No,-2243.9,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,RUNWOOD HOMES LTD - ORCHARD BLYTHE,08-08-2024,No,472.4,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,RUNWOOD HOMES LTD - ORCHARD BLYTHE,08-08-2024,No,1535.3,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,RUNWOOD HOMES LTD - ORCHARD BLYTHE,08-08-2024,No,1181,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,RUNWOOD HOMES LTD - ORCHARD BLYTHE,08-08-2024,No,2125.8,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,420,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,623.16,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,1868.16,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,684.32,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,1466.4,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,-254.36,DIRECT PAYMENTS  CLIENT INCOME,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,1927.8,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,SOLIHULL CARE LTD,08-08-2024,No,3440,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,FAMILY CARE TRUST,27-08-2024,No,2024,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,UNIVERSAL CARE SERVICES,01-08-2024,No,414.15,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,1400.58,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,NATIONWIDE CARE SERVICES LTD,15-08-2024,No,1400.58,ASC  DOMICLIARY CARE,Not Classified
Adult Social Care,FAMILY CARE TRUST,01-08-2024,No,675.2,CLIENTS TRANSPORT COSTS,Not Classified
Adult Social Care,NEWLANDS BISHOP FARM,12-08-2024,No,1071.04,ASC  DAY CARE,Not Classified
Adult Social Care,FAMILY CARE TRUST,27-08-2024,No,675.2,CLIENTS TRANSPORT COSTS,Not Classified
Adult Social Care,REDACTED PERSONAL DATA,07-08-2024,No,684.32,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,HUSKARDS CARE LTD,08-08-2024,No,4446.12,ASC  NURSING CARE PERMANENT,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,391.04,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,279.36,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,2655.6,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,NEWLANDS BISHOP FARM,12-08-2024,No,800,ASC  DAY CARE,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,266.88,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,PEOPLE PLUS ILS (ASC),07-08-2024,No,1467.84,ASC  DIRECT PAYMENTS,Not Classified
Adult Social Care,SUPPORTED ACCOMMODATION INDEPENDENT LIVING SERVICES,27-08-2024,No,6693.12,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,SUPPORTED ACCOMMODATION INDEPENDENT LIVING SERVICES,27-08-2024,No,1613.36,ASC  SUPPORTED LIVING CARE COSTS,Not Classified
Adult Social Care,NEWLANDS BISHOP FARM,12-08-2024,No,2189.2,ASC  DAY CARE,Not Classified
Adult Social Care,NEWLANDS BISHOP FARM,12-08-2024,No,1217.2,ASC  DAY CARE,Not Classified
Children & Education Services,REDACTED PERSONAL DATA,08-08-2024,No,1000,PROFESSIONAL FEES,CSC - Specialist Needs - Other
Adult Social Care,GOSPEL LANE PHARMACY,22-08-2024,No,-305.19,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Adult Social Care,GOSPEL LANE PHARMACY,22-08-2024,No,305.19,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Adult Social Care,GOSPEL LANE PHARMACY,22-08-2024,No,134.25,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
Adult Social Care,GOSPEL LANE PHARMACY,22-08-2024,No,170.94,OTHER CONTRACTED SERVICES,SLA Charges - External Providers
