Cost Centre,Account,Expense Type,Supplier,Supplier Name,Trans,Payment,Amount
,,,ID,,No.,Date,excl vat
Investment Programme Financing,60801,IT Software - Capital,9581,thinkproject UK Limited,7039807,45156,4401.9
Adult Education,32751,Provider Delivery Fees - Grant,9593,Shrewsbury Colleges Group,8012701,45156,6089.66
Adult Education,32751,Provider Delivery Fees - Grant,9612,Dudley Metropolitan Borough Council,8012701,45156,125526.17
Adult Education,32751,Provider Delivery Fees - Grant,9613,University College Birmingham,8012701,45156,55258.18
Adult Education,32751,Provider Delivery Fees - Grant,9614,The Workers Education Association,8012701,45156,62637
Adult Education,32751,Provider Delivery Fees - Grant,9615,NCG trading as Kidderminster College,8012701,45156,5005.63
Accessible Transport,32424,Grant Payments to Section 19 Operators,9619,West Midlands Accessible Transport LTD,3003641,45140,441277.71
Head of Bus,60001,Project Support Costs,9657,Hagley Consult Ltd,7040918,45161,2400
Head of Operational Assets - Bus Infrastructure,60001,Project Support Costs,9657,Hagley Consult Ltd,7040934,45161,4500
Head of Network Transformation,60001,Project Support Costs,9657,Hagley Consult Ltd,7040935,45161,4500
Head of Bus,60001,Project Support Costs,9657,Hagley Consult Ltd,7040947,45161,2400
Construction Skills,32752,Provider Delivery Fees - Contract,9668,The Skills Centre,7040810,45161,1260
Accessible Transport - Customer Service,31603,IT Hardware,9684,8X8,7040129,45140,791
Accessible Transport - Customer Service,31603,IT Hardware,9684,8X8,7040130,45140,791
Sprint,60001,Project Support Costs,9688,Morgan Sindall,7039723,45161,5805.6
Sprint,60001,Project Support Costs,9688,Morgan Sindall,7039922,45161,3680.64
Sprint,60001,Project Support Costs,9688,Morgan Sindall,7040505,45161,746.6
Sprint,60001,Project Support Costs,9688,Morgan Sindall,7041161,45168,13138.2
Sprint,60001,Project Support Costs,9688,Morgan Sindall,7041162,45168,15481.6
Head of Swift,31608,Software Maintenance,9698,Ticketer,7040991,45161,1590
Industrial Strategy,31671,Revenue Contributions to Third Parties,9703,Coventry and Warwickshire Growth Hub Limited,7040567,45147,170342.74
Sprint,60394,Traffic Management,9743,Colas Limited,7040512,45147,24348.8
Director of Housing & Regeneration,31571,External Advice,9761,Chilmark Consulting Ltd,7040274,45147,3196
Head of IT Delivery,31603,IT Hardware,9763,Vodafone Limited,7040653,45154,2960.49
Director of Communications,31767,Events / Exhibitions,9765,Birmingham City Council,7040534,45156,15000
Head of Bus,60002,Local Authority Staff Costs,9765,Birmingham City Council,7040511,45147,1500
Head of Bus,60002,Local Authority Staff Costs,9765,Birmingham City Council,7040630,45152,5151.79
Head of Bus,60002,Local Authority Staff Costs,9765,Birmingham City Council,7040631,45152,700
Sprint,60002,Local Authority Staff Costs,9765,Birmingham City Council,7040632,45152,93154.34
Sprint,60002,Local Authority Staff Costs,9765,Birmingham City Council,7040633,45152,92222.65
Metro Programme Director,60394,Traffic Management,9765,Birmingham City Council,7040625,45152,5139.75
Sprint,60615,Utilities Diversion,9765,Birmingham City Council,7040179,45142,933
Head of Health & Communities,31571,External Advice,9777,Anita Hallbrook,7040365,45140,16000
Concessions Schemes,32433,Other Concessions ( Metro & Rail ),9801,First Trenitalia West Coast Rail Limited,3003685,45154,13738.75
Head of Bus,60191,Design Works,9825,Atkins Limited,7040479,45147,37259.8
Director of Midlands Connect,31571,External Advice,9832,Censuswide Limited,7040552,45161,3900
Head of Finance & Business Planning,30961,Insurance,9837,Arthur J Gallagher Insurance Brokers Limited,7040811,45156,93874.38
West Midlands Cycle Hire,30961,Insurance,9837,Arthur J Gallagher Insurance Brokers Limited,7040820,45156,18447.78
Head of Finance & Business Planning,30961,Insurance,9837,Arthur J Gallagher Insurance Brokers Limited,7041214,45163,2800
Delivery Director - Rail,60143,Insurance,9837,Arthur J Gallagher Insurance Brokers Limited,7040674,45154,130670.4
Delivery Director - Sustainable Transport,60395,Physical Construction,9847,M&A Doocey Civil Engineering Limited,7040970,45161,130672.91
Delivery Director - Sustainable Transport,60395,Physical Construction,9847,M&A Doocey Civil Engineering Limited,7041315,45168,184557.38
Head of Swift,31604,IT Software Licenses and Applications,9862,Novoville,7039421,45147,1000
Head of Swift,31604,IT Software Licenses and Applications,9862,Novoville,7040525,45161,1000
Director of Finance,31571,External Advice,9942,Frontier Development Capital,7040763,45154,36000
Sprint,60001,Project Support Costs,9970,Arden Business Solutions Ltd,7040373,45147,5625
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7040369,45154,11340
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7040440,45154,7938
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7040441,45154,13891.5
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7040672,45168,14505.2
Metro Programme Director,60001,Project Support Costs,9973,Bloom Procurement Services Limited,7040673,45168,11687
