Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Neighbourhoods and Climate Change,Highways,Supplies and Services,384899,Miscellaneous Expenses,01/08/2023,4164259-RES-07-2023-299,"œ1,200.00",SHILDON TOWN COUNCIL.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/08/2023,4164280-303269/INVJCT203,œ710.00,TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/08/2023,4164280-303886/INVEM75,"œ4,335.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/08/2023,4164280-306177/INVLS223,œ665.00,TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/08/2023,4164281-301677/INVSAW82,œ970.00,TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/08/2023,4164281-302122/INVTOP119,œ720.00,TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/08/2023,4164281-302155/INVRSH146,"œ41,280.00",TRINITY CHAMBERS.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338078,Services,01/08/2023,4164284-INV-58909,"œ2,644.75",VISTECH SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338078,Services,01/08/2023,4164284-INV-58911,"œ1,028.10",VISTECH SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338078,Services,01/08/2023,4164284-INV-58912,"œ2,473.40",VISTECH SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338078,Services,01/08/2023,4164284-INV-58913,"œ3,218.40",VISTECH SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,215005,Running Costs of Vehicles,01/08/2023,4164290-1195863,"œ1,386.88",YOUR NRG LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,338047,Services,02/08/2023,4165610-DCC-3,"œ6,000.00",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Third Party Payments,478101,Purchase of Care,02/08/2023,4165215-I-23-9798748,"œ4,407.48",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304999,Equipment and Materials,02/08/2023,4165590-0000185357,"œ1,029.60",BLEEP (UK) PLC T/A GLOBAL PAYMENTS.
Adult and Health Services,Head of Adults,Third Party Payments,470101,Purchase of Care,02/08/2023,4164542-I-23-9799108,"œ2,862.56",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Third Party Payments,473101,Purchase of Care,02/08/2023,4165181-I-23-9798504,"œ28,354.52",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Third Party Payments,470101,Purchase of Care,02/08/2023,4165181-I-23-9798827,"œ22,768.04",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Third Party Payments,478101,Purchase of Care,02/08/2023,4165214-I-23-9798720,"œ4,240.88",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Third Party Payments,470101,Purchase of Care,02/08/2023,4165223-I-23-9799035,"œ2,600.00",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Third Party Payments,470101,Purchase of Care,02/08/2023,4165362-I-23-9798879,"œ9,373.00",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Third Party Payments,470101,Purchase of Care,02/08/2023,4165363-I-23-9799017,"œ67,846.88",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,02/08/2023,4165697-4100842848,œ700.00,REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,338045,Services,02/08/2023,4165730-111924,"œ1,050.00",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,02/08/2023,318918-RES-07-2023-367,"œ1,000.00",EAST DURHAM DIVERS.
Adult and Health Services,Head of Adults,Third Party Payments,472101,Purchase of Care,02/08/2023,4164681-I-23-9798584,"œ61,354.00",CLASSIC RESOURCESUK LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478101,Purchase of Care,02/08/2023,4164749-I-23-9798693,"œ3,176.00",RARE ROCKETS NE LTD T/A DEAF EMPOWERING NETWORK.
Adult and Health Services,Head of Adults,Third Party Payments,472101,Purchase of Care,02/08/2023,4164771-I-23-9798730,œ520.00,E2E HOMECARE LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425021,Rendered by Voluntary Organisations,02/08/2023,4164818-PIG_169291,"œ18,000.15",EVOLVE RESIDENTIAL LTD.
Adult and Health Services,Head of Adults,Third Party Payments,472101,Purchase of Care,02/08/2023,4164881-I-21-1308863,œ801.85,GUINNESS CARE.
Adult and Health Services,Head of Adults,Third Party Payments,472101,Purchase of Care,02/08/2023,4164881-I-23-9866136,œ924.30,GUINNESS CARE.
Adult and Health Services,Head of Adults,Third Party Payments,472101,Purchase of Care,02/08/2023,4164925-I-23-9842333,"œ1,300.00",HMW CARE LTD T/A BLUEBIRD CARE STOCKTON & HARTLEPOOL.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425040,Rendered by Voluntary Organisations,02/08/2023,4165414-PIG_169986,"œ2,520.00",SILVER LINING FOSTERING AGENCY.
Adult and Health Services,Head of Adults,Third Party Payments,470101,Purchase of Care,02/08/2023,4165472-I-23-9798835,"œ50,834.04",SWANTON CARE & COMMUNITY LTD T/A THE GROVE.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,02/08/2023,4165630-2498,"œ1,500.00",RARE ROCKETS NE LTD T/A DEAF EMPOWERING NETWORK.
Dedicated Schools Grant BG0015,Dedicated Schools Grant CG0050,Central Support and Other Recharges,615208,Support Services,02/08/2023,4165743-RES-07-2023-389,"œ16,615.44",NEW COLLEGE DURHAM ACADEMIES TRUST.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440038,Other third party payments E440,02/08/2023,4164293-PIG_168601,"œ6,272.00",123 CARE & ACCOMMODATION LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,486020,Service level agreements E486,02/08/2023,4164294-PIG_169348,"œ6,412.75",4TRACK CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,470101,Purchase of Care,02/08/2023,4164295-I-23-9798818,"œ105,589.43",A CHARLES THOMAS (CARE) LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425021,Rendered by Voluntary Organisations,02/08/2023,4164296-PIG_169283,"œ52,793.00",A WILDERNESS WAY LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425021,Rendered by Voluntary Organisations,02/08/2023,4164296-PIG_169284,"œ4,114.59",A WILDERNESS WAY LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425021,Rendered by Voluntary Organisations,02/08/2023,4164296-PIG_170005,"œ15,766.65",A WILDERNESS WAY LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425040,Rendered by Voluntary Organisations,02/08/2023,4164297-PIG_169322,"œ15,340.80",A1 FOSTER CARE.
Adult and Health Services,Head of Adults,Third Party Payments,478101,Purchase of Care,02/08/2023,4164302-I-23-9798506,"œ20,478.24",ACCEPT CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478101,Purchase of Care,02/08/2023,4164302-I-23-9798508,"œ28,806.12",ACCEPT CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478101,Purchase of Care,02/08/2023,4164302-I-23-9798514,"œ39,663.56",ACCEPT CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478101,Purchase of Care,02/08/2023,4164302-I-23-9798515,"œ12,983.04",ACCEPT CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478101,Purchase of Care,02/08/2023,4164302-I-23-9798563,"œ38,460.52",ACCEPT CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478101,Purchase of Care,02/08/2023,4164302-I-23-9798604,"œ40,423.84",ACCEPT CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478101,Purchase of Care,02/08/2023,4164302-I-23-9798606,"œ25,195.96",ACCEPT CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,473101,Purchase of Care,02/08/2023,4164302-I-23-9798766,"œ6,452.84",ACCEPT CARE LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,425005,Rendered by Voluntary Organisations,02/08/2023,4164490-PIG_169292,"œ4,785.64",ACORN CARE & EDUCATION LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425040,Rendered by Voluntary Organisations,02/08/2023,4164491-PIG_169354,"œ27,869.96",ACORN CARE (NE) LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,425021,Rendered by Voluntary Organisations,02/08/2023,4164492-PIG_169285,"œ15,000.00",ACORN CARE (UK) LTD T/A ACORN RESIDENTIAL SERVICES.
Adult and Health Services,Head of Adults,Third Party Payments,470101,Purchase of Care,02/08/2023,4164493-I-23-9798836,"œ50,600.40",ACTION FOR CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,474101,Purchase of Care,02/08/2023,4164501-I-23-9798858,"œ125,579.78",AKARI CARE LTD.
Adult and Health Services,Head of Adults,Third Party Payments,470101,Purchase of Care,02/08/2023,4164502-I-23-9798887,"œ2,778.04",AKARI CARE LTD.
