Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/12/2023,4209140-ACS103843,"£2,227.20",ADVANCED CHILD CARE ASSESSMENTS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/12/2023,4209143-35320644,£638.29,AGGREGATE INDUSTRIES UK LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,342053,Computers and Communications,01/12/2023,4209152-CI-0000050558,£557.45,ARGUS SOFTWARE (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209153-INV-0133,"£41,585.34",ARMIGER TIMBER FRAME LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304999,Equipment and Materials,01/12/2023,4209154-927462,"£1,093.60",ARNDALE GROUP OF COMPANIES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/12/2023,4209156-DCC18OCT23,"£2,328.60",ATLAS TAXIS MANAGEMENT LTD.
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,01/12/2023,4209158-400178468,"£1,644,526.06",BAM NUTTALL LTD.
Adult and Health Services,Head of Adults,Supplies and Services,384616,Miscellaneous Expenses,01/12/2023,4209162-8/2324/DEALO1,£847.88,BERNICIA GROUP LTD.*
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384700,Miscellaneous Expenses,01/12/2023,4209165-NEI-HCL-11-2023-007,"£8,000.00",BISHOP AUCKLAND TOWN COUNCIL.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,01/12/2023,4209166-VOUCHER23NB-SPEN017,"£2,260.00",BISHOP HOGARTH CATHOLIC EDUCATION TRUST.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,01/12/2023,4209168-23073,"£3,140.50",BLUEGRASS RESEARCH LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,01/12/2023,4209173-22SI2295394,£783.60,BRENNTAG UK LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,01/12/2023,4209178-VOUCHER23NB-CHES029,"£2,600.00",BULLION COMMUNITY RESOURCE CENTRE.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,364359,Grants to Voluntary Organisations,01/12/2023,4209181-0000174301,£572.15,BUSY BEES (DURHAM) LTD.
Children and Young Peoples Services,Head of Education and Skills,Premises,108099,Service Repairs and Maintenance,01/12/2023,4209189-12088,£605.00,CATHEDRAL LOCK & SAFE SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,106082,Centrally Controlled Rep and Maint,01/12/2023,4209189-12092,£732.33,CATHEDRAL LOCK & SAFE SERVICES LTD.
Regeneration Economy and Growth,Business Durham,Premises,106082,Centrally Controlled Rep and Maint,01/12/2023,4209189-12104,"£1,310.57",CATHEDRAL LOCK & SAFE SERVICES LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384956,Miscellaneous Expenses,01/12/2023,4209192-42610A,"£8,060.00",CHARANGA LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338099,Services,01/12/2023,4209193-337328,£503.88,CHAS LONG & SON (AGGREGATES) LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Supplies and Services,384086,Miscellaneous Expenses,01/12/2023,4209196-VOUCHERCAIJ03-23,£500.00,CHILTON CATHOLIC CLUB.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,01/12/2023,4209199-CN30317119,"£1,116.42",CITRON HYGIENE UK LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,01/12/2023,4209201-0000149378,"£3,015.00",CLEVELAND CONTAINERS LTD.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,460305,Contract Payments,01/12/2023,4209205-7587,"£4,908.00",CO-WHEELS CAR CLUB CIC.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,460305,Contract Payments,01/12/2023,4209205-7638,"£4,908.00",CO-WHEELS CAR CLUB CIC.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/12/2023,4209217-116690-116691,"£1,597.81",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209217-116777,£662.20,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209217-116778,£927.08,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209217-116822,£927.08,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209217-116858,£624.59,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209217-116860,£662.20,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209217-116861,£927.08,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Neighbourhoods and Climate Change,Environmental Services,Transport,215013,Running Costs of Vehicles,01/12/2023,4209225-D111149,£505.00,DENNIS EAGLE LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/12/2023,4209225-DE11633199,"£1,495.25",DENNIS EAGLE LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/12/2023,4209226-388981/INVEMC634,£775.00,DERE STREET BARRISTERS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2345A,£582.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2345E,£500.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2345F,£582.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2345O,"£1,000.00",DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2345P,£540.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2345Q,£696.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2345Z,£700.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2345ZE,£600.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2346A,£555.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2346F,£500.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2346G,£660.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2346N,£700.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2346Q,£712.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2346U,£500.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2346ZA,£504.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2346ZC,£700.00,DH2 CABS.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209227-DH2346ZG,£600.00,DH2 CABS.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/12/2023,4209242-059-327934,£588.40,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/12/2023,4209242-059-327982,£622.69,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/12/2023,4209242-059-327989,"£1,084.02",EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/12/2023,4209248-103595,"£6,426.00",EIAT UK LTD (ELECTRICAL INSTALLATION & APPLIANCE TESTING UK).
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/12/2023,4209248-103638,£841.50,EIAT UK LTD (ELECTRICAL INSTALLATION & APPLIANCE TESTING UK).
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304337,Equipment and Materials,01/12/2023,4209253-6944532,"£1,794.00",ESE WORLD LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Supplies and Services,338080,Services,01/12/2023,4209254-6657,"£1,618.20",ESP SYSTEX LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,479102,Purchase of Care,01/12/2023,4209257-OCT23-0022,"£12,500.00",FAMILY ACTION T/A PAC-UK LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430106,Rendered by Private Contractors,01/12/2023,4209259-PPT4123-25/11/23,"£2,260.00",FERRYHILL VILLAGE TRAVEL.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Cap Exp on Grants & Other Financial Assistance (REFCUS),918004,Contributions to other bodies 918004,01/12/2023,4209260-VOUCHER23MTVF-EDUR0022NDINST,"£21,374.00",FOCUS EASINGTON (CHARITY) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/12/2023,4209265-DCC051123,"£24,782.38",GAP GROUP LTD.
Chief Executives Office,Communications Management,Supplies and Services,336005,Advertising E336,01/12/2023,4209266-20361,£920.00,GARDINER RICHARDSON LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430106,Rendered by Private Contractors,01/12/2023,4209268-SR17072023,"£4,032.00",GATESHEAD CENTRAL TAXIS LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430106,Rendered by Private Contractors,01/12/2023,4209268-SR17092023,"£2,268.00",GATESHEAD CENTRAL TAXIS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209269-88558023,"£9,113.75",GEZE UK LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209269-88558026,"£8,963.75",GEZE UK LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,235005,Public Transport,01/12/2023,4209273-83015,"£460,560.00",GO GATESHEAD LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430106,Rendered by Private Contractors,01/12/2023,4209273-83409,"£242,389.34",GO GATESHEAD LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,235005,Public Transport,01/12/2023,4209273-83455,"£40,280.00",GO GATESHEAD LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430106,Rendered by Private Contractors,01/12/2023,4209273-83564,"£131,066.30",GO GATESHEAD LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/12/2023,4209282-PIG_181206,"£1,000.00",HARBOUR COUNSELLING.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/12/2023,4209284-68466,"£9,238.70",HEALTHY BUILDINGS (IRELAND) T/A HBE.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/12/2023,4209286-10225,£789.00,HILLCREST AUTO ELECTRICS.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/12/2023,4209295-90034272,£614.82,INTEGRATED UTILITY SERVICES LTD.*
Neighbourhoods and Climate Change,Highways,Construction work A908,908105,Construction work,01/12/2023,4209298-28592,"£2,297.19",JACK COUPE & SONS LTD T/A COUPE LINE.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/12/2023,4209310-0113/00053945,"£1,200.50",JT DOVE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/12/2023,4209310-0213/01069406,£727.07,JT DOVE LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,338045,Services,01/12/2023,4209315-515895-08/11/2023,"£2,000.00",KINGS CHAMBERS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230012,Contract Hire,01/12/2023,4209316-3330/1,"£1,200.00",KINGSWAY CABS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,01/12/2023,4209317-IN-003968,"£3,000.00",KOGITAS (MCPC) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150005,Apportioned Exps of Operational Blds,01/12/2023,4209320-ARINV/00583490,"£4,995.00",LAMBERT SMITH HAMPTON.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209327-154634,£662.00,LIFTING & COOLING LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150005,Apportioned Exps of Operational Blds,01/12/2023,4209331-25385,£515.27,LOFTHOUSE & PARTNERS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150005,Apportioned Exps of Operational Blds,01/12/2023,4209331-25386,£515.27,LOFTHOUSE & PARTNERS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/12/2023,4209332-191767,"£2,520.00",LUCION ENVIRONMENTAL LLP LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,332047,Printing Stationery and Gen Off Exps,01/12/2023,4209334-6901774729,£618.40,LYRECO UK LTD.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,01/12/2023,4209337-12661089,"£2,046.00",MAINTEL EUROPE LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,01/12/2023,4209338-10156,"£9,946.71",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,01/12/2023,4209338-8095,"£1,785.30",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,01/12/2023,4209338-8106,"£9,713.48",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,01/12/2023,4209338-8122,"£3,589.58",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,01/12/2023,4209338-8123,"£1,923.26",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,01/12/2023,4209338-8124,"£10,002.50",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,01/12/2023,4209338-8125,"£10,210.90",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440047,Other third party payments E440,01/12/2023,4209338-9262,"£1,428.00",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/12/2023,4209340-4223,£500.00,MARK & JOHN CHISHOLM T/A (CHEVRON).
Children and Young Peoples Services,Head of Education and Skills,Transport,230007,Contract Hire,01/12/2023,4209340-5209/2023,"£2,034.09",MARK & JOHN CHISHOLM T/A (CHEVRON).
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,364501,Grants to Voluntary Organisations,01/12/2023,4209363-1179,£790.00,NEXT2MOVE SALES & LETTINGS LTD.
Neighbourhoods and Climate Change,Highways,Construction work A908,908203,Capital - Public Utilities - Water Services,01/12/2023,4209367-915562812,"£1,338.00",NORTHUMBRIAN WATER LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-86,£937.44,OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-87,£869.75,OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-88,"£1,192.50",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-89,"£1,114.92",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-90,£973.88,OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-91,"£1,207.80",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-92,"£1,184.85",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-93,"£1,192.50",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-94,"£1,117.44",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-95,£759.50,OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-96,"£1,210.05",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-97,"£1,138.50",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-98,£840.75,OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12320-99,"£1,092.00",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12580-01,"£1,189.80",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12580-02,"£1,138.50",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12580-03,£656.97,OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12580-04,£759.50,OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12580-05,"£1,209.60",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12580-06,"£1,207.80",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12580-07,£912.00,OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12580-08,"£1,292.38",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12580-09,"£1,174.50",OPUS BUILDING SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209372-12580-10,"£1,246.95",OPUS BUILDING SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Transport,210057,Repair and Maintenance of Vehicles,01/12/2023,4209376-24970003,£663.16,PARTSPLUS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/12/2023,4209377-F321-OCT23,"£4,557.54",PB PRIVATE HIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/12/2023,4209377-W179-OCT23,"£3,299.90",PB PRIVATE HIRE.
Resources BK0010,Transactional & Customer Services,Supplies and Services,304259,Equipment and Materials,01/12/2023,4209387-INV1165708,£966.55,POSTURITE (UK) LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/12/2023,4209394-15397,"£22,574.91",QUANTUM POWER CONNECTIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/12/2023,4209399-0000072624,"£1,995.80",RINNAI UK LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,01/12/2023,4209408-SINV113240,"£6,323.30",SALIX RIVER & WETLAND SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,338005,Services,01/12/2023,4209409-2772,£723.00,SANDERSON WEATHERALL LLP.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Supplies and Services,364501,Grants to Voluntary Organisations,01/12/2023,4209412-CARPETS/131123,£500.00,SC CARPETS.
Chief Executives Office,Communications Management,Supplies and Services,332029,Printing Stationery and Gen Off Exps,01/12/2023,4209424-27146,£635.00,SIMPLY STRIPES (THE SIGNMAKERS) LTD.
Neighbourhoods and Climate Change,Partnerships & Community Engagement Div.,Supplies and Services,384086,Miscellaneous Expenses,01/12/2023,4209428-VOUCHER22NB-BASH022,"£2,500.00",SOUTH DURHAM ENTERPRISE AGENCY LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Supplies and Services,342215,Computers and Communications,01/12/2023,4209433-135270,"£1,995.00",STANDING STONE DRAWING OFFICE SUPPLIES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304252,Equipment and Materials,01/12/2023,4209436-V14I004570,"£1,282.35",STANNERS EQUIPMENT LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209438-NOV114/STL23,£534.00,STL CABS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209438-NOV126/STL23,£790.00,STL CABS LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Transport,230005,Contract Hire,01/12/2023,4209438-NOV55/STL23,£784.00,STL CABS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209438-NOV58/STL23,£772.00,STL CABS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209438-NOV72/STL23,£534.00,STL CABS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209438-NOV79/STL23,£558.00,STL CABS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209438-NOV81/STL23,£572.00,STL CABS LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Transport,230005,Contract Hire,01/12/2023,4209438-NOV85/STL23,£696.00,STL CABS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,01/12/2023,4209438-NOV97/STL23,£766.00,STL CABS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304337,Equipment and Materials,01/12/2023,4209444-SWINV094711,£970.65,SWIM ENGLAND TRADING LTD.*
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,01/12/2023,4209445-147225,£915.16,SWITCHSHOP LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/12/2023,4209446-1099084,"£6,637.62",T CROSSLING & CO LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/12/2023,4209446-1099325,£719.60,T CROSSLING & CO LTD.
