Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/02/2024,4230289-28594,œ820.26,JACK COUPE & SONS LTD T/A COUPE LINE.
Neighbourhoods and Climate Change,Environmental Services,Stock A926,926900,Stock in hand-Inventory system,01/02/2024,4230299-SI02-0408446,"œ2,148.10",KILLGERM CHEMICALS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/02/2024,4230305-311683,"œ1,769.90",LEXTOX.
Adult and Health Services,Head of Adults,Third Party Payments,472101,Purchase of Care,01/02/2024,4230313-RES-01-2024-436,"œ2,040.40",MAJOR RECRUITMENT LTD.*
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,430100,Rendered by Private Contractors,01/02/2024,4230318-AW1130,"œ7,400.25",MBC ARTS WELLBEING CIC.
Resources BK0010,Legal & Democratic Services,Supplies and Services,352001,Conference Expenses,01/02/2024,4230332-2024/7,œ520.00,NATIONAL ASSOCIATION OF COUNCILLORS.*
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,440999,Other third party payments E440,01/02/2024,4230334-61897,"œ3,678.01",NATIONAL YOUTH ADVOCACY SERVICE.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/02/2024,4230335-47895,"œ1,853.00",NE & C WINDOWS & DOORS LTD.
Resources BK0010,Digital Services,Supplies and Services,304303,Equipment and Materials,01/02/2024,4230339-SI-5940,"œ6,380.50",NEWLANDMEDIA LTD.
Adult and Health Services,Commissioning inc Supporting People,Third Party Payments,440999,Other third party payments E440,01/02/2024,4230341-RES-01-2024-435,"œ87,430.00",NHS NORTH EAST & NORTH CUMBRIA ICB.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/02/2024,4230348-45614,"œ2,734.20",OAKLEA TRUST.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,01/02/2024,4230353-2023/24-27A,"œ4,999.00",ORCHESTRAS LIVE.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304999,Equipment and Materials,01/02/2024,4230354-OASI0089958,œ727.44,ORIGIN AMENITY SOLUTIONS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/02/2024,4230363-6660,"œ6,990.67",PINKNEY BUILDING CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/02/2024,4230363-6661,"œ8,230.75",PINKNEY BUILDING CONTRACTORS LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/02/2024,4230365-77002824,œ879.67,POTENSIAL LTD T/A POTENS.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/02/2024,4230365-77002825,œ710.51,POTENSIAL LTD T/A POTENS.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/02/2024,4230368-180589,"œ47,798.50",PREMIER TRAFFIC MANAGEMENT LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/02/2024,4230368-180734,"œ12,408.60",PREMIER TRAFFIC MANAGEMENT LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,01/02/2024,4230369-6856,"œ1,020.00",PRICE TRAINING LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,01/02/2024,4230374-51821981,œ907.32,PROTOCOL EDUCATION LTD.*
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,01/02/2024,4230374-51823941,œ907.32,PROTOCOL EDUCATION LTD.*
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,01/02/2024,4230374-51825896,œ680.49,PROTOCOL EDUCATION LTD.*
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,01/02/2024,4230374-51827886,œ907.32,PROTOCOL EDUCATION LTD.*
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,01/02/2024,4230374-51829835,œ907.32,PROTOCOL EDUCATION LTD.*
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,01/02/2024,4230374-51831787,œ907.32,PROTOCOL EDUCATION LTD.*
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,410037,Rendered by Other Local Authorities,01/02/2024,4230374-51833524,œ907.32,PROTOCOL EDUCATION LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,01/02/2024,4230375-23408/1,œ721.64,PSYCHREP UK LTD.
Adult and Health Services,Public Health CC0450,Premises,145009,Cleaning and Domestic Supplies,01/02/2024,4230376-INV-6948,"œ1,498.38",QUALITY CLEANING SERVICES (NORTHERN) LTD.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/02/2024,4230377-SI-22223,"œ1,520.00",RAPID MINIBUSES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/02/2024,4230377-SI-22224,"œ2,764.91",RAPID MINIBUSES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/02/2024,4230377-SI-22225,"œ1,430.08",RAPID MINIBUSES.
Regeneration Economy and Growth,Business Durham,Construction work A908,908105,Construction work,01/02/2024,4230387-24070020,"œ33,558.41",ROBERTSON CAPITAL PROJECTS.
Resources BK0010,Digital Services,Supplies and Services,342033,Computers and Communications,01/02/2024,4230391-INV-24010009,"œ4,175.00",SAPPHIRE TECHNOLOGIES LTD.*
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,01/02/2024,4230396-1WHGP7W2023-12-31,"œ1,502.49",SH24 CIC.
Neighbourhoods and Climate Change,Environmental Services,Transport,230720,Contract Hire,01/02/2024,4230399-220/24/0013335,"œ1,720.00",SIEMENS FINANCIAL SERVICES LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,372009,Subscriptions E372,01/02/2024,4230400-13447,"œ2,550.00",SIGNIS LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,430100,Rendered by Private Contractors,01/02/2024,4230402-4100859762/2,œ657.80,SMARTT NORTH EAST LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,324117,Provisions E324,01/02/2024,4230405-0000102595,"œ1,042.00",SNOWSHOCK LTD.
Adult and Health Services,Head of Adults,Third Party Payments,478151,Purchase of Care,01/02/2024,4230407-0000017152,"œ8,937.48",ST ANNES COMMUNITY SERVICES.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,440046,Other third party payments E440,01/02/2024,4230410-2521,"œ10,920.00",STAFF POWER GROUP LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/02/2024,4230415-45671,œ674.88,STONEGRAVE AGGREGATES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/02/2024,4230420-147966,"œ1,977.20",SWITCHSHOP LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,425005,Rendered by Voluntary Organisations,01/02/2024,4230421-1747,"œ10,742.52",TALBOT HOUSE TRUST NORTH EAST.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,425005,Rendered by Voluntary Organisations,01/02/2024,4230421-1748,"œ8,053.02",TALBOT HOUSE TRUST NORTH EAST.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,425005,Rendered by Voluntary Organisations,01/02/2024,4230421-1749,"œ8,629.94",TALBOT HOUSE TRUST NORTH EAST.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,486044,Service level agreements E486,01/02/2024,4230424-4810023453,"œ18,059.16",TEES ESK & WEAR VALLEYS NHS FOUNDATION TRUST.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,486044,Service level agreements E486,01/02/2024,4230424-4810023634,"œ18,059.16",TEES ESK & WEAR VALLEYS NHS FOUNDATION TRUST.
Neighbourhoods and Climate Change,Highways,Supplies and Services,336005,Advertising E336,01/02/2024,4230425-19296,œ612.00,TEESDALE MERCURY LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,352001,Conference Expenses,01/02/2024,4230431-10/04/2024,"œ1,927.50",THE DURHAM CENTRE LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/02/2024,4230439-311673/INVGR717,œ720.00,TRINITY CHAMBERS.
Neighbourhoods and Climate Change,Highways,Fees,901002,Consultants fees 901002,01/02/2024,4230443-10888750,"œ32,000.00",UNIVERSITY OF TEESSIDE.
Dedicated Schools Grant BG0015,DSG High Needs Block,Supplies and Services,304259,Equipment and Materials,01/02/2024,4230445-OP/1209064,œ692.00,VIDA GLOBAL T/A JAMES LECKEY DESIGN LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,338043,Services,01/02/2024,4230447-915204,"œ3,267.50",WARD HADAWAY SOLICITORS.
Neighbourhoods and Climate Change,Highways,Supplies and Services,338027,Services,01/02/2024,4230448-3176367,"œ4,850.00",WATERMAN INFRASTRUCTURE & ENVIRONMENT LTD.
Neighbourhoods and Climate Change,Environmental Services,Premises,135005,Water Services,01/02/2024,4230450-3149281900112935736,œ716.88,WAVE (AWBN).
Children and Young Peoples Services,Head of Education and Skills,Transport,230005,Contract Hire,01/02/2024,4230452-19580,"œ2,999.00",WEARDALE MOTOR SERVICES LTD.
Adult and Health Services,Central/Other,Supplies and Services,338043,Services,01/02/2024,4230453-02218297,"œ2,384.00",WEIGHTMANS LLP.
Adult and Health Services,Head of Adults,Supplies and Services,384197,Miscellaneous Expenses,01/02/2024,4230457-STORAGENOV23-FEB24,œ900.00,WOODS REMOVALS TEESSIDE LTD.
Regeneration Economy and Growth,Economic Development,Supplies and Services,384700,Miscellaneous Expenses,01/02/2024,4230459-RES-02-2024-027,"œ1,816.44",WOVEN RETAIL LTD.
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338027,Services,01/02/2024,4230177-9/2023,"œ1,006.25",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Premises,145009,Cleaning and Domestic Supplies,01/02/2024,4230226-1073,œ895.00,REDACTED - PAYMENT TO INDIVIDUAL
Resources BK0010,Legal & Democratic Services,Supplies and Services,338105,Services,01/02/2024,4230237-012-2023-POL,œ526.00,REDACTED - PAYMENT TO INDIVIDUAL
Resources BK0010,HR & Employee Services,Supplies and Services,352001,Conference Expenses,01/02/2024,4230249-INV-0391,"œ1,000.00",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304999,Equipment and Materials,01/02/2024,4230280-17542,"œ1,720.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care - Excluded Services,Supplies and Services,352001,Conference Expenses,01/02/2024,4230297-4100830294,œ800.00,REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,01/02/2024,4230298-2023-1486B,"œ16,740.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/02/2024,4230325-285,œ844.02,REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/02/2024,4230327-M013/1,"œ2,394.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/02/2024,4230327-M013/2,"œ2,772.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/02/2024,4230327-M013/3,"œ2,660.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/02/2024,4230327-M013/4,"œ1,820.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,338027,Services,01/02/2024,4230337-021,"œ1,400.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384700,Miscellaneous Expenses,01/02/2024,4230218-NEI-HCL-01-2024-023,œ500.00,CONSETT AFC JUNIORS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230013,Contract Hire,01/02/2024,4230169-0337,"œ1,728.30",REDACTED - PAYMENT TO INDIVIDUAL
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,384199,Miscellaneous Expenses,02/02/2024,4230473-0900000381-048A,"œ42,312.23",AIRWAVE SOLUTIONS LTD.
Regeneration Economy and Growth,Planning & Housing,Third Party Payments,440999,Other third party payments E440,02/02/2024,4230473-0900000381-048B,"œ2,142.12",AIRWAVE SOLUTIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,02/02/2024,4230477-SI30139,œ900.00,AMBIC LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,02/02/2024,4230488-JAN2024TOPUP/17,œ601.00,BARBARA PRIESTMAN ACADEMY.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,02/02/2024,4230491-JAN2024TOPUP/6,"œ8,544.00",BISHOP AUCKLAND COLLEGE.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,02/02/2024,4230493-JAN2024TOPUP/13,œ981.00,BISHOP WILKINSON CATHOLIC EDUCATION TRUST.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,02/02/2024,4230496-22SI2296778,"œ1,256.00",BRENNTAG UK LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338364,Services,02/02/2024,4230505-93771,œ705.17,CARE ABILITY HEALTHCARE LTD.
Adult and Health Services,Head of Adults,Supplies and Services,338364,Services,02/02/2024,4230505-93772,œ705.17,CARE ABILITY HEALTHCARE LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,02/02/2024,4230506-JAN2024TOPUP/18,œ508.00,CATCH 22.*
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,02/02/2024,4230507-JAN2024TOPUP/16,"œ1,641.00",CATCOTE ACADEMY.
Regeneration Economy and Growth,Transport and Contract Services,Premises,108099,Service Repairs and Maintenance,02/02/2024,4230508-12280,œ629.00,CATHEDRAL LOCK & SAFE SERVICES LTD.
Regeneration Economy and Growth,Transport and Contract Services,Premises,108099,Service Repairs and Maintenance,02/02/2024,4230508-12281,œ903.65,CATHEDRAL LOCK & SAFE SERVICES LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,02/02/2024,4230508-12292,œ737.11,CATHEDRAL LOCK & SAFE SERVICES LTD.
Regeneration Economy and Growth,Business Durham,Premises,108099,Service Repairs and Maintenance,02/02/2024,4230508-12324,œ680.00,CATHEDRAL LOCK & SAFE SERVICES LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,02/02/2024,4230508-12339,œ551.85,CATHEDRAL LOCK & SAFE SERVICES LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,106082,Centrally Controlled Rep and Maint,02/02/2024,4230508-12342,"œ1,297.68",CATHEDRAL LOCK & SAFE SERVICES LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,02/02/2024,4230510-120439,œ710.00,CG ROBINSON & SONS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Construction work A908,908105,Construction work,02/02/2024,4230516-0000021183,"œ239,412.23",CLADE ENGINEERING SYSTEMS LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,02/02/2024,4230529-117091,œ662.20,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Children and Young Peoples Services,Head of Childrens Social Care,Transport,230005,Contract Hire,02/02/2024,4230529-117092,œ927.08,CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,02/02/2024,4230533-JAN2024TOPUP/9,"œ1,159.00",DARLINGTON COLLEGE.
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,02/02/2024,4230539-7402975591,œ698.25,DELL COMPUTER CORPORATION LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,02/02/2024,4230541-386559/INVCMC599,"œ1,250.00",DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,02/02/2024,4230541-393442/INVEMC647,œ775.00,DERE STREET BARRISTERS.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,02/02/2024,4230546-JAN2024TOPUP/4,"œ1,826.00",DURHAM UTC LTD (UNIVERSITY TECHNICAL COLLEGE).
Dedicated Schools Grant BG0015,DSG High Needs Block,Supplies and Services,384302,Miscellaneous Expenses,02/02/2024,4230547-0000054575,"œ20,000.00",EAST DURHAM COLLEGE.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,02/02/2024,4230547-JAN2024TOPUP/1,"œ34,063.00",EAST DURHAM COLLEGE.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,02/02/2024,4230551-JAN2024TOPUP/2,"œ3,500.00",EDUCATION VILLAGE ACADEMY TRUST LTD.*
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,02/02/2024,4230564-109022,"œ1,038.00",FORENSIC TESTING SERVICE LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338044,Services,02/02/2024,4230564-109393,œ605.40,FORENSIC TESTING SERVICE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304357,Equipment and Materials,02/02/2024,4230570-DCCAGREED070124,"œ19,093.66",GAP GROUP LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,02/02/2024,4230574-82476,"œ2,780.00",GEORGE VARDY HAULAGE.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,02/02/2024,4230574-82477,"œ1,430.00",GEORGE VARDY HAULAGE.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,02/02/2024,4230574-82486,œ530.00,GEORGE VARDY HAULAGE.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,02/02/2024,4230574-82487,"œ1,850.00",GEORGE VARDY HAULAGE.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,145023,Cleaning and Domestic Supplies,02/02/2024,4230578-06/254634,"œ1,002.48",GREENHAM TRADING LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,145023,Cleaning and Domestic Supplies,02/02/2024,4230578-06/254635,œ670.01,GREENHAM TRADING LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,02/02/2024,4230581-IN122163,"œ8,926.46",HILL & SMITH LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Premises,106082,Centrally Controlled Rep and Maint,02/02/2024,4230583-7081070283,œ522.57,HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,108099,Service Repairs and Maintenance,02/02/2024,4230583-7081070602,"œ5,361.47",HONEYWELL NOVAR SYSTEMS LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,02/02/2024,4230585-JAN2024TOPUP/8,"œ31,297.00",HOPE WOOD ACADEMY.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/02/2024,4230587-A38/0177304,"œ2,519.34",HOWDENS JOINERY LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,02/02/2024,4230587-A38/0177305,"œ2,519.34",HOWDENS JOINERY LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Third Party Payments,440080,Other third party payments E440,02/02/2024,4230589-JAN2024TOPUP/3,"œ9,738.00",HUMANKIND CHARITY.
Neighbourhoods and Climate Change,Environmental Services,Premises,108099,Service Repairs and Maintenance,02/02/2024,4230590-22283,"œ3,050.00",HYGIENIC CLEANING COMPANY (UK) LTD.
