Service Area,Service Division,Expense Type,Expense Code,Detailed Expense Type,Payment Date,Transaction Number,Amount Exc VAT,Supplier Name
Children and Young Peoples Services,Head of Education and Skills,Supplies and Services,384199,Miscellaneous Expenses,01/09/2023,4175345-CW873,"œ2,010.00",CAREERWAVE LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,01/09/2023,4175352-INV002-JUL23,œ977.71,CONSETT EXECUTIVE CABS.
Non-Service Specific,Insurances,Expenditure 8INSEX,810001,Insurance Expenditure,01/09/2023,4175353-GVPA1000334,"œ69,197.00",CRAWFORD & COMPANY ADJUSTERS (UK) LTD T/A BROADSPIRE.
Children and Young Peoples Services,Head of Education and Skills,Transport,230006,Contract Hire,01/09/2023,4175354-116299,"œ4,320.00",CROFT BUSINESS SERVICES LTD T/A CROFT TRAVEL.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-374844/INVNR299,œ875.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-376152/INVRC142,"œ2,150.00",DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-376156/INVRC143,œ625.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-379430/INVAD0200,"œ2,150.00",DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-379433/INVNR301,œ875.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-382066/INVVK78,"œ1,400.00",DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-383507/INVRC145,œ725.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-386818/INVEI115,œ725.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-388392/INVNR302,œ775.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-388444/INVRC147,œ625.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-388926/INVJAH251,œ625.00,DERE STREET BARRISTERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175358-389362/INVRC151,"œ1,350.00",DERE STREET BARRISTERS.
Children and Young Peoples Services,Head of Education and Skills,Fees,901002,Consultants fees 901002,01/09/2023,4175359-64027472A,"œ3,608.55",DESCO (DESIGN & CONSULTANCY) LTD.
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,338099,Services,01/09/2023,4175367-HIREJULY23,œ945.00,DURHAM ST NICHOLAS PCC.
Regeneration Economy and Growth,Business Durham,Premises,120009,Energy Costs,01/09/2023,4175370-000016383866,"œ5,341.08",EDF ENERGY CUSTOMERS PLC T/A EDF ENERGY.
Regeneration Economy and Growth,Business Durham,Premises,120009,Energy Costs,01/09/2023,4175370-000016385522,"œ11,758.45",EDF ENERGY CUSTOMERS PLC T/A EDF ENERGY.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175371-059-321956,œ589.20,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175371-059-323401,œ688.82,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175371-059-323447,"œ1,888.48",EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175371-059-323449,œ890.62,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175371-059-323467,œ889.58,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175371-059-323472,œ810.82,EDMUNDSON ELECTRICAL LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,364501,Grants to Voluntary Organisations,01/09/2023,4175377-IR7782,"œ1,056.76",FRAMPTON & ROEBUCK LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430106,Rendered by Private Contractors,01/09/2023,4175379-82891,"œ240,249.51",GO GATESHEAD LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/09/2023,4175385-7081041562,"œ1,608.67",HONEYWELL NOVAR SYSTEMS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,106082,Centrally Controlled Rep and Maint,01/09/2023,4175385-7081042294,"œ1,300.86",HONEYWELL NOVAR SYSTEMS LTD.
Adult and Health Services,Head of Adults,Premises,106082,Centrally Controlled Rep and Maint,01/09/2023,4175385-7081043578,"œ2,380.43",HONEYWELL NOVAR SYSTEMS LTD.
Children and Young Peoples Services,Head of Education and Skills,Transport,230005,Contract Hire,01/09/2023,4175388-1168,œ564.00,I & R EXECUTIVE TRAVEL.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175389-400050146,"œ29,406.55",ICL UK SALES LTD (CLEVELAND POTASH LTD).
Resources BK0010,Digital Services,Stock A926,926900,Stock in hand-Inventory system,01/09/2023,4175390-2100582750,œ776.90,INSIGHT DIRECT (UK) LTD.
Resources BK0010,Digital Services,Vehicles Equipment Furniture and Fittings,912701,Computer equipment,01/09/2023,4175390-2100680181,œ540.40,INSIGHT DIRECT (UK) LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/09/2023,4175391-899950,"œ2,656.00",INSTARMAC GROUP PLC.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/09/2023,4175392-0988,"œ2,967.51",JACKSON`S TAXI.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/09/2023,4175396-25146,"œ3,105.00",JD`S PRIVATE HIRE DURHAM.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/09/2023,4175396-CLS078-1,œ560.00,JD`S PRIVATE HIRE DURHAM.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/09/2023,4175398-32435,œ925.00,JOHN R BUTTERFIELD LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/09/2023,4175398-32444,œ562.00,JOHN R BUTTERFIELD LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/09/2023,4175398-32456,"œ1,249.50",JOHN R BUTTERFIELD LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430127,Rendered by Private Contractors,01/09/2023,4175402-6618,"œ8,225.00",JR TIPLADY (AGRICULTURAL CONTRACTOR).
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/09/2023,4175403-0113/00050185,"œ2,524.80",JT DOVE LTD.
Regeneration Economy and Growth,Planning & Housing,Supplies and Services,338045,Services,01/09/2023,4175408-502271/AUGUST23,"œ1,750.00",KINGS CHAMBERS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230005,Contract Hire,01/09/2023,4175409-4119,œ720.00,L&D TAXIS NE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150005,Apportioned Exps of Operational Blds,01/09/2023,4175412-24692,œ515.27,LOFTHOUSE & PARTNERS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,150005,Apportioned Exps of Operational Blds,01/09/2023,4175412-24693,œ515.27,LOFTHOUSE & PARTNERS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,332047,Printing Stationery and Gen Off Exps,01/09/2023,4175413-6901740577,œ798.47,LYRECO UK LTD.
Regeneration Economy and Growth,Transport and Contracted Services,Third Party Payments,430108,Rendered by Private Contractors,01/09/2023,4175421-1800011980386,"œ49,637.35",NEWCASTLE UPON TYNE CITY COUNCIL.
Neighbourhoods and Climate Change,Community Protection,Supplies and Services,384540,Miscellaneous Expenses,01/09/2023,4175422-43327851,"œ1,680.77",NEWSQUEST (YORKSHIRE & NORTH EAST) LTD.
Children and Young Peoples Services,Head of Education and Skills,Third Party Payments,440999,Other third party payments E440,01/09/2023,4175425-0000065192,"œ2,413.17",NORTH EAST AUTISM SOCIETY.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,01/09/2023,4175429-OASI0073795,"œ2,416.50",ORIGIN AMENITY SOLUTIONS LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175429-OASI0073798,œ846.10,ORIGIN AMENITY SOLUTIONS LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384237,Miscellaneous Expenses,01/09/2023,4175430-27343,"œ3,438.75",PA PROMOTIONS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175432-DT210916,œ581.28,PARK ELECTRICAL DISTRIBUTORS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/09/2023,4175437-17083,œ600.00,PREMIER CELL FIT T/A LIVEWIRE GATES & DOORS.
Neighbourhoods and Climate Change,Environmental Services,Premises,106082,Centrally Controlled Rep and Maint,01/09/2023,4175437-17092,œ550.00,PREMIER CELL FIT T/A LIVEWIRE GATES & DOORS.
Children and Young Peoples Services,Head of Education and Skills,Transport,230010,Contract Hire,01/09/2023,4175440-SI-2750,"œ2,005.24",PTL TAXIS LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,01/09/2023,4175442-21077,"œ2,065.00",RADECAL SIGNS GRAPHICS & ADVERTISING.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/09/2023,4175443-SI-22168,"œ2,604.00",RAPID MINIBUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230008,Contract Hire,01/09/2023,4175443-SI-22169,"œ1,830.92",RAPID MINIBUSES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/09/2023,4175443-SI-22170,"œ3,090.69",RAPID MINIBUSES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/09/2023,4175443-SI-22173,"œ1,680.00",RAPID MINIBUSES.
Children and Young Peoples Services,Head of Education and Skills,Transport,230016,Contract Hire,01/09/2023,4175443-SI-22174,œ597.28,RAPID MINIBUSES.
Adult and Health Services,Head of Adults,Transport,230005,Contract Hire,01/09/2023,4175443-SIK-22172,"œ1,582.68",RAPID MINIBUSES.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/09/2023,4175445-2023-267,"œ1,460.60",REVINSON FIRE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Premises,108099,Service Repairs and Maintenance,01/09/2023,4175445-2023-268,"œ3,915.52",REVINSON FIRE LTD.
Children and Young Peoples Services,Head of Education and Skills,Premises,108099,Service Repairs and Maintenance,01/09/2023,4175446-IR0128826,œ991.94,RIGHTMOVE GROUP LTD.
Resources BK0010,Transactional & Customer Services,Supplies and Services,340001,Postages E340,01/09/2023,4175449-9068170316,"œ22,001.40",ROYAL MAIL GROUP PLC.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,304259,Equipment and Materials,01/09/2023,4175451-17061,"œ1,824.00",SAFE SECURE LOCKER SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,338078,Services,01/09/2023,4175452-18240,"œ1,284.00",SAFEGUARD SECURITY (NE) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,338078,Services,01/09/2023,4175452-18241,œ588.80,SAFEGUARD SECURITY (NE) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,338078,Services,01/09/2023,4175452-18409,"œ1,391.00",SAFEGUARD SECURITY (NE) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,338078,Services,01/09/2023,4175452-18410,œ768.00,SAFEGUARD SECURITY (NE) LTD.
Regeneration Economy and Growth,Business Durham,Premises,108099,Service Repairs and Maintenance,01/09/2023,4175452-18412,œ634.80,SAFEGUARD SECURITY (NE) LTD.
Chief Executives Office,Communications Management,Supplies and Services,332029,Printing Stationery and Gen Off Exps,01/09/2023,4175456-150047,œ715.00,STATEX PRESS (NORTHERN) LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175458-41715,œ542.96,STONEGRAVE AGGREGATES LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,486044,Service level agreements E486,01/09/2023,4175462-4810022776,"œ3,199.47",TEES ESK & WEAR VALLEYS NHS FOUNDATION TRUST.
Children and Young Peoples Services,Head of Childrens Social Care,Third Party Payments,486042,Service level agreements E486,01/09/2023,4175464-RINV/00010231,"œ3,250.00",THE FOSTERING NETWORK.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,328041,Clothing uniforms and laundry E328,01/09/2023,4175466-NSIN00098941,œ560.11,THOMAS OWEN & SONS (NEWCASTLE) LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/09/2023,4175466-NSIN00098946,œ505.23,THOMAS OWEN & SONS (NEWCASTLE) LTD.
Neighbourhoods and Climate Change,Highways,Third Party Payments,430100,Rendered by Private Contractors,01/09/2023,4175469-TRNE034690,"œ1,073.50",TOTAL RESOURCES (UK) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175470-11121546,œ786.38,TRADECHOICE DISTRIBUTION LTD.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175472-305541/INVLS236,"œ1,000.00",TRINITY CHAMBERS.
Resources BK0010,Legal & Democratic Services,Supplies and Services,338042,Services,01/09/2023,4175472-308732/INVJCT221,"œ1,040.00",TRINITY CHAMBERS.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175476-250026,"œ6,340.34",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175476-250027,œ921.62,TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175476-250028,"œ1,387.90",TYNEDALE ROADSTONE LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175476-250029,"œ1,603.56",TYNEDALE ROADSTONE LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,01/09/2023,4175477-04039101,"œ4,618.80",UK ELECTRIC LTD.*
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,01/09/2023,4175478-SI07540732,"œ1,510.09",UK PLUMBING SUPPLIES LTD T/A PLUMBASE.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,336007,Advertising E336,01/09/2023,4175480-1385,"œ2,710.00",UNSCRIPTED PHOTOGRAPHY.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/09/2023,4175481-52002,"œ4,820.00",W MARLEY AGRICULTURAL CONTRACTORS LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/09/2023,4175486-9470,œ550.00,YOULL CONSTRUCTION LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304358,Equipment and Materials,01/09/2023,4175486-9478,œ894.08,YOULL CONSTRUCTION LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,04/09/2023,4175565-INV32879,œ588.00,IMPACT PRODUCTIONS (MILTON KEYNES) LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,04/09/2023,4175633-NFRB486,"œ1,300.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,384500,Miscellaneous Expenses,04/09/2023,4175633-NFRB499,"œ1,090.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,372009,Subscriptions E372,04/09/2023,4175597-15210,œ520.00,NATIONAL PORTAGE ASSOCIATION.
Adult and Health Services,Head of Adults,Premises,145009,Cleaning and Domestic Supplies,04/09/2023,4175531-1038,"œ1,070.00",REDACTED - PAYMENT TO INDIVIDUAL
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,384199,Miscellaneous Expenses,04/09/2023,4175572-52/23,"œ3,250.00",REDACTED - PAYMENT TO INDIVIDUAL
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,338045,Services,04/09/2023,4175595-120473,"œ4,250.00",REDACTED - PAYMENT TO INDIVIDUAL
Adult and Health Services,Head of Adults,Supplies and Services,338089,Services,04/09/2023,4175528-MH-1,œ500.00,DANTRAIN CONSULTANTS.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,04/09/2023,4175625-120823,"œ4,140.00",R WEARMOUTH LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,04/09/2023,4175625-120823B,"œ2,030.00",R WEARMOUTH LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,04/09/2023,4175625-120823C,"œ1,800.00",R WEARMOUTH LTD.
Neighbourhoods and Climate Change,Highways,Stock A926,926900,Stock in hand-Inventory system,04/09/2023,4175638-IN1915,œ640.00,SEYMOUR (PLANT & EQUIPMENT) LTD.
Regeneration Economy and Growth,Corporate Property and Land,Supplies and Services,304221,Equipment and Materials,04/09/2023,4175642-1085576773,"œ1,256.40",STANNAH LIFT SERVICES LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,338066,Services,04/09/2023,4175662-263,"œ9,500.00",VINCENT MACLELLAN.
Adult and Health Services,Public Health CC0450,Third Party Payments,460803,Contract Payments,04/09/2023,4175489-INV-2259,"œ124,855.75",ABL HEALTH LTD.
Adult and Health Services,Head of Adults,Supplies and Services,342053,Computers and Communications,04/09/2023,4175490-1773496,"œ5,450.00",ACCESS UK LTD.
Dedicated Schools Grant BG0015,DSG High Needs Block,Central Support and Other Recharges,689988,Unclassified E690,04/09/2023,4175491-RES-09-2023-029,"œ4,456.00",ACORN CARE & EDUCATION LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Premises,108099,Service Repairs and Maintenance,04/09/2023,4175492-52980349,"œ88,264.29",ADT FIRE & SECURITY PLC.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,04/09/2023,4175493-424986842,œ509.45,AIR PRODUCTS PLC.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,04/09/2023,4175496-SI30101,"œ4,750.00",AMBIC LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,04/09/2023,4175496-SI30102,œ800.00,AMBIC LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,04/09/2023,4175498-INV-0107,"œ6,775.00",ARMIGER TIMBER FRAME LTD.
Neighbourhoods and Climate Change,Environmental Services,Supplies and Services,304259,Equipment and Materials,04/09/2023,4175499-924895,"œ1,200.49",ARNDALE GROUP OF COMPANIES.
Neighbourhoods and Climate Change,Environmental Services,Third Party Payments,430114,Rendered by Private Contractors,04/09/2023,4175504-509M00490,"œ115,631.68",BIFFA WASTE SERVICES LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Supplies and Services,372009,Subscriptions E372,04/09/2023,4175507-INV-13567,"œ1,004.55",BRAMBLE HUB LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,04/09/2023,4175510-0000308552,œ720.00,BROXAP LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,364359,Grants to Voluntary Organisations,04/09/2023,4175511-0000172093,"œ1,212.68",BUSY BEARS (DURHAM) LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,364359,Grants to Voluntary Organisations,04/09/2023,4175511-JULY-INVOICE-FOR-ERIN,"œ1,132.23",BUSY BEARS (DURHAM) LTD.
Children and Young Peoples Services,Head of Childrens Social Care,Supplies and Services,364359,Grants to Voluntary Organisations,04/09/2023,4175511-JULYINVOICEFORZAK,œ916.00,BUSY BEARS (DURHAM) LTD.
Children and Young Peoples Services,Head of Early Help Inclusion & Vulnerable Children.,Supplies and Services,342053,Computers and Communications,04/09/2023,4175512-1148211,œ608.28,BYTES SOFTWARE SERVICES LTD.
Regeneration Economy and Growth,Corporate Property and Land,Third Party Payments,430100,Rendered by Private Contractors,04/09/2023,4175513-11636,"œ1,068.38",CATHEDRAL LOCK & SAFE SERVICES LTD.
Neighbourhoods and Climate Change,Highways,Supplies and Services,304221,Equipment and Materials,04/09/2023,4175515-2321,"œ3,555.00",CIS STREET FURNITURE LTD.
Regeneration Economy and Growth,Culture Sport and Tourism,Premises,145023,Cleaning and Domestic Supplies,04/09/2023,4175516-CN30283291,œ790.92,CITRON HYGIENE UK LTD.
