Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,EA,03/06/2024,"EXP - PURCHASE OF GOODS/SERVICES - OTHER - FIXED PLANT - SERVICE, REPAIRS & SPARES",EA Ops-KSL-FCRM OPS East Kent-Field Stour,ECS ENGINEERING SERVICES LTD,1001531723,27191.40,Facilities-Building Operation-Electrical equipment maintenance or repair,NG17 2JW,CIS SUPPLIER,,ENV6005254R,Expense,646710631
DEFRA,EA,03/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - ADVISORY,EA Ops-COO-SPP-Learning and Development,ALEXANDER MANN SOLUTIONS LTD-2WM,1001531513,32499.00,Learning and Development-Learning-Learning - Unclassified,EC2N 3AQ,SUPPLIER,,ENVHOL&D00002,Expense,744492612
DEFRA,EA,03/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-CAFM-Commercial Services,TURNER & TOWNSEND PROJECT MANAGEMENT LTD,1001531783,42359.67,Professional Services-CCL-Consultancy-Consultancy-Unclassified,LS18 4GH,SUPPLIER,,,Expense,"764244132	"
DEFRA,EA,03/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-SE,ARCADIS LLP,1001531766,48092.62,Professional Services-CCL-Consultancy-Consultancy-Unclassified,EC3M 4BY,SUPPLIER,,,Expense,872799950
DEFRA,EA,03/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-HNL-Mgt,BAM NUTTALL LTD,1001531769,59873.37,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENV0002636C,Asset,GB340316204
DEFRA,EA,03/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-NW,AECOM LTD,1001531565,66063.29,Professional Services-CCL-Consultancy-Consultancy-Unclassified,E1 8FA,SUPPLIER,,,Expense,"611853162	"
DEFRA,EA,03/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-DCS-FCRM OPS-Field Central,KIER INTERGRATED SERVICES LTD,1001531728,66162.82,Professional Services Other-Technical Services-Civil engineering,M2 2EE,SUPPLIER,,ENVFRAINC013,Expense,1055 40018
DEFRA,EA,03/06/2024,"EXP - PURCHASE OF GOODS/SERVICES - OTHER - V&P, BOATS & AIRCRAFT - HIRE",EA Ops-COO-SFSO-DGFS-Mgt,NOVUNA VEHICLE SOLUTIONS,1001531719,75503.96,Fleet-Vehicle Hire and Lease-Vehicle leasing,BA14 8QU,SUPPLIER,,ENVHORES00187,Expense,GB 823824822
DEFRA,EA,03/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-NE,ARCADIS LLP,1001531766,84364.85,Professional Services-CCL-Consultancy-Consultancy-Unclassified,EC3M 4BY,SUPPLIER,,,Expense,872799950
DEFRA,EA,03/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-East,TURNER & TOWNSEND PROJECT MANAGEMENT LTD,1001531783,86749.63,Professional Services-CCL-Consultancy-Consultancy-Unclassified,LS18 4GH,SUPPLIER,,,Expense,"764244132	"
DEFRA,EA,03/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-SW,ARCADIS LLP,1001531766,90475.79,Professional Services-CCL-Consultancy-Consultancy-Unclassified,EC3M 4BY,SUPPLIER,,,Expense,872799950
DEFRA,EA,03/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-WMD-Mgt,JACKSON CIVIL ENGINEERING LTD,1001531572,92464.24,Professional Services Other-Technical Services-Civil engineering,IP1 5LT,CIS SUPPLIER,,ENV0003384C,Asset,904443249
DEFRA,EA,03/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-NE,TURNER & TOWNSEND PROJECT MANAGEMENT LTD,1001531783,95757.79,Professional Services-CCL-Consultancy-Consultancy-Unclassified,LS18 4GH,SUPPLIER,,,Expense,"764244132	"
DEFRA,EA,03/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-Mids,TURNER & TOWNSEND PROJECT MANAGEMENT LTD,1001531783,99876.33,Professional Services-CCL-Consultancy-Consultancy-Unclassified,LS18 4GH,SUPPLIER,,,Expense,"764244132	"
DEFRA,EA,03/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-THM-Mgt,CURRIE & BROWN UK LTD,1001531768,109803.94,Professional Services-CCL-Consultancy-Consultancy-Unclassified,EC1N 2PB,SUPPLIER,,ENVIMSE500260,Asset,737 6550 10
DEFRA,EA,03/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - LICENCES AND CONSENTS,EA Ops-COO-SFSO-Data Digital & IT,DEFRA,2001001674,114496.72,ICT-ICT Services-Data Software licences,NP10 8FZ,SUPPLIER,,ENVHOEV141505,Expense,888800181.
DEFRA,EA,03/06/2024,EXP - PURCHASE OF GOODS/SERVICES - VEHICLE MAINTENANCE,EA Ops-COO-SSO-DGFS-Holding Account,NOVUNA VEHICLE SOLUTIONS,1001531719,202731.65,Fleet-Fleet Management-Vehicle maintenance and repair services,BA14 8QU,SUPPLIER,,,Expense,GB 823824822
DEFRA,EA,03/06/2024,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,EA FINANCE-CORP FINANCE-FIN CONTROL,ALEXANDER MANN SOLUTIONS LTD-2WM,1001531513,260651.53,Professional Services - CCL-Contingent Labour-Temp clerical/admin assistance,EC2N 3AQ,SUPPLIER,,,Expense,744492612
DEFRA,EA,03/06/2024,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,EA FINANCE-CORP FINANCE-FIN CONTROL,ALEXANDER MANN SOLUTIONS LTD-2WM,1001531513,263535.97,Professional Services - CCL-Contingent Labour-Temp clerical/admin assistance,EC2N 3AQ,SUPPLIER,,,Expense,744492612
DEFRA,EA,03/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-WSX-Mgt,KIER INTERGRATED SERVICES LTD,1001531609,283057.97,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENV0000761C,Asset,1055 40018
DEFRA,EA,03/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER,EA Ops-COO-SSO-DGFS-Holding Account,BRIGGS MARINE CONTRACTORS LTD,1001531703,285767.86,Fleet-Fleet Management-Fleet Management Services,KY3 9AX,SUPPLIER,,,Expense,
DEFRA,EA,03/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-SSD-Mgt,VOLKERSTEVIN INFRASTRUCTURE LTD,1001531542,309844.38,Professional Services Other-Technical Services-Civil engineering,NW16AA,CIS SUPPLIER,,ENV0000692C,Expense,GB424894330
DEFRA,EA,03/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-WSX-Mgt,KIER INTERGRATED SERVICES LTD,1001531609,378849.24,Professional Services Other-Technical Services-Civil engineering,SG19 2BD,SUPPLIER,,ENV0001197C,Asset,1055 40018
DEFRA,EA,03/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-EMD-FCRM OPS South-Field Draycott,JACKSON CIVIL ENGINEERING LTD,1001531572,490028.55,Professional Services Other-Technical Services-Civil engineering,IP1 5LT,CIS SUPPLIER,,ENV6004922R,Expense,904443249
DEFRA,EA,04/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-NEA-Mgt,OVE ARUP & PARTNERS LTD,1001531909,27599.84,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENVIMNE640128,Expense,GB524461265
DEFRA,EA,04/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-YOR-Mgt,HALCROW GROUP LTD,1001531801,28320.98,Professional Services Other-Technical Services-Coastal engineering,WR5 2JG,SUPPLIER,,ENV0000300C,Expense,GB624 2989 20
DEFRA,EA,04/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-Mids,ARCADIS LLP,1001532187,29838.78,Professional Services-CCL-Consultancy-Consultancy-Unclassified,EC3M 4BY,SUPPLIER,,,Expense,872799950
DEFRA,EA,04/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - SECURITY SYSTEMS & MONITORING COSTS,EA Ops-WSX-FCRM OPS South-Field Avon & Stour,RELYON SERVICES LTD,1001531800,35478.00,Facilities-Security-Security guard services,BS35 4HQ,SUPPLIER,,,Expense,
DEFRA,EA,04/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-LNA-FCRM OPS W&N-Field Kettering,VEGETATION MANAGEMENT SERVICES LTD,1001531950,51817.68,Professional Services Other-Technical Services-Civil engineering,NN8 4HB,CIS SUPPLIER,,ENV6007051R,Expense,GB434697464
DEFRA,EA,04/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-NE,ARCADIS LLP,1001532187,54460.21,Professional Services-CCL-Consultancy-Consultancy-Unclassified,EC3M 4BY,SUPPLIER,,,Expense,872799950
DEFRA,EA,04/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-East,MOTT MACDONALD LTD,1001532190,56396.54,Professional Services-CCL-Consultancy-Consultancy-Unclassified,CR0 2EE,SUPPLIER,,,Expense,GB 523765636
DEFRA,EA,04/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-LNA-FCRM OPS W&N-Field Kettering,VEGETATION MANAGEMENT SERVICES LTD,1001531950,62868.00,Professional Services Other-Technical Services-Civil engineering,NN8 4HB,CIS SUPPLIER,,ENVFRA01S150,Expense,GB434697464
DEFRA,EA,04/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-WMD-Env Mgt WLB-GWCL West,INTEGRATED WATER SERVICES LTD,1001531854,70000.00,Construction-Construction Service Providers-Building and Construction and Maintenance Services,WS2 7PD,SUPPLIER,,ENVREMI000183,Expense,
DEFRA,EA,04/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-YOR-Mgt,BAM NUTTALL LTD,1001531866,70780.56,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENV0000570C,Expense,GB340316204
DEFRA,EA,04/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,EA Ops-KSL-Mgt,ARCADIS LLP,1001532187,75917.07,Professional Services-CCL-Consultancy-Consultancy-Unclassified,EC3M 4BY,SUPPLIER,,ENV7005105R,Expense,872799950
DEFRA,EA,04/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-WSX-Mgt,ATKINSRÉALIS UK LTD,1001531804,78584.86,Professional Services Other-Technical Services-Civil engineering,KT18 5BW,CIS SUPPLIER,,ENV0004369C,Asset,20986 1253
DEFRA,EA,04/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-East,TURNER & TOWNSEND PROJECT MANAGEMENT LTD,1001532191,78924.04,Professional Services-CCL-Consultancy-Consultancy-Unclassified,LS18 4GH,SUPPLIER,,,Expense,"764244132	"
DEFRA,EA,04/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-KSL-Mgt,VOLKERSTEVIN INFRASTRUCTURE LTD,1001531823,90144.45,Professional Services Other-Technical Services-Civil engineering,EN11 9BX,CIS SUPPLIER,,ENVIMSE100377,Asset,GB424894330
DEFRA,EA,04/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-WC-Mgt,ECS ENGINEERING SERVICES LTD,1001532234,96593.04,Construction-Construction Service Providers-Building and Construction and Maintenance Services,NG172JZ,CIS SUPPLIER,,ENV6006948R,Expense,646710631
DEFRA,EA,04/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,EA Ops-IM&R-DigiS-External Services,FUJITSU SERVICES LTD,1001532042,129155.60,ICT-IT Managed/Outsourced Services-IT service-Unclassified,B37 7YU,SUPPLIER,,,Expense,576983668
DEFRA,EA,04/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,EA Ops-KSL-FCRM-Mgt,ARCADIS LLP,1001532187,110063.80,Professional Services-CCL-Consultancy-Consultancy-Unclassified,EC3M 4BY,SUPPLIER,,ENVIMSE100382R,Expense,872799950
DEFRA,EA,04/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-LNA-FCRM OPS W&N-Field Kettering,VEGETATION MANAGEMENT SERVICES LTD,1001531950,133636.10,Professional Services Other-Technical Services-Civil engineering,NN8 4HB,CIS SUPPLIER,,ENV6007051R,Expense,GB434697464
DEFRA,EA,04/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-HNL-Mgt,ARCADIS LLP,1001532187,137089.25,Professional Services-CCL-Consultancy-Consultancy-Unclassified,EC3M 4BY,SUPPLIER,,ENVIMSE500156,Asset,872799950
DEFRA,EA,04/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-SSD-Mgt,PEVENSEY COASTAL DEFENCE LTD,1001531850,186286.64,Construction-Construction Service Providers-Building and Construction and Maintenance Services,PO15 5SS,CIS SUPPLIER,,ENVIMSO000584,Expense,754913805
DEFRA,EA,04/06/2024,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,EA FCRM Dir-AME-Asset Management Systems,AMX SOLUTIONS,1001532128,227284.16,ICT-IT Managed/Outsourced Services-Software Maintenance & Support,BS16 7FL,SUPPLIER,,,Expense,869799523
DEFRA,EA,04/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-KSL-Mgt,VOLKERSTEVIN INFRASTRUCTURE LTD,1001531823,1007114.07,Professional Services Other-Technical Services-Civil engineering,EN11 9BX,CIS SUPPLIER,,ENVIMSE100377,Asset,GB424894330
DEFRA,EA,05/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-WMD-Mgt,OVE ARUP & PARTNERS LTD,1001532322,25950.60,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0002928C,Expense,GB524461265
DEFRA,EA,05/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-YOR-Mgt,ARCADIS CONSULTING UK LTD,1001532368,28479.67,Professional Services Other-Technical Services-Coastal engineering,SW1P 1JA,SUPPLIER,,ENV0000660C,Expense,GB 8727 99950
DEFRA,EA,05/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-NEA-Mgt,OVE ARUP & PARTNERS LTD,1001532322,31050.06,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0005147C,Asset,GB524461265
DEFRA,EA,05/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - SECURITY SYSTEMS & MONITORING COSTS,EA Ops-KSL-FCRM TTD-MEICA Operations & Maintenance,SECURITY SERVICES GROUP,2001001675,31388.77,Facilities-Security-Security surveillance and detection,SN6 8LA,SUPPLIER,,ENVFRA16S090,Expense,888 8019 62
DEFRA,EA,05/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,EA E and B-Water-WR-Security of Supply,WATER RESEARCH CENTRE LTD,1001532278,34288.50,Professional Services - CCL-Consultancy-Technical Consultancy,SN5 8YF,SUPPLIER,,ENV6006976R,Expense,GB527180453
DEFRA,EA,05/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA Ops-RMC-Monitoring-Survey-AirContracts,NPL MANAGEMENT LTD,2001001676,45844.29,Professional Services Other-Environmental Services-Air pollution monitoring or measurement services,TW11 0LW,SUPPLIER,,,Expense,"GB200429166					"
DEFRA,EA,05/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,EA Ops-EMD-Mgt,OVE ARUP & PARTNERS LTD,1001532322,55998.44,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV7005788R,Expense,GB524461265
DEFRA,EA,05/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - FUEL,EA FCRM Dir-AME-Asset Operations and Improvements,CERTAS ENERGY UK LTD,1001532587,57817.80,Energy and Fuels-Fuel-Fuels,WA3 6XG,SUPPLIER,,ENV6006430R,Expense,84428 3419
DEFRA,EA,05/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-Mids,WSP UK LTD,1001532455,66116.01,Professional Services-CCL-Consultancy-Consultancy-Unclassified,WC2A 1AF,SUPPLIER,,,Expense,GB 905 0549 42
DEFRA,EA,05/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-SSD-Mgt,ONSITE CENTRAL LTD,1001532279,66150.00,Professional Services Other-Environmental Services-Environmental (Land Use & Biodiversity) Services,WR3 8TJ,CIS SUPPLIER,,ENV0005763C,Asset,918455404
DEFRA,EA,05/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-DCS-Mgt,DARTMOOR NATIONAL PARK AUTHORITY,1001532636,68898.61,Professional Services Other-Environmental Services-Flood protection or control services,TQ13 9JQ,LOCAL AUTHORITIES,,ENV0003080C,Expense,
DEFRA,EA,05/06/2024,"EXP - PURCHASE OF GOODS/SERVICES - OTHER - V&P, BOATS & AIRCRAFT - HIRE",EA Ops-COO-SFSO-DGFS-Mgt,NOVUNA VEHICLE SOLUTIONS,1001532364,167364.01,Fleet-Vehicle Hire and Lease-Vehicle leasing,BA14 8QU,SUPPLIER,,ENVHORES00187,Expense,GB 823824822
DEFRA,EA,05/06/2024,CA - PREPAYMENTS (NON-PFI) - LEASE CAR,EA Ops-COO-SFSO-DGFS-Planning & Performance,NOVUNA VEHICLE SOLUTIONS,1001532364,737210.46,Fleet-Vehicle Hire and Lease-Vehicle leasing,BA14 8QU,SUPPLIER,,,Asset,GB 823824822
DEFRA,EA,06/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-KSL-Mgt,PORT OF LONDON AUTHORITY,1001532922,25547.70,Professional Services Other-Environmental Services-Flood protection or control services,DA12 2BG,SUPPLIER,,ENVIMSE500075,Asset,GB 243633669
DEFRA,EA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,EA Ops-DCS-FCRM OPS-Field Central,ATKINSRÉALIS UK LTD,1001532926,25755.38,Professional Services Other-Technical Services-Civil engineering,KT18 5BW,CIS SUPPLIER,,ENVFRAINC013,Expense,20986 1253
DEFRA,EA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - VEHICLE MAINTENANCE,EA Ops-COO-SSO-DGFS-Holding Account,PLYMOUTH MARINE LTD,1001532891,26235.49,Fleet-Fleet Management-Vehicle maintenance and repair services,PL9 7HP,SUPPLIER,,,Expense,856027618
DEFRA,EA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA Ops-RMC-Monitoring-Survey-AirContracts,BUREAU VERITAS UK LTD,1001532940,34581.45,Professional Services Other-Environmental Services-Air pollution monitoring or measurement services,M22 5PR,SUPPLIER,,,Expense,725440254
DEFRA,EA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,EA Ops-RMC-Monitoring-Survey-AirContracts,RICARDO AEA LTD,1001532665,35018.34,Professional Services Other-Environmental Services-Air pollution monitoring or measurement services,OX11 0QJ,CIS SUPPLIER,,,Expense,GB 212 836524
DEFRA,EA,06/06/2024,"EXP - PURCHASE OF GOODS/SERVICES - OTHER - V&P, BOATS & AIRCRAFT - HIRE",EA Ops-COO-SFSO-DGFS-Mgt,ENTERPRISE RENT A CAR,1001532745,38621.80,Fleet-Vehicle Hire and Lease-Agriculture and Construction Plant and Vehicle Hire,BS99 7PP,SUPPLIER,,ENVHORES00187,Expense,215557314
DEFRA,EA,06/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-HNL-Mgt,FLOOD CONTROL NI LTD,1001532688,43326.85,Construction-Construction Service Providers-Building and Construction and Maintenance Services,BT19 7QT,SUPPLIER,,ENV0005539C,Expense,
DEFRA,EA,06/06/2024,Exp - Purchase Of Goods/Services - Contractors,EA Ops-DCS-FCRM OPS-Field Central,KIER INTERGRATED SERVICES LTD,1001532758,44041.90,Professional Services Other-Technical Services-Civil engineering,M2 2EE,SUPPLIER,,ENVFRAINC013,Expense,1055 40018
DEFRA,EA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,EA FCRM Dir-PMA-Portfolio Management Office,MOTT MACDONALD LTD,1001532784,46321.95,Professional Services Other-Technical Services-Coastal engineering,CR0 2EE,SUPPLIER,,ENVFCPNZ00230B00R,Expense,GB 523765636
DEFRA,EA,06/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-NW,TURNER & TOWNSEND PROJECT MANAGEMENT LTD,1001532785,51668.82,Professional Services-CCL-Consultancy-Consultancy-Unclassified,LS18 4GH,SUPPLIER,,,Expense,"764244132	"
DEFRA,EA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONSULTANCY - TECHNICAL,EA Ops-EMD-FCRM OPS South-Field Draycott,OVE ARUP & PARTNERS LTD,1001532944,54322.85,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV6004922R,Expense,GB524461265
DEFRA,EA,06/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-THM-Mgt,TURNER & TOWNSEND PROJECT MANAGEMENT LTD,1001532785,55222.97,Professional Services-CCL-Consultancy-Consultancy-Unclassified,LS18 4GH,SUPPLIER,,ENVIMSE500260,Asset,"764244132	"
DEFRA,EA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CONSUMABLES (LABS ONLY),EA Ops-RMC-Monitoring-Labs-Starcross Operational,VWR INTERNATIONAL LTD,1001532667,67966.69,Engineering Goods-Engineering Products and Equipment-Laboratory & Scientific Consumables & Equipment,LE17 4XN,SUPPLIER,,,Expense,
DEFRA,EA,06/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-East,MOTT MACDONALD LTD,1001532784,70887.76,Professional Services-CCL-Consultancy-Consultancy-Unclassified,CR0 2EE,SUPPLIER,,,Expense,GB 523765636
DEFRA,EA,06/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM DIR - MGT,THE NICHOLS GROUP LIMITED,1001532685,75600.00,Professional Services - CCL-Consultancy-Org & Change Man Consultancy,W1C 1AY,SUPPLIER,,,Expense,GB649224034
DEFRA,EA,06/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-LDN-Mgt,JACOBS UK LTD,1001532927,82401.44,Professional Services-CCL-Consultancy-Consultancy-Unclassified,G2 7HX,SUPPLIER,,ENV0004182C,Expense,GB624298920
DEFRA,EA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - PROFESSIONAL FEES,EA Ops-KSL-FCRM TTD-MEICA Operations & Maintenance,PORT OF LONDON AUTHORITY,1001532922,123189.20,Professional Services Other-Environmental Services-Flood protection or control services,DA12 2BG,SUPPLIER,,ENVFRA16S091,Expense,GB 243633669
DEFRA,EA,06/06/2024,PPE - POA & AUC (OWNED) - COST - O/BAL,EA Ops-HNL-Mgt,BAM NUTTALL LTD,1001532681,164553.76,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENVIMSE900047,Asset,GB340316204
DEFRA,EA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIS CAPGEMINI CONTRACT,EA FINANCE-CIS-SERV DEL,CAPGEMINI UK PLC,1001532941,378402.00,ICT-IT Managed/Outsourced Services-IT service-Unclassified,GU21 6DB,THIRD PARTY,,ENVCIS111923,Expense,GB232441107
DEFRA,EA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIS CAPGEMINI CONTRACT,EA FINANCE-CIS-SERV DEL,CAPGEMINI UK PLC,1001532941,618567.00,ICT-IT Managed/Outsourced Services-IT service-Unclassified,GU21 6DB,THIRD PARTY,,ENVCIS111923,Expense,GB232441107
DEFRA,EA,06/06/2024,"EXP - PURCHASE OF GOODS/SERVICES - OTHER - V&P, BOATS & AIRCRAFT - HIRE",EA Ops-COO-SSO-DGFS-Holding Account,SUNBELT RENTALS LTD,1001532879,723680.25,Fleet-Vehicle Hire and Lease-Agriculture and Construction Plant and Vehicle Hire,WA3 6YE,CIS SUPPLIER,,,Expense,
DEFRA,EA,07/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA FCRM Dir-MPPD-PCM-East,BAM NUTTALL LTD,1001533063,36636.94,Professional Services Other-Technical Services-Civil engineering,GU15 3XW,CIS SUPPLIER,,ENV0002364C,Expense,GB340316204
DEFRA,EA,07/06/2024,EXP EU CAPITAL GRANTS TO PTE SECTOR - PERS & NON PROFIT INSTIT'NS SERVING H'HOLD - CWEIY,EA Ops-LNA-Mgt,OVE ARUP & PARTNERS LTD,1001533011,41208.63,Professional Services Other-Technical Services-Civil engineering,NE1 3PL,SUPPLIER,,ENV0002759C,Expense,GB524461265
DEFRA,EA,07/06/2024,Exp - Purchase Of Goods/Services - Consultancy,EA FCRM Dir-MPPD-PCM-NE,TURNER & TOWNSEND PROJECT MANAGEMENT LTD,1001533092,42971.25,Professional Services-CCL-Consultancy-Consultancy-Unclassified,LS18 4GH,SUPPLIER,,,Expense,"764244132	"
DEFRA,EA,07/06/2024,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,EA FCRM Dir-PMA-Portfolio Management Office,ESRI UK LTD,1001533064,43356.53,ICT-Software-Business function specific software,HP21 7QG,SUPPLIER,,,Expense,787430791
DEFRA,EA,07/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - POLLUTION - CLEAN UP MATERIALS,EA Ops-KSL-Env Mgt SLN-Land & Water,AMBIPAR RESPONSE LTD,1001533213,48080.49,Operational Goods-Environmental Goods-Pollution Cleanup Materials,CM19 5TH,SUPPLIER,,,Expense,307092129
