Auth,Proclass,Supplier,Date,Dept,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Truly Timeless Care Ltd,45103,Children & Young People,8175
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Truly Timeless Care Ltd,45103,Children & Young People,8208.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,UK Fostering Ltd,45098,Children & Young People,1524.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Woodlands Ltd,45099,Children & Young People,20025
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Woodlands Ltd,45078,Children & Young People,20692.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Foster Care Associates Ltd - CLOSED,45096,Corporate Core Finance,726.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Bury Parish Church,45078,Corporate Core Services,1170.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fair Futures CIC,45090,Corporate Core Services,12960
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Counselling and Family Centre,45090,Corporate Core Services,504
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),518
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),520.27
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),523.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),527.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),528.85
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),531.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),532.35
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),541.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),559.57
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),561.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),562.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),564.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),586.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),600.69
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),605.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),606.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),606.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),607.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),608.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),609.35
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),618.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),626.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),628.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),650.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),657.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),661.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),675.85
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),677.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),677.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),681.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),685.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),688.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),689.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),690.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),690.94
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),693
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),696.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),697.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),700
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),753.73
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),755.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),762.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),769.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),786.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),822.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),842.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),845.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),846.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),862.27
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),862.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),875.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),891.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),893.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),900.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),906.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),914.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),916.62
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),946.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),981.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1004.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1048.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1126.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1133.13
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),1186.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),1186.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1223.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),1267.63
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1271.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),1272.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),1294.26
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),1336.74
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1358
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1361.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1467.38
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1474.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),1478.67
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1484.35
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1518.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1533
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1534.05
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),1775.77
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),1888.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),2012.77
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),2234.05
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),2272.03
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),2463.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),2649.83
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),2766.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),3074.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45107,Health and Adult Care (formerly OCO),3388
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45105,Health and Adult Care (formerly OCO),3794.01
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,365 Support Limited,45098,Health and Adult Care (formerly OCO),1502.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,365 Support Limited,45078,Health and Adult Care (formerly OCO),1502.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,365 Support Limited,45078,Health and Adult Care (formerly OCO),2962.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,365 Support Limited,45098,Health and Adult Care (formerly OCO),4365.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,365 Support Limited,45098,Health and Adult Care (formerly OCO),4365.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeycliffe Care Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),804.1
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),964.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),1125.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),1286.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2251.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2251.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Access to Care Limited,45098,Health and Adult Care (formerly OCO),5600
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Accomplish Group Lifestyles Limited,45098,Health and Adult Care (formerly OCO),790.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Accomplish Group Lifestyles Limited,45098,Health and Adult Care (formerly OCO),790.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Accomplish Group Lifestyles Limited,45098,Health and Adult Care (formerly OCO),790.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Accomplish Group Lifestyles Limited,45098,Health and Adult Care (formerly OCO),790.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Accomplish Group Lifestyles Limited,45098,Health and Adult Care (formerly OCO),790.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Accomplish Group Lifestyles Limited,45098,Health and Adult Care (formerly OCO),790.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Accomplish Group Lifestyles Limited,45098,Health and Adult Care (formerly OCO),790.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Accomplish Group Lifestyles Limited,45098,Health and Adult Care (formerly OCO),790.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Accomplish Group Lifestyles Limited,45098,Health and Adult Care (formerly OCO),1379.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Accomplish Group Lifestyles Limited,45098,Health and Adult Care (formerly OCO),7909.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Accomplish Group Lifestyles Limited,45098,Health and Adult Care (formerly OCO),18742.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Adlington Manor,45098,Health and Adult Care (formerly OCO),5200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),662.85
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),754.61
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),1041.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),1217.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),1724.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2191.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2272.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2591.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Advinia Care Homes Ltd,45098,Health and Adult Care (formerly OCO),3018.44
