Auth,Proclass,Supplier,Date,Dept,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45105,Health and Adult Care (formerly OCO),3094.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),3614.22
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),3942.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),3942.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),5257.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),5257.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),6900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),9200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),9200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),9200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),9200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),9200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),9200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),9200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),9200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),9200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),9200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Augustine Ltd t/a Smithy Bridge Court,45098,Health and Adult Care (formerly OCO),9200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,St Georges Care Centre,45098,Health and Adult Care (formerly OCO),3350.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Step Ahead Resource Services Ltd,45078,Health and Adult Care (formerly OCO),1348.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Step Ahead Resource Services Ltd,45098,Health and Adult Care (formerly OCO),5395.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Step Ahead Resource Services Ltd,45078,Health and Adult Care (formerly OCO),5780.55
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Step Ahead Resource Services Ltd,45078,Health and Adult Care (formerly OCO),12857.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),715.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),849.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45098,Health and Adult Care (formerly OCO),884.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45098,Health and Adult Care (formerly OCO),884.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),884.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),990.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),1132.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),1297.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),1340.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),1340.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),1431.62
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45098,Health and Adult Care (formerly OCO),1506.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),1506.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45098,Health and Adult Care (formerly OCO),1506.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),1506.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),1506.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45098,Health and Adult Care (formerly OCO),1948.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),1948.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45098,Health and Adult Care (formerly OCO),1948.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),1948.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),1981.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),2067.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),2107.66
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),2436.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),2565.05
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),2584.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),2681.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),2681.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),2681.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),2830.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3013.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3042.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3078.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3148.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45098,Health and Adult Care (formerly OCO),3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45098,Health and Adult Care (formerly OCO),3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45098,Health and Adult Care (formerly OCO),3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45098,Health and Adult Care (formerly OCO),3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3591.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3591.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3591.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3591.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3591.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3591.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3591.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),3962.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),4215.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),4613
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),6014.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),6191.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),7429.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),8072.74
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),11887.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),11887.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Stepping Stones Services Ltd,45078,Health and Adult Care (formerly OCO),21712.89
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Strathmore Care Home Limited,45098,Health and Adult Care (formerly OCO),2292
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),560.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),596.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45078,Health and Adult Care (formerly OCO),630.59
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45078,Health and Adult Care (formerly OCO),630.59
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45078,Health and Adult Care (formerly OCO),788.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),962.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45084,Health and Adult Care (formerly OCO),1171.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),1573.38
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2753.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45098,Health and Adult Care (formerly OCO),2983.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thames Health Care Ltd,45098,Health and Adult Care (formerly OCO),2360.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thames Health Care Ltd,45098,Health and Adult Care (formerly OCO),8770.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thames Health Care Ltd,45098,Health and Adult Care (formerly OCO),11564.67
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Abbeyfield Society - Downing House,45098,Health and Adult Care (formerly OCO),511.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Abbeyfield Society - Downing House,45098,Health and Adult Care (formerly OCO),2193.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Chimes Residental Care Home,45098,Health and Adult Care (formerly OCO),2476.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),636.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),636.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),741.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),795.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),795.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),795.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),795.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),849.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),945.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),954.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),954.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),1073.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),1124.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),1192.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),1192.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),1380.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),1418.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),1510.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),1510.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),1510.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),1510.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),2147.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),2306.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),2306.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),2479.32
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),2644.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),2644.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),2671.02
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),2679.04
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),2942.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),2942.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),3013.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),3339.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),3339.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),3498.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),3498.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),3518.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),4413.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),4413.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),4691.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),7713.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),7713.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),8309.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Focus Foundation,45098,Health and Adult Care (formerly OCO),8309.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The National Autistic Society,45098,Health and Adult Care (formerly OCO),6457.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2467.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2584.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2584.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Salvation Army,45098,Health and Adult Care (formerly OCO),2584.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,The Together Trust Ltd,45098,Health and Adult Care (formerly OCO),8859.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Thomas Owen Care Limited,45098,Health and Adult Care (formerly OCO),2500
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Total Social Work Ltd,45090,Health and Adult Care (formerly OCO),840
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Total Social Work Ltd,45103,Health and Adult Care (formerly OCO),1280
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Total Social Work Ltd,45082,Health and Adult Care (formerly OCO),1380
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),7740.06
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),8100
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),10319.94
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),11609.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,TRU (Transitional Rehabilitation Unit) Ltd,45098,Health and Adult Care (formerly OCO),18060
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Ultimate Care Ltd T/A Barton Brook Care Home,45098,Health and Adult Care (formerly OCO),3200
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),530.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),532.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),557.24
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),626.33
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),707.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1004.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1004.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1191.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1191.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1339.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1339.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1340.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1341.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1506.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1506.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1650.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1650.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45098,Health and Adult Care (formerly OCO),1928.2
