Auth,Proclass,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Tripod Partners Limited,45231,Children & Young People,Safeguarding Teams,530.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45246,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,530.35
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45246,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,530.69
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45239,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,530.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45237,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,530.75
Bury Metropolitan Borough Council,Stationery,Ulverscroft Large Print Books Ltd,45260,Department of Operations,Libraries,531.04
Bury Metropolitan Borough Council,Facilities and Management Services,The Mailing Room Ltd,45245,Corporate Core Services,Business Support Services,531.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45246,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,532.77
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45239,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,532.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45246,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,533.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45246,Health and Adult Care (formerly OCO),Community Care - Bury West INT,533.98
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45246,Health and Adult Care (formerly OCO),Community Care - Bury East INT,534.78
Bury Metropolitan Borough Council,Domestic Goods: Commercial,Chicken Joes Ltd T/A Love Joes,45233,Department of Operations,Catering High,535.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45237,Health and Adult Care (formerly OCO),Community Care - North INT,535.59
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45239,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,535.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45239,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,535.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45239,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,535.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45239,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,535.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45239,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,535.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45245,Health and Adult Care (formerly OCO),Community Care - North INT,535.99
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45239,Health and Adult Care (formerly OCO),Community Care - Bury West INT,536.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45239,Health and Adult Care (formerly OCO),Community Care - Bury West INT,536.86
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45239,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,536.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45239,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,536.88
Bury Metropolitan Borough Council,Utilities (not telephones - see - ICT),NPower Ltd,45232,Department of Operations,Whitaker Street,538.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45246,Health and Adult Care (formerly OCO),Community Care - Bury West INT,538.41
Bury Metropolitan Borough Council,Cemetery & Crematorium,J Rawson & Sons,45251,Department of Operations,Bereavement Services,540
Bury Metropolitan Borough Council,Building Construction Materials and Services,Proteus Equipment Ltd,45258,Department of Operations,HNS Maintenance,540
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Specialist Care Team Ltd,45246,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,541.63
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),PRE Electrical Solutions Ltd,45251,Department of Operations,Bury Market,541.74
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),PRE Electrical Solutions Ltd,45251,Department of Operations,Bury Market,541.74
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45238,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,542.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lily Care Ltd,45238,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,542.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45246,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,543.65
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Parkland Regency Care Ltd,45238,Health and Adult Care (formerly OCO),Community Care - North INT,544
Bury Metropolitan Borough Council,Utilities (not telephones - see - ICT),NPower Ltd,45257,Department of Operations,Whitaker Street,544.08
Bury Metropolitan Borough Council,Transport,Specialised Engineering Services,45251,Department of Operations,Transport Fleet Management,544.29
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Jigsaw,45232,Department of Operations,Castle Leisure Centre,544.5
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45233,Department of Operations,Catering High,544.77
Bury Metropolitan Borough Council,Cleaning and Janitorial,Aquaspeed Drain Services LLP,45245,Department of Operations,Work in default (rechargeable),545
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45237,Health and Adult Care (formerly OCO),Community Care - North INT,546.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Premier Care Limited,45246,Health and Adult Care (formerly OCO),Community Care - Bury East INT,547.77
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,United Response Services Ltd,45247,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,549.54
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45238,"Business, Growth & Infrastructure",Development Management,549.78
Bury Metropolitan Borough Council,Consultancy,Clear Outcomes Consultancy Ltd,45253,Corporate Core Services,Bury Safeguarding Children´s Board,550
Bury Metropolitan Borough Council,Environmental Services,Watson Arboriculture & Forestry Ltd,45252,Department of Operations,Bridges,550
Bury Metropolitan Borough Council,Environmental Services,Watson Arboriculture & Forestry Ltd,45252,Department of Operations,Bridges,550
Bury Metropolitan Borough Council,Environmental Services,Watson Arboriculture & Forestry Ltd,45252,Department of Operations,Bridges,550
Bury Metropolitan Borough Council,Environmental Services,Watson Arboriculture & Forestry Ltd,45252,Department of Operations,Bridges,550
Bury Metropolitan Borough Council,Environmental Services,Watson Arboriculture & Forestry Ltd,45252,Department of Operations,Bridges,550
Bury Metropolitan Borough Council,Vehicles (not Buses - see transport),FAUN Zoeller (UK) Ltd,45236,Department of Operations,Transport Fleet Management,550.18
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Care NW Ltd,45246,Health and Adult Care (formerly OCO),Community Care - North INT,550.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Paradigm Professional Consultancy Limited,45254,Children & Young People,Safeguarding Teams,552
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Paradigm Professional Consultancy Limited,45245,Children & Young People,Safeguarding Teams,552
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Paradigm Professional Consultancy Limited,45257,Children & Young People,Safeguarding Teams,552
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Paradigm Professional Consultancy Limited,45259,Children & Young People,Safeguarding Teams,552
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Paradigm Professional Consultancy Limited,45233,Children & Young People,Safeguarding Teams,552
Bury Metropolitan Borough Council,Consultancy,Valtech Ltd,45258,Health and Adult Care (formerly OCO),Assessment & Care Management Tier 2,552
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45246,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,552.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45246,Health and Adult Care (formerly OCO),Community Care - Bury West INT,552.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45245,Health and Adult Care (formerly OCO),Community Care - North INT,552.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Park View (The Ferns),45238,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,553.17
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45245,Health and Adult Care (formerly OCO),Community Care - North INT,553.72
Bury Metropolitan Borough Council,Transport,Magnum Whiteline Ltd,45251,Children & Young People,Home To College Transport,553.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45237,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,554.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Right Care NW Ltd,45246,Health and Adult Care (formerly OCO),Community Care - North INT,554.53
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45250,Corporate Core Services,Security - Patrol,556.33
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45246,Health and Adult Care (formerly OCO),Community Care - Bury West INT,556.54
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Carrbank House Ltd,45238,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Home Services,45238,Health and Adult Care (formerly OCO),Community Care - Bury East INT,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Complete Home Services,45238,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45239,Health and Adult Care (formerly OCO),Community Care - Bury East INT,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Creative Support Ltd,45247,Health and Adult Care (formerly OCO),Community Care - Bury East INT,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45239,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Outreach Community & Residential Services,45238,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Pro-Support Ltd,45239,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Build - Bury Independent Living Development,45239,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,556.74
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45239,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,556.74
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Northern Healthcare Limited,45239,Health and Adult Care (formerly OCO),Community Care - ASC Safeguarding Team,557.26
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45246,Department of Operations,Catering Overheads,558.37
Bury Metropolitan Borough Council,Utilities (not telephones - see - ICT),Water Plus Ltd,45253,Department of Operations,General,559.26
Bury Metropolitan Borough Council,Utilities (not telephones - see - ICT),NPower Ltd,45247,Health and Adult Care (formerly OCO),WELLY Cafe,559.53
Bury Metropolitan Borough Council,Furniture,Furniture Resource Centre Ltd,45245,Housing Revenue Account,General Management,559.58
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,1 Homecare Ltd,45246,Health and Adult Care (formerly OCO),Community Care - Bury East INT,559.77
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lifeways Community Care Ltd,45239,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,559.99
Bury Metropolitan Borough Council,Consultancy,Kobia Ltd,45259,Health and Adult Care (formerly OCO),Strategic Safeguarding Team,560
Bury Metropolitan Borough Council,Consultancy,Kobia Ltd,45259,Health and Adult Care (formerly OCO),Strategic Safeguarding Team,560
Bury Metropolitan Borough Council,Legal Services,Redacted,45250,Children & Young People,Safeguarding Team - External Legal,560
Bury Metropolitan Borough Council,Consultancy,Viridian Consulting Engineers Ltd,45244,Department of Operations,Architects,560
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),Balmers GM Ltd,45247,Department of Operations,Grounds Maintenance,560.21
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Sunny Bank P.R.S. Limited,45238,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,560.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Pendleton Care Ltd,45239,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,560.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Pendleton Care Ltd,45239,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,560.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care4us Health Care Limited,45246,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,561.43
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45246,Health and Adult Care (formerly OCO),Community Care - Bury West INT,563.39
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Cavalry Healthcare Ltd,45254,Children & Young People,Short Breaks Service,564.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Homecare Services Bury,45237,Health and Adult Care (formerly OCO),Community Care - North INT,564.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Angel Care Services UK,45246,Health and Adult Care (formerly OCO),Community Care - Reviewing Team,567.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45246,Health and Adult Care (formerly OCO),Community Care - North INT,567.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45246,Health and Adult Care (formerly OCO),Community Care - Bury West INT,567.42
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Abbeywood Nursing Home,45238,Health and Adult Care (formerly OCO),Community Care - North INT,568.13
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Care Connect Bury Ltd T/A Care Connect,45246,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,568.23
Bury Metropolitan Borough Council,ICT,EE Ltd - Orange,45244,Health and Adult Care (formerly OCO),A C S SENIOR MANAGEMENT,569.76
Bury Metropolitan Borough Council,Transport,Magnum Whiteline Ltd,45251,Children & Young People,Home To College Transport,570.29
Bury Metropolitan Borough Council,Catering,Delicious Catering (Bury) Ltd,45232,Corporate Core Services,Civic Budget,571.5
