Auth,Pro Class,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,EHC Moston Grange Limited,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,8806.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,EHC Moston Grange Limited,45266,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,4651.6
Bury Metropolitan Borough Council,Education,Elms Bank High School,45264,Children & Young People,Dedicated Schools Grant - Safety Valve Project,7500
Bury Metropolitan Borough Council,Legal Services,Emerald Law Solicitors Ltd,45281,Corporate Core Services,Six Town Housing Holding Account,1442.16
Bury Metropolitan Borough Council,Legal Services,Emerald Law Solicitors Ltd,45279,Corporate Core Services,Six Town Housing Holding Account,25067.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,938.78
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,533.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,666.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,3381.53
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1146.07
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2863.82
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - North INT,1434.3
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,4255.09
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,816.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,570.31
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,708.95
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,3155.46
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2868.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - North INT,2574.91
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - North INT,573.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - North INT,1017.67
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1813.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Engage Care Services,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2577.64
Bury Metropolitan Borough Council,Vehicles Management,Enterprise Rent-A-Car UK Ltd t/a Flex E Rent,45264,Department of Operations,Transport Fleet Management,621.92
Bury Metropolitan Borough Council,Vehicles Management,Enterprise Rent-A-Car UK Ltd t/a Flex E Rent,45264,Department of Operations,Transport Fleet Management,805.4
Bury Metropolitan Borough Council,Vehicles Management,Enterprise Rent-A-Car UK Ltd t/a Flex E Rent,45265,Department of Operations,Transport Fleet Management,2070.56
Bury Metropolitan Borough Council,Vehicles Management,Enterprise Rent-A-Car UK Ltd t/a Flex E Rent,45273,Department of Operations,Transport Fleet Management,2070.56
Bury Metropolitan Borough Council,Education,Enterprising Youth CIC,45266,Corporate Core Services,Strategic Partnerships,3750
Bury Metropolitan Borough Council,Health Care,Etac Limited,45289,Children & Young People,EHCP Team,3821
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Excel Escort Solutions Ltd,45281,Children & Young People,Childrens Residential,5852
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Excel Escort Solutions Ltd,45268,Children & Young People,Childrens Residential,5852
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Excel Escort Solutions Ltd,45271,Children & Young People,Childrens Residential,5852
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Excel Escort Solutions Ltd,45271,Children & Young People,Childrens Residential,5852
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Excel Escort Solutions Ltd,45268,Children & Young People,Childrens Residential,5852
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Excel Escort Solutions Ltd,45281,Children & Young People,Childrens Residential,5852
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Excel Fostering Limited,45281,Children & Young People,Independent Foster Agency,10369.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Excel Fostering Limited,45264,Children & Young People,Independent Foster Agency,10034.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Excel24/7 Healthcare Ltd,45279,Children & Young People,Emergency Duty Team,1014
Bury Metropolitan Borough Council,Building Construction Materials and Services,Eyre & Elliston Ltd,45261,Department of Operations,Building Services,810
Bury Metropolitan Borough Council,Building Construction Materials and Services,Eyre & Elliston Ltd,45261,Department of Operations,Building Services,756.8
Bury Metropolitan Borough Council,Building Construction Materials and Services,Eyre & Elliston Ltd,45261,Department of Operations,Building Services,660
Bury Metropolitan Borough Council,Building Construction Materials and Services,Eyre & Elliston Ltd,45261,Department of Operations,Building Services,830
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),FAAC Entrance Solutions UK ltd,45282,Department of Operations,Property Maintenance (Fees-Variable Oncost),904.47
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fair Futures CIC,45261,"Business, Growth & Infrastructure",Economic Strategy & European Policy,2430
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45267,"Business, Growth & Infrastructure",Homeless Prevention & RSI,700
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45267,"Business, Growth & Infrastructure",Homeless Prevention & RSI,781.67
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45267,"Business, Growth & Infrastructure",Homeless Prevention & RSI,781.67
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45267,"Business, Growth & Infrastructure",Homeless Prevention & RSI,1633.33
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45267,"Business, Growth & Infrastructure",Homeless Prevention & RSI,816.67
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45267,"Business, Growth & Infrastructure",Homeless Prevention & RSI,700
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45267,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,700
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45267,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,816.67
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45267,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,700
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45267,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,700
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45279,"Business, Growth & Infrastructure",Homeless Prevention & RSI,1633.33
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45279,"Business, Growth & Infrastructure",Homeless Prevention & RSI,816.67
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45279,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,700
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45279,"Business, Growth & Infrastructure",Homeless Prevention & RSI,781.67
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45279,"Business, Growth & Infrastructure",Homeless Prevention & RSI,781.67
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45279,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,700
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45279,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,700
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45279,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,758.33
Bury Metropolitan Borough Council,Art & Leisure Services,Fairways Lodge & Leisure Club,45279,"Business, Growth & Infrastructure",Homelessness & Housing Needs Teams,700
Bury Metropolitan Borough Council,Vehicles Management,FAUN Zoeller (UK) Ltd,45265,Department of Operations,Transport Fleet Management,577.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fern Bank Care Home Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1872.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fern Bank Care Home Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3213.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fernica Residential Care Home,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fernica Residential Care Home,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fernica Residential Care Home,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Fernica Residential Care Home,45266,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2530.8
