Auth,Pro Class,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,4691.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3121.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3200.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,4691.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2982
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3200.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,4691.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2345.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,9343.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2236.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2982
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3200.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1427.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2301.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2345.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45267,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,4691.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45266,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1052.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45266,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1069.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1662.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45266,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,ICT,MFYP Ltd,45265,Children & Young People,Secondary School Partnerships,7437.5
Bury Metropolitan Borough Council,ICT,MFYP Ltd,45265,Children & Young People,Secondary School Partnerships,4879
Bury Metropolitan Borough Council,Passenger Transport,Michelin Tyre PLC,45279,Department of Operations,Transport Fleet Management,6329.25
Bury Metropolitan Borough Council,Legal Services,Ministry of Justice,45281,Children & Young People,Youth Service,57905.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,665.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,686.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1885.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1885.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1885.08
Bury Metropolitan Borough Council,Education,Monarch Education Ltd,45265,Children & Young People,Independent Fees,611.05
Bury Metropolitan Borough Council,Education,Monarch Education Ltd,45274,Children & Young People,Independent Fees,611.05
Bury Metropolitan Borough Council,Education,Monarch Education Ltd,45286,Children & Young People,Independent Fees,555.5
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Morgan Training Services Limited (In Liquidation),45272,Health and Adult Care (formerly OCO),A C S TRAIN- MAIN PROGRAMME ADULTS,915
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45278,Department of Operations,Catering Primary,9433.44
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45278,Department of Operations,Catering High,639.86
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45278,Department of Operations,Catering High,616.85
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,650.97
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,838.65
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,670.83
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,845.23
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,862
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,948.44
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,1271
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,851.78
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,1154.12
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,845.24
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,723.7
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,699.23
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,510.32
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,908.93
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,840.79
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45280,Department of Operations,Catering High,643.3
Bury Metropolitan Borough Council,Horticultural,Mossbank Nurseries,45264,Department of Operations,Grounds Maintenance,8617
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45281,Corporate Core Services,Security - Patrol,8155.07
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45281,Corporate Core Services,Security - Patrol,3141.6
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45281,Corporate Core Services,Security - Patrol,1047.2
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45281,Corporate Core Services,Security - Patrol,9411.71
Bury Metropolitan Borough Council,Passenger Transport,Redacted,45268,Children & Young People,Home to School Transport SEN,3923.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,838.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - Bury East INT,838.4
Bury Metropolitan Borough Council,Education,GM Training Services,45278,Health and Adult Care (formerly OCO),A C S TRAIN- MAIN PROGRAMME ADULTS,915
Bury Metropolitan Borough Council,Legal Services,Redacted,45267,Children & Young People,Safeguarding Team - External Legal,1500
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Redacted,45273,Health and Adult Care (formerly OCO),Community Care - North INT,1579.2
Bury Metropolitan Borough Council,Consultancy,Redacted,45278,Children & Young People,School Improvement Service,950
Bury Metropolitan Borough Council,Building Construction Materials and Services,N&P Painting Contractors Ltd,45271,Department of Operations,Grounds Maintenance,1100
Bury Metropolitan Borough Council,Building Construction Materials and Services,N&P Painting Contractors Ltd,45271,Department of Operations,Grounds Maintenance,3950
Bury Metropolitan Borough Council,Building Construction Materials and Services,N&P Painting Contractors Ltd,45271,Department of Operations,Grounds Maintenance,4000
Bury Metropolitan Borough Council,Building Construction Materials and Services,N&P Painting Contractors Ltd,45271,Department of Operations,Grounds Maintenance,1100
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,National Fostering Agency Ltd,45278,Children & Young People,Independent Foster Agency,3351.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,National Fostering Agency Ltd,45278,Children & Young People,Independent Foster Agency,3099.38
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,National Fostering Agency Ltd,45278,Children & Young People,Independent Foster Agency,3350.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,National Neurological Services Ltd,45266,Health and Adult Care (formerly OCO),Community Care - Bury East INT,13000.28
Bury Metropolitan Borough Council,Education,National Teaching & Advisory Service Ltd,45280,Children & Young People,Independent Fees,3900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1174.99
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45261,Health and Adult Care (formerly OCO),Community Care - Adult Care,29124.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45261,Health and Adult Care (formerly OCO),Community Care - Adult Care,14060.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1527.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2251.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,964.98
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45266,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1446.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,N-Compass Towards a Brighter Future Ltd,45267,Health and Adult Care (formerly OCO),Advocacy Service,759.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,N-Compass Towards a Brighter Future Ltd,45266,Health and Adult Care (formerly OCO),Carers Service,16337.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,N-Compass Towards a Brighter Future Ltd,45266,Health and Adult Care (formerly OCO),Advocacy Service,13099.75
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nest Woodland Adventures Ltd,45278,Children & Young People,DFE Individual Grants,1810
Bury Metropolitan Borough Council,Education,New Bridge Multi Academy Trust,45272,Children & Young People,Independent Fees,3699.6
Bury Metropolitan Borough Council,Education,New Bridge Multi Academy Trust,45265,Children & Young People,Independent Fees,7649.76
Bury Metropolitan Borough Council,Education,New Bridge Multi Academy Trust,45265,Children & Young People,Independent Fees,2331.99
Bury Metropolitan Borough Council,Education,New Bridge Multi Academy Trust,45265,Children & Young People,Independent Fees,2331.99
Bury Metropolitan Borough Council,Education,New Bridge Multi Academy Trust,45265,Children & Young People,Independent Fees,2331.99
Bury Metropolitan Borough Council,Education,New Bridge Multi Academy Trust,45272,Children & Young People,Independent Fees,4932
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,New Horizons (Stockport) Ltd,45281,Children & Young People,Childrens Residential,17584.13
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,New Horizons (Stockport) Ltd,45261,Children & Young People,Childrens Residential,17016.9
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,New Horizons (Stockport) Ltd,45281,Children & Young People,Childrens Residential,16388.46
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45264,"Business, Growth & Infrastructure",Development Management,863.94
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45281,"Business, Growth & Infrastructure",Development Management,785.4
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45275,"Business, Growth & Infrastructure",Development Management,746.13
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45281,Department of Operations,Traffic Management Works account,667.59
Bury Metropolitan Borough Council,Stationery,Newsquest Media Group Ltd,45272,Department of Operations,Traffic Management Works account,510.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1391.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Bury West INT,3340.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1193
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1391.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1193
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2226.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1391.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1193
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2226.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1193
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1391.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2226.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2226.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1193
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Next Chapter Healthcare Ltd,45268,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1391.88
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" 4 Life Ltd",45272,Children & Young People,Through Care Support Costs,5400
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1789.52
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1214.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - North INT,2226.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,636.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,654.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1214.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,654.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1113.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,556.64
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,654.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1558.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1558.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - North INT,1558.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - North INT,654.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1558.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,654.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1590.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,795.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1202.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1214.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1558.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,862.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2226.56
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1558.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2783.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1620.51
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,654.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1431.36
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,556.74
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1558.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,862.96
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1214.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,506.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,654.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1113.28
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1558.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,"Next Stage ""A Way Forward"" Ltd",45268,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,1391.85
