Auth,Proclass,Supplier,Date,Dept,Cost,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2496
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1657.13
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2311.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,1967.87
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2700
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2193.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Rapid Response,2292
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2292
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2900
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wellington Healthcare (Arden) Ltd t/a Carders Court,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2900
Bury Metropolitan Borough Council,Vehicles Management,Westwood Motor Group,45201,Department of Operations,Transport Fleet Management,729
Bury Metropolitan Borough Council,Vehicles Management,Westwood Motor Group,45201,Department of Operations,Transport Fleet Management,649
Bury Metropolitan Borough Council,Vehicles Management,Westwood Motor Group,45210,Department of Operations,Transport Fleet Management,629
Bury Metropolitan Borough Council,Vehicles Management,Westwood Motor Group,45218,Department of Operations,Transport Fleet Management,649
Bury Metropolitan Borough Council,Vehicles Management,Westwood Motor Group,45229,Department of Operations,Transport Fleet Management,649
Bury Metropolitan Borough Council,Environmental Services,Wheeldon Bros (Waste) Ltd,45209,Department of Operations,Grounds Maintenance,3384.39
Bury Metropolitan Borough Council,Environmental Services,Wheeldon Bros (Waste) Ltd,45209,Department of Operations,Countryside,590.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,3462.76
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1215.44
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1265.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,834.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1669.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1489.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1669.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1669.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1669.2
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,1328.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,1549.98
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Whitefield House Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2462.02
Bury Metropolitan Borough Council,Healthcare,Whittaker Lane Medical Centre,45225,Health and Adult Care (formerly OCO),Public Health,600
Bury Metropolitan Borough Council,Healthcare,Whittaker Lane Medical Centre,45225,Health and Adult Care (formerly OCO),Public Health,2019.28
Bury Metropolitan Borough Council,Healthcare,Whittaker Lane Medical Centre,45225,Health and Adult Care (formerly OCO),Public Health,1582.38
Bury Metropolitan Borough Council,Passenger Transport,Willows Minibuses,45225,Children & Young People,Home to School Transport SEN,3017.35
Bury Metropolitan Borough Council,Passenger Transport,Willows Minibuses,45225,Children & Young People,Home to School Transport SEN,2909.97
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Wings Care (North West) LLP,45210,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,4527.12
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),Wonde Ltd,45216,Children & Young People,DFE Individual Grants,3668
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Woodlands Ltd,45205,Children & Young People,Childrens Residential,20025
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Woodlands Ltd,45215,Children & Young People,Childrens Residential,20692.5
Bury Metropolitan Borough Council,Healthcare,Working on Wellbeing t/a Optima Health,45229,Corporate Core Services,Occupational Health,4885.48
Bury Metropolitan Borough Council,Consultancy,Your Social Side,45203,Department of Operations,Gallery and Museum,500
Bury Metropolitan Borough Council,Human Resources,Your World Recruitment Ltd,45209,Health and Adult Care (formerly OCO),Assessment & Care Management Tier 2,837.12
