Auth,Proclass,Supplier,Date,Dept,Cost,Invoiced
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,568.13
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,723.11
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,1265.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,1174.99
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,852.23
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Lotus Care (Bridge House) Limited T/A Bridge House,45210,Health and Adult Care (formerly OCO),Community Care - Choices for Living Well,2530.8
Bury Metropolitan Borough Council,Education,LTE group T/A MOL Learn,45223,"Business, Growth & Infrastructure",Business Growth Management Team,1299.16
Bury Metropolitan Borough Council,Passenger Transport,M66 Car and Commercials Ltd,45202,Department of Operations,Transport Fleet Management,610
Bury Metropolitan Borough Council,Passenger Transport,M66 Car and Commercials Ltd,45223,Department of Operations,Transport Fleet Management,610
Bury Metropolitan Borough Council,Consultancy,Macildowie Associates Limited,45203,Corporate Core Finance,Corporate Planning,2025
Bury Metropolitan Borough Council,Consultancy,Macildowie Associates Limited,45205,Corporate Core Finance,Corporate Planning,2025
Bury Metropolitan Borough Council,Consultancy,Macildowie Associates Limited,45210,Corporate Core Finance,Corporate Planning,2025
Bury Metropolitan Borough Council,Art & Leisure Services,MaD Theatre Company Ltd,45211,Children & Young People,DFE Individual Grants,4700
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,2352.35
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,1592.46
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,1934.46
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,2314.08
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,2691.8
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,3600.94
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,4175.2
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home To College Transport,2582.69
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home To College Transport,1013.1
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home To College Transport,915.81
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home To College Transport,2179.62
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home To College Transport,553.84
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home To College Transport,840.87
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home To College Transport,2696.59
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home To College Transport,1422.98
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,1598.5
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,2561.22
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,2144.03
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,904.62
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,1177.07
Bury Metropolitan Borough Council,Passenger Transport,Magnum Whiteline Ltd,45215,Children & Young People,Home to School Transport SEN,2192.46
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Making Space,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,3513.16
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Manchester City Council,45219,Department of Operations,Senior Management Operations,20000
Bury Metropolitan Borough Council,Building Construction Materials and Services,Marketing Results Ltd T/A Birchwood Trading,45203,Children & Young People,Childrens Residential,34272
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),Marsden & Barton Ltd,45217,Department of Operations,Catering High,579.53
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),Martins Countryside Contracting Ltd,45208,Department of Operations,Traffic Management Works account,3133.85
Bury Metropolitan Borough Council,Works (Construction / Repair / Maintenance),Martins Countryside Contracting Ltd,45208,Department of Operations,Traffic Management Works account,1178.25
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1230.98
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Half Acre House,45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Heywood Court,45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Heywood Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Heywood Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Heywood Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Heywood Court,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,1813.15
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Heywood Court,45210,Health and Adult Care (formerly OCO),Community Care - North INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Heywood Court,45210,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Heywood Court,45210,Health and Adult Care (formerly OCO),Community Care - Whitefield INT,668
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Heywood Court,45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2672
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Marton Care Homes Limited - Hillview,45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2569.44
Bury Metropolitan Borough Council,Healthcare,Mather Fold House Priory,45210,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,24729.68
Bury Metropolitan Borough Council,Education,Mayfield House School,45208,Children & Young People,Independent Fees,7308
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3166.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,871.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,3410.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1642.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1163.68
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,871.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,743.19
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2503.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Community Mental Health Team,2903.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,733.41
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1564.61
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1642.84
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,871.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,2503.37
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,3559.48
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1290.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,733.41
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,5749.93
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1392
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,8125.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Mediline Supported Living Ltd,45217,Health and Adult Care (formerly OCO),Community Care - Learning Disability Team,1085.45
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1662.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,1052.92
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Hospital Social Work Team,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1662.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1662.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1662.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2311.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1662.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1515.08
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1662.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1662.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2311.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1662.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2311.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,712.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,950.12
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,990.69
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1365.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1898.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1662.72
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,2651.4
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Methodist Homes For The Aged (Epworth Grange),45210,Health and Adult Care (formerly OCO),Community Care - Bury West INT,1662.72
Bury Metropolitan Borough Council,ICT,MHR International UK Ltd,45215,Corporate Core Services,Occupational Health,10632
Bury Metropolitan Borough Council,ICT,MHR International UK Ltd,45215,Corporate Core Finance,Collection & Pay Services,14663
Bury Metropolitan Borough Council,Passenger Transport,Michelin Tyre PLC,45215,Department of Operations,Transport Fleet Management,6970.94
Bury Metropolitan Borough Council,Consultancy,MJM Training,45218,Department of Operations,Grounds Maintenance,620
Bury Metropolitan Borough Council,Education,Morecambe Road School,45211,Children & Young People,Independent Fees,2833.71
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45201,Department of Operations,Catering Primary,8236.95
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45203,Department of Operations,Catering High,666.58
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45203,Department of Operations,Catering High,625.93
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45203,Department of Operations,Catering High,876.46
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45203,Department of Operations,Catering High,860.59
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45203,Department of Operations,Catering High,818.62
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45203,Department of Operations,Catering High,1008.61
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45203,Department of Operations,Catering High,596.71
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45203,Department of Operations,Catering High,552.84
Bury Metropolitan Borough Council,Catering,Morris Quality Bakers Ltd,45203,Department of Operations,Catering High,1072.36
Bury Metropolitan Borough Council,Consultancy,Movimo Ltd,45215,Department of Operations,Castle Leisure Centre,1000
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45203,Corporate Core Services,Security - Patrol,2231.85
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45203,Corporate Core Services,Security - Patrol,10053.12
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45203,Corporate Core Services,Security - Patrol,20106.24
Bury Metropolitan Borough Council,Facilities and Management Services,MPD FM Limited,45203,Corporate Core Services,Security - Patrol,10053.12
Bury Metropolitan Borough Council,Building Construction Materials and Services,MWS Servicing Ltd T/A Moveable Wall Solutions,45202,Children & Young People,Prestwich Children’s Centre Hub,525
Bury Metropolitan Borough Council,Education,Myerscough College,45215,Health and Adult Care (formerly OCO),Community Care - Adult Care,6549
Bury Metropolitan Borough Council,ICT,Mynewsdesk AB,45203,Corporate Core Services,Communications,2695
Bury Metropolitan Borough Council,Building Construction Materials and Services,N&P Painting Contractors Ltd,45201,Department of Operations,Grounds Maintenance,7680
Bury Metropolitan Borough Council,Building Construction Materials and Services,N&P Painting Contractors Ltd,45201,Department of Operations,Parks Section 106,3800
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,National Fostering Agency Ltd,45205,Children & Young People,Independent Foster Agency,3350.81
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,National Fostering Agency Ltd,45205,Children & Young People,Independent Foster Agency,3099.38
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,National Fostering Agency Ltd,45205,Children & Young People,Independent Foster Agency,3351.6
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,National Fostering Agency Ltd,45208,Children & Young People,Independent Foster Agency,3410.7
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,National Neurological Services Ltd,45210,Health and Adult Care (formerly OCO),Community Care - Bury East INT,11726.76
Bury Metropolitan Borough Council,Building Construction Materials and Services,Nationwide Safety & Training Ltd,45224,Department of Operations,Winter Maintenance,575
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,2530.8
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Older Peoples Mental Health Team,2812
Bury Metropolitan Borough Council,Social Community Care Supplies and Services,Nazareth Care Charitable Trust (NCCT),45210,Health and Adult Care (formerly OCO),Community Care - Prestwich INT,1536.63
