Auth,Proclass,Supplier,Date,Dept,Cost Code,Invoiced
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,School Grid Ltd,45037,Department of Operations,Catering Primary,899
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45044,Department of Operations,Catering High,613.08
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45044,Department of Operations,Catering High,977.78
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45044,Department of Operations,Catering High,899.01
Bury Metropolitan Borough Council,Catering,Tiffin Sandwiches Ltd,45029,Department of Operations,Catering High,3439.98
Bury Metropolitan Borough Council,Cleaning and Janitorial,Alliance Disposables Ltd,45033,Department of Operations,Catering Overheads,757.7
Bury Metropolitan Borough Council,Cleaning and Janitorial,Alliance Disposables Ltd,45041,Department of Operations,Castle Leisure Centre,778.96
Bury Metropolitan Borough Council,Cleaning and Janitorial,Alliance Disposables Ltd,45020,Department of Operations,Castle Leisure Centre,929.73
Bury Metropolitan Borough Council,Cleaning and Janitorial,Champion Cleaning Services Ltd T/A Associated Cleaning Contractors,45028,One Commissioning Organisation,SHELTERED HOUSING GENERAL,510
Bury Metropolitan Borough Council,Cleaning and Janitorial,D H Complete Cleaning Contractors,45040,One Commissioning Organisation,Community Care - Adult Care,598
Bury Metropolitan Borough Council,Cleaning and Janitorial,D H Complete Cleaning Contractors,45021,Children & Young People,Safeguarding Teams,889
Bury Metropolitan Borough Council,Cleaning and Janitorial,Hope & Brown Ltd,45027,Department of Operations,Workshop,651.05
Bury Metropolitan Borough Council,Cleaning and Janitorial,JMS Cleaning Services (UK) Ltd,45029,"Business, Growth & Infrastructure",Lettings - Managed Workspace,1056.25
Bury Metropolitan Borough Council,Cleaning and Janitorial,PHS Group plc,45027,Department of Operations,Ramsbottom,680.9
Bury Metropolitan Borough Council,Cleaning and Janitorial,PHS Group plc,45035,Department of Operations,General,822.47
Bury Metropolitan Borough Council,Cleaning and Janitorial,PHS Group plc,45035,Department of Operations,"3, Knowsley Place",1030.05
Bury Metropolitan Borough Council,Consultancy,Advanced Childcare Assessments Ltd,45020,Children & Young People,Safeguarding Team - External Legal,1648.6
Bury Metropolitan Borough Council,Consultancy,Alasdair Cant & Associates Ltd,45035,Children & Young People,Safeguarding Teams,13101.32
Bury Metropolitan Borough Council,Consultancy,Anna Berry Consulting,45029,Children & Young People,Bury Safeguarding Children´s Board,1350
Bury Metropolitan Borough Council,Consultancy,Bayman Atkinson Smythe Ltd,45033,Corporate Core Finance,Management Accountancy,1567.5
Bury Metropolitan Borough Council,Consultancy,Bayman Atkinson Smythe Ltd,45022,Corporate Core Finance,Accountancy,1567.5
Bury Metropolitan Borough Council,Consultancy,Bond Solon Training Ltd,45028,One Commissioning Organisation,Quality Assurance & Service Development,1600
Bury Metropolitan Borough Council,Consultancy,Bond Solon Training Ltd,45028,One Commissioning Organisation,Quality Assurance & Service Development,1600
Bury Metropolitan Borough Council,Consultancy,Bond Solon Training Ltd,45028,One Commissioning Organisation,Quality Assurance & Service Development,1600
Bury Metropolitan Borough Council,Consultancy,Bond Solon Training Ltd,45028,One Commissioning Organisation,Quality Assurance & Service Development,1600
Bury Metropolitan Borough Council,Consultancy,Bond Solon Training Ltd,45028,One Commissioning Organisation,Quality Assurance & Service Development,1600
Bury Metropolitan Borough Council,Consultancy,Bond Solon Training Ltd,45028,One Commissioning Organisation,Quality Assurance & Service Development,1600
Bury Metropolitan Borough Council,Consultancy,Bond Solon Training Ltd,45028,One Commissioning Organisation,Quality Assurance & Service Development,1600
Bury Metropolitan Borough Council,Consultancy,Bond Solon Training Ltd,45028,One Commissioning Organisation,Quality Assurance & Service Development,1600
Bury Metropolitan Borough Council,Consultancy,Bond Solon Training Ltd,45028,One Commissioning Organisation,Quality Assurance & Service Development,1600
Bury Metropolitan Borough Council,Consultancy,Chambers Conservation,45037,Corporate Core Services,Arts Development,4992
Bury Metropolitan Borough Council,Consultancy,Clear Outcomes Consultancy Ltd,45029,Children & Young People,Bury Safeguarding Children´s Board,2100
Bury Metropolitan Borough Council,Consultancy,Constellia Public Ltd,45041,Children & Young People,Safeguarding Teams,123635.57
Bury Metropolitan Borough Council,Consultancy,Constellia Public Ltd,45036,Children & Young People,Safeguarding Teams,123635.57
Bury Metropolitan Borough Council,Consultancy,Craig Ormerod Associates Ltd,45020,Children & Young People,Independent Fees,540
Bury Metropolitan Borough Council,Consultancy,Craig Ormerod Associates Ltd,45020,Children & Young People,Independent Fees,1350
Bury Metropolitan Borough Council,Consultancy,Edison Media Limited,45041,Department of Operations,Bury Market,5052
Bury Metropolitan Borough Council,Consultancy,Edison Media Limited,45041,Department of Operations,Bury Market,4210
Bury Metropolitan Borough Council,Consultancy,Edison Media Limited,45041,Department of Operations,Bury Market,5052
Bury Metropolitan Borough Council,Consultancy,Edison Media Limited,45041,Department of Operations,Bury Market,1684
Bury Metropolitan Borough Council,Consultancy,Edison Media Limited,45041,Department of Operations,Bury Market,842
Bury Metropolitan Borough Council,Consultancy,Everyday Talk Limited,45028,Children & Young People,Dedicated Schools Grant - Safety Valve Project,2400
Bury Metropolitan Borough Council,Consultancy,Hanzak Ltd,45041,One Commissioning Organisation,Local Reform & Community Voices Grant,700
Bury Metropolitan Borough Council,Consultancy,Hanzak Ltd,45041,One Commissioning Organisation,Local Reform & Community Voices Grant,525
Bury Metropolitan Borough Council,Consultancy,Hanzak Ltd,45041,One Commissioning Organisation,Local Reform & Community Voices Grant,1750
Bury Metropolitan Borough Council,Consultancy,Hanzak Ltd,45036,One Commissioning Organisation,Local Reform & Community Voices Grant,700
Bury Metropolitan Borough Council,Consultancy,Hanzak Ltd,45036,One Commissioning Organisation,Local Reform & Community Voices Grant,1750
Bury Metropolitan Borough Council,Consultancy,Hive Land & Planning Ltd,45021,"Business, Growth & Infrastructure",Bury Town Centre,3000
Bury Metropolitan Borough Council,Consultancy,ILM Software Ltd,45037,Children & Young People,School Crossing Patrol,4100
Bury Metropolitan Borough Council,Consultancy,Improvement & Development Agency,45037,Corporate Core Services,Workforce Support - Transformation,7916.67
Bury Metropolitan Borough Council,Consultancy,Kobia Ltd,45035,One Commissioning Organisation,Strategic Safeguarding Team,2560
Bury Metropolitan Borough Council,Consultancy,Kobia Ltd,45041,One Commissioning Organisation,Strategic Safeguarding Team,560
Bury Metropolitan Borough Council,Consultancy,Kobia Ltd,45043,One Commissioning Organisation,Strategic Safeguarding Team,640
Bury Metropolitan Borough Council,Consultancy,LG Futures Limited,45022,Corporate Core Finance,Accountancy,3945
Bury Metropolitan Borough Council,Consultancy,Linda Clegg Consulting Ltd,45021,Children & Young People,Childrens Services Executive Director,750
Bury Metropolitan Borough Council,Consultancy,NIJI Services Ltd,45036,One Commissioning Organisation,Local Reform & Community Voices Grant,1225
Bury Metropolitan Borough Council,Consultancy,Nolan Redshaw Limited,45021,"Business, Growth & Infrastructure",Lettings - Managed Workspace,600
Bury Metropolitan Borough Council,Consultancy,One Consulting and Associates Limited,45037,Corporate Core Services,ICT - Staffing,12750
Bury Metropolitan Borough Council,Consultancy,Panoramic Associates Limited,45022,Children & Young People,Dedicated Schools Grant - Safety Valve Project,2400
Bury Metropolitan Borough Council,Consultancy,Panoramic Associates Limited,45020,Children & Young People,Dedicated Schools Grant - Safety Valve Project,4800
Bury Metropolitan Borough Council,Consultancy,Panoramic Associates Limited,45033,Children & Young People,Dedicated Schools Grant - Safety Valve Project,2400
Bury Metropolitan Borough Council,Consultancy,Panoramic Associates Limited,45033,Children & Young People,Dedicated Schools Grant - Safety Valve Project,2275
Bury Metropolitan Borough Council,Consultancy,Panoramic Associates Limited,45028,Children & Young People,Dedicated Schools Grant - Safety Valve Project,4800
Bury Metropolitan Borough Council,Consultancy,Panoramic Associates Limited,45021,Children & Young People,Dedicated Schools Grant - Safety Valve Project,1050
Bury Metropolitan Borough Council,Consultancy,Panoramic Associates Limited,45037,Children & Young People,Dedicated Schools Grant - Safety Valve Project,1920
Bury Metropolitan Borough Council,Consultancy,Panoramic Associates Limited,45037,Children & Young People,Dedicated Schools Grant - Safety Valve Project,1050
Bury Metropolitan Borough Council,Consultancy,Penna PLC,45022,Children & Young People,Children´s Services Other management costs,15500
Bury Metropolitan Borough Council,Consultancy,Redacted,45029,Children & Young People,Bury Safeguarding Children´s Board,1575
Bury Metropolitan Borough Council,Consultancy,Redacted,45029,Children & Young People,Safeguarding Unit,3300
Bury Metropolitan Borough Council,Consultancy,Reed Talent Solutions Ltd,45029,Children & Young People,Psychology Service,12750
Bury Metropolitan Borough Council,Consultancy,Reed Talent Solutions Ltd,45029,Children & Young People,Psychology Service,20400
Bury Metropolitan Borough Council,Consultancy,Reed Talent Solutions Ltd,45028,Children & Young People,Psychology Service,6375
Bury Metropolitan Borough Council,Consultancy,Reed Talent Solutions Ltd,45028,Children & Young People,Psychology Service,7650
Bury Metropolitan Borough Council,Consultancy,Robertson Facilities Management,45042,Department of Operations,Architects,32000
Bury Metropolitan Borough Council,Consultancy,UCL Consultants Ltd,45028,Children & Young People,Curriculum Language Access Service,885
Bury Metropolitan Borough Council,Consultancy,Viridian Consulting Engineers Ltd,45022,Department of Operations,Architects,1120
Bury Metropolitan Borough Council,Consultancy,We Are FR Group Limited t/a Forward Role,45026,Corporate Core Finance,Management Accountancy,11385
Bury Metropolitan Borough Council,Domestic Goods,Chicken Joes Ltd T/A Love Joes,45028,Department of Operations,Catering High,558.86
Bury Metropolitan Borough Council,Domestic Goods,Crown Oil Ltd,45036,Department of Operations,Whitaker Street,3450
Bury Metropolitan Borough Council,Domestic Goods,P C & T D Barnes,45041,Children & Young People,Safeguarding Teams,1654
Bury Metropolitan Borough Council,Domestic Goods,Sitelink Communication Ltd,45029,One Commissioning Organisation,CHOICES FOR LIVING WELL,500
Bury Metropolitan Borough Council,Education,1Message,45022,Children & Young People,Youth Service,9000
Bury Metropolitan Borough Council,Education,Achieve Training Centre,45029,Children & Young People,Independent Fees,4812.5
Bury Metropolitan Borough Council,Education,Achieve Training Centre,45022,Children & Young People,Independent Fees,4160
Bury Metropolitan Borough Council,Education,Achieve Training Centre,45021,Children & Young People,Independent Fees,3080
Bury Metropolitan Borough Council,Education,Achieve Training Centre,45021,Children & Young People,Independent Fees,5390
Bury Metropolitan Borough Council,Education,Achieve Training Centre,45021,Children & Young People,Independent Fees,9240
Bury Metropolitan Borough Council,Education,Advance Occupational Therapy Ltd,45027,Children & Young People,Independent Fees,835.6
Bury Metropolitan Borough Council,Education,Ascentis,45027,Corporate Core Services,Central Community Education,630
Bury Metropolitan Borough Council,Education,Ascentis,45027,Corporate Core Services,Central Community Education,1152
Bury Metropolitan Borough Council,Education,Aspiring Minds Psychology Limited,45021,Children & Young People,Independent Fees,1538.1
Bury Metropolitan Borough Council,Education,Astutis Ltd,45019,Department of Operations,Traffic Management Holding Account,1510
Bury Metropolitan Borough Council,Education,Azamrah Youth Club,45042,Children & Young People,DFE Individual Grants,5214
Bury Metropolitan Borough Council,Education,Bright Futures School Ltd,45041,Children & Young People,Independent Fees,17707
Bury Metropolitan Borough Council,Education,Carrington Riding Centre,45022,Children & Young People,Independent Fees,7666.67
Bury Metropolitan Borough Council,Education,Christ Church C of E MAT,45029,Children & Young People,School contingencies,5650
Bury Metropolitan Borough Council,Education,CommuniTree Outdoor Education Ltd,45042,Children & Young People,DFE Individual Grants,4636
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45044,Children & Young People,Independent Fees,12015
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,24435.18
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,24435.18
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,27854
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,26528
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,25678.89
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,25678.89
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,26528
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,24435.18
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,27854.33
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,25678.89
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,25678.89
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,25365
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,24456.44
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,25678.89
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,23213.42
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,21107.99
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,24157
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,24435.18
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,21126.06
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,21126.06
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,28199.26
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,29494.71
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,29494.71
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,25364.67
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,28199.26
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,27854
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45028,Children & Young People,Independent Fees,8010
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45022,Children & Young People,Independent Fees,7351.95
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45022,Children & Young People,Independent Fees,10988.25
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45022,Children & Young People,Independent Fees,4944.75
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45022,Children & Young People,Independent Fees,7581.95
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45022,Children & Young People,Independent Fees,11272.99
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45022,Children & Young People,Independent Fees,7166.25
Bury Metropolitan Borough Council,Education,Cumberland & Westmorland Schools Ltd,45042,Children & Young People,Independent Fees,24157
Bury Metropolitan Borough Council,Education,CVS Specialist Tutors,45022,Children & Young People,Independent Fees,600
Bury Metropolitan Borough Council,Education,First Point Family Support Services Ltd,45040,Children & Young People,Short Breaks Service,19200
Bury Metropolitan Borough Council,Education,First Point Family Support Services Ltd,45040,Children & Young People,Short Breaks Service,6554
Bury Metropolitan Borough Council,Education,Flourish Tuition Ltd,45021,Children & Young People,Independent Fees,1690
Bury Metropolitan Borough Council,Education,Foundation 92,45041,Children & Young People,Independent Fees,8280
Bury Metropolitan Borough Council,Education,Foundation 92,45041,Children & Young People,Independent Fees,9660
Bury Metropolitan Borough Council,Education,Foundation 92,45044,Children & Young People,DFE Individual Grants,3504
Bury Metropolitan Borough Council,Education,Foundation 92,45044,Children & Young People,DFE Individual Grants,3504
Bury Metropolitan Borough Council,Education,Fusion Fostering Ltd,45042,Children & Young People,Independent Foster Agency,3909.6
Bury Metropolitan Borough Council,Education,Fusion Fostering Ltd,45042,Children & Young People,Independent Foster Agency,4072.5
Bury Metropolitan Borough Council,Education,Fusion Fostering Ltd,45042,Children & Young People,Independent Foster Agency,3909.6
Bury Metropolitan Borough Council,Education,Fusion Fostering Ltd,45042,Children & Young People,Independent Foster Agency,3868.84
Bury Metropolitan Borough Council,Education,Fusion Fostering Ltd,45042,Children & Young People,Independent Foster Agency,4039.84
Bury Metropolitan Borough Council,Education,Fusion Fostering Ltd,45042,Children & Young People,Independent Foster Agency,5167
Bury Metropolitan Borough Council,Education,Fusion Fostering Ltd,45042,Children & Young People,Independent Foster Agency,4067.14
Bury Metropolitan Borough Council,Education,Hindle´s Alternative Provision Ltd,45029,Children & Young People,DFE Individual Grants,3825
Bury Metropolitan Borough Council,Education,HIT Education Ltd,45021,Children & Young People,Independent Fees,7425
Bury Metropolitan Borough Council,Education,Howtech Installations Ltd,45034,Corporate Core Services,Central Community Education,2900
Bury Metropolitan Borough Council,Education,Kedleston (Mill School) Ltd,45028,Children & Young People,Independent Fees,2990
Bury Metropolitan Borough Council,Education,Me Learning Ltd,45027,Children & Young People,Directorate Support,10000
Bury Metropolitan Borough Council,Education,National Teaching & Advisory Service Ltd,45036,Children & Young People,Independent Fees,3510
Bury Metropolitan Borough Council,Education,Nisai Virtual Academy Ltd,45041,Children & Young People,Independent Fees,5083.33
Bury Metropolitan Borough Council,Education,Nisai Virtual Academy Ltd,45041,Children & Young People,Independent Fees,5083.34
Bury Metropolitan Borough Council,Education,Oliver House & Progress School,45042,One Commissioning Organisation,Community Care - Learning Disability Team,10911
