Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,01-Dec-2023,775.00,775.00,Dere Street Barristers,231100,Revenue,STC192637
South Tyneside Council,00CL,Economic Regeneration Group,Other Service Contracts & Supplies,Food Safety,01-Dec-2023,788.50,788.50,Public Analyst Scientific Services Ltd,236160,Revenue,STC192655
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Sundry Costs,Future High Streets Fund,01-Dec-2023,790.00,790.00,Todd Milburn Partnership Limited,828532,Capital,STC192656
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Support Services,ISB Contingencies High Needs Block,01-Dec-2023,800.00,800.00,Laura Yeung trading as Kip McGrath Sunderland North,217740,Revenue,STC192669
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,801.96,801.96,Wernick Hire Limited,227000,Revenue,STC192677
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Support Services,ISB Contingencies High Needs Block,01-Dec-2023,825.00,825.00,Vision for Education Ltd,217740,Revenue,STC192701
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Support Services,ISB Contingencies High Needs Block,01-Dec-2023,825.00,825.00,Vision for Education Ltd,217740,Revenue,STC192702
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,840.00,840.00,Wernick Hire Limited,227000,Revenue,STC192714
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Fleet Management - Workshop Operations,01-Dec-2023,845.54,845.54,Elis UK Ltd,227030,Revenue,STC192722
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Foundation Trust,Sexual Health - NCA GUM Open Access,01-Dec-2023,865.00,865.00,Northumbria Health Care NHS Foundation Trust,225045,Revenue,STC192753
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Demolition Costs,Vacant / Surplus Property Demolitions,01-Dec-2023,875.00,875.00,Mableson Hall Ltd,825002,Capital,STC192764
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,01-Dec-2023,896.28,896.28,Lord Technical Limited,227630,Revenue,STC192779
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Demolition Costs,Vacant / Surplus Property Demolitions,01-Dec-2023,900.00,900.00,Mableson Hall Ltd,825002,Capital,STC192782
South Tyneside Council,00CL,Economic Regeneration Group,Maintenance of Computer Equipment,Business Incubation : One Trinity Green,01-Dec-2023,923.70,923.70,Aspire Technology Solutions Limited,235950,Revenue,STC192811
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,930.00,930.00,Wernick Hire Limited,227000,Revenue,STC192825
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,930.00,930.00,Wernick Hire Limited,227000,Revenue,STC192826
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,930.00,930.00,Wernick Hire Limited,227000,Revenue,STC192827
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,930.00,930.00,Wernick Hire Limited,227000,Revenue,STC192828
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,930.00,930.00,Wernick Hire Limited,227000,Revenue,STC192829
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,930.00,930.00,Wernick Hire Limited,227000,Revenue,STC192830
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,930.00,930.00,Wernick Hire Limited,227000,Revenue,STC192831
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,930.00,930.00,Wernick Hire Limited,227000,Revenue,STC192832
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,930.00,930.00,Wernick Hire Limited,227000,Revenue,STC192833
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Support Services,ISB Contingencies High Needs Block,01-Dec-2023,990.00,990.00,Vision for Education Ltd,217740,Revenue,STC192880
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Support Services,ISB Contingencies High Needs Block,01-Dec-2023,990.00,990.00,Vision for Education Ltd,217740,Revenue,STC192881
South Tyneside Council,00CL,Business & Resources Group,CAF Grants East Shields & Whitburn,East Shields & Whitburn,01-Dec-2023,1000.00,1000.00,Harton Hub CIC,222890,Revenue,STC192889
South Tyneside Council,00CL,Business & Resources Group,Library & Other Books Maps etc.,Libraries Admin,01-Dec-2023,1007.91,1007.91,Askews and Holts Library Services Ltd,223170,Revenue,STC192899
South Tyneside Council,00CL,Business & Resources Group,Library & Other Books Maps etc.,Libraries Admin,01-Dec-2023,1017.63,1017.63,Askews and Holts Library Services Ltd,223170,Revenue,STC192907
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Further Education 16-18,01-Dec-2023,1023.00,1023.00,NCFE,216180,Revenue,STC192912
South Tyneside Council,00CL,Business & Resources Group,Library & Other Books Maps etc.,Libraries Admin,01-Dec-2023,1028.16,1028.16,Askews and Holts Library Services Ltd,223170,Revenue,STC192916
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Dec-2023,1045.58,1045.58,Wernick Hire Limited,227000,Revenue,STC192927
South Tyneside Council,00CL,Business and Resources,Postage Expenses,Digitalised Mail,01-Dec-2023,1078.96,1078.96,Critiqom Limited,230385,Revenue,STC192957
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Bereavement Services,01-Dec-2023,1103.77,1103.77,Willowcrete Manufacturing Company Limited,232834,Revenue,STC192993
South Tyneside Council,00CL,Business & Resources Group,Library & Other Books Maps etc.,Libraries Admin,01-Dec-2023,1144.70,1144.70,Askews and Holts Library Services Ltd,223170,Revenue,STC193017
South Tyneside Council,00CL,Business & Resources Group,Furniture & Equipment - General,Jarrow Pool,01-Dec-2023,1241.90,1241.90,Spectrum Industrial Ltd,223985,Revenue,STC193111
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Dec-2023,1243.72,1243.72,St Cuthberts Care,213700,Revenue,STC193112
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Advisors & Consultants Fees,Feasibility Works Capital Sites,01-Dec-2023,1263.00,1263.00,Durham Wildlife Services Ltd,828538,Capital,STC193133
South Tyneside Council,00CL,Business & Resources Group,Property Reactive / General Repairs,Parks General,01-Dec-2023,1341.90,1341.90,Falon Nameplates Limited,223640,Revenue,STC193165
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Non Factory Units,01-Dec-2023,1365.00,1365.00,The Columbaria Company (Odlings Ltd t/a),232805,Revenue,STC193182
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Council Tax and Business Rates Collection,01-Dec-2023,1435.18,1435.18,Critiqom Limited,230140,Revenue,STC193213
South Tyneside Council,00CL,Childrens Adults and Health,Furniture & Equipment - General,Childrens Services Family Hubs,01-Dec-2023,1455.43,1455.43,TTS Group Ltd (RM Educational Resourced Ltd t/a),212095,Revenue,STC193225
South Tyneside Council,00CL,Business and Resources Capital,Capital Advisors & Consultants Fees,Road Resurfacing,01-Dec-2023,1474.80,1474.80,Waterman Aspen Ltd,850000,Capital,STC193234
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,1499.88,1499.88,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193248
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,01-Dec-2023,1530.00,1530.00,Compact for Race Equality in South Tyneside Ltd,219830,Revenue,STC193264
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Furniture & Equipment - General,Locality 2 - Day care - (Boldon),01-Dec-2023,1548.00,1548.00,CD Passenger Services,215465,Revenue,STC193270
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Dec-2023,1606.07,1606.07,Budget Buses,218930,Revenue,STC193294
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Dec-2023,1619.88,1619.88,Team Fostering (formerly Team Fostering North East),213700,Revenue,STC193296
South Tyneside Council,00CL,Business & Resources Group,External Trainers Services,Fitness Class Programmes,01-Dec-2023,1699.00,1699.00,Redacted -personal info,224082,Revenue,STC193323
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,1701.83,1701.83,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193325
South Tyneside Council,00CL,Economic Regeneration Group,Contributions to Community Associations,Asset Management,01-Dec-2023,1833.00,1833.00,Perth Green Community Association CIO,232300,Revenue,STC193373
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,CP- Schools Solar PV PH1 2023,01-Dec-2023,1950.00,1950.00,CK21 Limited,820336,Capital,STC193428
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Staying Put Placements,Commissioned Fostering,01-Dec-2023,1957.43,1957.43,St Cuthberts Care,213500,Revenue,STC193430
South Tyneside Council,00CL,Business & Resources Group,Printing & Stationery Consumables,Register of Electors,01-Dec-2023,1968.81,1968.81,Civica Election Services Limited (previously Electoral Reform Services),231600,Revenue,STC193431
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Furniture & Equipment - General,Head of Adult Services,01-Dec-2023,2184.00,2184.00,SoloProtect Limited,220200,Revenue,STC193506
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,01-Dec-2023,2188.51,2188.51,Hill-Rom Limited,221420,Revenue,STC193510
South Tyneside Council,00CL,Childrens Adults & Health Capital,Capital Equipment Purchases,Borrowdale House,01-Dec-2023,2226.00,2226.00,CCS Media,819572,Capital,STC193526
South Tyneside Council,00CL,Governance and Corporate Affairs,Staff Training,Performance and Change Management,01-Dec-2023,2245.00,2245.00,PMO Learning Ltd,240104,Revenue,STC193531
South Tyneside Council,00CL,Economic Regeneration Group,External Printing Contractors,Printing,01-Dec-2023,2386.50,2386.50,Opal IT Limited t/a inTEC BUSINESS Newcastle,236030,Revenue,STC193566
South Tyneside Council,00CL,Childrens Adults & Health Capital,Capital Enhancement Costs,Childrens Home Hebburn New Town – DfE,01-Dec-2023,2398.85,2398.85,Bloom Procurement Services,819702,Capital,STC193570
South Tyneside Council,00CL,Childrens Adults & Health Capital,Capital Advisors & Consultants Fees,Childrens Home Hebburn New Town – DfE,01-Dec-2023,2398.85,2398.85,Bloom Procurement Services,819702,Capital,STC193571
South Tyneside Council,00CL,Business and Resources Capital,Capital Advisors & Consultants Fees,ICT - Desktop Refresh,01-Dec-2023,2500.00,2500.00,APaaS Application Packaging Services Limited,857503,Capital,STC193595
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Leisure Facilities,01-Dec-2023,2500.00,2500.00,MitrePoint Limited T/A Roofclad Systems,232822,Revenue,STC193596
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - General,Other Grants - Tyneside Rape Crisis Centre,01-Dec-2023,2500.00,2500.00,Rape Crisis Tyneside & Northumberland,225210,Revenue,STC193597
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Dec-2023,2517.80,2517.80,Budget Buses,218930,Revenue,STC193599
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Advisors & Consultants Fees,Feasibility Works Capital Sites,01-Dec-2023,2644.00,2644.00,Durham Wildlife Services Ltd,828538,Capital,STC193633
South Tyneside Council,00CL,Business & Resources Group,Printing & Stationery Consumables,Secure Waste Disposal,01-Dec-2023,2711.75,2711.75,Data Solutions 2016 Ltd t/a Restore Datashred,230930,Revenue,STC193654
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,2730.00,2730.00,Fostering People Ltd,213500,Revenue,STC193657
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,01-Dec-2023,2940.00,2940.00,Peart Access Ramps Ltd,819000,Capital,STC193714
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,01-Dec-2023,2954.88,2954.88,Marshalls,227630,Revenue,STC193719
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,01-Dec-2023,3341.92,3341.92,Marshalls,227630,Revenue,STC193794
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Dec-2023,3420.00,3420.00,Readypay Limited (t/a Phoenix Taxis & Coach Centre),218930,Revenue,STC193810
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Non Factory Units,01-Dec-2023,3520.65,3520.65,Birch Tree Northern Limited,232805,Revenue,STC193830
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3549.60,3549.60,Fostering People Ltd,213500,Revenue,STC193834
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Dec-2023,3692.40,3692.40,Budget Buses,218930,Revenue,STC193849
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,01-Dec-2023,3732.00,3732.00,Stannah Lift Services Ltd,819000,Capital,STC193858
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3802.50,3802.50,Fostering People Ltd,213500,Revenue,STC193870
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3802.50,3802.50,Fostering People Ltd,213500,Revenue,STC193871
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3802.50,3802.50,Fostering People Ltd,213500,Revenue,STC193872
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3802.50,3802.50,Fostering People Ltd,213500,Revenue,STC193873
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3802.50,3802.50,Fostering People Ltd,213500,Revenue,STC193874
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3802.50,3802.50,Fostering People Ltd,213500,Revenue,STC193875
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3806.80,3806.80,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193877
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,01-Dec-2023,3844.72,3844.72,William Smith Group 1832 Ltd (formerly William Smith & Sons Barnard Castle Limited),227630,Revenue,STC193883
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Dec-2023,3847.50,3847.50,Five Rivers Child Care Ltd,213700,Revenue,STC193884
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Energy Expenses,Thurston Activity Centre,01-Dec-2023,3871.25,3871.25,WCF Fuels North West (WCF Ltd t/a),219100,Revenue,STC193887
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3874.69,3874.69,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193890
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3874.69,3874.69,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193891
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3874.69,3874.69,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193892
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3874.69,3874.69,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193893
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3874.69,3874.69,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193894
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,3874.69,3874.69,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193895
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Dec-2023,3984.60,3984.60,Five Rivers Child Care Ltd,213700,Revenue,STC193912
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4091.70,4091.70,Fostering People Ltd,213500,Revenue,STC193926
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,01-Dec-2023,4200.00,4200.00,Standby Healthcare,221001,Revenue,STC193945
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4258.80,4258.80,Fostering People Ltd,213500,Revenue,STC193961
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4271.40,4271.40,Fostering People Ltd,213500,Revenue,STC193962
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4325.10,4325.10,Fostering People Ltd,213500,Revenue,STC193971
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4325.10,4325.10,Fostering People Ltd,213500,Revenue,STC193972
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4325.40,4325.40,Fostering People Ltd,213500,Revenue,STC193973
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4452.22,4452.22,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193988
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4452.22,4452.22,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193989
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4452.22,4452.22,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193990
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4452.22,4452.22,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193991
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4452.22,4452.22,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC193992
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Dec-2023,4639.80,4639.80,Budget Buses,218930,Revenue,STC194015
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Advisors & Consultants Fees,Midlefields External Works Masterplan,01-Dec-2023,4675.00,4675.00,Howarth Litchfield Partnership,820328,Capital,STC194016
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4806.60,4806.60,Fostering People Ltd,213500,Revenue,STC194023
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,4806.60,4806.60,Fostering People Ltd,213500,Revenue,STC194024
South Tyneside Council,00CL,Business and Resources,Postage Expenses,Digitalised Mail,01-Dec-2023,4845.60,4845.60,Critiqom Limited,230385,Revenue,STC194025
South Tyneside Council,00CL,Economic Regeneration Group,Non-Staff Advertising,General Tourism Marketing,01-Dec-2023,5000.00,5000.00,Bauer Radio Ltd,236057,Revenue,STC194031
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,5290.15,5290.15,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC194046
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,Playing Fields Strategies,01-Dec-2023,5400.00,5400.00,Durham Wildlife Services Ltd,854521,Capital,STC194058
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Dec-2023,5412.29,5412.29,TACT - The Adolescent and Children's Trust,213700,Revenue,STC194059
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Home to College Transport,01-Dec-2023,6576.20,6576.20,Budget Buses,218950,Revenue,STC194114
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Dec-2023,7510.06,7510.06,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC194163
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,CCTV Costs,01-Dec-2023,7989.00,7989.00,North VS Ltd (previously 2020 Vision Systems Ltd),227930,Revenue,STC194176
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Dec-2023,9671.76,9671.76,Budget Buses,218930,Revenue,STC194243
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Dec-2023,10127.00,10127.00,Budget Buses,218930,Revenue,STC194252
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Construction Costs,Vehicle Wash and Dewatering Facilities,01-Dec-2023,11339.62,11339.62,BCE Northern Limited,854499,Capital,STC194279
South Tyneside Council,00CL,Business & Resources Group,Property Reactive / General Repairs,Haven Point,01-Dec-2023,12092.79,12092.79,GG Glass & Glazing Ltd,222950,Revenue,STC194288
South Tyneside Council,00CL,Business & Resources Group,Property Reactive / General Repairs,Haven Point,01-Dec-2023,12092.79,12092.79,GG Glass & Glazing Ltd,222950,Revenue,STC194289
