Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,02-Jan-24,600,£0.00,Redacted - personal info,213300,Revenue,STC194868
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,02-Jan-24,600,£0.00,Redacted - personal info,213300,Revenue,STC194869
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,600,£0.00,Redacted - personal info,213800,Revenue,STC194870
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,02-Jan-24,600,£0.00,Redacted - personal info,213300,Revenue,STC194871
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,02-Jan-24,600,£0.00,Redacted - personal info,213300,Revenue,STC194872
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,02-Jan-24,600.12,£0.00,Redacted - personal info,221005,Revenue,STC194898
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Cleaning Expenses,Hebburn Comp Kitchen,02-Jan-24,606.1,£0.00,Greenham Trading Limited,217540,Revenue,STC194906
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,610,£0.00,Redacted - personal info,221001,Revenue,STC194909
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,621.18,£0.00,Redacted - personal info,221004,Revenue,STC194919
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,622.6,£0.00,Redacted - personal info,221001,Revenue,STC194924
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Catering Provisions,Jarrow School Kitchen,02-Jan-24,626.4,£0.00,Pasta King (UK) Ltd,217530,Revenue,STC194942
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,02-Jan-24,631.43,£0.00,Redacted - personal info,213901,Revenue,STC194953
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,636,£0.00,Redacted - personal info,213800,Revenue,STC194956
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,636,£0.00,Redacted - personal info,213800,Revenue,STC194957
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,637.3,£0.00,Redacted - personal info,221001,Revenue,STC194965
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,643.76,£0.00,Redacted - personal info,221004,Revenue,STC194994
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,02-Jan-24,644.37,£0.00,Redacted - personal info,213901,Revenue,STC194996
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,647.77,£0.00,Redacted - personal info,213800,Revenue,STC195005
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,649.2,£0.00,Redacted - personal info,221004,Revenue,STC195008
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Foundation Trust,Sexual Health - NCA GUM Open Access,02-Jan-24,651,£0.00,Northumbria Health Care NHS Foundation Trust,225045,Revenue,STC195017
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,West Holborn Renewable Energy Network,02-Jan-24,660,£0.00,Northern Powergrid (NEDL),854597,Capital,STC195019
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,662.46,£0.00,Redacted - personal info,221001,Revenue,STC195029
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,664,£0.00,Redacted - personal info,221001,Revenue,STC195064
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,668,£0.00,Redacted - personal info,213800,Revenue,STC195070
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,02-Jan-24,668.36,£0.00,Redacted - personal info,221005,Revenue,STC195073
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,669.64,£0.00,Redacted - personal info,221004,Revenue,STC195078
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,672,£0.00,Redacted - personal info,221004,Revenue,STC195082
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,02-Jan-24,679.2,£0.00,Redacted - personal info,221005,Revenue,STC195101
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,679.2,£0.00,Redacted - personal info,221004,Revenue,STC195102
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,679.2,£0.00,Redacted - personal info,221004,Revenue,STC195103
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,679.2,£0.00,Redacted - personal info,221004,Revenue,STC195104
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,02-Jan-24,679.2,£0.00,Redacted - personal info,221005,Revenue,STC195105
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Sensory Support,02-Jan-24,679.2,£0.00,Redacted - personal info,221002,Revenue,STC195106
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,679.2,£0.00,Redacted - personal info,221004,Revenue,STC195107
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,679.2,£0.00,Redacted - personal info,221004,Revenue,STC195108
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,679.2,£0.00,Redacted - personal info,221001,Revenue,STC195109
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Staff Uniforms,Catering Contract General,02-Jan-24,688.52,£0.00,1st Coverall Company Limited,217210,Revenue,STC195135
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,690.68,£0.00,Redacted - personal info,221004,Revenue,STC195145
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,697.71,£0.00,Redacted - personal info,221001,Revenue,STC195156
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,02-Jan-24,700,£0.00,Redacted - personal info,213800,Revenue,STC195160
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,700,£0.00,Redacted - personal info,213800,Revenue,STC195161
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,700.36,£0.00,Redacted - personal info,221001,Revenue,STC195171
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Social Support for Social Isolation,02-Jan-24,703.96,£0.00,Redacted - personal info,221009,Revenue,STC195175
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,712.56,£0.00,Redacted - personal info,221001,Revenue,STC195185
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Electricity at Work,02-Jan-24,715,£0.00,BES Group Electrical Ltd (formallyLantei Compliance Services),820001,Capital,STC195189
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,720,£0.00,Redacted - personal info,221001,Revenue,STC195200
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Contributions - Fairer Charging,Learning Disability Support,02-Jan-24,724.51,£0.00,Redacted - personal info,221004,Revenue,STC195215
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,726,£0.00,Redacted - personal info,221004,Revenue,STC195222
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,735.8,£0.00,Redacted - personal info,221001,Revenue,STC195243
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,735.8,£0.00,Redacted - personal info,221004,Revenue,STC195244
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,742.96,£0.00,Redacted - personal info,221001,Revenue,STC195252
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Social Support for Social Isolation,02-Jan-24,756.96,£0.00,Redacted - personal info,221009,Revenue,STC195275
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,02-Jan-24,758.16,£0.00,Redacted - personal info,221005,Revenue,STC195277
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,02-Jan-24,758.8,£0.00,Mencap,221004,Revenue,STC195279
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,02-Jan-24,758.8,£0.00,Mencap,221004,Revenue,STC195280
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,762.68,£0.00,Redacted - personal info,221004,Revenue,STC195287
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,764.08,£0.00,Redacted - personal info,221001,Revenue,STC195290
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Special Guardianship Allowances (former foster carers),Special Guardianship Allowances,02-Jan-24,774,£0.00,Redacted - personal info,213901,Revenue,STC195301
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,774.65,£0.00,Redacted - personal info,221004,Revenue,STC195303
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,02-Jan-24,777.76,£0.00,Mencap,221004,Revenue,STC195320
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Support with Memory and Cognition,02-Jan-24,785.26,£0.00,Redacted - personal info,221003,Revenue,STC195330
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,02-Jan-24,789.92,£0.00,Redacted - personal info,221005,Revenue,STC195340
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Contributions - Fairer Charging,Learning Disability Support,02-Jan-24,790.45,£0.00,Redacted - personal info,221004,Revenue,STC195342
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,792.4,£0.00,Redacted - personal info,221001,Revenue,STC195345
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,792.4,£0.00,Redacted - personal info,221004,Revenue,STC195346
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,792.4,£0.00,Redacted - personal info,221001,Revenue,STC195347
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,792.4,£0.00,Redacted - personal info,221001,Revenue,STC195348
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,02-Jan-24,792.4,£0.00,Redacted - personal info,221005,Revenue,STC195349
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,792.4,£0.00,Redacted - personal info,221001,Revenue,STC195350
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,796,£0.00,Redacted - personal info,213800,Revenue,STC195358
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,796,£0.00,Redacted - personal info,213800,Revenue,STC195359
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,796.76,£0.00,Redacted - personal info,221004,Revenue,STC195365
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,798,£0.00,Redacted - personal info,213800,Revenue,STC195367
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,CP - Middlefields Fire Alarm,02-Jan-24,800,£0.00,CDS Security and Fire Ltd (formerly CDS Security Ltd),820252,Capital,STC195370
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Contributions - Fairer Charging,Physical Support,02-Jan-24,806.09,£0.00,Redacted - personal info,221001,Revenue,STC195388
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Contributions - Fairer Charging,Learning Disability Support,02-Jan-24,813.56,£0.00,Redacted - personal info,221004,Revenue,STC195396
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Support with Memory and Cognition,02-Jan-24,816.16,£0.00,Redacted - personal info,221003,Revenue,STC195398
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,818,£0.00,Redacted - personal info,213800,Revenue,STC195401
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,818,£0.00,Redacted - personal info,213800,Revenue,STC195402
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,818,£0.00,Redacted - personal info,213800,Revenue,STC195403
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,02-Jan-24,818,£0.00,Redacted - personal info,213800,Revenue,STC195404
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,823.56,£0.00,Redacted - personal info,221001,Revenue,STC195412
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,02-Jan-24,834.68,£0.00,Ashdown Care Homes Ltd,221004,Revenue,STC195431
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,847,£0.00,Redacted - personal info,221004,Revenue,STC195439
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Support with Memory and Cognition,02-Jan-24,847.15,£0.00,Redacted - personal info,221003,Revenue,STC195441
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,02-Jan-24,847.56,£0.00,Mencap,221004,Revenue,STC195443
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,02-Jan-24,847.56,£0.00,Mencap,221004,Revenue,STC195444
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,849,£0.00,Redacted - personal info,221001,Revenue,STC195448
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,849,£0.00,Redacted - personal info,221004,Revenue,STC195449
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,849,£0.00,Redacted - personal info,221001,Revenue,STC195450
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,849,£0.00,Redacted - personal info,221004,Revenue,STC195451
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,849,£0.00,Redacted - personal info,221001,Revenue,STC195452
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,849,£0.00,Redacted - personal info,221004,Revenue,STC195453
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,849,£0.00,Redacted - personal info,221004,Revenue,STC195454
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,850,£0.00,Redacted - personal info,213800,Revenue,STC195465
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,861.3,£0.00,Redacted - personal info,221001,Revenue,STC195494
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,861.3,£0.00,Redacted - personal info,221001,Revenue,STC195495
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Social Support for Social Isolation,02-Jan-24,863.92,£0.00,Redacted - personal info,221009,Revenue,STC195498
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,864,£0.00,Redacted - personal info,213800,Revenue,STC195500
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,865.98,£0.00,Redacted - personal info,221004,Revenue,STC195503
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,866.76,£0.00,Redacted - personal info,221004,Revenue,STC195505
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,867.16,£0.00,Redacted - personal info,221004,Revenue,STC195508
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,881.38,£0.00,Redacted - personal info,221001,Revenue,STC195541
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,DFG Minor Adaptations,02-Jan-24,893.33,£0.00,Franks Flooring,819002,Capital,STC195555
South Tyneside Council,00CL,"Childrens, Adults & Families Group","Foster Carers Basic, Holiday & Age Related Allowances",In House Fostering,02-Jan-24,898,£0.00,Redacted - personal info,213800,Revenue,STC195563
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Foster Carers Other Fees & Expenses,In House Fostering,02-Jan-24,900,£0.00,Redacted - personal info,213800,Revenue,STC195566
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Mental Health Support,02-Jan-24,905.6,£0.00,Redacted - personal info,221005,Revenue,STC195581
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Physical Support,02-Jan-24,911.15,£0.00,Redacted - personal info,221001,Revenue,STC195591
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,915.18,£0.00,Redacted - personal info,221004,Revenue,STC195597
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Direct Payments for Social Care,Learning Disability Support,02-Jan-24,915.36,£0.00,Redacted - personal info,221004,Revenue,STC195599
