Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Community Learning Grant,01-Feb-2024,756.00,£0.00,Key Subject Tuition Ltd,215955,Revenue,STC198630
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,766.80,£0.00,Budget Buses,218930,Revenue,STC198644
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Equipment Purchases,Resurfacing of Car Parks,01-Feb-2024,768.69,£0.00,Balfour Beatty Living Places Ltd,850011,Capital,STC198647
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,859.60,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC198767
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,01-Feb-2024,867.00,£0.00,Key Subject Tuition Ltd,216191,Revenue,STC198778
South Tyneside Council,00CL,Business & Resources Group,Property Reactive / General Repairs,Playground Inspection & Maintenance,01-Feb-2024,950.00,£0.00,Play Fitness Ltd,223560,Revenue,STC198858
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Human Resources,01-Feb-2024,975.00,£0.00,DDH Psychological Solutions Limited,230600,Revenue,STC198878
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,1005.00,£0.00,CD Passenger Services,218930,Revenue,STC198916
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Home to College Transport,01-Feb-2024,1056.00,£0.00,CD Passenger Services,218950,Revenue,STC198947
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,1200.00,£0.00,CD Passenger Services,218930,Revenue,STC199017
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Adults with Disabilities Team,01-Feb-2024,1200.00,£0.00,CD Passenger Services,220550,Revenue,STC199018
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,The Place,01-Feb-2024,1200.00,£0.00,RJH Design,214200,Revenue,STC199019
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,1280.00,£0.00,CD Passenger Services,218930,Revenue,STC199061
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,ILAC General,01-Feb-2024,1328.40,£0.00,Budget Buses,213300,Revenue,STC199085
South Tyneside Council,00CL,Business & Resources Group,Other Fees,South Shields Crematorium,01-Feb-2024,1330.00,£0.00,Obitus (Vividea Ltd t/a),226760,Revenue,STC199086
South Tyneside Council,00CL,Economic Regeneration Group,Grant Payments - General,NOTCA Adult Education,01-Feb-2024,1338.00,£0.00,U Training Ltd,215956,Revenue,STC199095
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,1360.00,£0.00,CD Passenger Services,218930,Revenue,STC199105
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,ILAC General,01-Feb-2024,1440.00,£0.00,CD Passenger Services,213300,Revenue,STC199141
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,1520.00,£0.00,CD Passenger Services,218930,Revenue,STC199183
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,1521.54,£0.00,Budget Buses,218930,Revenue,STC199184
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Adults with Disabilities Team,01-Feb-2024,1680.00,£0.00,CD Passenger Services,220550,Revenue,STC199245
South Tyneside Council,00CL,Business and Resources,Postage Expenses,Digitalised Mail,01-Feb-2024,1695.63,£0.00,Critiqom Limited,230385,Revenue,STC199250
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,1760.00,£0.00,CD Passenger Services,218930,Revenue,STC199271
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,1768.00,£0.00,CD Passenger Services,218930,Revenue,STC199274
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,01-Feb-2024,1801.10,£0.00,Team Fostering (formerly Team Fostering North East),213300,Revenue,STC199284
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,01-Feb-2024,1896.00,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC199322
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,1920.00,£0.00,CD Passenger Services,218930,Revenue,STC199333
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Home to College Transport,01-Feb-2024,1920.00,£0.00,CD Passenger Services,218950,Revenue,STC199334
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,01-Feb-2024,2025.00,£0.00,Seating Matters,221420,Revenue,STC199368
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,2040.00,£0.00,CD Passenger Services,218930,Revenue,STC199372
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,01-Feb-2024,2060.00,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC199380
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,2080.00,£0.00,CD Passenger Services,218930,Revenue,STC199383
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,2080.00,£0.00,CD Passenger Services,218930,Revenue,STC199384
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,2119.20,£0.00,Reach Out Care,213500,Revenue,STC199399
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,ICT & Digital Services,01-Feb-2024,2160.00,£0.00,APaaS Application Packaging Services Limited,230440,Revenue,STC199405
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,2160.00,£0.00,CD Passenger Services,218930,Revenue,STC199406
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Outdoor Education,01-Feb-2024,2291.92,£0.00,Springs Roofing Ltd,232844,Revenue,STC199436
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,2522.80,£0.00,Budget Buses,218930,Revenue,STC199479
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,ILAC General,01-Feb-2024,2560.00,£0.00,CD Passenger Services,213300,Revenue,STC199485
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,2560.00,£0.00,CD Passenger Services,218930,Revenue,STC199486
South Tyneside Council,00CL,Childrens Adults and Health,Furniture & Equipment - General,Childrens Services Family Hubs,01-Feb-2024,2650.00,£0.00,AM & B Wilson Limited,212095,Revenue,STC199501
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,2720.00,£0.00,CD Passenger Services,218930,Revenue,STC199508
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Default Procurement Subjective,Pupil Support,01-Feb-2024,2720.00,£0.00,CD Passenger Services,211810,Revenue,STC199509
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Human Resources,01-Feb-2024,2737.50,£0.00,DDH Psychological Solutions Limited,230600,Revenue,STC199513
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,2821.00,£0.00,Fostering People Ltd,213500,Revenue,STC199535
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Foundation Trust,Mental Health Team,01-Feb-2024,2833.00,£0.00,Northumberland Tyne and Wear NHS Trust,221090,Revenue,STC199537
South Tyneside Council,00CL,Economic Regeneration Group,Grant Payments - General,NOTCA Adult Education,01-Feb-2024,3008.00,£0.00,U Training Ltd,215956,Revenue,STC199567
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,3182.40,£0.00,Budget Buses,218930,Revenue,STC199592
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,01-Feb-2024,3277.00,£0.00,Stannah Lift Services Ltd,819000,Capital,STC199617
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,01-Feb-2024,3345.00,£0.00,U Training Ltd,216191,Revenue,STC199631
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Home to College Transport,01-Feb-2024,3456.00,£0.00,CD Passenger Services,218950,Revenue,STC199648
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3667.92,£0.00,Fostering People Ltd,213500,Revenue,STC199680
South Tyneside Council,00CL,Economic Regeneration Group,Schools Maintenance Non-Buyback,R&M Non-Buyback,01-Feb-2024,3783.00,£0.00,HLA Services Ltd,232870,Revenue,STC199692
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Feb-2024,3800.00,£0.00,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC199695
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Feb-2024,3800.00,£0.00,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC199696
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Feb-2024,3800.00,£0.00,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC199697
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Feb-2024,3800.00,£0.00,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC199698
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Feb-2024,3800.00,£0.00,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC199699
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Feb-2024,3800.00,£0.00,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC199700
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Feb-2024,3800.00,£0.00,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC199701
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3874.69,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199708
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3874.69,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199709
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3874.69,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199710
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3874.69,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199711
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3874.69,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199712
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3874.69,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199713
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3874.69,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199714
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC199727
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC199728
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC199729
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC199730
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC199731
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC199732
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Feb-2024,4184.69,£0.00,Team Fostering (formerly Team Fostering North East),213700,Revenue,STC199760
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4228.09,£0.00,Fostering People Ltd,213500,Revenue,STC199769
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4400.76,£0.00,Fostering People Ltd,213500,Revenue,STC199798
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4413.78,£0.00,Fostering People Ltd,213500,Revenue,STC199800
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4452.22,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199804
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4452.22,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199805
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4452.22,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199806
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4452.22,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199807
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4452.22,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199808
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4469.27,£0.00,Fostering People Ltd,213500,Revenue,STC199810
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4469.27,£0.00,Fostering People Ltd,213500,Revenue,STC199811
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4469.58,£0.00,Fostering People Ltd,213500,Revenue,STC199812
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,4695.00,£0.00,Budget Buses,218930,Revenue,STC199837
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,4966.82,£0.00,Fostering People Ltd,213500,Revenue,STC199859
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,5290.15,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC199887
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,5314.33,£0.00,Alpha Plus Fostering Ltd,213500,Revenue,STC199888
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Home to College Transport,01-Feb-2024,6199.80,£0.00,Budget Buses,218950,Revenue,STC199959
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,7063.35,£0.00,Reach Out Care,213500,Revenue,STC199998
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Feb-2024,7370.00,£0.00,Investing in Children CIC,213700,Revenue,STC200007
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Feb-2024,7510.06,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC200016
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,01-Feb-2024,8028.00,£0.00,U Training Ltd,216191,Revenue,STC200030
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Advisors & Consultants Fees,South Shields Town Centre Regen,01-Feb-2024,8059.43,£0.00,Northumbrian Water Ltd,828512,Capital,STC200033
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Secondary Non-Delegated Transport,01-Feb-2024,9120.00,£0.00,CD Passenger Services,218900,Revenue,STC200059
South Tyneside Council,00CL,Housing Revenue Account,HRA Furniture Rental Scheme,Rents Rates and Taxes,01-Feb-2024,9196.10,£0.00,Your Homes Newcastle,701000,Revenue,STC200061
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Mental Health Support,01-Feb-2024,9690.72,£0.00,Newcross Healthcare Solutions Ltd,221005,Revenue,STC200078
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,12517.00,£0.00,CD Passenger Services,218930,Revenue,STC200158
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,01-Feb-2024,15932.00,£0.00,CD Passenger Services,218930,Revenue,STC200211
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,01-Feb-2024,16939.59,£0.00,Stannah Lift Services Ltd,819000,Capital,STC200228
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,Healthier/Smart Metro Stations,01-Feb-2024,17322.84,£0.00,AECOM Ltd,852033,Capital,STC200234
South Tyneside Council,00CL,Business & Resources Group,Software,ICT & Digital Services,01-Feb-2024,18047.24,£0.00,CDW Limited (formerly Kelway (UK) Ltd),230440,Revenue,STC200247
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Feb-2024,18126.01,£0.00,Hennessy Group,213700,Revenue,STC200251
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Feb-2024,22997.52,£0.00,Artemis (part of Compass Community),213700,Revenue,STC200320
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Construction Costs,West Holborn Renewable Energy Network,01-Feb-2024,29226.11,£0.00,Robertson Construction NEE Ltd,854597,Capital,STC200353
South Tyneside Council,00CL,"Childrens, Adults & Families Group",PFI Unitary Charge - Fixed,South Shields Community School PFI,01-Feb-2024,138971.00,£0.00,Inspiredspaces STAG (ProjectCO2) Limited,219701,Revenue,STC200466
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Independent Sector Payments Public Health,Substance Misuse Core Contract - DISC,01-Feb-2024,173841.66,£0.00,Humankind Charity formerly DISC Ltd (Developing Initiatives for Support in the Community),225175,Revenue,STC200476
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,02-Feb-2024,512.02,£0.00,Sunbelt Rentals Ltd (formerly Ashtead Plant Hire Company Limited),227000,Revenue,STC198202
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,02-Feb-2024,512.02,£0.00,Sunbelt Rentals Ltd (formerly Ashtead Plant Hire Company Limited),227000,Revenue,STC198203
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,02-Feb-2024,517.00,£0.00,Ward Hadaway Solicitors,231100,Revenue,STC198207
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,02-Feb-2024,530.39,£0.00,Sunderland Care & Support Ltd,221004,Revenue,STC198234
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Children with Disability Team,02-Feb-2024,540.00,£0.00,We Care Bespoke Ltd,213100,Revenue,STC198252
South Tyneside Council,00CL,Business & Resources Group,Cash Collection Contract,Banking & Cash Collection,02-Feb-2024,562.35,£0.00,Security Plus Ltd,237040,Revenue,STC198289
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Property Reactive / General Repairs,Forest View Primary Kitchen,02-Feb-2024,567.82,£0.00,Upnorth Engineering Services Limited,217310,Revenue,STC198292
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,02-Feb-2024,574.00,£0.00,Ward Hadaway Solicitors,231100,Revenue,STC198306
South Tyneside Council,00CL,Economic Regeneration Group,Property Planned Maintenance,Business Incubation : One Trinity Green,02-Feb-2024,582.00,£0.00,Lochinvar,235950,Revenue,STC198315
South Tyneside Council,00CL,Housing Revenue Account,Housing Rent Suspense - Monies Received,Housing Rents Suspense Account,02-Feb-2024,583.55,£0.00,Debt Management (FCM),710010,Revenue,STC198318
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,02-Feb-2024,598.00,£0.00,Ward Hadaway Solicitors,231100,Revenue,STC198341
South Tyneside Council,00CL,Business & Resources Group,External Trainers Services,Fitness Class Programmes,02-Feb-2024,600.00,£0.00,Redacted - personal info,224082,Revenue,STC198348
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,02-Feb-2024,601.60,£0.00,Logistics Skill & Consultancy Ltd,216191,Revenue,STC198356
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,02-Feb-2024,606.50,£0.00,Ward Hadaway Solicitors,231100,Revenue,STC198363
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,02-Feb-2024,608.50,£0.00,Hearing Products International Ltd,221420,Revenue,STC198368
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,02-Feb-2024,612.85,£0.00,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC198376
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Feb-2024,621.39,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198385
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Feb-2024,621.50,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC198386
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Supported Living,Learning Disability Support,02-Feb-2024,626.01,£0.00,St Annes Community Services,221004,Revenue,STC198396
