Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,01-Mar-2024,700.05,0,Wolseley UK Limited,221420,Revenue,STC201069
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,01-Mar-2024,704.00,0,Peart Access Ramps Ltd,819000,Capital,STC201077
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Mar-2024,713.00,0,Sunbelt Rentals Ltd (formerly Ashtead Plant Hire Company Limited),227000,Revenue,STC201086
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,01-Mar-2024,750.00,0,AM & B Wilson Limited,232860,Revenue,STC201160
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,01-Mar-2024,760.18,0,James Burrell Ltd,227630,Revenue,STC201187
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,01-Mar-2024,796.00,0,James Burrell Ltd,227630,Revenue,STC201283
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Agency Staff - Non-Teachers,Commissioning Unit,01-Mar-2024,825.00,0,Hampton’s Resourcing,219030,Revenue,STC201326
South Tyneside Council,00CL,Childrens Adults and Health,Default Procurement Subjective,Hospital Discharge Team Staffing,01-Mar-2024,854.18,0,Posturite Limited,221171,Revenue,STC201385
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Fleet Management - Workshop Operations,01-Mar-2024,855.66,0,Elis UK Ltd,227030,Revenue,STC201388
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Default Procurement Subjective,Simonside Youth Centre,01-Mar-2024,873.84,0,Redacted - personal info,219410,Revenue,STC201414
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,General Car Parking Administration,01-Mar-2024,895.00,0,Alpha Parking Ltd,227350,Revenue,STC201461
South Tyneside Council,00CL,Business & Resources Group,Library & Other Books Maps etc.,Libraries Admin,01-Mar-2024,940.94,0,Askews and Holts Library Services Ltd,223170,Revenue,STC201542
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Mental Health Support,01-Mar-2024,972.00,0,Newcross Healthcare Solutions Ltd,221005,Revenue,STC201579
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Cemeteries and Crematoria Administration,01-Mar-2024,990.00,0,Redacted - personal info,226770,Revenue,STC201602
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Advisors & Consultants Fees,Stronger Shores,01-Mar-2024,1000.00,0,Gardiner Richardson Ltd,828111,Capital,STC201624
South Tyneside Council,00CL,Economic Regeneration Group,Catering Provisions,Jarrow Focus,01-Mar-2024,1002.90,0,Nutrivend Ltd,222876,Revenue,STC201634
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Head of Children & Families Social Care,01-Mar-2024,1040.00,0,National Youth Advocacy Service (NYAS),212050,Revenue,STC201669
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,01-Mar-2024,1044.70,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC201674
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,01-Mar-2024,1054.27,0,Bellman and Symfon UK Ltd,221420,Revenue,STC201686
South Tyneside Council,00CL,Balance Sheet,Employee Additional Voluntary Contributions,Balance Sheet Corporate Finance,01-Mar-2024,1082.38,0,Prudential Public Limited Company,999999,Balance Sheet,STC201719
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Occupational Therapy Team,01-Mar-2024,1096.00,0,Access Independent Limited,221185,Revenue,STC201723
South Tyneside Council,00CL,Business and Resources Capital,Capital Enhancement Costs,EDRM System,01-Mar-2024,1125.00,0,DATATRON Document Image Archiving Ltd,857550,Capital,STC201762
South Tyneside Council,00CL,Business & Resources Group,Library & Other Books Maps etc.,Libraries Admin,01-Mar-2024,1135.37,0,Askews and Holts Library Services Ltd,223170,Revenue,STC201778
South Tyneside Council,00CL,Business & Resources Group,Library & Other Books Maps etc.,Libraries Admin,01-Mar-2024,1163.70,0,Askews and Holts Library Services Ltd,223170,Revenue,STC201813
South Tyneside Council,00CL,Housing Revenue Account,Housing Rent Suspense - Refunds,Tenants Refunds,01-Mar-2024,1164.54,0,Redacted - personal info,710020,Revenue,STC201814
South Tyneside Council,00CL,Business & Resources Group,Staff Training,Training,01-Mar-2024,1175.00,0,ACAS,230641,Revenue,STC201828
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,01-Mar-2024,1181.00,0,Northumbrian Roads Limited,227630,Revenue,STC201833
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,01-Mar-2024,1182.00,0,Northumbrian Roads Limited,227630,Revenue,STC201836
South Tyneside Council,00CL,Economic Regeneration Group,Purchase of Stock Items,Cleaning Service,01-Mar-2024,1182.83,0,Greenham Trading Limited,224400,Revenue,STC201838
South Tyneside Council,00CL,Business & Resources Group,Property Reactive / General Repairs,Haven Point,01-Mar-2024,1196.10,0,GEZE UK LIMITED,222950,Revenue,STC201849
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Outdoor Education,01-Mar-2024,1199.78,0,Pickerings Europe Ltd,232844,Revenue,STC201887
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Mental Health Support,01-Mar-2024,1242.00,0,Newcross Healthcare Solutions Ltd,221005,Revenue,STC201927
South Tyneside Council,00CL,Business and Resources Capital,Capital Construction Costs,Road Resurfacing,01-Mar-2024,1245.00,0,Total Resources (UK) Limited t/a TM Lincs,850000,Capital,STC201930
South Tyneside Council,00CL,Economic Regeneration Group,Cleaning Expenses,Jarrow Focus,01-Mar-2024,1245.03,0,Greenham Trading Limited,222876,Revenue,STC201937
South Tyneside Council,00CL,Business & Resources Group,Other Statutory Fees & Charges,Summer Festival,01-Mar-2024,1305.74,0,PPL PRS Ltd,222840,Revenue,STC202000
South Tyneside Council,00CL,Business & Resources Group,Property Planned Maintenance,The Word - Operations,01-Mar-2024,1307.00,0,Blaydon Communications Limited,222852,Revenue,STC202001
South Tyneside Council,00CL,Childrens Adults and Health,Furniture & Equipment - General,Locality 2 - Boldon/Bede/Biddick,01-Mar-2024,1320.00,0,Albany Office Equipment (Wholesale) Ltd,215412,Revenue,STC202014
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Children with Disability Team,01-Mar-2024,1350.00,0,We Care Bespoke Ltd,213100,Revenue,STC202044
South Tyneside Council,00CL,Business and Resources,Postage Expenses,Digitalised Mail,01-Mar-2024,1400.07,0,Critiqom Limited,230385,Revenue,STC202089
South Tyneside Council,00CL,Business & Resources Group,Default Procurement Subjective,Council Tax and Business Rates Collection,01-Mar-2024,1433.25,0,Critiqom Limited,230140,Revenue,STC202110
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,01-Mar-2024,1434.00,0,Riverside Truck Rental Limited,227000,Revenue,STC202112
South Tyneside Council,00CL,Business & Resources Group,Agency Staff - Non-Teachers,Legal Services - Support,01-Mar-2024,1437.68,0,Sellick Partnership Group Ltd - North East Division,231100,Revenue,STC202115
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Adult Skills,01-Mar-2024,1445.00,0,Key Subject Tuition Ltd,216191,Revenue,STC202121
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,1449.60,0,St Oswalds Hospice,213500,Revenue,STC202123
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,01-Mar-2024,1471.22,0,Nottingham Rehab Supplies (NRS Healthcare),221420,Revenue,STC202142
South Tyneside Council,00CL,Business and Resources Capital,Capital Advisors & Consultants Fees,Road Resurfacing,01-Mar-2024,1474.80,0,Waterman Aspen Ltd,850000,Capital,STC202147
South Tyneside Council,00CL,Childrens Adults and Health,Staff Training,Send Training - Parents & Carers,01-Mar-2024,1518.00,0,Blue Concept Training,211620,Revenue,STC202177
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Demolition Costs,Vacant / Surplus Property Demolitions,01-Mar-2024,1550.00,0,Mableson Hall Ltd,825002,Capital,STC202205
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,01-Mar-2024,1564.12,0,James Burrell Ltd,227630,Revenue,STC202218
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Construction Costs,Local Safety Schemes,01-Mar-2024,1570.65,0,Jack Coupe & Sons Limited t/a Coupeline,830030,Capital,STC202221
South Tyneside Council,00CL,Balance Sheet,Debtors - Cycle Salary Deduction Scheme,Balance Sheet Corporate Finance,01-Mar-2024,1573.98,0,Cyclescheme Limited,999999,Balance Sheet,STC202225
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Equipment & Materials,Engineer Works D.L.O. - Cont. Highways,01-Mar-2024,1580.00,0,Hugh Logan Plant & Engineering Services Limited,227630,Revenue,STC202228
South Tyneside Council,00CL,Business & Resources Group,Entertainers Services,Summer Festival,01-Mar-2024,1600.00,0,Worldbeaters Ltd,222840,Revenue,STC202237
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Community Learning Grant,01-Mar-2024,1638.00,0,Key Subject Tuition Ltd,215955,Revenue,STC202270
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,Future High Streets Fund,01-Mar-2024,1650.40,0,YCS Construction Limited,828532,Capital,STC202280
South Tyneside Council,00CL,Business & Resources Group,External Trainers Services,Fitness Class Programmes,01-Mar-2024,1695.00,0,Redacted - personal info,224082,Revenue,STC202308
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,01-Mar-2024,1710.00,0,OSPREY HEALTHCARE LTD,221420,Revenue,STC202315
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Equipment Purchases,CP Toilet Bents Park,01-Mar-2024,1735.00,0,YCS Construction Limited,854534,Capital,STC202323
South Tyneside Council,00CL,Business and Resources Capital,Capital Enhancement Costs,EDRM System,01-Mar-2024,1738.39,0,DATATRON Document Image Archiving Ltd,857550,Capital,STC202325
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,The Place,01-Mar-2024,1798.16,0,Booktrust,214200,Revenue,STC202361
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,01-Mar-2024,1801.10,0,Team Fostering (formerly Team Fostering North East),213300,Revenue,STC202368
South Tyneside Council,00CL,Business & Resources Group,Printing & Stationery Consumables,Secure Waste Disposal,01-Mar-2024,1828.46,0,Data Solutions 2016 Ltd t/a Restore Datashred,230930,Revenue,STC202386
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,CS Improvement Plan,01-Mar-2024,1850.00,0,Immigration Social Work Services Ltd,212051,Revenue,STC202402
South Tyneside Council,00CL,"Childrens, Adults. & Families Group",Agency Staff - Non-Teachers,Adults with Disabilities Team Staffing,01-Mar-2024,1936.21,0,Hampton’s Resourcing,220551,Revenue,STC202453
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Staying Put Placements,Commissioned Fostering,01-Mar-2024,1957.43,0,St Cuthberts Care,213500,Revenue,STC202462
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,01-Mar-2024,1963.00,0,Riverside Truck Rental Limited,227000,Revenue,STC202465
South Tyneside Council,00CL,Business & Resources Group,Vehicle Running Costs,Fleet Management - Transport Operations,01-Mar-2024,1963.00,0,Riverside Truck Rental Limited,227000,Revenue,STC202466
South Tyneside Council,00CL,Business & Resources Group,Servicing/Electric Testing of Equipment,CCTV Costs,01-Mar-2024,2035.00,0,North VS Ltd (previously 2020 Vision Systems Ltd),227930,Revenue,STC202500
South Tyneside Council,00CL,Housing Revenue Account,Housing Rent Suspense - Monies Received,Housing Rents Suspense Account,01-Mar-2024,2048.33,0,Karbon Homes Ltd formerly ISOS Housing Ltd,710010,Revenue,STC202505
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,ICT & Digital Services,01-Mar-2024,2160.00,0,APaaS Application Packaging Services Limited,230440,Revenue,STC202548
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Mar-2024,2174.40,0,St Oswalds Hospice,213700,Revenue,STC202558
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,2181.45,0,Foster Care Associates - North East,213500,Revenue,STC202562
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,2181.45,0,Foster Care Associates - North East,213500,Revenue,STC202563
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Furniture & Equipment - General,Head of Adult Services,01-Mar-2024,2184.00,0,SoloProtect Limited,220200,Revenue,STC202564
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Complex Cases,Physical Support,01-Mar-2024,2218.53,0,Bluebird Care,221001,Revenue,STC202578
South Tyneside Council,00CL,Business & Resources Group,Other Fees,South Shields Crematorium,01-Mar-2024,2553.00,0,Obitus (Vividea Ltd t/a),226760,Revenue,STC202703
South Tyneside Council,00CL,Business & Resources Group,Printing & Stationery Consumables,Green Waste,01-Mar-2024,2592.28,0,Critiqom t/a Adare SEC,228210,Revenue,STC202707
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,01-Mar-2024,2674.40,0,Data Fire & Security LLP,232860,Revenue,STC202735
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Purchase of Stock Items,Community Equipment Service,01-Mar-2024,2727.14,0,Prism Medical UK (Westholme Division),221420,Revenue,STC202746
South Tyneside Council,00CL,Housing Capital,Enhancement HRA Capital - ST Homes,Stock condition surveys + (HHSRS/EPC),01-Mar-2024,2737.00,0,Compliance365 t/a ECT Ltd,806638,Capital,STC202749
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Agency Staff - Non-Teachers,Commissioning Unit,01-Mar-2024,2750.00,0,Hampton’s Resourcing,219030,Revenue,STC202756
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,01-Mar-2024,2798.50,0,Cera Homecare Ltd (previously CRG Homecare Limited),221001,Revenue,STC202773
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,01-Mar-2024,2798.50,0,Cera Homecare Ltd (previously CRG Homecare Limited),221001,Revenue,STC202774
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,The Place,01-Mar-2024,2800.00,0,Melanie McQuade Counselling,214200,Revenue,STC202775
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Payments to Foundation Trust,Mental Health Team,01-Mar-2024,2833.00,0,Northumberland Tyne and Wear NHS Trust,221090,Revenue,STC202786
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Mar-2024,2834.79,0,Team Fostering (formerly Team Fostering North East),213700,Revenue,STC202789
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,2899.20,0,St Oswalds Hospice,213500,Revenue,STC202805
South Tyneside Council,00CL,Business & Resources Group,Coroners Services,Coroners Service,01-Mar-2024,2927.50,0,The Newcastle upon Tyne Hospitals NHS Foundation Trust,237020,Revenue,STC202821
South Tyneside Council,00CL,Business & Resources Group,Other Waste Disposal,Waste Disposal PFI,01-Mar-2024,3207.02,0,SUEZ Recycling and Recovery UK Limited,228370,Revenue,STC202888
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3431.28,0,Fostering People Ltd,213500,Revenue,STC202954
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Mar-2024,3480.00,0,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC202967
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Mar-2024,3480.00,0,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC202968
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Mar-2024,3480.00,0,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC202969
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Mar-2024,3480.00,0,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC202970
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Mar-2024,3480.00,0,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC202971
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Mar-2024,3480.00,0,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC202972
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,01-Mar-2024,3480.00,0,Dawson Group EMC (Environmental Municipal Civil),227000,Revenue,STC202973
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Mar-2024,3500.00,0,Standby Healthcare,213700,Revenue,STC202980
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3675.75,0,Fostering People Ltd,213500,Revenue,STC203021
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3675.75,0,Fostering People Ltd,213500,Revenue,STC203022
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3675.75,0,Fostering People Ltd,213500,Revenue,STC203023
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3675.75,0,Fostering People Ltd,213500,Revenue,STC203024
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3675.75,0,Fostering People Ltd,213500,Revenue,STC203025
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3675.75,0,Fostering People Ltd,213500,Revenue,STC203026
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Mar-2024,3719.25,0,Five Rivers Child Care Ltd,213700,Revenue,STC203030
South Tyneside Council,00CL,Business and Resources,Postage Expenses,Digitalised Mail,01-Mar-2024,3764.74,0,Critiqom Limited,230385,Revenue,STC203045
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3791.46,0,Fostering People Ltd,213500,Revenue,STC203051
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3791.46,0,Fostering People Ltd,213500,Revenue,STC203052
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Mar-2024,3851.78,0,Five Rivers Child Care Ltd,213700,Revenue,STC203062
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3874.69,0,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC203067
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3874.69,0,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC203068
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3874.69,0,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC203069
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3874.69,0,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC203070
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3874.69,0,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC203071
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3874.69,0,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC203072
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3874.69,0,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC203073
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,3955.31,0,Fostering People Ltd,213500,Revenue,STC203090
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,4129.02,0,Fostering People Ltd,213500,Revenue,STC203135
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,4180.93,0,Fostering People Ltd,213500,Revenue,STC203149
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,4180.93,0,Fostering People Ltd,213500,Revenue,STC203150
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Mar-2024,4181.22,0,Fostering People Ltd,213500,Revenue,STC203151
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Advisors & Consultants Fees,South Shields Town Centre Regen,01-Mar-2024,4377.00,0,Pinsent Masons LLP,828512,Capital,STC203181
