Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Advisors & Consultants Fees,Holborn Riverside Development,01-Nov-2023,1140.00,£0.00,DWF LLP (DWF Law LLP),857000,Capital,STC190202
South Tyneside Council,00CL,Economic Regeneration Group,Consultancy,Local Plan,01-Nov-2023,1155.00,£0.00,Jeremy Benn Associates Ltd (JBA Consulting),236450,Revenue,STC190222
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,01-Nov-2023,1198.24,£0.00,Percy Hedley Foundation,221004,Revenue,STC190250
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,01-Nov-2023,1339.50,£0.00,Ward Hadaway Solicitors,231100,Revenue,STC190416
South Tyneside Council,00CL,Business & Resources Group,Legal Advisors,Legal Services - Support,01-Nov-2023,1347.50,£0.00,Ward Hadaway Solicitors,231100,Revenue,STC190420
South Tyneside Council,00CL,Childrens Adults and Health,"Broadband, Internet & Wi-fi Expenses",Childrens Services Family Hubs,01-Nov-2023,1412.72,£0.00,BT - British Telecommunications PLC,212095,Revenue,STC190466
South Tyneside Council,00CL,Business & Resources Group,Other Fees,South Shields Crematorium,01-Nov-2023,1428.00,£0.00,Obitus (Vividea Ltd t/a),226760,Revenue,STC190475
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Legal Advisors,Sec 17 -  Central Pot,01-Nov-2023,1496.00,£0.00,Mecrow Medical Services Ltd,213602,Revenue,STC190531
South Tyneside Council,00CL,Balance Sheet,Debtors - Pay Advances,Balance Sheet Corporate Finance,01-Nov-2023,1500.00,£0.00,Redacted - personal info,999999,Balance Sheet,STC190537
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,01-Nov-2023,1541.01,£0.00,Fostering People Ltd,213300,Revenue,STC190572
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,01-Nov-2023,1544.13,£0.00,Percy Hedley Foundation,221004,Revenue,STC190575
South Tyneside Council,00CL,Business and Resources Capital,Capital Equipment Purchases,Replacement Vehicles and Plant Hire,01-Nov-2023,1650.00,£0.00,FSG Engineering,854500,Capital,STC190629
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,01-Nov-2023,1740.00,£0.00,Stannah Lift Services Ltd,819000,Capital,STC190679
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Rents Paid - General,ILAC General,01-Nov-2023,1801.50,£0.00,Team Fostering (formerly Team Fostering North East),213300,Revenue,STC190709
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,A194 Mill Lane Roundabout,01-Nov-2023,1916.25,£0.00,WSP UK Ltd (formerly) Capita Property & Infrastructure Limited,853100,Capital,STC190763
South Tyneside Council,00CL,Business and Resources Capital,Capital Advisors & Consultants Fees,ICT - Network Refresh,01-Nov-2023,1920.00,£0.00,CDW Limited (formerly Kelway (UK) Ltd),857520,Capital,STC190766
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Riverside CAF,01-Nov-2023,2112.00,£0.00,Inspire by Plant Power,219474,Revenue,STC190848
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,01-Nov-2023,2115.76,£0.00,Percy Hedley Foundation,221004,Revenue,STC190849
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,2398.67,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC190934
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Car Park Improvements Lines and Signs,01-Nov-2023,2698.36,£0.00,William Smith Group 1832 Ltd (formerly William Smith & Sons Barnard Castle Limited),830009,Capital,STC191004
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,2821.00,£0.00,Fostering People Ltd,213500,Revenue,STC191036
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3128.70,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191104
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3128.70,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191105
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3128.70,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191106
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3128.70,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191107
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3128.70,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191108
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3128.70,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191109
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,The Place,01-Nov-2023,3200.00,£0.00,Melanie McQuade Counselling,214200,Revenue,STC191125
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,01-Nov-2023,3464.14,£0.00,Percy Hedley Foundation,221004,Revenue,STC191196
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Adult Day Care Services,Learning Disability Support,01-Nov-2023,3509.87,£0.00,Percy Hedley Foundation,221004,Revenue,STC191205
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3667.92,£0.00,Fostering People Ltd,213500,Revenue,STC191241
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3684.00,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191244
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC191283
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC191284
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC191285
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC191286
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC191287
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,3929.25,£0.00,Fostering People Ltd,213500,Revenue,STC191288
South Tyneside Council,00CL,Business & Resources Group,Protective Clothing,School Crossing Patrol,01-Nov-2023,3939.50,£0.00,Keltic Limited,227530,Revenue,STC191291
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,01-Nov-2023,4100.00,£0.00,Stannah Lift Services Ltd,819000,Capital,STC191318
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4228.09,£0.00,Fostering People Ltd,213500,Revenue,STC191334
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4271.40,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191343
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4308.60,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191349
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4308.60,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191350
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4400.76,£0.00,Fostering People Ltd,213500,Revenue,STC191360
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4413.78,£0.00,Fostering People Ltd,213500,Revenue,STC191363
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4433.10,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191365
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4433.10,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191366
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4469.27,£0.00,Fostering People Ltd,213500,Revenue,STC191370
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4469.27,£0.00,Fostering People Ltd,213500,Revenue,STC191371
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4469.58,£0.00,Fostering People Ltd,213500,Revenue,STC191372
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4966.82,£0.00,Fostering People Ltd,213500,Revenue,STC191424
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,4966.82,£0.00,Fostering People Ltd,213500,Revenue,STC191425
South Tyneside Council,00CL,Economic Regeneration Group,Health and Safety,Business Incubation : Quadrus Centre,01-Nov-2023,5004.00,£0.00,Safety Chair International Ltd,235960,Revenue,STC191431
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,01-Nov-2023,6355.00,£0.00,Stannah Lift Services Ltd,819000,Capital,STC191528
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,01-Nov-2023,7682.10,£0.00,Team Fostering (formerly Team Fostering North East),213500,Revenue,STC191602
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Default Procurement Subjective,Community Equipment Service Staffing,01-Nov-2023,9754.00,£0.00,Stannah Lift Services Ltd,221421,Revenue,STC191688
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Advisors & Consultants Fees,Stronger Shores,01-Nov-2023,9999.06,£0.00,Imagemakers Design & Consultancy Ltd,828111,Capital,STC191700
South Tyneside Council,00CL,Business and Resources Capital,Capital Advisors & Consultants Fees,ICT - Network Refresh,01-Nov-2023,12030.00,£0.00,CDW Limited (formerly Kelway (UK) Ltd),857520,Capital,STC191762
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Block Gross Accommodation Costs,Young Peoples Services Consortium,01-Nov-2023,13707.75,£0.00,Places for People Living+ Limited,222120,Revenue,STC191814
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Advisors & Consultants Fees,Major Transport Schemes,01-Nov-2023,14000.00,£0.00,Sweco UK Limited,828352,Capital,STC191817
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Home Care - Other Cases,Physical Support,01-Nov-2023,14543.20,£0.00,Pulse t/a Pulse Health Care Limited,221001,Revenue,STC191829
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Accommodation Costs,Supporting People Grants Paid,01-Nov-2023,17032.33,£0.00,Places for People Living+ Limited,222110,Revenue,STC191859
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Block Gross Accommodation Costs,Young Peoples Services Consortium,01-Nov-2023,19914.42,£0.00,Places for People Living+ Limited,222120,Revenue,STC191900
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Nov-2023,19928.66,£0.00,Enhanced Young Persons Care Ltd,213700,Revenue,STC191902
South Tyneside Council,00CL,Childrens Adults and Health,Software,Delivering Best Value,01-Nov-2023,20000.00,£0.00,Invision Services Ltd,211830,Revenue,STC191905
South Tyneside Council,00CL,Business and Resources Capital,Capital Advisors & Consultants Fees,ICT - Network Refresh,01-Nov-2023,29430.00,£0.00,CDW Limited (formerly Kelway (UK) Ltd),857520,Capital,STC191980
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Milk,Provision of Milk,01-Nov-2023,31171.24,£0.00,Embleton Hall Dairies Ltd,217215,Revenue,STC191987
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Out of Area Placements,01-Nov-2023,69000.00,£0.00,Sunbridge Childcare Limited,213700,Revenue,STC192056
South Tyneside Council,00CL,Business & Resources Group,LGPS Pension Increase Act Deficit Payments,Central Pension Costs,01-Nov-2023,83955.72,£0.00,Tyne and Wear Pension Fund,238070,Revenue,STC192067
South Tyneside Council,00CL,"Children, Adults & Health",Learning & Early Help,Ukraine Refugees,02/11/2023,"£2,500.00",£0.00,The Post Office,237056,Revenue,NOV2023-001
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Legal Advisors,Sec 17 -  Central Pot,02-Nov-2023,500.00,£0.00,David Gray Solicitors LLP,213602,Revenue,STC189036
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,02-Nov-2023,512.02,£0.00,Sunbelt Rentals Ltd (formerly Ashtead Plant Hire Company Limited),227000,Revenue,STC189106
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,02-Nov-2023,512.02,£0.00,Sunbelt Rentals Ltd (formerly Ashtead Plant Hire Company Limited),227000,Revenue,STC189107
South Tyneside Council,00CL,Business & Resources Group,"Hire of Plant, Scaffolding & Skips",Fleet Management - Transport Operations,02-Nov-2023,512.02,£0.00,Sunbelt Rentals Ltd (formerly Ashtead Plant Hire Company Limited),227000,Revenue,STC189108
South Tyneside Council,00CL,Housing Revenue Account,Fixtures & Fittings,Sheltered Accomodation General,02-Nov-2023,537.00,£0.00,NLS Security Limited (Newcastle Locksmiths),705000,Revenue,STC189153
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,541.24,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189170
South Tyneside Council,00CL,Business & Resources Group,Other Service Contracts & Supplies,Handy Estates,02-Nov-2023,569.50,£0.00,Tudor Environmental (Tudor (UK) Ltd t/a),226885,Revenue,STC189240
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Advisors & Consultants Fees,Control Room and CCTV Relocation,02-Nov-2023,583.00,£0.00,Hall and Partners (Special Projects) Limited,854528,Capital,STC189255
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Construction Costs,Local Safety Schemes,02-Nov-2023,608.00,£0.00,Total Resources (UK) Limited t/a TM Lincs,830030,Capital,STC189356
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,610.60,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189361
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,631.25,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189393
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,Jarrow Focus,02-Nov-2023,634.51,£0.00,Pulse Fitness Ltd,222876,Revenue,STC189398
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189468
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189469
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189470
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189471
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189472
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189473
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189474
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189475
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189476
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189477
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189478
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189479
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189480
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189481
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189482
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189483
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189484
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189485
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189486
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189487
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,02-Nov-2023,663.40,£0.00,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC189488
