Name of Organisation,Body,Service Area,Service Detail,Spend Description,Date,Amount (Net of VAT),Unrecoverable VAT,Supplier Name,Spend,Spend,Transaction Reference
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Home to College Transport,03-Apr-2023,1035.00,0,Lotus Travel NE Ltd,218950,Revenue,STC168942
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Construction Costs, Jarrow Footbridge(Monkton Terrace),03-Apr-2023,1052.00,0,Total Resources (UK) Limited t/a TM Lincs,852038,Capital,STC168965
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Apr-2023,1240.00,0,Nearby Group Ltd (formerly Richmond Taxis),218930,Revenue,STC169149
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,03-Apr-2023,1397.00,0,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC169250
South Tyneside Council,00CL,Business and Resources Capital,Capital Construction Costs,Road Resurfacing,03-Apr-2023,1440.00,0,Total Resources (UK) Limited t/a TM Lincs,850000,Capital,STC169275
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,Environmental Health Management,03-Apr-2023,1895.00,0,South Tyneside Homes Ltd,236130,Revenue,STC169504
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Holiday Activities & Food Grant,03-Apr-2023,1901.00,0,Allure Academy Group Ltd (Melissa Wright),219830,Revenue,STC169507
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,03-Apr-2023,1934.00,0,Peart Access Ramps Ltd,819000,Capital,STC169522
South Tyneside Council,00CL,Economic Regeneration Group,Property Reactive / General Repairs,R&M Schools Buyback,03-Apr-2023,1963.00,0,Springs Roofing Ltd,232860,Revenue,STC169537
South Tyneside Council,00CL,Economic Regeneration Capital,Capital Enhancement Costs,Fire Reform Act Portfolio Works,03-Apr-2023,1986.00,0,CDS Security and Fire Ltd (formerly CDS Security Ltd),820004,Capital,STC169545
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,03-Apr-2023,2454.00,0,Peart Access Ramps Ltd,819000,Capital,STC169704
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,03-Apr-2023,2493.00,0,Peart Access Ramps Ltd,819000,Capital,STC169716
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,03-Apr-2023,2500.00,0,Northumbrian Roads Limited,227630,Revenue,STC169718
South Tyneside Council,00CL,Balance Sheet,STH HRA Invoice Holding Account,Balance Sheet Corporate Finance,03-Apr-2023,2538.46,0,South Tyneside Homes Ltd,999999,Balance Sheet,STC169730
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Apr-2023,2875.00,0,Lotus Travel NE Ltd,218930,Revenue,STC169805
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,Sec 17 -  Central Pot,03-Apr-2023,2990.00,0,Lotus Travel NE Ltd,213602,Revenue,STC169841
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,ILAC General,03-Apr-2023,3080.00,0,Nearby Group Ltd (formerly Richmond Taxis),213300,Revenue,STC169878
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Apr-2023,3105.00,0,Lotus Travel NE Ltd,218930,Revenue,STC169884
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,03-Apr-2023,3328.00,0,Stannah Lift Services Ltd,819000,Capital,STC169937
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Apr-2023,3772.00,0,Lotus Travel NE Ltd,218930,Revenue,STC170038
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Apr-2023,3795.00,0,Lotus Travel NE Ltd,218930,Revenue,STC170041
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Travel & Expenses,ILAC General,03-Apr-2023,4140.00,0,Lotus Travel NE Ltd,213300,Revenue,STC170091
South Tyneside Council,00CL,Business & Resources Group,Routine Contract Ground Maintenance,Grounds Maintenance Routine Works,03-Apr-2023,5159.00,0,South Tyneside Homes Ltd,226830,Revenue,STC170183
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Apr-2023,5382.00,0,Lotus Travel NE Ltd,218930,Revenue,STC170201
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Home to College Transport,03-Apr-2023,5451.00,0,Lotus Travel NE Ltd,218950,Revenue,STC170207
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,03-Apr-2023,6729.65,0,Easibathe and Easiaccess Solutions,819000,Capital,STC170293
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Apr-2023,7557.00,0,Lotus Travel NE Ltd,218930,Revenue,STC170344
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,Disabled Facilities Grant 96 Act,03-Apr-2023,8152.73,0,Easibathe and Easiaccess Solutions,819000,Capital,STC170365
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,03-Apr-2023,8212.59,0,Northumbrian Roads Limited,227630,Revenue,STC170369
South Tyneside Council,00CL,Business & Resources Group,ST Homes Handy Estates Service,Handy Estates,03-Apr-2023,12000.00,0,South Tyneside Homes Ltd,226885,Revenue,STC170471
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Apr-2023,22673.40,0,Readypay Limited (t/a Phoenix Taxis & Coach Centre),218930,Revenue,STC170607
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Apr-2023,24495.00,0,Lotus Travel NE Ltd,218930,Revenue,STC170616
South Tyneside Council,00CL,Childrens Adults and Health,Other Service Contracts & Supplies,Emergency Refugees,03-Apr-2023,31395.12,0,South Tyneside Homes Ltd,237055,Revenue,STC170688
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Apr-2023,34940.45,0,Lotus Travel NE Ltd,218930,Revenue,STC170695
South Tyneside Council,00CL,"Childrens, Adults & Families Group",School Travel Contracts,Special Educational Needs Transport,03-Apr-2023,51799.00,0,Lotus Travel NE Ltd,218930,Revenue,STC170749
South Tyneside Council,00CL,Business and Resources Capital,Capital Construction Costs,Road Resurfacing,03-Apr-2023,107779.74,0,Northumbrian Roads Limited,850000,Capital,STC170809
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,513.50,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC167939
South Tyneside Council,00CL,Adults and Children's Capital,Capital Grants to Third Parties,DFG Minor Adaptations,04-Apr-2023,529.00,0,Peart Access Ramps Ltd,819002,Capital,STC167966
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,Greenspace Projects,04-Apr-2023,539.79,0,Tivoli Group,854523,Capital,STC167990
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Client Allowances,ILAC General,04-Apr-2023,570.00,0,Redacted - personal info,213300,Revenue,STC168050
South Tyneside Council,00CL,Business & Resources Group,Coroners Services,Coroners Service,04-Apr-2023,600.00,0,Redacted - personal info,237020,Revenue,STC168125
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168308
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168309
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168310
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168311
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168312
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168313
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168314
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168315
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168316
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168317
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168318
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168319
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168320
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168321
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168322
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,663.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168323
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,04-Apr-2023,664.50,0,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC168355
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,669.60,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168362
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,669.60,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168363
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,669.60,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168364
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,669.60,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168365
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,669.60,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168366
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,669.60,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168367
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,669.60,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168368
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,671.20,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168376
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,673.40,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168386
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,716.10,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168463
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,716.10,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168464
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,716.10,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168465
South Tyneside Council,00CL,Business & Resources Group,Highways & ST Homes Trading Subcontractors,Engineer Works D.L.O. - Cont. Highways,04-Apr-2023,725.00,0,Total Resources (UK) Limited t/a TM Lincs,227630,Revenue,STC168500
South Tyneside Council,00CL,"Childrens, Adults. & Families Group",Agency Staff - Non-Teachers,Adults with Disabilities Team Staffing,04-Apr-2023,732.10,0,Blueline Group,220551,Revenue,STC168512
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Sec 17 -  Central Pot,04-Apr-2023,750.00,0,Barnardos,213602,Revenue,STC168524
South Tyneside Council,00CL,Business & Resources Group,Non Staff Travel & Expenses,Coroners Service,04-Apr-2023,810.24,0,Redacted - personal info,237020,Revenue,STC168638
South Tyneside Council,00CL,Business & Resources Group,Coroners Services,Coroners Service,04-Apr-2023,900.00,0,Redacted - personal info,237020,Revenue,STC168745
South Tyneside Council,00CL,Business & Resources Group,Property Reactive / General Repairs,Playground Inspection & Maintenance,04-Apr-2023,950.00,0,YCS Construction Limited,223560,Revenue,STC168803
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Grant Payments - General,Learner Support,04-Apr-2023,975.50,0,Key Subject Tuition Ltd,216000,Revenue,STC168831
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,979.60,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168832
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,979.60,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168833
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,979.60,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168834
South Tyneside Council,00CL,Balance Sheet,Employee Additional Voluntary Contributions,Balance Sheet Corporate Finance,04-Apr-2023,990.90,0,Prudential Public Limited Company,999999,Balance Sheet,STC168867
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,1026.10,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168927
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,1026.10,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168928
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,1026.10,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168929
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,1044.70,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC168954
South Tyneside Council,00CL,Business & Resources Group,Coroners Services,Coroners Service,04-Apr-2023,1050.00,0,Redacted - personal info,237020,Revenue,STC168960
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,1151.20,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC169082
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,1253.64,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC169166
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,1253.64,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC169167
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,1343.85,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC169213
South Tyneside Council,00CL,Business & Resources Group,Hire of Non Council Vehicles,Fleet Management - Transport Operations,04-Apr-2023,1372.37,0,Enterprise Rent-A-Car UK Limited t/a Enterprise Flex-E-Rent,227000,Revenue,STC169231
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,04-Apr-2023,1567.36,0,Barnardos,213500,Revenue,STC169341
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Commissioned Fostering,04-Apr-2023,1598.71,0,Barnardos,213500,Revenue,STC169357
South Tyneside Council,00CL,Business & Resources Group,Routine Contract Ground Maintenance,Grounds Maintenance Routine Works,04-Apr-2023,1599.50,0,Glendale Managed Services Ltd,226830,Revenue,STC169358
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,Greenspace Projects,04-Apr-2023,1657.76,0,Tivoli Group,854523,Capital,STC169397
South Tyneside Council,00CL,Business & Resources Group,Routine Contract Ground Maintenance,Grounds Maintenance Routine Works,04-Apr-2023,1908.75,0,Glendale Managed Services Ltd,226830,Revenue,STC169509
South Tyneside Council,00CL,Business & Resources Group,Coroners Services,Coroners Service,04-Apr-2023,1950.00,0,Redacted - personal info,237020,Revenue,STC169525
South Tyneside Council,00CL,Business & Resources Group,Coroners Services,Coroners Service,04-Apr-2023,2250.00,0,Redacted - personal info,237020,Revenue,STC169649
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Sec 17 -  Central Pot,04-Apr-2023,2480.00,0,C J  Transport Services (North East) Limited,213602,Revenue,STC169712
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,Greenspace Projects,04-Apr-2023,2587.52,0,Tivoli Group,854523,Capital,STC169736
South Tyneside Council,00CL,Business & Resources Group,Coroners Services,Coroners Service,04-Apr-2023,2700.00,0,Redacted - personal info,237020,Revenue,STC169765
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,04-Apr-2023,3067.96,0,UK Fostering,213500,Revenue,STC169872
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,04-Apr-2023,3232.68,0,Foster Care Associates - North East,213500,Revenue,STC169913
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,Greenspace Projects,04-Apr-2023,3315.52,0,Tivoli Group,854523,Capital,STC169929
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Commissioned Fostering,04-Apr-2023,3327.63,0,Barnardos,213500,Revenue,STC169936
South Tyneside Council,00CL,Regeneration & Environment Capital,Capital Enhancement Costs,Greenspace Projects,04-Apr-2023,3442.88,0,Tivoli Group,854523,Capital,STC169958
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,04-Apr-2023,3653.35,0,Foster Care Associates - North East,213500,Revenue,STC170008
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Other Service Contracts & Supplies,Commissioned Fostering,04-Apr-2023,3888.64,0,Foster Care Associates - North East,213500,Revenue,STC170057
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - Boarded Out Children,Commissioned Fostering,04-Apr-2023,3888.64,0,Foster Care Associates - North East,213500,Revenue,STC170058
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Routine Contract Ground Maintenance,Locality 3 - Day Care - (Riverside),04-Apr-2023,4070.00,0,YCS Construction Limited,215435,Revenue,STC170082
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - General,Voluntary Sector Funding,04-Apr-2023,4289.49,0,Bliss-Ability,220020,Revenue,STC170100
South Tyneside Council,00CL,"Childrens, Adults & Families Group",Voluntary Sector - General,Voluntary Sector Funding,04-Apr-2023,5096.99,0,Bliss-Ability,220020,Revenue,STC170175
