,Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),159.98,R4308,Stationery,09/11/2023,130407549,Libraries,Global Budgets
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),1.46,R4308,Stationery,09/11/2023,130407548,Head of Children's Improvement,SENDIASS
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),5.99,R4308,Stationery,09/11/2023,130407548,Head of Children's Improvement,SENDIASS
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),8.99,R4308,Stationery,09/11/2023,130407548,Head of Children's Improvement,SENDIASS
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),15.92,R4308,Stationery,10/11/2023,130407545,Organisational Development,Newly Qualified Social Workers
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),19.99,R4308,Stationery,10/11/2023,130407545,Organisational Development,Newly Qualified Social Workers
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),38.97,R4308,Stationery,10/11/2023,130407550,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),3.84,R4308,Stationery,10/11/2023,130407550,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),14.00,R4308,Stationery,10/11/2023,130407550,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),7.96,R4308,Stationery,10/11/2023,130407550,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),3.40,R4308,Stationery,10/11/2023,130407550,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),1.88,R4308,Stationery,10/11/2023,130407550,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),25.20,R4308,Stationery,10/11/2023,130407550,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),5.98,R4308,Stationery,13/11/2023,130407725,Legal Services,Legal Services
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),139.65,R4308,Stationery,03/11/2023,130404822,Legal Services,Legal Services
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),9.98,R4308,Stationery,03/11/2023,130405391,Legal Services,Legal Services
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),39.99,R4308,Stationery,22/11/2023,130406845,Archives Services,Archives
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),19.99,R4308,Stationery,22/11/2023,130408782,Human Resources,HR Advice
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),349.20,R4308,Stationery,23/11/2023,130405950,City Events,Outdoor Events Admin
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),39.98,R4308,Stationery,03/11/2023,130406501,Register Office,Register Office
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),14.99,R4308,Stationery,03/11/2023,130406501,Register Office,Register Office
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),-29.98,R4308,Stationery,24/11/2023,130405088,Libraries,Global Budgets
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),90.61,R4308,Stationery,14/11/2023,130406657,Cleaning,Cleaning of Buildings  General
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),35.94,R4308,Stationery,14/11/2023,130407551,Cleaning,Cleaning of Buildings  General
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),35.91,R4308,Stationery,14/11/2023,130407724,Cleaning,Cleaning of Buildings  General
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,159.68,R4101,Provisions (Not for resale),02/11/2023,130405806,Libraries,Central Children's Library
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"2,303.66",R4101,Provisions (Not for resale),06/11/2023,130406848,Leisure Services,WV Active Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,983.01,R4101,Provisions (Not for resale),06/11/2023,130406849,Arts and Culture,Art Gallery Tea Room
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,353.95",R4101,Provisions (Not for resale),06/11/2023,130406850,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"2,576.17",R4101,Provisions (Not for resale),07/11/2023,130406853,Catering,"West Park Tea Room	"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,119.62",R4101,Provisions (Not for resale),07/11/2023,130406852,Catering,Meals on Wheels
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,229.61",R4101,Provisions (Not for resale),07/11/2023,130406851,Catering,Civic Centre Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"71,457.46",R4101,Provisions (Not for resale),07/11/2023,130406854,Catering,Education Catering  General Overheads
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,153.03,R4008,Materials for resale,08/11/2023,130407419,Leisure Services,Bert Williams Leisure Centre
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,500.00,R4101,Provisions (Not for resale),08/11/2023,130407420,City Events,"ALV - Darts & Comedy			"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,102.70,R4101,Provisions (Not for resale),08/11/2023,130407420,City Events,"ALV - Darts & Comedy			"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,283.27,R4101,Provisions (Not for resale),09/11/2023,130407418,City Events,"Events - Bilston Town Hall 			"
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,690.00,R5001,TPP - Grants,27/11/2023,191216519,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,690.00,R5001,TPP - Grants,27/11/2023,191216520,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,690.00,R5001,TPP - Grants,27/11/2023,191216521,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,690.00,R5001,TPP - Grants,27/11/2023,191216524,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,690.00,R5001,TPP - Grants,27/11/2023,191216525,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,690.00,R5001,TPP - Grants,27/11/2023,191216522,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,690.00,R5001,TPP - Grants,27/11/2023,191216523,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701417,All Saints Action Network Limited,300.00,R4700,Grant Payments,22/11/2023,191214913,Ward Funds,Ward Fund - St.Peter's
INSERTED DETAIL,701448,Alphatec 2000 Limited,"1,573.92",R4003,Equipment - R & M,16/11/2023,130408345,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701448,Alphatec 2000 Limited,520.00,R4003,Equipment - R & M,16/11/2023,130408346,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701448,Alphatec 2000 Limited,"2,550.00",R4003,Equipment - R & M,16/11/2023,130408347,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701451,Als-Holdings Limited T/A Ac Education,41.85,R1650,Training Expenses,10/11/2023,130407726,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701459,Alzheimer'S Society,"18,223.75",R5501,TPP - Social Care Support Services,23/11/2023,130409085,Commissioning and Transformation,Head of Strategic Commissioning
INSERTED DETAIL,701502,Andrews Creative Services,130.00,R4612,Hospitality,17/11/2023,130408055,Governance Services,Mayoral Expenses
INSERTED DETAIL,701502,Andrews Creative Services,180.00,R4612,Hospitality,17/11/2023,130408055,Governance Services,Mayoral Expenses
INSERTED DETAIL,701502,Andrews Creative Services,260.00,R4612,Hospitality,17/11/2023,130408055,Governance Services,Mayoral Expenses
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),12.38,R4101,Provisions (Not for resale),28/11/2023,130407924,Travel Unit,Passenger Transport  General
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),98.34,R4101,Provisions (Not for resale),28/11/2023,130408783,Travel Unit,Passenger Transport  General
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),55.36,R4101,Provisions (Not for resale),28/11/2023,130408784,Travel Unit,Passenger Transport  General
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,17/11/2023,130407925,Adult Education,Foyer Building
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,17/11/2023,130407925,Adult Education,Old Hall Street Main
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.18,R4100,Catering,17/11/2023,130407925,Adult Education,The Maltings
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,23/11/2023,130408785,Adult Education,Foyer Building
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,23/11/2023,130408785,Adult Education,Old Hall Street Main
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.18,R4100,Catering,23/11/2023,130408785,Adult Education,The Maltings
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,24/11/2023,130408921,Adult Education,Foyer Building
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,24/11/2023,130408921,Adult Education,Old Hall Street Main
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.18,R4100,Catering,24/11/2023,130408921,Adult Education,The Maltings
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,24/11/2023,130409258,Adult Education,Foyer Building
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,24/11/2023,130409258,Adult Education,Old Hall Street Main
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.18,R4100,Catering,24/11/2023,130409258,Adult Education,The Maltings
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,24/11/2023,130409259,Adult Education,Foyer Building
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.08,R4100,Catering,24/11/2023,130409259,Adult Education,Old Hall Street Main
INSERTED DETAIL,701509,Angel Springs Limited (Waterlogic),32.18,R4100,Catering,24/11/2023,130409259,Adult Education,The Maltings
INSERTED DETAIL,701534,Antalis Limited,136.75,R4007,Materials,14/11/2023,130407926,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701534,Antalis Limited,20.00,R4007,Materials,14/11/2023,130407926,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701534,Antalis Limited,194.74,R4007,Materials,21/11/2023,130408787,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701534,Antalis Limited,109.85,R4007,Materials,30/11/2023,130409730,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701534,Antalis Limited,20.00,R4007,Materials,30/11/2023,130409730,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701547,Apetito Limited,0.19,R4102,Provisions (Resale),13/11/2023,130406505,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,0.17,R4102,Provisions (Resale),13/11/2023,130406505,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,786.99",R4102,Provisions (Resale),13/11/2023,130406505,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,253.22",R4102,Provisions (Resale),02/11/2023,130404823,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,451.51",R4102,Provisions (Resale),02/11/2023,130405511,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,-17.21,R4102,Provisions (Resale),06/11/2023,130407041,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,51.93,R4102,Provisions (Resale),06/11/2023,130405951,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,593.04",R4102,Provisions (Resale),06/11/2023,130405951,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,0.14,R4102,Provisions (Resale),06/11/2023,130405951,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,17.28,R4102,Provisions (Resale),06/11/2023,130405951,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,37.65,R4102,Provisions (Resale),06/11/2023,130405951,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,0.12,R4102,Provisions (Resale),06/11/2023,130405951,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,0.16,R4102,Provisions (Resale),06/11/2023,130405951,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,35.12,R4102,Provisions (Resale),06/11/2023,130405951,Catering,Meals on Wheels
INSERTED DETAIL,701603,Arnold Clark Finance Limited,346.36,R3200,Hire of Vehicles,02/11/2023,191206063,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,47.59,R3200,Hire of Vehicles,02/11/2023,191206065,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,"1,041.88",R3200,Hire of Vehicles,02/11/2023,191206064,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,77.56,R3200,Hire of Vehicles,02/11/2023,191206066,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,147.30,R3200,Hire of Vehicles,02/11/2023,191206061,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,128.40,R3200,Hire of Vehicles,02/11/2023,191206060,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,02/11/2023,191206062,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,08/11/2023,191208646,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,69.96,R3200,Hire of Vehicles,08/11/2023,191208648,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,08/11/2023,191208647,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,61.61,R3200,Hire of Vehicles,08/11/2023,191208649,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,133.40,R3200,Hire of Vehicles,08/11/2023,191208650,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,72.12,R3200,Hire of Vehicles,08/11/2023,191208652,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,346.36,R3200,Hire of Vehicles,08/11/2023,191208651,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,130.30,R3200,Hire of Vehicles,08/11/2023,191208653,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,68.18,R3200,Hire of Vehicles,08/11/2023,191208661,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,47.59,R3200,Hire of Vehicles,08/11/2023,191208659,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,94.26,R3200,Hire of Vehicles,08/11/2023,191208660,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,131.28,R3200,Hire of Vehicles,08/11/2023,191208658,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,27.57,R3200,Hire of Vehicles,08/11/2023,191208657,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,96.66,R3200,Hire of Vehicles,08/11/2023,191208655,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,59.18,R3200,Hire of Vehicles,08/11/2023,191208656,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,86.28,R3200,Hire of Vehicles,08/11/2023,191208654,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,119.64,R3200,Hire of Vehicles,08/11/2023,191208662,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,402.64,R3200,Hire of Vehicles,08/11/2023,191208665,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,79.59,R3200,Hire of Vehicles,08/11/2023,191208664,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,08/11/2023,191208663,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,55.07,R3200,Hire of Vehicles,08/11/2023,191208666,Fleet Services,Fleet Management
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,33.28,R4102,Provisions (Resale),02/11/2023,130406659,Leisure Services,WV Active Catering
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,"1,175.71",R4102,Provisions (Resale),02/11/2023,130406660,Arts and Culture,Art Gallery Tea Room
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,331.11,R4102,Provisions (Resale),02/11/2023,130406661,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,795.02,R4102,Provisions (Resale),02/11/2023,130406662,Catering,Civic Centre Catering
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,323.77,R4102,Provisions (Resale),02/11/2023,130406663,Catering,Meals on Wheels
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,66.10,R4102,Provisions (Resale),02/11/2023,130406664,Catering,"West Park Tea Room	"
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,"14,477.14",R4102,Provisions (Resale),02/11/2023,130406665,Catering,Education Catering  General Overheads
INSERTED DETAIL,701626,Asan Management Services Limited,"1,100.00",R4700,Grant Payments,15/11/2023,130408194,Director of Children's Services,"Financial Inclusion Strategy			"
INSERTED DETAIL,701636,Asdan Limited,2.75,R1650,Training Expenses,07/11/2023,130380451,Youth Offending,Youth Offending Team
INSERTED DETAIL,701636,Asdan Limited,2.75,R1650,Training Expenses,07/11/2023,130380454,Youth Offending,Youth Offending Team
INSERTED DETAIL,701636,Asdan Limited,2.75,R1650,Training Expenses,07/11/2023,130380453,Youth Offending,Youth Offending Team
INSERTED DETAIL,701636,Asdan Limited,2.75,R1650,Training Expenses,07/11/2023,130380452,Youth Offending,Youth Offending Team
INSERTED DETAIL,701643,Ashdown Supplies,339.00,R4007,Materials,01/11/2023,130406506,Bereavement Services,Crematorium
INSERTED DETAIL,701647,Ashmore Glass & Mirror,360.00,C5011,Grants paid out to other organisations,13/11/2023,191210445,,Disabled Facilities Grants
INSERTED DETAIL,701647,Ashmore Glass & Mirror,"4,869.60",C5011,Grants paid out to other organisations,22/11/2023,191214879,,Housing General Fund General Schemes - Small Works Assistance (SWA)
INSERTED DETAIL,701657,Asles (Tool Hire & Sales) Limited,613.00,R4001,Equipment - Hire,13/11/2023,130407927,City Events,Diwali
INSERTED DETAIL,701672,Assn Of Electoral Administrators,158.00,R4611,Conference Expenses,21/11/2023,130408195,Governance Services,Electoral Registration
INSERTED DETAIL,701677,Assoc Of Educational Psychologists,525.00,R1700,Staff Advertising Costs,14/11/2023,130407042,Inclusion Support,Educational Psychology Service
INSERTED DETAIL,701677,Assoc Of Educational Psychologists,700.00,R1700,Staff Advertising Costs,14/11/2023,130407043,Inclusion Support,Educational Psychology Service
INSERTED DETAIL,701680,Associated  Radio Taxi's,"1,107.36",R3042,Client Transport,14/11/2023,130406509,Travel Unit,Special  Transport
INSERTED DETAIL,701680,Associated  Radio Taxi's,"1,350.00",R3042,Client Transport,14/11/2023,130406507,Travel Unit,Special  Transport
INSERTED DETAIL,701680,Associated  Radio Taxi's,434.70,R3042,Client Transport,14/11/2023,130406508,Travel Unit,Special  Transport
INSERTED DETAIL,701748,B + G Cleaning Systems Limited,133.59,R4000,Equipment - Purchase,15/11/2023,130407928,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,701784,Bains Supersave Limited,48.60,R4309,Books,03/11/2023,130406857,Libraries,Ashmore Park Library
INSERTED DETAIL,701788,Baker Ross Limited,429.63,R4000,Equipment - Purchase,17/11/2023,130408196,Libraries,Global Budgets
