,Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),84.36,R4308,Stationery,01/02/2024,130416179,Specialist Support,Upper Pendeford Farm Short Breaks Centre
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),41.94,R4308,Stationery,01/02/2024,130416177,Catering,Meals on Wheels
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),16.99,R4308,Stationery,28/02/2024,130418951,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),15.99,R4308,Stationery,28/02/2024,130418951,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),17.99,R4308,Stationery,28/02/2024,130418951,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),56.97,R4308,Stationery,20/02/2024,130417781,Customer Services,City Direct
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),38.94,R4308,Stationery,15/02/2024,130415929,Waste Services,Shaw Road Civic Amenity Site
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),52.97,R4308,Stationery,15/02/2024,130417782,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),24.99,R4308,Stationery,26/02/2024,130405647,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),149.94,R4308,Stationery,27/02/2024,130416576,Arts and Culture,Art Gallery Shop
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),91.65,R4308,Stationery,14/02/2024,130415536,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),53.92,R4308,Stationery,14/02/2024,130415535,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),45.98,R4308,Stationery,28/02/2024,130419290,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),13.98,R4308,Stationery,28/02/2024,130419290,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),4.99,R4308,Stationery,28/02/2024,130419290,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),29.99,R4308,Stationery,28/02/2024,130419290,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),98.46,R4308,Stationery,28/02/2024,130418076,Older People Provider Services,"ILS Stores			"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),34.99,R4308,Stationery,23/02/2024,130418947,Libraries,Global Budgets
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),9.68,R4308,Stationery,23/02/2024,130418947,Libraries,Global Budgets
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),12.58,R4308,Stationery,23/02/2024,130418947,Libraries,Global Budgets
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),19.70,R4308,Stationery,23/02/2024,130418947,Libraries,Global Budgets
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),39.98,R4308,Stationery,23/02/2024,130418949,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),56.97,R4308,Stationery,26/02/2024,130418946,Register Office,Register Office
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),87.84,R4308,Stationery,26/02/2024,130418948,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),27.96,R4000,Equipment - Purchase,07/02/2024,130416401,Catering,Meals on Wheels
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),79.96,R4308,Stationery,08/02/2024,130417226,Older People Provider Services,"ILS Stores			"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),87.93,R4308,Stationery,09/02/2024,130408344,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),45.98,R4308,Stationery,09/02/2024,130414919,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),53.98,R4308,Stationery,09/02/2024,130414919,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),67.96,R4308,Stationery,09/02/2024,130414919,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),13.98,R4308,Stationery,09/02/2024,130414919,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),4.99,R4308,Stationery,09/02/2024,130414919,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),3.66,R4308,Stationery,09/02/2024,130414919,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),119.94,R4308,Stationery,09/02/2024,130414919,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),1.28,R4308,Stationery,09/02/2024,130414919,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),266.87,R4308,Stationery,13/02/2024,130416577,Governance Services,"Combined Authority Mayoral Election	"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),55.98,R4308,Stationery,13/02/2024,130417058,Licensing,"Private Hire Drivers			"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,353.31",R4101,Provisions (Not for resale),26/02/2024,130418490,Catering,"West Park Tea Room	"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,921.39,R4101,Provisions (Not for resale),26/02/2024,130418489,Catering,Meals on Wheels
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,575.32,R4101,Provisions (Not for resale),26/02/2024,130418486,Arts and Culture,Art Gallery Tea Room
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,681.78,R4101,Provisions (Not for resale),26/02/2024,130418487,Leisure Services,"WV Active Catering - Central	"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,393.33",R4101,Provisions (Not for resale),26/02/2024,130418488,Catering,Civic Centre Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"60,476.37",R4101,Provisions (Not for resale),26/02/2024,130418491,Catering,Education Catering  General Overheads
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,541.56",R4101,Provisions (Not for resale),26/02/2024,130418485,Leisure Services,WV Active Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,65.24,R4008,Materials for resale,19/02/2024,130417783,Leisure Services,Bert Williams Leisure Centre
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,857.74,R4101,Provisions (Not for resale),01/02/2024,130415813,Catering,Civic Centre Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,898.51,R4101,Provisions (Not for resale),01/02/2024,130415814,Leisure Services,WV Active Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,491.95,R4101,Provisions (Not for resale),01/02/2024,130415815,Arts and Culture,Art Gallery Tea Room
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,703.72,R4101,Provisions (Not for resale),01/02/2024,130415816,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,751.14,R4101,Provisions (Not for resale),01/02/2024,130415817,Leisure Services,"WV Active Catering - Central	"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,208.46",R4101,Provisions (Not for resale),01/02/2024,130415818,Catering,Meals on Wheels
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,707.95,R4101,Provisions (Not for resale),08/02/2024,130416764,Catering,"West Park Tea Room	"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,792.99,R4101,Provisions (Not for resale),08/02/2024,130416764,Catering,"West Park Tea Room	"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"49,565.79",R4101,Provisions (Not for resale),08/02/2024,130416765,Catering,Education Catering  General Overheads
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"5,329.15",R4101,Provisions (Not for resale),08/02/2024,130416765,Catering,Education Catering  General Overheads
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,274.12,R4101,Provisions (Not for resale),14/02/2024,130417906,City Events,"Events - Bilston Town Hall 			"
INSERTED DETAIL,701155,Aidapt Bathrooms Limited,"1,100.00",R4000,Equipment - Purchase,05/02/2024,130415930,Older People Provider Services,"ILS Stores			"
INSERTED DETAIL,701210,Air Methods Limited,361.00,R4400,Services - Professional Fees,01/02/2024,130415931,Project and Works Team – Maintenance Programme,"Civic Centre Repairs & Maintenance	"
INSERTED DETAIL,701210,Air Methods Limited,282.04,R4400,Services - Professional Fees,02/02/2024,130416402,Project and Works Team – Maintenance Programme,"Civic Centre Repairs & Maintenance	"
INSERTED DETAIL,701393,Aldersley Church Early Learning Committee,90.72,R5035,TPP - Private Nursery Education Funding,12/02/2024,191247312,Early Years,"Early Years Supplementary Funding			"
INSERTED DETAIL,701393,Aldersley Church Early Learning Committee,"8,344.80",R5035,TPP - Private Nursery Education Funding,02/02/2024,191243059,Early Years,Early Years Universal Entitlement for 3 and 4 Year Olds
INSERTED DETAIL,701393,Aldersley Church Early Learning Committee,"4,796.82",R5035,TPP - Private Nursery Education Funding,02/02/2024,191243121,Early Years,Early Years Entitlement Funding for Disadvantaged 2 Year Olds
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,700.00,R5001,TPP - Grants,27/02/2024,191251709,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,700.00,R5001,TPP - Grants,27/02/2024,191251710,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,700.00,R5001,TPP - Grants,27/02/2024,191251711,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,700.00,R5001,TPP - Grants,27/02/2024,191251712,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,700.00,R5001,TPP - Grants,27/02/2024,191251713,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,700.00,R5001,TPP - Grants,27/02/2024,191251714,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,700.00,R5001,TPP - Grants,27/02/2024,191251715,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,700.00,R5001,TPP - Grants,27/02/2024,191251716,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701405,Alfred Bagnall & Sons (Mids) Limited,582.45,C1100,Construction and Conversion,29/02/2024,130419294,,Corporate Asset Management
INSERTED DETAIL,701417,All Saints Action Network Limited,"18,878.40",R5035,TPP - Private Nursery Education Funding,02/02/2024,191243060,Early Years,Early Years Universal Entitlement for 3 and 4 Year Olds
INSERTED DETAIL,701417,All Saints Action Network Limited,"10,716.30",R5035,TPP - Private Nursery Education Funding,02/02/2024,191243122,Early Years,Early Years Entitlement Funding for Disadvantaged 2 Year Olds
INSERTED DETAIL,701439,Allstar Business Solutions Limited,70.30,R3000,Petrol,15/02/2024,191248095,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,4.00,R3000,Petrol,15/02/2024,191248095,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,106.22,R3000,Petrol,15/02/2024,191248095,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,"1,842.19",R3000,Petrol,15/02/2024,191248095,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,218.63,R3000,Petrol,15/02/2024,191248095,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,170.84,R3000,Petrol,15/02/2024,191248096,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,8.00,R3000,Petrol,26/02/2024,191251358,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,"1,369.43",R3000,Petrol,26/02/2024,191251358,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,53.20,R3000,Petrol,26/02/2024,191251358,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,137.03,R3000,Petrol,26/02/2024,191251358,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,15.65,R3000,Petrol,26/02/2024,191251358,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,6.00,R3000,Petrol,26/02/2024,191251358,Fleet Services,Fleet Management
INSERTED DETAIL,701448,Alphatec 2000 Limited,52.97,R4003,Equipment - R & M,14/02/2024,130417907,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701448,Alphatec 2000 Limited,15.00,R4003,Equipment - R & M,14/02/2024,130417907,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701451,Als-Holdings Limited T/A Ac Education,"8,750.00",R1650,Training Expenses,07/02/2024,130417059,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701451,Als-Holdings Limited T/A Ac Education,166.30,R1650,Training Expenses,26/02/2024,130418952,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701502,Andrews Creative Services,130.00,R4001,Equipment - Hire,05/02/2024,130416578,Equalities,Equalities
INSERTED DETAIL,701512,Anglia Dna Services Limited,131.00,R4400,Services - Professional Fees,13/02/2024,130417784,Legal Services,Centralised External Legal Costs
INSERTED DETAIL,701512,Anglia Dna Services Limited,141.33,R4400,Services - Professional Fees,21/02/2024,130418204,Legal Services,Centralised External Legal Costs
INSERTED DETAIL,701525,Ann Arbor Publishers Limited,69.00,R4308,Stationery,26/02/2024,130419102,Special Educational Needs,Specialist Learning Support
INSERTED DETAIL,701534,Antalis Limited,198.30,R4007,Materials,27/02/2024,130419103,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701534,Antalis Limited,163.35,R4007,Materials,14/02/2024,130417908,Digital and IT,Digital Print Solutions
INSERTED DETAIL,701535,Anthony Collins Solicitors Llp,"1,284.00",R4400,Services - Professional Fees,07/02/2024,130413282,Legal Services,Legal Services
INSERTED DETAIL,701535,Anthony Collins Solicitors Llp,8.42,R4400,Services - Professional Fees,07/02/2024,130413282,Legal Services,Legal Services
INSERTED DETAIL,701535,Anthony Collins Solicitors Llp,669.50,R4400,Services - Professional Fees,26/02/2024,130417060,Legal Services,Legal Services
INSERTED DETAIL,701547,Apetito Limited,"2,222.09",R4102,Provisions (Resale),05/02/2024,130415200,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,160.35,R4102,Provisions (Resale),05/02/2024,130415200,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,008.46",R4102,Provisions (Resale),05/02/2024,130415385,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,494.76",R4102,Provisions (Resale),05/02/2024,130415819,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,038.70",R4102,Provisions (Resale),05/02/2024,130416182,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,477.86",R4102,Provisions (Resale),05/02/2024,130416403,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,870.67",R4102,Provisions (Resale),05/02/2024,130414647,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,878.96",R4102,Provisions (Resale),19/02/2024,130417909,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"2,494.98",R4102,Provisions (Resale),16/02/2024,130417645,Catering,Meals on Wheels
INSERTED DETAIL,701547,Apetito Limited,"1,916.47",R4102,Provisions (Resale),19/02/2024,130416766,Catering,Meals on Wheels
INSERTED DETAIL,701603,Arnold Clark Finance Limited,538.44,R3200,Hire of Vehicles,20/02/2024,191249524,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,442.68,R3200,Hire of Vehicles,20/02/2024,191249526,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,94.00,R3200,Hire of Vehicles,20/02/2024,191249527,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,381.08,R3200,Hire of Vehicles,20/02/2024,191249525,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,592.20,R3200,Hire of Vehicles,20/02/2024,191249529,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,55.85,R3200,Hire of Vehicles,20/02/2024,191249528,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,97.48,R3200,Hire of Vehicles,20/02/2024,191249530,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,442.68,R3200,Hire of Vehicles,20/02/2024,191249531,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,131.79,R3200,Hire of Vehicles,20/02/2024,191249532,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,592.20,R3200,Hire of Vehicles,20/02/2024,191249533,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,442.68,R3200,Hire of Vehicles,20/02/2024,191249522,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,"1,120.28",R3200,Hire of Vehicles,20/02/2024,191249520,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,592.20,R3200,Hire of Vehicles,20/02/2024,191249521,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,117.40,R3200,Hire of Vehicles,20/02/2024,191249523,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,381.08,R3200,Hire of Vehicles,20/02/2024,191249519,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,30.43,R3200,Hire of Vehicles,02/02/2024,191243188,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,"1,879.32",R3200,Hire of Vehicles,06/02/2024,191243613,Fleet Services,Fleet Management
INSERTED DETAIL,701603,Arnold Clark Finance Limited,45.78,R3200,Hire of Vehicles,13/02/2024,191247536,Fleet Services,Fleet Management
INSERTED DETAIL,701608,Art Interiors,47.48,R4400,Services - Professional Fees,23/02/2024,130418813,Arts and Culture,Contemporary Gallery - NPO ACE WAG
INSERTED DETAIL,701608,Art Interiors,32.58,R4400,Services - Professional Fees,23/02/2024,130418812,Arts and Culture,Contemporary Gallery - NPO ACE WAG
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,28.36,R4102,Provisions (Resale),26/02/2024,130418493,Leisure Services,WV Active Catering
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,361.69,R4102,Provisions (Resale),26/02/2024,130418494,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,679.46,R4102,Provisions (Resale),26/02/2024,130418495,Catering,Civic Centre Catering
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,365.08,R4102,Provisions (Resale),26/02/2024,130418496,Catering,Meals on Wheels
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,71.63,R4102,Provisions (Resale),26/02/2024,130418497,Catering,"West Park Tea Room	"
INSERTED DETAIL,701613,Arthur Brett (Catering) Limited,"13,077.52",R4102,Provisions (Resale),26/02/2024,130418498,Catering,Education Catering  General Overheads
INSERTED DETAIL,701643,Ashdown Supplies,"1,180.80",R4007,Materials,19/02/2024,130418205,Bereavement Services,Crematorium
INSERTED DETAIL,701648,Ashmore Park Community Association,500.00,R4700,Grant Payments,26/02/2024,191251425,Ward Funds,Ward Fund - Wednesfield North
INSERTED DETAIL,701648,Ashmore Park Community Association,900.00,R4700,Grant Payments,26/02/2024,191251426,Ward Funds,Ward Fund - Wednesfield North
INSERTED DETAIL,701662,Aspire People Limited,239.88,R1100,Agency Staff,26/02/2024,130419105,Starting and Developing Well,"Starting and Developing Well			"
INSERTED DETAIL,701662,Aspire People Limited,129.94,R1100,Agency Staff,26/02/2024,130419105,Starting and Developing Well,"Starting and Developing Well			"
INSERTED DETAIL,701680,Associated  Radio Taxi's,-90.00,R3042,Client Transport,08/02/2024,130415522,Travel Unit,Special  Transport
INSERTED DETAIL,701680,Associated  Radio Taxi's,"1,045.84",R3042,Client Transport,08/02/2024,130417227,Travel Unit,Special  Transport
INSERTED DETAIL,701680,Associated  Radio Taxi's,724.50,R3042,Client Transport,08/02/2024,130417228,Travel Unit,Special  Transport
INSERTED DETAIL,701680,Associated  Radio Taxi's,"1,530.00",R3042,Client Transport,08/02/2024,130417229,Travel Unit,Special  Transport
INSERTED DETAIL,701748,B + G Cleaning Systems Limited,21.99,R4000,Equipment - Purchase,09/02/2024,191246163,Fleet Services,Fleet Management
INSERTED DETAIL,701784,Bains Supersave Limited,44.80,R4309,Books,05/02/2024,130416579,Libraries,Ashmore Park Library
INSERTED DETAIL,701805,Barnardos Childrens Charity,"35,565.00",R5200,TPP - Payments to voluntary groups,09/02/2024,130416183,Regional Adoption Agency Consortium,"Regional Adoption Agency 			"
INSERTED DETAIL,701805,Barnardos Childrens Charity,"1,195.00",R4400,Services - Professional Fees,05/02/2024,130416580,Regional Adoption Agency Consortium,"Regional Adoption Agency 			"
INSERTED DETAIL,701807,Barnsley Bate Limited,525.00,R4400,Services - Professional Fees,13/02/2024,130417463,Public Protection,Trading Standards
INSERTED DETAIL,701817,Base 25,380.00,R1650,Training Expenses,07/02/2024,130417061,Children & Young People In Care,"Virtual School Head			"
INSERTED DETAIL,701817,Base 25,380.00,R1650,Training Expenses,26/02/2024,130418954,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701817,Base 25,"36,469.11",R5501,TPP - Social Care Support Services,27/02/2024,130418499,Head of Children's Improvement,"Emotional Mental Health Wellbeing Service			"
INSERTED DETAIL,701836,BCC Mac T/A St Teresa'S Catholic,700.00,R5001,TPP - Grants,27/02/2024,191251791,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701879,Bentley Systems International Limited,"1,559.00",R4531,Computing - Purchase of Software,21/02/2024,130418206,Project and Works Team – Capital Programmes,Capital Programme Team
INSERTED DETAIL,701905,Bevan Brittan Llp,16.00,R4400,Services - Professional Fees,07/02/2024,130416186,Legal Services,Centralised External Legal Costs
INSERTED DETAIL,701905,Bevan Brittan Llp,32.00,R4400,Services - Professional Fees,07/02/2024,130416184,Legal Services,Centralised External Legal Costs
INSERTED DETAIL,701905,Bevan Brittan Llp,32.00,R4400,Services - Professional Fees,07/02/2024,130416185,Legal Services,Centralised External Legal Costs
INSERTED DETAIL,701905,Bevan Brittan Llp,"3,648.50",R4400,Services - Professional Fees,26/02/2024,130418955,Legal Services,Centralised External Legal Costs
INSERTED DETAIL,701905,Bevan Brittan Llp,32.00,R4400,Services - Professional Fees,26/02/2024,130418955,Legal Services,Centralised External Legal Costs
INSERTED DETAIL,701908,Bewdley High Sch & Sixth Form Centre,700.00,R5001,TPP - Grants,27/02/2024,191251670,Children & Young People In Care,LAC Pupil Premium
INSERTED DETAIL,701920,Biffa Waste Services Limited,"-5,962.99",R5003,TPP - Waste Disposal,16/02/2024,130416768,Waste Services,Energy From Waste
INSERTED DETAIL,701920,Biffa Waste Services Limited,"-6,758.73",R5003,TPP - Waste Disposal,16/02/2024,130417062,Waste Services,Energy From Waste
INSERTED DETAIL,701920,Biffa Waste Services Limited,"63,310.03",R5003,TPP - Waste Disposal,16/02/2024,130417646,Waste Services,Energy From Waste
INSERTED DETAIL,701920,Biffa Waste Services Limited,"5,864.40",R5003,TPP - Waste Disposal,02/02/2024,130416187,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,701920,Biffa Waste Services Limited,"27,669.00",R5003,TPP - Waste Disposal,02/02/2024,130416189,Waste Services,Waste Collection and Recycling Service  General
INSERTED DETAIL,701920,Biffa Waste Services Limited,"6,171.08",R5003,TPP - Waste Disposal,05/02/2024,130416188,Waste Services,"Commercial Waste Disposal			"
INSERTED DETAIL,701920,Biffa Waste Services Limited,"59,464.53",R5003,TPP - Waste Disposal,09/02/2024,130417464,Waste Services,Energy From Waste
