Transparency Report December 2023,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Expenditure Category Lvl 6,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT0978405,Acorn Care & Education Ltd,-3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT0978406,Acorn Care & Education Ltd,-3683.73
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT0978410,Acorn Care & Education Ltd,-10428.29
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT0979172,Acorn Care & Education Ltd,9239.619999999999
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1022993,Acorn Care & Education Ltd,7183.27
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1022996,Acorn Care & Education Ltd,883.4
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1022999,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023000,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023001,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023002,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023003,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023004,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023006,Acorn Care & Education Ltd,5564.15
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023007,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023008,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023009,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023010,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023011,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023012,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023013,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023014,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023015,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023016,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023018,Acorn Care & Education Ltd,4450.89
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023019,Acorn Care & Education Ltd,7091.43
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023020,Acorn Care & Education Ltd,5677.5
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023021,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1023022,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45271,SOT1016342,Acorn Fostering Services Ltd,5917.2
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45280,SOT1020823,Acorn Fostering Services Ltd,5917.2
Stoke City Council,4PUBH,Public Health,DE100,Services,45280,SOT1015939,Acorn Kennels,11666.66
Stoke City Council,4PUBH,Public Health,DE100,Services,45280,SOT1019370,Acorn Kennels,850
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45273,SOT1019462,Acorn Residential Care Limited,32413.29
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45278,SOT1020638,Active Resilience,166568.2
Stoke City Council,4PUBH,Public Health,AA700,Agency staff,45266,SOT1014348,Adecco,1036.2
Stoke City Council,4PUBH,Public Health,AA700,Agency staff,45268,SOT1013393,Adecco,942
Stoke City Council,4STAR,Strategy & Resources,dg105,Expenses,45268,SOT1015820,Advanced Child Care Assessment,3553.35
Stoke City Council,4STAR,Strategy & Resources,dg105,Expenses,45273,SOT1016681,Advanced Child Care Assessment,3299
Stoke City Council,4HDG,"Housing, Development & Growth",dk111,Miscellaneous expenses,45266,SOT1014352,Adverta Ltd,15249.67
Stoke City Council,4HDG,"Housing, Development & Growth",dk111,Miscellaneous expenses,45266,SOT1014353,Adverta Ltd,20075.33
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45267,SOT1015646,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45279,SOT1022037,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45267,SOT1015646,Advinia Health Care Ltd,-520.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45279,SOT1022037,Advinia Health Care Ltd,-520.44
Stoke City Council,4STAR,Strategy & Resources,dh100,Grants and subscriptions,45266,SOT1014940,AEDdonate,650
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45280,SOT1020859,Affinity Fostering Services,22592
Stoke City Council,4HDG,"Housing, Development & Growth",da100,Equipment  furniture and mater,45261,SOT1013406,Aggregate Industries UK Limited,997.49
Stoke City Council,4HDG,"Housing, Development & Growth",da100,Equipment  furniture and mater,45261,SOT1013407,Aggregate Industries UK Limited,1602.4499999999998
Stoke City Council,4HDG,"Housing, Development & Growth",da100,Equipment  furniture and mater,45261,SOT1013408,Aggregate Industries UK Limited,1162.48
Stoke City Council,4HDG,"Housing, Development & Growth",da100,Equipment  furniture and mater,45261,SOT1013425,Aggregate Industries UK Limited,1204.65
Stoke City Council,4HDG,"Housing, Development & Growth",da100,Equipment  furniture and mater,45265,SOT1011833,Aggregate Industries UK Limited,1229.83
Stoke City Council,4HDG,"Housing, Development & Growth",da100,Equipment  furniture and mater,45278,SOT1020036,Aggregate Industries UK Limited,659
Stoke City Council,4HDG,"Housing, Development & Growth",da100,Equipment  furniture and mater,45278,SOT1020056,Aggregate Industries UK Limited,2886.25
Stoke City Council,4HDG,"Housing, Development & Growth",da100,Equipment  furniture and mater,45278,SOT1020120,Aggregate Industries UK Limited,2398.76
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45261,SOT1013409,Aggregate Industries UK Limited,861.18
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45265,SOT1014284,Aggregate Industries UK Limited,775.06
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45265,SOT1014285,Aggregate Industries UK Limited,995.03
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45265,SOT1014431,Aggregate Industries UK Limited,800.06
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45265,SOT1014433,Aggregate Industries UK Limited,2144.76
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45265,SOT1014434,Aggregate Industries UK Limited,569.49
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45265,SOT1014436,Aggregate Industries UK Limited,1118.17
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45265,SOT1014444,Aggregate Industries UK Limited,569.49
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45265,SOT1014446,Aggregate Industries UK Limited,966.74
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45265,SOT1014448,Aggregate Industries UK Limited,519.48
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45265,SOT1014453,Aggregate Industries UK Limited,897.3
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45268,SOT1015891,Aggregate Industries UK Limited,1803.27
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45268,SOT1015892,Aggregate Industries UK Limited,697.28
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45268,SOT1016014,Aggregate Industries UK Limited,680.61
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45272,SOT1016369,Aggregate Industries UK Limited,725.06
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45278,SOT1020035,Aggregate Industries UK Limited,538.92
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45278,SOT1020038,Aggregate Industries UK Limited,836.17
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45278,SOT1020039,Aggregate Industries UK Limited,1433.44
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45278,SOT1020606,Aggregate Industries UK Limited,622.27
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45280,SOT1021857,Aggregate Industries UK Limited,783.41
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45280,SOT1022419,Aggregate Industries UK Limited,1083.42
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWNC,Works,45268,SOT1015696,Aggregate Industries UK Limited,288939.21
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45267,SOT1015606,Agnes & Arthur,18574.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45279,SOT1021998,Agnes & Arthur,18574.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45267,SOT1015606,Agnes & Arthur,9372.51
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45279,SOT1021998,Agnes & Arthur,11731.939999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45267,SOT1015606,Agnes & Arthur,5044
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45279,SOT1021998,Agnes & Arthur,5044
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45267,SOT1015606,Agnes & Arthur,-649.62
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45279,SOT1021998,Agnes & Arthur,-649.62
Stoke City Council,4HDG,"Housing, Development & Growth",DE125,Services,45266,SOT1004938,Aib Solutions                                     ,2650
Stoke City Council,4HDG,"Housing, Development & Growth",CC105,Contract hire&operating leases,45280,SOT1015774,Air Products Plc,618.73
Stoke City Council,4STAR,Strategy & Resources,da100,Equipment  furniture and mater,45261,SOT1013098,Air Sea Containers Ltd,558.85
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45273,SOT1019353,AJS Passenger Travel,24554.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45267,SOT1015522,Alison House,2500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45279,SOT1021915,Alison House,2500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45267,SOT1015522,Alison House,7600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45279,SOT1021915,Alison House,6914.29
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45267,SOT1015522,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45279,SOT1021915,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45267,SOT1015522,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45279,SOT1021915,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45267,SOT1015522,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45279,SOT1021915,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45267,SOT1015522,Alison House,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45279,SOT1021915,Alison House,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45267,SOT1015624,Allendale Residential,5614.98
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45279,SOT1022015,Allendale Residential,5614.98
Stoke City Council,4HDG,"Housing, Development & Growth",DD100,Printing  stationery and gener,45275,SOT1002231,Allied Publicity Services (Manchester),1270.3
Stoke City Council,4HRAHT,Housing Transformation,DK113,Miscellaneous expenses,45275,SOT1019813,Allpay Limited,2410.22
Stoke City Council,4STAR,Strategy & Resources,DK113,Miscellaneous expenses,45271,SOT1015800,Allpay Limited,3849.87
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45280,SOT1022412,Alpha Learning Staffordshire Ltd,800
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45261,SOT1013115,ALPHA OMEGA SECURITIES LIMITED,521.08
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45261,SOT1013774,Alpha Transport Service Ltd,7733
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45273,SOT1019354,Alpha Transport Service Ltd,7581
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45273,SOT1019512,Alpine4Care Services LTD,25692.86
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45264,SOT1014191,REDACTED - Personal Data,14800
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45280,SOT1012332,Amber Fostering Ltd,11328
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45280,SOT1012332,Amber Fostering Ltd,3476
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45273,SOT1019440,Amberleigh Care Ltd,25080
Stoke City Council,4SCHL,Schools,DK193,Miscellaneous expenses,45280,SOT1019693,Amerton Farm Ltd,1006.73
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45275,SOT1019649,AMG Nursing and Care Services,530.36
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45275,SOT1019669,AMG Nursing and Care Services,631.44
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45261,SOT1013665,AMR Property Services Ltd,2894
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45275,SOT1020060,AMR Property Services Ltd,3201.5
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45266,SOT1015288,Amstone Developments Limited,193536.34
Stoke City Council,4STAR,Strategy & Resources,AA700,Agency staff,45273,SOT1015920,Analysis Legal LLP,6440.56
Stoke City Council,4STAR,Strategy & Resources,AA700,Agency staff,45273,SOT1016730,Analysis Legal LLP,9334.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45267,SOT1015591,Anchor Hanover Group T/A Park Hall Care Home,19172.21
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45279,SOT1021984,Anchor Hanover Group T/A Park Hall Care Home,18150.78
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45267,SOT1015591,Anchor Hanover Group T/A Park Hall Care Home,24851.18
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45279,SOT1021984,Anchor Hanover Group T/A Park Hall Care Home,32651.18
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45267,SOT1015591,Anchor Hanover Group T/A Park Hall Care Home,8775.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45279,SOT1021984,Anchor Hanover Group T/A Park Hall Care Home,9675.560000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45267,SOT1015591,Anchor Hanover Group T/A Park Hall Care Home,-1785.46
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45279,SOT1021984,Anchor Hanover Group T/A Park Hall Care Home,-1797.6999999999998
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45267,SOT1015591,Anchor Hanover Group T/A Park Hall Care Home,-2756.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45279,SOT1021984,Anchor Hanover Group T/A Park Hall Care Home,-2756.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45267,SOT1015591,Anchor Hanover Group T/A Park Hall Care Home,-1028
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45279,SOT1021984,Anchor Hanover Group T/A Park Hall Care Home,-1028
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45267,SOT1015596,Anchor Hanover Group T/A The Cedars Home,7700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45279,SOT1021988,Anchor Hanover Group T/A The Cedars Home,7700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45267,SOT1015596,Anchor Hanover Group T/A The Cedars Home,12102.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45279,SOT1021988,Anchor Hanover Group T/A The Cedars Home,12102.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45267,SOT1015596,Anchor Hanover Group T/A The Cedars Home,1240
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45279,SOT1021988,Anchor Hanover Group T/A The Cedars Home,2540
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45267,SOT1015596,Anchor Hanover Group T/A The Cedars Home,-524
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45279,SOT1021988,Anchor Hanover Group T/A The Cedars Home,-524
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45267,SOT1015596,Anchor Hanover Group T/A The Cedars Home,-1280
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45279,SOT1021988,Anchor Hanover Group T/A The Cedars Home,-1280
Stoke City Council,4STAR,Strategy & Resources,DE113,Services,45268,SOT1015469,REDACTED - Personal Data,1628.55
Stoke City Council,4CAF,Children and Family Services,EA147,Independent units within CC,45271,SOT1016343,ANEW Young People Services Limited,26888.23
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45271,SOT1016343,ANEW Young People Services Limited,2209.76
Stoke City Council,4SCHL,Schools,GI173,Inter departmental ,45280,SOT1020725,Angel Solutions Limited,750
Stoke City Council,4PUBH,Public Health,DE108,Services,45266,SOT1014113,REDACTED - Personal Data,550
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45278,SOT1020491,ANGELUS LAW LTD,1451.7
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45261,SOT1013372,Anthony Collins Solicitors,834
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45266,SOT1014807,Anthony Collins Solicitors,1031.5
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45275,SOT1019756,Anthony Collins Solicitors,1038.5
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45264,SOT1014044,Anthony Hodari Solicitors,681.04
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45268,SOT1015421,Anthony Hodari Solicitors,1250
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45273,SOT1016582,Anthony Hodari Solicitors,8274.84
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45273,SOT1016585,Anthony Hodari Solicitors,8250
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45275,SOT1019566,Anthony Hodari Solicitors,10522.96
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45275,SOT1019752,Anthony Hodari Solicitors,1500
Stoke City Council,4HRAHT,Housing Transformation,DK107,Miscellaneous expenses,45278,SOT1020492,Anthony Hodari Solicitors,4500
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWBE,External Fees,45280,SOT1011191,Arcadis Consulting (UK) Ltd,24773.1
Stoke City Council,4HDG,"Housing, Development & Growth",DC100,Clothes  uniform and laundry,45273,SOT1009091,Arco Limited,508.8
Stoke City Council,4HDG,"Housing, Development & Growth",DA101,Equipment  furniture and mater,45264,SOT1014058,Arnold Clark Automobles Limited,635.63
Stoke City Council,4HDG,"Housing, Development & Growth",DA101,Equipment  furniture and mater,45271,SOT1016313,Arnold Clark Automobles Limited,647.45
Stoke City Council,4HDG,"Housing, Development & Growth",DA102,Equipment  furniture and mater,45261,SOT1013510,Arnold Clark Automobles Limited,2031.29
Stoke City Council,4HDG,"Housing, Development & Growth",CC104,Contract hire&operating leases,45268,SOT1011289,Arnold Clark Finance Ltd,949.64
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45267,SOT1015537,Ash Hall Nursing Home,25462.86
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45279,SOT1021930,Ash Hall Nursing Home,24380
