Transparency Report August 2024,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Exp Category Code,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115930,Orchard Care  C/O Carol Forys,11664.74
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115931,Orchard Care  C/O Carol Forys,12854.8
Stoke City Council,4HDG,"Housing, Development & Growth",de100,6DE1,45525,SOT1113699,oteThe Irresistible Group Ltd / Intertrade Carpets,629
Stoke City Council,4HDG,"Housing, Development & Growth",de100,6DE1,45525,SOT1113700,oteThe Irresistible Group Ltd / Intertrade Carpets,874.7
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113875,Outbound Care Limited,25464.29
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45506,SOT1105287,Outset Fostering,3315.28
Stoke City Council,4STAR,Strategy & Resources,DD113,6DD1,45509,SOT1106381,OverDrive Global Limited,3000
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45525,SOT1113677,P J Stanley,1060
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45525,SOT1113678,P J Stanley,795
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45527,SOT1114043,P J Stanley,1240
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45527,SOT1114044,P J Stanley,795
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45534,SOT1116115,Pace Education,62368.26
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45534,SOT1116117,Pace Education,-6000.01
Stoke City Council,4HRAHT,Housing Transformation,de130,6DE1,45513,SOT1107728,Pag Cleaning Services (uk) LTD,1250
Stoke City Council,4CITD,City Director,de100,6DE1,45506,SOT1106177,Paget High School,950
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45532,SOT1115199,Paragon Locums Ltd,7857.77
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45532,SOT1115204,Paragon Locums Ltd,138750
Stoke City Council,4CAF,Children and Family Services,AA700,6AA7,45532,SOT1115402,Paragon Locums Ltd,105450
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45518,SOT1109618,Parallel Parents,62436.240000000005
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45518,SOT1109620,Park Foster Care,106638.10000000002
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105918,Park Lane Care Home,8848.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105918,Park Lane Care Home,4085
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109787,Park Lane Care Home,8848.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109787,Park Lane Care Home,4085
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115951,Park Lane Care Home,8848.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115951,Park Lane Care Home,4085
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115951,Park Lane Care Home,1000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105918,Park Lane Care Home,1318.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109787,Park Lane Care Home,1318.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115951,Park Lane Care Home,-659.4
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105918,Park Lane Care Home,2264.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109787,Park Lane Care Home,2264.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115951,Park Lane Care Home,2264.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105918,Park Lane Care Home,2637
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109787,Park Lane Care Home,2637
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115951,Park Lane Care Home,2637
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105918,Park Lane Care Home,-1838.42
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109787,Park Lane Care Home,-1253.22
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115951,Park Lane Care Home,-1253.22
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45505,SOT1105918,Park Lane Care Home,-589.94
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45519,SOT1109787,Park Lane Care Home,-589.94
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45533,SOT1115951,Park Lane Care Home,-589.94
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105984,Parkcare Homes Ltd - Beechley Drive,13633.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109847,Parkcare Homes Ltd - Beechley Drive,13633.16
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1116008,Parkcare Homes Ltd - Beechley Drive,13633.16
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113887,Parkwood Care Limited,31221.43
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105882,Paul Clarkes Homes,18879.68
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109751,Paul Clarkes Homes,18879.68
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115915,Paul Clarkes Homes,18879.68
Stoke City Council,4HDG,"Housing, Development & Growth",AB300,6AB3,45527,SOT1114272,PCC For Dorset,1500
Stoke City Council,4SCHL,Schools,dd100,6DD1,45506,SOT1097866,PEAC UK Ltd,522.74
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105890,Pearl Care Ltd,15895.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109759,Pearl Care Ltd,15895.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115923,Pearl Care Ltd,15895.36
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105890,Pearl Care Ltd,4148
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109759,Pearl Care Ltd,4148
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115923,Pearl Care Ltd,4148
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105890,Pearl Care Ltd,1216.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109759,Pearl Care Ltd,1216.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115923,Pearl Care Ltd,1216.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105890,Pearl Care Ltd,3954.6000000000004
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109759,Pearl Care Ltd,3954.6000000000004
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115923,Pearl Care Ltd,3954.6000000000004
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105890,Pearl Care Ltd,-2394.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109759,Pearl Care Ltd,-2394.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115923,Pearl Care Ltd,-2394.58
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45505,SOT1105890,Pearl Care Ltd,-781.06
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45519,SOT1109759,Pearl Care Ltd,-781.06
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1115923,Pearl Care Ltd,-781.06
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45505,SOT1105890,Pearl Care Ltd,-719.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45519,SOT1109759,Pearl Care Ltd,-719.52
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,6IC2,45533,SOT1115923,Pearl Care Ltd,-719.52
Stoke City Council,4DSG,Dedicated Schools Grant,DA100,6DA1,45532,SOT1115329,Pearson  Assessment ,636.08
Stoke City Council,4HDG,"Housing, Development & Growth",de100,6DE1,45534,SOT1116120,PERMISERVE,3633.75
Stoke City Council,4STAR,Strategy & Resources,DD113,6DD1,45506,SOT1106030,Peters Ltd,991.41
Stoke City Council,4CAF,Children and Family Services,DG118,6DG1,45509,SOT1105242,Philip Osborne Design,750
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113905,Phoenix Adolescent Care,27857.1
Stoke City Council,4DSG,Dedicated Schools Grant,DE113,6DE1,45511,SOT1106619,Phoenix Learning Ltd,15618.5
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45509,SOT1104519,Phoenix Learning Ltd,19635
Stoke City Council,4DSG,Dedicated Schools Grant,EC105,6EC1,45509,SOT1106372,Phoenix Learning Ltd,22145.22
Stoke City Council,4CAF,Children and Family Services,DE126,6DE1,45518,SOT1109493,PHS Group Ltd,972.1
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113847,Platinum Services for Children Residential Care ,18874.4
Stoke City Council,4CAFSC,Children & Family services CAP,QXWRE,6XFE,45516,SOT1106588,Poole Dick Associates Ltd,11000
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWLE,6XFE,45509,SOT1106259,Poole Dick Associates Ltd,3000
Stoke City Council,4CAF,Children and Family Services,de100,6DE1,45518,SOT1109229,Port Vale Football Club Limited,1002.88
Stoke City Council,4CAF,Children and Family Services,BC100,6BC1,45513,SOT1107706,Portakabin Ltd,6070.98
Stoke City Council,4CAF,Children and Family Services,BC100,6BC1,45513,SOT1107707,Portakabin Ltd,7106.69
Stoke City Council,4CAF,Children and Family Services,BC100,6BC1,45532,SOT1109422,Portakabin Ltd,7106.69
Stoke City Council,4CAF,Children and Family Services,BC100,6BC1,45532,SOT1109424,Portakabin Ltd,6070.98
Stoke City Council,4CAFSC,Children & Family services CAP,QXWBE,6XFE,45518,SOT1109414,Portakabin Ltd,2691
Stoke City Council,4CAFSC,Children & Family services CAP,QXWBE,6XFE,45527,SOT1109421,Portakabin Ltd,2691
Stoke City Council,4CAFSC,Children & Family services CAP,QXWRC,6XW,45520,SOT1109415,Portakabin Ltd,64797
Stoke City Council,4CAFSC,Children & Family services CAP,QXWRC,6XW,45520,SOT1109416,Portakabin Ltd,115388
Stoke City Council,4CAFSC,Children & Family services CAP,QXWRE,6XFE,45513,SOT1107708,Portakabin Ltd,9393.93
Stoke City Council,4CAFSC,Children & Family services CAP,QXWRE,6XFE,45516,SOT1108949,Portakabin Ltd,25787.64
Stoke City Council,4CAFSC,Children & Family services CAP,QXWRE,6XFE,45520,SOT1109417,Portakabin Ltd,65929.8
Stoke City Council,4CAFSC,Children & Family services CAP,QXWRE,6XFE,45532,SOT1109423,Portakabin Ltd,9393.63
Stoke City Council,4CAFSC,Children & Family services CAP,QXWRE,6XFE,45532,SOT1109425,Portakabin Ltd,25808.11
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXCGR,6XG,45506,SOT1106176,Portland Inn Project CIC,60000
Stoke City Council,4HDG,"Housing, Development & Growth",CA111,6CA1,45519,SOT1108954,Post Office Limited,15807.25
Stoke City Council,4STAR,Strategy & Resources,DF127,6DF1,45518,SOT1109576,Post Office Limited,1123.5
Stoke City Council,4PUBH,Public Health,EA175,6EA1,45520,SOT1109297,Potteries Medical Centre *Invoice payments only*,1110
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105958,Potton house care home ,3085.3
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109825,Potton house care home ,3085.3
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115987,Potton house care home ,3085.3
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWLE,6XFE,45518,SOT1109548,Pozzoni Architecture Limited,2400
Stoke City Council,4HRADRC,Housing Development and Regen Capital,QXWLE,6XFE,45518,SOT1109549,Pozzoni Architecture Limited,3150
Stoke City Council,4PUBH,Public Health,DE105,6DE1,45506,SOT1103419,Precision Resource Group Ltd t/a Panoramic Associa,4625
Stoke City Council,4PUBH,Public Health,DE105,6DE1,45520,SOT1107710,Precision Resource Group Ltd t/a Panoramic Associa,4625
Stoke City Council,4PUBH,Public Health,DE105,6DE1,45532,SOT1109983,Precision Resource Group Ltd t/a Panoramic Associa,4625
Stoke City Council,4PUBH,Public Health,DE105,6DE1,45534,SOT1115396,Precision Resource Group Ltd t/a Panoramic Associa,4625
Stoke City Council,4PUBH,Public Health,DE105,6DE1,45534,SOT1116075,Precision Resource Group Ltd t/a Panoramic Associa,4625
Stoke City Council,4HDG,"Housing, Development & Growth",BA100,6BA1,45520,SOT1109881,Premier Diagnostics Ltd,845
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,6DE1,45533,000009814663882,PREMIER INN,-626.67
Stoke City Council,4HRAHT,Housing Transformation,DK107,6DK1,45533,000009822571998,PREMIER INN,590.83
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45525,SOT1113842,Prestige Adolescent Care & Education,81763.64
Stoke City Council,4CAF,Children and Family Services,CC109,6CC1,45516,SOT1108702,Prime Cars Travel Limited,10240
Stoke City Council,4CAF,Children and Family Services,eg217,6EG1,45513,SOT1107698,Prime Cars Travel Limited,1560
Stoke City Council,4CAF,Children and Family Services,eg217,6EG1,45513,SOT1107699,Prime Cars Travel Limited,1440
Stoke City Council,4CAF,Children and Family Services,eg217,6EG1,45513,SOT1107700,Prime Cars Travel Limited,1422
Stoke City Council,4CAF,Children and Family Services,eg217,6EG1,45516,SOT1108702,Prime Cars Travel Limited,1200
Stoke City Council,4CAF,Children and Family Services,eg217,6EG1,45516,SOT1108948,Prime Cars Travel Limited,900
Stoke City Council,4CAF,Children and Family Services,EG233,6EG1,45506,SOT1106099,Prime Cars Travel Limited,600
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108548,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108584,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108588,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108590,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108609,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108614,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108615,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108616,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108617,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108620,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108623,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45513,SOT1108625,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45518,SOT1109588,Prime Resolution Ltd,770
Stoke City Council,4CAF,Children and Family Services,DE113,6DE1,45518,SOT1109609,Prime Resolution Ltd,770
Stoke City Council,4STAR,Strategy & Resources,dd100,6DD1,45511,SOT1106505,Print Image Network Limited,638
Stoke City Council,4STAR,Strategy & Resources,dd100,6DD1,45516,SOT1108941,Print Image Network Limited,1522
Stoke City Council,4STAR,Strategy & Resources,dd100,6DD1,45518,SOT1109221,Print Image Network Limited,951
Stoke City Council,4STAR,Strategy & Resources,dd100,6DD1,45518,SOT1109304,Print Image Network Limited,23605
Stoke City Council,4STAR,Strategy & Resources,dd100,6DD1,45520,SOT1107645,Print Image Network Limited,20036
Stoke City Council,4STAR,Strategy & Resources,dd100,6DD1,45525,SOT1109214,Print Image Network Limited,20714
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105847,Priorcare Homes Ltd,14980.380000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109716,Priorcare Homes Ltd,6340.38
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115881,Priorcare Homes Ltd,8932.380000000001
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45505,SOT1105847,Priorcare Homes Ltd,7563.06
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45519,SOT1109716,Priorcare Homes Ltd,7563.06
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,6EG1,45533,SOT1115881,Priorcare Homes Ltd,7563.06
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45505,SOT1105847,Priorcare Homes Ltd,6554
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45519,SOT1109716,Priorcare Homes Ltd,-25
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115881,Priorcare Homes Ltd,19193.65
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,6EG1,45533,SOT1115881,Priorcare Homes Ltd,4207.29
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105847,Priorcare Homes Ltd,-561.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109716,Priorcare Homes Ltd,-561.6
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115881,Priorcare Homes Ltd,-561.6
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45506,SOT1105532,Prism Medical UK (Westholme Division),4293.97
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWRC,6XW,45518,SOT1109538,Prism Medical UK (Westholme Division),3512.05
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45505,SOT1105821,Pristine Care Group formerly Tall Oaks,5941.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45519,SOT1109692,Pristine Care Group formerly Tall Oaks,5941.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,6EG1,45533,SOT1115857,Pristine Care Group formerly Tall Oaks,5941.76
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45505,SOT1105821,Pristine Care Group formerly Tall Oaks,3853.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45519,SOT1109692,Pristine Care Group formerly Tall Oaks,3853.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,6EG1,45533,SOT1115857,Pristine Care Group formerly Tall Oaks,3853.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45505,SOT1105821,Pristine Care Group formerly Tall Oaks,-721.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45519,SOT1109692,Pristine Care Group formerly Tall Oaks,-721.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,6IC2,45533,SOT1115857,Pristine Care Group formerly Tall Oaks,-721.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45505,SOT1105821,Pristine Care Group formerly Tall Oaks,-525.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45519,SOT1109692,Pristine Care Group formerly Tall Oaks,-525.72
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,6IC2,45533,SOT1115857,Pristine Care Group formerly Tall Oaks,-525.72
Stoke City Council,4CAF,Children and Family Services,DK135,6DK1,45506,SOT1105269,Progress Children`s Services Ltd,34377.96
Stoke City Council,4SCHL,Schools,BH102,6BH1,45506,SOT1100311,Proklean,2412.46
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,6CA1,45506,SOT1106104,Proply Ltd,700
Stoke City Council,4HDG,"Housing, Development & Growth",DF101,6DF1,45513,SOT1107482,Purchase Power,25348.37
