Transparency Report February 2024,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Expenditure Category Lvl 6,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4CAF,Children and Family Services,de113,Services,45338,SOT1042390,Acorn Care & Education Ltd,5226.41
Stoke City Council,4CAF,Children and Family Services,de113,Services,45338,SOT1042392,Acorn Care & Education Ltd,8486.23
Stoke City Council,4CAF,Children and Family Services,de113,Services,45338,SOT1042393,Acorn Care & Education Ltd,8826.41
Stoke City Council,4CAF,Children and Family Services,de113,Services,45338,SOT1042395,Acorn Care & Education Ltd,5226.41
Stoke City Council,4CAF,Children and Family Services,de113,Services,45338,SOT1042397,Acorn Care & Education Ltd,5226.41
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45338,SOT1041619,Acorn Fostering Services Ltd,5917.2
Stoke City Council,4PUBH,Public Health,DE100,Services,45350,SOT1044560,Acorn Kennels,1530
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45336,SOT1041651,Acorn Residential Care Limited,33493.73
Stoke City Council,4CAF,Children and Family Services,de113,Services,45343,SOT1043785,Active Resilience,125596.5
Stoke City Council,4CAF,Children and Family Services,EG171,Other establishments,45327,SOT1036343,Adoption Focus (Family Society),1117.58
Stoke City Council,4CAF,Children and Family Services,EG171,Other establishments,45324,SOT1035292,Adoption Matters,699.82
Stoke City Council,4HDG,"Housing, Development & Growth",EG100,Other establishments,45331,SOT1039891,Adullam Homes Housing Association,3933
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45331,SOT1040243,Advanced Child Care Assessment,2567.4
Stoke City Council,4STAR,Strategy & Resources,DE147,Services,45331,SOT1039947,Advanced Visualisation Technologies Limited,18132.8
Stoke City Council,4STAR,Strategy & Resources,DE147,Services,45331,SOT1040184,Advanced Visualisation Technologies Limited,19528.32
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45323,SOT1035554,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45337,SOT1042230,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45351,SOT1046487,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45323,SOT1035554,Advinia Health Care Ltd,-520.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45337,SOT1042230,Advinia Health Care Ltd,-520.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45351,SOT1046487,Advinia Health Care Ltd,-520.44
Stoke City Council,4HDG,"Housing, Development & Growth",DA101,Equipment  furniture and mater,45331,SOT1040175,AEBI Schmidt Uk Limited,684.69
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45338,SOT1041683,Affinity Fostering Services,22592
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45323,SOT1034719,Aggregate Industries UK Limited,1163.98
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45323,SOT1034721,Aggregate Industries UK Limited,1069.53
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45323,SOT1034722,Aggregate Industries UK Limited,602.83
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45329,SOT1036335,Aggregate Industries UK Limited,588.94
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45329,SOT1036337,Aggregate Industries UK Limited,591.71
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45329,SOT1036353,Aggregate Industries UK Limited,813.96
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45329,SOT1036356,Aggregate Industries UK Limited,1155.64
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45329,SOT1036358,Aggregate Industries UK Limited,2339.39
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45337,SOT1040250,Aggregate Industries UK Limited,1177.88
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45337,SOT1040253,Aggregate Industries UK Limited,744.5
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45337,SOT1040255,Aggregate Industries UK Limited,2045.66
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45345,SOT1044312,Aggregate Industries UK Limited,502.82
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45345,SOT1044315,Aggregate Industries UK Limited,736.17
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45345,SOT1044343,Aggregate Industries UK Limited,713.95
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45345,SOT1044345,Aggregate Industries UK Limited,658.4
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45345,SOT1044347,Aggregate Industries UK Limited,550.04
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45345,SOT1044453,Aggregate Industries UK Limited,661.16
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXWNC,Works,45337,SOT1039919,Aggregate Industries UK Limited,557441.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45345,SOT1044893,Agincare UK Ltd,11957.3
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45345,SOT1044893,Agincare UK Ltd,899.25
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45323,SOT1035515,Agnes & Arthur,-1250.5700000000002
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45337,SOT1042191,Agnes & Arthur,18574.8
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45351,SOT1046446,Agnes & Arthur,18829.2
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45323,SOT1035515,Agnes & Arthur,15526.09
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45337,SOT1042191,Agnes & Arthur,15933.23
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45351,SOT1046446,Agnes & Arthur,12179.66
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45323,SOT1035515,Agnes & Arthur,5044
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45337,SOT1042191,Agnes & Arthur,5044
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45351,SOT1046446,Agnes & Arthur,5200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45323,SOT1035515,Agnes & Arthur,-1199.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45324,SOT1035854,Agnes & Arthur,19825.37
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45337,SOT1042191,Agnes & Arthur,-1199.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45351,SOT1046446,Agnes & Arthur,-1199.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45323,SOT1035515,Agnes & Arthur,-649.62
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45337,SOT1042191,Agnes & Arthur,-649.62
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45351,SOT1046446,Agnes & Arthur,-649.62
Stoke City Council,4HDG,"Housing, Development & Growth",DA104,Equipment  furniture and mater,45329,SOT1036507,Air Products Plc,4667
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45348,SOT1045182,AJS Passenger Travel,24182.16
Stoke City Council,4PUBH,Public Health,DA100,Equipment  furniture and mater,45345,000009386760402,AKZONOBEL,649.48
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45323,SOT1035430,Alison House,2128.57
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45337,SOT1042104,Alison House,3057.14
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45351,SOT1046360,Alison House,2500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45323,SOT1035430,Alison House,10200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45337,SOT1042104,Alison House,12521.43
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45351,SOT1046360,Alison House,11500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45323,SOT1035430,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45337,SOT1042104,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45351,SOT1046360,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45323,SOT1035430,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45337,SOT1042104,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45351,SOT1046360,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45323,SOT1035430,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45337,SOT1042104,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45351,SOT1046360,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45323,SOT1035430,Alison House,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45337,SOT1042104,Alison House,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45351,SOT1046360,Alison House,-633.5
Stoke City Council,4CAF,Children and Family Services,de113,Services,45331,SOT1039914,REDACTED - Personal Data,950
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45323,SOT1035532,Allendale Residential,5614.98
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45337,SOT1042208,Allendale Residential,5614.98
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45351,SOT1046464,Allendale Residential,5614.98
Stoke City Council,4HDG,"Housing, Development & Growth",DD100,Printing  stationery and gener,45345,SOT1042340,Allied Publicity Services (Manchester),1267.86
Stoke City Council,4STAR,Strategy & Resources,DK113,Miscellaneous expenses,45345,SOT1044497,Allpay Limited,3152.51
Stoke City Council,4CAF,Children and Family Services,de113,Services,45331,SOT1039731,Alpha Learning Staffordshire Ltd,5600
Stoke City Council,4CAF,Children and Family Services,de113,Services,45338,SOT1040307,Alpha Learning Staffordshire Ltd,5600
Stoke City Council,4CAF,Children and Family Services,de113,Services,45338,SOT1042279,Alpha Learning Staffordshire Ltd,2240
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45324,SOT1034734,Alpha Learning Staffordshire Ltd,2200
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45324,SOT1034735,Alpha Learning Staffordshire Ltd,3000
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45324,SOT1034770,Alpha Learning Staffordshire Ltd,2200
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45324,SOT1034771,Alpha Learning Staffordshire Ltd,2200
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45324,SOT1035101,Alpha Learning Staffordshire Ltd,800
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45331,SOT1033914,Alpha Learning Staffordshire Ltd,3750
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45331,SOT1034769,Alpha Learning Staffordshire Ltd,2450
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45331,SOT1040165,Alpha Learning Staffordshire Ltd,3750
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45331,SOT1040166,Alpha Learning Staffordshire Ltd,3750
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45331,SOT1040167,Alpha Learning Staffordshire Ltd,3750
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45331,SOT1040168,Alpha Learning Staffordshire Ltd,3750
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45341,SOT1043007,Alpha Learning Staffordshire Ltd,2800
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45324,SOT1034947,ALPHA OMEGA SECURITIES LIMITED,513.36
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45324,SOT1035649,ALPHA OMEGA SECURITIES LIMITED,4024.35
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45324,SOT1035650,ALPHA OMEGA SECURITIES LIMITED,2183
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45324,SOT1035656,ALPHA OMEGA SECURITIES LIMITED,534.6
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45324,SOT1035657,ALPHA OMEGA SECURITIES LIMITED,521.08
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45324,SOT1035658,ALPHA OMEGA SECURITIES LIMITED,1782
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45324,SOT1035659,ALPHA OMEGA SECURITIES LIMITED,2739.05
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45324,SOT1035660,ALPHA OMEGA SECURITIES LIMITED,2227.5
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45324,SOT1035661,ALPHA OMEGA SECURITIES LIMITED,2464.68
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45324,SOT1035673,ALPHA OMEGA SECURITIES LIMITED,3675.4
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45324,SOT1035651,ALPHA OMEGA SECURITIES LIMITED,7180.8
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45324,SOT1035652,ALPHA OMEGA SECURITIES LIMITED,6327.2
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45324,SOT1035653,ALPHA OMEGA SECURITIES LIMITED,11457.05
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45324,SOT1035654,ALPHA OMEGA SECURITIES LIMITED,6221.13
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45324,SOT1035655,ALPHA OMEGA SECURITIES LIMITED,2858.66
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45350,SOT1046131,ALPHA OMEGA SECURITIES LIMITED,4225.11
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45345,SOT1044748,Alpha Transport Service Ltd,1566
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45336,SOT1041708,Alpine4Care Services LTD,26549.29
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45334,SOT1040750,Alsager School,666.66
Stoke City Council,4CAF,Children and Family Services,de113,Services,45331,SOT1039734,REDACTED - Personal Data,14000
Stoke City Council,4HDG,"Housing, Development & Growth",AA700,Agency staff,45348,SOT1040738,Amaze Umbrella,5290
Stoke City Council,4CITD,City Director,DK100,Miscellaneous expenses,45345,000009332921152,AMAZON  ,600
Stoke City Council,4CITD,City Director,DK100,Miscellaneous expenses,45345,000009338862992,AMAZON  ,550
Stoke City Council,4SCHL,Schools,DD100,Printing  stationery and gener,45331,SOT1039762,Amazon Business T?A Amazon Payments UK Ltd,734.48
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45341,SOT1033042,Amber Fostering Ltd,11328
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45341,SOT1033042,Amber Fostering Ltd,3476
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45336,SOT1041593,Amberleigh Care Ltd,25916
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45324,SOT1035736,AMG Nursing and Care Services,2286.84
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45331,SOT1039841,AMG Nursing and Care Services,578.82
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45331,SOT1040172,AMG Nursing and Care Services,1811.52
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45341,SOT1042884,AMG Nursing and Care Services,933.78
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45348,SOT1045123,AMG Nursing and Care Services,2044.08
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45327,SOT1035393,AMG Nursing and Care Services,570.47
Stoke City Council,4HGDC,"Housing, Development & Growth Capital",QXCGR,Grant Payments,45327,SOT1036167,AMM Properties Stoke Ltd,12334.4
Stoke City Council,4STAR,Strategy & Resources,BB103,Energy costs,45338,SOT1042011,AMP Biomass Fuel Ltd T/A AMP Clean Energy,1370.16
Stoke City Council,4STAR,Strategy & Resources,BB103,Energy costs,45338,SOT1042186,AMP Biomass Fuel Ltd T/A AMP Clean Energy,2708.51
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45345,SOT1044749,AMR Property Services Ltd,3033
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45324,SOT1031784,Amstone Developments Limited,75225.88
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45324,SOT1035264,REDACTED - Personal Data,5881
Stoke City Council,4STAR,Strategy & Resources,AA700,Agency staff,45338,SOT1040721,Analysis Legal LLP,10625.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45323,SOT1035500,Anchor Hanover Group T/A Park Hall Care Home,18150.78
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45337,SOT1042176,Anchor Hanover Group T/A Park Hall Care Home,18150.78
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45351,SOT1046432,Anchor Hanover Group T/A Park Hall Care Home,14250.78
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45323,SOT1035500,Anchor Hanover Group T/A Park Hall Care Home,29401.18
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45337,SOT1042176,Anchor Hanover Group T/A Park Hall Care Home,30051.18
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45351,SOT1046432,Anchor Hanover Group T/A Park Hall Care Home,30051.18
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45323,SOT1035500,Anchor Hanover Group T/A Park Hall Care Home,8775.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45337,SOT1042176,Anchor Hanover Group T/A Park Hall Care Home,8775.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45351,SOT1046432,Anchor Hanover Group T/A Park Hall Care Home,8775.56
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45323,SOT1035500,Anchor Hanover Group T/A Park Hall Care Home,-2334.8999999999996
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45337,SOT1042176,Anchor Hanover Group T/A Park Hall Care Home,-2334.8999999999996
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45351,SOT1046432,Anchor Hanover Group T/A Park Hall Care Home,-2334.8999999999996
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45323,SOT1035500,Anchor Hanover Group T/A Park Hall Care Home,-3377.82
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45337,SOT1042176,Anchor Hanover Group T/A Park Hall Care Home,-3377.82
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45351,SOT1046432,Anchor Hanover Group T/A Park Hall Care Home,-3377.82
