Transparency Report March 2024,,,,,,,,
Body Name,Service Code,Service Label,Exp Code,Expenditure Category Lvl 6,Date,Transaction Number,Supplier Name,Sum of Amount
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,CC109,Contract hire&operating leases,45376,SOT1057846,ABC Coaches (2002) LTD T/A ABC Supreme,613
Stoke City Council,4SCHL,Schools,AA700,Agency staff,45364,SOT1051369,ABC Teachers Limited,1125
Stoke City Council,4SCHL,Schools,AA700,Agency staff,45366,SOT1053516,ABC Teachers Limited,900
Stoke City Council,4SCHL,Schools,AA700,Agency staff,45366,SOT1053518,ABC Teachers Limited,900
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1055058,ABC Tutoring,540
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1055059,ABC Tutoring,540
Stoke City Council,4HDG,"Housing, Development & Growth",DA130,Equipment  furniture and mater,45355,SOT1035374,Abfallbehalter & Container Weber UK Limited,18130.8
Stoke City Council,4CAF,Children and Family Services,EG133,Other establishments,45377,SOT1056402,Above n Beyond Ltd.,1951.12
Stoke City Council,4STARC,Strategy & Resources Capital,QXPSE,External Fees,45355,SOT1044230,Absoft Limited,213115.91
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DE100,Services,45377,SOT1056693,REDACTED - Personal Data,3580
Stoke City Council,4CITD,City Director,dh101,Grants and subscriptions,45376,SOT1057345,Acacia Training Limited,22082.08
Stoke City Council,4SCHL,Schools,aa713,Agency staff,45371,SOT1056093,Academics,633
Stoke City Council,4SCHL,Schools,aa713,Agency staff,45376,SOT1058021,Academics,557
Stoke City Council,4SCHL,Schools,aa713,Agency staff,45377,SOT1058496,Academics,544
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,DE100,Services,45377,SOT1052054,ACCESS UK ,4875.74
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG433,Other establishments,45376,SOT1058259,Accomplish Group Ltd,30243.81
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG429,Other establishments,45376,SOT1058259,Accomplish Group Ltd,4691.75
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45371,SOT1056128,Accord Housing Association,28745.17
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45371,SOT1056151,Accord Housing Association,1107.41
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45365,SOT1053566,Accord Housing Association Ltd,2246.92
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45376,SOT1058060,Accord Housing Association Ltd,2246.92
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45357,SOT1050844,Ace Private Hire,1602
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45378,SOT1059535,Ace Private Hire,1424
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056433,Acheron Care Ltd,39129.29
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056434,Acheron Care Ltd,26079.29
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056436,Acheron Care Ltd,26079.12
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056435,Acheron Care Ltd,22660.02
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049159,Acorn Care & Education Ltd,7183.27
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054949,Acorn Care & Education Ltd,7091.43
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054948,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054951,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054952,Acorn Care & Education Ltd,6938.8
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054950,Acorn Care & Education Ltd,5677.5
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049170,Acorn Care & Education Ltd,5564.15
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054953,Acorn Care & Education Ltd,4896
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054954,Acorn Care & Education Ltd,4896
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054955,Acorn Care & Education Ltd,4896
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054956,Acorn Care & Education Ltd,4896
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049161,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049163,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049164,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049165,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049166,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049167,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049168,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049169,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054938,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054939,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054941,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054942,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054944,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054945,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1054947,Acorn Care & Education Ltd,4450.91
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45355,SOT1049160,Acorn Care & Education Ltd,883.4
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45373,SOT1056983,Acorn Fostering Services Ltd,5917.2
Stoke City Council,4PUBH,Public Health,DE100,Services,45377,SOT1051334,Acorn Kennels,12000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG471,Other establishments,45364,SOT1053196,Acorn Kennels,1083
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45371,SOT1056416,Acorn Residential Care Limited,31332.84
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45373,SOT1056654,Acorn Training Limited,1898.39
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45352,SOT1046163,Action for Children Limited,125000
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45376,SOT1057745,Active Care Group,1400
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051765,Active Care Group,657.75
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051766,Active Care Group,657.75
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051769,Active Care Group,657.75
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051811,Active Care Group,657.75
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051813,Active Care Group,657.75
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051817,Active Care Group,657.75
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051819,Active Care Group,657.75
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051820,Active Care Group,657.75
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051821,Active Care Group,657.75
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051823,Active Care Group,657.75
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45364,SOT1051822,Active Care Group,657.75
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051815,Active Care Group,648.98
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051764,Active Care Group,526.2
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051768,Active Care Group,526.2
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051770,Active Care Group,526.2
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051771,Active Care Group,526.2
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051807,Active Care Group,526.2
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051816,Active Care Group,526.2
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051824,Active Care Group,526.2
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051832,Active Care Group,526.2
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051834,Active Care Group,526.2
Stoke City Council,4CAF,Children and Family Services,EG139,Other establishments,45362,SOT1051835,Active Care Group,526.2
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45376,SOT1057752,Active Care Group,525
Stoke City Council,4CAF,Children and Family Services,DE113,Services,45369,SOT1055051,Active Resilience,167462
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45369,SOT1055053,Active Resilience,29588.5
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45352,SOT1048860,Active Resilience,22627.5
Stoke City Council,4STAR,Strategy & Resources,BE100,Water services,45364,SOT1053020,Adanced Demand Side Management Limited,44538.63
Stoke City Council,4STAR,Strategy & Resources,BE100,Water services,45377,SOT1058408,Adanced Demand Side Management Limited,41895.42
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45371,SOT1046724,Adoption Focus (Family Society),682.75
Stoke City Council,4CAF,Children and Family Services,DE100,Services,45352,SOT1045948,Adoption Matters,890
Stoke City Council,4HDG,"Housing, Development & Growth",DE100,Services,45362,SOT1051863,Adullam Homes Housing Association,3933
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45355,SOT1049303,Advanced Child Care Assessment,2529.4
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45355,SOT1049304,Advanced Child Care Assessment,2159.2
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45359,SOT1051020,Advanced Child Care Assessment,1630.1
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45359,SOT1051023,Advanced Child Care Assessment,2905.95
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45377,SOT1058031,Advanced Child Care Assessment,2215.83
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45377,SOT1058457,Advanced Child Care Assessment,1101.6
Stoke City Council,4STAR,Strategy & Resources,DG105,Expenses,45377,SOT1058458,Advanced Child Care Assessment,2256.5
Stoke City Council,4STAR,Strategy & Resources,DE147,Services,45352,SOT1046295,Advanced Visualisation Technologies Limited,23421
Stoke City Council,4STAR,Strategy & Resources,DE420,Services,45377,SOT1058006,Advanced Visualisation Technologies Limited,19729.12
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45365,SOT1053692,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45376,SOT1058204,Advinia Health Care Ltd,1700
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45365,SOT1053692,Advinia Health Care Ltd,-520.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45376,SOT1058204,Advinia Health Care Ltd,-520.44
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,Direct transport costs,45373,SOT1056887,AEBI Schmidt Uk Limited,1482.19
Stoke City Council,4HDG,"Housing, Development & Growth",CA105,Direct transport costs,45376,SOT1057728,AEBI Schmidt Uk Limited,596.8
Stoke City Council,4HDG,"Housing, Development & Growth",DA101,Equipment  furniture and mater,45357,SOT1050869,AEBI Schmidt Uk Limited,750.09
Stoke City Council,4CAF,Children and Family Services,DK135,Miscellaneous expenses,45373,SOT1057001,Affinity Fostering Services,22592
Stoke City Council,4HDG,"Housing, Development & Growth",DA100,Equipment  furniture and mater,45377,SOT1058359,Aggregate Industries UK Limited,1054.4
Stoke City Council,4HDG,"Housing, Development & Growth",DA100,Equipment  furniture and mater,45377,SOT1058365,Aggregate Industries UK Limited,2064.25
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45355,SOT1046555,Aggregate Industries UK Limited,1554.38
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45355,SOT1049185,Aggregate Industries UK Limited,1500.95
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45355,SOT1049189,Aggregate Industries UK Limited,708.4
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45355,SOT1049190,Aggregate Industries UK Limited,1573.62
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45355,SOT1049191,Aggregate Industries UK Limited,2729.35
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45355,SOT1049198,Aggregate Industries UK Limited,1501.52
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45355,SOT1049202,Aggregate Industries UK Limited,1916.39
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45365,SOT1052966,Aggregate Industries UK Limited,3553.31
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45365,SOT1052968,Aggregate Industries UK Limited,1316.77
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45365,SOT1052971,Aggregate Industries UK Limited,530.59
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45377,SOT1057683,Aggregate Industries UK Limited,577.82
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45377,SOT1057707,Aggregate Industries UK Limited,577.24
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45377,SOT1057712,Aggregate Industries UK Limited,1926.52
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45377,SOT1057716,Aggregate Industries UK Limited,740.73
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45377,SOT1057721,Aggregate Industries UK Limited,570.31
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45377,SOT1057722,Aggregate Industries UK Limited,1389
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45377,SOT1057724,Aggregate Industries UK Limited,2151.84
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45377,SOT1057725,Aggregate Industries UK Limited,527.74
Stoke City Council,4HDG,"Housing, Development & Growth",DA205,Equipment  furniture and mater,45377,SOT1057726,Aggregate Industries UK Limited,563.94
Stoke City Council,4STAR,Strategy & Resources,IC662,Fees and Charges,45359,SOT1046047,Agincare UK Ltd,-11095.45
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45365,SOT1053548,Agnes & Arthur,19655.260000000002
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45376,SOT1058167,Agnes & Arthur,13479.439999999999
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45376,SOT1058167,Agnes & Arthur,13202
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45365,SOT1053548,Agnes & Arthur,12506.31
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45365,SOT1053548,Agnes & Arthur,5200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45376,SOT1058167,Agnes & Arthur,5200
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45365,SOT1053548,Agnes & Arthur,-649.62
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45376,SOT1058167,Agnes & Arthur,-649.62
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45365,SOT1053548,Agnes & Arthur,-1199.44
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC656,Fees and Charges,45376,SOT1058167,Agnes & Arthur,-1199.44
Stoke City Council,4HDG,"Housing, Development & Growth",DA101,Equipment  furniture and mater,45369,SOT1055027,AJB Reprographics Limited,1004
Stoke City Council,4CAF,Children and Family Services,CC109,Contract hire&operating leases,45373,SOT1056972,AJS Passenger Travel,22033.92
Stoke City Council,4PUBH,Public Health,dh101,Grants and subscriptions,45364,SOT1049234,Alice Charity,10000
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45365,SOT1053536,Alison House,11500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG207,Other establishments,45376,SOT1058084,Alison House,11500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45365,SOT1053536,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG209,Other establishments,45376,SOT1058084,Alison House,2600
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45365,SOT1053536,Alison House,2500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG205,Other establishments,45376,SOT1058084,Alison House,2500
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45365,SOT1053536,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45376,SOT1058084,Alison House,1300
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45365,SOT1053536,Alison House,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC660,Fees and Charges,45376,SOT1058084,Alison House,-633.5
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45365,SOT1053536,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,IC658,Fees and Charges,45376,SOT1058084,Alison House,-645.04
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45365,SOT1053551,Allendale Residential,5614.98
Stoke City Council,4SCHIW,Social Care Health Int & Wellb,EG208,Other establishments,45376,SOT1058183,Allendale Residential,5614.98
Stoke City Council,4HDG,"Housing, Development & Growth",DD100,Printing  stationery and gener,45355,SOT1049211,Allied Publicity Services (Manchester),1448.54
Stoke City Council,4HDG,"Housing, Development & Growth",DD100,Printing  stationery and gener,45373,SOT1050935,Allied Publicity Services (Manchester),1926.97
Stoke City Council,4HRAHT,Housing Transformation,dk113,Miscellaneous expenses,45352,SOT1046733,Allpay Limited,2221.46
Stoke City Council,4HRAHT,Housing Transformation,dk113,Miscellaneous expenses,45373,SOT1056696,Allpay Limited,2221.35
Stoke City Council,4STAR,Strategy & Resources,dk113,Miscellaneous expenses,45366,SOT1053774,Allpay Limited,2391.38
Stoke City Council,4SCHL,Schools,BI100,Grounds maintenance costs,45369,SOT1050349,Almec Fencing Ltd                                 ,557
Stoke City Council,4CAF,Children and Family Services,EC105,Other local authorities,45359,SOT1051287,Alpha Learning Staffordshire Ltd,13450
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45352,SOT1046614,ALPHA OMEGA SECURITIES LIMITED,1544.4
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45352,SOT1046615,ALPHA OMEGA SECURITIES LIMITED,1351.35
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45352,SOT1046616,ALPHA OMEGA SECURITIES LIMITED,1930.5
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45352,SOT1046617,ALPHA OMEGA SECURITIES LIMITED,2455.7
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45355,SOT1046729,ALPHA OMEGA SECURITIES LIMITED,3078.92
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45357,SOT1046605,ALPHA OMEGA SECURITIES LIMITED,4009.52
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45357,SOT1046608,ALPHA OMEGA SECURITIES LIMITED,2747.36
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45357,SOT1046630,ALPHA OMEGA SECURITIES LIMITED,2027.08
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45373,SOT1056635,ALPHA OMEGA SECURITIES LIMITED,3823.9
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45373,SOT1056787,ALPHA OMEGA SECURITIES LIMITED,1425.6
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45373,SOT1056788,ALPHA OMEGA SECURITIES LIMITED,1351.35
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45376,SOT1057542,ALPHA OMEGA SECURITIES LIMITED,2266.8
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45376,SOT1057543,ALPHA OMEGA SECURITIES LIMITED,1782
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45377,SOT1057531,ALPHA OMEGA SECURITIES LIMITED,1888.42
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45377,SOT1057534,ALPHA OMEGA SECURITIES LIMITED,2650.83
Stoke City Council,4HDG,"Housing, Development & Growth",DA105,Equipment  furniture and mater,45377,SOT1058535,ALPHA OMEGA SECURITIES LIMITED,2456.92
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45352,SOT1046604,ALPHA OMEGA SECURITIES LIMITED,6045.6
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45352,SOT1046606,ALPHA OMEGA SECURITIES LIMITED,11174.71
Stoke City Council,4HDG,"Housing, Development & Growth",DE101,Services,45352,SOT1046629,ALPHA OMEGA SECURITIES LIMITED,7462.4
