Organisation Name,Organisation Code,Unique Ref No,Effective date,Directorate,Supplier Name,Payment Date,Net amount,Purpose of Spend,Procurement Classification (Higher level),Procurement Classification (Lower level),CAPITAL / REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4529,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"2,268.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4530,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"2,520.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4531,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,480.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4532,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,702.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4533,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"2,016.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4534,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"1,512.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4535,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"2,184.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4536,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,912.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4537,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"1,134.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4538,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4539,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4540,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,576.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4541,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,756.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4542,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4543,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,288.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4544,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"2,604.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4545,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,315.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4546,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"2,268.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4547,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4548,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"2,268.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4549,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"2,394.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4550,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4551,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4552,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,694.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4553,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,544.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4554,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4555,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"1,152.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4556,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,420.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4557,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,648.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4558,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"1,116.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4559,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"1,254.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4560,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,732.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4561,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,780.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4562,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"24,192.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4563,31.12.2023,CHILDRENS,KINVER CARE LTD,20/12/2023,-391.00,6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4564,31.12.2023,CHILDRENS,KINVER CARE LTD,20/12/2023,442.00,6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4565,31.12.2023,CHILDRENS,KINVER CARE LTD,28/12/2023,412.50,6222-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4566,31.12.2023,CHILDRENS,KINVER CARE LTD,07/12/2023,897.60,6222-Agency Staff,DIRECT EMPLOYEES,AGENCY,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4567,31.12.2023,CHILDRENS,KINVER CARE LTD,07/12/2023,"2,178.55",6223-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4568,31.12.2023,CHILDRENS,KINVER CARE LTD,21/12/2023,"1,944.80",6223-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4569,31.12.2023,CHILDRENS,KINVER CARE LTD,28/12/2023,551.65,6222-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4570,31.12.2023,CHILDRENS,KINVER CARE LTD,28/12/2023,897.60,6222-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4571,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,13/12/2023,-648.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4572,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,13/12/2023,882.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4573,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,13/12/2023,337.50,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4574,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,13/12/2023,"1,863.00",6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4575,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,13/12/2023,504.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4576,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,13/12/2023,625.50,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4577,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,13/12/2023,540.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4578,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,13/12/2023,364.50,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4579,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,13/12/2023,360.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4580,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"12,096.00",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4581,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"5,712.00",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4582,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"11,232.00",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4583,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"2,856.00",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4584,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"8,058.00",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4585,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"4,798.86",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4586,31.12.2023,ADULT SOCIAL CARE,KINVER CARE LTD,14/12/2023,"18,144.00",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4587,31.12.2023,CHILDRENS,KINVER CARE LTD,19/12/2023,"1,048.72",6223-Accommodation and Related Costs-Assistance to S/S Clients,TRANSFER PAYMENTS,ADULT SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4588,31.12.2023,CHILDRENS,KINVER CARE LTD,19/12/2023,"5,026.83",6223-Accommodation and Related Costs-Assistance to S/S Clients,TRANSFER PAYMENTS,ADULT SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4589,31.12.2023,ADULT SOCIAL CARE,REDACTED,07/12/2023,808.60,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4590,31.12.2023,ADULT SOCIAL CARE,REDACTED,07/12/2023,918.05,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4591,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",KIWA LTD T/A KIWA CMT,08/12/2023,"2,400.00",6414-Repair & Maintenance of Furniture & Equipment,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4592,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",KONE PLC,21/12/2023,"4,691.50",6414-Operational Maintenance,PREMISES,REPAIRS & MAINTENANCE,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4593,31.12.2023,RESOURCES AND TRANSFORMATION,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,06/12/2023,"5,091.60",6623-Computer Equipment,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4594,31.12.2023,RESOURCES AND TRANSFORMATION,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,15/12/2023,"3,285.74",6623-Computer Equipment,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4595,31.12.2023,RESOURCES AND TRANSFORMATION,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,06/12/2023,"5,091.60",6623-Computer Equipment,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4596,31.12.2023,RESOURCES AND TRANSFORMATION,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,06/12/2023,"5,091.60",6623-Computer Equipment,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4597,31.12.2023,RESOURCES AND TRANSFORMATION,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,08/12/2023,"2,908.81",6623-Computer Equipment,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4598,31.12.2023,ADULT SOCIAL CARE,KONICA MINOLTA BUSINESS SOLUTIONS (UK) LIMITED,28/12/2023,262.50,6623-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4599,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",L & S ENGINEERS,22/12/2023,323.42,6410-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4600,31.12.2023,CHILDRENS,LA DIRECTORIES LTD,19/12/2023,325.00,6632-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4601,31.12.2023,RESOURCES AND TRANSFORMATION,LAMBERT SMITH HAMPTON,14/12/2023,"1,050.00",6313-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4602,31.12.2023,RESOURCES AND TRANSFORMATION,LAMBERT SMITH HAMPTON,04/12/2023,"3,000.00",6313-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4603,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,LAMBERT SMITH HAMPTON,13/12/2023,471.67,7200-Consultants Fees,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4604,31.12.2023,ADULT SOCIAL CARE,LANGSTON CARE LIMITED,19/12/2023,"6,870.72",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4605,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",LAVAZZA PROFESSIONAL UK LTD,22/12/2023,450.18,6413-Food & Drink Supplies,SUPPLIES & SERVICES,CATERING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4606,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",LAVAZZA PROFESSIONAL UK LTD,20/12/2023,"1,452.16",6413-Repair & Maintenance of Furniture & Equipment,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4607,31.12.2023,ADULT SOCIAL CARE,REDACTED,13/12/2023,540.48,6541-Shared Lives,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4608,31.12.2023,ADULT SOCIAL CARE,REDACTED,28/12/2023,540.48,6541-Shared Lives,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4609,31.12.2023,ADULT SOCIAL CARE,REDACTED,07/12/2023,522.80,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4610,31.12.2023,CHILDRENS,LDOT CONSULTANTS LTD,04/12/2023,"1,653.00",1220-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4611,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",LE SSC LTD - LIAM EDWARDS/SPORTSCOOL WALSALL,20/12/2023,291.00,6430-Consultant Fees,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4612,31.12.2023,CHILDRENS,LITTLE DEERS CHILDMINDING,01/12/2023,673.96,1265-Early Years Supplementary Grant Expenditure,TRANSFER PAYMENTS,SCHOOLCHILDREN/STUDENTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4613,31.12.2023,CHILDRENS,LEARN TO ACHIEVE WALSALL LTD,18/12/2023,"5,123.20",6211-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4614,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",LEARNPLAY FOUNDATION LTD,11/12/2023,"2,863.44",6313-Grants to Other Orgs,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4615,31.12.2023,CHILDRENS,LEARNPLAY FOUNDATION LTD,18/12/2023,"2,809.80",6211-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4616,31.12.2023,CHILDRENS,REDACTED,14/12/2023,451.24,6223-Special Guardianship Orders,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4617,31.12.2023,CHILDRENS,REDACTED,14/12/2023,451.24,6223-Special Guardianship Orders,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4618,31.12.2023,CHILDRENS,REDACTED,14/12/2023,350.00,6223-Foster Carers Holiday/Christmas Allowances,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4619,31.12.2023,CHILDRENS,REDACTED,14/12/2023,676.00,6223-Foster Carers Maintenance Allowance,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4620,31.12.2023,CHILDRENS,REDACTED,14/12/2023,374.00,6223-Internal Foster Carers-Carer Fees,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4621,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",LEISURE ENERGY LTD,19/12/2023,851.20,6413-Repair & Maintenance of Furniture & Equipment,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4622,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",LEISURE ENERGY LTD,19/12/2023,851.20,6413-Repair & Maintenance of Furniture & Equipment,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4623,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",LEISURE INNOVATIONS LTD,12/12/2023,425.00,6413-Repair & Maintenance of Furniture & Equipment,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4624,31.12.2023,ADULT SOCIAL CARE,LEONARD CHESHIRE DISABILITY,19/12/2023,"7,395.12",6541-Nursing,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4625,31.12.2023,ADULT SOCIAL CARE,REDACTED,07/12/2023,329.79,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-4626,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",LES MILLS FITNESS UK LTD,21/12/2023,522.25,6413-Fees & Licences,SUPPLIES & SERVICES,SERVICES,REVENUE
