Organisation Name,Organisation Code,Unique Ref No,Effective date,Directorate,Supplier Name,Payment Date,Net amount,Purpose of Spend,Procurement Classification (Higher level),Procurement Classification (Lower level),CAPITAL / REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8836,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,08/12/2023,"66,703.13",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8837,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,08/12/2023,"17,962.59",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8838,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,08/12/2023,"6,537.38",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8839,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,08/12/2023,"7,639.47",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8840,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,08/12/2023,"90,254.76",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8841,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,08/12/2023,"9,256.22",6411-PSE's-Priv Contractor Fees,THIRD PARTY PAYMENTS,INDEPENDENT UNIT WITHIN COUNCIL,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8842,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,01/12/2023,"2,328.00",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8843,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,29/12/2023,"40,618.70",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8844,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,08/12/2023,617.01,6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8845,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,28/12/2023,"47,488.51",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8846,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,28/12/2023,"-47,488.51",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8847,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,28/12/2023,"47,488.51",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8848,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,08/12/2023,"46,072.44",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8849,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,08/12/2023,"6,062.19",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8850,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,19/12/2023,"3,148.20",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8851,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,08/12/2023,"44,381.99",6411-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8852,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,08/12/2023,"3,840.37",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8853,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,08/12/2023,"17,666.32",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8854,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,19/12/2023,"6,126.44",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8855,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,15/12/2023,"4,449.52",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8856,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,13/12/2023,"177,716.54",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8857,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,13/12/2023,"42,712.69",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8858,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,15/12/2023,"2,778.38",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8859,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,12/12/2023,"40,755.83",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8860,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,21/12/2023,"265,866.87",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8861,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,21/12/2023,345.73,7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8862,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,05/12/2023,"45,123.00",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8863,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,12/12/2023,"43,281.45",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8864,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,22/12/2023,"32,030.22",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8865,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,08/12/2023,"2,724.90",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8866,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,08/12/2023,"55,000.00",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8867,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,05/12/2023,"40,017.90",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8868,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,19/12/2023,"7,829.63",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8869,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,21/12/2023,"54,760.83",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8870,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,19/12/2023,"2,237.45",6411-Surveys-Priv Contractor Fees,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8871,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TARMAC TRADING LIMITED,08/12/2023,"30,000.00",7200-Site Works Contractors,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8872,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TARMAC TRADING LIMITED,08/12/2023,"45,314.68",6411-Management Fees-Priv Contractor Fees,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8873,31.12.2023,CHILDRENS,TEACHING PERSONNEL LIMITED,08/12/2023,297.50,1187-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8874,31.12.2023,CHILDRENS,TEACHING PERSONNEL LIMITED,12/12/2023,297.50,1187-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8875,31.12.2023,CHILDRENS,TEACHING PERSONNEL LIMITED,18/12/2023,297.50,1187-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8876,31.12.2023,CHILDRENS,TEACHING PERSONNEL LIMITED,22/12/2023,297.50,1187-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8877,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TECALEMIT GARAGE EQUIPMENT CO LTD,20/12/2023,264.72,6410-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8878,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TECHNICAL SURFACES,13/12/2023,352.75,6413-Repair & Maintenance of Furniture & Equipment,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8879,31.12.2023,CHILDRENS,TELSOLUTIONS LTD,15/12/2023,"1,870.76",6632-Landline Phones,SUPPLIES & SERVICES,COMMUNICATIONS & COMPUTING,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8880,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TELVAR LTD T/A COMMERCIAL BRAKE SERVICES,05/12/2023,468.72,6410-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8881,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",TERBERG MATEC UK LTD,05/12/2023,"4,992.00",6410-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8882,31.12.2023,ADULT SOCIAL CARE,REDACTED,07/12/2023,390.00,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8883,31.12.2023,ADULT SOCIAL CARE,REDACTED,07/12/2023,"2,834.50",6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8884,31.12.2023,ADULT SOCIAL CARE,REDACTED,07/12/2023,330.00,6541-Direct Payment,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8885,31.12.2023,CHILDRENS,REDACTED,14/12/2023,384.92,6223-Residents Orders,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8886,31.12.2023,CHILDRENS,REDACTED,14/12/2023,414.32,6223-Residents Orders,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8887,31.12.2023,CHILDRENS,REDACTED,14/12/2023,414.32,6223-Residents Orders,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8888,31.12.2023,CHILDRENS,REDACTED,14/12/2023,701.55,6223-Special Guardianship Orders,TRANSFER PAYMENTS,CHILDREN SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8889,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",REDACTED,13/12/2023,"4,415.00",6430-Consultant Fees,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8890,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",REDACTED,21/12/2023,750.00,6414-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8891,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TETRA TECH LTD,04/12/2023,"6,401.25",7200-Consultants Fees,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8892,31.12.2023,ECONOMY & ENVIRONMENT CAPITAL,TETRA TECH LTD,12/12/2023,"6,401.25",7200-Consultants Fees,CAPITAL,"NEW CONSTRUCTION,CONVERSION & RENOVATION",CAPITAL
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8893,31.12.2023,CHILDRENS,REDACTED,14/12/2023,464.00,6223-Transfer Payments - Social Services Clients,TRANSFER PAYMENTS,ADULT SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8894,31.12.2023,CHILDRENS,REDACTED,22/12/2023,464.00,6223-Transfer Payments - Social Services Clients,TRANSFER PAYMENTS,ADULT SOCIAL SERVICES CLIENT,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8895,31.12.2023,CHILDRENS,THE BEECHES DAY NURSERY LTD,14/12/2023,495.90,1184-Other-Grants to Other Orgs,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8896,31.12.2023,CHILDRENS,THE BEECHES DAY NURSERY LTD,21/12/2023,611.35,1220-Top Up Funding -Grants to Schools,SUPPLIES & SERVICES,GRANTS (EXP) & SUBSCRIPTIONS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8897,31.12.2023,CHILDRENS,THE BEECHES DAY NURSERY LTD,01/12/2023,"6,795.44",1265-Early Years Supplementary Grant Expenditure,TRANSFER PAYMENTS,SCHOOLCHILDREN/STUDENTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8898,31.12.2023,CHILDRENS,THE BEECHES DAY NURSERY LTD,01/12/2023,"1,927.64",1265-Early Years Supplementary Grant Expenditure,TRANSFER PAYMENTS,SCHOOLCHILDREN/STUDENTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8899,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",THE CDS GROUP,01/12/2023,750.00,6413-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8900,31.12.2023,"ECONOMY, ENVIRONMENT & COMMUNITIES",THE CDS GROUP,01/12/2023,375.00,6413-Materials,SUPPLIES & SERVICES,EQUIPMENT FURNITURE & MATERIALS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8901,31.12.2023,CHILDRENS,THE CHILD PSYCHOLOGY SERVICE,04/12/2023,"2,485.00",6222-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8902,31.12.2023,CHILDRENS,THE CHILD PSYCHOLOGY SERVICE,12/12/2023,"2,744.00",6220-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8903,31.12.2023,CHILDRENS,THE CHILD PSYCHOLOGY SERVICE,18/12/2023,"8,230.80",6211-Professional Fees & Services,SUPPLIES & SERVICES,SERVICES,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8904,31.12.2023,CHILDRENS,THE CO-OPERATIVE CHILDCARE#1,01/12/2023,640.00,1184-Transfer Payments-Other Schoolchildren/Student Related Items,TRANSFER PAYMENTS,SCHOOLCHILDREN/STUDENTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8905,31.12.2023,CHILDRENS,THE CO-OPERATIVE CHILDCARE#1,01/12/2023,"4,068.66",1265-Early Years Supplementary Grant Expenditure,TRANSFER PAYMENTS,SCHOOLCHILDREN/STUDENTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8906,31.12.2023,CHILDRENS,THE CO-OPERATIVE CHILDCARE#1,01/12/2023,"3,761.75",1265-Early Years Supplementary Grant Expenditure,TRANSFER PAYMENTS,SCHOOLCHILDREN/STUDENTS,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8907,31.12.2023,ADULT SOCIAL CARE,THE CROFT RESIDENTIAL HOME,19/12/2023,"3,647.32",6541-Residential EMI,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8908,31.12.2023,ADULT SOCIAL CARE,THE DAVID LEWIS CENTRE,19/12/2023,"5,985.56",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8909,31.12.2023,ADULT SOCIAL CARE,THE DAVID LEWIS CENTRE,19/12/2023,"4,944.80",6541-Residential,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8910,31.12.2023,ADULT SOCIAL CARE,THE FLAME LILY HEALTHCARE LIMITED,14/12/2023,"3,376.80",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8911,31.12.2023,ADULT SOCIAL CARE,THE FLAME LILY HEALTHCARE LIMITED,14/12/2023,"3,714.48",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC157-8912,31.12.2023,ADULT SOCIAL CARE,THE FLAME LILY HEALTHCARE LIMITED,14/12/2023,"2,894.40",6541-Community Supported Living/Supported Accommodation,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
