Organisation Name,Organisation Code,Unique Ref No ,Effective Date,Directorate,Supplier Name ,Payment Date,Net amount,Purpose of Spend,"Procurements Classification 
(Higher level)","Procurements Classification 
(Lower level)",CAPITAL / REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1569,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,19/10/2023,603.00,6554-Professional Services-Priv Contractor & Other Agencies,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1570,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1571,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1572,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,576.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1573,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1574,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,378.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1575,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1576,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1577,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,711.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1578,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1579,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1580,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,558.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1581,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,525.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1582,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1583,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1584,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1585,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1586,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,378.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1587,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1588,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1589,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1590,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,294.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1591,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1592,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,-414.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1593,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1594,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,"4,032.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1595,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1596,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1597,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,441.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1598,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,315.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1599,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,315.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1600,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,441.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1601,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1602,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1603,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1604,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,315.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1605,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1606,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,294.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1607,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1608,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,693.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1609,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1610,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,486.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1611,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1612,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1613,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,"1,653.52",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1614,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,576.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1615,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,-808.08,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1616,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,441.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1617,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1618,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,292.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1619,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1620,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,273.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1621,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,576.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1622,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1623,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,351.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1624,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1625,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,441.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1626,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,441.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1627,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1628,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1629,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,315.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1630,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,378.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1631,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1632,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1633,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,630.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1634,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,378.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1635,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1636,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1637,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1638,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1639,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,414.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1640,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,283.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1641,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,"4,032.00",6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1642,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1643,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1644,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,378.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1645,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1646,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1647,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,558.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1648,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,525.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1649,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1650,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1651,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,441.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1652,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,252.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1653,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,292.50,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1654,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,567.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
Walsall Council,http://opendatacommunities.org/id/metropolitan-district-council/walsall ,WC155-1655,31.10.2023,ADULT SOCIAL CARE,CARE XY LIMITED,23/10/2023,504.00,6541-Domiciliary Care,THIRD PARTY PAYMENTS,PRIVATE CONTRACTOR,REVENUE
